Date_JNPR_L01d,Open_JNPR_L01d,High_JNPR_L01d,Low_JNPR_L01d,Close_JNPR_L01d,Adj Close_JNPR_L01d,Volume_JNPR_L01d,Daily_Return_JNPR_L01d,Vol5_JNPR_L01d,Vol10_JNPR_L01d,Vol20_JNPR_L01d,Vol60_JNPR_L01d,SMA5_JNPR_L01d,SMA10_JNPR_L01d,SMA30_JNPR_L01d,SMA60_JNPR_L01d,SMA100_JNPR_L01d,EMA5_JNPR_L01d,EMA10_JNPR_L01d,EMA30_JNPR_L01d,EMA60_JNPR_L01d,EMA100_JNPR_L01d,Short12_JNPR_L01d,Long26_JNPR_L01d,MACD_JNPR_L01d,SIGNAL9_JNPR_L01d,Ret5/10_JNPR_L01d,Ret10/30_JNPR_L01d,Ret30/60_JNPR_L01d,Ret30/100_JNPR_L01d,Emaret5/10_JNPR_L01d,Emaret10/30_JNPR_L01d,Emaret30/60_JNPR_L01d,Emaret30/100_JNPR_L01d,RetMACD_JNPR_L01d,DayRange_JNPR_L01d,average20r_JNPR_L01d,PRVHI_JNPR_L01d,HitLevel_JNPR_L01d,hitlevel_2_JNPR_L01d,hitlevel_1.8_JNPR_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,29.36000061035156,29.5,29.1299991607666,29.34000015258789,29.34000015258789,2665600.0,-0.4748961730744342,0.43241408408474424,0.612980868831329,0.6556765771831673,1.3409272490582718,29.472000122070312,29.379999923706055,28.668666712443034,27.516500091552736,27.761000061035155,29.418498914395137,29.36246953722862,28.762749071442176,28.285009954996415,28.295106921692916,29.318219415402865,28.880873812357034,0.4373456030458307,0.5067011452571125,2.317656106473467,2.317656106473467,2.317656106473467,-2.317656106473467,-2.317656106473467,2.317656106473467,2.317656106473467,2.317656106473467,-2.317656106473467,1.1300010681152415,0.4159999847412122,29.5,28.627700176239014,28.707000160217284,28.786300144195554,1.0,1.003131388652252,1.0019081970300718,0.9348829745676411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-03,29.22999954223633,30.35000038146973,29.21999931335449,30.02000045776367,30.02000045776367,4754000.0,2.317656106473467,1.17127910812132,0.9511920292064195,0.7910692429477395,1.3684084984851024,29.55800018310547,29.452000045776366,28.769666735331217,27.573333422342937,27.782700061798096,29.618999428851314,29.482020613689535,28.84386206410808,28.341894889513373,28.329263229337883,29.426185729612218,28.965253563868636,0.4609321657435821,0.4975473493544065,-0.8327781352026791,-0.8327781352026791,-0.8327781352026791,0.8327781352026791,0.8327781352026791,-0.8327781352026791,-0.8327781352026791,-0.8327781352026791,0.8327781352026791,0.3999996185302699,0.4199999809265146,30.35000038146973,28.584800033569334,28.668000030517575,28.751200027465817,0.0,1.003599081120615,1.0046461813780219,1.2024131107183726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.317656106473467,-1
2024-01-04,30.04999923706055,30.15999984741211,29.76000022888184,29.77000045776367,29.77000045776367,2346100.0,-0.8327781352026791,1.2343765150652402,1.0071030405832941,0.810406838071945,1.3727920273727299,29.62400016784668,29.48700008392334,28.864666748046876,27.62250010172526,27.803600063323973,29.669333105155435,29.534380585339377,28.903612928214894,28.388718022898626,28.35779267940572,29.47908030317398,29.024864444897897,0.4542158582760827,0.48888105113874175,0.47027002853784255,0.47027002853784255,0.47027002853784255,-0.47027002853784255,-0.47027002853784255,0.47027002853784255,0.47027002853784255,0.47027002853784255,-0.47027002853784255,0.370000839233402,0.4150000572204601,30.15999984741211,29.426000423431397,29.510000419616702,29.594000415802004,1.0,1.004646118070113,1.004569336384967,1.2427129106897876,0.0,0.0,2.0,0.01011323,0.007026871,0.98595655,0.9242121875,0.8327781352026791,1
2024-01-05,29.77000045776367,30.09000015258789,29.71999931335449,29.90999984741211,29.90999984741211,1976900.0,0.47027002853784255,1.2391492337747716,0.8912485049048944,0.8130419618629411,1.3592368346695862,29.704000091552736,29.572000122070314,28.966000048319497,27.679833443959556,27.82500005722046,29.749555352574326,29.60267499662533,28.9685411165502,28.438596115505625,28.388529455009806,29.545375617672157,29.09043003026932,0.4549455874028361,0.4820939583915606,1.0364408810560433,1.0364408810560433,1.0364408810560433,-1.0364408810560433,-1.0364408810560433,1.0364408810560433,1.0364408810560433,1.0364408810560433,-1.0364408810560433,0.5,0.4215001106262214,30.09000015258789,29.246999721527096,29.32999973297119,29.41299974441528,1.0,1.004463680810819,1.0049617257888261,1.0961900451764592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47027002853784255,-1
2024-01-08,29.88999938964844,30.3700008392334,29.8700008392334,30.21999931335449,30.21999931335449,3036100.0,1.0364408810560433,1.256900034621135,0.9204777035262622,0.8346932972328698,1.353538670481599,29.852000045776368,29.673000144958497,29.071999994913735,27.746833419799806,27.853900051116945,29.906370006167716,29.714915781485175,29.049280355053703,28.497002777730177,28.424796184878016,29.64916387854636,29.17410182901637,0.475062049529992,0.48068757661924694,21.806757808311243,21.806757808311243,21.806757808311243,-21.806757808311243,-21.806757808311243,21.806757808311243,21.806757808311243,21.806757808311243,-21.806757808311243,1.0200004577636719,0.4515001296997081,30.3700008392334,29.162699909210204,29.24699993133545,29.331299953460693,1.0,1.006032416673185,1.0064430344036792,1.102773565545309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0364408810560433,-1
2024-01-09,36.36000061035156,37.27000045776367,36.25,36.81000137329102,36.81000137329102,32010200.0,21.806757808311243,9.485561386352439,6.863734658177205,4.897790432025787,3.086859311924594,31.346000289916994,30.409000205993653,29.388000043233237,27.92866678237915,27.95080005645752,32.20758046187549,31.004931343631693,29.549972033649663,28.76956010873217,28.590839851975304,30.750831185430155,29.73972401748116,1.011107167948996,0.5867714948851968,2.1189860097718642,2.1189860097718642,2.1189860097718642,-2.1189860097718642,-2.1189860097718642,2.1189860097718642,2.1189860097718642,2.1189860097718642,2.1189860097718642,0.3600006103515767,0.4475001335144061,37.27000045776367,29.37670055389404,29.467000579833982,29.557300605773925,1.0,1.0308132486295507,1.0387889624690563,1.4013941089223532,1.0,0.0,0.0,0.994677544,0.994677544,0.003242612,0.003242612,-21.806757808311243,-1
2024-01-10,37.34999847412109,37.70999908447266,37.34999847412109,37.59000015258789,37.59000015258789,49280000.0,2.1189860097718642,9.499800697267593,6.8309885971006254,4.901207872329681,3.0858753596080613,32.86000022888184,31.209000205993654,29.73166669209798,28.127500120798747,28.047200050354004,34.00172035877962,32.20221658162373,30.068683525194068,29.05875486426842,28.76904104604684,31.803011026531344,30.32122595341499,1.4817850731163524,0.765774210531428,0.42564471072792526,0.42564471072792526,0.42564471072792526,0.42564471072792526,-0.42564471072792526,0.42564471072792526,0.42564471072792526,0.42564471072792526,0.42564471072792526,0.279998779296875,0.4425000190734883,37.70999908447266,36.28550016403198,36.37500019073486,36.46450021743774,1.0,1.0529014070297296,1.0558813637127944,1.3937357433186497,0.0,0.0,6.0,0.446422666,0.0761493463333333,0.99736172,0.900362422,-2.1189860097718642,-1
2024-01-11,37.59999847412109,37.77000045776367,37.4900016784668,37.75,37.75,10960900.0,0.42564471072792526,9.324337289133487,6.789993843070803,4.894449432947309,3.077202360318229,34.4560001373291,32.04000015258789,30.073666699727376,28.318500105539957,28.14270004272461,35.25114690585308,33.21090447587396,30.56425233002026,29.34371372117765,28.946881817412248,32.717932407064986,30.87150551242129,1.8464268946436952,0.9819047473538816,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,0.6357660356736341,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,0.5499992370605398,0.4369999885559098,37.77000045776367,36.73649904251099,36.824999046325686,36.91349905014039,0.0,1.0754057419861174,1.0614329077204523,1.387284501779406,0.0,0.0,1.0,0.006493017,0.006493017,0.982126534,0.982126534,-0.42564471072792526,-1
2024-01-12,37.70000076293945,38.04000091552734,37.4900016784668,37.5099983215332,37.5099983215332,10344900.0,-0.6357660356736341,9.475645639424071,6.8306932675989565,4.905844212097338,3.0765670421369697,35.97599983215332,32.839999961853025,30.389333279927573,28.50866673787435,28.23780002593994,36.00409737774646,33.99255790235746,31.012364974633996,29.611460757254882,29.116448480860186,33.45517331698317,31.363245720503656,2.0919275964795148,1.2039093171790083,-0.42655253151602,-0.42655253151602,-0.42655253151602,-0.42655253151602,0.42655253151602,-0.42655253151602,-0.42655253151602,-0.42655253151602,-0.42655253151602,0.40000152587891336,0.43550004959106603,38.04000091552734,36.80860048294067,36.89600048065185,36.98340047836304,0.0,1.095493297014101,1.0591758784721963,1.3923583734589708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6357660356736341,-1
2024-01-16,37.5,37.59000015258789,37.18999862670898,37.34999847412109,37.34999847412109,10405500.0,-0.42655253151602,9.647745213500961,6.845796011537084,4.920615372208126,3.057455722245311,37.40199966430664,33.626999855041504,30.685999870300293,28.705666700998943,28.32790000915527,36.452731076538,34.603001642678116,31.421244555246066,29.865183305348854,29.27948907478614,34.054377187312085,31.806708887438283,2.2476682998738013,1.412661113717967,-0.34805156286161754,-0.34805156286161754,-0.34805156286161754,-0.34805156286161754,0.34805156286161754,-0.34805156286161754,-0.34805156286161754,-0.34805156286161754,-0.34805156286161754,0.29999923706053977,0.42799997329712003,37.59000015258789,37.081900806426994,37.1690008163452,37.25610082626342,0.0,1.112260975571366,1.0534557508322773,1.3912479423208877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42655253151602,-1
