Date_IT_L01d,Open_IT_L01d,High_IT_L01d,Low_IT_L01d,Close_IT_L01d,Adj Close_IT_L01d,Volume_IT_L01d,Daily_Return_IT_L01d,Vol5_IT_L01d,Vol10_IT_L01d,Vol20_IT_L01d,Vol60_IT_L01d,SMA5_IT_L01d,SMA10_IT_L01d,SMA30_IT_L01d,SMA60_IT_L01d,SMA100_IT_L01d,EMA5_IT_L01d,EMA10_IT_L01d,EMA30_IT_L01d,EMA60_IT_L01d,EMA100_IT_L01d,Short12_IT_L01d,Long26_IT_L01d,MACD_IT_L01d,SIGNAL9_IT_L01d,Ret5/10_IT_L01d,Ret10/30_IT_L01d,Ret30/60_IT_L01d,Ret30/100_IT_L01d,Emaret5/10_IT_L01d,Emaret10/30_IT_L01d,Emaret30/60_IT_L01d,Emaret30/100_IT_L01d,RetMACD_IT_L01d,DayRange_IT_L01d,average20r_IT_L01d,PRVHI_IT_L01d,HitLevel_IT_L01d,hitlevel_2_IT_L01d,hitlevel_1.8_IT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,451.0,455.7200012207031,450.1700134277344,454.3800048828125,454.3800048828125,548400.0,0.28249807151943523,0.9007176035750867,1.331945752556007,1.3250985611156232,2.241142928277289,449.5820007324219,440.01600341796876,445.4526662190755,417.7893341064453,391.16980133056643,449.6413734533867,445.8037787218538,438.8163387338745,421.650600501059,403.0569644053618,445.119175853635,440.73539589770655,4.383779955928446,3.9305796681461453,1.9168958496147928,-1.9168958496147928,1.9168958496147928,1.9168958496147928,-1.9168958496147928,1.9168958496147928,1.9168958496147928,1.9168958496147928,1.9168958496147928,7.69000244140625,7.105500793457031,455.7200012207031,441.1251126098632,442.54101257324214,443.956912536621,1.0,1.0217401122689769,1.0086082597651718,1.0051673072791045,0.0,0.0,1.0,0.416480452,0.416480452,0.519056082,0.519056082,-0.28249807151943523,1
2024-01-18,456.6700134277344,463.2300109863281,455.5400085449219,463.0899963378906,463.0899963378906,591900.0,1.9168958496147928,1.0371061950620233,1.040600828201171,1.3656251907837567,2.238371369090142,453.88800048828125,443.5710021972656,446.236333211263,419.69483388264973,392.40810119628907,454.12424774822136,448.946727379315,440.38238115994005,423.00926921702063,404.24573731491677,447.8839174665974,442.3912922266091,5.492625239988286,4.242988782514574,0.38653578334173444,-0.38653578334173444,0.38653578334173444,0.38653578334173444,-0.38653578334173444,0.38653578334173444,0.38653578334173444,0.38653578334173444,0.38653578334173444,5.769989013671818,7.091500854492182,463.2300109863281,440.08789947509763,441.5089996337891,442.93009979248046,1.0,1.0232589557024907,1.0115325940766506,0.7619959233499138,0.0,1.0,0.0,0.006521283,0.006521283,0.181693345,0.181693345,1.9168958496147928,1
2024-01-19,465.1000061035156,466.3299865722656,460.5599975585938,464.8800048828125,464.8800048828125,1080300.0,0.38653578334173444,1.0659944308527787,0.9888707569463216,1.3665984085875182,2.2182925374740297,457.9320007324219,447.4050018310547,447.2380004882813,421.73400065104164,393.63200134277344,457.70950012641845,451.8436869254054,441.9628730130286,424.3820802224564,405.4464158806177,450.49870014601515,444.0571227937353,6.4415773522798645,4.682706496467632,0.6711398822098171,0.6711398822098171,0.6711398822098171,0.6711398822098171,-0.6711398822098171,0.6711398822098171,0.6711398822098171,0.6711398822098171,0.6711398822098171,5.3699951171875,6.898500061035148,466.3299865722656,447.62870910644534,449.04700927734376,450.4653094482422,1.0,1.0235290147814269,1.0129819523227763,0.7236001086583977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38653578334173444,1
2024-01-22,468.760009765625,470.5,465.1300048828125,468.0,468.0,306500.0,0.6711398822098171,0.8060072161218468,0.909443838363375,1.2930489844734094,2.2017847788978577,460.69000244140625,451.6680023193359,448.1046671549479,423.91233418782554,394.8671014404297,461.13966675094565,454.7811983935135,443.64268765734937,425.8121759528677,406.6851007146648,453.19120781585895,445.8306692534586,7.360538562400336,5.218272909654173,-0.38034161950787926,-0.38034161950787926,-0.38034161950787926,-0.38034161950787926,0.38034161950787926,-0.38034161950787926,-0.38034161950787926,-0.38034161950787926,-0.38034161950787926,5.850006103515625,6.877500915527335,470.5,451.1532864379883,452.5329864501953,453.91268646240235,0.0,1.0199748489504281,1.013981379133291,0.7033328584483158,1.0,0.0,0.0,0.846689999,0.846689999,0.150965273,0.150965273,0.6711398822098171,1
2024-01-23,469.1600036621094,469.3900146484375,463.5400085449219,466.2200012207031,466.2200012207031,265800.0,-0.38034161950787926,0.8431607942854096,0.8309510943682209,1.3015069673712,2.185749470374582,463.3140014648437,454.7080017089844,448.77866719563804,426.1550008138021,396.03950134277346,462.83311157419814,456.86098072572975,445.0992885324045,427.13702268296066,407.8640096355765,455.19563757045034,447.3409901399212,7.854647430529155,5.74554781382917,-0.6735049204701652,-0.6735049204701652,-0.6735049204701652,-0.6735049204701652,0.6735049204701652,-0.6735049204701652,-0.6735049204701652,-0.6735049204701652,-0.6735049204701652,8.410003662109318,6.951000976562492,469.3900146484375,455.36949798583987,456.74499816894536,458.1204983520508,0.0,1.0189264312998987,1.0130720965467035,0.6384530511170341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38034161950787926,1
2024-01-24,470.9700012207031,471.4400024414062,463.0299987792969,463.0799865722656,463.0799865722656,260600.0,-0.6735049204701652,1.0167054749202955,0.9301168274133238,1.313035266966137,2.185760511445987,465.0539978027344,457.3179992675781,449.1480000813802,428.3825007120768,397.1539010620117,462.9154032402207,457.9917090614635,446.2593335672343,428.3154805153969,408.95739531749115,456.4086143399604,448.50684172750226,7.90177261245816,6.1767927735549675,-0.40813340797756364,-0.40813340797756364,-0.40813340797756364,-0.40813340797756364,0.40813340797756364,-0.40813340797756364,-0.40813340797756364,-0.40813340797756364,-0.40813340797756364,10.209991455078125,7.2550003051757725,471.4400024414062,454.09781250000003,455.48801269531253,456.87821289062504,0.0,1.016916015874175,1.0107506185840067,0.7083715501126074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6735049204701652,1
2024-01-25,466.6799926757812,467.2200012207031,457.010009765625,461.1900024414062,461.1900024414062,306900.0,-0.40813340797756364,0.5770588719699542,0.9630853681170779,1.3192822667191721,2.178313170424438,464.6739990234375,459.2809997558594,449.2676666259766,430.6396672566732,398.269001159668,462.34026964061593,458.57321694872576,447.22260252685834,429.39333369329887,409.99170436944985,457.1442125094136,449.44633511371734,7.697877395696253,6.481009697983225,-0.07806237499398264,-0.07806237499398264,-0.07806237499398264,-0.07806237499398264,0.07806237499398264,-0.07806237499398264,-0.07806237499398264,-0.07806237499398264,-0.07806237499398264,5.709991455078182,7.3595001220703065,467.2200012207031,455.47900177001947,456.93000183105465,458.3810018920898,0.0,1.0117422651284178,1.0082147246124742,0.7300070594537024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40813340797756364,1
2024-01-26,459.7099914550781,464.2999877929688,458.5899963378906,460.8299865722656,460.8299865722656,206200.0,-0.07806237499398264,0.517292395486436,0.9710664647105856,1.3201402353030867,2.178623993006989,463.86399536132814,460.897998046875,449.27466634114586,432.825666809082,399.3769009399414,461.83684195116587,458.9835386984603,448.1004982717233,430.42404362375675,410.9984030269313,457.7112546729293,450.28956855509125,7.421686117838021,6.669144981954185,0.6206227790022669,0.6206227790022669,0.6206227790022669,0.6206227790022669,-0.6206227790022669,0.6206227790022669,0.6206227790022669,0.6206227790022669,0.6206227790022669,6.029998779296875,7.412998962402338,464.2999877929688,451.02910095214844,452.5010009765625,453.97290100097655,1.0,1.0064352575342528,1.0062165699031314,0.7355782656587553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07806237499398264,1
2024-01-29,460.5599975585938,465.1099853515625,459.0799865722656,463.6900024414062,463.6900024414062,202600.0,0.6206227790022669,0.4967497893262052,0.7551145916951483,1.2996834997762559,2.1785560397830066,463.0019958496094,461.8459991455078,449.1960001627604,435.01983337402345,400.5103009033203,462.45456211457935,459.83925937899585,449.10627273428355,431.5147307981059,412.04180103513875,458.63106202192574,451.2821932874109,7.348868734514838,6.805089732466316,0.3989747662824489,0.3989747662824489,0.3989747662824489,0.3989747662824489,-0.3989747662824489,0.3989747662824489,0.3989747662824489,0.3989747662824489,0.3989747662824489,6.19000244140625,7.470498657226557,465.1099853515625,447.9913900756837,449.47398986816415,450.9565896606446,1.0,1.0025029917033825,1.005687428122417,0.5809988291958337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206227790022669,1
2024-01-30,465.1600036621094,470.5199890136719,464.3299865722656,465.5400085449219,465.5400085449219,257800.0,0.3989747662824489,0.5400701829290624,0.7394074740339258,1.297612772945661,2.177193846515998,462.8659973144531,463.0899993896484,449.58033345540366,437.2468332926432,401.6599011230469,463.4830442580269,460.87575922734607,450.1665137543248,432.6303136750507,413.101171480877,459.69397687161745,452.33832775093026,7.35564912068719,6.915201610110491,1.7399162166175195,-1.7399162166175195,-1.7399162166175195,-1.7399162166175195,1.7399162166175195,-1.7399162166175195,-1.7399162166175195,-1.7399162166175195,-1.7399162166175195,7.339996337890625,7.130998229980463,470.5199890136719,448.67488830566407,450.1689880371094,451.6630877685547,0.0,0.9995162882474453,1.005657240543638,0.5698213592298612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3989747662824489,1
2024-01-31,462.5499877929688,464.260009765625,456.9200134277344,457.4400024414062,457.4400024414062,369600.0,-1.7399162166175195,0.9291384619909014,0.9755861976879017,1.1482177908285838,2.192559061826848,461.7380004882813,463.3959991455078,450.0143330891927,439.2443333943685,402.6942010498047,461.46869698582003,460.25107617535696,450.6357710889753,433.44374609361967,413.97916813356073,459.34721157466186,452.7162295798544,6.630981994807428,6.858357687049878,-2.0920792394942844,2.0920792394942844,2.0920792394942844,2.0920792394942844,-2.0920792394942844,2.0920792394942844,2.0920792394942844,2.0920792394942844,-2.0920792394942844,10.3699951171875,7.14399719238281,464.260009765625,454.8317929077148,456.25799255371095,457.684192199707,1.0,0.9964220695468156,1.0026455577694275,0.8496525706886089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7399162166175195,1
2024-02-01,457.5899963378906,467.010009765625,456.6400146484375,467.010009765625,467.010009765625,311700.0,2.0920792394942844,1.3802010917350929,1.0132526953709593,1.0652912764889138,1.2137304450033934,462.902001953125,463.7880004882812,450.5920003255208,440.5826670328776,403.8228012084961,463.31580124575504,461.4799731917693,451.69217358424305,434.54427932876735,415.0292838094432,460.5261036040408,453.7750281121338,6.751075491907045,6.836901248021312,-0.6166901827774243,0.6166901827774243,0.6166901827774243,0.6166901827774243,-0.6166901827774243,0.6166901827774243,0.6166901827774243,0.6166901827774243,-0.6166901827774243,9.470001220703125,7.322496032714841,467.010009765625,448.5432159423828,449.9720153808594,451.40081481933595,1.0,0.9980896475669413,1.0039781315780367,0.9511508427164934,1.0,0.0,0.0,0.95583415,0.95583415,0.021773882,0.021773882,2.0920792394942844,-1
2024-02-02,467.4800109863281,471.760009765625,462.2900085449219,469.8900146484375,469.8900146484375,453600.0,0.6166901827774243,1.3727688249365215,1.0233273291236673,1.0535560068616046,1.2042652361379154,464.71400756835936,464.28900146484375,451.23900044759114,441.8713338216146,405.01750122070314,465.5072057133159,463.00907163843624,452.8662278464492,435.70315589662533,416.11563491516586,461.9667053031788,454.96873081852664,6.997974484652161,6.869115895347482,-0.021282874800063075,-0.021282874800063075,-0.021282874800063075,-0.021282874800063075,0.021282874800063075,-0.021282874800063075,-0.021282874800063075,-0.021282874800063075,-0.021282874800063075,6.790008544921932,7.3844970703125,471.760009765625,450.9005184936523,452.3650177001953,453.82951690673826,0.0,1.0009153912803765,1.0053954322450738,0.9713079536910579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6166901827774243,1
2024-02-05,469.8900146484375,471.3200073242188,464.5299987792969,469.7900085449219,469.7900085449219,417000.0,-0.021282874800063075,1.376717822564871,1.0045401844800992,1.045377908180968,1.1970528857484646,465.9340087890625,464.46800231933594,452.1456675211588,443.06966705322264,406.21270141601565,466.9348066571846,464.2419692577973,453.9580846657055,436.82075762279896,417.1784937989234,463.17029041729313,456.06660324270405,7.1036871745890835,6.9160301511958036,-1.7220452097199312,-1.7220452097199312,-1.7220452097199312,-1.7220452097199312,1.7220452097199312,-1.7220452097199312,-1.7220452097199312,-1.7220452097199312,-1.7220452097199312,35.029998779296875,8.629496765136718,471.3200073242188,455.5141162109375,456.991015625,458.4679150390625,0.0,1.0031563131634602,1.005800503999439,0.960934965832663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021282874800063075,1
2024-02-06,433.1300048828125,466.0299987792969,431.0,461.7000122070312,461.7000122070312,1171600.0,-1.7220452097199312,1.6302101984242658,1.1468452923925008,1.0519292574278356,1.2225119797384691,465.1660095214844,464.01600341796876,452.75766805013023,444.0790003458659,407.29780151367186,465.18987517380015,463.77979524856704,454.4575638619201,437.63647088785575,418.0601080248265,462.94409376956054,456.4838927956171,6.460200973943415,6.824864315745327,-2.544942536135601,-2.544942536135601,-2.544942536135601,-2.544942536135601,2.544942536135601,-2.544942536135601,-2.544942536135601,-2.544942536135601,2.544942536135601,10.600006103515625,8.889997863769533,466.0299987792969,452.335114440918,454.0610137939454,455.7869131469727,0.0,1.0024783759504945,1.0030404082706479,1.0902304354541414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7220452097199312,1
2024-02-07,458.9700012207031,458.9700012207031,448.3699951171875,449.9500122070312,449.9500122070312,1064800.0,-2.544942536135601,1.8507270663194255,1.3811375236601333,1.228793975434757,1.2742305165408567,463.6680114746094,462.7030059814453,452.8730021158854,444.8890004475912,408.23210174560546,460.10992085154385,461.26528924101507,454.1667540777338,438.04019355405825,418.69159127595924,460.9450042984022,455.99990164090707,4.945102657495113,6.448911984095284,1.3845939103749727,1.3845939103749727,1.3845939103749727,1.3845939103749727,-1.3845939103749727,-1.3845939103749727,1.3845939103749727,1.3845939103749727,-1.3845939103749727,7.260009765625,9.008999633789063,458.9700012207031,446.4720034790039,448.2500030517578,450.0280026245117,1.0,1.0020855829348183,0.9974952193099716,1.1239781047685198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.544942536135601,1
2024-02-08,453.2999877929688,456.4800109863281,449.2200012207031,456.1799926757812,456.1799926757812,474800.0,1.3845939103749727,1.635081861872419,1.4755760194087721,1.2438978790101165,1.24599186106486,461.50200805664065,462.20200500488284,453.19666849772136,445.6315002441406,409.2925015258789,458.79994479295635,460.340689865518,454.2966404388982,438.63494106624586,419.4339358581339,460.21192558722976,456.01324171756437,4.198683869665388,5.998866361209306,-1.6090132087637183,1.6090132087637183,1.6090132087637183,1.6090132087637183,-1.6090132087637183,-1.6090132087637183,1.6090132087637183,1.6090132087637183,-1.6090132087637183,8.42999267578125,8.980999755859376,456.4800109863281,439.1502020263672,440.952001953125,442.7538018798828,1.0,0.9984855172832173,0.9966530330546888,1.1862517368250705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3845939103749727,1
2024-02-09,458.7999877929688,465.0199890136719,456.5899963378906,463.5199890136719,463.5199890136719,342800.0,1.6090132087637183,1.844818301588465,1.5715978836076794,1.2803011576923884,1.2579215176485736,460.2280029296875,462.47100524902345,453.75966796875,446.44850006103513,410.40940155029296,460.37329286652823,460.91874425609143,454.8916951856578,439.45084427763686,420.3069270097287,460.72085842206695,456.5692970728316,4.151561349235351,5.629405358814515,2.7075397157464502,-2.7075397157464502,-2.7075397157464502,-2.7075397157464502,2.7075397157464502,2.7075397157464502,-2.7075397157464502,-2.7075397157464502,2.7075397157464502,13.730010986328125,9.090499877929688,465.0199890136719,436.7218115234375,438.51801147460935,440.31421142578125,0.0,0.9951499611999931,0.9988165996797471,1.2275220358625025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6090132087637183,1
2024-02-12,463.0,463.0,449.2699890136719,450.9700012207031,450.9700012207031,477500.0,-2.7075397157464502,2.1277583260859303,1.7804187594120204,1.3529370371503129,1.2935591172750138,456.46400146484376,461.1990051269531,453.7163350423177,446.9291666666667,411.3721014404297,457.2388623179199,459.10988188602084,454.6386826717898,439.8285215544587,420.9141165980649,459.22072654493405,456.1545344171184,3.0661921278156683,5.116762712614746,1.0488526894305048,-1.0488526894305048,-1.0488526894305048,-1.0488526894305048,1.0488526894305048,1.0488526894305048,-1.0488526894305048,-1.0488526894305048,1.0488526894305048,7.82000732421875,9.180999755859375,463.0,445.02088928222656,446.8389892578125,448.65708923339844,0.0,0.9897332743360842,0.9959246802521112,1.3159657179332684,0.0,1.0,0.0,0.001400239,0.001400239,0.004868175,0.004868175,-2.7075397157464502,1
2024-02-13,442.9800109863281,447.9800109863281,440.1600036621094,446.239990234375,446.239990234375,401200.0,-1.0488526894305048,2.0751751084070738,1.779434527342045,1.3715687575754862,1.2938377057648456,453.3719970703125,459.2690032958984,453.5540018717448,447.4034998575846,412.2623013305664,453.57257162340494,456.7699015857215,454.09683154679533,440.0387336423248,421.4156190463087,457.22369018946347,455.4201237369152,1.8035664525482957,4.454123460601457,-0.8112215839925506,0.8112215839925506,0.8112215839925506,0.8112215839925506,-0.8112215839925506,-0.8112215839925506,0.8112215839925506,0.8112215839925506,-0.8112215839925506,5.83001708984375,9.195001220703125,447.9800109863281,442.8018005371094,444.63800048828125,446.4742004394531,1.0,0.9871600169328506,0.9930001299314671,1.2973717267281157,0.0,0.0,4.0,0.119427472,0.03280995075,0.993203402,0.89354808625,-1.0488526894305048,1
