Date_STX_L01d,Open_STX_L01d,High_STX_L01d,Low_STX_L01d,Close_STX_L01d,Adj Close_STX_L01d,Volume_STX_L01d,Daily_Return_STX_L01d,Vol5_STX_L01d,Vol10_STX_L01d,Vol20_STX_L01d,Vol60_STX_L01d,SMA5_STX_L01d,SMA10_STX_L01d,SMA30_STX_L01d,SMA60_STX_L01d,SMA100_STX_L01d,EMA5_STX_L01d,EMA10_STX_L01d,EMA30_STX_L01d,EMA60_STX_L01d,EMA100_STX_L01d,Short12_STX_L01d,Long26_STX_L01d,MACD_STX_L01d,SIGNAL9_STX_L01d,Ret5/10_STX_L01d,Ret10/30_STX_L01d,Ret30/60_STX_L01d,Ret30/100_STX_L01d,Emaret5/10_STX_L01d,Emaret10/30_STX_L01d,Emaret30/60_STX_L01d,Emaret30/100_STX_L01d,RetMACD_STX_L01d,DayRange_STX_L01d,average20r_STX_L01d,PRVHI_STX_L01d,HitLevel_STX_L01d,hitlevel_2_STX_L01d,hitlevel_1.8_STX_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,84.70999908447266,84.76000213623047,82.44000244140625,83.33000183105469,83.33000183105469,2412400.0,-1.745072244008213,2.1661539153477145,1.882474880969483,1.9304988001707237,1.7670711833023065,83.06399993896484,81.78899993896485,82.56200002034505,77.64016621907552,73.15729984283448,83.07039300592479,82.75568180956779,81.55277787571885,78.35341053550924,74.9921936954618,82.71945266680868,81.93665909892518,0.7827935678835019,1.0199545796174445,0.7680299719013425,-0.7680299719013425,0.7680299719013425,0.7680299719013425,-0.7680299719013425,0.7680299719013425,0.7680299719013425,0.7680299719013425,-0.7680299719013425,3.1800003051757812,1.7950008392333985,84.76000213623047,81.65200073242187,81.99000091552735,82.32800109863281,1.0,1.0155888933836024,1.0038028953357088,1.092485021776544,0.0,0.0,1.0,0.001343196,0.001343196,0.993123114,0.993123114,1.745072244008213,1
2024-01-18,84.70999908447266,86.30000305175781,83.12000274658203,83.97000122070312,83.97000122070312,1720000.0,0.7680299719013425,1.730033102404009,1.6033388135447797,1.937014143656282,1.765659044099895,83.3259994506836,82.14300003051758,82.7413335164388,77.92816619873047,73.34799983978272,83.3702624108509,82.97646715704694,81.70872776894365,78.53756104977789,75.16997206229826,82.91184475202321,82.0872770338717,0.8245677181515134,0.9808772073242584,1.7268035335989553,-1.7268035335989553,1.7268035335989553,1.7268035335989553,-1.7268035335989553,1.7268035335989553,1.7268035335989553,1.7268035335989553,-1.7268035335989553,1.5800018310546875,1.8195011138916015,86.30000305175781,80.81100028991699,81.17000045776368,81.52900062561035,1.0,1.0144017070197888,1.0047458667173506,1.0970488045973459,1.0,0.0,0.0,0.903328478,0.903328478,0.09271577,0.09271577,0.7680299719013425,-1
2024-01-19,84.5999984741211,85.44000244140625,83.86000061035156,85.41999816894531,85.41999816894531,2327300.0,1.7268035335989553,1.6004298402416328,1.6537357870996905,1.973978864019289,1.7412973442327226,84.06199951171875,82.60800018310547,83.02333348592123,78.26433283487955,73.55799983978271,84.05350766354904,83.42074552284664,81.94816456894377,78.76321472581616,75.37294287629126,83.29771450847277,82.33414526609937,0.9635692423733957,0.977415614334086,1.96675291639909,-1.96675291639909,1.96675291639909,1.96675291639909,-1.96675291639909,1.96675291639909,1.96675291639909,1.96675291639909,-1.96675291639909,2.4899978637695312,1.8660011291503906,85.44000244140625,82.29710060119629,82.6610008239746,83.02490104675293,1.0,1.0176011926858222,1.0075851892324446,1.133625380270188,1.0,0.0,0.0,0.995281279,0.995281279,0.002880311,0.002880311,-1.7268035335989553,1
2024-01-22,86.98999786376953,88.38999938964844,85.9000015258789,87.0999984741211,87.0999984741211,4171400.0,1.96675291639909,1.6699932697954512,1.6498983804521965,1.919510558573798,1.6764609818337766,84.92599945068359,83.2900001525879,83.33300018310547,78.58099950154623,73.76829982757569,85.0690046004064,84.08970060489654,82.28054094992295,79.03655189789171,75.60516179902056,83.88268127241867,82.68717142965653,1.1955098427621351,1.0210344600196959,2.4454706316043864,-2.4454706316043864,2.4454706316043864,2.4454706316043864,-2.4454706316043864,2.4454706316043864,2.4454706316043864,2.4454706316043864,2.4454706316043864,2.5200042724609375,1.8905014038085937,88.38999938964844,81.3347999572754,81.70800018310547,82.08120040893554,1.0,1.0196422054880363,1.0116459446099257,1.1449777712536826,1.0,0.0,0.0,0.992566943,0.992566943,0.003935184,0.003935184,1.96675291639909,1
2024-01-23,87.55000305175781,89.30000305175781,86.77999877929688,89.2300033569336,89.2300033569336,4020500.0,2.4454706316043864,1.6685490573929624,1.7274606530850867,1.765557759654454,1.6776950769585923,85.81000061035157,84.1150001525879,83.6813336690267,78.94983291625977,73.99659984588624,86.45600418591548,85.0243011052669,82.72889336327849,79.37076342113899,75.87496064175151,84.70534620849789,83.17182564649187,1.533520562006018,1.1235316804169604,-0.06724777062738792,-0.06724777062738792,-0.06724777062738792,-0.06724777062738792,0.06724777062738792,-0.06724777062738792,-0.06724777062738792,-0.06724777062738792,-0.06724777062738792,2.2299957275390625,1.958000946044922,89.30000305175781,84.23089630126952,84.60899658203125,84.98709686279297,0.0,1.020150989177779,1.0168387515338233,1.0523710678433553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4454706316043864,1
2024-01-24,90.12000274658203,90.27999877929688,88.05000305175781,89.16999816894531,89.16999816894531,3775900.0,-0.06724777062738792,1.0084751091403363,1.6198583641296902,1.7645224261522394,1.6504474833842415,86.97799987792969,85.02099990844727,83.96733373006185,79.33866628011067,74.20659984588623,87.36066884692542,85.77806420775387,83.14444851203119,79.69204980631297,76.13822871159694,85.39221574087442,83.61613472222916,1.7760810186452574,1.2540415480626197,2.0410448942434307,2.0410448942434307,2.0410448942434307,2.0410448942434307,-2.0410448942434307,2.0410448942434307,2.0410448942434307,2.0410448942434307,2.0410448942434307,4.6999969482421875,2.144001007080078,90.27999877929688,84.99240097045899,85.38400115966797,85.77560134887695,1.0,1.0230178423164837,1.0184499924752148,1.0691175841197245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06724777062738792,1
2024-01-25,91.19999694824219,91.19999694824219,86.5,90.98999786376953,90.98999786376953,5756700.0,2.0410448942434307,0.9794255068494867,1.4909332041047587,1.805885599464088,1.6134919463438808,88.38199920654297,85.85399932861328,84.26733373006185,79.7184996287028,74.40859981536865,88.57044518587347,86.72568850884763,83.65061298633688,80.06247433278695,76.43232315025382,86.25341299055059,84.16234680678771,2.0910661837628766,1.421446475202671,-0.604457012062728,-0.604457012062728,-0.604457012062728,-0.604457012062728,0.604457012062728,-0.604457012062728,-0.604457012062728,-0.604457012062728,-0.604457012062728,2.6299972534179688,2.225000762939453,91.19999694824219,85.56319656372071,85.99199676513672,86.42079696655273,0.0,1.0294453362417464,1.0212711678482396,1.1192405413340705,2.0,2.0,0.0,0.994119763,0.6320665843333333,0.102136716,0.063261123,2.0410448942434307,-1
2024-01-26,90.88999938964844,92.04000091552734,89.41000366210938,90.44000244140625,90.44000244140625,3071000.0,-0.604457012062728,1.3873448360722784,1.4187349893010648,1.813783872198155,1.619592137393387,89.38600006103516,86.72399978637695,84.52766723632813,80.08549969991049,74.5759998703003,89.19363093771773,87.40101831476737,84.08863811247039,80.40272115602038,76.70970293819742,86.89750367529761,84.62735833527798,2.2701453400196385,1.5911862481660646,-2.0013325288894555,-2.0013325288894555,-2.0013325288894555,-2.0013325288894555,2.0013325288894555,-2.0013325288894555,-2.0013325288894555,-2.0013325288894555,-2.0013325288894555,3.1999969482421875,2.329000473022461,92.04000091552734,86.30499526977539,86.74999542236328,87.19499557495118,0.0,1.030695081882932,1.020510202941737,1.119901628515748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604457012062728,1
2024-01-29,90.68000030517578,91.58999633789062,88.38999938964844,88.62999725341797,88.62999725341797,2648300.0,-2.0013325288894555,1.8616976565025833,1.7044060033568027,1.866293138174567,1.6484870729203847,89.69199981689454,87.30899963378906,84.63433380126953,80.42516632080078,74.75339984893799,89.00575304295114,87.62446903088566,84.38162902478959,80.6724679133121,76.94574837018199,87.16404114885458,84.92385010699205,2.2401910418625306,1.7209872069053578,-1.1734186480381918,-1.1734186480381918,-1.1734186480381918,-1.1734186480381918,1.1734186480381918,-1.1734186480381918,-1.1734186480381918,-1.1734186480381918,-1.1734186480381918,1.9899978637695312,2.3380001068115233,91.58999633789062,86.91619987487793,87.38199996948242,87.84780006408691,0.0,1.027293866532669,1.0157636791108955,1.1321248245327924,0.0,0.0,1.0,0.009062794,0.009062794,0.987951219,0.987951219,-2.0013325288894555,-1
2024-01-30,88.80000305175781,89.18000030517578,87.19000244140625,87.58999633789062,87.58999633789062,2406100.0,-1.1734186480381918,1.5220131564939703,1.6752041517242053,1.8461168133526582,1.5784510394522844,89.36399841308594,87.58699951171874,84.7096669514974,80.69766629536947,74.91699977874755,88.53383414126431,87.61820126852292,84.5886204643445,80.89927212395402,77.15652555766137,87.22957271639858,85.12134242039194,2.1082302960066386,1.798435824725614,-2.1806097871573913,-2.1806097871573913,-2.1806097871573913,-2.1806097871573913,2.1806097871573913,-2.1806097871573913,-2.1806097871573913,-2.1806097871573913,-2.1806097871573913,2.3899993896484375,2.3334999084472656,89.18000030517578,86.44639610290527,86.91399612426758,87.38159614562989,0.0,1.0202883865330885,1.0104502587303208,1.1695749612818227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1734186480381918,1
2024-01-31,87.3499984741211,87.77999877929688,85.38999938964844,85.68000030517578,85.68000030517578,5221000.0,-2.1806097871573913,1.702731504440646,1.7397310117070894,1.7671199399206121,1.6108472148083677,88.66599884033204,87.82199935913086,84.75633366902669,80.9288330078125,75.13939979553223,87.58255619590147,87.26580109336889,84.65903206697878,81.0560173102236,77.32530723582997,86.99117696082584,85.16272448593149,1.8284524748943483,1.804439154759361,1.3071927434556438,1.3071927434556438,1.3071927434556438,1.3071927434556438,-1.3071927434556438,1.3071927434556438,1.3071927434556438,1.3071927434556438,1.3071927434556438,1.6300048828125,2.301000213623047,87.77999877929688,84.04630050659179,84.51300048828125,84.97970046997071,1.0,1.0096103423670624,1.003629773617659,1.097012754329302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1806097871573913,-1
2024-02-01,85.87999725341797,87.51000213623047,85.87999725341797,86.80000305175781,86.80000305175781,2001900.0,1.3071927434556438,1.4037484724301263,1.7643005011257877,1.6415368796092025,1.6154277550589724,87.82799987792968,88.10499954223633,84.85066706339518,81.17083307902018,75.35369979858399,87.32170514785359,87.18111054034868,84.79715922728711,81.24434471158537,77.51292497475923,86.96176559019999,85.2840043796964,1.67776121050359,1.7791035659082068,-0.8294856751091012,0.8294856751091012,0.8294856751091012,0.8294856751091012,-0.8294856751091012,0.8294856751091012,0.8294856751091012,0.8294856751091012,-0.8294856751091012,2.029998779296875,2.3244998931884764,87.51000213623047,82.71779830932617,83.17799835205078,83.63819839477539,1.0,0.9968560278560146,1.001612672821366,1.0161623597641338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3071927434556438,-1
2024-02-02,86.6500015258789,87.97000122070312,85.94000244140625,87.5199966430664,87.5199966430664,2160200.0,0.8294856751091012,1.617259885314381,1.7081980141038315,1.6444212318313616,1.5970558110121116,87.24399871826172,88.31499938964843,84.97133356730143,81.44399973551432,75.5857997894287,87.38780231292453,87.24272619538826,84.9728261573374,81.45010379130606,77.71108480977522,87.04764729064098,85.44963343624232,1.5980138543986584,1.7428856236062973,2.3080401285943566,-2.3080401285943566,-2.3080401285943566,-2.3080401285943566,2.3080401285943566,-2.3080401285943566,-2.3080401285943566,-2.3080401285943566,2.3080401285943566,2.0699996948242188,2.327499771118164,87.97000122070312,82.39610237121582,82.86100234985352,83.32590232849121,0.0,0.9878729470782033,1.0016629021565806,1.0296579621655382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8294856751091012,1
2024-02-05,87.16999816894531,87.19000244140625,85.12000274658203,85.5,85.5,2095600.0,-2.3080401285943566,1.6859821930521943,1.766483261362505,1.7412101917810083,1.6309951271560859,86.61799926757813,88.15499954223633,85.09300028483072,81.6883331298828,75.81359977722168,86.75853487528303,86.92586688713584,85.00683737299305,81.58288727355831,77.8653207541361,86.80954770746546,85.45336429281696,1.3561834146484983,1.6655451818147375,-0.8187098809850145,0.8187098809850145,0.8187098809850145,0.8187098809850145,-0.8187098809850145,-0.8187098809850145,0.8187098809850145,0.8187098809850145,-0.8187098809850145,1.2999954223632812,2.327999496459961,87.19000244140625,82.84950172424317,83.3150016784668,83.78050163269043,1.0,0.9825647974290806,0.99807500324305,1.067575348809963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3080401285943566,1
2024-02-06,86.04000091552734,86.7699966430664,85.47000122070312,86.19999694824219,86.19999694824219,2560000.0,0.8187098809850145,1.780380244869167,1.5617838089011844,1.740378226354269,1.625774675695413,86.33999938964844,87.85199890136718,85.12300008138021,81.92733306884766,76.04169975280762,86.57235556626942,86.79389053460972,85.0838154101059,81.73426791862991,78.03036384708871,86.71577066758495,85.50867041544105,1.2071002521439027,1.5738561958805706,-0.6496580137056501,0.6496580137056501,0.6496580137056501,0.6496580137056501,-0.6496580137056501,-0.6496580137056501,0.6496580137056501,0.6496580137056501,-0.6496580137056501,1.9899978637695312,2.384499359130859,86.7699966430664,82.06840354919433,82.53400344848633,82.99960334777832,1.0,0.982789241785878,0.9974475741670785,1.0704916569141631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8187098809850145,-1
2024-02-07,86.48999786376953,87.31999969482422,85.33000183105469,86.76000213623047,86.76000213623047,1818600.0,0.6496580137056501,1.4560000845072787,1.5915526529829283,1.709732358630223,1.6262572299485154,86.55599975585938,87.6109992980957,85.17633336385092,82.1733331044515,76.26679977416993,86.63490442292311,86.78772900763167,85.19195648921072,81.89904608969879,78.20322797162618,86.72257550891503,85.60136165401805,1.121213854896979,1.4833277276838523,-1.0603943594892176,1.0603943594892176,1.0603943594892176,1.0603943594892176,-1.0603943594892176,-1.0603943594892176,1.0603943594892176,1.0603943594892176,-1.0603943594892176,2.470001220703125,2.3564994812011717,87.31999969482422,81.52409805297852,82.0009979248047,82.47789779663086,1.0,0.987958138239621,0.9982390991623353,1.051329597276779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6496580137056501,1
2024-02-08,86.69999694824219,88.26000213623047,85.79000091552734,87.68000030517578,87.68000030517578,1670600.0,1.0603943594892176,1.4152107649671923,1.4585211533598936,1.5904710031329643,1.628709770472762,86.73199920654297,87.27999954223633,85.23666661580404,82.42766647338867,76.50609977722168,86.98326971700735,86.94996015263969,85.35247544507943,82.08858557217344,78.39088682971627,86.86987163141669,85.75533488743713,1.1145367439795564,1.4095695309429932,-1.9730877633579014,1.9730877633579014,1.9730877633579014,1.9730877633579014,-1.9730877633579014,1.9730877633579014,1.9730877633579014,1.9730877633579014,-1.9730877633579014,2.1200027465820312,2.339999771118164,88.26000213623047,82.13570083618164,82.60700073242188,83.0783006286621,1.0,0.9937213526745245,1.0003830888974439,0.9765220495185596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0603943594892176,-1
2024-02-09,87.72000122070312,89.47000122070312,87.3499984741211,89.41000366210938,89.41000366210938,1536700.0,1.9730877633579014,1.6182043901328071,1.628426895124433,1.5951254499242709,1.641990702504933,87.11000061035156,87.17699966430663,85.36100006103516,82.7099998474121,76.75789978027343,87.79218103204136,87.39724079072508,85.61425145908137,82.32863206692544,78.60908716303098,87.26066117460017,86.02605109296842,1.2346100816317573,1.374577641080746,0.3467231576903031,-0.3467231576903031,-0.3467231576903031,-0.3467231576903031,0.3467231576903031,-0.3467231576903031,-0.3467231576903031,-0.3467231576903031,0.3467231576903031,1.6700057983398438,2.3759998321533202,89.47000122070312,83.11200263977051,83.58000259399414,84.04800254821777,0.0,0.9992314595109597,1.004518909724644,0.9714582716521069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9730877633579014,-1
2024-02-12,89.33000183105469,90.66000366210938,88.98999786376953,89.0999984741211,89.0999984741211,1599800.0,-0.3467231576903031,0.8332247636948329,1.4924339551742927,1.5928948652650095,1.608728664627833,87.83000030517579,87.22399978637695,85.43799997965495,82.95149981180826,77.00019973754883,88.22812017940127,87.70683309679707,85.83913836327748,82.55064408027611,78.81682798107236,87.54363614375724,86.25375089897972,1.2898852447775226,1.3576391618201016,-2.177323058625176,-2.177323058625176,-2.177323058625176,-2.177323058625176,2.177323058625176,-2.177323058625176,-2.177323058625176,-2.177323058625176,2.177323058625176,1.6999969482421875,2.310499572753906,90.66000366210938,84.24280158996582,84.71800155639649,85.19320152282715,0.0,1.0069476350578168,1.0059435173315274,0.9901575699426687,0.0,1.0,0.0,0.002115702,0.002115702,0.011715827,0.011715827,0.3467231576903031,1
2024-02-13,87.33999633789062,87.75,86.05000305175781,87.16000366210938,87.16000366210938,2040700.0,-2.177323058625176,1.5836524208956508,1.6136815416093215,1.6122624703682478,1.6398071862149362,88.02200164794922,87.18100051879883,85.49766667683919,83.16166648864746,77.21549980163574,87.87208134030398,87.60740956321749,85.92435547933117,82.70177062394276,78.98203938069686,87.48461576196526,86.32088073328562,1.163735028679639,1.3188583351920091,-0.40156733456836846,-0.40156733456836846,-0.40156733456836846,-0.40156733456836846,0.40156733456836846,-0.40156733456836846,-0.40156733456836846,-0.40156733456836846,0.40156733456836846,2.0400009155273438,2.2964996337890624,87.75,85.57690460205077,86.03900451660157,86.50110443115234,0.0,1.009646610203436,1.003021111780454,0.9832024666813004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.177323058625176,1
