Date_ZBRA_L01d,Open_ZBRA_L01d,High_ZBRA_L01d,Low_ZBRA_L01d,Close_ZBRA_L01d,Adj Close_ZBRA_L01d,Volume_ZBRA_L01d,Daily_Return_ZBRA_L01d,Vol5_ZBRA_L01d,Vol10_ZBRA_L01d,Vol20_ZBRA_L01d,Vol60_ZBRA_L01d,SMA5_ZBRA_L01d,SMA10_ZBRA_L01d,SMA30_ZBRA_L01d,SMA60_ZBRA_L01d,SMA100_ZBRA_L01d,EMA5_ZBRA_L01d,EMA10_ZBRA_L01d,EMA30_ZBRA_L01d,EMA60_ZBRA_L01d,EMA100_ZBRA_L01d,Short12_ZBRA_L01d,Long26_ZBRA_L01d,MACD_ZBRA_L01d,SIGNAL9_ZBRA_L01d,Ret5/10_ZBRA_L01d,Ret10/30_ZBRA_L01d,Ret30/60_ZBRA_L01d,Ret30/100_ZBRA_L01d,Emaret5/10_ZBRA_L01d,Emaret10/30_ZBRA_L01d,Emaret30/60_ZBRA_L01d,Emaret30/100_ZBRA_L01d,RetMACD_ZBRA_L01d,DayRange_ZBRA_L01d,average20r_ZBRA_L01d,PRVHI_ZBRA_L01d,HitLevel_ZBRA_L01d,hitlevel_2_ZBRA_L01d,hitlevel_1.8_ZBRA_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,268.5599975585938,270.739990234375,265.3900146484375,267.9800109863281,267.9800109863281,452900.0,-1.9573321072560115,1.5385641972275939,1.6664445543708748,2.9130514262282547,2.5063401710631092,273.5900024414062,270.0380004882812,247.97866617838542,228.85466664632162,238.93759994506837,271.20719416593664,268.09941744809083,251.78438082421312,243.49230471905747,245.29870460522125,266.313412194811,254.34789578253074,11.965516412280266,11.851362088693863,-5.7690895141637855,-5.7690895141637855,-5.7690895141637855,5.7690895141637855,5.7690895141637855,-5.7690895141637855,-5.7690895141637855,-5.7690895141637855,-5.7690895141637855,13.169982910156307,7.148995208740234,270.739990234375,261.3456066894532,262.70600585937507,264.06640502929696,0.0,1.0131537115024636,1.011591881651319,0.5720614951616371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-03,264.1199951171875,265.5499877929688,252.3800048828125,252.5200042724609,252.5200042724609,404800.0,-5.7690895141637855,2.407776786953107,2.4489726449498423,3.230887584936828,2.627146726022042,268.99400329589844,268.6220016479492,249.12866617838543,229.33249994913737,238.9086000061035,264.9781308681114,265.26679687070356,251.83184040151946,243.78829486834937,245.4417006382359,264.19134943752636,254.21249641141446,9.978853026111892,11.47686027617747,0.1782024951008061,0.1782024951008061,0.1782024951008061,-0.1782024951008061,-0.1782024951008061,-0.1782024951008061,0.1782024951008061,0.1782024951008061,-0.1782024951008061,4.8800048828125,7.101995849609379,265.5499877929688,255.01220077514648,256.4419998168945,257.8717988586426,1.0,1.0013848517458253,0.9989117899186876,0.7579875747975694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7690895141637855,-1
2024-01-04,251.1000061035156,255.4100036621094,250.5299987792969,252.9700012207031,252.9700012207031,358100.0,0.1782024951008061,2.421650692895186,2.4037887603050283,3.181308417439396,2.62505294210196,264.4300018310547,266.9770004272461,250.20966644287108,229.83899993896483,238.81889999389648,260.97542098564196,263.03101584343074,251.9052701317894,244.08933442088554,245.59077589729463,262.4649881733997,254.12045973062104,8.344528442778682,10.850393909497715,0.11068457838707094,-0.11068457838707094,-0.11068457838707094,0.11068457838707094,0.11068457838707094,0.11068457838707094,-0.11068457838707094,-0.11068457838707094,0.11068457838707094,5.010009765624972,7.108496093750003,255.4100036621094,249.92559692382818,251.34599609375005,252.76639526367194,0.0,0.9904598576202618,0.9921849716042143,0.7555975230593375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1782024951008061,1
2024-01-05,252.2100067138672,257.1600036621094,252.1499938964844,252.6900024414062,252.6900024414062,293500.0,-0.11068457838707094,2.4294474509740085,2.2654278592436694,3.1814191041950783,2.6251188281243376,259.8980010986328,266.08500213623046,251.21899973551433,230.34383341471354,238.70720016479493,258.21361480423,261.1508315885172,251.95589802273244,244.37132353631245,245.73135464074238,260.9611442146315,254.01449993141995,6.946644283211526,10.069643984240479,-3.324228823984528,3.324228823984528,3.324228823984528,-3.324228823984528,-3.324228823984528,-3.324228823984528,3.324228823984528,3.324228823984528,-3.324228823984528,10.919998168945284,7.455496215820316,257.1600036621094,239.77131225585939,241.1930114746094,242.6147106933594,1.0,0.9767480279312021,0.988752795591648,0.7120809252249835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11068457838707094,1
2024-01-08,252.1100006103516,262.2799987792969,251.3600006103516,261.0899963378906,261.0899963378906,399500.0,3.324228823984528,3.3335478853460536,2.4968288487007997,3.239100548520978,2.632094310101925,257.4500030517578,265.66300201416016,252.3933329264323,231.07599995930988,238.63830001831056,259.1724086487836,261.1397706338578,252.54519468822653,244.91947674292155,246.0354861594978,260.98096761820983,254.5386107763437,6.442356841866143,9.344186555765612,1.7809927464500113,-1.7809927464500113,-1.7809927464500113,1.7809927464500113,1.7809927464500113,1.7809927464500113,-1.7809927464500113,-1.7809927464500113,1.7809927464500113,4.660003662109375,7.412995910644535,262.2799987792969,240.75791198730468,242.24901123046874,243.7401104736328,0.0,0.969084897407112,0.9924662490883757,0.7708401796421198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.324228823984528,1
2024-01-09,255.8200073242188,259.6600036621094,255.0,256.4400024414062,256.4400024414062,326600.0,-1.7809927464500113,3.320033230461191,2.470014326357845,3.278525727538614,2.6127076234991455,255.1420013427734,264.36600189208986,253.310666402181,231.83550008138022,238.54330001831056,258.26160657965784,260.2852673261393,252.79647260778654,245.29719889697023,246.2415161848821,260.28235759100926,254.67945460338535,5.6029029876239065,8.595929842137272,0.45624635696711013,-0.45624635696711013,-0.45624635696711013,0.45624635696711013,0.45624635696711013,0.45624635696711013,-0.45624635696711013,-0.45624635696711013,0.45624635696711013,4.429992675781193,7.4434959411621096,259.6600036621094,245.9714077758789,247.4540069580078,248.93660614013672,0.0,0.9651089758770057,0.9922252197856983,0.7533917777769684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7809927464500113,-1
2024-01-10,256.0,256.9299926757812,252.5,255.2700042724609,255.2700042724609,276900.0,-0.45624635696711013,1.8846765507380605,2.2790396506109363,3.275299713989413,2.5985497604828436,255.69200134277338,262.34300231933594,254.10299987792968,232.6413335164388,238.43570007324217,257.26440581059217,259.3734013163796,252.95605529583005,245.62417612239614,246.42029812721037,259.5112263112326,254.72319902331688,4.788027287915696,7.834349331292957,0.09402024881381567,-0.09402024881381567,-0.09402024881381567,0.09402024881381567,0.09402024881381567,0.09402024881381567,-0.09402024881381567,-0.09402024881381567,0.09402024881381567,8.440002441406307,7.7049964904785195,256.9299926757812,243.28431259155275,244.77301177978515,246.26171096801758,0.0,0.9746476905510647,0.9918688828727856,0.695826290606852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45624635696711013,1
2024-01-11,254.0099945068359,256.8699951171875,248.4299926757812,255.0299987792969,255.0299987792969,380900.0,-0.09402024881381567,1.890502494829751,2.271725744877035,3.2751591768789416,2.557996969391411,256.1040008544922,260.2670013427734,254.8076665242513,233.30900014241536,238.26619995117187,256.5196034668271,258.58369176418273,253.08985810121504,245.93256375049123,246.59078724903387,258.8218066909348,254.74592493116725,4.0758817597675545,7.082655816987877,2.4154035570694856,-2.4154035570694856,-2.4154035570694856,2.4154035570694856,2.4154035570694856,2.4154035570694856,-2.4154035570694856,-2.4154035570694856,2.4154035570694856,15.610015869140568,8.009497070312499,256.8699951171875,239.97900039672845,241.51999969482415,243.06099899291985,0.0,0.9840048854952668,0.9920177166499812,0.6936230033991426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09402024881381567,1
2024-01-12,256.7699890136719,259.1700134277344,243.5599975585938,248.8699951171875,248.8699951171875,625600.0,-2.4154035570694856,2.228729659505618,2.3174702818979562,3.3045568310100277,2.577453848507289,255.33999938964843,257.61900024414064,255.21599985758465,233.90699996948243,238.07959991455078,253.96973401694726,256.81756510109267,252.81760887643907,246.02887297562881,246.6359200781062,257.2907587565121,254.31067087087246,2.980087885639648,6.262142230718231,2.1497130830124362,-2.1497130830124362,-2.1497130830124362,2.1497130830124362,2.1497130830124362,2.1497130830124362,-2.1497130830124362,-2.1497130830124362,2.1497130830124362,6.819992065429716,6.983996582031255,259.1700134277344,239.24910156250002,240.8510009765625,242.452900390625,0.0,0.9911535994925357,0.9889110735746428,0.7012953325997509,0.0,1.0,0.0,0.010588812,0.010588812,0.376708031,0.376708031,-2.4154035570694856,1
2024-01-16,246.5299987792969,247.0399932861328,240.2200012207031,243.5200042724609,243.5200042724609,498300.0,-2.1497130830124362,1.0407180244486558,2.3437570337611233,2.0271142677702008,2.5824210127570044,251.82600097656245,254.63800201416015,255.43400014241536,234.48033345540364,237.82120010375976,250.48649076878516,254.39982676861416,252.21776341811793,245.946614985361,246.57421877502412,255.17218114358116,253.51136223395307,1.660818909628091,5.341877566500203,1.7863033948737197,1.7863033948737197,-1.7863033948737197,1.7863033948737197,1.7863033948737197,1.7863033948737197,-1.7863033948737197,-1.7863033948737197,1.7863033948737197,4.149993896484403,6.578497314453133,247.0399932861328,243.8052209472656,245.20202026367187,246.59881958007813,0.0,0.9889568681211953,0.9846173794631223,1.1562037084072352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1497130830124362,1
