Date_AKAM_L01d,Open_AKAM_L01d,High_AKAM_L01d,Low_AKAM_L01d,Close_AKAM_L01d,Adj Close_AKAM_L01d,Volume_AKAM_L01d,Daily_Return_AKAM_L01d,Vol5_AKAM_L01d,Vol10_AKAM_L01d,Vol20_AKAM_L01d,Vol60_AKAM_L01d,SMA5_AKAM_L01d,SMA10_AKAM_L01d,SMA30_AKAM_L01d,SMA60_AKAM_L01d,SMA100_AKAM_L01d,EMA5_AKAM_L01d,EMA10_AKAM_L01d,EMA30_AKAM_L01d,EMA60_AKAM_L01d,EMA100_AKAM_L01d,Short12_AKAM_L01d,Long26_AKAM_L01d,MACD_AKAM_L01d,SIGNAL9_AKAM_L01d,Ret5/10_AKAM_L01d,Ret10/30_AKAM_L01d,Ret30/60_AKAM_L01d,Ret30/100_AKAM_L01d,Emaret5/10_AKAM_L01d,Emaret10/30_AKAM_L01d,Emaret30/60_AKAM_L01d,Emaret30/100_AKAM_L01d,RetMACD_AKAM_L01d,DayRange_AKAM_L01d,average20r_AKAM_L01d,PRVHI_AKAM_L01d,HitLevel_AKAM_L01d,hitlevel_2_AKAM_L01d,hitlevel_1.8_AKAM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,117.1399993896484,117.4199981689453,116.379997253418,116.879997253418,116.879997253418,1216900.0,-1.2420796279304838,0.49259332024289365,0.5430571837147845,0.6986996195501013,0.8976362049201105,118.5459991455078,119.13199996948242,116.41733373006186,111.67833366394044,108.86170028686523,118.2292653996295,118.36885549517379,116.16200085756684,112.66980175317585,108.68051076718862,118.2494918694424,116.66805469756314,1.5814371718792586,1.9895879692786675,0.48767942181614093,-0.48767942181614093,-0.48767942181614093,-0.48767942181614093,0.48767942181614093,0.48767942181614093,-0.48767942181614093,-0.48767942181614093,0.48767942181614093,1.209999084472713,1.2294990539550852,117.4199981689453,116.36089828491207,116.60899810791011,116.85709793090817,0.0,0.9950810796081261,0.9988207193948075,0.7772398445908182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-03,116.5999984741211,116.9000015258789,115.6900024414062,116.3099975585938,116.3099975585938,1233700.0,-0.48767942181614093,0.4542092809327893,0.4553748665041173,0.7079557674939726,0.9016292320445863,117.91199798583985,118.76899948120118,116.54866689046224,111.85416692097982,108.98530029296874,117.5895094526176,117.99451768852288,116.17154903182664,112.78915243532069,108.83158971355309,117.95110812931185,116.64153194652837,1.3095761827834735,1.853585611979629,1.444416078101516,-1.444416078101516,-1.444416078101516,-1.444416078101516,1.444416078101516,1.444416078101516,-1.444416078101516,-1.444416078101516,1.444416078101516,1.7600021362303977,1.2759994506835952,116.9000015258789,114.7151002502441,114.96100006103512,115.20689987182614,0.0,0.992784299782731,0.9965675673426252,0.6432250253657186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48767942181614093,1
2024-01-04,116.0899963378906,116.370002746582,114.6100006103516,114.629997253418,114.629997253418,1083400.0,-1.444416078101516,0.5949738386936132,0.5411904833156034,0.7788875496141037,0.924944059460936,117.03799743652345,118.2139991760254,116.6206667582194,112.00250015258788,109.08820030212402,116.60300538621775,117.38278670032199,116.07209407838094,112.84950800312716,108.94640966483755,117.44016799455895,116.49252937666836,0.9476386178905898,1.672396213161821,0.2617076066922354,-0.2617076066922354,-0.2617076066922354,-0.2617076066922354,0.2617076066922354,0.2617076066922354,-0.2617076066922354,-0.2617076066922354,0.2617076066922354,1.1100006103516051,1.24099960327149,116.370002746582,114.092802734375,114.34800262451172,114.60320251464843,0.0,0.9900519249183777,0.9933569364297423,0.6948249250918618,0.0,0.0,1.0,0.018963059,0.018963059,0.979973674,0.979973674,-1.444416078101516,1
2024-01-05,114.6399993896484,115.2099990844727,114.0999984741211,114.3300018310547,114.3300018310547,1333600.0,-0.2617076066922354,0.5133740506231012,0.5392292284626702,0.7482530557481625,0.880472511437913,116.09999847412112,117.7109992980957,116.6606669108073,112.10483347574869,109.19200035095214,115.84533753449674,116.82773490590975,115.95970103016636,112.89804878437069,109.05301545030719,116.96168089248138,116.33234215106735,0.6293387414140312,1.4637847188122632,-1.451933880984079,1.451933880984079,1.451933880984079,1.451933880984079,-1.451933880984079,-1.451933880984079,1.451933880984079,1.451933880984079,-1.451933880984079,1.4000015258789062,1.2424999237060603,115.2099990844727,113.63980361938472,113.88800354003902,114.13620346069332,1.0,0.9863139312929048,0.9915910603573354,0.7206508871834894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2617076066922354,1
2024-01-08,114.6399993896484,116.0400009155273,114.6399993896484,115.9899978637695,115.9899978637695,760700.0,1.451933880984079,1.146333621018072,0.7946519885796768,0.8122916330377279,0.8976912258949369,115.62799835205081,117.3609992980957,116.7413335164388,112.2318333943685,109.32080032348632,115.89355764425433,116.67541908006606,115.96165566459239,112.99942416402311,109.19038143869258,116.81219119575648,116.30698331497122,0.5052078807852638,1.2720693512068633,0.2500223475026767,-0.2500223475026767,-0.2500223475026767,-0.2500223475026767,0.2500223475026767,0.2500223475026767,-0.2500223475026767,-0.2500223475026767,0.2500223475026767,1.0499954223633097,1.2494998931884858,116.0400009155273,112.47649925231937,112.72499923706057,112.97349922180179,0.0,0.9852335873381318,0.9932988332763116,0.9782840992808407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.451933880984079,1
2024-01-09,115.8399963378906,116.5599975585938,115.5100021362305,115.6999969482422,115.6999969482422,858600.0,-0.2500223475026767,1.0448101845518694,0.7824500794633625,0.8069577884717319,0.8932955001358763,115.39199829101565,116.96899871826172,116.80966669718424,112.3658332824707,109.461000289917,115.82903741225029,116.49806960155263,115.94477445708593,113.0879675339975,109.31928471610941,116.64108438844659,116.26202136188019,0.37906302656639923,1.0934680862787707,-0.3284398382330928,0.3284398382330928,0.3284398382330928,0.3284398382330928,-0.3284398382330928,-0.3284398382330928,0.3284398382330928,0.3284398382330928,-0.3284398382330928,0.980003356933608,1.2545001983642663,116.5599975585938,113.29110115051263,113.54100112915033,113.79090110778803,1.0,0.9865177915129075,0.99425713926771,0.9696295031060005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2500223475026767,-1
2024-01-10,115.5999984741211,116.3199996948242,115.3399963378906,116.0800018310547,116.0800018310547,699800.0,0.3284398382330928,1.052039138198826,0.8081733735156164,0.8078537618887567,0.8818852623958935,115.34599914550782,116.62899856567383,116.88733342488607,112.52366663614909,109.61970031738281,115.91269221851843,116.42205727964391,115.9534988037936,113.1860670191469,109.45316030254396,116.55476399500168,116.24853843367089,0.30622556133079115,0.9360195812891748,-1.033767168602136,-1.033767168602136,1.033767168602136,1.033767168602136,-1.033767168602136,-1.033767168602136,1.033767168602136,1.033767168602136,-1.033767168602136,1.9000015258789062,1.2875003814697366,116.3199996948242,113.80009712219243,114.05099716186527,114.30189720153813,1.0,0.9889993103263803,0.9956248405755106,1.0003956305484205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3284398382330928,-1
2024-01-11,116.0999984741211,117.4000015258789,115.5,117.2799987792969,117.2799987792969,918400.0,1.033767168602136,0.7673724821044277,0.9066864363406049,0.8306931895716814,0.8862429650275275,115.8759994506836,116.45699844360354,116.975,112.6886666615804,109.78350028991699,116.36846107211126,116.57804664321718,116.03907944737446,113.32029428997149,109.60814720307371,116.66633857720095,116.32494290371726,0.3413956734836887,0.8170947997280776,-0.6991811931779646,-0.6991811931779646,0.6991811931779646,0.6991811931779646,-0.6991811931779646,-0.6991811931779646,0.6991811931779646,0.6991811931779646,-0.6991811931779646,1.2299957275391051,1.2365001678466918,117.4000015258789,113.48749885559079,113.74499893188474,114.00249900817867,1.0,0.9950110426965769,0.998202186628265,1.0914817260125929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.033767168602136,1
2024-01-12,117.9499969482422,118.6699981689453,117.4400024414062,118.0999984741211,118.0999984741211,1081400.0,0.6991811931779646,0.6531079095346874,0.9448243716360631,0.7325419322271117,0.8889999224953001,116.62999877929687,116.36499862670901,117.05500005086263,112.86299997965494,109.9586003112793,116.94564020611455,116.85476515792698,116.17204196522908,113.47700590256655,109.77630267378753,116.88690163826558,116.45642850152495,0.4304731367406305,0.7397704671305882,0.31329614848647136,-0.31329614848647136,0.31329614848647136,0.31329614848647136,-0.31329614848647136,0.31329614848647136,0.31329614848647136,0.31329614848647136,-0.31329614848647136,1.5699996948242045,1.206499862670907,118.6699981689453,114.67970115661619,114.92700119018552,115.17430122375487,1.0,1.002277318400853,1.000777675159971,1.289788788968789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6991811931779646,1
2024-01-16,117.5800018310547,118.9199981689453,117.3499984741211,118.4700012207031,118.4700012207031,1334300.0,0.31329614848647136,0.48042417568309376,0.934975992112694,0.7185223930950423,0.8850770337177378,117.1259994506836,116.37699890136719,117.15300013224284,113.05233332316081,110.13100028991697,117.45376054431074,117.14844444206808,116.32029740106611,113.6407106670956,109.9484551202611,117.13045542017906,116.60558203627889,0.5248733839001716,0.696791050484505,-0.6415144158009718,0.6415144158009718,-0.6415144158009718,-0.6415144158009718,0.6415144158009718,-0.6415144158009718,-0.6415144158009718,-0.6415144158009718,0.6415144158009718,0.8000030517577983,1.1720001220703167,118.9199981689453,116.0156984710693,116.25699844360348,116.49829841613767,0.0,1.006435984398869,1.0026062326623009,1.301248229836339,0.0,0.0,1.0,0.071829118,0.071829118,0.640209317,0.640209317,0.31329614848647136,-1
