Date_GEN_L01d,Open_GEN_L01d,High_GEN_L01d,Low_GEN_L01d,Close_GEN_L01d,Adj Close_GEN_L01d,Volume_GEN_L01d,Daily_Return_GEN_L01d,Vol5_GEN_L01d,Vol10_GEN_L01d,Vol20_GEN_L01d,Vol60_GEN_L01d,SMA5_GEN_L01d,SMA10_GEN_L01d,SMA30_GEN_L01d,SMA60_GEN_L01d,SMA100_GEN_L01d,EMA5_GEN_L01d,EMA10_GEN_L01d,EMA30_GEN_L01d,EMA60_GEN_L01d,EMA100_GEN_L01d,Short12_GEN_L01d,Long26_GEN_L01d,MACD_GEN_L01d,SIGNAL9_GEN_L01d,Ret5/10_GEN_L01d,Ret10/30_GEN_L01d,Ret30/60_GEN_L01d,Ret30/100_GEN_L01d,Emaret5/10_GEN_L01d,Emaret10/30_GEN_L01d,Emaret30/60_GEN_L01d,Emaret30/100_GEN_L01d,RetMACD_GEN_L01d,DayRange_GEN_L01d,average20r_GEN_L01d,PRVHI_GEN_L01d,HitLevel_GEN_L01d,hitlevel_2_GEN_L01d,hitlevel_1.8_GEN_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,22.72999954223633,22.92000007629395,22.44000053405762,22.79000091552734,22.79000091552734,3361800.0,-0.13145828088543993,0.5164577159836751,1.0026043816631618,0.9509743003390361,1.7823619661138486,22.961999893188477,23.03900012969971,22.291000111897787,20.027166684468586,19.815300064086912,22.909892648354298,22.90029793164589,22.051823937953944,20.96324325019286,20.270200716964624,22.855716141332685,22.24786249527272,0.6078536460599651,0.7634466359921304,1.4480114866070177,-1.4480114866070177,-1.4480114866070177,-1.4480114866070177,1.4480114866070177,-1.4480114866070177,-1.4480114866070177,-1.4480114866070177,1.4480114866070177,0.3899993896484375,0.3744997978210446,22.92000007629395,22.135199928283694,22.21199989318848,22.288799858093267,0.0,0.9966578308052539,1.000418977811426,1.0542917735060966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1
2024-01-03,22.68000030517578,22.81999969482422,22.43000030517578,22.45999908447266,22.45999908447266,2738800.0,-1.4480114866070177,0.5728481560237951,1.0778662573649773,1.0027143207294433,1.7871325724551792,22.809999847412108,22.967000007629395,22.35100008646647,20.112333329518638,19.83240005493164,22.75992812706042,22.82024359579621,22.078157818374507,21.012317211972526,20.313563060875673,22.79483659412345,22.26357631669494,0.5312602774285082,0.717009364279406,0.5788030546113485,-0.5788030546113485,-0.5788030546113485,-0.5788030546113485,0.5788030546113485,0.5788030546113485,-0.5788030546113485,-0.5788030546113485,0.5788030546113485,0.31999969482421875,0.37899980545043893,22.81999969482422,22.09610052108765,22.17100048065186,22.24590044021607,0.0,0.9931640980465393,0.9973569314243911,1.0749485023619323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4480114866070177,1
2024-01-04,22.45000076293945,22.61000061035156,22.29000091552734,22.32999992370605,22.32999992370605,2644900.0,-0.5788030546113485,0.5502036855514892,1.0436241694052506,0.9835847342972668,1.7902826052964775,22.67599983215332,22.870999908447267,22.402333386739095,20.195833333333333,19.847100048065187,22.6166187259423,22.73110838268891,22.094405696137834,21.05551992383264,20.353492503703997,22.72332326021308,22.26849658388095,0.4548266763321287,0.6645728266899507,-0.3134782582327975,0.3134782582327975,0.3134782582327975,0.3134782582327975,-0.3134782582327975,-0.3134782582327975,0.3134782582327975,0.3134782582327975,-0.3134782582327975,0.29000091552735086,0.3749999046325678,22.61000061035156,21.986200122833253,22.06200008392334,22.137800045013428,1.0,0.9914739155666769,0.9949633051402895,1.061041446674017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5788030546113485,1
2024-01-05,22.23999977111816,22.53000068664551,22.23999977111816,22.39999961853027,22.39999961853027,4908600.0,0.3134782582327975,0.6596751712540154,0.864684257347685,0.9764035792053744,1.7764187367233293,22.559999847412108,22.83199977874756,22.446666717529297,20.274333318074543,19.860500049591064,22.54441235680496,22.67090678920552,22.114121433066376,21.099601225298137,20.394017397066893,22.673581161492645,22.27823754941053,0.3953436120821152,0.6107269837683836,-1.74107724838729,1.74107724838729,1.74107724838729,1.74107724838729,-1.74107724838729,-1.74107724838729,1.74107724838729,1.74107724838729,-1.74107724838729,0.5299987792968821,0.38549985885620097,22.53000068664551,21.785000820159908,21.86000080108642,21.93500078201294,1.0,0.9880868984770824,0.9944204070187086,0.8855807944204692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3134782582327975,-1
2024-01-08,22.40999984741211,22.79999923706055,22.27000045776367,22.79000091552734,22.79000091552734,2488600.0,1.74107724838729,1.180730564938181,0.8719066870824719,1.0397140691142457,1.7845173988793959,22.554000091552734,22.792999839782716,22.500000063578288,20.35866667429606,19.880500049591063,22.62627520971242,22.692560266718576,22.157726560967085,21.15502416596139,20.441462615254228,22.6914918928826,22.31614594690066,0.3753459459819375,0.5636507762110945,1.0092208878686608,-1.0092208878686608,-1.0092208878686608,-1.0092208878686608,1.0092208878686608,1.0092208878686608,-1.0092208878686608,-1.0092208878686608,1.0092208878686608,0.26000022888182883,0.3839998245239249,22.79999923706055,21.68190099716187,21.75900096893311,21.83610094070435,0.0,0.9895143355455637,0.9970789961014945,0.8386023744251797,0.0,1.0,0.0,0.143088341,0.143088341,0.273651183,0.273651183,-1.74107724838729,1
2024-01-09,22.56999969482422,22.80999946594238,22.54999923706055,22.55999946594238,22.55999946594238,2492000.0,-1.0092208878686608,1.2636489897791123,0.9118213902788422,1.0605280001145476,1.7551754820522876,22.50799980163574,22.73499984741211,22.54300003051758,20.446333344777425,19.901400051116944,22.60418329512241,22.668458302941087,22.183679651610653,21.20108892989519,20.48341384002033,22.67126228873795,22.33420917053338,0.33705311820456885,0.5183312446097894,-1.1524833113331756,1.1524833113331756,1.1524833113331756,1.1524833113331756,-1.1524833113331756,-1.1524833113331756,1.1524833113331756,1.1524833113331756,-1.1524833113331756,0.2900009155273402,0.38049983978271396,22.80999946594238,21.955199623107916,22.031999588012702,22.108799552917485,1.0,0.9900153926852915,0.9971645620112447,0.8597805905929465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0092208878686608,1
2024-01-10,22.56999969482422,22.86000061035156,22.56999969482422,22.81999969482422,22.81999969482422,2077600.0,1.1524833113331756,1.1496884718560838,1.0016326965984754,1.0858083200630266,1.746247678062896,22.57999992370605,22.69499988555908,22.59266668955485,20.54133332570394,19.928000049591063,22.676122095023015,22.69601128328347,22.224732557624435,21.254167971368272,20.52968286684813,22.694144966597374,22.370193653814184,0.32395131278319056,0.47945525824446966,-0.9202497573605259,0.9202497573605259,0.9202497573605259,0.9202497573605259,-0.9202497573605259,-0.9202497573605259,0.9202497573605259,0.9202497573605259,-0.9202497573605259,0.4500007629394496,0.3859998703002919,22.86000061035156,21.97289981842041,22.048999786376953,22.125099754333494,1.0,0.994932806237809,0.9991236703219695,0.9224765348457956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1524833113331756,-1
2024-01-11,22.95000076293945,23.1200008392334,22.67000007629395,23.03000068664551,23.03000068664551,3674500.0,0.9202497573605259,1.0462735758242965,1.014422213211105,1.094619810851267,1.7324977430724557,22.720000076293942,22.697999954223633,22.64933338165283,20.633500003814696,19.954600048065185,22.794081625563848,22.756736629349298,22.276685340141924,21.312391994819986,20.579194110804515,22.74581507737401,22.419068248838727,0.3267468285352848,0.44891357230263274,0.26052741707980653,0.26052741707980653,0.26052741707980653,0.26052741707980653,-0.26052741707980653,0.26052741707980653,0.26052741707980653,0.26052741707980653,-0.26052741707980653,0.4500007629394496,0.3779998779296864,23.1200008392334,22.010800895690917,22.088000869750974,22.165200843811032,1.0,1.0009692537719042,1.0016410523539823,0.926734746763085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9202497573605259,-1
2024-01-12,23.19000053405762,23.5,23.04999923706055,23.09000015258789,23.09000015258789,3675600.0,0.26052741707980653,1.05045709847563,1.0163900265428436,1.0870232953325072,1.7304603110078167,22.858000183105467,22.709000015258788,22.693333371480307,20.723333326975503,19.977600040435792,22.892721134571865,22.81732999721086,22.329157263525538,21.3706742295009,20.628913042324978,22.798766627406916,22.468766908375702,0.32999971903121406,0.425130801648349,0.25985043545205266,0.25985043545205266,0.25985043545205266,0.25985043545205266,-0.25985043545205266,0.25985043545205266,0.25985043545205266,0.25985043545205266,-0.25985043545205266,0.5900001525878906,0.3839999198913565,23.5,22.28840110778809,22.364001083374024,22.439601058959962,1.0,1.006561282652101,1.0033041174129584,0.9350213844607095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26052741707980653,1
2024-01-16,22.88999938964844,23.14999961853027,22.55999946594238,23.14999961853027,23.14999961853027,3597300.0,0.25985043545205266,0.8407228222838115,0.9825454459344338,1.0043974226831183,1.7254613376171035,22.929999923706056,22.742000007629393,22.729000027974447,20.815833314259848,20.00380002975464,22.97848062922467,22.877815382905297,22.382114834816168,21.42901276684612,20.678835548784487,22.852802472195126,22.519228590609377,0.33357388158574963,0.4068194176358292,-1.425485655049017,-1.425485655049017,-1.425485655049017,-1.425485655049017,1.425485655049017,-1.425485655049017,-1.425485655049017,-1.425485655049017,1.425485655049017,0.5,0.38749990463256745,23.14999961853027,22.655200176239017,22.732000160217286,22.80880014419556,0.0,1.0082666395221878,1.0044001249522536,0.9782436949207718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25985043545205266,1
