Date_NTAP_L01d,Open_NTAP_L01d,High_NTAP_L01d,Low_NTAP_L01d,Close_NTAP_L01d,Adj Close_NTAP_L01d,Volume_NTAP_L01d,Daily_Return_NTAP_L01d,Vol5_NTAP_L01d,Vol10_NTAP_L01d,Vol20_NTAP_L01d,Vol60_NTAP_L01d,SMA5_NTAP_L01d,SMA10_NTAP_L01d,SMA30_NTAP_L01d,SMA60_NTAP_L01d,SMA100_NTAP_L01d,EMA5_NTAP_L01d,EMA10_NTAP_L01d,EMA30_NTAP_L01d,EMA60_NTAP_L01d,EMA100_NTAP_L01d,Short12_NTAP_L01d,Long26_NTAP_L01d,MACD_NTAP_L01d,SIGNAL9_NTAP_L01d,Ret5/10_NTAP_L01d,Ret10/30_NTAP_L01d,Ret30/60_NTAP_L01d,Ret30/100_NTAP_L01d,Emaret5/10_NTAP_L01d,Emaret10/30_NTAP_L01d,Emaret30/60_NTAP_L01d,Emaret30/100_NTAP_L01d,RetMACD_NTAP_L01d,DayRange_NTAP_L01d,average20r_NTAP_L01d,PRVHI_NTAP_L01d,HitLevel_NTAP_L01d,hitlevel_2_NTAP_L01d,hitlevel_1.8_NTAP_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,87.19000244140625,87.30999755859375,86.06999969482422,86.20999908447266,86.20999908447266,1892100.0,-2.211892577852533,0.9019459019206364,1.0957904245689838,1.0003637901065083,2.2157797772985273,88.11199951171875,88.87699966430664,86.69266611735026,80.93766606648764,79.18869949340821,87.81304822598108,88.32776030864478,86.3343476386389,83.09120694643914,80.42446085625636,88.33123245399698,86.88092712212479,1.4503053318721868,2.2279760641218025,-0.11599405542634386,0.11599405542634386,0.11599405542634386,0.11599405542634386,-0.11599405542634386,-0.11599405542634386,0.11599405542634386,0.11599405542634386,-0.11599405542634386,1.0799942016601562,1.307499313354492,87.30999755859375,85.61400192260743,85.88000183105468,86.14600173950195,1.0,0.9913925970107301,0.9941727031132099,1.095391931821438,0.0,0.0,1.0,0.00212439,0.00212439,0.994374394,0.994374394,,1
2024-01-03,86.19999694824219,86.98999786376953,85.91000366210938,86.30999755859375,86.30999755859375,1824600.0,0.11599405542634386,0.9304050068955854,1.0290595942301555,0.9864848398431939,2.2154729568733216,87.49799957275391,88.53799972534179,86.98566614786783,81.11833267211914,79.28339950561524,87.31203133685197,87.96089435409006,86.33277666573277,83.19674106487044,80.54100613749077,88.02027323931956,86.8386360433447,1.181637195974858,2.018708290492414,0.289653582518388,-0.289653582518388,-0.289653582518388,-0.289653582518388,0.289653582518388,0.289653582518388,-0.289653582518388,-0.289653582518388,0.289653582518388,0.9099960327148438,1.310999298095703,86.98999786376953,84.43349906921387,84.69499893188477,84.95649879455567,0.0,0.9882536294493425,0.9926232785375503,1.0431580422398878,0.0,1.0,0.0,0.006927314,0.006927314,0.19152306,0.19152306,0.11599405542634386,-1
2024-01-04,85.73999786376953,86.5999984741211,85.69000244140625,86.05999755859375,86.05999755859375,1370500.0,-0.289653582518388,0.9387672940956644,0.9040874117698922,0.9788873770559522,2.2155658928997335,86.98999938964843,88.08099975585938,87.25633265177409,81.28549931844076,79.37639945983886,86.89468674409923,87.6152767549089,86.31517801365929,83.29061832695972,80.65029309632449,87.71869236536175,86.78095911854834,0.9377332468134085,1.802513281756613,1.1503577641813125,-1.1503577641813125,-1.1503577641813125,-1.1503577641813125,1.1503577641813125,1.1503577641813125,-1.1503577641813125,-1.1503577641813125,1.1503577641813125,1.4800033569335938,1.2769996643066406,86.5999984741211,84.10579940795898,84.36799926757813,84.63019912719727,0.0,0.9876136695855524,0.9917755209194234,0.9235867505912434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289653582518388,1
2024-01-05,85.8499984741211,86.5,85.0199966430664,85.06999969482422,85.06999969482422,1485900.0,-1.1503577641813125,0.9663100974918128,0.8063589338809615,0.9708319679660317,2.222481386698323,86.36199951171875,87.69499969482422,87.5109992980957,81.43666598002116,79.46259948730469,86.28645772767423,87.15249910762077,86.23484392857317,83.34895869967657,80.73781203886904,87.31120118527905,86.65422138345767,0.6569798018213788,1.5734065857695663,-1.0697116085269491,1.0697116085269491,1.0697116085269491,1.0697116085269491,-1.0697116085269491,-1.0697116085269491,1.0697116085269491,1.0697116085269491,-1.0697116085269491,2.399993896484375,1.317499542236328,86.5,83.79059921264648,84.0459991455078,84.30139907836914,1.0,0.9847995873454101,0.9900629197233105,0.8305854777015079,0.0,0.0,1.0,0.002846657,0.002846657,0.996608615,0.996608615,-1.1503577641813125,1
2024-01-08,83.8499984741211,86.0199966430664,83.62000274658203,85.9800033569336,85.9800033569336,1821800.0,1.0697116085269491,1.2490998492546947,0.8707573865041983,1.0135161383099849,2.220060273639172,85.92599945068359,87.3379997253418,87.7773328145345,81.58549931844075,79.55949951171876,86.18430627076069,86.93931806204128,86.21840260137063,83.4352224589309,80.84161780754357,87.10640151937974,86.60427930741885,0.502122211960895,1.359149711007832,-0.1046712425876726,-0.1046712425876726,0.1046712425876726,0.1046712425876726,-0.1046712425876726,-0.1046712425876726,0.1046712425876726,0.1046712425876726,-0.1046712425876726,1.2600021362304688,1.3159996032714845,86.0199966430664,83.60150100708007,83.86500091552735,84.1285008239746,1.0,0.9838329217625932,0.9913156462678738,0.8591450630042916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0697116085269491,1
2024-01-09,85.33999633789062,86.31999969482422,85.05999755859375,86.06999969482422,86.06999969482422,1684300.0,0.1046712425876726,0.8017851497873435,0.8830874948309888,1.0083924439982213,2.2094097823062344,85.8979995727539,87.00499954223633,88.03499959309896,81.75449930826822,79.6660994720459,86.14620407878186,86.78126017709272,86.20882822030312,83.52160859781264,80.94515012214319,86.94695508483275,86.56470303981925,0.38225204501350163,1.163770177808966,-0.6854931676276466,-0.6854931676276466,0.6854931676276466,0.6854931676276466,-0.6854931676276466,-0.6854931676276466,0.6854931676276466,0.6854931676276466,-0.6854931676276466,0.9199981689453125,1.2929996490478515,86.31999969482422,83.12479751586915,83.38799743652343,83.65119735717774,1.0,0.9872765935830499,0.9926821055949763,0.8757379134353633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046712425876726,1
2024-01-10,86.2699966430664,86.93000030517578,86.01000213623047,86.66000366210938,86.66000366210938,1229000.0,0.6854931676276466,0.8656074156652118,0.9409966765542319,1.0189813664367782,2.2012029508143534,85.96800079345704,86.73300018310547,88.32066650390625,81.94949938456217,79.78239952087402,86.3174706065577,86.75921353800483,86.23793631332289,83.62450679664205,81.05831553877617,86.90280871210608,86.57176234517406,0.3310463669320143,0.9972254156335756,-0.33463336473364025,-0.33463336473364025,0.33463336473364025,0.33463336473364025,-0.33463336473364025,-0.33463336473364025,0.33463336473364025,0.33463336473364025,-0.33463336473364025,1.5999984741210938,1.2659996032714844,86.93000030517578,83.47540046691894,83.73400039672852,83.99260032653808,1.0,0.9911798348029768,0.9949084032296626,0.9234679922016172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6854931676276466,-1
2024-01-11,86.6500015258789,87.41999816894531,85.81999969482422,86.94999694824219,86.94999694824219,1348100.0,0.33463336473364025,0.8429697252713803,0.937450227986264,0.9554894809932089,2.1968590570281763,86.14600067138672,86.56800003051758,88.6153330485026,82.13283271789551,79.8987995147705,86.52831272045253,86.79390143077526,86.28387570912415,83.73353926062894,81.17498249737946,86.9100684407424,86.59977972317911,0.3102887175632958,0.8598380760195197,0.32202275919980416,0.32202275919980416,-0.32202275919980416,-0.32202275919980416,0.32202275919980416,0.32202275919980416,-0.32202275919980416,-0.32202275919980416,0.32202275919980416,1.2100067138671875,1.2304996490478515,87.41999816894531,84.14480117797852,84.39800109863282,84.65120101928711,0.0,0.9951252268854299,0.9969400072361702,0.9811204064871615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33463336473364025,1
2024-01-12,87.27999877929688,87.55000305175781,86.33999633789062,86.66999816894531,86.66999816894531,1234800.0,-0.32202275919980416,0.5337548107332086,0.9346004038151312,0.8803564782363995,2.193858939457809,86.46600036621093,86.41399993896485,88.5196662902832,82.2953327178955,80.00089950561524,86.57554120328346,86.771373564988,86.30878683556423,83.82981660188521,81.28379468889561,86.87313455277362,86.60498108953216,0.26815346324146105,0.741501153463908,-0.819198222536776,0.819198222536776,-0.819198222536776,-0.819198222536776,0.819198222536776,0.819198222536776,-0.819198222536776,-0.819198222536776,0.819198222536776,1.410003662109375,1.2165000915527344,87.55000305175781,84.71289894104004,84.95899887084961,85.20509880065919,0.0,1.0006017592899625,0.9977431224877653,1.0616158646181573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32202275919980416,1
2024-01-16,85.62999725341797,86.22000122070312,84.80999755859375,85.95999908447266,85.95999908447266,2321500.0,-0.819198222536776,0.5847150762524899,0.9550281203915673,0.8916947367103276,2.186620351021039,86.46199951171874,86.19399948120117,88.33866628011067,82.46516609191895,80.09539947509765,86.3703604970132,86.62385093216702,86.28628440000995,83.89965865049463,81.37639279573872,86.73265217303502,86.55720464471294,0.17544752832208133,0.6282904284355427,-0.6165644310629257,0.6165644310629257,-0.6165644310629257,-0.6165644310629257,0.6165644310629257,0.6165644310629257,-0.6165644310629257,-0.6165644310629257,0.6165644310629257,1.19000244140625,1.2170001983642578,86.22000122070312,84.8737028503418,85.11700286865235,85.36030288696288,0.0,1.0031092655188372,0.9970736646728818,1.0710258579240823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.819198222536776,1
