Date_TRMB_L01d,Open_TRMB_L01d,High_TRMB_L01d,Low_TRMB_L01d,Close_TRMB_L01d,Adj Close_TRMB_L01d,Volume_TRMB_L01d,Daily_Return_TRMB_L01d,Vol5_TRMB_L01d,Vol10_TRMB_L01d,Vol20_TRMB_L01d,Vol60_TRMB_L01d,SMA5_TRMB_L01d,SMA10_TRMB_L01d,SMA30_TRMB_L01d,SMA60_TRMB_L01d,SMA100_TRMB_L01d,EMA5_TRMB_L01d,EMA10_TRMB_L01d,EMA30_TRMB_L01d,EMA60_TRMB_L01d,EMA100_TRMB_L01d,Short12_TRMB_L01d,Long26_TRMB_L01d,MACD_TRMB_L01d,SIGNAL9_TRMB_L01d,Ret5/10_TRMB_L01d,Ret10/30_TRMB_L01d,Ret30/60_TRMB_L01d,Ret30/100_TRMB_L01d,Emaret5/10_TRMB_L01d,Emaret10/30_TRMB_L01d,Emaret30/60_TRMB_L01d,Emaret30/100_TRMB_L01d,RetMACD_TRMB_L01d,DayRange_TRMB_L01d,average20r_TRMB_L01d,PRVHI_TRMB_L01d,HitLevel_TRMB_L01d,hitlevel_2_TRMB_L01d,hitlevel_1.8_TRMB_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,52.59999847412109,52.7400016784668,52.02999877929688,52.45000076293945,52.45000076293945,1145000.0,-1.409774415872697,1.1305512801785484,1.2677537110693553,1.6913034755333212,2.467119626846985,53.162000274658205,52.611999893188475,48.49033342997233,47.472833442687985,49.49980010986328,52.85757395201477,52.27215925072747,49.68920627410893,48.889437149415514,49.1916008601553,51.95140849579953,50.028578733638696,1.9228297621608306,1.7921165160098813,-3.565298197681028,-3.565298197681028,-3.565298197681028,3.565298197681028,3.565298197681028,-3.565298197681028,-3.565298197681028,-3.565298197681028,-3.565298197681028,1.5400009155273438,1.081000137329101,52.7400016784668,51.53130039215088,51.74300041198731,51.95470043182373,0.0,1.0104538961184963,1.0111993594616842,0.7495719895387744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-03,52.04999923706055,52.04999923706055,50.5099983215332,50.58000183105469,50.58000183105469,777900.0,-3.565298197681028,1.6489880177885408,1.7298046270692198,1.8910886862299374,2.5112010185594937,52.640000915527345,52.50499992370605,48.732000096639,47.46016680399577,49.453000144958494,52.09838324502808,51.96449426533242,49.74667695520221,48.94486549963319,49.219093948687956,51.740422855069546,50.069424889002846,1.6709979660667003,1.7678928060212453,0.8699063083837962,0.8699063083837962,0.8699063083837962,-0.8699063083837962,-0.8699063083837962,0.8699063083837962,0.8699063083837962,0.8699063083837962,-0.8699063083837962,1.2400016784667898,1.103000259399413,52.04999923706055,50.361801376342775,50.57800140380859,50.794201431274416,1.0,1.002571202590562,1.0025765473442698,0.9147136459886223,0.0,1.0,0.0,0.012860992,0.012860992,0.12804924,0.12804924,-3.565298197681028,1
2024-01-04,50.41999816894531,51.47000122070312,50.22999954223633,51.02000045776367,51.02000045776367,1146400.0,0.8699063083837962,1.7812879197292604,1.6681945989715758,1.816136330615759,2.5108079138594,52.17800064086914,52.363000106811526,48.9683334350586,47.44683348337809,49.40730014801025,51.738922315939945,51.79276811850174,49.828826858593274,49.012902711375176,49.25475546371916,51.62958864009941,50.13983789409624,1.4897507460031747,1.7122643940176312,0.4900039156349277,-0.4900039156349277,-0.4900039156349277,0.4900039156349277,0.4900039156349277,0.4900039156349277,-0.4900039156349277,-0.4900039156349277,0.4900039156349277,1.1100006103515696,1.110000228881835,51.47000122070312,49.62339866638184,49.84399871826172,50.0645987701416,0.0,0.9964669811591197,0.9989603605963173,0.9185404040708642,0.0,0.0,1.0,0.00727761,0.00727761,0.934435189,0.934435189,0.8699063083837962,1
2024-01-05,50.79000091552734,51.4900016784668,50.38000106811523,50.77000045776367,50.77000045776367,1125100.0,-0.4900039156349277,1.6204239100817897,1.5653146647068459,1.830618463507709,2.510821630360806,51.604000854492185,52.29800033569336,49.21900011698405,47.425166829427084,49.35980014801025,51.415948363214525,51.606810362003905,49.889547735959106,49.07051247355185,49.28476031508637,51.49734430435545,50.18651660251604,1.3108277018394077,1.6319770555819866,-1.7136082805603494,1.7136082805603494,1.7136082805603494,-1.7136082805603494,-1.7136082805603494,-1.7136082805603494,1.7136082805603494,1.7136082805603494,-1.7136082805603494,1.2099990844726491,1.1300003051757799,51.4900016784668,49.02800071716308,49.25000076293945,49.47200080871581,1.0,0.9867299040738367,0.9963016121815987,0.8550742254109545,0.0,0.0,1.0,0.006304961,0.006304961,0.992002726,0.992002726,-0.4900039156349277,1
2024-01-08,50.77000045776367,51.68999862670898,50.47999954223633,51.63999938964844,51.63999938964844,603500.0,1.7136082805603494,2.0598197409513856,1.5498592547620897,1.845289660972681,2.5181042238669282,51.29200057983398,52.226000213623045,49.4843334197998,47.41033350626628,49.31980014801025,51.4906320386925,51.612844730666545,50.00248010071326,49.15475794621075,49.33139871260245,51.51929124055437,50.29418199415548,1.2251092463988869,1.5506034937453668,0.9682416845656047,-0.9682416845656047,-0.9682416845656047,0.9682416845656047,0.9682416845656047,0.9682416845656047,-0.9682416845656047,-0.9682416845656047,0.9682416845656047,0.7400016784667898,1.107000350952147,51.68999862670898,49.00400100708008,49.230001068115236,49.456001129150394,0.0,0.982116194424833,0.9976321264093891,0.8399002538957134,1.0,0.0,0.0,0.959352076,0.959352076,0.036114648,0.036114648,1.7136082805603494,-1
2024-01-09,51.04999923706055,51.45000076293945,50.70999908447266,51.13999938964844,51.13999938964844,892300.0,-0.9682416845656047,2.024314010469532,1.5677774315040218,1.8746964546591194,2.458093723365441,51.03000030517578,52.096000289916994,49.71766675313314,47.42466684977214,49.29020015716553,51.37375448901115,51.52687285048143,50.07586844193489,49.21984782960215,49.36721258739544,51.4609386481073,50.35683513456237,1.1041035135449349,1.4613034977052806,0.3715264547841257,-0.3715264547841257,-0.3715264547841257,0.3715264547841257,0.3715264547841257,0.3715264547841257,-0.3715264547841257,-0.3715264547841257,0.3715264547841257,0.6300010681152415,1.0380002975463865,51.45000076293945,49.25459785461425,49.47599792480468,49.697397994995114,0.0,0.9795377768195472,0.9970283785333801,0.8362833500899187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682416845656047,1
2024-01-10,50.97999954223633,51.15000152587891,50.52000045776367,50.95000076293945,50.95000076293945,683800.0,-0.3715264547841257,1.1062540922798263,1.453963375104048,1.8215790797784845,2.456545597182777,51.104000091552734,51.872000503540036,49.93600006103516,47.442000198364255,49.2656001663208,51.23250324698726,51.421987016382886,50.132264075548086,49.27657415528534,49.39855492750523,51.38233281961994,50.400773329256964,0.9815594903629759,1.3653546962368197,-1.0794881821878421,1.0794881821878421,1.0794881821878421,-1.0794881821878421,-1.0794881821878421,-1.0794881821878421,1.0794881821878421,1.0794881821878421,-1.0794881821878421,0.7700004577636648,1.032500267028808,51.15000152587891,49.166400108337406,49.37400016784668,49.581600227355956,1.0,0.9851943166923958,0.9963151215970075,0.7981884460820987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3715264547841257,1
2024-01-11,50.95000076293945,51.54000091552734,50.77000045776367,51.5,51.5,686500.0,1.0794881821878421,1.1436539025686572,1.5180641329311628,1.828686274861876,2.452130920553592,51.2,51.68900032043457,50.16400006612142,47.45533351898193,49.252800178527835,51.32166883132484,51.43617119522236,50.22050510293208,49.34947336330877,49.440167701217995,51.40043546275534,50.48219752708978,0.9182379356655588,1.2759313441225677,0.46602267663455704,-0.46602267663455704,-0.46602267663455704,0.46602267663455704,0.46602267663455704,0.46602267663455704,-0.46602267663455704,-0.46602267663455704,0.46602267663455704,1.2100028991699148,0.973000526428222,51.54000091552734,48.878500938415534,49.085000991821296,49.29150104522706,0.0,0.9905395670761067,0.9977738941053188,0.8301391845060055,0.0,0.0,1.0,0.011611592,0.011611592,0.815428615,0.815428615,1.0794881821878421,1
2024-01-12,51.83000183105469,51.9900016784668,50.77999877929688,51.2599983215332,51.2599983215332,710200.0,-0.46602267663455704,1.1401200143114723,1.4833190449236138,1.7749457565591846,2.452308816637366,51.29799957275391,51.45100021362305,50.342000071207686,47.468166796366376,49.236600151062014,51.301111994727634,51.404139763642505,50.28756918155151,49.4121135258735,49.47620395112523,51.37882974872117,50.539812400752254,0.8390173479689125,1.1885485448918367,1.8532910248713519,-1.8532910248713519,-1.8532910248713519,1.8532910248713519,1.8532910248713519,1.8532910248713519,-1.8532910248713519,-1.8532910248713519,1.8532910248713519,0.8299980163574148,0.917000579833984,51.9900016784668,49.39939975738525,49.59399986267089,49.788599967956536,0.0,0.997026284421413,0.9979957301223482,0.8356982400403589,0.0,1.0,0.0,0.002150139,0.002150139,0.006746399,0.006746399,-0.46602267663455704,1
2024-01-16,50.81999969482422,50.88999938964844,50.06000137329102,50.31000137329102,50.31000137329102,1576600.0,-1.8532910248713519,1.0679211898656935,1.547125313326357,1.3922708770365724,2.4489945670729814,51.03199996948242,51.162000274658205,50.472333399454754,47.44716682434082,49.21850017547607,50.9707417875821,51.20520551085133,50.289016419728256,49.44155247169047,49.49271479116812,51.214394614039605,50.522789361681056,0.6916052523585492,1.0891598863851792,2.00755736167933,-2.00755736167933,-2.00755736167933,2.00755736167933,2.00755736167933,2.00755736167933,-2.00755736167933,-2.00755736167933,2.00755736167933,1.2599983215332031,0.9380004882812496,50.88999938964844,49.97260040283203,50.15600051879883,50.339400634765624,0.0,0.9974590456886382,0.9954210959426861,1.1112243593138929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8532910248713519,-1
2024-01-17,49.68999862670898,50.0,48.7400016784668,49.29999923706055,49.29999923706055,893400.0,-2.00755736167933,1.2615642080771747,1.5950110306718994,1.4532515610219663,2.4083761913787045,50.66399993896484,50.84700012207031,50.537000020345054,47.44333349863688,49.17930015563965,50.41382760407492,50.8588043701621,50.22520885955615,49.43691138203047,49.48889864158183,50.919872248350515,50.43221231541287,0.4876599329376461,0.9688598956956727,-0.20284440236500292,0.20284440236500292,0.20284440236500292,-0.20284440236500292,-0.20284440236500292,-0.20284440236500292,0.20284440236500292,0.20284440236500292,-0.20284440236500292,1.1700019836425852,0.9660005569458008,50.0,48.826398315429685,49.013998413085936,49.20159851074219,1.0,0.9964009640162421,0.9912507426865851,1.0975464079668658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00755736167933,-1
2024-01-18,49.45000076293945,49.77000045776367,48.59999847412109,49.40000152587891,49.40000152587891,1066400.0,0.20284440236500292,1.3261550621928222,1.2189538013177823,1.4565329823289208,2.4002205900605356,50.354000091552734,50.729000091552734,50.62333335876465,47.45350017547607,49.15070018768311,50.07588557800958,50.59356748938333,50.171969676738264,49.43570122281238,49.487138302657016,50.68604598335489,50.35575225692887,0.33029372642602084,0.8411466618417424,-1.2348112890942606,1.2348112890942606,1.2348112890942606,-1.2348112890942606,-1.2348112890942606,-1.2348112890942606,1.2348112890942606,1.2348112890942606,-1.2348112890942606,1.1599998474121165,0.9805006027221683,49.77000045776367,47.87479877471924,48.0679988861084,48.26119899749756,1.0,0.9926077786015253,0.989767831424768,0.8368871945273345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20284440236500292,1
2024-01-19,49.77000045776367,50.15000152587891,48.9900016784668,50.0099983215332,50.0099983215332,817900.0,1.2348112890942606,1.376457681590786,1.260270088668744,1.4393735062711281,2.4025070872797487,50.055999755859375,50.62799987792969,50.75900001525879,47.480166816711424,49.12930015563965,50.05392315918412,50.48746400431967,50.16151991188632,49.4545306358852,49.49749196639714,50.58203865076693,50.33014085430697,0.25189779645996424,0.7232968887653868,-0.9398145100531883,-0.9398145100531883,0.9398145100531883,-0.9398145100531883,-0.9398145100531883,-0.9398145100531883,0.9398145100531883,0.9398145100531883,-0.9398145100531883,0.8199996948242259,0.9480005264282234,50.15000152587891,47.6128991317749,47.80899925231934,48.00509937286377,1.0,0.9887019016463325,0.991412901129309,0.8755684908593507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2348112890942606,1
