Date_TEL_L01d,Open_TEL_L01d,High_TEL_L01d,Low_TEL_L01d,Close_TEL_L01d,Adj Close_TEL_L01d,Volume_TEL_L01d,Daily_Return_TEL_L01d,Vol5_TEL_L01d,Vol10_TEL_L01d,Vol20_TEL_L01d,Vol60_TEL_L01d,SMA5_TEL_L01d,SMA10_TEL_L01d,SMA30_TEL_L01d,SMA60_TEL_L01d,SMA100_TEL_L01d,EMA5_TEL_L01d,EMA10_TEL_L01d,EMA30_TEL_L01d,EMA60_TEL_L01d,EMA100_TEL_L01d,Short12_TEL_L01d,Long26_TEL_L01d,MACD_TEL_L01d,SIGNAL9_TEL_L01d,Ret5/10_TEL_L01d,Ret10/30_TEL_L01d,Ret30/60_TEL_L01d,Ret30/100_TEL_L01d,Emaret5/10_TEL_L01d,Emaret10/30_TEL_L01d,Emaret30/60_TEL_L01d,Emaret30/100_TEL_L01d,RetMACD_TEL_L01d,DayRange_TEL_L01d,average20r_TEL_L01d,PRVHI_TEL_L01d,HitLevel_TEL_L01d,hitlevel_2_TEL_L01d,hitlevel_1.8_TEL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,129.3300018310547,130.1999969482422,128.5200042724609,129.1300048828125,129.1300048828125,2045900.0,-1.2314521513736452,0.5295848401636092,1.1831341828871456,1.040640833381098,1.4047708143181081,131.41400146484375,132.6020034790039,136.0596674601237,130.75550053914387,128.77930015563965,131.14256167507347,132.79917195377806,134.1643334551863,132.52793036050545,131.2689586201922,133.28743485149508,134.29676028474728,-1.0093254332522008,0.21600468852484317,-1.0299711769249023,-1.0299711769249023,1.0299711769249023,1.0299711769249023,-1.0299711769249023,-1.0299711769249023,-1.0299711769249023,1.0299711769249023,-1.0299711769249023,1.5599975585936932,1.7159988403320399,130.1999969482422,127.75770797729493,128.09700775146484,128.43630752563476,1.0,0.9910408441577712,0.9875254472273277,1.136928462669564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2314521513736452,-1
2024-01-18,130.0,130.4700012207031,128.9100036621094,130.4600067138672,130.4600067138672,2997600.0,1.0299711769249023,0.8978115134004875,1.2827037747033883,1.0923699066513377,1.3932813411049056,130.8720031738281,131.93500366210938,136.04166768391926,130.9698340098063,128.8083002471924,130.91504335467138,132.37386918288516,133.9253446331657,132.46012958520583,131.252939770562,132.85244590724463,134.01255631653393,-1.1601104092893024,-0.05921833103798596,-1.5943480493815838,-1.5943480493815838,1.5943480493815838,1.5943480493815838,-1.5943480493815838,-1.5943480493815838,-1.5943480493815838,1.5943480493815838,-1.5943480493815838,2.6199951171875,1.779498291015635,130.4700012207031,126.42479949951169,126.7679992675781,127.11119903564452,1.0,0.991942998758664,0.9889795029999592,1.1742393917052507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0299711769249023,-1
2024-01-19,131.1600036621094,132.5399932861328,129.9199981689453,132.5399932861328,132.5399932861328,2624600.0,1.5943480493815838,1.2168775719297518,0.9516742559416003,1.1750151180884332,1.3908461188769516,130.96000061035156,131.94300231933593,136.13666737874348,131.24466718037922,128.8473001861572,131.4566933318252,132.40407356529383,133.83596712690553,132.46274806720342,131.27842597879112,132.80437627322743,133.90347757354127,-1.0991013003138335,-0.26719492489315544,-0.4979656673774925,-0.4979656673774925,0.4979656673774925,0.4979656673774925,-0.4979656673774925,-0.4979656673774925,-0.4979656673774925,0.4979656673774925,-0.4979656673774925,1.0899963378905966,1.6729980468750099,132.5399932861328,126.5551049804687,126.91100463867183,127.26690429687496,1.0,0.9925498003554197,0.9928447803156037,0.80992511610389,0.0,0.0,4.0,0.006234956,0.00313655825,0.992755115,0.987563759,-1.5943480493815838,-1
2024-01-22,133.0,134.0899963378906,133.0,133.1999969482422,133.1999969482422,3008700.0,0.4979656673774925,1.2232375995459133,0.9630237367232839,1.1291238080621075,1.3773338008272165,131.21400146484376,132.0280014038086,136.20233408610025,131.49700050354005,128.88180015563964,132.03779453729754,132.54878690764806,133.7949367927982,132.4869201616637,131.31647688907728,132.86524099246049,133.85136789759318,-0.9861269051326929,-0.41098132094106293,-1.0885863224198453,-1.0885863224198453,1.0885863224198453,1.0885863224198453,-1.0885863224198453,-1.0885863224198453,-1.0885863224198453,1.0885863224198453,-1.0885863224198453,1.6199951171873863,1.6834983825683636,134.0899963378906,128.8593975830078,129.1939971923828,129.5285968017578,1.0,0.9938346416645724,0.9961448732781949,0.8528947223033957,0.0,0.0,3.0,0.007210528,0.0039113886666666,0.995652378,0.9880915086666664,-0.4979656673774925,1
2024-01-23,133.6399993896484,135.1900024414062,133.5700073242188,134.6499938964844,134.6499938964844,2745900.0,1.0885863224198453,1.0928018031162436,0.9576103335652304,1.1347923561134907,1.3666720549512004,131.99599914550782,132.10800018310547,136.27833404541016,131.79983367919922,128.91640007019043,132.9085276570265,132.93082454198193,133.85010176722957,132.55784061198568,131.38248712684774,133.13981836231034,133.91052537899253,-0.770707016682195,-0.48292646008928936,-6.669150682050315,-6.669150682050315,6.669150682050315,6.669150682050315,-6.669150682050315,-6.669150682050315,-6.669150682050315,6.669150682050315,-6.669150682050315,5.279998779296875,1.8649986267089873,135.1900024414062,130.3862998962402,130.72299957275388,131.05969924926754,1.0,0.9991522009458745,0.9998322670078045,0.8438639266525512,0.0,1.0,0.0,0.006663028,0.006663028,0.368871331,0.368871331,1.0885863224198453,-1
2024-01-24,143.3899993896484,146.8300018310547,141.5500030517578,143.6300048828125,143.6300048828125,4074200.0,6.669150682050315,2.5415729300050915,2.2702756094673577,1.90252915572945,1.5965837316360745,134.8959991455078,133.15500030517578,136.62200063069662,132.23450037638347,129.03340019226073,136.48235339895518,134.87613005849659,134.48106325855753,132.92086239135705,131.62501223092625,134.75369321161836,134.63048682371993,0.12320638789842064,-0.36169989049174733,0.43861978876726815,-0.43861978876726815,0.43861978876726815,0.43861978876726815,-0.43861978876726815,0.43861978876726815,0.43861978876726815,0.43861978876726815,0.43861978876726815,2.139999389648409,1.908498382568358,146.8300018310547,131.08700546264643,131.46000518798823,131.83300491333003,1.0,1.0130749790570528,1.0119088777218175,1.1932934655063985,0.0,0.0,5.0,0.102166213,0.0341061964,0.989117682,0.9571549656,-6.669150682050315,1
2024-01-25,144.5200042724609,145.0,142.8600006103516,144.2599945068359,144.2599945068359,3641700.0,0.43861978876726815,2.6207606556183842,2.257990248927956,1.903705376352286,1.573022174501756,137.65599670410157,134.26399993896484,136.90533396402995,132.71366691589355,129.15210014343262,139.07490043491543,136.5822872309219,135.11196204876904,133.2926372148154,131.87520989975613,136.2162011031903,135.34378368913593,0.8724174140543539,-0.11487642958252708,0.15250327816472836,-0.15250327816472836,0.15250327816472836,0.15250327816472836,-0.15250327816472836,0.15250327816472836,0.15250327816472836,0.15250327816472836,0.15250327816472836,2.3500061035157103,1.9649986267089887,145.0,142.6313053894043,143.01300506591798,143.39470474243166,1.0,1.0252636355737852,1.0182499008804797,1.1861027851140074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43861978876726815,-1
2024-01-26,145.8000030517578,145.8200073242188,143.4700012207031,144.4799957275391,144.4799957275391,3302400.0,0.15250327816472836,2.7601150449583107,2.2008841928240486,1.899831908882357,1.5726734070091848,140.04399719238282,135.5019989013672,137.2046671549479,133.18266690572102,129.2642000579834,140.87659886579,138.01823423030683,135.71635131836712,133.6594358545768,132.12480961911817,137.4875541223209,136.02054013642504,1.4670139858958464,0.2015016535131476,0.8236451249973267,-0.8236451249973267,0.8236451249973267,0.8236451249973267,-0.8236451249973267,0.8236451249973267,0.8236451249973267,0.8236451249973267,0.8236451249973267,3.1299896240234943,2.076498413085943,145.8200073242188,140.67700302124024,141.07000274658202,141.46300247192383,1.0,1.0335197881052793,1.0207100507510731,1.158462589523931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15250327816472836,-1
2024-01-29,143.0399932861328,145.7299957275391,142.6000061035156,145.6699981689453,145.6699981689453,1856800.0,0.8236451249973267,2.7262454285398503,2.170819620975076,1.9058470616262913,1.569136906929085,142.53799743652343,136.8759994506836,137.46400044759113,133.64633356730144,129.4108000946045,142.47439863350843,139.409464037332,136.35852208292056,134.05322478291674,132.39303117456026,138.74639166795544,136.73531480550062,2.0110768624548143,0.563416695301481,-0.30205426439005995,0.30205426439005995,-0.30205426439005995,-0.30205426439005995,0.30205426439005995,-0.30205426439005995,-0.30205426439005995,-0.30205426439005995,-0.30205426439005995,1.6499938964844034,2.0994979858398493,145.7299957275391,141.25171081542973,141.66701049804692,142.0823101806641,0.0,1.0413658932797774,1.0219851257397825,1.1390313864548394,0.0,0.0,2.0,0.002304463,0.001954923,0.997594178,0.997111142,-0.8236451249973267,-1
2024-01-30,145.8099975585938,146.8399963378906,145.1900024414062,145.2299957275391,145.2299957275391,1233100.0,-0.30205426439005995,2.8875318222927406,2.1196061359424347,1.904344884763913,1.485939672910464,144.65399780273438,138.3249984741211,137.5270004272461,134.01916681925456,129.56250007629396,143.3929309981853,140.46774252646054,136.93087522128306,134.4196762892978,132.64722849244103,139.7438692155837,137.36455042935532,2.3793187862283673,0.9265971134868582,-2.093226864673413,-2.093226864673413,-2.093226864673413,-2.093226864673413,2.093226864673413,-2.093226864673413,-2.093226864673413,-2.093226864673413,-2.093226864673413,2.580001831054716,2.1479980468750055,146.8399963378906,141.1111001586914,141.5309997558594,141.95089935302735,0.0,1.0457545591789568,1.020824627911805,1.113036904659845,0.0,0.0,1.0,0.008196698,0.008196698,0.579776108,0.579776108,0.30205426439005995,-1
2024-01-31,144.0,144.5700073242188,141.9900054931641,142.1900024414062,142.1900024414062,2766500.0,-2.093226864673413,1.1373862825058945,2.238059445009788,1.951082850291928,1.514600500523817,144.36599731445312,139.63099822998046,137.5460006713867,134.32166684468586,129.7026001739502,142.99195481259227,140.7808806928143,137.2701737516136,134.67444108117022,132.83619431321262,140.12019740417176,137.72199131913686,2.3982060850349,1.2209189077964666,0.04219534254423457,0.04219534254423457,0.04219534254423457,0.04219534254423457,-0.04219534254423457,0.04219534254423457,0.04219534254423457,0.04219534254423457,0.04219534254423457,2.4100036621094034,2.2034980773925854,144.5700073242188,142.1144006347656,142.5440002441406,142.9735998535156,1.0,1.0339108016450176,1.0157057841156896,1.1470858065688607,0.0,1.0,0.0,0.009616329,0.009616329,0.047738764,0.047738764,2.093226864673413,1
2024-02-01,142.5,142.6100006103516,140.1999969482422,142.25,142.25,3586400.0,0.04219534254423457,1.09511108600962,2.257807677349903,1.9224961380513,1.5072605185838792,143.96399841308593,140.80999755859375,137.5883341471354,134.59650014241535,129.84650016784667,142.7446365417282,141.04799329412077,137.59145286441276,134.92282006211545,133.0226063070104,140.4478593419915,138.05739936957116,2.390459972420331,1.4548271207212395,0.40070813653343185,0.40070813653343185,0.40070813653343185,0.40070813653343185,-0.40070813653343185,0.40070813653343185,0.40070813653343185,0.40070813653343185,0.40070813653343185,2.5,2.174498748779304,142.6100006103516,139.7223115539551,140.16301116943364,140.60371078491215,1.0,1.0223989838021248,1.0120288364831218,1.174414675099678,0.0,0.0,2.0,0.00129193,0.0012276919999999,0.996686995,0.995278567,0.04219534254423457,1
2024-02-02,141.7200012207031,143.5399932861328,141.0399932861328,142.8200073242188,142.8200073242188,1315000.0,0.40070813653343185,1.124585124899591,2.248033296649067,1.7249718326252752,1.507370931806493,143.6320007324219,141.83799896240234,137.64500122070314,134.87866694132487,129.9908002471924,142.76976013589174,141.3701776632295,137.9287789585938,135.18174423464342,133.21661424794522,140.81280518541107,138.4101851439895,2.4026200414215566,1.644385704861303,-1.4213793124079706,-1.4213793124079706,-1.4213793124079706,-1.4213793124079706,1.4213793124079706,-1.4213793124079706,-1.4213793124079706,-1.4213793124079706,-1.4213793124079706,2.2000122070312784,2.1974990844726676,143.5399932861328,137.82610336303713,138.261003112793,138.69590286254885,0.0,1.0126482450622776,1.0099001253007993,1.303228988514979,0.0,0.0,1.0,0.011666656,0.011666656,0.684435308,0.684435308,0.40070813653343185,1
2024-02-05,142.1300048828125,142.4600067138672,140.2599945068359,140.7899932861328,140.7899932861328,1632900.0,-1.4213793124079706,1.0463095723451648,2.3534745200088736,1.7697063927112842,1.5179355224108428,142.65599975585937,142.5969985961914,137.72100118001302,135.1411668141683,130.11400016784668,142.10983785263878,141.26468959466646,138.11337343133826,135.36562125272505,133.3665821496915,140.80929566244518,138.5864672285927,2.22282843385247,1.7600742506595366,0.539818028175059,0.539818028175059,0.539818028175059,0.539818028175059,-0.539818028175059,0.539818028175059,0.539818028175059,0.539818028175059,0.539818028175059,1.6799926757812216,2.1979988098144645,142.4600067138672,138.70549530029294,139.14499511718748,139.58449493408202,1.0,1.0004137615815816,1.0059827283123426,1.32986721961445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4213793124079706,1
2024-02-06,140.7599945068359,141.7899932861328,140.1100006103516,141.5500030517578,141.5500030517578,1885500.0,0.539818028175059,1.180421621882251,2.346682844179831,1.7603722928619636,1.5182751627965005,141.9200012207031,143.28699951171876,137.77666778564452,135.4163335164388,130.24700019836425,141.92322625234513,141.31656476868307,138.33509147136533,135.56838786908676,133.52863008834626,140.92325064541635,138.80598840067904,2.1172622447373044,1.8315118494750904,-0.3108459427198962,0.3108459427198962,0.3108459427198962,0.3108459427198962,-0.3108459427198962,0.3108459427198962,0.3108459427198962,0.3108459427198962,0.3108459427198962,1.6399993896484943,2.192999267578139,141.7899932861328,137.62440933227538,138.06400909423826,138.50360885620114,1.0,0.9904597186369036,1.0042929254942978,1.3330605427586344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539818028175059,-1
2024-02-07,141.8000030517578,142.4900054931641,140.8500061035156,141.9900054931641,141.9900054931641,3090600.0,0.3108459427198962,0.8011598056209303,0.9318278495861912,1.7500307884427444,1.5129590473733592,141.8800018310547,143.1229995727539,137.8106679280599,135.71450030008953,130.37500022888185,141.94548599928478,141.4390085367705,138.57089237599752,135.77893270922044,133.69618207656046,141.0873667758391,139.04184151864092,2.0455252571981646,1.8743145310197051,-0.788784473454662,0.788784473454662,0.788784473454662,0.788784473454662,-0.788784473454662,0.788784473454662,0.788784473454662,0.788784473454662,0.788784473454662,1.7200012207030966,2.2259994506836036,142.4900054931641,136.9653948974609,137.40399475097652,137.84259460449215,1.0,0.9913151782354355,1.003580889513819,0.5324636890619355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3108459427198962,-1
2024-02-08,142.1999969482422,143.25,141.5299987792969,143.1100006103516,143.1100006103516,1781100.0,0.788784473454662,0.8823999586412803,0.9608953930810232,1.7510392976311708,1.4958920912790383,142.05200195312503,143.00800018310548,137.87000122070313,135.98883361816405,130.5393002319336,142.33365753630704,141.74282527742162,138.8637380685365,136.01929559122473,133.88259432475436,141.39854121191794,139.3431866365454,2.0553545753725473,1.9105225398902737,-0.65683910096932,0.65683910096932,0.65683910096932,0.65683910096932,-0.65683910096932,0.65683910096932,0.65683910096932,0.65683910096932,0.65683910096932,1.7099914550780966,2.210498809814459,143.25,137.59280670166015,138.0380065917969,138.4832064819336,1.0,0.9933150716830079,1.0041683397923602,0.548757183451528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.788784473454662,-1
2024-02-09,143.1600036621094,144.4499969482422,142.7400054931641,144.0500030517578,144.0500030517578,1401700.0,0.65683910096932,0.9095154644523423,0.9870887589025024,1.7296391350319078,1.4831179948316846,142.29800109863282,142.96500091552736,137.97933451334634,136.30683364868165,130.71010025024415,142.90577270812398,142.16231214548273,139.19833580938948,136.28259747517663,134.08392915103164,141.80645841804716,139.6918397043389,2.1146187137082677,1.9513417746538724,0.5276013533661121,-0.5276013533661121,-0.5276013533661121,-0.5276013533661121,0.5276013533661121,-0.5276013533661121,-0.5276013533661121,-0.5276013533661121,-0.5276013533661121,1.9299926757812216,2.213998413085939,144.4499969482422,138.3869026184082,138.8290023803711,139.27110214233397,0.0,0.9953345237462095,1.0052296600373272,0.570690578693626,0.0,0.0,1.0,0.001562057,0.001562057,0.997169077,0.997169077,-0.65683910096932,-1
2024-02-12,143.9400024414062,145.0099945068359,143.0800018310547,143.2899932861328,143.2899932861328,2281600.0,-0.5276013533661121,0.5230583793245259,0.9497302141496995,1.7389114183488208,1.3788861739049545,142.79800109863282,142.72700042724608,138.05333404541017,136.51916681925456,130.87340019226073,143.03384623412694,142.36734508014638,139.46231371111486,136.51234815750306,134.2662274507366,142.0346945515988,139.95836959928658,2.0763249523122056,1.976338410185539,-1.7795993526754543,-1.7795993526754543,-1.7795993526754543,-1.7795993526754543,1.7795993526754543,-1.7795993526754543,-1.7795993526754543,-1.7795993526754543,-1.7795993526754543,2.75,2.2119979858398438,145.0099945068359,139.57920043945313,140.02200012207032,140.4647998046875,0.0,1.0004974578823502,1.0046815591988834,0.5461636539551357,0.0,0.0,2.0,0.024611242,0.022307474,0.853778362,0.7863504290000001,0.5276013533661121,-1
2024-02-13,141.1900024414062,142.0599975585938,139.3099975585938,140.7400054931641,140.7400054931641,1953300.0,-1.7795993526754543,1.0647675598296642,1.0801747574140983,1.7847047052924698,1.3975897795765955,142.63600158691406,142.2780014038086,138.06133422851562,136.6686668395996,131.0264002227783,142.269232653806,142.0714651552405,139.54474543898903,136.6509598734264,134.39442107533915,141.8355116195319,140.0162685543886,1.8192430651432971,1.9449193411770906,1.4636901223467538,1.4636901223467538,1.4636901223467538,1.4636901223467538,-1.4636901223467538,1.4636901223467538,1.4636901223467538,1.4636901223467538,-1.4636901223467538,1.8400115966796875,2.2199989318847644,142.0599975585938,140.14359893798826,140.58599853515622,141.02839813232418,1.0,1.0025162019396758,1.0013920282890685,0.6052400457122591,0.0,1.0,2.0,0.005599832,0.0028711243333333,0.996044755,0.7504707476666667,1.7795993526754543,1
