Date_FTNT_L01d,Open_FTNT_L01d,High_FTNT_L01d,Low_FTNT_L01d,Close_FTNT_L01d,Adj Close_FTNT_L01d,Volume_FTNT_L01d,Daily_Return_FTNT_L01d,Vol5_FTNT_L01d,Vol10_FTNT_L01d,Vol20_FTNT_L01d,Vol60_FTNT_L01d,SMA5_FTNT_L01d,SMA10_FTNT_L01d,SMA30_FTNT_L01d,SMA60_FTNT_L01d,SMA100_FTNT_L01d,EMA5_FTNT_L01d,EMA10_FTNT_L01d,EMA30_FTNT_L01d,EMA60_FTNT_L01d,EMA100_FTNT_L01d,Short12_FTNT_L01d,Long26_FTNT_L01d,MACD_FTNT_L01d,SIGNAL9_FTNT_L01d,Ret5/10_FTNT_L01d,Ret10/30_FTNT_L01d,Ret30/60_FTNT_L01d,Ret30/100_FTNT_L01d,Emaret5/10_FTNT_L01d,Emaret10/30_FTNT_L01d,Emaret30/60_FTNT_L01d,Emaret30/100_FTNT_L01d,RetMACD_FTNT_L01d,DayRange_FTNT_L01d,average20r_FTNT_L01d,PRVHI_FTNT_L01d,HitLevel_FTNT_L01d,hitlevel_2_FTNT_L01d,hitlevel_1.8_FTNT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,58.09999847412109,58.77000045776367,57.34999847412109,57.77999877929688,57.77999877929688,6012300.0,-1.2813941835674334,0.989784816326797,1.7657703320175866,1.708986505920989,2.2381677594097282,58.96999969482422,58.39499969482422,55.00900014241537,55.12183329264323,57.01849994659424,58.50805843591283,58.07332899430366,56.15430480471961,56.35630578201187,57.79996008557037,57.80127292185937,56.353399551246895,1.4478733706124771,1.2505430246985132,0.12114866096066117,0.12114866096066117,-0.12114866096066117,-0.12114866096066117,-0.12114866096066117,0.12114866096066117,0.12114866096066117,-0.12114866096066117,0.12114866096066117,1.2800025939941406,1.3219997406005883,58.77000045776367,56.53330051422118,56.7930004119873,57.05270030975341,1.0,1.0098467335046661,1.0074858708659842,1.0332266088116338,0.0,1.0,0.0,0.014449541,0.014449541,0.290466785,0.290466785,,-1
2024-01-03,57.27999877929688,58.22000122070312,56.93999862670898,57.84999847412109,57.84999847412109,5329500.0,0.12114866096066117,0.7474964702020677,1.423558458794982,1.696874289815325,2.1966216870723336,58.57999954223633,58.568999481201175,55.22866681416829,55.08716659545898,56.991399917602536,58.28870511531558,58.03272344517955,56.263704396293896,56.405279312900696,57.800950944749594,57.80876916066887,56.46425873071906,1.344510429949807,1.269336505748772,0.9334501811074681,0.9334501811074681,0.9334501811074681,-0.9334501811074681,-0.9334501811074681,0.9334501811074681,0.9334501811074681,-0.9334501811074681,0.9334501811074681,0.950000762939446,1.3124998092651392,58.22000122070312,55.86160102844238,56.126000976562494,56.39040092468261,1.0,1.0001878137091738,1.004410988403428,0.8389298295926868,0.0,0.0,2.0,0.015723057,0.010351223,0.983668864,0.980443627,-0.12114866096066117,-1
2024-01-04,58.0,58.72999954223633,57.77999877929688,58.38999938964844,58.38999938964844,5365400.0,0.9334501811074681,1.0219556094193112,1.121699916807326,1.6993370717659264,2.198345174457829,58.38999938964844,58.6319995880127,55.4446667989095,55.06849994659424,56.97849990844727,58.322469873426535,58.09768270781025,56.40088471844581,56.47035210230226,57.81261527039115,57.89818919589649,56.60690618693605,1.2912830089604412,1.2737258063911059,0.08562979548414056,-0.08562979548414056,-0.08562979548414056,0.08562979548414056,0.08562979548414056,-0.08562979548414056,-0.08562979548414056,0.08562979548414056,-0.08562979548414056,0.8499984741210938,1.2949996948242208,58.72999954223633,55.33250164031981,55.59500160217284,55.85750156402587,0.0,0.9958725576465972,1.0038691244665783,0.6600808841542377,0.0,0.0,1.0,0.012622647,0.012622647,0.98643738,0.98643738,-0.9334501811074681,1
2024-01-05,58.2599983215332,58.93000030517578,58.08000183105469,58.34000015258789,58.34000015258789,4913900.0,-0.08562979548414056,1.0060954849821806,1.1015048230806905,1.6501164568300268,2.1982462993496914,58.177999114990236,58.720999526977536,55.636666742960614,55.050833257039386,56.965299911499024,58.32831329981366,58.14174042504254,56.525988940003366,56.531652038377196,57.823058535385144,57.96616011231055,56.73528351772507,1.2308765945854745,1.2651559640299797,-5.005139117771814,5.005139117771814,5.005139117771814,-5.005139117771814,-5.005139117771814,5.005139117771814,5.005139117771814,-5.005139117771814,-5.005139117771814,2.8499984741210938,1.3744997024536159,58.93000030517578,55.88100021362304,56.14000015258789,56.39900009155273,1.0,0.9907528751833007,1.0032089317142414,0.6675315663457764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08562979548414056,1
2024-01-08,58.54999923706055,61.29999923706055,58.45000076293945,61.2599983215332,61.2599983215332,6054500.0,5.005139117771814,2.4074059920051667,1.8427488350251362,1.8745219610378605,2.289046083478807,58.7239990234375,58.99599952697754,55.91299997965495,55.088999875386556,56.986199913024905,59.30554164038685,58.708696406222664,56.83140890010207,56.68667978536592,57.89111674897223,58.47290445219095,57.070447577266414,1.402456874924539,1.2926161462088916,3.036233833849929,-3.036233833849929,-3.036233833849929,3.036233833849929,3.036233833849929,-3.036233833849929,-3.036233833849929,-3.036233833849929,-3.036233833849929,1.8899993896484304,1.399499702453615,61.29999923706055,55.906100959777824,56.18100090026855,56.45590084075927,0.0,0.9953895093612972,1.0101662150703268,0.983050011323883,0.0,1.0,0.0,0.008755924,0.008755924,0.011050674,0.011050674,5.005139117771814,-1
2024-01-09,60.31000137329102,61.20000076293945,59.31000137329102,59.40000152587891,59.40000152587891,9085900.0,-3.036233833849929,2.8912476141897794,2.116987656263707,2.0605985983182453,2.313835734696638,59.04799957275391,59.00899963378906,56.11200002034505,55.1123332341512,56.998399925231936,59.33702826888421,58.83438824616016,56.997124553378,56.77564115390732,57.92099565544563,58.61553477121987,57.24300712901548,1.372527642204389,1.3085984454079913,3.316493864310065,3.316493864310065,3.316493864310065,-3.316493864310065,-3.316493864310065,3.316493864310065,3.316493864310065,3.316493864310065,3.316493864310065,2.4699974060058594,1.4454996109008806,61.20000076293945,58.22109989166259,58.50099983215332,58.78089977264404,1.0,1.000660915101203,1.0085433032909432,1.0273653772216886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.036233833849929,1
2024-01-10,59.38000106811523,61.59999847412109,59.13000106811523,61.36999893188477,61.36999893188477,6296100.0,3.316493864310065,3.1074366593086973,2.351005387315467,2.0896743785162597,2.3505185112731617,59.75199966430664,59.16599960327149,56.36633326212565,55.172499910990396,57.03799991607666,60.01468515655107,59.295408370837364,57.27924548102361,56.92627583515248,57.98929275002858,59.039298488245244,57.54871022552432,1.4905882627209266,1.3449964088705784,1.433927136110838,1.433927136110838,1.433927136110838,-1.433927136110838,-1.433927136110838,1.433927136110838,1.433927136110838,1.433927136110838,1.433927136110838,1.3700027465820241,1.4019998550415056,61.59999847412109,58.01990161895752,58.30900154113769,58.59810146331787,1.0,1.009904338048279,1.012130396020132,1.125058244234569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.316493864310065,1
2024-01-11,62.0,62.33000183105469,60.95999908447266,62.25,62.25,5072200.0,1.433927136110838,3.1036896875477717,2.3445586170368364,2.049133783233996,2.338154592789761,60.523999786376955,59.45699958801269,56.68166656494141,55.22433325449626,57.08889991760254,60.75979010436738,59.83260684886693,57.599939320957574,57.100824168426165,58.07366319062207,59.53325256697674,57.89695391252252,1.6362986544542224,1.4032568579873073,0.30521867744414016,0.30521867744414016,0.30521867744414016,-0.30521867744414016,-0.30521867744414016,0.30521867744414016,0.30521867744414016,0.30521867744414016,0.30521867744414016,1.2800025939941335,1.4229999542236338,62.33000183105469,58.515598793029774,58.795998764038075,59.076398735046375,1.0,1.017945745761772,1.0154962871305684,1.1441705935551914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433927136110838,-1
2024-01-12,62.63000106811523,63.04000091552734,61.7599983215332,62.43999862670898,62.43999862670898,4792300.0,0.30521867744414016,3.0638914848103513,2.3415448392652625,2.050435684367506,2.334992330359068,61.34399948120117,59.760999298095705,56.97633323669434,55.287499872843426,57.129399909973145,61.319859611814586,60.30667808120184,57.912201211651215,57.27587906869773,58.16012527846537,59.98044426847401,58.233475743203,1.7469685252710079,1.4719991914440473,-0.7046743055512592,-0.7046743055512592,-0.7046743055512592,0.7046743055512592,0.7046743055512592,-0.7046743055512592,-0.7046743055512592,-0.7046743055512592,-0.7046743055512592,1.3800010681152344,1.4045000076293956,63.04000091552734,59.199401931762694,59.48400192260742,59.768601913452144,0.0,1.0264888506165912,1.0168004864941909,1.1419742921551594,0.0,0.0,1.0,0.003479169,0.003479169,0.984768987,0.984768987,-0.30521867744414016,-1
2024-01-16,61.09000015258789,62.38999938964844,61.0099983215332,62.0,62.0,6578200.0,-0.7046743055512592,2.3726575285855613,2.281361824565167,1.9860899846768794,2.32565817920137,61.491999816894534,60.10799942016602,57.29099985758464,55.35966657002767,57.166199913024904,61.54657307454306,60.61455479371059,58.17593016573824,57.430768279560105,58.236162401664075,60.29114515024724,58.512477540002784,1.7786676102444545,1.5333328752041289,-2.2258081743793987,-2.2258081743793987,-2.2258081743793987,2.2258081743793987,2.2258081743793987,-2.2258081743793987,-2.2258081743793987,-2.2258081743793987,-2.2258081743793987,1.8899993896484446,1.417500114440919,62.38999938964844,59.95010089874267,60.23100090026855,60.51190090179443,0.0,1.0230252280907588,1.0153761466038052,1.1486699203794262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7046743055512592,-1
