Date_SWKS_L01d,Open_SWKS_L01d,High_SWKS_L01d,Low_SWKS_L01d,Close_SWKS_L01d,Adj Close_SWKS_L01d,Volume_SWKS_L01d,Daily_Return_SWKS_L01d,Vol5_SWKS_L01d,Vol10_SWKS_L01d,Vol20_SWKS_L01d,Vol60_SWKS_L01d,SMA5_SWKS_L01d,SMA10_SWKS_L01d,SMA30_SWKS_L01d,SMA60_SWKS_L01d,SMA100_SWKS_L01d,EMA5_SWKS_L01d,EMA10_SWKS_L01d,EMA30_SWKS_L01d,EMA60_SWKS_L01d,EMA100_SWKS_L01d,Short12_SWKS_L01d,Long26_SWKS_L01d,MACD_SWKS_L01d,SIGNAL9_SWKS_L01d,Ret5/10_SWKS_L01d,Ret10/30_SWKS_L01d,Ret30/60_SWKS_L01d,Ret30/100_SWKS_L01d,Emaret5/10_SWKS_L01d,Emaret10/30_SWKS_L01d,Emaret30/60_SWKS_L01d,Emaret30/100_SWKS_L01d,RetMACD_SWKS_L01d,DayRange_SWKS_L01d,average20r_SWKS_L01d,PRVHI_SWKS_L01d,HitLevel_SWKS_L01d,hitlevel_2_SWKS_L01d,hitlevel_1.8_SWKS_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,111.0,111.0400009155273,107.8199996948242,109.1100006103516,109.1100006103516,2736000.0,-2.9443138342872177,1.6286885012624976,1.5881673549712694,1.7110112216033562,1.648541946862694,112.87400054931643,112.18399963378906,104.22666651407877,98.06183331807455,99.5857999420166,111.76223223294431,111.36637824355468,105.8503289336738,102.294995464525,101.64364907550838,110.86962491232451,106.79310876664819,4.076516145676322,4.4632336727524065,-3.574375862948076,-3.574375862948076,-3.574375862948076,3.574375862948076,3.574375862948076,-3.574375862948076,-3.574375862948076,-3.574375862948076,3.574375862948076,2.5299987792969034,2.171001434326173,111.0400009155273,109.46049423217777,109.88499450683597,110.30949478149417,0.0,1.0061506178936372,1.0035545197359648,1.0378936519386395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-03,107.2600021362305,107.5,104.9700012207031,105.2099990844727,105.2099990844727,2713000.0,-3.574375862948076,1.5347665441662721,1.8877954826372456,1.9410008757912873,1.7088446946334155,111.01399993896487,111.57799987792968,104.59366658528646,98.17666664123536,99.55849990844726,109.57815451678712,110.24703657826704,105.80901733049954,102.39056935370361,101.71426986776508,109.99891324650116,106.67584138278333,3.3230718637178285,4.235201310945492,1.89145317088335,-1.89145317088335,-1.89145317088335,1.89145317088335,1.89145317088335,1.89145317088335,-1.89145317088335,-1.89145317088335,1.89145317088335,1.9800033569335938,2.1695014953613296,107.5,106.26379776000972,106.69799804687496,107.13219833374019,0.0,0.9949452406425833,0.9939328794474664,1.1358556350304698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.574375862948076,1
2024-01-04,103.0,104.2300033569336,102.25,103.2200012207031,103.2200012207031,1989600.0,-1.89145317088335,1.2564346564472904,1.9059159217721593,2.003267300603883,1.7284174494312843,108.7759994506836,110.73899993896484,104.87633336385092,98.25999997456869,99.5182999420166,107.45877008475912,108.96939378598269,105.64198403309332,102.41776384114621,101.7440863301995,108.95600370407068,106.41985322262924,2.536150481441439,3.895391145044681,-0.048435789354827063,0.048435789354827063,0.048435789354827063,-0.048435789354827063,-0.048435789354827063,-0.048435789354827063,0.048435789354827063,0.048435789354827063,-0.048435789354827063,2.010002136230497,2.1415012359619157,104.2300033569336,102.72709671020507,103.16099700927734,103.5948973083496,1.0,0.982273629982543,0.9861371744052239,1.1590182112909324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89145317088335,1
2024-01-05,103.7200012207031,104.7300033569336,102.7200012207031,103.2699966430664,103.2699966430664,1432500.0,0.048435789354827063,1.416373656878294,1.8815322541762032,1.9882613310298034,1.7284278724003275,106.64599914550782,110.10899963378907,105.19599990844726,98.3428332010905,99.46269989013672,106.06251227086156,107.93313975999791,105.48895258857546,102.44570590022556,101.77430237599884,108.08123338699309,106.186530513032,1.8947028739610943,3.495253490827964,-2.7113422511627356,2.7113422511627356,2.7113422511627356,-2.7113422511627356,-2.7113422511627356,-2.7113422511627356,2.7113422511627356,2.7113422511627356,-2.7113422511627356,2.6199951171875,2.1470008850097657,104.7300033569336,99.51870063781737,99.94700088500976,100.37530113220214,1.0,0.9685493420174661,0.9826686456699405,1.1503293615999355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048435789354827063,1
2024-01-08,103.6399993896484,106.1999969482422,103.5800018310547,106.0699996948242,106.0699996948242,1922000.0,2.7113422511627356,2.549075330079416,1.9409669905792433,2.02996971037392,1.7595113050071542,105.3759994506836,109.49799957275391,105.58933334350586,98.4793332417806,99.46839988708496,106.0650080788491,107.59438702087542,105.52643949865603,102.56453520496649,101.8593656892429,107.7718128189671,106.17789860057216,1.5939142183949428,3.11498563634136,1.4047307137328189,-1.4047307137328189,-1.4047307137328189,1.4047307137328189,1.4047307137328189,1.4047307137328189,-1.4047307137328189,-1.4047307137328189,1.4047307137328189,1.7600021362303977,2.10550117492675,106.1999969482422,100.00660140991211,100.43600158691406,100.86540176391601,0.0,0.9623554755506604,0.9857856995669338,1.1537122294111466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7113422511627356,1
2024-01-09,104.9300003051758,105.9400024414062,104.1800003051758,104.5800018310547,104.5800018310547,1359900.0,-1.4047307137328189,2.361199052674695,1.9142108065287846,2.0373210511957627,1.7652944131203951,104.46999969482422,108.67200012207033,105.91200002034505,98.60649998982747,99.47869987487793,105.57000599625097,107.04631698636254,105.46537900397209,102.630616077953,101.91323967224908,107.28076497467289,106.0595358769042,1.2212290977686848,2.7362343286268254,0.2390514396852528,-0.2390514396852528,-0.2390514396852528,0.2390514396852528,0.2390514396852528,0.2390514396852528,-0.2390514396852528,-0.2390514396852528,0.2390514396852528,2.150001525878892,2.0675010681152246,105.9400024414062,101.56789436340335,101.9889945983887,102.41009483337405,0.0,0.9613331822132101,0.9862086708662788,1.154097036762567,0.0,0.0,1.0,0.005996221,0.005996221,0.682275772,0.682275772,-1.4047307137328189,1
2024-01-10,104.2900009155273,104.5500030517578,102.4000015258789,104.3300018310547,104.3300018310547,1078000.0,-0.2390514396852528,1.791749500865044,1.7639102013338062,1.9323817098439329,1.7337282901592135,104.29400024414062,107.65400009155276,106.23633346557617,98.76866671244304,99.48359992980957,105.15667127451889,106.5524415035793,105.39212886378388,102.68633364362846,101.96109634866106,106.82680141411625,105.93142224387832,0.8953791702379306,2.3680632969490465,1.1885416192861669,-1.1885416192861669,-1.1885416192861669,1.1885416192861669,1.1885416192861669,1.1885416192861669,-1.1885416192861669,-1.1885416192861669,1.1885416192861669,2.5400009155274006,2.14150123596191,104.5500030517578,101.3915000915527,101.80500030517574,102.21850051879879,0.0,0.9687888992089966,0.9869006264956066,1.1145816335883152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2390514396852528,1
2024-01-11,103.9899978637695,104.5800018310547,102.0400009155273,103.0899963378906,103.0899963378906,1851100.0,-1.1885416192861669,1.6428416997442439,1.7408844876264236,1.9476248064011876,1.736073895568701,104.26799926757812,106.52199935913086,106.51333338419596,98.88950004577637,99.46749992370606,104.46777962897613,105.92290601890863,105.24360418469401,102.69956848606327,101.98345080389333,106.25190832546615,105.72094625084219,0.5309620746239574,2.000643052484029,0.5917091886953542,-0.5917091886953542,-0.5917091886953542,0.5917091886953542,0.5917091886953542,0.5917091886953542,-0.5917091886953542,-0.5917091886953542,0.5917091886953542,1.8600006103516051,2.06400146484375,104.5800018310547,99.8387003326416,100.26700057983398,100.69530082702636,0.0,0.9788400508335039,0.9862624011687071,1.121855936761947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1885416192861669,1
2024-01-12,103.2900009155273,103.8300018310547,101.9700012207031,102.4800033569336,102.4800033569336,999900.0,-0.5917091886953542,1.6615471786057139,1.7354424560962793,1.871623088688495,1.7381340103067835,104.11000061035156,105.37799987792968,106.72933349609374,99.00316670735677,99.42189994812011,103.80518753829529,105.29692371673136,105.06530735709657,102.69236962937049,101.9932835277159,105.6716152533842,105.48087640684895,0.19073884653525397,1.6386622112942741,0.17564432014005882,0.17564432014005882,-0.17564432014005882,0.17564432014005882,0.17564432014005882,0.17564432014005882,-0.17564432014005882,-0.17564432014005882,0.17564432014005882,2.7600021362305114,2.00650138854981,103.8300018310547,100.03919860839845,100.4519989013672,100.86479919433596,0.0,0.987967134799987,0.9858330507123919,1.076800222301703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5917091886953542,1
2024-01-16,102.0,102.8600006103516,100.0999984741211,102.3000030517578,102.3000030517578,1724300.0,-0.17564432014005882,0.5550856993818001,1.7525902300267773,1.5663829105953273,1.7253646888147685,103.35600128173829,104.36600036621094,106.90833358764648,99.13783340454101,99.39220001220703,103.30345937611612,104.75202905037253,104.88690062771988,102.67950515141598,101.99935718165732,105.15290568390321,105.24525615832368,-0.09235047442047062,1.2924596741513252,2.033237310855546,2.033237310855546,-2.033237310855546,2.033237310855546,2.033237310855546,2.033237310855546,2.033237310855546,-2.033237310855546,2.033237310855546,2.9000015258789062,2.0555011749267607,102.8600006103516,99.41569877624512,99.81699905395509,100.21829933166504,0.0,0.990322527634204,0.9861714404256569,0.9078561307936278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17564432014005882,1
