Date_GLW_L01d,Open_GLW_L01d,High_GLW_L01d,Low_GLW_L01d,Close_GLW_L01d,Adj Close_GLW_L01d,Volume_GLW_L01d,Daily_Return_GLW_L01d,Vol5_GLW_L01d,Vol10_GLW_L01d,Vol20_GLW_L01d,Vol60_GLW_L01d,SMA5_GLW_L01d,SMA10_GLW_L01d,SMA30_GLW_L01d,SMA60_GLW_L01d,SMA100_GLW_L01d,EMA5_GLW_L01d,EMA10_GLW_L01d,EMA30_GLW_L01d,EMA60_GLW_L01d,EMA100_GLW_L01d,Short12_GLW_L01d,Long26_GLW_L01d,MACD_GLW_L01d,SIGNAL9_GLW_L01d,Ret5/10_GLW_L01d,Ret10/30_GLW_L01d,Ret30/60_GLW_L01d,Ret30/100_GLW_L01d,Emaret5/10_GLW_L01d,Emaret10/30_GLW_L01d,Emaret30/60_GLW_L01d,Emaret30/100_GLW_L01d,RetMACD_GLW_L01d,DayRange_GLW_L01d,average20r_GLW_L01d,PRVHI_GLW_L01d,HitLevel_GLW_L01d,hitlevel_2_GLW_L01d,hitlevel_1.8_GLW_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,29.95000076293945,30.07999992370605,29.70999908447266,29.85000038146973,29.85000038146973,2826000.0,-1.224351225320024,0.7415000530454068,1.3735181955710665,1.1913959948823913,1.2098054633684527,30.420000076293945,30.498999977111815,30.068666648864745,28.864833323160806,29.58040002822876,30.29465066719621,30.398790393409843,30.01607006900781,29.741245457105475,30.00679773220244,30.391767130862554,30.10621578144592,0.28555134941663596,0.4134796915345426,-1.0385241607394438,1.0385241607394438,1.0385241607394438,-1.0385241607394438,-1.0385241607394438,-1.0385241607394438,1.0385241607394438,1.0385241607394438,-1.0385241607394438,0.3999996185302699,0.4425001144409183,30.07999992370605,29.42209926605224,29.510999298095697,29.599899330139156,1.0,0.9974097543894175,0.9965742148004609,1.1528645399774518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224351225320024,1
2024-01-18,30.1299991607666,30.32999992370605,29.93000030517578,30.15999984741211,30.15999984741211,4969200.0,1.0385241607394438,0.9697780758623303,1.3773501264516035,1.1881703688810936,1.2064780199162666,30.313999938964844,30.502000045776366,30.111999956766763,28.914666652679443,29.562500019073486,30.24976706060151,30.355373930501166,30.025355861162925,29.754975109246672,30.009831437454114,30.356110625716333,30.110199786332302,0.24591083938403102,0.3799659211044403,-0.9283842442377762,0.9283842442377762,0.9283842442377762,-0.9283842442377762,-0.9283842442377762,-0.9283842442377762,0.9283842442377762,0.9283842442377762,-0.9283842442377762,0.7399997711181605,0.46700010299682637,30.32999992370605,29.10649967193603,29.194999694824215,29.2834997177124,1.0,0.9938364662471517,0.9965209827379677,1.1592193868196372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0385241607394438,1
2024-01-19,30.20999908447266,30.55999946594238,29.81999969482422,30.44000053405762,30.44000053405762,5534500.0,0.9283842442377762,1.118787312167761,1.4005327099159095,1.1880958068916887,1.2020450146479484,30.254000091552733,30.518000030517577,30.178000005086265,28.97316665649414,29.542600021362304,30.313178218420212,30.370760585693247,30.052107130381938,29.777434959240473,30.018349637386855,30.369016765461147,30.134629471348994,0.2343872941121532,0.3508501957059829,-0.5913281932251787,0.5913281932251787,0.5913281932251787,-0.5913281932251787,-0.5913281932251787,-0.5913281932251787,0.5913281932251787,0.5913281932251787,-0.5913281932251787,0.2800006866455078,0.4470001220703123,30.55999946594238,29.302599697113035,29.3959997177124,29.489399738311764,1.0,0.9913493695949653,0.9981040195845421,1.178804522153816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9283842442377762,1
2024-01-22,30.5,30.77000045776367,30.48999977111816,30.6200008392334,30.6200008392334,5276200.0,0.5913281932251787,1.1542952965611224,1.3791114077066715,1.0864150975288829,1.201410185035113,30.25800018310547,30.523000144958495,30.239000002543133,29.035833326975503,29.52230001449585,30.415452425357945,30.41607699542782,30.088745434178808,29.805060070059913,30.030263522571936,30.407629699887647,30.1705829060071,0.23704679388054828,0.32808951534089603,1.0450737864214232,-1.0450737864214232,-1.0450737864214232,1.0450737864214232,1.0450737864214232,1.0450737864214232,-1.0450737864214232,-1.0450737864214232,1.0450737864214232,0.5300006866455007,0.45500011444091726,30.77000045776367,29.576599197387694,29.665999221801755,29.755399246215816,0.0,0.9913180237658651,0.9999794657913982,1.2694148036450748,0.0,0.0,1.0,0.001038665,0.001038665,0.996763945,0.996763945,0.5913281932251787,1
2024-01-23,30.61000061035156,30.82999992370605,30.29999923706055,30.29999923706055,30.29999923706055,6164200.0,-1.0450737864214232,1.1027954802460544,1.112602050987559,1.072746525562886,1.2107653839856352,30.27400016784668,30.42100009918213,30.28199996948242,29.09449996948242,29.496299991607668,30.376968029258812,30.39497194845195,30.102374711784083,29.821287583732065,30.03560482384894,30.391071167145018,30.180169300899948,0.21090186624507012,0.30465198552173084,-0.23102839582658347,0.23102839582658347,0.23102839582658347,-0.23102839582658347,-0.23102839582658347,-0.23102839582658347,0.23102839582658347,0.23102839582658347,-0.23102839582658347,0.370000839233402,0.45550012588500943,30.82999992370605,29.76900020599365,29.860000228881834,29.95100025177002,1.0,0.9951678139819143,0.9994076678463901,1.0371527891024956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0450737864214232,1
2024-01-24,30.52000045776367,30.68000030517578,30.30999946594238,30.3700008392334,30.3700008392334,5495700.0,0.23102839582658347,0.8407156942890651,0.867332129150325,1.0732960088428953,1.2099123485615275,30.378000259399414,30.39900016784668,30.323999977111818,29.151833311716715,29.47240001678467,30.37464563258368,30.390431746775846,30.11964091355501,29.83927818227309,30.042226527123876,30.38782957823554,30.19423089633206,0.19359868190348095,0.2824413247980809,-1.4817215777270925,1.4817215777270925,1.4817215777270925,-1.4817215777270925,-1.4817215777270925,-1.4817215777270925,1.4817215777270925,1.4817215777270925,-1.4817215777270925,0.5599994659423793,0.4635001182556143,30.68000030517578,29.82789964675903,29.91899967193603,30.010099697113034,1.0,0.9993091908177468,0.9994805564355352,0.8081015134728611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23102839582658347,1
2024-01-25,30.60000038146973,31.06999969482422,30.51000022888184,30.81999969482422,30.81999969482422,4926900.0,1.4817215777270925,0.9481145382673547,0.9935607984612764,1.1117001631363699,1.2052516393831993,30.510000228881836,30.41200008392334,30.36799996693929,29.22233330408732,29.45240001678467,30.52309698666386,30.46853501005737,30.16482535105625,29.871432985963292,30.05762797598923,30.454317288479952,30.24058414066481,0.21373314781514097,0.2686996894014929,0.12978882518956605,0.12978882518956605,0.12978882518956605,-0.12978882518956605,-0.12978882518956605,0.12978882518956605,0.12978882518956605,0.12978882518956605,-0.12978882518956605,0.2999992370605504,0.4680001258850092,31.06999969482422,29.66030004501343,29.75300006866455,29.845700092315674,1.0,1.003222416963306,1.001790764688505,0.8937309100128273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4817215777270925,-1
2024-01-26,30.93000030517578,31.09000015258789,30.79000091552734,30.86000061035156,30.86000061035156,4596600.0,0.12978882518956605,0.9112926300505535,0.9931854794743274,1.109670856449924,1.2053564257817773,30.594000244140624,30.42400016784668,30.41633332570394,29.292333316802978,29.43240001678467,30.635398194559762,30.53971057374722,30.209675367784982,29.903845039221924,30.073516543006306,30.51673010722943,30.28646684212309,0.2302632651063412,0.2610124045424626,0.9397245704571853,0.9397245704571853,0.9397245704571853,-0.9397245704571853,-0.9397245704571853,0.9397245704571853,0.9397245704571853,0.9397245704571853,-0.9397245704571853,0.4099998474121129,0.4800001144409178,31.09000015258789,30.040399417877197,30.1339994430542,30.2275994682312,1.0,1.0055876964027106,1.003133219634858,0.8950270917736288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12978882518956605,-1
2024-01-29,30.79999923706055,31.18000030517578,30.77000045776367,31.14999961853027,31.14999961853027,7017200.0,0.9397245704571853,0.9536002897974772,1.0131168847352956,1.126793892655773,1.2085396586332222,30.7,30.479000091552734,30.465333302815754,29.36549997329712,29.421900005340575,30.806932002549935,30.650672218253227,30.270341448478227,29.94470256641236,30.094833039551332,30.614156185891098,30.350432232968068,0.26372395292302997,0.2615547142185761,6.902085537270125,6.902085537270125,6.902085537270125,-6.902085537270125,-6.902085537270125,6.902085537270125,6.902085537270125,6.902085537270125,6.902085537270125,1.279998779296882,0.5270000457763674,31.18000030517578,30.03399990081787,30.129999923706055,30.22599994659424,1.0,1.0072508910326265,1.0050980866972195,0.8991146396324985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9397245704571853,1
2024-01-30,32.79999923706055,33.86999893188477,32.59000015258789,33.29999923706055,33.29999923706055,11379800.0,6.902085537270125,2.8297642294185597,2.2539473033019966,1.8814959454085471,1.478647337654553,31.3,30.78700008392334,30.556333287556967,29.47616662979126,29.436299991607665,31.637954414053475,31.13236803985456,30.465803241289994,30.054712293318854,30.15830167712577,31.027362809147935,30.568918677715658,0.4584441314322767,0.30093259766131625,-2.432425156611655,-2.432425156611655,-2.432425156611655,-2.432425156611655,2.432425156611655,-2.432425156611655,-2.432425156611655,-2.432425156611655,-2.432425156611655,1.029998779296875,0.546000003814697,33.86999893188477,30.020600204467772,30.126000213623048,30.23140022277832,0.0,1.0166628744170676,1.0162398945544933,1.197954908594063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.902085537270125,-1
2024-01-31,33.31999969482422,33.38999938964844,32.36000061035156,32.4900016784668,32.4900016784668,10103800.0,-2.432425156611655,3.420245197102952,2.413017498039624,1.9896339324380279,1.4906613758676983,31.72400016784668,31.05100021362305,30.624000040690103,29.561333338419598,29.446000003814696,31.921970168857918,31.379210519602236,30.59639668884979,30.13455784693026,30.20447395438005,31.252384173658527,30.711221122215743,0.5411630514427834,0.3489786884176097,-1.2311526784069478,-1.2311526784069478,-1.2311526784069478,-1.2311526784069478,1.2311526784069478,-1.2311526784069478,-1.2311526784069478,-1.2311526784069478,-1.2311526784069478,0.669998168945309,0.5609998703002926,33.38999938964844,32.66879892349244,32.77799892425538,32.88719892501832,0.0,1.0216740185370379,1.0172967911004844,1.2127947049449428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.432425156611655,-1
2024-02-01,32.34999847412109,32.43999862670898,31.77000045776367,32.09000015258789,32.09000015258789,5168400.0,-1.2311526784069478,3.6145308158645215,2.501215815352281,1.9916891091782662,1.4862546923516926,31.978000259399415,31.244000244140626,30.690333366394043,29.6306666692098,29.453199996948243,31.977980163434577,31.508444998326897,30.692758202639347,30.198670709410838,30.241811106819807,31.38124817041689,30.81335290224331,0.5678952681735794,0.39276200436880365,0.49859721611502145,0.49859721611502145,0.49859721611502145,0.49859721611502145,-0.49859721611502145,0.49859721611502145,0.49859721611502145,0.49859721611502145,0.49859721611502145,0.5699977874755824,0.5629998207092282,32.43999862670898,32.15579967498779,32.26799964904785,32.38019962310791,1.0,1.0234925108668325,1.014901883134271,1.2558264258342187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2311526784069478,-1
2024-02-02,31.95000076293945,32.41999816894531,31.85000038146973,32.25,32.25,4246800.0,0.49859721611502145,3.5995954099937264,2.4995840487956715,1.9916923608847767,1.4808340062095453,32.2560001373291,31.425000190734863,30.752666727701822,29.70616668065389,29.46539999008179,32.068653442289715,31.643273180449278,30.793225415372294,30.26592740746294,30.281577223516443,31.514902298045058,30.919771205780844,0.5951310922642143,0.43323582194788585,-0.7441912510598353,-0.7441912510598353,-0.7441912510598353,-0.7441912510598353,0.7441912510598353,-0.7441912510598353,-0.7441912510598353,-0.7441912510598353,-0.7441912510598353,0.4300022125244247,0.5584999084472659,32.41999816894531,31.201399021148674,31.31399898529052,31.426598949432368,0.0,1.0264439122211761,1.0134429917984356,1.2550050890817657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49859721611502145,-1
2024-02-05,31.98999977111816,32.15000152587891,31.71999931335449,32.0099983215332,32.0099983215332,9026400.0,-0.7441912510598353,3.6770275761116022,2.5359027656261737,1.9999835675960285,1.4788698775616504,32.427999877929686,31.563999938964844,30.828000005086263,29.781833330790203,29.471599979400636,32.04910173537088,31.709950478828173,30.87172689318913,30.323110060383275,30.31580338387321,31.591070917043236,31.000528769910648,0.590542147132588,0.4646970869848263,0.09372882089141099,0.09372882089141099,0.09372882089141099,0.09372882089141099,-0.09372882089141099,0.09372882089141099,0.09372882089141099,0.09372882089141099,0.09372882089141099,0.25000000000000355,0.5289999008178716,32.15000152587891,31.191298370361327,31.302998352050782,31.414698333740233,1.0,1.0273729546519945,1.0106954205674068,1.267961800643351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7441912510598353,1
2024-02-06,32.11000061035156,32.20000076293945,31.95000076293945,32.04000091552734,32.04000091552734,3984500.0,0.09372882089141099,1.1545684065767612,2.4852188252086065,1.9315244259974993,1.4748669542358552,32.17600021362305,31.738000106811523,30.890000025431316,29.860666688283285,29.47939998626709,32.04606812875637,31.76995964913711,30.94709941075934,30.37940156383062,30.3499459092525,31.660137070656177,31.077526706622997,0.5826103640331795,0.48827974239449695,-0.7802746343831738,-0.7802746343831738,-0.7802746343831738,-0.7802746343831738,0.7802746343831738,-0.7802746343831738,-0.7802746343831738,-0.7802746343831738,-0.7802746343831738,0.5599994659423935,0.5254999160766612,32.20000076293945,30.986201744079594,31.09200172424317,31.197801704406743,0.0,1.0138004948433257,1.008690866550306,1.2866618675687531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09372882089141099,1
2024-02-07,32.06000137329102,32.11999893188477,31.55999946594238,31.79000091552734,31.79000091552734,3955800.0,-0.7802746343831738,0.7070720269548807,2.5216185926581685,1.8572035122104809,1.4736125186764801,32.03600006103515,31.880000114440918,30.942000071207683,29.939333375295003,29.4825,31.96071239101336,31.773603515753514,31.00148015300244,30.425650722902642,30.37846184997081,31.68011612371328,31.130302573949244,0.5498135497640355,0.5005865038684048,-0.18874291149108388,-0.18874291149108388,-0.18874291149108388,-0.18874291149108388,0.18874291149108388,-0.18874291149108388,-0.18874291149108388,-0.18874291149108388,-0.18874291149108388,0.2799987792968679,0.5144998550415046,32.11999893188477,31.043900947570798,31.14900093078613,31.254100914001462,0.0,1.0048933483699571,1.0058888150715128,1.3577502821200718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7802746343831738,1
2024-02-08,31.70999908447266,31.80999946594238,31.53000068664551,31.72999954223633,31.72999954223633,3542500.0,-0.18874291149108388,0.5487216173381233,2.5035755195414544,1.8590515451115452,1.4517103042949207,31.963999938964843,31.971000099182127,30.984666697184245,30.006833362579346,29.4875,31.883808108087685,31.76567552056857,31.048481403920757,30.46841625796276,30.40522497258993,31.68779049579375,31.174724571600137,0.5130659241936115,0.5030823879334462,-0.9769977238050601,0.9769977238050601,0.9769977238050601,0.9769977238050601,-0.9769977238050601,0.9769977238050601,0.9769977238050601,0.9769977238050601,0.9769977238050601,0.46999931335449574,0.517999744415284,31.80999946594238,30.98809925079346,31.090999221801763,31.193899192810065,1.0,0.9997810465673401,1.0037188753452644,1.346695053251596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18874291149108388,1
2024-02-09,31.64999961853027,32.04999923706055,31.57999992370605,32.04000091552734,32.04000091552734,2844500.0,0.9769977238050601,0.7209413924085346,2.5107962917414324,1.867488219172576,1.454776232150349,31.922000122070312,32.089000129699706,31.034000078837078,30.078833389282227,29.492200012207032,31.935872377234237,31.81555286510653,31.11245040466957,30.51994362378455,30.437596773440177,31.741976714214303,31.238819115594744,0.5031575986195591,0.5030974300706688,-0.4369518902872366,0.4369518902872366,0.4369518902872366,0.4369518902872366,-0.4369518902872366,0.4369518902872366,0.4369518902872366,0.4369518902872366,0.4369518902872366,0.4700012207031179,0.5199997901916504,32.04999923706055,30.670400028228755,30.77399997711181,30.87759992599487,1.0,0.9947957241748138,1.0037817828480884,1.344477713949856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9769977238050601,1
2024-02-12,32.02999877929688,32.38000106811523,31.90999984741211,32.18000030517578,32.18000030517578,3206300.0,0.4369518902872366,0.6596699704436003,2.5038885476503188,1.8610646364081915,1.4200278617548443,31.956000518798824,32.192000198364255,31.085666783650716,30.14083340962728,29.495200023651122,32.017248353214754,31.88181603602821,31.181324591799005,30.574371711699015,30.472099813672564,31.809364958977604,31.308536240748897,0.500828718228707,0.5026436877022764,2.7967669670454147,-2.7967669670454147,-2.7967669670454147,-2.7967669670454147,2.7967669670454147,-2.7967669670454147,-2.7967669670454147,-2.7967669670454147,2.7967669670454147,0.8600006103515625,0.5414998054504394,32.38000106811523,30.905999698638915,31.009999656677245,31.113999614715578,0.0,0.9926689960825291,1.0042479486436249,1.345406547771904,0.0,0.0,1.0,0.297256678,0.297256678,0.661708176,0.661708176,0.4369518902872366,1
2024-02-13,31.67000007629395,31.82999992370605,30.96999931335449,31.28000068664551,31.28000068664551,5065200.0,-2.7967669670454147,1.4582167095577494,1.249529315459793,1.9574433548222032,1.4580570144782494,31.804000473022462,31.990000343322755,31.113333447774252,30.179666741689047,29.491800022125243,31.77149913102501,31.77239506341317,31.187690791466526,30.59750708792677,30.488097850761136,31.727924301695744,31.306422496000497,0.42150180569524665,0.48641531130087046,-1.5025553166152812,1.5025553166152812,1.5025553166152812,1.5025553166152812,-1.5025553166152812,-1.5025553166152812,1.5025553166152812,1.5025553166152812,-1.5025553166152812,0.3999996185302699,0.5429997444152834,31.82999992370605,31.18870149612426,31.29700145721435,31.405301418304436,1.0,0.9941856871427287,0.999971801547023,0.6383476244058613,0.0,0.0,1.0,0.003071166,0.003071166,0.982672811,0.982672811,-2.7967669670454147,-1
