Date_MSI_L01d,Open_MSI_L01d,High_MSI_L01d,Low_MSI_L01d,Close_MSI_L01d,Adj Close_MSI_L01d,Volume_MSI_L01d,Daily_Return_MSI_L01d,Vol5_MSI_L01d,Vol10_MSI_L01d,Vol20_MSI_L01d,Vol60_MSI_L01d,SMA5_MSI_L01d,SMA10_MSI_L01d,SMA30_MSI_L01d,SMA60_MSI_L01d,SMA100_MSI_L01d,EMA5_MSI_L01d,EMA10_MSI_L01d,EMA30_MSI_L01d,EMA60_MSI_L01d,EMA100_MSI_L01d,Short12_MSI_L01d,Long26_MSI_L01d,MACD_MSI_L01d,SIGNAL9_MSI_L01d,Ret5/10_MSI_L01d,Ret10/30_MSI_L01d,Ret30/60_MSI_L01d,Ret30/100_MSI_L01d,Emaret5/10_MSI_L01d,Emaret10/30_MSI_L01d,Emaret30/60_MSI_L01d,Emaret30/100_MSI_L01d,RetMACD_MSI_L01d,DayRange_MSI_L01d,average20r_MSI_L01d,PRVHI_MSI_L01d,HitLevel_MSI_L01d,hitlevel_2_MSI_L01d,hitlevel_1.8_MSI_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,315.7200012207031,317.8699951171875,315.7200012207031,317.0299987792969,317.0299987792969,446100.0,0.4371946489772671,0.5334760048384782,0.6296880727629869,0.6612059453623472,1.1987256303604454,315.66199951171876,313.60899963378904,315.9076670328776,309.3183339436849,298.0881005859375,315.51275970025097,314.4516620118758,313.50482889010806,308.8416537721557,302.8779367877633,314.2867240584326,313.85511029639133,0.4316137620412519,-0.013060763266529302,1.2427853693899535,-1.2427853693899535,1.2427853693899535,1.2427853693899535,-1.2427853693899535,1.2427853693899535,1.2427853693899535,1.2427853693899535,1.2427853693899535,4.240020751953068,3.3780029296874945,317.8699951171875,309.81079040527345,310.4779907226563,311.1451910400391,1.0,1.006546367866761,1.00337443816193,0.9523327447062077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4371946489772671,1
2024-01-18,317.1700134277344,321.0400085449219,316.7999877929688,320.9700012207031,320.9700012207031,724500.0,1.2427853693899535,0.6226410764601681,0.713498063060985,0.641840072826559,1.2046836610639777,316.847998046875,314.50599975585936,315.8180002848307,309.98033396402997,298.5418005371094,317.33184020706835,315.6368145952989,313.9864529114368,309.23930450817363,303.2361954894057,315.3149205449357,314.38213925374777,0.9327812911879505,0.17610764762436668,1.6543594536557724,-1.6543594536557724,1.6543594536557724,1.6543594536557724,-1.6543594536557724,1.6543594536557724,1.6543594536557724,1.6543594536557724,1.6543594536557724,5.980010986328182,3.430003356933588,321.0400085449219,310.43838867187503,311.11398925781253,311.78958984375004,1.0,1.0074465933649395,1.005370177157385,1.1116446187581523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2427853693899535,1
2024-01-19,323.0199890136719,328.0599975585938,322.0799865722656,326.2799987792969,326.2799987792969,736400.0,1.6543594536557724,0.7225499154529726,0.817773023701615,0.7057028301044738,1.2129769672248172,319.247998046875,315.95899963378906,315.8753336588542,310.76116739908855,299.01680053710936,320.3145597311445,317.5719389923894,314.77958490291167,309.79801579575144,303.6925084258392,317.00185565791435,315.2634621815662,1.7383934763481648,0.48856481336912627,-0.39536856373303647,-0.39536856373303647,-0.39536856373303647,-0.39536856373303647,0.39536856373303647,-0.39536856373303647,-0.39536856373303647,-0.39536856373303647,-0.39536856373303647,3.3699951171875,3.3540039062499973,328.0599975585938,313.49400115966796,314.1800018310547,314.8660025024414,0.0,1.010409573447498,1.0086362187649736,1.1588064959021775,1.0,0.0,0.0,0.876877844,0.876877844,0.066273347,0.066273347,1.6543594536557724,-1
2024-01-22,327.4400024414062,328.1499938964844,324.7799987792969,324.989990234375,324.989990234375,797300.0,-0.39536856373303647,0.8918367863145595,0.7502363069026126,0.6475284158680822,1.2144484713932093,320.98399658203124,317.5419982910156,315.95933329264324,311.48700052897135,299.457900390625,321.8730365655547,318.9206755818413,315.43832073074805,310.2961133183293,304.1142407388795,318.23079943890826,315.9839457410335,2.2468536978747693,0.8402225902702549,1.3785073759032542,1.3785073759032542,1.3785073759032542,1.3785073759032542,-1.3785073759032542,1.3785073759032542,1.3785073759032542,1.3785073759032542,1.3785073759032542,4.300018310546875,3.3760040283203123,328.1499938964844,320.68118896484384,321.3519897460938,322.02279052734383,1.0,1.0108395056702426,1.00925735209336,1.158615264624085,0.0,0.0,1.0,0.002869988,0.002869988,0.993374527,0.993374527,0.39536856373303647,1
2024-01-23,325.8399963378906,329.5400085449219,325.239990234375,329.4700012207031,329.4700012207031,596000.0,1.3785073759032542,0.8368146415240827,0.7708234438577133,0.6950069112958001,1.2206948856157553,323.747998046875,319.2029998779297,316.1630004882812,312.303000386556,299.93230041503904,324.40535811727085,320.83873478890706,316.3435904397774,310.9247653807022,304.61633500584634,319.95990740533824,316.9829128136016,2.976994591736627,1.2675769905635295,-0.3399384202014937,-0.3399384202014937,-0.3399384202014937,-0.3399384202014937,0.3399384202014937,-0.3399384202014937,-0.3399384202014937,-0.3399384202014937,-0.3399384202014937,2.759979248046818,3.3275024414062444,329.5400085449219,320.7227850341797,321.3979858398437,322.0731866455078,0.0,1.014238582252308,1.0111165608813113,1.1090874512608193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3785073759032542,1
2024-01-24,329.8299865722656,330.9299926757812,328.1700134277344,328.3500061035156,328.3500061035156,559700.0,-0.3399384202014937,0.9933238198231097,0.7788858052515611,0.7000043467546387,1.1858718749015156,326.0119995117187,320.8369995117188,316.29066772460936,313.19483388264973,300.38390045166017,325.7202407793525,322.20442048247224,317.1181979019541,311.4960847486633,305.0863086909487,321.25069182044246,317.82491972396565,3.4257720964768055,1.6992160117461848,0.07308976089963608,0.07308976089963608,0.07308976089963608,0.07308976089963608,-0.07308976089963608,0.07308976089963608,0.07308976089963608,0.07308976089963608,0.07308976089963608,4.010009765625,3.389501953124994,330.9299926757812,322.2195031738281,322.8850036621094,323.5505041503906,1.0,1.0161296858151516,1.0109117692786946,1.1126870981053658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3399384202014937,1
2024-01-25,329.5400085449219,330.8399963378906,326.8299865722656,328.5899963378906,328.5899963378906,392600.0,0.07308976089963608,0.9734485630739657,0.7721257662624873,0.699572640696679,1.1758916325617157,327.53599853515624,322.19199829101564,316.3633341471354,314.1315002441406,300.8341003417969,326.67682596553186,323.36543427436646,317.858313930079,312.05654086634286,305.5517282483139,322.37981559235755,318.62233280647865,3.757482785878892,2.1108693665727265,-0.7577802921956673,-0.7577802921956673,-0.7577802921956673,-0.7577802921956673,0.7577802921956673,-0.7577802921956673,-0.7577802921956673,-0.7577802921956673,-0.7577802921956673,3.19000244140625,3.4510025024414004,330.8399963378906,323.4730883789062,324.1509887695312,324.8288891601562,0.0,1.0165863841202962,1.0102404009216266,1.1037106389603162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07308976089963608,1
2024-01-26,328.0,329.2699890136719,326.0799865722656,326.1000061035156,326.1000061035156,487000.0,-0.7577802921956673,0.8293650906255526,0.8362394017186701,0.7376966273095719,1.175193569971828,327.5,323.3739990234375,316.26800130208335,314.96283365885415,301.2583004760742,326.48455267819315,323.86262915239354,318.3900360057846,312.5169823495288,305.958624839506,322.95215259407416,319.1762345321851,3.775918061889058,2.443879105635993,0.199323484918318,0.199323484918318,0.199323484918318,0.199323484918318,-0.199323484918318,0.199323484918318,0.199323484918318,0.199323484918318,0.199323484918318,3.160003662109318,3.536502075195304,329.2699890136719,323.24779083251957,323.9379913330078,324.6281918334961,1.0,1.0127592230328435,1.0080957890469229,1.1335817065729177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7577802921956673,1
2024-01-29,325.1000061035156,328.2300109863281,325.0700073242188,326.75,326.75,622800.0,0.199323484918318,0.8021747285475448,0.8319595450885338,0.7377287051759824,1.1731939507673788,327.852001953125,324.4179992675781,316.2616678873698,315.76766713460285,301.71510040283204,326.5730351187955,324.38760567014015,318.92938852154043,312.9836386659377,306.3703352387237,323.53643681037045,319.7372541964677,3.799182613902758,2.7149398072893463,0.23565080755068862,0.23565080755068862,0.23565080755068862,0.23565080755068862,-0.23565080755068862,0.23565080755068862,0.23565080755068862,0.23565080755068862,0.23565080755068862,2.42999267578125,3.5330017089843664,328.2300109863281,321.4896844482422,322.1969848632813,322.90428527832034,1.0,1.0105851176361966,1.00673709294207,1.1277310198876875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199323484918318,1
2024-01-30,325.8599853515625,328.0799865722656,325.6499938964844,327.5199890136719,327.5199890136719,791900.0,0.23565080755068862,0.42451556074956526,0.8117117848237336,0.7316800711219049,1.171651316306855,327.4619995117188,325.60499877929686,316.65166727701825,316.55133361816405,302.1811001586914,326.8886864170876,324.9571299144186,319.48362081135537,313.4602403166831,306.78914026397024,324.14929099549374,320.3137530718161,3.8355379236776344,2.939059430567004,-2.4487021503096997,-2.4487021503096997,-2.4487021503096997,-2.4487021503096997,2.4487021503096997,-2.4487021503096997,-2.4487021503096997,-2.4487021503096997,-2.4487021503096997,7.100006103515625,3.6910018920898353,328.0799865722656,320.4574072265625,321.1640075683594,321.87060791015625,0.0,1.0057032316438135,1.0059440348429276,1.1093807483086342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23565080755068862,1
2024-01-31,326.5799865722656,326.5899963378906,319.489990234375,319.5,319.5,832400.0,-2.4487021503096997,1.1417841411025216,1.2043287699172203,0.9364554295451993,1.2229289240810715,325.69199829101564,325.8519989013672,316.9516672770182,317.1901667277018,302.5520001220703,324.4257909447251,323.96492447543335,319.4846775332034,313.6582652243328,307.0408404567629,323.4340154577254,320.25347506649643,3.1805403912289876,2.987355622699401,-1.7683861960827465,1.7683861960827465,-1.7683861960827465,1.7683861960827465,-1.7683861960827465,1.7683861960827465,1.7683861960827465,1.7683861960827465,1.7683861960827465,6.410003662109318,3.826002502441395,326.5899963378906,319.959782409668,320.69798278808594,321.4361831665039,1.0,0.9995089776619722,1.0014225813798763,1.286050282715662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4487021503096997,1
2024-02-01,319.5,325.2099914550781,318.7999877929688,325.1499938964844,325.1499938964844,533100.0,1.7683861960827465,1.5485132671780726,1.2701800059894377,1.0056027167730965,0.929241342612961,325.0039978027344,326.26999816894534,317.2913340250651,317.6189997355143,302.97850006103516,324.6671919286449,324.1803916428971,319.8501818147054,314.03504321358366,307.39943755457915,323.6980121406114,320.6161801650141,3.0818319755973107,3.006250893278983,-0.7596497822754016,0.7596497822754016,-0.7596497822754016,0.7596497822754016,-0.7596497822754016,0.7596497822754016,0.7596497822754016,0.7596497822754016,0.7596497822754016,5.269989013671875,3.9605010986328013,325.2099914550781,318.1727908325196,318.93799133300786,319.70319183349613,1.0,0.9961197769537014,1.0015016339615137,1.2631031965241202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7683861960827465,1
2024-02-02,324.7200012207031,329.989990234375,324.7200012207031,327.6199951171875,327.6199951171875,568900.0,0.7596497822754016,1.5606695948623823,1.1796908880469787,1.0103088953844728,0.9095617474151589,325.30799560546876,326.40399780273435,317.7796671549479,318.0029998779297,303.41959991455076,325.6514596581591,324.80577409276805,320.3514600922849,314.4804514727182,307.79984463502683,324.3013941370077,321.1349812725825,3.16641286442524,3.038283287508235,0.7081397224820914,-0.7081397224820914,0.7081397224820914,-0.7081397224820914,0.7081397224820914,-0.7081397224820914,-0.7081397224820914,-0.7081397224820914,-0.7081397224820914,2.97998046875,3.8654998779296816,329.989990234375,316.49688903808595,317.28898925781255,318.0810894775391,0.0,0.9966421912579393,1.0026036654297579,1.1676536685327785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7596497822754016,1
2024-02-05,326.6000061035156,326.6099853515625,323.6300048828125,325.2999877929688,325.2999877929688,670400.0,-0.7081397224820914,1.5989433023348838,1.1967537142543683,1.0037320427293581,0.9159080366590192,325.0179931640625,326.43499755859375,318.30999959309895,318.34166615804037,303.85959991455076,325.5343023697624,324.8956311291681,320.670719943942,314.83519036846405,308.14638212330294,324.45502393023247,321.44350027409257,3.0115236561399,3.032931361234568,-0.02459793816365544,0.02459793816365544,-0.02459793816365544,0.02459793816365544,-0.02459793816365544,0.02459793816365544,0.02459793816365544,0.02459793816365544,-0.02459793816365544,5.5,3.919999694824213,326.6099853515625,321.4858905029297,322.2589904785156,323.0320904541016,1.0,0.995659152955017,1.0019657735574177,1.1923039848365742,0.0,0.0,1.0,0.007556004,0.007556004,0.986726284,0.986726284,-0.7081397224820914,1
2024-02-06,324.9100036621094,326.9599914550781,321.4599914550781,325.3800048828125,325.3800048828125,706500.0,0.02459793816365544,1.5913400976357428,1.0979945481798203,0.9800699420161537,0.900674888076538,324.5899963378906,326.0259979248047,318.80433349609376,318.6114995320638,304.31260009765623,325.48286987411245,324.9836990843762,320.97454477870787,315.18092199188527,308.4876419799269,324.5973286921678,321.7350932080718,2.8622354840960043,2.9987921858068556,-0.7836952961774912,0.7836952961774912,0.7836952961774912,0.7836952961774912,-0.7836952961774912,0.7836952961774912,0.7836952961774912,0.7836952961774912,-0.7836952961774912,2.58001708984375,3.878500366210929,326.9599914550781,317.98598602294925,318.7699859619141,319.5539859008789,1.0,0.9955954384127205,1.0015359871622564,1.120322643423874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02459793816365544,1
2024-02-07,328.5,328.9200134277344,326.3399963378906,327.9299926757812,327.9299926757812,543400.0,0.7836952961774912,0.9272306580995746,1.129945230866007,0.9816934683987951,0.9046397804047493,326.2759948730469,325.98399658203124,319.40699971516926,318.93033294677736,304.7436001586914,326.2985774746687,325.519388828268,321.4232833527126,315.59892430939004,308.87263902340914,325.11004622810833,322.19397465012435,2.9160715779839848,2.9822480642422815,0.1280802113607498,0.1280802113607498,0.1280802113607498,0.1280802113607498,-0.1280802113607498,0.1280802113607498,0.1280802113607498,0.1280802113607498,-0.1280802113607498,4.240020751953125,3.935501098632804,328.9200134277344,318.4272906494141,319.2029907226563,319.97869079589844,1.0,1.0008957442514888,1.0023936781437366,1.1510163480144366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7836952961774912,1
2024-02-08,330.0,330.3900146484375,326.1499938964844,328.3500061035156,328.3500061035156,941500.0,0.1280802113607498,0.6153321888494503,1.1305120982692636,0.967261656222687,0.9010444592936341,326.91599731445314,325.9599975585937,320.01866658528644,319.2191665649414,305.19500030517577,326.9823870176177,326.0340465146767,321.87016869147413,316.01699256493515,309.258329460639,325.6085015935556,322.6499769800052,2.9585246135504235,2.97750337410391,0.7735673816680582,0.7735673816680582,0.7735673816680582,0.7735673816680582,-0.7735673816680582,0.7735673816680582,0.7735673816680582,0.7735673816680582,-0.7735673816680582,9.829986572265625,4.262001037597647,330.3900146484375,320.2619110107422,321.04901123046875,321.83611145019535,1.0,1.0029328744723884,1.0029087161696113,1.168775884990723,0.0,0.0,1.0,0.041146968,0.041146968,0.662861347,0.662861347,0.1280802113607498,1
2024-02-09,323.8200073242188,333.0,323.1700134277344,330.8900146484375,330.8900146484375,1203300.0,0.7735673816680582,0.6185335856163598,1.120359985026361,0.968873899647691,0.9024255806272573,327.57000122070315,326.4389984130859,320.7009999593099,319.57333323160805,305.6299005126953,328.2849295612243,326.91694981172407,322.4520942370847,316.5046326332467,309.68667966237757,326.42104206353747,323.26035014062984,3.160691922907631,3.0141410838646543,-3.263929956309388,-3.263929956309388,-3.263929956309388,-3.263929956309388,3.263929956309388,-3.263929956309388,-3.263929956309388,-3.263929956309388,-3.263929956309388,11.25,4.691001892089835,333.0,321.0136123657227,321.8660125732422,322.71841278076175,0.0,1.0034646681711294,1.0041844870701506,1.156352736340358,0.0,2.0,1.0,0.002724522,0.001933952,0.998240352,0.5084130765,0.7735673816680582,-1
2024-02-12,330.0,330.7999877929688,319.5499877929688,320.0899963378906,320.0899963378906,907100.0,-3.263929956309388,1.688183693163827,1.5549594146580406,1.2430541609671126,0.9970011765998904,326.5280029296875,325.772998046875,321.0016662597656,319.7038330078125,305.97280059814454,325.55328515344644,325.67568554375435,322.29970082423347,316.6221855415956,309.8926859331798,325.44703502882254,323.0255091182047,2.421525910617845,2.8956180492152925,-0.2717970343156627,-0.2717970343156627,-0.2717970343156627,-0.2717970343156627,0.2717970343156627,0.2717970343156627,-0.2717970343156627,-0.2717970343156627,0.2717970343156627,6.920013427734375,4.883502197265616,330.7999877929688,322.67979583740237,323.6179962158203,324.5561965942383,0.0,1.0023175796868955,0.9996241647880358,1.2509184744197,0.0,0.0,1.0,0.001302409,0.001302409,0.99798584,0.99798584,3.263929956309388,1
2024-02-13,319.75,321.760009765625,314.8399963378906,319.2200012207031,319.2200012207031,747500.0,-0.2717970343156627,1.6786391418924478,1.5476170283740807,1.243870520783201,0.9951865431633671,325.29600219726564,324.9429992675781,321.20599975585935,319.78883310953773,306.30760070800784,323.44219050919867,324.501924757745,322.10101052723155,316.7073598261565,310.077385245804,324.4890298275734,322.7436196443157,1.745410183257718,2.665576476023778,0.05325901481243047,0.05325901481243047,0.05325901481243047,0.05325901481243047,-0.05325901481243047,-0.05325901481243047,0.05325901481243047,0.05325901481243047,-0.05325901481243047,3.769989013671875,4.964501953124992,321.760009765625,320.05628295898447,321.0329833984376,322.0096838378907,1.0,1.0010863533926972,0.9967342743826945,1.2441946348239092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2717970343156627,1
