Date_TDY_L01d,Open_TDY_L01d,High_TDY_L01d,Low_TDY_L01d,Close_TDY_L01d,Adj Close_TDY_L01d,Volume_TDY_L01d,Daily_Return_TDY_L01d,Vol5_TDY_L01d,Vol10_TDY_L01d,Vol20_TDY_L01d,Vol60_TDY_L01d,SMA5_TDY_L01d,SMA10_TDY_L01d,SMA30_TDY_L01d,SMA60_TDY_L01d,SMA100_TDY_L01d,EMA5_TDY_L01d,EMA10_TDY_L01d,EMA30_TDY_L01d,EMA60_TDY_L01d,EMA100_TDY_L01d,Short12_TDY_L01d,Long26_TDY_L01d,MACD_TDY_L01d,SIGNAL9_TDY_L01d,Ret5/10_TDY_L01d,Ret10/30_TDY_L01d,Ret30/60_TDY_L01d,Ret30/100_TDY_L01d,Emaret5/10_TDY_L01d,Emaret10/30_TDY_L01d,Emaret30/60_TDY_L01d,Emaret30/100_TDY_L01d,RetMACD_TDY_L01d,DayRange_TDY_L01d,average20r_TDY_L01d,PRVHI_TDY_L01d,HitLevel_TDY_L01d,hitlevel_2_TDY_L01d,hitlevel_1.8_TDY_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,441.3800048828125,445.3800048828125,437.5799865722656,438.2999877929688,438.2999877929688,310500.0,-1.790320329599945,1.1497514378467488,1.1325579252542701,1.0394428665393982,1.1528384176486768,441.602001953125,434.4530029296875,415.57000020345055,402.07249806722007,404.83219970703124,439.8452419999686,435.13161776979916,419.67544510107075,410.65571788307415,407.4372396075253,433.1947633893931,421.9682159854822,11.2265474039109,10.108561301284333,0.23728235772004325,0.23728235772004325,0.23728235772004325,-0.23728235772004325,-0.23728235772004325,0.23728235772004325,0.23728235772004325,0.23728235772004325,0.23728235772004325,8.52001953125,7.726501464843741,445.3800048828125,431.5393029785156,433.05300292968747,434.56670288085934,1.0,1.0164551723091542,1.0108326401430638,1.089581699689641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1
2024-01-03,435.7200012207031,441.8200073242188,433.2999877929688,439.3399963378906,439.3399963378906,309200.0,0.23728235772004325,1.0839286481107713,1.128579164438839,1.0385945089007342,1.1495565969418526,441.9739990234375,435.7900024414063,417.1983337402344,402.7044977823893,405.38719970703124,439.676826779276,435.89677750945214,420.94412582602695,411.59618602913366,408.0689773645622,434.14018384300806,423.25501453010503,10.885169312903031,10.263882903608073,-0.26175488370514455,-0.26175488370514455,-0.26175488370514455,0.26175488370514455,0.26175488370514455,-0.26175488370514455,-0.26175488370514455,-0.26175488370514455,-0.26175488370514455,4.949981689453125,7.603001403808586,441.8200073242188,428.3817016601563,429.927001953125,431.47230224609376,0.0,1.014190313103529,1.0086718908348478,1.0866407965446938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23728235772004325,-1
2024-01-04,440.6000061035156,443.1099853515625,438.1600036621094,438.1900024414062,438.1900024414062,251000.0,-0.26175488370514455,0.9671142439544262,1.1345281159957266,0.9157985215131709,1.1169423655094637,441.2659973144531,436.727001953125,418.7720001220703,403.1659978230794,405.9351995849609,439.18121866665274,436.3137274970801,422.0567630270192,412.4681144360934,408.6654333066779,434.76323285814624,424.3613099309422,10.401922927204055,10.291490908327269,-0.6207355725937131,-0.6207355725937131,-0.6207355725937131,0.6207355725937131,0.6207355725937131,-0.6207355725937131,-0.6207355725937131,-0.6207355725937131,-0.6207355725937131,6.42999267578125,7.663000488281244,443.1099853515625,425.0934042358399,426.61400451660165,428.13460479736335,0.0,1.0103932098107715,1.0065720856091833,1.2388403009443054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26175488370514455,-1
2024-01-05,438.1799926757812,438.9100036621094,432.4800109863281,435.4700012207031,435.4700012207031,165700.0,-0.6207355725937131,0.8889039214074329,0.9942897392891629,0.9440458988355952,1.1209706673101056,439.51799926757815,438.0760009765625,420.19200032552084,403.57349802652993,406.2649996948242,437.94414618466953,436.16032271955703,422.92213323306333,413.2222746585396,409.1962168297279,434.8719664523858,425.184175952406,9.68779049997977,10.17075082665777,1.3387802962140098,1.3387802962140098,1.3387802962140098,-1.3387802962140098,-1.3387802962140098,1.3387802962140098,1.3387802962140098,1.3387802962140098,-1.3387802962140098,6.490020751953182,7.803001403808588,438.9100036621094,426.25138427734373,427.783984375,429.31658447265625,1.0,1.0032916623777635,1.0040898343388733,1.0532218195275669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6207355725937131,1
2024-01-08,435.4700012207031,441.9200134277344,435.4299926757812,441.2999877929688,441.2999877929688,209400.0,1.3387802962140098,1.1475124681923956,1.0236361250046258,0.9676386080545872,1.1317666442915064,438.5199951171875,439.5760009765625,421.7206665039063,404.0519978841146,406.6766995239258,439.0627600541027,437.09480727835916,424.10780126918627,414.14285541704544,409.83193506662377,435.86089281247547,426.3779397924477,9.482953020027765,10.03319126533177,0.6911370671507193,-0.6911370671507193,-0.6911370671507193,0.6911370671507193,0.6911370671507193,-0.6911370671507193,-0.6911370671507193,-0.6911370671507193,0.6911370671507193,3.209991455078125,7.575001525878898,441.9200134277344,421.74340057373047,423.3040008544922,424.8646011352539,0.0,0.9975976717176802,1.0045023476439752,1.0578702797551869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3387802962140098,1
2024-01-09,437.0400085449219,440.1300048828125,436.9200134277344,438.25,438.25,160800.0,-0.6911370671507193,0.8336865611038113,0.9543690979066495,0.9829363618223654,1.120143724519769,438.50999755859374,440.0559997558594,423.0096669514974,404.57333119710285,407.0509994506836,438.7918400360685,437.30484231865745,425.02020118730326,414.9332536000931,410.3946690257005,436.2284477644023,427.25735165967376,8.971096104728531,9.820772233211121,-0.5887020130668853,0.5887020130668853,0.5887020130668853,-0.5887020130668853,-0.5887020130668853,0.5887020130668853,0.5887020130668853,0.5887020130668853,-0.5887020130668853,5.100006103515568,7.322502136230457,440.1300048828125,425.2550100708008,426.7700103759766,428.28501068115236,1.0,0.9964868057744393,1.003400368743979,0.9709368123662124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6911370671507193,1
2024-01-10,438.2799987792969,441.9500122070312,436.8500061035156,440.8299865722656,440.8299865722656,153900.0,0.5887020130668853,0.8725478232803584,0.9277123885758497,0.9501579899045333,1.1176716797188933,438.80799560546876,440.3909973144531,424.4233327229818,405.17749786376953,407.45499938964844,439.4712222148009,437.9457776374953,426.0401873411719,415.7823268122955,410.99734858107803,436.93637681176585,428.2627320235694,8.673644788196441,9.591346744208185,0.1361013552192066,-0.1361013552192066,-0.1361013552192066,0.1361013552192066,0.1361013552192066,-0.1361013552192066,-0.1361013552192066,-0.1361013552192066,0.1361013552192066,4.54998779296875,7.097502136230455,441.9500122070312,424.02050018310547,425.48500061035156,426.94950103759766,0.0,0.9964054630575157,1.0034831813781482,0.9763769798631712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5887020130668853,1
2024-01-11,441.7900085449219,442.0299987792969,437.4800109863281,440.2300109863281,440.2300109863281,114800.0,-0.1361013552192066,0.8623258914971542,0.8740449685171108,0.9471532778096466,1.1102020161954433,439.21599731445315,440.2409973144531,425.92966613769534,405.6929982503255,407.8209994506836,439.72415180531,438.3610927918285,426.95565983440775,416.5838902278375,411.57621318316217,437.4430897616985,429.14919713192194,8.293892629776565,9.33185592132186,-0.05224097926325662,0.05224097926325662,0.05224097926325662,-0.05224097926325662,-0.05224097926325662,0.05224097926325662,0.05224097926325662,0.05224097926325662,-0.05224097926325662,4.200012207031307,6.86050262451171,442.0299987792969,426.33550750732417,427.7550079345703,429.1745083618164,1.0,0.9976717297883372,1.0031094434152457,0.9228125890440843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1361013552192066,1
2024-01-12,443.3200073242188,443.3200073242188,439.1199951171875,440.4599914550781,440.4599914550781,169700.0,0.05224097926325662,0.7700944118684957,0.8502335695805127,0.9477924365704373,1.1102236317758392,440.2139953613281,439.8659973144531,427.30833231608074,406.2001647949219,408.181399230957,439.96943168856603,438.7427107306011,427.8269070357413,417.3667132188946,412.14816918854666,437.9072284837569,429.98703374845206,7.920194735304847,9.049523684118459,-0.88316401178881,-0.88316401178881,-0.88316401178881,0.88316401178881,0.88316401178881,-0.88316401178881,-0.88316401178881,-0.88316401178881,0.88316401178881,3.19000244140625,6.229502868652338,443.3200073242188,426.93689300537113,428.3089935302735,429.6810940551758,0.0,1.0007911455966128,1.0027959916551596,0.8970672657581665,0.0,0.0,1.0,0.005999656,0.005999656,0.992420018,0.992420018,0.05224097926325662,-1
2024-01-16,438.7699890136719,439.2200012207031,436.0299987792969,436.5700073242188,436.5700073242188,165600.0,-0.88316401178881,0.5909152174299689,0.860486755185703,0.929061337486807,1.054043211729486,439.26799926757815,438.8939971923828,428.4286661783854,406.8288314819336,408.484499206543,438.83629023378364,438.3476737476225,428.39097802209477,417.9963294190691,412.6317699437085,437.7015021515203,430.4746614207311,7.226840730789206,8.684987093452609,-2.556291883290428,-2.556291883290428,-2.556291883290428,2.556291883290428,2.556291883290428,-2.556291883290428,-2.556291883290428,-2.556291883290428,2.556291883290428,12.339996337890625,6.475503540039054,439.2200012207031,429.6151010131837,430.86100158691414,432.1069021606446,0.0,1.0008521467087448,1.0011146779495457,0.9261893918795455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88316401178881,1
