Date_ENPH_L01d,Open_ENPH_L01d,High_ENPH_L01d,Low_ENPH_L01d,Close_ENPH_L01d,Adj Close_ENPH_L01d,Volume_ENPH_L01d,Daily_Return_ENPH_L01d,Vol5_ENPH_L01d,Vol10_ENPH_L01d,Vol20_ENPH_L01d,Vol60_ENPH_L01d,SMA5_ENPH_L01d,SMA10_ENPH_L01d,SMA30_ENPH_L01d,SMA60_ENPH_L01d,SMA100_ENPH_L01d,EMA5_ENPH_L01d,EMA10_ENPH_L01d,EMA30_ENPH_L01d,EMA60_ENPH_L01d,EMA100_ENPH_L01d,Short12_ENPH_L01d,Long26_ENPH_L01d,MACD_ENPH_L01d,SIGNAL9_ENPH_L01d,Ret5/10_ENPH_L01d,Ret10/30_ENPH_L01d,Ret30/60_ENPH_L01d,Ret30/100_ENPH_L01d,Emaret5/10_ENPH_L01d,Emaret10/30_ENPH_L01d,Emaret30/60_ENPH_L01d,Emaret30/100_ENPH_L01d,RetMACD_ENPH_L01d,DayRange_ENPH_L01d,average20r_ENPH_L01d,PRVHI_ENPH_L01d,HitLevel_ENPH_L01d,hitlevel_2_ENPH_L01d,hitlevel_1.8_ENPH_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,130.6600036621094,135.6499938964844,128.6699981689453,131.2400054931641,131.2400054931641,3039300.0,-0.6810911916462609,1.7106070450187818,3.964497561900274,4.4153244126660365,4.8514209647409805,134.22799987792968,132.63400115966797,113.75933354695638,105.81233355204265,113.34980018615722,132.63602387903762,129.9911616884453,117.72476713597263,114.37008021411015,120.75219475567779,128.486275176373,119.39986126588876,9.08641391048424,8.498951949262858,-6.56050585139191,-6.56050585139191,-6.56050585139191,6.56050585139191,6.56050585139191,-6.56050585139191,-6.56050585139191,-6.56050585139191,-6.56050585139191,7.780006408691392,6.2455001831054755,135.6499938964844,122.64439704895018,123.8539970397949,125.06359703063964,0.0,1.0120180248226305,1.020346477069967,0.8978949656626597,0.0,1.0,1.0,0.024970993,0.013485342,0.993874609,0.5356709955,,-1
2024-01-03,126.8199996948242,127.3000030517578,119.5199966430664,122.629997253418,122.629997253418,6025500.0,-6.56050585139191,2.4892350276170347,4.578189317580958,4.72784357556096,4.9211608850684865,131.28600006103517,132.49400100708007,114.75166676839193,105.87016677856445,113.21150009155274,129.30068167049774,128.65276815480394,118.04123359516267,114.6408971662186,120.78937896355383,127.58530934207222,119.63913059829832,7.946178743773899,8.388397308165066,3.718500905753461,-3.718500905753461,-3.718500905753461,3.718500905753461,3.718500905753461,-3.718500905753461,-3.718500905753461,-3.718500905753461,3.718500905753461,3.9199981689453125,6.202500152587896,127.3000030517578,121.90989349365236,123.15899353027345,124.40809356689455,0.0,0.9908825989338162,1.005036141273806,0.9683461909032713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56050585139191,1
2024-01-04,120.2200012207031,121.5199966430664,117.5999984741211,118.0699996948242,118.0699996948242,3928200.0,-3.718500905753461,2.494208503326233,3.377175467782818,4.828513504047965,4.946408175516284,127.7739990234375,130.7690002441406,115.40400009155273,105.84216677347818,113.04020011901855,125.5571210119399,126.72862843480762,118.04308947256018,114.75332675732041,120.73552986912354,126.12141555018792,119.52289867952247,6.598516870665449,8.030421220665144,2.2698401898050413,-2.2698401898050413,-2.2698401898050413,2.2698401898050413,2.2698401898050413,2.2698401898050413,-2.2698401898050413,-2.2698401898050413,2.2698401898050413,5.350006103515597,6.235500335693366,121.5199966430664,113.65450271606443,114.89500274658201,116.13550277709959,0.0,0.9770970091144571,0.9907557792005113,0.6994234281319864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.718500905753461,-1
2024-01-05,115.1800003051758,119.870002746582,114.5199966430664,115.3899993896484,115.3899993896484,4182400.0,-2.2698401898050413,2.2452927701860497,3.086366315709183,4.806069526640854,4.91302739993503,123.89400024414063,129.50800018310548,115.9730000813802,105.669500096639,112.80820014953613,122.16808047117607,124.66705951750593,117.87192237043685,114.77420126985575,120.62967778042106,124.47042844856645,119.21675799138366,5.253670457182793,7.475071067968674,-0.5286425284497644,0.5286425284497644,0.5286425284497644,-0.5286425284497644,-0.5286425284497644,-0.5286425284497644,0.5286425284497644,0.5286425284497644,-0.5286425284497644,4.25,6.3190006256103555,119.870002746582,107.801895904541,109.04899597167967,110.29609603881835,1.0,0.9566513270915505,0.9799547766988204,0.6421809544370788,0.0,0.0,2.0,0.00692817,0.0046017415,0.993406415,0.980647266,2.2698401898050413,1
2024-01-08,119.4400024414062,119.6500015258789,115.4000015258789,116.0,116.0,4657600.0,0.5286425284497644,2.761269028836535,2.4811629309688827,4.805988887277255,4.904347402498231,120.66600036621094,127.72200012207031,116.49966684977214,105.4593334197998,112.62260017395019,120.11205364745072,123.09123051432303,117.75115318524738,114.81439139215556,120.53800099268994,123.16728561032545,118.97847962165154,4.188805988673906,6.817818052109721,-0.9137909987877646,0.9137909987877646,0.9137909987877646,-0.9137909987877646,-0.9137909987877646,-0.9137909987877646,0.9137909987877646,0.9137909987877646,-0.9137909987877646,5.080001831054702,6.232000732421875,119.6500015258789,105.96820137023921,107.23200149536129,108.49580162048336,1.0,0.9447550167620644,0.9757970015051101,0.516264808172401,2.0,1.0,2.0,0.886479437,0.3086352992,0.995272577,0.4934786707999999,0.5286425284497644,1
2024-01-09,114.2200012207031,118.2099990844727,113.129997253418,117.0599975585938,117.0599975585938,2788900.0,0.9137909987877646,3.1009536275929133,2.548210291081284,4.694025538802588,4.889070146001403,117.82999877929687,126.02899932861328,117.06100006103516,105.3340000152588,112.464400100708,119.09470161783176,121.99464270419044,117.70656249965683,114.88801782384205,120.46912963755933,122.22770283313596,118.83636983920283,3.3913329939331334,6.132521040474403,-0.41004900644494796,0.41004900644494796,0.41004900644494796,-0.41004900644494796,-0.41004900644494796,-0.41004900644494796,0.41004900644494796,0.41004900644494796,-0.41004900644494796,3.6299972534178977,6.158500671386715,118.2099990844727,105.93959991455078,107.18600006103516,108.43240020751954,1.0,0.9349435400344805,0.9762289472547546,0.5428624684754727,0.0,0.0,1.0,0.012409889,0.012409889,0.986616015,0.986616015,0.9137909987877646,1
2024-01-10,117.0100021362305,117.6399993896484,114.0100021362305,117.5400009155273,117.5400009155273,2771000.0,0.41004900644494796,2.051887872461154,2.271494651048647,4.694375122188754,4.888617525840536,116.81199951171875,124.04899978637695,117.71899998982748,105.22950007120768,112.32540008544922,118.57646805039695,121.18470783352441,117.69581659100331,114.9749680891432,120.4111270886082,121.50651792273463,118.74034251152317,2.7661754112114636,5.459251914621816,2.7650161431729816,-2.7650161431729816,-2.7650161431729816,2.7650161431729816,2.7650161431729816,2.7650161431729816,-2.7650161431729816,-2.7650161431729816,2.7650161431729816,5.669998168945298,6.144500732421873,117.6399993896484,104.66129760742193,105.89299774169928,107.12469787597661,0.0,0.9416601481098522,0.9784771541743494,0.4838758283955718,0.0,0.0,1.0,0.10164129,0.10164129,0.896145642,0.896145642,0.41004900644494796,1
2024-01-11,116.1800003051758,116.4899978637695,110.8199996948242,114.2900009155273,114.2900009155273,4056800.0,-2.7650161431729816,1.735987129820568,2.30164808707256,4.6572322325705455,4.889297174297737,116.05599975585935,121.91499938964844,118.22533340454102,105.01583340962728,112.16490013122558,117.14764567210707,119.93112475752494,117.47608654742422,114.95251014902465,120.28991666933926,120.39628453701043,118.41068757848643,1.985596958523999,4.7645209234022525,3.5611161625874654,-3.5611161625874654,-3.5611161625874654,3.5611161625874654,3.5611161625874654,3.5611161625874654,-3.5611161625874654,-3.5611161625874654,3.5611161625874654,7.550003051757798,5.868000793457027,116.4899978637695,104.12209777832027,105.35099792480464,106.57989807128902,0.0,0.9519419295154705,0.9767910199204296,0.4942094300077821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7650161431729816,1
2024-01-12,115.0,117.2300033569336,109.6800003051758,110.2200012207031,110.2200012207031,3757900.0,-3.5611161625874654,2.0980211652199796,2.339727251834693,4.443436929997671,4.904524335920144,115.0220001220703,119.45800018310547,118.53400014241537,104.69883333841959,111.96550010681152,114.83843085497243,118.16546593264823,117.0079520102164,114.79734592186657,120.09051240302963,118.83070248834777,117.80397007050249,1.026732417845281,4.016963222290858,1.3336973366200435,-1.3336973366200435,-1.3336973366200435,1.3336973366200435,1.3336973366200435,1.3336973366200435,-1.3336973366200435,-1.3336973366200435,1.3336973366200435,2.6199951171875,5.4830005645751925,117.2300033569336,103.58039611816405,104.75399627685545,105.92759643554686,0.0,0.9628656092163299,0.9718442689544157,0.5265579974904514,0.0,1.0,1.0,0.008788972,0.005861044,0.994257689,0.601316825,-3.5611161625874654,1
2024-01-16,109.7799987792969,109.9199981689453,107.3000030517578,108.75,108.75,3917400.0,-1.3336973366200435,1.9416367079026065,2.3482842680783103,3.528749939030221,4.878567963583717,113.57200012207029,117.11900024414062,118.79166692097982,104.44733339945475,111.76980003356934,112.80895390331496,116.45356303580309,116.47518091278309,114.59907228508406,119.86594780098945,117.2798251824481,117.13330562083564,0.1465195616124646,3.2428744901551796,2.9425259294181165,2.9425259294181165,-2.9425259294181165,2.9425259294181165,2.9425259294181165,2.9425259294181165,2.9425259294181165,-2.9425259294181165,2.9425259294181165,3.229995727539091,5.370500564575192,109.9199981689453,105.16740211486817,106.26400222778321,107.36060234069825,0.0,0.9697145628405602,0.9687033265665936,0.6654719967841277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3336973366200435,-1
2024-01-17,105.5100021362305,107.0999984741211,103.870002746582,105.5500030517578,105.5500030517578,4015900.0,-2.9425259294181165,1.5933916334120783,2.326246388157819,3.4690069495373836,4.822724268608791,111.27000122070311,114.55,118.75933380126953,104.27483342488607,111.5217000579834,110.38930361946257,114.47109758415847,115.77033072820082,114.30238149054877,119.58246374654921,115.4752371623419,116.27528320831135,-0.8000460459694523,2.4342903829302536,-1.0516348443943693,-1.0516348443943693,1.0516348443943693,-1.0516348443943693,1.0516348443943693,-1.0516348443943693,-1.0516348443943693,1.0516348443943693,-1.0516348443943693,3.75,5.297000503540037,107.0999984741211,98.10489692687987,99.17899703979492,100.25309715270996,1.0,0.9713662262828731,0.9643421435555382,0.6705799158079059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9425259294181165,-1
