Date_TYL_L01d,Open_TYL_L01d,High_TYL_L01d,Low_TYL_L01d,Close_TYL_L01d,Adj Close_TYL_L01d,Volume_TYL_L01d,Daily_Return_TYL_L01d,Vol5_TYL_L01d,Vol10_TYL_L01d,Vol20_TYL_L01d,Vol60_TYL_L01d,SMA5_TYL_L01d,SMA10_TYL_L01d,SMA30_TYL_L01d,SMA60_TYL_L01d,SMA100_TYL_L01d,EMA5_TYL_L01d,EMA10_TYL_L01d,EMA30_TYL_L01d,EMA60_TYL_L01d,EMA100_TYL_L01d,Short12_TYL_L01d,Long26_TYL_L01d,MACD_TYL_L01d,SIGNAL9_TYL_L01d,Ret5/10_TYL_L01d,Ret10/30_TYL_L01d,Ret30/60_TYL_L01d,Ret30/100_TYL_L01d,Emaret5/10_TYL_L01d,Emaret10/30_TYL_L01d,Emaret30/60_TYL_L01d,Emaret30/100_TYL_L01d,RetMACD_TYL_L01d,DayRange_TYL_L01d,average20r_TYL_L01d,PRVHI_TYL_L01d,HitLevel_TYL_L01d,hitlevel_2_TYL_L01d,hitlevel_1.8_TYL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,416.5400085449219,419.8900146484375,411.3800048828125,419.5400085449219,419.5400085449219,130000.0,0.5584758604935347,1.7796032261319068,1.7022375471529652,1.458371553318025,1.6911316755800287,421.8839965820313,414.56200256347654,412.32566935221354,405.92100118001304,398.1376007080078,419.65280481792894,417.4169173987583,412.8856186622194,407.46499772402404,401.7919698526834,416.75362590406974,413.66458976542503,3.089036138644701,2.246673472397933,1.1012048965749157,1.1012048965749157,1.1012048965749157,1.1012048965749157,-1.1012048965749157,1.1012048965749157,1.1012048965749157,1.1012048965749157,1.1012048965749157,4.730010986328125,6.984501647949216,419.8900146484375,413.65019134521486,415.0819915771484,416.513791809082,1.0,1.017661999829407,1.0053564849098693,1.1672180133245924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5584758604935347,1
2024-01-18,421.6600036621094,424.2300109863281,419.5,424.1600036621094,424.1600036621094,155800.0,1.1012048965749157,1.7416614232689003,1.705291538483294,1.4131930530710155,1.6585432071569846,423.03599853515624,416.2880035400391,412.6996693929037,406.86183471679686,398.62800079345703,421.15520443265575,418.6429330830039,413.61299833963164,408.0123749678957,402.2349012152463,417.89306863607584,414.44202783184613,3.451040804229706,2.4875469387642877,1.4546357169195347,1.4546357169195347,1.4546357169195347,1.4546357169195347,-1.4546357169195347,1.4546357169195347,1.4546357169195347,1.4546357169195347,1.4546357169195347,6.339996337890625,6.905502319335935,424.2300109863281,404.5241110229492,405.92101135253904,407.3179116821289,1.0,1.016209919425334,1.0060009883151515,1.2066939720496914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1012048965749157,1
2024-01-19,426.2200012207031,430.6300048828125,424.2900085449219,430.3299865722656,430.3299865722656,125700.0,1.4546357169195347,1.7068696061385793,1.6073985513019786,1.4244271749744613,1.6643825141806676,424.047998046875,419.1820007324219,413.3483357747396,407.92100118001304,399.14340057373045,424.21346514585906,420.7678518992333,414.69151370947907,408.7440999385308,402.7912395391477,419.8064406262589,415.6189136644698,4.1875269617891036,2.827542943369251,2.275000313806352,2.275000313806352,2.275000313806352,2.275000313806352,-2.275000313806352,2.275000313806352,2.275000313806352,2.275000313806352,2.275000313806352,6.970001220703125,6.845501708984375,430.6300048828125,409.03790588378905,410.41900634765625,411.80010681152345,1.0,1.0116083164495397,1.0081888700172155,1.128452601538438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4546357169195347,1
2024-01-22,434.3399963378906,440.989990234375,434.0199890136719,440.1199951171875,440.1199951171875,196500.0,2.275000313806352,1.93481231797701,1.646259277839032,1.4483347004508236,1.6693585967982223,426.2719970703125,423.11199951171875,414.54400227864585,409.020334370931,399.70210052490233,429.51564180296856,424.2864233934067,416.3320608970732,409.7728178132408,403.53042281792074,422.93160285563255,417.43380858689335,5.497794268739199,3.3615932084432405,0.8815788707303334,0.8815788707303334,0.8815788707303334,0.8815788707303334,-0.8815788707303334,0.8815788707303334,0.8815788707303334,0.8815788707303334,0.8815788707303334,7.699981689453125,7.030000305175781,440.989990234375,415.56990112304686,416.9390014648437,418.30810180664065,1.0,1.0074684659433921,1.012324736595951,1.1366566563147318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.275000313806352,1
2024-01-23,440.6400146484375,445.8699951171875,438.1700134277344,444.0,444.0,193200.0,0.8815788707303334,0.6573609817005096,1.4066009747902748,1.4489645559750755,1.6435460427366708,431.6299987792969,426.0699981689453,415.9393351236979,410.3096674601237,400.22620056152346,434.3437612019791,427.87071004915094,418.11708922629424,410.89502050788866,404.33180058390246,426.17289472399676,419.4016746174939,6.771220106502881,4.043518588055169,-1.060808886278857,-1.060808886278857,-1.060808886278857,-1.060808886278857,1.060808886278857,-1.060808886278857,-1.060808886278857,-1.060808886278857,-1.060808886278857,12.600006103515625,7.4050018310546815,445.8699951171875,425.5239895629883,426.92998962402345,428.3359896850586,0.0,1.0130495003972257,1.0151285213051497,0.9707628588911257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8815788707303334,1
2024-01-24,447.9700012207031,451.7099914550781,439.1099853515625,439.2900085449219,439.2900085449219,252000.0,-1.060808886278857,1.232806118643293,1.4760277337935674,1.4827170601939188,1.6509465215582773,435.5799987792969,428.73199768066405,417.14666849772135,411.54316762288414,400.6395007324219,435.9925103162934,429.9469461392911,419.4830840210445,411.8260037222176,405.02404232570484,428.1909122349083,420.8748845380441,7.316027696864182,4.698020409816971,-2.285508058373056,-2.285508058373056,-2.285508058373056,-2.285508058373056,2.285508058373056,-2.285508058373056,-2.285508058373056,-2.285508058373056,-2.285508058373056,13.17999267578125,7.855500793457028,451.7099914550781,429.5789910888672,431.05999145507815,432.5409918212891,0.0,1.0159726848839807,1.0140611864586748,0.9954884673684968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.060808886278857,1
2024-01-25,441.6000061035156,441.6000061035156,428.4200134277344,429.25,429.25,230100.0,-2.285508058373056,1.8773413389648936,1.7073020322087316,1.5908330827199404,1.682109944831206,436.597998046875,429.81699829101564,417.9913350423177,412.6373341878255,400.94770080566406,433.74500687752897,429.82022865941997,420.11320763259,412.39728228870223,405.5037642598493,428.3538488141532,421.495263461152,6.858585353001217,5.130133398453821,0.31916019037565524,0.31916019037565524,0.31916019037565524,0.31916019037565524,-0.31916019037565524,0.31916019037565524,0.31916019037565524,0.31916019037565524,0.31916019037565524,4.269989013671818,7.872000122070307,441.6000061035156,434.42788970947265,435.9989898681641,437.5700900268555,1.0,1.0157764811136394,1.0091312087156765,1.0732125518094315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.285508058373056,1
2024-01-26,429.5299987792969,432.5899963378906,428.3200073242188,430.6199951171875,430.6199951171875,153500.0,0.31916019037565524,1.7606947141159406,1.6390322002272275,1.5888859523259098,1.6783578406251225,436.6559997558594,430.3519989013672,418.7556681315104,413.6848342895508,401.28730072021483,432.7033362907485,429.9656407426504,420.7910648896608,412.99474828307876,406.00111536593516,428.70248670692774,422.1711695097472,6.531317197180556,5.410370158199168,1.3445749409165735,1.3445749409165735,1.3445749409165735,1.3445749409165735,-1.3445749409165735,1.3445749409165735,1.3445749409165735,1.3445749409165735,1.3445749409165735,6.20001220703125,7.929000854492185,432.5899963378906,424.28160583496094,425.856005859375,427.4304058837891,1.0,1.0146484758304493,1.0063672426088965,1.0315606339321652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31916019037565524,1
2024-01-29,432.0899963378906,436.4100036621094,430.2099914550781,436.4100036621094,436.4100036621094,148100.0,1.3445749409165735,1.4922690557885154,1.668873352189353,1.6070031970187906,1.6778021058446881,435.91400146484375,431.09299926757814,419.5540018717448,414.7433344523112,401.7301007080078,433.93889208120214,431.13734309164295,421.79873835885104,413.7624615741945,406.60327156981975,429.8882585461864,423.2258979654777,6.662360580708707,5.660768242701076,-0.9967704834932157,-0.9967704834932157,-0.9967704834932157,-0.9967704834932157,0.9967704834932157,-0.9967704834932157,-0.9967704834932157,-0.9967704834932157,-0.9967704834932157,5.070007324218807,7.934001159667969,436.4100036621094,415.1461944580078,416.73199462890625,418.3177947998047,0.0,1.0111832068844924,1.0064980429889685,1.038500331104095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3445749409165735,1
2024-01-30,434.2699890136719,437.0,431.9299926757812,432.0599975585938,432.0599975585938,136100.0,-0.9967704834932157,1.3978888750175131,1.3966452231812083,1.629373084073727,1.6821766055392837,433.5260009765625,432.5779998779297,420.2826680501302,415.76600087483723,402.14430053710936,433.3125939069994,431.30509844927036,422.4607550814151,414.36238078679776,407.10736515375584,430.22237224040293,423.8802757131159,6.342096527287026,5.797033899618267,-2.154792762857254,-2.154792762857254,-2.154792762857254,-2.154792762857254,2.154792762857254,-2.154792762857254,-2.154792762857254,-2.154792762857254,-2.154792762857254,10.429992675781193,7.741500854492185,437.0,418.9552011108398,420.54200134277346,422.12880157470704,0.0,1.0021915148225298,1.004654467255191,0.8571672361797845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9967704834932157,1
2024-01-31,430.6799926757812,432.0,421.5700073242188,422.75,422.75,146700.0,-2.154792762857254,1.574989059948503,1.6020673865457429,1.6120798640191174,1.208725097045597,430.21799926757814,432.8989990234375,420.69366760253905,416.0493342081706,402.46270050048827,429.791729271333,429.74962600394844,422.47941604390445,414.63738469542733,407.41712029922604,429.0727765111102,423.79655158621847,5.2762249248917215,5.692872104672958,-1.639264973573316,1.639264973573316,1.639264973573316,1.639264973573316,-1.639264973573316,1.639264973573316,1.639264973573316,1.639264973573316,-1.639264973573316,9.980010986328125,7.941001892089841,432.0,419.9686981201172,421.5169982910156,423.06529846191404,1.0,0.9938068700507339,1.0000979716207692,0.9937890933961472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.154792762857254,1
2024-02-01,422.5899963378906,431.1300048828125,421.1499938964844,429.6799926757812,429.6799926757812,134900.0,1.639264973573316,1.5991428388083153,1.6482533802427215,1.6389464875275217,1.1812007524996773,430.3039978027344,433.4509979248047,421.067333984375,416.2731674194336,402.8378002929687,429.7544837394824,429.7369653988271,422.94396937499334,415.13058495707827,407.8579692571777,429.16619438259806,424.2323620372972,4.933832345300857,5.541064152798538,-0.27462127534331826,0.27462127534331826,0.27462127534331826,0.27462127534331826,-0.27462127534331826,0.27462127534331826,0.27462127534331826,0.27462127534331826,-0.27462127534331826,6.59002685546875,7.829002380371094,431.1300048828125,414.52979583740233,416.1179962158203,417.7061965942383,1.0,0.992739663451839,1.0000407652635583,1.0056785824223218,0.0,0.0,1.0,0.002857422,0.002857422,0.989514947,0.989514947,1.639264973573316,1
2024-02-02,428.6400146484375,433.9200134277344,427.3299865722656,430.8599853515625,430.8599853515625,201600.0,0.27462127534331826,1.5972543695164407,1.5848280777516939,1.5930084451614293,1.1754540392331514,430.35199584960935,433.5039978027344,421.6096669514974,416.57550048828125,403.269700012207,430.1229842768425,429.941150844779,423.45468008315913,415.6463030027991,408.31345472439324,429.4267776085926,424.7232970976131,4.703480510979489,5.3735474244347285,0.805359239914948,-0.805359239914948,-0.805359239914948,-0.805359239914948,0.805359239914948,-0.805359239914948,-0.805359239914948,-0.805359239914948,0.805359239914948,7.8599853515625,7.893501281738284,433.9200134277344,413.9061996459961,415.4720001220703,417.03780059814454,0.0,0.9927290129523573,1.0004229263277225,0.9948648311096013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27462127534331826,1
2024-02-05,428.4299926757812,429.6499938964844,421.7900085449219,427.3900146484375,427.3900146484375,117200.0,-0.805359239914948,1.4329247919878016,1.3854331953078427,1.6109672178314394,1.1801836487483588,428.547998046875,432.2309997558594,422.22166748046874,416.8383341471354,403.72050018310546,429.2119944007075,429.47730789998957,423.7085726357578,416.03134272888553,408.6912083862555,429.11342946087643,424.9208317310075,4.192597729868908,5.137357485521565,-0.7323461611074441,0.7323461611074441,0.7323461611074441,0.7323461611074441,-0.7323461611074441,-0.7323461611074441,0.7323461611074441,0.7323461611074441,-0.7323461611074441,5.790008544921875,7.585502624511724,429.6499938964844,416.55431060791017,418.1330108642578,419.71171112060546,1.0,0.9914790893964924,0.9993822409370605,0.8600008615773117,0.0,0.0,1.0,0.001546843,0.001546843,0.99401772,0.99401772,-0.805359239914948,1
2024-02-06,429.9800109863281,431.3800048828125,425.5899963378906,430.5199890136719,430.5199890136719,128300.0,0.7323461611074441,1.4638104088457353,1.3722189680925254,1.446498719742186,1.177258986136126,428.2399963378906,430.88299865722655,422.8226674397786,417.0855005900065,404.2396002197266,429.647992605029,429.6668862842954,424.14801885368774,416.50638031199327,409.12346146798654,429.3298232382296,425.335584122316,3.994239115913615,4.9087338115999755,-1.2450097570197627,1.2450097570197627,1.2450097570197627,1.2450097570197627,-1.2450097570197627,-1.2450097570197627,1.2450097570197627,1.2450097570197627,-1.2450097570197627,7.119995117187614,7.685502624511725,431.3800048828125,412.9618881225586,414.47898864746094,415.99608917236327,1.0,0.9938660788947988,0.9999560271459833,0.9486485880451386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7323461611074441,1
2024-02-07,433.9200134277344,437.8099975585938,430.6900024414062,435.8800048828125,435.8800048828125,133900.0,1.2450097570197627,0.9477678395242687,1.422841692346882,1.4567120774120612,1.1838651962016844,430.8659973144531,430.5419982910156,423.51866760253904,417.46216735839846,404.78420013427734,431.72533003095685,430.7965442112985,424.9049211781474,417.1415811175939,409.6532940108544,430.33754349124234,426.11665232679724,4.220891164445106,4.771165282169002,-0.1674798059443884,-0.1674798059443884,-0.1674798059443884,-0.1674798059443884,0.1674798059443884,-0.1674798059443884,-0.1674798059443884,-0.1674798059443884,0.1674798059443884,3.389984130859375,7.556501770019534,437.8099975585938,414.4718991088867,416.0089996337891,417.5461001586914,0.0,1.0007525375566695,1.002155973236412,0.9767487442505783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2450097570197627,1
2024-02-08,434.8800048828125,437.8999938964844,434.510009765625,435.1499938964844,435.1499938964844,142800.0,-0.1674798059443884,0.7923400706475606,1.195705902413842,1.4360274666029336,1.1734730515685783,431.9599975585937,431.1319976806641,424.1433339436849,417.73633371988933,405.38190002441405,432.8668846527994,431.5880805176959,425.56589361158854,417.73202088083616,410.1581791571045,431.0779204766642,426.7857887393667,4.292131737297495,4.675358573194701,1.3420651315187362,1.3420651315187362,1.3420651315187362,1.3420651315187362,-1.3420651315187362,1.3420651315187362,1.3420651315187362,1.3420651315187362,-1.3420651315187362,9.290008544921875,7.683001708984378,437.8999938964844,421.18569366455085,422.69699401855473,424.20829437255867,1.0,1.0019205252275034,1.0029630200481199,0.8326483512480466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1674798059443884,1
2024-02-09,437.3099975585938,442.3999938964844,433.1099853515625,440.989990234375,440.989990234375,165700.0,1.3420651315187362,0.9304411027327497,1.2547415464448586,1.4217417710602018,1.1818555631760328,433.9859985351562,432.1689971923828,424.9896667480469,418.1465001424154,405.8901998901367,435.5745865133246,433.2975186480012,426.56099661951026,418.4945772530833,410.7687100695257,432.6028542855428,427.837951813071,4.764902472471761,4.693267353050113,-1.3923182536628844,-1.3923182536628844,-1.3923182536628844,-1.3923182536628844,1.3923182536628844,-1.3923182536628844,-1.3923182536628844,-1.3923182536628844,-1.3923182536628844,6.949981689453182,7.797999572753912,442.3999938964844,420.99739013671876,422.53399047851565,424.0705908203125,0.0,1.0042043768863054,1.0052552063358877,0.882538286477431,0.0,0.0,1.0,0.005974025,0.005974025,0.988121748,0.988121748,1.3420651315187362,1
2024-02-12,440.2900085449219,441.3999938964844,434.4500122070312,434.8500061035156,434.8500061035156,194600.0,-1.3923182536628844,1.1439912590869226,1.2864239650807092,1.4543162782441605,1.1941511666230817,435.4779968261719,432.01299743652345,425.5416666666667,418.40150044759116,406.31220001220703,435.33305971005495,433.57978909445836,427.09577142493004,419.03082082194993,411.24556741673337,432.9485699498463,428.35736324199286,4.5912067078534164,4.672855224010775,-0.7243863061449697,-0.7243863061449697,-0.7243863061449697,-0.7243863061449697,0.7243863061449697,-0.7243863061449697,-0.7243863061449697,-0.7243863061449697,0.7243863061449697,13.279998779296875,7.812500000000005,441.3999938964844,425.2443948364258,426.8039947509765,428.36359466552733,0.0,1.0080205906077109,1.0040437092772667,0.8845558454683924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3923182536628844,1
2024-02-13,423.2099914550781,436.489990234375,423.2099914550781,431.7000122070312,431.7000122070312,246300.0,-0.7243863061449697,1.206666348246943,1.266367676467247,1.3106380758036946,1.196700061245427,435.71400146484376,431.9769989013672,425.9943339029948,418.63533376057944,406.7039001464844,434.1220438757137,433.2380114785625,427.3928192173237,419.44620414605095,411.6506059274323,432.75648414325934,428.60496686903275,4.151517274226592,4.568587634053938,1.952743209962783,1.952743209962783,1.952743209962783,1.952743209962783,-1.952743209962783,1.952743209962783,1.952743209962783,1.952743209962783,-1.952743209962783,8.79998779296875,7.826998901367193,436.489990234375,424.2124938964844,425.7749938964844,427.3374938964844,1.0,1.0086509295008317,1.0020405236238024,0.9662222545233926,0.0,0.0,2.0,0.012905587,0.00760617,0.986379564,0.986122221,-0.7243863061449697,1
2024-02-14,435.7699890136719,441.0299987792969,432.2300109863281,440.1300048828125,440.1300048828125,229800.0,1.952743209962783,1.405472146881856,1.1510928770677598,1.3677211822911446,1.2212861914347997,436.5640014648437,433.7149993896484,427.0586669921875,419.0095006306966,407.26250030517576,436.1246975447467,434.4911011884261,428.21457313122625,420.1243615472562,412.2145544215983,433.8908719493444,429.45867338857204,4.432198560772349,4.54130981939762,0.22265704629951924,0.22265704629951924,0.22265704629951924,0.22265704629951924,-0.22265704629951924,0.22265704629951924,0.22265704629951924,0.22265704629951924,-0.22265704629951924,33.449981689453125,9.262997436523444,441.0299987792969,419.27059265136717,420.8359924316406,422.4013922119141,1.0,1.0065688345554213,1.0037597924372959,0.8416136943492394,0.0,0.0,1.0,0.002809237,0.002809237,0.985795975,0.985795975,1.952743209962783,1
