Date_QCOM_L01d,Open_QCOM_L01d,High_QCOM_L01d,Low_QCOM_L01d,Close_QCOM_L01d,Adj Close_QCOM_L01d,Volume_QCOM_L01d,Daily_Return_QCOM_L01d,Vol5_QCOM_L01d,Vol10_QCOM_L01d,Vol20_QCOM_L01d,Vol60_QCOM_L01d,SMA5_QCOM_L01d,SMA10_QCOM_L01d,SMA30_QCOM_L01d,SMA60_QCOM_L01d,SMA100_QCOM_L01d,EMA5_QCOM_L01d,EMA10_QCOM_L01d,EMA30_QCOM_L01d,EMA60_QCOM_L01d,EMA100_QCOM_L01d,Short12_QCOM_L01d,Long26_QCOM_L01d,MACD_QCOM_L01d,SIGNAL9_QCOM_L01d,Ret5/10_QCOM_L01d,Ret10/30_QCOM_L01d,Ret30/60_QCOM_L01d,Ret30/100_QCOM_L01d,Emaret5/10_QCOM_L01d,Emaret10/30_QCOM_L01d,Emaret30/60_QCOM_L01d,Emaret30/100_QCOM_L01d,RetMACD_QCOM_L01d,DayRange_QCOM_L01d,average20r_QCOM_L01d,PRVHI_QCOM_L01d,HitLevel_QCOM_L01d,hitlevel_2_QCOM_L01d,hitlevel_1.8_QCOM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,142.1900024414062,142.1999969482422,138.7799987792969,140.2299957275391,140.2299957275391,8495800.0,-3.042251957910496,1.6500716748426902,1.4979298472115714,1.3886284539454286,1.561370926036672,144.3800018310547,143.31500091552735,135.62000045776367,125.02966677347818,119.52700012207032,143.17894745666484,142.52752058266606,136.0763548494138,129.20669678828736,124.86699317591673,141.97040315242725,137.33739694722516,4.6330062052020935,5.063008971042756,-1.8754829238770372,-1.8754829238770372,-1.8754829238770372,-1.8754829238770372,1.8754829238770372,-1.8754829238770372,-1.8754829238770372,-1.8754829238770372,1.8754829238770372,1.8999938964843182,2.1959991455077996,142.1999969482422,140.7755958557129,141.21599578857425,141.65639572143556,0.0,1.0074311893990433,1.0045705339666031,1.0787117626429095,0.0,2.0,2.0,0.081596144,0.026800459,0.993228376,0.5152191195,,-1
2024-01-03,138.8899993896484,138.8899993896484,136.9900054931641,137.6000061035156,137.6000061035156,8133300.0,-1.8754829238770372,1.36979525804037,1.5721378207597723,1.4791290058113415,1.5873065417574896,142.80800170898436,142.91000213623047,135.8910006205241,125.47500025431314,119.74690017700195,141.31930033894844,141.63160885918415,136.1746549303236,129.4818872576391,125.11913204577019,141.29803437567162,137.35684947732074,3.9411848983508833,4.838644156504381,1.0392499063513836,-1.0392499063513836,-1.0392499063513836,-1.0392499063513836,1.0392499063513836,1.0392499063513836,-1.0392499063513836,-1.0392499063513836,1.0392499063513836,2.3899993896484943,2.220498657226554,138.8899993896484,137.36879882812502,137.8079986572266,138.24719848632816,0.0,0.999286261103342,0.997794923585552,1.062880799837613,1.0,1.0,2.0,0.986356735,0.2496248025,0.96533072,0.475927512,1.8754829238770372,1
2024-01-04,135.4400024414062,137.3300018310547,134.9400024414062,136.1699981689453,136.1699981689453,6770300.0,-1.0392499063513836,1.1815137861906424,1.5061434787617216,1.5063935763091036,1.596500279098743,140.89800109863282,142.2040023803711,136.1130007425944,125.88116683959962,119.9625001525879,139.60286628228073,140.6385887336862,136.17435449410567,129.70116958259996,125.33796107791227,140.50910572848295,137.26893456558923,3.2401711628937164,4.518949557782248,-0.4112488551986266,0.4112488551986266,0.4112488551986266,0.4112488551986266,-0.4112488551986266,-0.4112488551986266,0.4112488551986266,0.4112488551986266,-0.4112488551986266,2.2200012207032103,2.207498931884764,137.3300018310547,134.00490234375,134.4490020751953,134.8931018066406,1.0,0.9908160019417389,0.9926355741995768,0.9998339759599912,1.0,1.0,0.0,0.988525748,0.514685776,0.240596727,0.1224673515,-1.0392499063513836,-1
2024-01-05,136.1600036621094,138.0700073242188,135.8500061035156,136.7299957275391,136.7299957275391,6826500.0,0.4112488551986266,1.2815150058754556,1.4362328291768314,1.4944267130778597,1.5964562150672563,139.0720001220703,141.83300170898437,136.4366673787435,126.28816680908203,120.18960014343261,138.64524276403353,139.92793545984125,136.21020231561752,129.93162289882747,125.56354592245934,139.9277041898762,137.22901317017812,2.6986910196980887,4.154897850165416,-1.6821495821158456,1.6821495821158456,1.6821495821158456,1.6821495821158456,-1.6821495821158456,-1.6821495821158456,1.6821495821158456,1.6821495821158456,-1.6821495821158456,2.5099945068359943,2.18599853515625,138.0700073242188,132.4735041809082,132.91500396728514,133.3565037536621,1.0,0.980533433307862,0.9908331907306969,0.9610593926140583,0.0,0.0,1.0,0.001201982,0.001201982,0.995857179,0.995857179,-0.4112488551986266,-1
2024-01-08,136.9900054931641,139.1499938964844,136.6399993896484,139.0299987792969,139.0299987792969,7729400.0,1.6821495821158456,1.8618583781047413,1.4716943857237679,1.4565565626896222,1.5949277159904283,137.95199890136718,141.49200134277345,136.8210006713867,126.75333340962727,120.46310012817383,138.77349476912133,139.76467424519683,136.39212466811296,130.2299303047445,125.83020835526801,139.7895956651717,137.36241951159434,2.4271761535773635,3.809353510847806,-0.6185719757623771,0.6185719757623771,0.6185719757623771,0.6185719757623771,-0.6185719757623771,-0.6185719757623771,0.6185719757623771,0.6185719757623771,-0.6185719757623771,3.8099975585937784,2.2369979858398437,139.1499938964844,133.26081054687506,133.69801025390632,134.13520996093754,1.0,0.974980900631758,0.9929082260490472,1.0103928837519311,0.0,3.0,4.0,0.011565865,0.0050961801428571,0.980313599,0.5062490074285714,-1.6821495821158456,-1
2024-01-09,137.5399932861328,140.9499969482422,137.1399993896484,139.8899993896484,139.8899993896484,5856900.0,0.6185719757623771,1.4116159333151808,1.4634706990024515,1.45809222272187,1.5951703339568257,137.88399963378907,141.1320007324219,137.22566731770834,127.22716674804687,120.76050010681152,139.14566297596372,139.7874606350971,136.61779400498622,130.54665388129874,126.10862005891912,139.8050423920143,137.54964765070946,2.2553947413048263,3.49856175693921,0.4146127911824991,-0.4146127911824991,-0.4146127911824991,-0.4146127911824991,0.4146127911824991,0.4146127911824991,-0.4146127911824991,-0.4146127911824991,0.4146127911824991,2.240005493164091,2.222498321533209,140.9499969482422,134.22859832763675,134.6759979248047,135.1233975219727,0.0,0.9769860762847766,0.9954087608701274,1.0036887078860768,2.0,0.0,1.0,0.993113577,0.6672211656666667,0.929701686,0.313734181,-0.6185719757623771,-1
2024-01-10,139.8899993896484,140.0299987792969,137.7899932861328,139.3099975585938,139.3099975585938,5652500.0,-0.4146127911824991,1.0388408511888405,1.3486897378129052,1.3784972821937458,1.5528741816297622,138.2259979248047,140.51699981689453,137.59600067138672,127.73799997965494,121.05280006408691,139.20044117017375,139.70064916664194,136.79148455683188,130.83397662481661,126.37003347475425,139.72888164841112,137.68004394018237,2.0488377082287457,3.2086169471971173,0.20098972378427893,-0.20098972378427893,-0.20098972378427893,-0.20098972378427893,0.20098972378427893,0.20098972378427893,-0.20098972378427893,-0.20098972378427893,0.20098972378427893,3.919998168945284,2.3319984436035184,140.0299987792969,136.06050064086912,136.50500030517577,136.94949996948242,0.0,0.9836959094267939,0.996419429691615,0.9783767840779456,0.0,1.0,0.0,0.018144334,0.018144334,0.058576297,0.058576297,0.4146127911824991,-1
2024-01-11,139.0,139.9499969482422,136.0299987792969,139.0299987792969,139.0299987792969,7374900.0,-0.20098972378427893,0.8238223548719411,1.3351487732435032,1.378436025159659,1.5457970919680952,138.797998046875,139.8479995727539,138.0106674194336,128.21333325703938,121.34210006713867,139.14362703988147,139.5787127325792,136.93590482924898,131.10269866266842,126.62072585702242,139.62136120700893,137.7800405949316,1.8413206120773395,2.935157680173162,-0.8415436806574365,0.8415436806574365,0.8415436806574365,0.8415436806574365,-0.8415436806574365,-0.8415436806574365,0.8415436806574365,0.8415436806574365,-0.8415436806574365,3.5,2.361498260498048,139.9499969482422,134.89960220336917,135.36600189208986,135.83240158081057,1.0,0.9924918373585125,0.9968828649857854,0.9685968364682416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20098972378427893,-1
2024-01-12,142.1199951171875,142.6600036621094,139.1600036621094,140.1999969482422,140.1999969482422,6539600.0,0.8415436806574365,0.8449778109823461,1.3894039558320093,1.3477602635758619,1.5397825030301893,139.49199829101565,139.28199920654296,138.4203338623047,128.67999992370605,121.63730003356933,139.49575034266837,139.69167349906337,137.14649141757113,131.40097073760526,126.8896223142743,139.71038209027557,137.95929662110277,1.751085469172807,2.6983432379730914,0.6562041290806514,0.6562041290806514,0.6562041290806514,0.6562041290806514,-0.6562041290806514,-0.6562041290806514,0.6562041290806514,0.6562041290806514,-0.6562041290806514,3.25,2.3659988403320327,142.6600036621094,134.7547007751465,135.22700042724608,135.6993000793457,1.0,1.00150772594929,0.9985974600240127,1.030898441942233,1.0,2.0,2.0,0.864115417,0.1775636982,0.992787182,0.4049331584,-0.8415436806574365,1
2024-01-16,140.0,141.2299957275391,137.9799957275391,141.1199951171875,141.1199951171875,7483000.0,0.6562041290806514,0.5664143989030779,1.415271583667319,1.2820216419019566,1.5279588723886062,139.90999755859374,138.93099822998047,138.82266693115236,129.18233311971028,121.95379997253418,140.0371652675081,139.9513683387223,137.40284649496576,131.71962727464074,127.17141187472802,139.9272456328774,138.19342243562755,1.7338231972498477,2.505439229828443,-1.2755015981073161,-1.2755015981073161,-1.2755015981073161,-1.2755015981073161,1.2755015981073161,-1.2755015981073161,-1.2755015981073161,-1.2755015981073161,1.2755015981073161,2.2799987792969034,2.374498748779298,141.2299957275391,137.45480621337893,137.92800598144532,138.40120574951175,0.0,1.0070466587088986,1.0006130481595448,1.1039373575376452,0.0,1.0,1.0,0.008132407,0.0057564315,0.951732218,0.503951747,0.6562041290806514,1
