Date_JBL_L01d,Open_JBL_L01d,High_JBL_L01d,Low_JBL_L01d,Close_JBL_L01d,Adj Close_JBL_L01d,Volume_JBL_L01d,Daily_Return_JBL_L01d,Vol5_JBL_L01d,Vol10_JBL_L01d,Vol20_JBL_L01d,Vol60_JBL_L01d,SMA5_JBL_L01d,SMA10_JBL_L01d,SMA30_JBL_L01d,SMA60_JBL_L01d,SMA100_JBL_L01d,EMA5_JBL_L01d,EMA10_JBL_L01d,EMA30_JBL_L01d,EMA60_JBL_L01d,EMA100_JBL_L01d,Short12_JBL_L01d,Long26_JBL_L01d,MACD_JBL_L01d,SIGNAL9_JBL_L01d,Ret5/10_JBL_L01d,Ret10/30_JBL_L01d,Ret30/60_JBL_L01d,Ret30/100_JBL_L01d,Emaret5/10_JBL_L01d,Emaret10/30_JBL_L01d,Emaret30/60_JBL_L01d,Emaret30/100_JBL_L01d,RetMACD_JBL_L01d,DayRange_JBL_L01d,average20r_JBL_L01d,PRVHI_JBL_L01d,HitLevel_JBL_L01d,hitlevel_2_JBL_L01d,hitlevel_1.8_JBL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,122.5800018310547,123.7200012207031,121.3000030517578,123.5,123.5,1342400.0,1.6377235032375557,1.8222518908762217,1.6585418649016792,1.2843400982585167,2.635169190732247,125.55600128173828,126.5990005493164,125.81866658528646,125.8509999593099,123.01919975280762,124.81008104661336,125.97733149878549,126.3315109624955,124.96484138631504,121.43527337823099,126.18195504390116,126.39569859382782,-0.21374354992666156,0.4506270339124009,-0.8825881278466369,0.8825881278466369,-0.8825881278466369,0.8825881278466369,-0.8825881278466369,-0.8825881278466369,-0.8825881278466369,0.8825881278466369,-0.8825881278466369,1.7200012207030966,2.8665008544921924,123.7200012207031,117.33949676513673,117.9249969482422,118.51049713134768,1.0,0.9917613941417189,0.9907344405673224,1.2913572247339753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6377235032375557,-1
2024-01-19,124.5699996948242,125.0299987792969,123.3099975585938,124.5899963378906,124.5899963378906,1233800.0,0.8825881278466369,1.9900228112886995,1.6012526954161321,1.28875253850928,2.636134291071831,124.63000030517578,126.55500030517578,126.16299972534179,125.85699984232585,123.2328997039795,124.73671947703912,125.72508874225915,126.21915518026293,124.95255138472736,121.4977431398084,125.93703831989953,126.2619428711658,-0.3249045512662718,0.29552071687666637,-0.6501366175431607,0.6501366175431607,0.6501366175431607,0.6501366175431607,-0.6501366175431607,-0.6501366175431607,-0.6501366175431607,0.6501366175431607,-0.6501366175431607,2.209999084472699,2.727500534057623,125.0299987792969,117.41369934082027,117.98699951171871,118.56029968261716,1.0,0.9847892221140371,0.9921386473049447,1.2424826703102567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8825881278466369,-1
2024-01-22,125.8600006103516,126.7099990844727,124.5,125.4000015258789,125.4000015258789,1045800.0,0.6501366175431607,2.0758576421590362,1.5445975816095787,1.2336540867376085,2.637247490811447,124.08200073242188,126.41800079345703,126.52999979654948,125.87249984741212,123.36319969177246,124.95781349331905,125.66598197564456,126.16630655739945,124.96722188115855,121.57501558309693,125.8544172746656,126.19809536410752,-0.3436780894419229,0.16768095561294852,1.7783120652302384,1.7783120652302384,-1.7783120652302384,-1.7783120652302384,1.7783120652302384,1.7783120652302384,1.7783120652302384,-1.7783120652302384,1.7783120652302384,3.260002136230497,2.719001007080087,126.7099990844727,119.02949760437014,119.57499771118165,120.12049781799318,0.0,0.9815216183899971,0.9943646763333075,1.252050796260286,0.0,0.0,1.0,0.450002402,0.450002402,0.48627457,0.48627457,-0.6501366175431607,1
2024-01-23,125.9199981689453,126.2300033569336,122.9700012207031,123.1699981689453,123.1699981689453,1019600.0,-1.7783120652302384,2.0079192698493276,1.531641976983188,1.28620349815272,2.6322739526202836,123.63399963378906,125.88300018310547,126.75499979654948,125.89566650390626,123.44089965820312,124.36187505186113,125.21216673806286,125.97299633878951,124.908296513545,121.60659939667808,125.44142971993939,125.97379186816958,-0.5323621482301917,0.027672334844320468,-0.6170351120636093,-0.6170351120636093,0.6170351120636093,0.6170351120636093,-0.6170351120636093,-0.6170351120636093,-0.6170351120636093,0.6170351120636093,-0.6170351120636093,2.4100036621094034,2.736000823974623,126.2300033569336,120.7281968688965,121.27199707031252,121.81579727172854,1.0,0.9821341996453447,0.9932091927777235,1.1908239863932677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7783120652302384,1
2024-01-24,124.6500015258789,125.8000030517578,123.3899993896484,123.9300003051758,123.9300003051758,1135600.0,0.6170351120636093,1.2864243049928266,1.564666726605865,1.2942041891524527,2.6332725299796294,124.11799926757813,125.43900070190428,126.91933314005534,125.92916653951009,123.52249969482422,124.21791680296603,124.97904556844702,125.84119014307251,124.87622122802469,121.6526073354602,125.20890211766807,125.82239990054042,-0.6134977828723436,-0.10056168869901234,-0.2017267807507292,-0.2017267807507292,0.2017267807507292,0.2017267807507292,-0.2017267807507292,-0.2017267807507292,-0.2017267807507292,0.2017267807507292,-0.2017267807507292,1.5599975585938068,2.7505004882812636,125.8000030517578,120.21080154418942,120.75800170898435,121.30520187377927,1.0,0.9894689735494194,0.993909948967692,1.208979803743745,0.0,0.0,1.0,0.001396736,0.001396736,0.993894279,0.993894279,0.6170351120636093,1
2024-01-25,124.5500030517578,125.0,123.4400024414062,124.1800003051758,124.1800003051758,905600.0,0.2017267807507292,1.0862496756731819,1.518450096911621,1.2894466444632173,2.632662934767353,124.25399932861328,124.90500030517578,127.02566655476888,125.95633316040039,123.62009971618653,124.2052779703693,124.8337646114886,125.7340166051437,124.85339431252144,121.70265472099912,125.0506095311308,125.70074067125415,-0.6501311401233494,-0.21047557898387975,0.7730706088850656,0.7730706088850656,-0.7730706088850656,-0.7730706088850656,0.7730706088850656,0.7730706088850656,0.7730706088850656,-0.7730706088850656,0.7730706088850656,2.239997863769503,2.767499923706069,125.0,119.74890197753902,120.29900207519528,120.84910217285153,0.0,0.9947880311038635,0.9949654114567857,1.1775982383076697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017267807507292,-1
2024-01-26,124.620002746582,125.0899963378906,122.8499984741211,123.2200012207031,123.2200012207031,927300.0,-0.7730706088850656,1.0452010834966088,1.5210468096949885,1.2893100205754453,2.624451861422349,123.98000030517578,124.30500030517578,127.12799987792968,126.00299987792968,123.6980997467041,123.87685238714724,124.54035308589124,125.57182206421206,124.79984044065856,121.73270118633978,124.7689774833727,125.51698219343557,-0.7480047100628724,-0.3179814051996783,-0.892710974861027,-0.892710974861027,0.892710974861027,0.892710974861027,-0.892710974861027,-0.892710974861027,-0.892710974861027,0.892710974861027,-0.892710974861027,2.4000015258789062,2.788000106811539,125.0899963378906,118.91150016784665,119.46500015258786,120.01850013732907,1.0,0.9973854631816732,0.9946724039052113,1.1797370573573254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7730706088850656,-1
2024-01-29,122.9700012207031,124.6600036621094,122.2600021362305,124.3199996948242,124.3199996948242,859400.0,0.892710974861027,1.0996932730656417,1.5714576307245278,1.3048481710906714,2.614835248011043,123.76399993896484,123.92300033569336,127.25199991861979,126.02833315531413,123.81369972229004,124.02456815637291,124.50028883296996,125.49105933070317,124.78410795718857,121.78393482017115,124.69990397744215,125.42831682316806,-0.7284128457259129,-0.4000676933049253,-2.6383516629251127,-2.6383516629251127,2.6383516629251127,2.6383516629251127,-2.6383516629251127,-2.6383516629251127,-2.6383516629251127,2.6383516629251127,-2.6383516629251127,2.3299942016601847,2.7479995727539235,124.6600036621094,118.95639610290522,119.51399612426752,120.07159614562983,1.0,0.998716942001906,0.9961789592533775,1.204322208162355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.892710974861027,-1
2024-01-30,127.0,128.4499969482422,126.120002746582,127.5999984741211,127.5999984741211,1067300.0,2.6383516629251127,1.2468222456016982,1.6716029892969748,1.4413732540697652,2.6281904879005387,124.65,124.14199981689453,126.95799992879232,126.07466646830241,123.9728997039795,125.21637826228898,125.06387240408833,125.6271199206011,124.87643223643225,121.89910439747709,125.1460723615466,125.58918213064607,-0.44310976909946476,-0.40867610846383323,-1.8103429359070797,1.8103429359070797,-1.8103429359070797,-1.8103429359070797,1.8103429359070797,-1.8103429359070797,1.8103429359070797,-1.8103429359070797,1.8103429359070797,2.6399993896484943,2.6814998626709183,128.4499969482422,118.61440460205077,119.16400451660155,119.71360443115233,0.0,1.0040920895736718,1.0012194237653853,1.1597294348130496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6383516629251127,-1
2024-01-31,126.25,127.2099990844727,124.5699996948242,125.2900009155273,125.2900009155273,1139200.0,-1.8103429359070797,1.6888822345008536,1.4182449089034843,1.4905411689862658,2.6393769071663398,124.92200012207032,124.51999969482422,126.70399983723958,126.08049977620443,124.13929969787597,125.24091914670176,125.10498667889541,125.60537030737053,124.88999186525504,121.96625086318106,125.16821521600517,125.5670205591558,-0.3988053431506273,-0.40670195540119203,4.828793501599787,-4.828793501599787,4.828793501599787,4.828793501599787,-4.828793501599787,4.828793501599787,-4.828793501599787,4.828793501599787,4.828793501599787,5.909996032714801,2.800499343872083,127.2099990844727,122.55069725036617,123.08699722290035,123.62329719543453,1.0,1.003228400483708,1.0010865471586297,0.9514966365323871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8103429359070797,1
2024-02-01,125.75,131.3399963378906,125.4300003051758,131.3399963378906,131.3399963378906,1629100.0,4.828793501599787,2.65878736293317,1.9917539508699382,1.8464173347531512,2.688424484407272,126.35399932861326,125.30399932861329,126.74166615804036,126.12949981689454,124.37939964294434,127.27394487709805,126.2386247987127,125.97534618030731,125.1014674217349,122.15186958545254,126.11772000398753,125.99464839461763,0.12307160936990158,-0.3007472424469733,-0.09136220537024815,0.09136220537024815,-0.09136220537024815,-0.09136220537024815,0.09136220537024815,-0.09136220537024815,-0.09136220537024815,-0.09136220537024815,-0.09136220537024815,3.350006103515682,2.7674995422363424,131.3399963378906,121.04890052795412,121.60900039672853,122.16910026550295,0.0,1.0083796208072044,1.0082012940178662,1.0787127662751375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.828793501599787,-1
2024-02-02,130.5,132.4900054931641,129.1399993896484,131.2200012207031,131.2200012207031,1332600.0,-0.09136220537024815,2.550452155906572,2.002085686990818,1.7877628582903162,2.6850656261971904,127.95399932861326,125.96699981689453,126.7413330078125,126.1971664428711,124.61539962768555,128.5892969916331,127.14432960271094,126.31371102162318,125.30207508727483,122.33143654852681,126.9026863450207,126.38171156692025,0.5209747781004523,-0.13640283833748817,-0.8687695313544525,0.8687695313544525,-0.8687695313544525,-0.8687695313544525,0.8687695313544525,-0.8687695313544525,-0.8687695313544525,-0.8687695313544525,-0.8687695313544525,3.220001220703125,2.7409996032714985,132.4900054931641,125.25149734497064,125.80499725341791,126.35849716186517,0.0,1.0157739686950316,1.0113647804305332,1.1198832539263426,0.0,1.0,3.0,0.007787972,0.0047600805,0.992749691,0.71839186675,0.09136220537024815,1
2024-02-05,130.3000030517578,131.4199981689453,128.1999969482422,130.0800018310547,130.0800018310547,782100.0,-0.8687695313544525,2.7343579014659336,2.049648366929991,1.78370013952029,2.6861085295867326,129.10599975585936,126.43499984741212,126.79099985758464,126.26016642252604,124.84409965515137,129.08619860477364,127.67808818968253,126.55669752545748,125.45872842313645,122.48487348481449,127.39150411210284,126.65565899389317,0.7358451182096672,0.03804675297194292,-0.2460080871111899,0.2460080871111899,-0.2460080871111899,-0.2460080871111899,0.2460080871111899,-0.2460080871111899,-0.2460080871111899,-0.2460080871111899,-0.2460080871111899,2.7199859619140057,2.7529991149902444,131.4199981689453,126.4598063659668,127.0080062866211,127.5562062072754,0.0,1.021125478796779,1.0110285988383472,1.1490991795746708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8687695313544525,-1
2024-02-06,130.2599945068359,131.1799926757812,128.4600067138672,129.7599945068359,129.7599945068359,811800.0,-0.2460080871111899,2.5865673058986465,1.9232758666683236,1.7612943650315325,2.686374769111373,129.53799896240233,127.09399948120117,126.82466634114583,126.3129997253418,125.06759956359863,129.3107972387944,128.05661661098313,126.76336184683674,125.5997535406348,122.62893528723075,127.75588724975407,126.88560977262966,0.8702774771244037,0.20449289780243507,1.3794764339540748,1.3794764339540748,1.3794764339540748,1.3794764339540748,-1.3794764339540748,1.3794764339540748,1.3794764339540748,1.3794764339540748,1.3794764339540748,2.8999938964844034,2.76149902343751,131.1799926757812,125.36340011596677,125.91399993896482,126.46459976196287,1.0,1.0192298573589438,1.0097939541196945,1.0919673081642383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2460080871111899,-1
2024-02-07,130.0,132.3999938964844,129.5,131.5500030517578,131.5500030517578,743400.0,1.3794764339540748,2.29344546000771,1.941741275876783,1.7848924507483825,2.6892892332170497,130.78999938964841,127.85599975585937,126.94699986775716,126.41166648864746,125.29629959106445,130.05719917644888,128.69177778203306,127.07217740844456,125.79484368854047,122.8055900944491,128.33959737313927,127.23112038589841,1.1084769872408629,0.3852897156901206,3.3295245324320453,3.3295245324320453,3.3295245324320453,3.3295245324320453,-3.3295245324320453,3.3295245324320453,3.3295245324320453,3.3295245324320453,3.3295245324320453,4.610000610351506,2.8999992370605554,132.3999938964844,125.10469482421867,125.65699462890618,126.20929443359367,1.0,1.0229476883321198,1.0106100126826163,1.0878757849318237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3794764339540748,-1
2024-02-08,131.8500061035156,136.1000061035156,131.4900054931641,135.9299926757812,135.9299926757812,1185000.0,3.3295245324320453,1.685104532158753,2.1121823196844436,1.9173589729827119,2.709383345940423,131.70799865722657,129.03099899291993,127.19633305867514,126.53949979146321,125.59499954223632,132.01479700955966,130.0078168536236,127.64364936117596,126.12714365533523,123.06547925447548,129.50735049662265,127.87548129626009,1.6318692003625586,0.6346056126246082,2.8249921309411614,2.8249921309411614,2.8249921309411614,2.8249921309411614,-2.8249921309411614,2.8249921309411614,2.8249921309411614,2.8249921309411614,2.8249921309411614,4.209991455078097,2.98799896240235,136.1000061035156,126.01999557495118,126.59999542236329,127.1799952697754,1.0,1.0207469498430646,1.0154373806476247,1.10161026153525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3295245324320453,-1
2024-02-09,136.4100036621094,140.2599945068359,136.0500030517578,139.7700042724609,139.7700042724609,1291700.0,2.8249921309411614,1.8400600797598656,2.096628531297154,1.9963747545734183,2.72934119464147,133.41799926757812,130.6859992980957,127.60699996948242,126.70949974060059,125.9243995666504,134.59986609719343,131.78276002068495,128.42599483932338,126.57445056081475,123.39626192809895,131.08622030829008,128.75655707227497,2.329663236015108,0.9736171373027083,0.49366990077586387,0.49366990077586387,0.49366990077586387,0.49366990077586387,-0.49366990077586387,0.49366990077586387,0.49366990077586387,0.49366990077586387,0.49366990077586387,3.4000091552733807,3.02249908447266,140.2599945068359,129.52640838623043,130.1240081787109,130.72160797119136,1.0,1.0209050700469504,1.0213768938825254,1.0502179144942945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.8249921309411614,1
2024-02-12,139.8200073242188,142.4400024414062,139.0399932861328,140.4600067138672,140.4600067138672,1515600.0,0.49366990077586387,1.5134950200516086,2.1087446008026536,1.9746575458104791,2.7214351139953834,135.4940002441406,132.29999999999998,128.02300008138022,126.85249977111816,126.25799964904785,136.55324630275135,133.36044123762716,129.20238270219718,127.0297146969804,123.7341578644508,132.52834129376348,129.62347926794848,2.9048620258149924,1.3598661150051652,-1.3242207898655602,-1.3242207898655602,-1.3242207898655602,-1.3242207898655602,1.3242207898655602,-1.3242207898655602,-1.3242207898655602,-1.3242207898655602,-1.3242207898655602,5.779998779296903,3.158998870849615,142.4400024414062,133.61049652099607,134.2149963378906,134.81949615478513,0.0,1.0241421031303146,1.0239411705262367,1.0679039539167992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49366990077586387,-1
2024-02-13,136.7899932861328,140.9799957275391,135.1999969482422,138.6000061035156,138.6000061035156,1349900.0,-1.3242207898655602,1.8694459451391574,2.1891893725787606,1.9262291855641902,2.7271283032794713,137.26200256347653,133.40000076293944,128.39633356730144,126.95033327738444,126.57069969177246,137.23549956967278,134.3130893950614,129.8086809861532,127.40906851358811,124.02853109690751,133.46244357218688,130.2884071816942,3.174036390492688,1.7227001701026698,1.9624827567985348,1.9624827567985348,1.9624827567985348,1.9624827567985348,-1.9624827567985348,1.9624827567985348,1.9624827567985348,1.9624827567985348,1.9624827567985348,2.4799957275390057,3.08849868774414,140.9799957275391,135.49020492553703,136.12200469970696,136.7538044738769,1.0,1.0289505380693371,1.0217581933955486,1.1365155242093115,0.0,0.0,1.0,0.001752035,0.001752035,0.997250736,0.997250736,1.3242207898655602,-1
