Date_JBL_L01d,Open_JBL_L01d,High_JBL_L01d,Low_JBL_L01d,Close_JBL_L01d,Adj Close_JBL_L01d,Volume_JBL_L01d,Daily_Return_JBL_L01d,Vol5_JBL_L01d,Vol10_JBL_L01d,Vol20_JBL_L01d,Vol60_JBL_L01d,SMA5_JBL_L01d,SMA10_JBL_L01d,SMA30_JBL_L01d,SMA60_JBL_L01d,SMA100_JBL_L01d,EMA5_JBL_L01d,EMA10_JBL_L01d,EMA30_JBL_L01d,EMA60_JBL_L01d,EMA100_JBL_L01d,Short12_JBL_L01d,Long26_JBL_L01d,MACD_JBL_L01d,SIGNAL9_JBL_L01d,Ret5/10_JBL_L01d,Ret10/30_JBL_L01d,Ret30/60_JBL_L01d,Ret30/100_JBL_L01d,Emaret5/10_JBL_L01d,Emaret10/30_JBL_L01d,Emaret30/60_JBL_L01d,Emaret30/100_JBL_L01d,RetMACD_JBL_L01d,DayRange_JBL_L01d,average20r_JBL_L01d,PRVHI_JBL_L01d,HitLevel_JBL_L01d,hitlevel_2_JBL_L01d,hitlevel_1.8_JBL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,125.9400024414062,128.9799957275391,125.0100021362305,128.1399993896484,128.1399993896484,2148800.0,0.5808460399580029,0.6147320680205827,1.026522325190855,3.232385493335872,2.738538606353149,127.88399963378906,128.607999420166,125.4163330078125,127.24866612752278,120.56639976501465,127.9708163562931,127.706030472875,126.24647355612676,124.26437817911848,120.16517096124117,127.48561009451294,126.43591961130403,1.0496904832089058,0.8384164072550554,0.616513906110674,-0.616513906110674,0.616513906110674,-0.616513906110674,0.616513906110674,-0.616513906110674,-0.616513906110674,-0.616513906110674,-0.616513906110674,3.5300064086915057,3.4570011138916135,128.9799957275391,122.1343988037109,122.82399902343747,123.51359924316402,0.0,0.9943704918073438,1.0020734015648098,0.3175742272409062,1.0,0.0,0.0,0.996082425,0.996082425,0.001791512,0.001791512,,1
2024-01-03,126.7900009155273,130.3200073242188,126.7900009155273,127.3499984741211,127.3499984741211,2575300.0,-0.616513906110674,0.6238706118154776,0.8534707530566683,3.2148109775401292,2.7381567013570147,127.66399993896485,128.3219985961914,125.28166631062825,127.20533281962076,120.77359977722168,127.76387706223576,127.64129738219246,126.31766871212639,124.36554605764314,120.30744477337741,127.4647467682988,126.50362915669788,0.9611176116009119,0.8629566481242267,1.8217508618939164,-1.8217508618939164,1.8217508618939164,-1.8217508618939164,1.8217508618939164,-1.8217508618939164,-1.8217508618939164,-1.8217508618939164,-1.8217508618939164,4.010002136230497,3.570501327514664,130.3200073242188,121.37459327697754,122.06599349975586,122.75739372253419,0.0,0.9948722848426234,1.0009603449867503,0.2654808506687746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.616513906110674,1
2024-01-04,126.0,126.7799987792969,122.7699966430664,125.0299987792969,125.0299987792969,2256700.0,-1.8217508618939164,0.9613201919944503,0.909427970551526,3.2420189305676086,2.7171216471624415,127.18000030517578,127.70199890136719,125.03533299763997,127.05583279927572,120.9655997467041,126.85258430125614,127.16651581802964,126.234593232589,124.38733139277932,120.40096069428671,127.0901701546062,126.39447135096447,0.6956988036417329,0.829505079227728,-1.3916643051728323,1.3916643051728323,-1.3916643051728323,1.3916643051728323,-1.3916643051728323,-1.3916643051728323,1.3916643051728323,1.3916643051728323,-1.3916643051728323,3.75,3.633501434326189,126.7799987792969,122.46490440368655,123.17900466918948,123.89310493469242,1.0,0.9959123694172196,0.9975313350786247,0.2805128501801513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8217508618939164,1
2024-01-05,124.5400009155273,127.7699966430664,124.0199966430664,126.7699966430664,126.7699966430664,1697400.0,1.3916643051728323,1.2257110753819027,0.9089508441653975,3.246633870299141,2.7234635200029347,126.93799896240235,127.51999893188477,124.89533284505208,126.92983271280924,121.16419967651368,126.82505508185957,127.09442142258176,126.26913538810369,124.46545156491987,120.52708021802492,127.04091269129239,126.42228803926832,0.6186246520240672,0.787328993786996,-1.3804588433664033,1.3804588433664033,-1.3804588433664033,1.3804588433664033,-1.3804588433664033,-1.3804588433664033,1.3804588433664033,1.3804588433664033,-1.3804588433664033,2.479995727539091,3.6395011901855634,127.7699966430664,118.78629562377928,119.51299591064452,120.23969619750976,1.0,0.9954360102387289,0.997880580927887,0.2799671538206579,0.0,0.0,1.0,0.001522246,0.001522246,0.993039191,0.993039191,1.3916643051728323,1
2024-01-08,127.4100036621094,129.2299957275391,126.75,128.5200042724609,128.5200042724609,1815400.0,1.3804588433664033,1.388462012670935,1.0283004194288026,3.240075340034409,2.698493385142849,127.16199951171875,127.49699935913085,124.82933298746745,126.7634994506836,121.39019973754883,127.39003814539336,127.35361830437796,126.41435273548159,124.59838771926547,120.68535594187513,127.26846524224139,126.57767442691222,0.6907908153291658,0.7680213580954299,0.11672047174492105,-0.11672047174492105,0.11672047174492105,-0.11672047174492105,0.11672047174492105,-0.11672047174492105,-0.11672047174492105,-0.11672047174492105,0.11672047174492105,2.729995727539091,3.6020008087158373,129.2299957275391,119.76309402465816,120.49099426269528,121.21889450073239,0.0,0.9973724883793658,1.0002859741364267,0.3173692928442467,0.0,1.0,0.0,0.001387561,0.001387561,0.002039364,0.002039364,1.3804588433664033,1
2024-01-09,126.9800033569336,129.1999969482422,126.4700012207031,128.3699951171875,128.3699951171875,1192100.0,-0.11672047174492105,1.3734496395934401,1.003163985176597,3.2185680605919904,2.6975750033162833,127.20799865722657,127.5459991455078,124.73599955240886,126.58433278401692,121.63939971923828,127.71669046932475,127.53841408852514,126.54052321172068,124.72204697821374,120.8375270146536,127.4379313768485,126.71043892248818,0.7274924543603163,0.7599155773484072,-0.8958551055669814,0.8958551055669814,-0.8958551055669814,0.8958551055669814,-0.8958551055669814,0.8958551055669814,0.8958551055669814,0.8958551055669814,-0.8958551055669814,1.8399963378905966,3.5605007171630967,129.1999969482422,121.30559394836425,122.02599411010742,122.74639427185059,1.0,0.997349971849014,1.001397824977468,0.3116802150183785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11672047174492105,1
2024-01-10,128.7899932861328,130.3699951171875,128.5299987792969,129.5200042724609,129.5200042724609,1596800.0,0.8958551055669814,1.3582261925428503,1.032910863165382,3.207404317409523,2.6854916695860283,127.64199981689453,127.65299987792969,124.67599945068359,126.47666625976562,121.91069976806641,128.31779507037015,127.8987032128771,126.73274779628457,124.87935705343496,121.00945725738246,127.75825028386579,126.91855487433801,0.8396954095277778,0.7758715437842814,0.23162680810812822,-0.23162680810812822,0.23162680810812822,-0.23162680810812822,0.23162680810812822,-0.23162680810812822,-0.23162680810812822,-0.23162680810812822,-0.23162680810812822,2.4499969482422017,3.572000503540047,130.3699951171875,121.36689537048338,122.078995513916,122.79109565734862,0.0,0.9999138284173057,1.0032767482934952,0.322039493916881,1.0,0.0,0.0,0.993347943,0.993347943,0.004451755,0.004451755,0.8958551055669814,1
2024-01-11,129.6600036621094,130.3999938964844,127.9499969482422,129.2200012207031,129.2200012207031,1377500.0,-0.23162680810812822,0.7918707616154336,0.9957561178826546,3.2008581885813068,2.6829884156971553,128.4800003051758,127.83000030517579,124.62733306884766,126.3446662902832,122.17879974365235,128.61853045381446,128.1389392143,126.8932157591503,125.02167325564047,121.17204228635912,127.98313504337922,127.08903238147617,0.8941026619030481,0.7995177674080347,-0.8357853434857065,-0.8357853434857065,0.8357853434857065,-0.8357853434857065,0.8357853434857065,-0.8357853434857065,-0.8357853434857065,-0.8357853434857065,-0.8357853434857065,2.7100067138671875,3.5890010833740313,130.3999938964844,122.5115940093994,123.22599411010741,123.94039421081541,0.0,1.0050848783419246,1.0037427439500837,0.3110903574031802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23162680810812822,1
2024-01-12,129.6999969482422,130.7200012207031,128.0099945068359,128.1399993896484,128.1399993896484,1176700.0,-0.8357853434857065,0.8993696078292345,1.0354493878499873,3.2129825807928114,2.6845865912377715,128.75400085449218,127.84599990844727,125.0573331197103,126.18999964396158,122.431499710083,128.45902009909244,128.13913197345425,126.97365341273083,125.12391345675547,121.31002163493909,128.00726801972834,127.16688178948894,0.8403862302394032,0.8076914599743085,-2.130478960935241,-2.130478960935241,2.130478960935241,-2.130478960935241,2.130478960935241,-2.130478960935241,-2.130478960935241,-2.130478960935241,-2.130478960935241,3.0500030517577983,3.168501281738286,130.7200012207031,122.50419151306153,123.22199172973635,123.93979194641115,0.0,1.007102302353575,1.0024964124597353,0.3222704642222142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8357853434857065,1
2024-01-16,127.7200012207031,127.7200012207031,124.6699981689453,125.4100036621094,125.4100036621094,1645600.0,-2.130478960935241,1.1109941696117196,1.2364705764938422,1.2060953126962433,2.6917231498933862,128.1320007324219,127.64700012207031,125.39366658528645,126.023499806722,122.65239974975586,127.44268128676477,127.642926825937,126.87277278365849,125.13329346348839,121.39120939785334,127.60768888778696,127.03674266894231,0.5709462188446537,0.7603424117483775,-3.1098009823734887,-3.1098009823734887,3.1098009823734887,-3.1098009823734887,3.1098009823734887,3.1098009823734887,-3.1098009823734887,-3.1098009823734887,3.1098009823734887,3.8899993896485086,3.0540008544921973,127.7200012207031,123.74929840087887,124.38299865722652,125.01669891357417,0.0,1.0037995456993722,0.9984312053620856,1.025184795494889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.130478960935241,1
2024-01-17,123.7600021362305,123.7799987792969,119.8899993896484,121.5100021362305,121.5100021362305,1980900.0,-3.1098009823734887,1.573765494119197,1.5136762758371805,1.2614061000188055,2.678512177852502,126.76000213623044,126.98400039672852,125.54699986775717,125.87633323669434,122.82029975891113,125.46512156992003,126.52784960962671,126.52678758059862,125.01449702652911,121.39356172930636,126.66958323370136,126.62735448133404,0.04222875236732193,0.6167196798721665,-1.6377235032375557,1.6377235032375557,-1.6377235032375557,1.6377235032375557,-1.6377235032375557,-1.6377235032375557,1.6377235032375557,1.6377235032375557,-1.6377235032375557,2.4199981689452983,2.9275009155273515,123.7799987792969,121.00119934082026,121.61199951171871,122.22279968261714,1.0,0.9982360119401007,0.991600836946289,1.199991244544175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1098009823734887,1
