Date_NXPI_L01d,Open_NXPI_L01d,High_NXPI_L01d,Low_NXPI_L01d,Close_NXPI_L01d,Adj Close_NXPI_L01d,Volume_NXPI_L01d,Daily_Return_NXPI_L01d,Vol5_NXPI_L01d,Vol10_NXPI_L01d,Vol20_NXPI_L01d,Vol60_NXPI_L01d,SMA5_NXPI_L01d,SMA10_NXPI_L01d,SMA30_NXPI_L01d,SMA60_NXPI_L01d,SMA100_NXPI_L01d,EMA5_NXPI_L01d,EMA10_NXPI_L01d,EMA30_NXPI_L01d,EMA60_NXPI_L01d,EMA100_NXPI_L01d,Short12_NXPI_L01d,Long26_NXPI_L01d,MACD_NXPI_L01d,SIGNAL9_NXPI_L01d,Ret5/10_NXPI_L01d,Ret10/30_NXPI_L01d,Ret30/60_NXPI_L01d,Ret30/100_NXPI_L01d,Emaret5/10_NXPI_L01d,Emaret10/30_NXPI_L01d,Emaret30/60_NXPI_L01d,Emaret30/100_NXPI_L01d,RetMACD_NXPI_L01d,DayRange_NXPI_L01d,average20r_NXPI_L01d,PRVHI_NXPI_L01d,HitLevel_NXPI_L01d,hitlevel_2_NXPI_L01d,hitlevel_1.8_NXPI_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,205.9299926757812,206.0,201.5800018310547,205.4799957275391,205.4799957275391,2146700.0,-1.6795108250953226,0.7712625812512552,1.8245088835001848,1.808962560340296,2.050876176789055,209.27200012207032,209.9800003051758,218.58299967447917,203.94233322143555,202.1970999145508,208.74593658150476,211.59481987281177,213.64439156691475,209.33621122969154,205.21749523137677,212.5166819587958,214.0746242730308,-1.5579423142349924,0.8982528657703266,-2.9832611496355685,-2.9832611496355685,2.9832611496355685,2.9832611496355685,-2.9832611496355685,-2.9832611496355685,-2.9832611496355685,2.9832611496355685,-2.9832611496355685,3.7199859619140057,4.758999633789064,206.0,200.93450088500973,201.9150009155273,202.89550094604488,1.0,0.9966282494424398,0.9865361387721143,1.0085940546812446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6795108250953226,-1
2024-01-18,210.7100067138672,212.6799926757812,208.9600067138672,211.6100006103516,211.6100006103516,3148700.0,2.9832611496355685,1.8020799806174461,2.064142809904416,1.962540332448239,2.075022951980811,209.3360015869141,209.53300018310546,218.760666402181,204.37316665649413,202.3749998474121,209.70062459112037,211.5975800069099,213.51314053745907,209.4107617011886,205.34407949630696,212.3771925205736,213.89205955727678,-1.5148670367031798,0.4156288852756253,-3.1898303390817158,-3.1898303390817158,3.1898303390817158,3.1898303390817158,-3.1898303390817158,-3.1898303390817158,-3.1898303390817158,3.1898303390817158,-3.1898303390817158,6.989990234375,4.975498962402344,212.6799926757812,195.53020080566407,196.48200073242188,197.4338006591797,1.0,0.9990598206677745,0.9910350798164724,1.0517708990619465,0.0,0.0,1.0,0.002295467,0.002295467,0.996499062,0.996499062,-2.9832611496355685,1
2024-01-19,213.3399963378906,219.4499969482422,212.4600067138672,218.3600006103516,218.3600006103516,2749800.0,3.1898303390817158,2.289813795998459,1.8681318920319163,2.118573860200358,2.091242730231916,210.7100006103516,210.59300079345704,219.17833302815754,204.97333323160808,202.5965998840332,212.58708326419745,212.8271110257175,213.8258411873231,209.70417937034148,205.60182050846626,213.2976245343856,214.22301815380084,-0.9253936194152459,0.1474243843374511,0.21981852271356467,-0.21981852271356467,0.21981852271356467,0.21981852271356467,-0.21981852271356467,-0.21981852271356467,-0.21981852271356467,0.21981852271356467,-0.21981852271356467,5.649993896484403,4.894498443603514,219.4499969482422,201.73389495849602,202.7289947509765,203.72409454345697,1.0,1.00055557315036,0.9988721936770026,0.8817874736995212,0.0,1.0,0.0,0.017874839,0.017874839,0.072701193,0.072701193,3.1898303390817158,-1
2024-01-22,219.6300048828125,223.0,217.3500061035156,218.8399963378906,218.8399963378906,2445200.0,0.21981852271356467,2.098305171991194,1.7985416216332535,2.0293915051308984,2.0907193207910866,212.65599975585937,211.90500030517578,219.60899963378907,205.56049982706705,202.79269989013673,214.67138762209518,213.92036290065806,214.1493350680049,210.00371435288406,205.86396260409842,214.1502971195402,214.5650165378075,-0.4147194182673104,0.03499562381649879,2.3258985665634926,-2.3258985665634926,2.3258985665634926,2.3258985665634926,-2.3258985665634926,2.3258985665634926,-2.3258985665634926,2.3258985665634926,-2.3258985665634926,5.4199981689453125,4.99799880981445,223.0,208.68210037231447,209.66100006103517,210.63989974975587,1.0,1.003544038364371,1.0035107677981356,0.8862467478975897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21981852271356467,1
2024-01-23,220.3500061035156,224.8699951171875,219.4499969482422,223.9299926757812,223.9299926757812,2485100.0,2.3258985665634926,2.0882650122015,1.6883263483922202,1.9928154249864907,2.0213297413290454,215.6439971923828,213.08099975585938,220.01666615804035,206.36033299763997,202.98039978027344,217.7575893066572,215.74029558704407,214.78034523624854,210.46031364215935,206.2217057738347,215.6548656666542,215.2587184739537,0.39614719270048226,0.10722593759329549,-1.0003082693876508,1.0003082693876508,-1.0003082693876508,-1.0003082693876508,1.0003082693876508,-1.0003082693876508,-1.0003082693876508,-1.0003082693876508,-1.0003082693876508,5.220001220703097,5.039999389648431,224.8699951171875,212.00440261840822,213.0040023803711,214.003602142334,0.0,1.0120282776946796,1.0093505652901973,0.8472065838228171,0.0,1.0,0.0,0.000911383,0.000911383,0.001539295,0.001539295,2.3258985665634926,-1
2024-01-24,222.7299957275391,224.8699951171875,219.6499938964844,221.6900024414062,221.6900024414062,2798800.0,-1.0003082693876508,1.8451664040767568,1.7452710504679356,2.0030171197569904,2.0179609321663814,218.88599853515626,214.0789993286133,220.221332804362,207.06249974568684,203.13849975585939,219.06839368490688,216.82206046965536,215.22612957206516,210.82850016016744,206.52800867814307,216.58334824738526,215.7351098789502,0.8482383684350623,0.25542842376164887,-1.028462607329081,1.028462607329081,-1.028462607329081,-1.028462607329081,1.028462607329081,-1.028462607329081,-1.028462607329081,-1.028462607329081,-1.028462607329081,6.059997558593722,5.1474990844726465,224.8699951171875,213.78199645996096,214.78999633789064,215.79799621582032,0.0,1.022454323972078,1.010360261360794,0.8713210852035429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0003082693876508,-1
2024-01-25,222.9900054931641,223.8899993896484,217.8300018310547,219.4100036621094,219.4100036621094,2552700.0,-1.028462607329081,1.9328382889364448,1.7997592842676193,1.981930852808662,2.0245719054660984,220.4459991455078,214.891000366211,220.18333282470704,207.73383305867512,203.27539978027343,219.18226367730773,217.29259559555607,215.4960569327132,211.1098609307229,206.78309768772658,217.01821831118897,216.0073242332583,1.0108940779306863,0.40652155459545636,-1.9552474697227116,1.9552474697227116,-1.9552474697227116,-1.9552474697227116,1.9552474697227116,-1.9552474697227116,-1.9552474697227116,-1.9552474697227116,-1.9552474697227116,4.589996337890597,5.214498901367176,223.8899993896484,213.54549713134767,214.57499694824222,215.60449676513673,0.0,1.0258503090861422,1.0086964218756393,0.9080837919835189,0.0,1.0,0.0,0.011301603,0.011301603,0.078475505,0.078475505,1.028462607329081,-1
2024-01-26,218.1199951171875,218.9499969482422,214.3600006103516,215.1199951171875,215.1199951171875,2424400.0,-1.9552474697227116,1.652704364060283,1.948051894407064,2.0157542662161743,1.9237938108164139,219.79799804687497,215.25399932861328,220.04966583251954,208.48283309936522,203.32699966430664,217.82817415726768,216.89757732676176,215.47179488009866,211.2413407401152,206.9481847655377,216.72618397365028,215.94159615058638,0.7845878230639016,0.48213480828914546,1.0924163986873565,-1.0924163986873565,1.0924163986873565,1.0924163986873565,-1.0924163986873565,1.0924163986873565,1.0924163986873565,1.0924163986873565,1.0924163986873565,4.280014038085994,5.2919998168945215,218.9499969482422,212.4181018066406,213.46100158691405,214.5039013671875,1.0,1.0211099386419515,1.004290489741635,0.9664133803689294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9552474697227116,-1
2024-01-29,216.9299926757812,217.5700073242188,213.2899932861328,217.4700012207031,217.4700012207031,1828000.0,1.0924163986873565,1.7621377857095935,1.9078402986046745,2.0414915780418834,1.9221744510964773,219.52399902343745,216.08999938964843,219.9209991455078,209.23349990844727,203.4259996032715,217.70878317841283,217.00165439838747,215.6007114182022,211.4455591165279,207.15653756663008,216.84061739627379,216.0548113409654,0.7858060553083988,0.5428690576929962,-1.05761853995834,1.05761853995834,-1.05761853995834,-1.05761853995834,1.05761853995834,-1.05761853995834,-1.05761853995834,-1.05761853995834,-1.05761853995834,3.020004272460909,5.231499481201162,217.5700073242188,207.30759735107424,208.36599731445315,209.42439727783204,0.0,1.0158915250288696,1.0032586331287925,0.9345325345082237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0924163986873565,-1
2024-01-30,215.5500030517578,217.25,214.2299957275391,215.1699981689453,215.1699981689453,1708200.0,-1.05761853995834,1.1262777974827993,1.960503423601284,2.0477740453410256,1.9309521910234204,217.77200012207032,216.70799865722657,219.33733266194662,209.94433314005533,203.4997996520996,216.86252150859036,216.66862599303434,215.57292346663723,211.56767187234487,207.31521995479474,216.58359905360788,215.98926962451947,0.5943294290884182,0.5531611319720806,-2.137840258340628,2.137840258340628,-2.137840258340628,-2.137840258340628,2.137840258340628,-2.137840258340628,-2.137840258340628,-2.137840258340628,-2.137840258340628,5.570007324218807,5.075500488281247,217.25,206.06070846557625,207.1070083618165,208.1533082580567,0.0,1.004909839375734,1.0008948942869202,0.957382689785382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05761853995834,1
2024-01-31,212.8800048828125,215.3200073242188,209.75,210.5700073242188,210.5700073242188,3150700.0,-2.137840258340628,1.2833558922926962,2.0167084158083624,1.9382916136189934,1.9284675475140907,215.54800109863282,217.21699981689454,218.59199981689454,210.49399998982747,203.56539978027342,214.7650167804665,215.55978623506786,215.25015468325543,211.53496155929156,207.37967118983283,215.65843109524033,215.58784278746015,0.07058830778018432,0.4566465671337014,-1.1587534300933018,-1.1587534300933018,1.1587534300933018,1.1587534300933018,-1.1587534300933018,-1.1587534300933018,1.1587534300933018,1.1587534300933018,-1.1587534300933018,4.599990844726619,5.0970001220703125,215.3200073242188,206.08389892578126,207.0989990234375,208.11409912109374,1.0,0.9923164452152979,0.9963129975749064,1.0404566586567212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.137840258340628,1
2024-02-01,211.6900024414062,214.0399932861328,209.4400024414062,213.0099945068359,213.0099945068359,1968600.0,1.1587534300933018,1.6098549159380284,1.8158048090017653,1.8971725319894321,1.9152353235059694,214.26799926757812,217.35699920654298,218.0479995727539,211.01833318074543,203.66499969482422,214.18000935592298,215.09618773902568,215.10562822026063,211.5833232952766,207.49116274066458,215.25097931240887,215.39689106296947,-0.14591175056060024,0.33613490359484105,-0.9295390063327003,-0.9295390063327003,0.9295390063327003,0.9295390063327003,-0.9295390063327003,-0.9295390063327003,-0.9295390063327003,0.9295390063327003,-0.9295390063327003,5.699996948242216,5.061000061035157,214.0399932861328,204.1066070556641,205.12600708007818,206.14540710449225,1.0,0.9857883576317248,0.9957406107810042,0.9571110578423028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1587534300933018,1
2024-02-02,210.1600036621094,215.5599975585938,209.8600006103516,214.9900054931641,214.9900054931641,2135900.0,0.9295390063327003,1.507398445843929,1.4987912532261414,1.682768907961488,1.9163493198708321,214.24200134277345,217.0199996948242,217.5683329264323,211.55483322143556,203.77989974975586,214.4500080683367,215.07688187614173,215.09816868948022,211.69501779356798,207.63965467635762,215.21082949406352,215.36675139113203,-0.15592189706850945,0.23772354346217095,-2.8047809782899655,-2.8047809782899655,2.8047809782899655,2.8047809782899655,-2.8047809782899655,-2.8047809782899655,-2.8047809782899655,2.8047809782899655,-2.8047809782899655,5.4199981689453125,5.116999816894534,215.5599975585938,202.90579315185548,203.9179931640625,204.93019317626954,1.0,0.987199344042221,0.997085350120679,0.890669685026319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9295390063327003,1
2024-02-05,218.3600006103516,223.4199981689453,218.0,221.0200042724609,221.0200042724609,4119400.0,2.8047809782899655,1.9484665432908517,1.7675741889325725,1.7560525295443583,1.936056213829422,214.952001953125,217.23800048828122,217.50566660563152,212.1418332417806,203.99509979248046,216.6400068030448,216.15744958456338,215.48022259805964,212.00075505517103,207.90461209410225,216.10454869074005,215.78551086382305,0.3190378269169969,0.2539864001531361,-0.8958445793432638,-0.8958445793432638,0.8958445793432638,0.8958445793432638,-0.8958445793432638,0.8958445793432638,0.8958445793432638,0.8958445793432638,0.8958445793432638,6.580001831054716,5.15749969482422,223.4199981689453,204.30259796142582,205.32599792480474,206.34939788818366,1.0,0.9894769859323966,1.0022324339013475,1.006561113175358,1.0,0.0,0.0,0.993489385,0.993489385,0.005287035,0.005287035,2.8047809782899655,-1
2024-02-06,220.9799957275391,225.4199981689453,218.8399963378906,223.0,223.0,3949300.0,0.8958445793432638,1.7874824031506442,1.6203851868274846,1.638142809748772,1.92560105388093,216.51800231933595,217.14500122070314,217.29733327229818,212.80266647338868,204.22109985351562,218.76000453536324,217.40154966009732,215.9653695272171,212.3613860369687,208.20353066649625,217.16538735370312,216.31991746650283,0.845469887200295,0.37228309756256794,0.7309438936378924,0.7309438936378924,-0.7309438936378924,-0.7309438936378924,0.7309438936378924,-0.7309438936378924,-0.7309438936378924,-0.7309438936378924,-0.7309438936378924,6.389999389648409,5.209499359130855,225.4199981689453,212.07349884033204,213.10499877929686,214.13649871826172,0.0,0.99711253357046,1.0062485979395723,0.9891599054639133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8958445793432638,1
2024-02-07,225.0,225.0,218.6100006103516,221.3699951171875,221.3699951171875,2789000.0,-0.7309438936378924,1.2543668420863585,1.6046218597681892,1.650041225478272,1.9131289940137677,218.6779998779297,217.11300048828124,217.04466654459637,213.48666636149088,204.40789978027342,219.63000139597136,218.12308519775007,216.31405504915065,212.65675026910702,208.46425273482677,217.81225008654687,216.69399729247948,1.1182527940673879,0.521477036863532,2.9181943607341316,2.9181943607341316,2.9181943607341316,2.9181943607341316,-2.9181943607341316,2.9181943607341316,2.9181943607341316,2.9181943607341316,2.9181943607341316,7.410003662109403,5.313499450683589,225.0,213.95909957885743,215.0009994506836,216.04289932250978,1.0,1.0072082251460244,1.006908558976484,0.9724737994367881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7309438936378924,1
2024-02-08,221.4400024414062,228.8500061035156,221.4400024414062,227.8300018310547,227.8300018310547,2815200.0,2.9181943607341316,1.5238179330489616,1.798039993419641,1.7509205509669865,1.8979176832310778,221.64200134277343,217.9550003051758,216.90733337402344,214.17266642252605,204.71239974975586,222.3633348743325,219.88797913107817,217.0570193576606,213.15423392687578,208.8477329149501,219.353442662625,217.5188865175591,1.8345561450659034,0.7840928585040063,2.5106444167720903,2.5106444167720903,2.5106444167720903,2.5106444167720903,-2.5106444167720903,2.5106444167720903,2.5106444167720903,2.5106444167720903,2.5106444167720903,5.330001831054716,5.320999145507811,228.8500061035156,213.3103012084961,214.3730010986328,215.43570098876955,1.0,1.0169163406778243,1.011257349096736,1.0269112395914433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9181943607341316,1
2024-02-09,229.8699951171875,233.6600036621094,228.3300018310547,233.5500030517578,233.5500030517578,2621400.0,2.5106444167720903,1.574466371138798,1.7023868735055876,1.8116152769599587,1.9099086668513996,225.3540008544922,219.79800109863282,216.9556666056315,214.98449986775717,205.05499984741212,226.09222426680762,222.3719834802926,218.12108282179594,213.82294766867517,209.33688677904527,221.53752887633777,218.70637663120345,2.8311522451343194,1.193504735830069,1.3401796545169529,1.3401796545169529,1.3401796545169529,1.3401796545169529,-1.3401796545169529,1.3401796545169529,1.3401796545169529,1.3401796545169529,1.3401796545169529,8.159988403320312,5.496998596191408,233.6600036621094,217.1438079833984,218.20800781249997,219.27220764160154,1.0,1.0252777537925204,1.0167298088917964,0.9397066226789247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5106444167720903,1
2024-02-12,234.0,241.2599945068359,233.1000061035156,236.6799926757812,236.6799926757812,2787800.0,1.3401796545169529,1.443627794881309,1.7082876678435188,1.7778468194830537,1.79697308629899,228.48599853515626,221.71900024414063,217.14266611735027,215.68099975585938,205.43039978027343,229.62148040313215,224.97343969765416,219.31843184463372,214.57235898038354,209.87833442056478,223.86713869163674,220.03775559746848,3.8293830941682643,1.7206804074977082,-1.9477714611380048,-1.9477714611380048,-1.9477714611380048,-1.9477714611380048,1.9477714611380048,-1.9477714611380048,-1.9477714611380048,-1.9477714611380048,-1.9477714611380048,6.129989624023494,5.532997894287118,241.2599945068359,221.5666067504883,222.6660064697266,223.76540618896487,0.0,1.0305206061887537,1.0206603975639283,0.960874496679213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3401796545169529,1
2024-02-13,230.1000061035156,234.2299957275391,228.1000061035156,232.0700073242188,232.0700073242188,2723700.0,-1.9477714611380048,2.097453933260098,1.837779979121849,1.8647817928675987,1.78615980087876,230.3,223.40900115966798,217.2223332722982,216.2029998779297,205.80149978637695,230.4376560434944,226.2637247206659,220.14111413363923,215.146052368706,210.31777348796388,225.12911848126475,220.92903350315368,4.200084978111079,2.2165613216203823,0.8144091567196415,0.8144091567196415,0.8144091567196415,0.8144091567196415,-0.8144091567196415,0.8144091567196415,0.8144091567196415,0.8144091567196415,0.8144091567196415,3.0300140380859943,5.463498687744152,234.2299957275391,229.08739913940425,230.19399871826167,231.3005982971191,1.0,1.0308447681362987,1.0184471961998391,0.9855201215235874,0.0,0.0,1.0,0.001111465,0.001111465,0.996091425,0.996091425,-1.9477714611380048,1
