Date_AMAT_L01d,Open_AMAT_L01d,High_AMAT_L01d,Low_AMAT_L01d,Close_AMAT_L01d,Adj Close_AMAT_L01d,Volume_AMAT_L01d,Daily_Return_AMAT_L01d,Vol5_AMAT_L01d,Vol10_AMAT_L01d,Vol20_AMAT_L01d,Vol60_AMAT_L01d,SMA5_AMAT_L01d,SMA10_AMAT_L01d,SMA30_AMAT_L01d,SMA60_AMAT_L01d,SMA100_AMAT_L01d,EMA5_AMAT_L01d,EMA10_AMAT_L01d,EMA30_AMAT_L01d,EMA60_AMAT_L01d,EMA100_AMAT_L01d,Short12_AMAT_L01d,Long26_AMAT_L01d,MACD_AMAT_L01d,SIGNAL9_AMAT_L01d,Ret5/10_AMAT_L01d,Ret10/30_AMAT_L01d,Ret30/60_AMAT_L01d,Ret30/100_AMAT_L01d,Emaret5/10_AMAT_L01d,Emaret10/30_AMAT_L01d,Emaret30/60_AMAT_L01d,Emaret30/100_AMAT_L01d,RetMACD_AMAT_L01d,DayRange_AMAT_L01d,average20r_AMAT_L01d,PRVHI_AMAT_L01d,HitLevel_AMAT_L01d,hitlevel_2_AMAT_L01d,hitlevel_1.8_AMAT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,158.6600036621094,160.7400054931641,156.7799987792969,160.3399963378906,160.3399963378906,8133700.0,4.544566370610779,2.009462425378905,1.7656811896198124,2.068326165402049,1.9692339822031693,154.13399658203124,152.13799743652345,155.4643325805664,149.74199905395508,146.700099029541,155.1595858718705,154.30925401882016,153.90520369970903,151.14691376196558,147.70225219370764,154.34021436223438,154.1870503275102,0.1531640347241705,0.25002595742747113,4.739931568602392,-4.739931568602392,4.739931568602392,4.739931568602392,-4.739931568602392,4.739931568602392,4.739931568602392,4.739931568602392,-4.739931568602392,5.979995727539091,3.4065010070800894,160.7400054931641,146.6153982543945,147.26399841308591,147.91259857177732,1.0,1.0131196622746437,1.0055105693981685,0.8536763781048009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.544566370610779,1
2024-01-19,162.5700073242188,168.2799987792969,162.3000030517578,167.9400024414062,167.9400024414062,9157600.0,4.739931568602392,2.511038560916051,2.0421692170070394,2.311117963840691,2.0499692216578316,157.33199768066407,154.00099792480472,156.19066619873047,150.3038324991862,146.93589904785156,159.4197247283824,156.7875719138358,154.81067458627015,151.69750683342264,148.10299972336503,156.43248945133772,155.20578752113212,1.2267019302055928,0.4453611519830955,0.2143626325581498,-0.2143626325581498,0.2143626325581498,0.2143626325581498,-0.2143626325581498,0.2143626325581498,0.2143626325581498,0.2143626325581498,0.2143626325581498,4.270004272460994,3.3615013122558737,168.2799987792969,153.2457032775879,153.9270034790039,154.60830368041994,1.0,1.0216297283832265,1.0167880194993588,0.8836282911380672,0.0,1.0,0.0,0.001776802,0.001776802,0.002935795,0.002935795,4.739931568602392,-1
2024-01-22,168.1799926757812,171.9100036621094,167.6399993896484,168.3000030517578,168.3000030517578,7176400.0,0.2143626325581498,2.3559329882450335,2.013990864237585,2.1570967906231306,2.050052952098923,160.74199829101562,155.9309982299805,156.97733306884766,150.86049931844076,147.1646990966797,162.37981750284087,158.8807412116398,155.68095384210807,152.2418509717287,148.50294038333323,158.25826077447928,156.17572941228957,2.0825313621897124,0.7727951940244189,-0.7427213174889745,0.7427213174889745,-0.7427213174889745,-0.7427213174889745,0.7427213174889745,-0.7427213174889745,-0.7427213174889745,-0.7427213174889745,-0.7427213174889745,3.2899932861328125,3.414000701904308,171.9100036621094,160.88469589233398,161.55699615478517,162.22929641723633,0.0,1.030853391023249,1.0220232878101951,0.9336580875704674,0.0,0.0,1.0,0.378191173,0.378191173,0.515200973,0.515200973,-0.2143626325581498,1
2024-01-23,167.7599945068359,168.0,164.7100067138672,167.0500030517578,167.0500030517578,5053600.0,-0.7427213174889745,2.7075571118869655,2.098114580274611,2.0885321117403786,1.989730343618232,163.4,157.47999877929686,157.59933319091797,151.47616602579754,147.33539916992189,163.93654601914653,160.3660615462067,156.41444088789194,152.72736415468046,148.8702089510248,159.6108365094452,156.98123116336131,2.6296053460838777,1.1441572244363107,4.244235982260876,-4.244235982260876,4.244235982260876,4.244235982260876,-4.244235982260876,4.244235982260876,4.244235982260876,4.244235982260876,4.244235982260876,5.290008544921875,3.5705009460449317,168.0,164.3992021179199,165.08200225830078,165.76480239868164,1.0,1.0375920832270251,1.022264589143826,1.0045881356002935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7427213174889745,1
2024-01-24,171.3899993896484,175.9600067138672,170.6699981689453,174.1399993896484,174.1399993896484,9729000.0,4.244235982260876,2.642404628389759,2.2665972453803773,2.2769662464773632,2.049547467537066,167.55400085449216,159.79099884033204,158.4799997965495,152.1978327433268,147.56729919433593,167.33769714264716,162.8704138813779,157.5580253073601,153.4294177689417,149.37060084089856,161.84609233716876,158.25225103197516,3.5938413051935925,1.634094040587767,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,0.8671152590607332,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,5.97000122070321,3.7255012512207175,175.9600067138672,160.14489791870116,160.85899810791014,161.57309829711912,0.0,1.0485822234700288,1.0274284515818992,0.9954461331550138,0.0,0.0,2.0,0.021705905,0.012429272,0.97588855,0.9692950545,4.244235982260876,1
2024-01-25,177.1699981689453,178.3999938964844,172.4299926757812,172.6300048828125,172.6300048828125,7234400.0,-0.8671152590607332,2.752830878502262,2.2732507596739966,2.280815196910246,2.0570494896792315,170.01200256347653,162.0729995727539,159.06299997965496,152.88666610717775,147.7659992980957,169.10179972270228,164.64488497254783,158.53041108642157,154.0589452152981,149.8311830991543,163.50515580572932,159.3172698357409,4.187885969988429,2.1448524264678994,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,3.3192439461597862,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,2.950012207031307,3.8000015258789235,178.3999938964844,167.7639039611816,168.50900421142575,169.2541044616699,0.0,1.048984118339581,1.0270698646416958,0.9966834501775959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8671152590607332,1
2024-01-26,169.0700073242188,169.5700073242188,166.6199951171875,166.8999938964844,166.8999938964844,6653700.0,-3.3192439461597862,2.7539119434130273,2.7285879756362696,2.4182001381824594,2.113093498350051,169.8040008544922,163.56799926757813,159.385666402181,153.48449935913087,147.89509918212892,168.36786444729634,165.05490477689992,159.07038417094174,154.47996320484518,150.16917935256674,164.02743858892242,159.87895309949968,4.14848548942274,2.5455790390588673,0.9466757871990364,0.9466757871990364,0.9466757871990364,0.9466757871990364,-0.9466757871990364,0.9466757871990364,0.9466757871990364,0.9466757871990364,0.9466757871990364,2.4299926757812216,3.8135017395019686,169.5700073242188,170.0399905395508,170.79999084472655,171.55999114990234,1.0,1.0381248264626182,1.0200718644191427,1.1283549002222375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3192439461597862,1
2024-01-29,166.3099975585938,168.5099945068359,166.0800018310547,168.4799957275391,168.4799957275391,5370700.0,0.9466757871990364,2.7936055197942133,2.682157403807819,2.4179302432277057,2.1128247637519384,169.83999938964843,165.29099884033204,159.76866607666017,154.08666585286457,148.04379913330078,168.40524154071062,165.677648586107,159.6774558842706,154.93898066460562,150.5317697758335,164.71244737947885,160.51606736824334,4.1963800112355045,2.875739233494195,-1.3295289002722,-1.3295289002722,-1.3295289002722,-1.3295289002722,1.3295289002722,-1.3295289002722,-1.3295289002722,-1.3295289002722,-1.3295289002722,3.3499908447265057,3.838001251220713,168.5099945068359,161.18030349731447,161.94300384521486,162.70570419311525,0.0,1.0275211631681809,1.0164632524536705,1.1092782396515275,0.0,0.0,1.0,0.008936819,0.008936819,0.948968053,0.948968053,0.9466757871990364,1
2024-01-30,167.3300018310547,169.1699981689453,165.8200073242188,166.2400054931641,166.2400054931641,5255300.0,-1.3295289002722,2.8471709001508834,2.7797166164309104,2.435169268759964,2.1113828490026614,169.6779998779297,166.53899993896485,159.91866607666014,154.60249938964844,148.1743992614746,167.68349619152846,165.77989529648102,160.10084618161858,155.30950606882064,150.8428239484539,164.9474563200458,160.94006278490414,4.007393535141659,3.102070093823688,-1.1669889180111057,-1.1669889180111057,-1.1669889180111057,-1.1669889180111057,1.1669889180111057,-1.1669889180111057,-1.1669889180111057,-1.1669889180111057,-1.1669889180111057,5.6599884033203125,3.787000274658209,169.1699981689453,160.06639175415035,160.83399200439447,161.60159225463863,0.0,1.0188484375438502,1.0114827005508904,1.1414880485274834,0.0,1.0,0.0,0.002704161,0.002704161,0.093535587,0.093535587,-1.3295289002722,-1
2024-01-31,164.0,166.6199951171875,160.9600067138672,164.3000030517578,164.3000030517578,6049400.0,-1.1669889180111057,1.5177428635498575,2.833319848443532,2.172874460087069,2.103670165270793,167.71000061035156,167.6320007324219,159.99699961344402,155.03233286539714,148.3350993347168,166.55566514493825,165.51082397925862,160.3717595280792,155.60427646170382,151.10930274257873,164.84784812492458,161.18894724911553,3.658900875809053,3.2134362502207607,1.6250749356980725,1.6250749356980725,1.6250749356980725,1.6250749356980725,-1.6250749356980725,1.6250749356980725,1.6250749356980725,1.6250749356980725,1.6250749356980725,2.9100036621094034,3.810500335693368,166.6199951171875,160.83859756469724,161.5959976196289,162.35339767456054,1.0,1.0004653042234708,1.0063128268022554,1.3039500903011203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1669889180111057,1
2024-02-01,165.4600067138672,167.7400054931641,164.8300018310547,166.9700012207031,166.9700012207031,4082600.0,1.6250749356980725,1.9735268348002446,2.530399464582483,2.1250325756082464,2.1092340940461045,166.5779998779297,168.2950012207031,160.2173329671224,155.48599955240886,148.52949935913085,166.69377717019321,165.77612893224853,160.79745254050655,155.97692317511363,151.42337597976933,165.17433321658282,161.61717346923314,3.5571597473496865,3.282180949646546,-0.7246759574965291,0.7246759574965291,0.7246759574965291,0.7246759574965291,-0.7246759574965291,0.7246759574965291,0.7246759574965291,0.7246759574965291,0.7246759574965291,3.7199859619140057,3.8339996337890683,167.7400054931641,158.2368943786621,158.99899444580078,159.76109451293945,1.0,0.9897976687939666,1.0055354666794019,1.1907579646670634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6250749356980725,1
2024-02-02,165.9199981689453,169.1799926757812,165.4600067138672,168.1799926757812,168.1799926757812,4740800.0,0.7246759574965291,1.328886585638493,2.0429083698683033,2.0764155171247296,2.1098347307195047,166.83399963378906,168.31900024414062,160.4123326619466,155.94966608683268,148.74419921875,167.18918233872256,166.2131950674363,161.27374545245976,156.37702381447977,151.75519017176956,165.63674236415181,162.10330822527374,3.5334341388780786,3.332431587492853,-1.7302912289450108,1.7302912289450108,1.7302912289450108,1.7302912289450108,-1.7302912289450108,1.7302912289450108,1.7302912289450108,1.7302912289450108,1.7302912289450108,4.0,3.8604995727539135,169.1799926757812,159.30520629882812,160.07200622558597,160.83880615234378,1.0,0.9911774629828027,1.0058719000672016,0.9838629855247737,0.0,1.0,0.0,0.001079521,0.001079521,0.00245736,0.00245736,0.7246759574965291,-1
2024-02-05,168.6000061035156,172.2799987792969,168.2799987792969,171.0899963378906,171.0899963378906,5749100.0,1.7302912289450108,1.4822223107728019,2.11291127144068,2.081118808939041,2.115989188581779,167.3559997558594,168.5979995727539,160.8846659342448,156.43883260091147,149.01539916992186,168.48945367177856,167.0998862075189,161.90705196119723,156.85941635623095,152.13805762060363,166.4757045139578,162.76898882620833,3.7067156877494654,3.4072884075441756,1.3969252678738329,-1.3969252678738329,-1.3969252678738329,-1.3969252678738329,1.3969252678738329,-1.3969252678738329,-1.3969252678738329,-1.3969252678738329,-1.3969252678738329,5.2100067138671875,3.967500305175787,172.2799987792969,160.6868936157226,161.45899353027337,162.23109344482415,0.0,0.9926333656387271,1.008315789410736,1.015276620616315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7302912289450108,1
2024-02-06,170.9900054931641,172.7100067138672,167.5,168.6999969482422,168.6999969482422,4550100.0,-1.3969252678738329,1.501121754050815,2.1545291085098404,2.118243632968471,2.119266695835059,167.84799804687498,168.76299896240235,161.12833251953126,156.84666595458984,149.25659912109376,168.5596347639331,167.39081543310493,162.34530647649046,157.24763211334607,152.46601681521034,166.81790335000153,163.2083227611738,3.6095805888277255,3.4477468438008856,-1.3040883153763088,1.3040883153763088,1.3040883153763088,1.3040883153763088,-1.3040883153763088,1.3040883153763088,1.3040883153763088,1.3040883153763088,1.3040883153763088,4.080001831054716,4.033499908447273,172.7100067138672,163.55149810791016,164.34499816894532,165.13849822998048,1.0,0.994578189999271,1.0069825774359482,1.0171299821118873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3969252678738329,1
2024-02-07,170.4900054931641,172.9100036621094,168.8300018310547,170.8999938964844,170.8999938964844,5103400.0,1.3040883153763088,1.2876739739092462,1.6766717649120597,2.11321130823539,2.119007645243304,169.1679962158203,168.43899841308593,161.42333221435547,157.30883255004883,149.5198989868164,169.33975447478355,168.0288478809921,162.89722179390944,157.69525053246537,152.8310460643445,167.44591728022968,163.7780761786042,3.66784110162547,3.4917656953658027,1.74956442360968,1.74956442360968,1.74956442360968,1.74956442360968,-1.74956442360968,1.74956442360968,1.74956442360968,1.74956442360968,1.74956442360968,5.6199951171875,4.131500244140632,172.9100036621094,163.8363069152832,164.64300689697265,165.44970687866208,1.0,1.0043279632959259,1.0078016757855766,0.7934236194827782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3040883153763088,-1
2024-02-08,169.9900054931641,175.0,169.3800048828125,173.8899993896484,173.8899993896484,7327900.0,1.74956442360968,1.3087091540552944,1.7588112116337096,2.0982600520560646,2.0272839244203906,170.55199584960934,168.56499786376952,161.74366556803386,157.69566599527994,149.8762989807129,170.8565027797385,169.09451179165686,163.60643325169906,158.226225904832,153.24805504108318,168.43731452783254,164.52710752757045,3.9102070002620906,3.5754539563450605,6.8721588304022765,6.8721588304022765,6.8721588304022765,6.8721588304022765,-6.8721588304022765,6.8721588304022765,6.8721588304022765,6.8721588304022765,6.8721588304022765,7.5399932861328125,4.310499572753917,175.0,163.82070312500002,164.64700317382812,165.47330322265626,1.0,1.0117877258684846,1.010420154796346,0.8382236557905526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74956442360968,1
2024-02-09,179.0399932861328,186.1499938964844,178.6100006103516,185.8399963378906,185.8399963378906,9539900.0,6.8721588304022765,2.9951357322177117,2.401270192155027,2.502484063224257,2.195905690687367,174.08399658203126,170.45899810791016,162.46466522216798,158.2973325093587,150.3319989013672,175.85100063245588,172.13914534551753,165.04085667661465,159.13159542722738,153.89344001725757,171.1146501909184,166.1058400320386,5.008810158879811,3.862125196852011,-0.16143083172059716,-0.16143083172059716,-0.16143083172059716,-0.16143083172059716,0.16143083172059716,-0.16143083172059716,-0.16143083172059716,-0.16143083172059716,-0.16143083172059716,3.5700073242187784,4.387500000000012,186.1499938964844,165.5169009399414,166.37900085449218,167.24110076904296,0.0,1.0212661021967657,1.0215631097708073,0.9595546391057437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8721588304022765,-1
2024-02-12,185.2700042724609,188.2100067138672,184.6399993896484,185.5399932861328,185.5399932861328,7085400.0,-0.16143083172059716,3.160806341212456,2.4347687781440133,2.493913503610266,2.171925331772057,176.9739959716797,172.16499786376954,163.21199849446614,158.8216657002767,150.81029876708985,179.0806648503482,174.5756631529021,166.36338161916422,159.99744453735542,154.52010443842343,173.33393374402831,167.54540693974928,5.78852680427903,4.247405518337414,-2.818796980052437,-2.818796980052437,-2.818796980052437,-2.818796980052437,2.818796980052437,-2.818796980052437,-2.818796980052437,-2.818796980052437,-2.818796980052437,5.25,4.429999542236336,188.2100067138672,176.49749389648437,177.37499389648437,178.2524938964844,0.0,1.0279324959636418,1.0258054394070977,0.9762843717792806,0.0,0.0,2.0,0.013595108,0.007908922,0.995028436,0.8745572865,0.16143083172059716,1
2024-02-13,178.6000061035156,182.1900024414062,176.9400024414062,180.3099975585938,180.3099975585938,9692500.0,-2.818796980052437,3.5465348785226514,2.630441528460779,2.633973006003692,2.2085198371177754,179.29599609375,173.57199707031248,163.81999816894532,159.23733240763346,151.24369873046874,179.4904424197634,175.61826940848243,167.2631632926758,160.66342988231403,155.03079539129808,174.40717433088454,168.4909321707748,5.916242160109732,4.581172846691878,3.2610531653418784,3.2610531653418784,3.2610531653418784,3.2610531653418784,-3.2610531653418784,3.2610531653418784,3.2610531653418784,3.2610531653418784,3.2610531653418784,4.339996337890682,4.46949920654298,182.1900024414062,178.46400772094725,179.35000762939453,180.23600753784177,1.0,1.0329776641396757,1.0220488051973364,0.9986592582631395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.818796980052437,1
