Date_APH_L01d,Open_APH_L01d,High_APH_L01d,Low_APH_L01d,Close_APH_L01d,Adj Close_APH_L01d,Volume_APH_L01d,Daily_Return_APH_L01d,Vol5_APH_L01d,Vol10_APH_L01d,Vol20_APH_L01d,Vol60_APH_L01d,SMA5_APH_L01d,SMA10_APH_L01d,SMA30_APH_L01d,SMA60_APH_L01d,SMA100_APH_L01d,EMA5_APH_L01d,EMA10_APH_L01d,EMA30_APH_L01d,EMA60_APH_L01d,EMA100_APH_L01d,Short12_APH_L01d,Long26_APH_L01d,MACD_APH_L01d,SIGNAL9_APH_L01d,Ret5/10_APH_L01d,Ret10/30_APH_L01d,Ret30/60_APH_L01d,Ret30/100_APH_L01d,Emaret5/10_APH_L01d,Emaret10/30_APH_L01d,Emaret30/60_APH_L01d,Emaret30/100_APH_L01d,RetMACD_APH_L01d,DayRange_APH_L01d,average20r_APH_L01d,PRVHI_APH_L01d,HitLevel_APH_L01d,hitlevel_2_APH_L01d,hitlevel_1.8_APH_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,97.97000122070312,97.97000122070312,96.37000274658203,96.83000183105469,96.83000183105469,2640800.0,-2.3201810613224625,1.0898463308683126,0.9954063025076242,1.1185505006686192,1.1018015283658937,98.87200012207032,98.60500030517578,94.49833348592122,88.8651668548584,87.57420021057129,98.35381024556,98.12115768666908,94.76054109570195,91.29530312831879,88.78127732592843,97.85112633437538,95.41757419984096,2.4335521345344233,2.7452881678765406,-1.807291094606539,-1.807291094606539,-1.807291094606539,-1.807291094606539,1.807291094606539,-1.807291094606539,-1.807291094606539,-1.807291094606539,1.807291094606539,1.1800003051757812,1.0634986877441406,97.97000122070312,97.39219993591308,97.60199966430665,97.8117993927002,0.0,1.0027077715741413,1.0023710743368301,0.8899073416109644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-03,96.20999908447266,96.20999908447266,95.02999877929688,95.08000183105469,95.08000183105469,3071500.0,-1.807291094606539,1.0859276776084108,1.1060645378899392,1.2013350158314728,1.130805666974165,97.99000091552735,98.25700073242187,94.67766698201497,89.06033350626628,87.64590019226074,97.26254077405824,97.56822025837555,94.78115146572472,91.41939161037571,88.90600454385172,97.42479948771066,95.39256883919012,2.032230648520539,2.6026766640053403,0.47329045958194327,-0.47329045958194327,-0.47329045958194327,-0.47329045958194327,0.47329045958194327,0.47329045958194327,-0.47329045958194327,-0.47329045958194327,0.47329045958194327,1.3300018310546875,1.0904987335205079,96.20999908447266,95.63030410766602,95.84300384521484,96.05570358276367,0.0,0.9972826382354003,0.9968670179336282,0.9206961616151722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.807291094606539,1
2024-01-04,93.91999816894531,95.22000122070312,93.88999938964844,94.62999725341797,94.62999725341797,2471800.0,-0.47329045958194327,1.0106485046429472,1.099778807181261,1.1973853158668057,1.1322970707372881,97.02200012207031,97.8650001525879,94.84700012207031,89.25233345031738,87.7201001739502,96.38502626717815,97.0339978938378,94.77139958105977,91.52465736916399,89.01935093414015,96.9948299132041,95.33608205505884,1.6587478581452615,2.413890902833325,0.17964511664315014,-0.17964511664315014,-0.17964511664315014,-0.17964511664315014,0.17964511664315014,0.17964511664315014,-0.17964511664315014,-0.17964511664315014,0.17964511664315014,1.029998779296875,1.097998809814453,95.22000122070312,93.81090187072753,94.02900161743165,94.24710136413574,0.0,0.9913860927890134,0.9933119149911799,0.9184836264549596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47329045958194327,1
2024-01-05,94.29000091552734,95.08000183105469,94.05000305175781,94.45999908447266,94.45999908447266,2009400.0,-0.17964511664315014,0.9768559361888841,1.0551723651854772,1.1842414326975452,1.1331702828054875,96.0259994506836,97.58300018310547,95.00666681925456,89.43566678365072,87.78970016479492,95.74335053960965,96.56599811031687,94.75130922644125,91.62089808114132,89.12708654107743,96.60485593955312,95.2711870202006,1.3336689193525189,2.197846506137164,-2.2443391563937856,2.2443391563937856,2.2443391563937856,2.2443391563937856,-2.2443391563937856,-2.2443391563937856,2.2443391563937856,2.2443391563937856,-2.2443391563937856,1.5400009155273438,1.1349990844726563,95.08000183105469,92.80440383911133,93.02400360107421,93.24360336303711,1.0,0.9840443445118484,0.9914809810201782,0.8910111874585693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17964511664315014,1
2024-01-08,95.12000274658203,96.61000061035156,95.06999969482422,96.58000183105469,96.58000183105469,2301200.0,2.2443391563937856,1.778802052629742,1.2706300758369824,1.2756229065198563,1.1529874963395017,95.51600036621093,97.4120002746582,95.22300033569336,89.63466682434083,87.88740020751953,96.02223430342467,96.5685442413601,94.86928939448083,91.78349164671224,89.27466902206709,96.60103223055336,95.36813626544905,1.232895965104305,2.0048563979305922,0.7558535339547547,-0.7558535339547547,-0.7558535339547547,-0.7558535339547547,0.7558535339547547,0.7558535339547547,-0.7558535339547547,-0.7558535339547547,0.7558535339547547,0.9399948120117188,1.1244987487792968,96.61000061035156,92.58300384521485,92.81000366210938,93.0370034790039,0.0,0.9805362798926067,0.994342775463509,0.9960859665835765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2443391563937856,1
2024-01-09,95.44999694824219,96.23999786376953,95.30000305175781,95.8499984741211,95.8499984741211,1624600.0,-0.7558535339547547,1.4951667138146458,1.2402229538523997,1.2858031096288296,1.1551666391039432,95.31999969482422,97.09599990844727,95.40600026448568,89.8298334757487,87.98710021972656,95.96482236032347,96.43789955640756,94.93256094800601,91.91681973941417,89.40487356567212,96.48548857571762,95.40382976238772,1.0816588133299092,1.8202168810104555,-0.3755874972170818,0.3755874972170818,0.3755874972170818,0.3755874972170818,-0.3755874972170818,-0.3755874972170818,0.3755874972170818,0.3755874972170818,-0.3755874972170818,0.9599990844726562,1.0854988098144531,96.23999786376953,94.13610336303711,94.36100311279297,94.58590286254883,1.0,0.9817088220390371,0.9950944888030522,0.9645512167180965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7558535339547547,1
2024-01-10,95.81999969482422,96.5,95.54000091552734,96.20999908447266,96.20999908447266,1913200.0,0.3755874972170818,1.1950255414658975,1.2328379608244084,1.1979937297467633,1.0913316756394662,95.5459991455078,96.76800003051758,95.60900014241537,90.06833343505859,88.09540023803712,96.04654793503987,96.39646310696483,95.01497631164902,92.05757971794068,89.53962852644045,96.44310557706456,95.46354600846809,0.9795595685964713,1.6520854185276588,-0.21827157932750468,0.21827157932750468,0.21827157932750468,0.21827157932750468,-0.21827157932750468,-0.21827157932750468,0.21827157932750468,0.21827157932750468,-0.21827157932750468,1.410003662109375,1.1119991302490235,96.5,93.85190048217774,94.06900024414062,94.28610000610351,1.0,0.9873718493239046,0.9963700413827768,1.02908548702088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3755874972170818,1
2024-01-11,96.20999908447266,96.54000091552734,95.12999725341797,96.41999816894531,96.41999816894531,2036900.0,0.21827157932750468,1.1297456010014144,1.2417216365596349,1.1979000997617424,1.0726324123875128,95.90399932861328,96.4629997253418,95.8259999593099,90.28566678365071,88.20730018615723,96.17103134634169,96.4007422091431,95.10562288308749,92.20060983108837,89.6758734698564,96.43955059120006,95.53439431665159,0.9051562745484745,1.502699589731822,-0.08297223872013541,0.08297223872013541,0.08297223872013541,0.08297223872013541,-0.08297223872013541,-0.08297223872013541,0.08297223872013541,0.08297223872013541,-0.08297223872013541,0.9499969482421875,1.0904991149902343,96.54000091552734,94.05360191345216,94.27600173950195,94.49840156555176,1.0,0.9942050278519209,0.9976171255787321,1.0365819627251125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21827157932750468,1
2024-01-12,96.87000274658203,97.02999877929688,96.08000183105469,96.5,96.5,1544500.0,0.08297223872013541,1.10297848668719,1.245004754030998,1.1883161253151306,1.0727786694756807,96.31199951171875,96.16899948120117,96.03666661580404,90.49966672261556,88.3176001739502,96.2806875642278,96.41878908020799,95.19558269708185,92.34157344318382,89.81100468827509,96.44885050024621,95.6059206635663,0.8429298366799145,1.3707456391214405,-0.3730576273073187,-0.3730576273073187,-0.3730576273073187,-0.3730576273073187,0.3730576273073187,0.3730576273073187,-0.3730576273073187,-0.3730576273073187,0.3730576273073187,1.279998779296875,1.045499038696289,97.02999877929688,94.14090286254883,94.35900268554687,94.57710250854493,0.0,1.0014869659795673,0.9985676908277151,1.0477050066966265,0.0,0.0,1.0,0.013643002,0.013643002,0.98492223,0.98492223,0.08297223872013541,1
2024-01-16,96.1500015258789,96.66999816894531,95.38999938964844,96.13999938964844,96.13999938964844,2230800.0,-0.3730576273073187,0.46508175718329503,1.2452599922995036,0.9963297519349097,1.0125156365901897,96.2239990234375,95.86999969482422,96.20833333333333,90.74300003051758,88.4210001373291,96.23379150603469,96.36810004556078,95.25651280627969,92.4661119988056,89.93633131602505,96.40133494476963,95.6454820506835,0.7558528940861322,1.247767090114379,-0.8425187889911343,0.8425187889911343,-0.8425187889911343,-0.8425187889911343,0.8425187889911343,0.8425187889911343,-0.8425187889911343,-0.8425187889911343,0.8425187889911343,1.3199996948242188,1.0554988861083985,96.66999816894531,94.72990089416504,94.93900070190429,95.14810050964356,0.0,1.0036924932694289,0.9986062966950413,1.2498472417200852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3730576273073187,1
