Date_ZBRA_L01d,ret_AAPL,ret_ACN,ret_ADBE,ret_ADI,ret_ADSK,ret_AKAM,ret_AMAT,ret_AMD,ret_ANSS,ret_APH,ret_AVGO,ret_CDNS,ret_CRM,ret_CSCO,ret_CTSH,ret_ENPH,ret_EPAM,ret_FFIV,ret_FICO,ret_FSLR,ret_FTNT,ret_GEN,ret_GLW,ret_HPE,ret_HPQ,ret_IBM,ret_INTC,ret_INTU,ret_IT,ret_JBL,ret_JNPR,ret_KEYS,ret_KLAC,ret_LRCX,ret_MCHP,ret_MPWR,ret_MSFT,ret_MSI,ret_MU,ret_NOW,ret_NTAP,ret_NVDA,ret_NXPI,ret_ON,ret_ORCL,ret_PANW,ret_PTC,ret_QCOM,ret_QRVO,ret_ROP,ret_SMCI,ret_SNPS,ret_STX,ret_SWKS,ret_TDY,ret_TEL,ret_TER,ret_TRMB,ret_TXN,ret_TYL,ret_VRSN,ret_WDC,ret_ZBRA
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-04,-1.270011581,,,1.52942383941834,0.7614752889424774,-1.444416078101516,,,,-0.4732904595819432,,,-0.2382428738291059,,,,,,-0.4374701926324476,-0.6630035972353745,,,,,,,,-0.7307925731923159,-0.2338962389516183,-1.8217508618939164,,,-1.112945242435773,-0.7938305733352404,,,,,,-0.5079213294511129,-0.289653582518388,,,,0.1268761024589918,-1.106577796706911,0.7569352733487205,1.0392499063513836,,-1.2862555724752824,,-0.4508532185664254,0.4227232831040357,,,,,,,-1.3541359869001663,,,0.1782024951008061
2024-01-05,-0.401303376,,,-0.2579651252996589,0.2621029653655623,-0.2617076066922354,,,,-0.1796451166431501,,,-0.0477672239104676,,,,,,-0.1789773298295258,0.3367191190032918,,,,,,,,0.3749040897672974,-0.2743033254314648,1.3916643051728323,,,-0.3897966608037442,0.1805557932595676,,,,,,0.6385131139239955,-1.1503577641813123,,,,0.1364723891614829,-0.1306018825027272,-1.114950574515421,-0.4112488551986266,,-0.2098509303853132,,-1.0955149531652246,-0.6066582693260449,,,,,,,-0.1420083468488724,,,-0.1106845783870709
2024-01-08,2.417488166395152,,,1.3025958917336942,2.5836496015144035,1.451933880984079,,,,2.2443391563937856,,,3.8826060009479018,,,,,,3.314336154420644,-0.4434531407850335,,,,,,,,1.589077627448266,2.456687666498991,1.3804588433664031,,,3.316122774508787,3.3806591896658253,,,,,,2.9726747248313243,1.0697116085269491,,,,1.8787114203336075,2.322131797369251,2.291219567756324,-1.6821495821158456,,1.0916362805556463,,3.129063654653879,0.8719538967123658,,,,,,,3.3930457200243187,,,3.324228823984528
2024-01-09,-0.2263409,,,0.4127414524981667,0.2166106486453312,-0.2500223475026767,,,,-0.7558535339547547,,,0.1801668376970651,,,,,,0.6273682680756852,0.4695110794989211,,,,,,,,1.1363995684148016,0.2661657662830423,-0.116720471744921,,,-1.07048130252908,-0.6788464519505318,,,,,,0.3461312025291377,0.1046712425876726,,,,-0.9841452060490464,3.772025363638817,-1.1965805200886426,-0.6185719757623771,,0.5181720342234553,,0.3780119383434823,-1.07434269019148,,,,,,,-0.4222769034548957,,,-1.7809927464500113
2024-01-10,0.5671400319862441,,,-0.7325039154121264,1.2120700665260404,0.3284398382330928,,,,0.3755874972170818,,,1.0675780913820128,,,,,,3.4984344629726007,-2.743994805923326,,,,,,,,0.5816483647594431,1.048099788804522,0.8958551055669814,,,-0.0449365474228133,-0.3098344497924535,,,,,,2.237108400980553,0.6854931676276466,,,,0.2798426355431908,-5.216024968298473,0.882956108722818,0.4146127911824991,,-0.2295363661668288,,-0.6595328652434786,3.1831269907995847,,,,,,,1.388513893014768,,,-0.4562463569671101
2024-01-11,-0.322254737,,,0.3132195211411633,0.7662618357519903,1.033767168602136,,,,0.2182715793275046,,,2.74486043462447,,,,,,1.217265489890205,-1.256704565952644,,,,,,,,0.0016444497164878,0.7020577318270789,-0.2316268081081282,,,1.0879511411452052,1.4019140886764638,,,,,,1.702370766834164,0.3346333647336402,,,,0.8179354206100393,-2.3411034775596016,1.756357843585828,-0.2009897237842789,,0.3960091777172759,,-1.3302191927889528,-1.1129999486820328,,,,,,,1.641968264198205,,,-0.0940202488138156
2024-01-12,0.1778122946098371,,,0.3175307378265266,0.7438223936509892,0.6991811931779646,,,,0.0829722387201354,,,0.2026633440463638,,,,,,1.3293952181724418,0.0935861011645312,,,,,,,,0.5076252581317453,2.1477055985061444,-0.8357853434857065,,,-0.2721793960588058,-0.069722347851088,,,,,,0.3744143684244443,-0.3220227591998041,,,,1.7466850144981805,-0.5409750078301001,0.0581105599293084,0.8415436806574365,,0.3362092308905744,,-0.814508210928227,1.2723280434392013,,,,,,,0.877092454837722,,,-2.4154035570694856
2024-01-16,-1.231708966,,,0.3026159069716274,-0.3877258009982806,0.3132961484864713,,,,0.3730576273073187,,,-1.007608689065004,,,,,,-0.5361518483737174,-7.068060437129477,,,,,,,,-1.30270854235813,-0.2443771322613626,-2.130478960935241,,,1.1059403808412684,0.193509256828844,,,,,,-0.2221666986833806,-0.819198222536776,,,,-0.0281414443961478,-2.093837708483011,-0.3368774102475028,0.6562041290806514,,0.5765770747799774,,3.090614677979969,2.4522817217105035,,,,,,,-2.7482537400750293,,,-2.149713083012436
2024-01-17,-0.517351294,,,1.2567233051421018,-1.254657879626047,-0.6415144158009718,,,,0.8425187889911343,,,0.8358408483204167,,,,,,0.4712566634992331,-1.2340788204946307,,,,,,,,-0.6607803721989081,0.2824980715194352,-3.1098009823734887,,,-0.7603954724084072,-1.0825853424853724,,,,,,-0.0027515986746354,-0.6165644310629257,,,,-0.1313684808570084,0.5993044142545632,0.0874230191007756,-1.275501598107316,,-0.0148932728302171,,-0.3551243102738531,-1.745072244008213,,,,,,,0.5584758604935347,,,-1.7863033948737197
