time,negative,neutral,positive,negative_max,negative_avg,positive_max,positive_avg
2018-02-26,0,0,1,0.0014757874887436,0.0014757874887436,0.9976436495780944,0.9976436495780944
2018-03-23,1,0,0,0.9917362332344056,0.9917362332344056,0.0064693931490182,0.0064693931490182
2018-04-02,0,0,1,0.0012508989311754,0.0012508989311754,0.9973492622375488,0.9973492622375488
2018-04-11,0,1,1,0.0084325959905982,0.00684564653784035,0.9922258853912354,0.5056670224294066
2018-04-12,1,0,0,0.8970474004745483,0.8970474004745483,0.0931944549083709,0.0931944549083709
2018-04-17,0,0,1,0.135379672050476,0.135379672050476,0.8384714126586914,0.8384714126586914
2018-04-27,0,0,3,0.0516348853707313,0.017992591873432166,0.9979966282844543,0.9809427062670389
2018-04-30,1,0,1,0.9763389825820924,0.5037703681737185,0.9669199585914612,0.4939267514273524
2018-06-04,0,0,1,0.3323951661586761,0.3323951661586761,0.5552715063095093,0.5552715063095093
2018-07-10,0,0,1,0.0015626305248588,0.0015626305248588,0.995826542377472,0.995826542377472
2018-07-16,0,0,1,0.0116354897618293,0.0116354897618293,0.7721279263496399,0.7721279263496399
2018-08-06,0,0,1,0.0040483172051608,0.0040483172051608,0.9945520758628844,0.9945520758628844
2018-08-17,2,0,0,0.8799612522125244,0.8799612522125244,0.0930586606264114,0.0930586606264114
2018-10-15,0,0,1,0.0347266308963298,0.0347266308963298,0.9538629055023192,0.9538629055023192
2018-10-26,0,1,0,0.0015094961272552,0.0015094961272552,0.0025944379158318,0.0025944379158318
2018-11-06,1,0,0,0.9950986504554749,0.9950986504554749,0.0036249074619263,0.0036249074619263
2018-11-12,1,0,0,0.996569037437439,0.996569037437439,0.0026629322674125,0.0026629322674125
2018-11-19,1,0,0,0.9930261373519896,0.9930261373519896,0.0050499229691922,0.0050499229691922
2018-11-27,1,0,0,0.9908143877983092,0.9908143877983092,0.006058725528419,0.006058725528419
2018-12-05,2,0,1,0.9917351007461548,0.6484271857577065,0.975000500679016,0.3416026543515423
2018-12-10,2,0,0,0.8570338487625122,0.7953587174415588,0.2538201510906219,0.19343534111976618
2018-12-26,0,1,0,0.0015566585352644,0.0015566585352644,0.0062903086654841,0.0062903086654841
2018-12-27,2,0,0,0.9917110204696656,0.9917110204696656,0.0055802897550165,0.0055802897550165
2018-12-31,0,1,0,0.0032900169026106,0.0032900169026106,0.0085350023582577,0.0085350023582577
2019-01-04,1,0,0,0.99107164144516,0.99107164144516,0.006532737519592,0.006532737519592
2019-01-08,1,0,0,0.9947444200515748,0.9947444200515748,0.0039052616339176,0.0039052616339176
2019-01-09,1,0,0,0.5679540634155273,0.5679540634155273,0.0997242033481597,0.0997242033481597
2019-01-11,1,0,0,0.9373364448547364,0.9373364448547364,0.0604257509112358,0.0604257509112358
2019-01-14,1,0,1,0.9843170642852784,0.5800148546695709,0.82045578956604,0.4164288127794862
2019-01-15,3,0,1,0.9941239953041076,0.7456583310849964,0.9720483422279358,0.24819198949262494
2019-01-16,1,0,0,0.9924187660217284,0.9924187660217284,0.0063061187975108,0.0063061187975108
2019-01-18,0,0,1,0.0013149728765711,0.0013149728765711,0.99787175655365,0.99787175655365
2019-01-21,1,0,0,0.9963853359222412,0.9963853359222412,0.0028663605917245,0.0028663605917245
2019-01-23,1,0,0,0.5816848874092102,0.5816848874092102,0.2658594250679016,0.2658594250679016
2019-01-24,1,0,0,0.9915561676025392,0.9915561676025392,0.007297302596271,0.007297302596271
2019-01-25,1,1,2,0.9200870990753174,0.29606436091125937,0.8690163493156433,0.45453734742477536
2019-01-28,1,1,0,0.9823128581047058,0.4992633461952209,0.0254605505615472,0.0203404258936643
2019-01-29,3,0,1,0.9941031336784364,0.7680331896990538,0.9039760828018188,0.23032960726413873
2019-02-04,2,0,1,0.8673468828201294,0.6487415184577306,0.7832822203636169,0.34243310491244
2019-02-05,3,2,0,0.948284149169922,0.56215662175091,0.0837774872779846,0.036920260929036844
2019-02-06,1,0,0,0.9715785384178162,0.9715785384178162,0.0255843456834554,0.0255843456834554
2019-02-11,4,0,1,0.9960722923278807,0.7988428775221108,0.8841919898986816,0.17888485696166753
2019-02-18,0,1,0,0.0361599996685981,0.0361599996685981,0.0269865486770868,0.0269865486770868
2019-02-26,1,0,0,0.9915686249732972,0.9915686249732972,0.0065276785753667,0.0065276785753667
2019-03-05,0,0,1,0.2040773034095764,0.2040773034095764,0.7302215099334717,0.7302215099334717
2019-03-07,1,0,1,0.5266596674919128,0.26402920909458766,0.9946576952934264,0.7312929630279541
2019-03-08,0,1,2,0.1260783374309539,0.0444238043467824,0.9950249791145324,0.6061728289350866
2019-03-12,1,1,0,0.8505507707595825,0.4306075819768011,0.1410123109817505,0.09774687141180034
2019-03-13,0,0,1,0.0021213088184595,0.0021213088184595,0.9870118498802184,0.9870118498802184
2019-03-18,1,0,0,0.9598658084869384,0.9598658084869384,0.0355147644877433,0.0355147644877433
2019-03-21,1,0,0,0.7560914754867554,0.7560914754867554,0.241249218583107,0.241249218583107
2019-03-22,0,0,1,0.0156547743827104,0.0156547743827104,0.9833443760871888,0.9833443760871888
2019-03-25,3,0,1,0.9907352924346924,0.7554045747965574,0.9484387636184692,0.2405179099878296
2019-03-28,1,0,0,0.6069141626358032,0.6069141626358032,0.3904517889022827,0.3904517889022827
2019-04-02,0,0,1,0.0019031841075047,0.0019031841075047,0.9900051951408386,0.9900051951408386
2019-04-03,0,0,1,0.0185028314590454,0.0185028314590454,0.5475804805755615,0.5475804805755615
2019-04-04,1,0,0,0.992362141609192,0.992362141609192,0.0058853938244283,0.0058853938244283
2019-04-05,0,0,2,0.4811842441558838,0.2618886511772871,0.9560407996177672,0.7331513166427612
2019-04-15,0,0,1,0.1284660696983337,0.1284660696983337,0.8532021045684814,0.8532021045684814
2019-04-17,1,1,0,0.6337948441505432,0.31857854174450034,0.3556967079639435,0.1851032073609531
2019-04-25,0,1,0,0.0164411533623933,0.0164411533623933,0.294500857591629,0.294500857591629
2019-04-29,2,0,0,0.99357271194458,0.9922558665275574,0.0067956107668578,0.00577321555465455
2019-04-30,0,1,0,0.0016554495086893,0.0016554495086893,0.004294887650758,0.004294887650758
2019-05-02,1,0,0,0.9924060702323914,0.9924060702323914,0.005782101303339,0.005782101303339
2019-05-03,1,0,0,0.5051251649856567,0.5051251649856567,0.4903292655944824,0.4903292655944824
2019-05-06,0,1,0,0.2996889948844909,0.2996889948844909,0.081546202301979,0.081546202301979
2019-05-13,0,0,1,0.028687072917819,0.028687072917819,0.9147728681564332,0.9147728681564332
2019-05-16,0,0,1,0.1938695907592773,0.1938695907592773,0.7243655920028687,0.7243655920028687
2019-05-20,0,0,1,0.0015181269263848,0.0015181269263848,0.9939608573913574,0.9939608573913574
2019-06-04,0,1,0,0.0137418508529663,0.0137418508529663,0.0295279044657945,0.0295279044657945
2019-06-06,0,0,1,0.0009787066373974,0.0009787066373974,0.997077226638794,0.997077226638794
2019-06-07,1,0,1,0.5762100219726562,0.29179214546456933,0.9650633931159972,0.6614708602428435
2019-06-10,0,0,1,0.0010109877912327,0.0010109877912327,0.9970881342887878,0.9970881342887878
2019-06-11,1,0,0,0.9915519952774048,0.9915519952774048,0.0071551986038684,0.0071551986038684
2019-06-27,2,0,1,0.9381704330444336,0.7665941615899404,0.5076451301574707,0.22462314615646997
2019-06-28,0,0,1,0.0601968206465244,0.0601968206465244,0.9353157877922058,0.9353157877922058
2019-07-01,1,0,1,0.8535609245300293,0.45846129953861237,0.8827621340751648,0.5093333348631859
2019-07-03,0,1,0,0.0124485250562429,0.0124485250562429,0.2652295231819153,0.2652295231819153
2019-07-10,0,0,1,0.0023959458339959,0.0023959458339959,0.9883641004562378,0.9883641004562378
2019-07-12,0,0,1,0.0166125856339931,0.0166125856339931,0.982264518737793,0.982264518737793
2019-07-16,1,0,0,0.9934486746788024,0.9934486746788024,0.0049191750586032,0.0049191750586032
2019-07-17,0,0,1,0.2276928722858429,0.2276928722858429,0.7671254873275757,0.7671254873275757
2019-07-18,1,0,0,0.980000138282776,0.980000138282776,0.0186494290828704,0.0186494290828704
2019-07-19,0,1,0,0.009277787990868,0.009277787990868,0.0127586023882031,0.0127586023882031
2019-07-22,0,0,2,0.001986559247598,0.0017274467973038,0.996154248714447,0.9957548677921295
2019-07-23,0,0,1,0.491955429315567,0.491955429315567,0.5036625862121582,0.5036625862121582
2019-07-24,1,0,5,0.9850686192512512,0.20249360120700047,0.997314989566803,0.731038162795206
2019-07-26,1,0,1,0.9937135577201844,0.5518812797963619,0.635479211807251,0.3205296436790377
2019-08-01,1,1,0,0.9963768124580384,0.49900534539483493,0.0026951332110911,0.00251297571230675
2019-08-05,0,0,1,0.0075818649493157,0.0075818649493157,0.9916229844093324,0.9916229844093324
2019-08-06,1,0,0,0.9935163259506226,0.9935163259506226,0.0053703398443758,0.0053703398443758
2019-08-07,1,0,0,0.9892107248306274,0.9892107248306274,0.0074554444290697,0.0074554444290697
2019-08-14,0,1,0,0.3102914094924927,0.3102914094924927,0.2698731124401092,0.2698731124401092
2019-08-22,1,0,0,0.4670426845550537,0.4670426845550537,0.345397800207138,0.345397800207138
2019-08-27,0,0,1,0.0039029512554407,0.0039029512554407,0.9840117692947388,0.9840117692947388
2019-09-04,0,1,2,0.0061254417523741,0.0033634327119215998,0.9967932105064392,0.7542885939280192
2019-09-06,1,0,0,0.9320511817932128,0.9320511817932128,0.0205701068043708,0.0205701068043708
2019-09-09,0,1,2,0.0492294020950794,0.018116263284658332,0.9907213449478148,0.6448221889634927
2019-09-11,0,0,1,0.0024507301859557,0.0024507301859557,0.9904168844223022,0.9904168844223022
2019-09-17,0,1,1,0.0237250495702028,0.01855567889288065,0.969370424747467,0.5184629447758198
2019-09-18,0,0,1,0.0021046148613095,0.0021046148613095,0.9851651191711426,0.9851651191711426
2019-09-19,0,0,1,0.0014391782460734,0.0014391782460734,0.9974779486656188,0.9974779486656188
2019-09-24,0,1,1,0.0230452101677656,0.01575285661965605,0.9863395690917968,0.6313548684120177
2019-09-27,0,1,1,0.1153127625584602,0.06107915914617475,0.8809506893157959,0.473895039409399
2019-09-30,0,1,0,0.0050682607106864,0.0050682607106864,0.0191841628402471,0.0191841628402471
2019-10-21,0,1,0,0.0451225526630878,0.0451225526630878,0.0274015758186578,0.0274015758186578
2019-10-31,2,0,0,0.9370867013931274,0.9340612292289734,0.0667737945914268,0.06368612870573995
2019-11-20,1,0,0,0.979900062084198,0.979900062084198,0.01534722186625,0.01534722186625
2019-12-10,0,1,0,0.0799823179841041,0.0799823179841041,0.1180711612105369,0.1180711612105369
2019-12-11,0,1,0,0.0110423192381858,0.0110423192381858,0.3190407752990722,0.3190407752990722
2019-12-26,0,1,0,0.225665882229805,0.225665882229805,0.3318216502666473,0.3318216502666473
2020-01-07,0,0,1,0.0182894561439752,0.0182894561439752,0.9587386846542358,0.9587386846542358
2020-01-08,0,0,1,0.003020938,0.003020938,0.9925000071525574,0.9925000071525574
2020-01-17,0,1,0,0.017370281741023,0.017370281741023,0.0119023425504565,0.0119023425504565
2020-01-27,1,0,1,0.9841994047164916,0.4940677798582458,0.994966447,0.5043198776527211
2020-01-30,0,1,3,0.0349298752844333,0.011398100821108325,0.9949663281440736,0.7479395949221177
2020-01-31,0,0,1,0.001463631,0.001463631,0.99763608,0.99763608
2020-03-30,0,1,0,0.0358780547976493,0.0358780547976493,0.099594638,0.099594638
2020-05-04,0,2,0,0.1941700726747512,0.1941700726747512,0.1021745353937149,0.1021745353937149
2020-06-12,0,0,1,0.00735462,0.00735462,0.822810948,0.822810948
2020-07-07,1,0,0,0.8153311610221863,0.8153311610221863,0.03239134,0.03239134
2020-07-16,0,0,1,0.002448856,0.002448856,0.9950869679450988,0.9950869679450988
2020-08-06,0,1,1,0.0171776749193668,0.0171776749193668,0.981663167,0.981663167
2020-08-07,0,1,1,0.071947083,0.0385393285,0.6718839406967163,0.36465393384835815
2020-08-24,0,0,1,0.007713685,0.007713685,0.8182252645492554,0.8182252645492554
2020-08-31,1,1,0,0.9641766548156738,0.48374317240783693,0.0289990790188312,0.02131767291575665
2020-09-01,0,0,3,0.012120733,0.012120733,0.8565270304679871,0.8565270304679871
2020-09-10,0,0,1,0.2263856083154678,0.2263856083154678,0.6143839955329895,0.6143839955329895
2020-09-24,0,0,1,0.001703906,0.001703906,0.993718147,0.993718147
2020-09-28,0,1,0,0.003163103,0.003163103,0.020070951,0.020070951
2020-10-12,0,1,0,0.001132827,0.001132827,0.002015779,0.002015779
2020-10-21,1,0,0,0.8834699392318726,0.8834699392318726,0.083532855,0.083532855
2020-11-10,0,0,1,0.4745939075946808,0.4745939075946808,0.4981580674648285,0.4981580674648285
2020-12-21,0,1,0,0.007666707,0.007666707,0.0199075564742088,0.0199075564742088
2020-12-28,0,0,1,0.006630586,0.006630586,0.865903914,0.865903914
2021-01-08,0,1,0,0.0106754219159483,0.0106754219159483,0.2956036329269409,0.2956036329269409
2021-01-22,0,1,0,0.004987128,0.004987128,0.007881671,0.007881671
2021-01-27,1,0,0,0.5459879040718079,0.5459879040718079,0.040046886,0.040046886
2021-02-03,0,0,1,0.0107005266472697,0.0107005266472697,0.6813082098960876,0.6813082098960876
2021-02-08,0,1,0,0.009440736,0.009440736,0.04680060967803,0.04680060967803
2021-02-10,0,0,1,0.3062725663185119,0.3062725663185119,0.4557068943977356,0.4557068943977356
2021-02-11,0,0,1,0.001400846,0.001400846,0.9962524771690368,0.9962524771690368
2021-03-01,1,0,1,0.5519443154335022,0.2784857402167511,0.9942118525505066,0.5704452097415924
2021-03-05,0,0,1,0.002313788,0.002313788,0.9818003177642822,0.9818003177642822
2021-03-08,1,0,0,0.9138230681419371,0.9138230681419371,0.078598991,0.078598991
2021-03-24,0,0,1,0.00355938,0.00355938,0.9726206660270692,0.9726206660270692
2021-04-02,2,0,2,0.6220836043357849,0.3134925020146563,0.943145752,0.5880018249271278
2021-04-05,0,0,1,0.002603197,0.002603197,0.9968852400779724,0.9968852400779724
2021-04-08,1,0,1,0.5796487331390381,0.290977101069519,0.9947273135185242,0.6898895055055618
2021-04-13,1,0,0,0.4661996960639953,0.4661996960639953,0.215337261557579,0.215337261557579
2021-04-14,0,0,1,0.2360190153121948,0.2360190153121948,0.5295796990394592,0.5295796990394592
2021-04-16,0,0,1,0.001705532,0.001705532,0.995728076,0.995728076
2021-04-21,0,1,0,0.007720812,0.007720812,0.4790504276752472,0.4790504276752472
2021-04-22,1,0,2,0.9731950759887696,0.3307164613295899,0.8730997443199158,0.5876972116529942
2021-04-23,0,1,0,0.0153059884905815,0.0153059884905815,0.079144895,0.079144895
2021-04-26,0,2,0,0.0113463560119271,0.0113463560119271,0.0350870378315448,0.0350870378315448
2021-04-27,1,0,0,0.9765807390213012,0.9765807390213012,0.014397781,0.014397781
2021-05-03,0,0,4,0.0014895885251462,0.001228427958326275,0.9977491497993468,0.9976706206798553
2021-05-07,0,0,2,0.0018543609185144,0.0018543599592572,0.997670352458954,0.997670352458954
2021-05-10,0,0,1,0.006549217,0.006549217,0.8561747074127197,0.8561747074127197
2021-05-11,0,2,0,0.0993877723813057,0.05468561872839925,0.4128033518791199,0.28844498842954636
2021-05-17,1,0,0,0.5810149312019348,0.5810149312019348,0.1633411943912506,0.1633411943912506
2021-05-18,0,0,1,0.001321999,0.001321999,0.9965674877166748,0.9965674877166748
2021-05-24,0,0,1,0.001798683,0.001798683,0.985238791,0.985238791
2021-06-16,0,1,0,0.0226461086422204,0.0226461086422204,0.097766787,0.097766787
2021-06-17,0,0,1,0.007119466,0.007119466,0.7265114188194275,0.7265114188194275
2021-06-24,0,1,2,0.006977525,0.0037788763333333336,0.9959139227867126,0.7010561575492223
2021-06-30,0,1,1,0.0231135003268718,0.017528714146465,0.7493808269500732,0.5441813319921494
2021-07-07,0,0,1,0.003697762,0.003697762,0.931887984275818,0.931887984275818
2021-07-14,0,0,1,0.004493779,0.004493779,0.9230473041534424,0.9230473041534424
2021-07-26,0,1,0,0.006687737,0.006687737,0.0263351332396268,0.0263351332396268
2021-08-02,0,0,1,0.001650706,0.001650706,0.9958989024162292,0.9958989024162292
2021-08-05,0,0,2,0.001122499,0.001029367,0.998244047,0.9974385797152863
2021-08-25,0,2,2,0.0234472695738077,0.012295384230455375,0.9935670495033264,0.4727471117770691
2021-08-26,0,0,2,0.0190284475684165,0.01652338588610285,0.9433860778808594,0.9238693714141846
2021-08-27,1,0,0,0.7036479711532593,0.7036479711532593,0.033468481,0.033468481
2021-08-30,1,0,0,0.4430874586105346,0.4430874586105346,0.3424463868141174,0.3424463868141174
2021-09-03,0,0,2,0.008688523,0.0064148734999999995,0.975975513,0.9262088534924926
2021-09-09,0,0,1,0.005302738,0.005302738,0.9790640473365784,0.9790640473365784
2021-09-17,0,2,0,0.0118951816111803,0.011597157921642051,0.4438448846340179,0.3885116428136825
2021-09-22,0,0,1,0.001271909,0.001271909,0.9956979751586914,0.9956979751586914
2021-09-23,0,0,1,0.001728881,0.001728881,0.9935287833213806,0.9935287833213806
2021-09-27,0,0,1,0.006660321,0.006660321,0.9922099113464355,0.9922099113464355
2021-10-22,3,0,0,0.977397084,0.936973512093984,0.0392692796885967,0.02400599122953223
2021-10-29,1,0,0,0.9921635389328004,0.9921635389328004,0.007018592,0.007018592
2021-12-07,0,1,0,0.000589245,0.000589245,0.000601634,0.000601634
2021-12-14,0,1,0,0.00061269,0.00061269,0.000687113,0.000687113
2021-12-23,0,0,1,0.026158314,0.026158314,0.9724785685539246,0.9724785685539246
2021-12-29,1,0,0,0.3754364252090454,0.3754364252090454,0.3373922109603882,0.3373922109603882
2021-12-30,1,0,1,0.7744346261024475,0.3879847505512238,0.9972098469734192,0.5232710521668196
