Date_AAPL,Open_AAPL,High_AAPL,Low_AAPL,Close_AAPL,Adj Close_AAPL,Volume_AAPL,Daily Return(%)_AAPL,Vol5_AAPL,Vol10_AAPL,Vol20_AAPL,Vol60_AAPL,SMA5_AAPL,SMA10_AAPL,SMA30_AAPL,SMA60_AAPL,SMA100_AAPL,EMA5_AAPL,EMA10_AAPL,EMA30_AAPL,EMA60_AAPL,EMA100_AAPL,Short12_AAPL,Long26_AAPL,MACD_AAPL,SIGNAL9_AAPL,Ret5/10_AAPL,Ret10/30_AAPL,Ret30/60_AAPL,Ret30/100_AAPL,Emaret5/10_AAPL,Emaret10/30_AAPL,Emaret30/60_AAPL,Emaret30/100_AAPL,RetMACD_AAPL,DayRange_AAPL,average20r_AAPL,PRVHI_AAPL,HitLevel_AAPL,hitlevel_2_AAPL,hitlevel_1.8_AAPL
2011-01-18,11.76857089996338,12.31285667419434,11.64285659790039,12.16607093811035,10.46164417266846,1880998000,-2.246902498697962,1.275518378390551,1.076624415979065,,,12.2919282913208,12.13735704421997,,,,12.24910792911985,12.1102011680603,,,,,,,,-0.5313297353228362,-0.5313297353228362,0.0,0.0,0.5313297353228362,-0.5313297353228362,-0.5313297353228362,0.0,0.0,0.4185705184936594,,,,,
2011-01-19,12.44107055664062,12.44999980926514,12.03142929077148,12.1014289855957,10.40605449676514,1135612800,-0.5313297353228362,1.290206778248008,1.107540960666898,,,12.27192821502686,12.16432132720947,,,,12.1998816146118,12.10860622579401,,,,12.10377971331278,,,,-1.817969326520662,-1.817969326520662,0.0,0.0,1.817969326520662,-1.817969326520662,-1.817969326520662,0.0,0.0,0.2921428680419904,,,,,
2011-01-20,12.01535701751709,12.08214282989502,11.78999996185303,11.88142871856689,10.21688079833984,764789200,-1.817969326520662,1.33098147355395,1.256069960484967,,,12.18807125091553,12.15960712432861,,,,12.0937306492635,12.06730122447999,,,,12.06957186796726,,,,-1.791512211543134,-1.791512211543134,0.0,0.0,1.791512211543134,-1.791512211543134,-1.791512211543134,0.0,0.0,0.2946434020996112,,,,,
2011-01-21,11.92035675048828,11.96000003814697,11.66535663604736,11.66857147216797,10.03383922576904,754401200,-1.791512211543134,1.252930123175469,1.374315302661709,,,12.05264282226562,12.13457136154175,,,,11.95201092356499,11.9948049058778,,,,12.00787949938276,,,,-3.284163374030567,3.284163374030567,0.0,0.0,-3.284163374030567,-3.284163374030567,3.284163374030567,0.0,0.0,0.3832149505615199,,,,,
2011-01-24,11.67392921447754,12.05178642272949,11.66857147216797,12.05178642272949,10.36336994171143,574683200,3.284163374030567,2.275122779941948,1.753010521025225,,,11.97385730743408,12.13932142257691,,,,11.98526942328649,12.00516518166902,,,,12.01463441066687,,,,-1.170534897960881,1.170534897960881,0.0,0.0,-1.170534897960881,-1.170534897960881,1.170534897960881,0.0,0.0,0.2453575134277397,,,,,
2011-01-25,12.01178646087646,12.19428634643555,11.94892883300781,12.19285678863525,10.48467445373535,546868000,1.170534897960881,2.175604270599659,1.683450612431233,,,11.97921447753906,12.13557138442993,,,,12.05446521173608,12.03929092839015,,,,12.04205323804662,,,,-0.7176379885487346,0.7176379885487346,0.0,0.0,-0.7176379885487346,0.7176379885487346,0.7176379885487346,0.0,0.0,0.1464281082153303,,,,,
2011-01-26,12.24857139587402,12.34285736083984,12.19642925262451,12.28035736083984,10.55991840362549,506875600,0.7176379885487346,2.161996230156358,1.696677167919862,,,12.01500015258789,12.14346418380737,,,,12.12976259477067,12.08312118883555,,,,12.07871541078404,,,,0.1861319287703242,-0.1861319287703242,0.0,0.0,0.1861319287703242,-0.1861319287703242,-0.1861319287703242,0.0,0.0,0.0664281845092809,,,,,
2011-01-27,12.27785682678223,12.31035709381104,12.24392890930176,12.25749969482422,10.54026317596436,285026000,-0.1861319287703242,1.862379851673967,1.677822106898933,,,12.09021434783936,12.13914279937744,,,,12.17234162812185,12.11482637174258,,,,12.10622068525176,,,,2.071622635167786,-2.071622635167786,0.0,0.0,2.071622635167786,-2.071622635167786,-2.071622635167786,0.0,0.0,0.3882141113281197,,,,,
2011-01-28,12.29178619384766,12.30000019073486,11.91178607940674,12.00357055664062,10.32190799713135,592057200,-2.071622635167786,1.95564525422494,1.788526266586582,,,12.15721416473388,12.10492849349975,,,,12.11608460429478,12.09459804172404,,,,12.09042835777312,,,,0.9580543076732314,0.9580543076732314,0.0,0.0,-0.9580543076732314,0.9580543076732314,0.9580543076732314,0.0,0.0,0.2049999237060494,,,,,
2011-01-31,11.99285697937012,12.14428615570068,11.93928623199463,12.11857128143311,10.42079925537109,377246800,0.9580543076732314,1.328535821547696,1.799007991333421,,,12.17057113647461,12.07221422195434,,,,12.11691349667422,12.09895681258024,,,,12.0947580383362,,,,1.682780442618419,1.682780442618419,0.0,0.0,-1.682780442618419,1.682780442618419,1.682780442618419,0.0,0.0,0.1667852401733398,0.2295534133911141,12.14428615570068,,,
2011-02-01,12.18928623199463,12.34464263916016,12.17785739898682,12.32250022888184,10.59615612030029,426633200,1.682780442618419,1.444694751016092,1.743033683408169,1.413575174702347,,12.19649982452393,12.08785715103149,,,,12.1854424074101,12.13960107008962,,,,12.12979529842014,,,,-0.2057800440489851,-0.2057800440489851,0.0,0.0,0.2057800440489851,-0.2057800440489851,-0.2057800440489851,0.0,0.0,0.06071376800537109,0.2248212337493906,12.34464263916016,11.63926864624023,11.68517932891845,11.73109001159667
2011-02-02,12.30178642272949,12.33035659790039,12.26964282989502,12.29714298248291,10.5743522644043,258955200,-0.2057800440489851,1.424073547117048,1.732077391672877,1.415273184502371,,12.19985694885254,12.10742855072021,,,,12.22267593243437,12.16824505416112,,,,12.15554109596826,,,,-0.2555820552485351,-0.2555820552485351,0.0,0.0,0.2555820552485351,-0.2555820552485351,-0.2555820552485351,0.0,0.0,0.2032146453857511,0.2263391017913832,12.33035659790039,11.8500359249115,11.89500017166138,11.93996441841126
2011-02-03,12.27857112884521,12.29428577423096,12.09107112884521,12.26571369171143,10.54732894897461,393797600,-0.2555820552485351,1.427110691691513,1.597681444079215,1.411055817696072,,12.20149974822998,12.14585704803467,,,,12.23702185219339,12.18596662462482,,,,12.17249072608259,,,,0.8909902108869623,0.8909902108869623,0.0,0.0,-0.8909902108869623,0.8909902108869623,0.8909902108869623,0.0,0.0,0.1139287948608398,0.2278391361236586,12.29428577423096,11.83241057395935,11.87767839431762,11.9229462146759
2011-02-04,12.27285671234131,12.38214302062988,12.26821422576904,12.375,10.64130401611328,321840400,0.8909902108869623,0.831504781504943,1.416812703920761,1.419436506706572,,12.27578563690186,12.21649990081787,,,,12.28301456812893,12.22033632923849,,,,12.20364599899296,,,,1.55267426461883,1.55267426461883,0.0,0.0,-1.55267426461883,1.55267426461883,1.55267426461883,0.0,0.0,0.2003564834594709,0.2299105167388927,12.38214302062988,11.79303967475891,11.83860750198364,11.88417532920838
2011-02-07,12.42464256286621,12.61607074737549,12.41571426391602,12.56714344024658,10.80652523040771,485021600,1.55267426461883,0.9297193320684481,1.128622310975125,1.447570330043845,,12.36550006866455,12.26803560256958,,,,12.37772419216815,12.28339216760359,,,,12.25956868226275,,,,0.943494663863426,0.943494663863426,0.0,0.0,-0.943494663863426,0.943494663863426,0.943494663863426,0.0,0.0,0.1203565597534109,0.2251069545745857,12.61607074737549,11.87633988380431,11.92232198715209,11.96830409049987
2011-02-08,12.63142871856689,12.69714260101318,12.57678604125977,12.68571376800537,10.90848731994629,381040800,0.943494663863426,0.7890584671303172,1.114157182161715,1.406056578081443,,12.43814277648926,12.31732130050659,,,,12.48038738411389,12.35654154949482,,,,12.32512946468469,12.1620466525738,0.1630828121108863,,0.8333374054225807,0.8333374054225807,0.0,0.0,-0.8333374054225807,0.8333374054225807,0.8333374054225807,0.0,0.0,0.1475000381469691,0.2226784229278571,12.69714260101318,12.1208354473114,12.16585683822632,12.21087822914123
2011-02-09,12.68535709381104,12.82142925262451,12.67392921447754,12.791428565979,10.99939155578613,482745200,0.8333374054225807,0.6539317902136771,1.118384313778052,1.40923009296116,,12.53699989318848,12.36842842102051,,,,12.58406777806893,12.43561191612831,,,,12.39686778796074,12.20866753504826,0.1882002529124751,,-1.010722232556475,-1.010722232556475,0.0,0.0,1.010722232556475,-1.010722232556475,-1.010722232556475,0.0,0.0,0.4285726547241193,0.2397677898406986,12.82142925262451,12.2072500705719,12.25178575515747,12.29632143974304
2011-02-10,12.76392936706543,12.85714340209961,12.42857074737549,12.66214275360107,10.88821506500244,928550000,-1.010722232556475,0.9682876050285905,1.195319421913572,1.429439135347659,,12.61628570556641,12.40889272689819,,,,12.61009276991297,12.47679934112336,,,,12.43767932113617,12.2422582919781,0.1954210291580729,,0.6515521059041617,0.6515521059041617,0.0,0.0,-0.6515521059041617,0.6515521059041617,0.6515521059041617,0.0,0.0,0.1521425247192294,0.2423927783966061,12.85714340209961,12.29394011497497,12.34189367294311,12.38984723091125
2011-02-11,12.66964340209961,12.77857112884521,12.62642860412598,12.74464321136475,10.9591588973999,367572800,0.6515521059041617,0.958766254789698,0.8461372535530639,1.433084459225979,,12.69021434783935,12.48299999237061,,,,12.65494291706357,12.52549822662179,,,,12.48490453501749,12.27947198971045,0.2054325453070476,,0.6529316260351341,0.6529316260351341,0.0,0.0,-0.6529316260351341,0.6529316260351341,0.6529316260351341,0.0,0.0,0.09892749786376953,0.240124893188476,12.77857112884521,12.32387928962708,12.3723578453064,12.42083640098572
2011-02-14,12.74250030517578,12.8385705947876,12.73964309692383,12.82785701751709,11.03071403503418,310416400,0.6529316260351341,0.8061577316291202,0.83741088385808,1.429812793747808,,12.74235706329345,12.553928565979,12.24130948384603,,,12.71258095054807,12.58047255223912,12.24130948384603,,,12.53766645540205,12.32009310288131,0.2175733525207377,,0.2004537512239673,0.2004537512239673,0.2004537512239673,0.0,-0.2004537512239673,0.2004537512239673,0.2004537512239673,0.2004537512239673,0.0,0.086428642272951,0.2109463214874261,12.8385705947876,12.25029636383056,12.29832134246826,12.34634632110595
2011-02-15,12.82821369171143,12.85607147216797,12.76964282989502,12.85357093811035,11.05282402038574,284174800,0.2004537512239673,0.7507584520201972,0.7453891289813008,1.312828723729161,,12.77592849731445,12.60703563690186,12.27741661071777,,,12.75957761306883,12.63012680421571,12.28081022283082,,,12.58626714504948,12.35960997956494,0.2266571654845375,,0.8974809663133995,0.8974809663133995,0.8974809663133995,0.0,-0.8974809663133995,0.8974809663133995,0.8974809663133995,0.8974809663133995,0.0,0.1571426391601598,0.1978749275207511,12.85607147216797,12.37448868751526,12.41667795181275,12.45886721611023
2011-02-16,12.88571357727051,13.03214263916016,12.875,12.96892929077148,11.152024269104,481157600,0.8974809663133995,0.7633297789300473,0.7229063085498061,1.305012769405378,,12.81142864227295,12.67421426773071,12.3153213818868,,,12.82936150563638,12.69172725631675,12.32520500140764,,,12.64513824439132,12.40474474335802,0.2403935010333065,,-1.330106799751849,-1.330106799751849,-1.330106799751849,0.0,1.330106799751849,-1.330106799751849,-1.330106799751849,-1.330106799751849,0.0,0.1339292526245099,0.1899642467498771,13.03214263916016,12.42074663162232,12.46032161712647,12.49989660263062
2011-02-17,12.75892925262451,12.86678600311279,12.73285675048828,12.79642868041992,11.00368881225586,530583200,-1.330106799751849,0.8994035926905425,0.9093896303290032,1.266245065951593,,12.83828582763672,12.72728576660156,12.34424997965495,,,12.8183838972309,12.71076387888096,12.35560652908585,,,12.66841369608803,12.43375836832557,0.2346553277624643,,-2.160198204982133,-2.160198204982133,-2.160198204982133,0.0,2.160198204982133,-2.160198204982133,-2.160198204982133,-2.160198204982133,0.0,0.3564291000366211,0.1930535316467276,12.86678600311279,12.61422129631043,12.65221414566041,12.69020699501038
2011-02-18,12.81107139587402,12.8392858505249,12.48285675048828,12.52000045776367,10.76598739624023,816057200,-2.160198204982133,1.332524344235122,1.201740098002579,1.301697943800983,,12.7933572769165,12.74178581237793,12.36428569157918,,,12.71892275074182,12.676079620496,12.36621258900055,,,12.64558089019198,12.44014667124691,0.2054342189450686,0.2085389116927329,-3.4088371176124,-3.4088371176124,-3.4088371176124,0.0,3.4088371176124,-3.4088371176124,-3.4088371176124,-3.4088371176124,3.4088371176124,0.2742853164672798,0.1876070499420156,12.8392858505249,12.44206823348999,12.48067893981933,12.51928964614868
2011-02-22,12.21964263916016,12.33571434020996,12.06142902374268,12.09321403503418,10.39899444580078,872555600,-3.4088371176124,1.744323880370168,1.526315440245447,1.369175553974154,,12.64642868041992,12.69439287185669,12.36724996566772,,,12.51035317883928,12.57010405950294,12.34859977906724,,,12.56060137401385,12.41444795745337,0.1461534165604821,0.1960618126662828,-1.184260685608186,1.184260685608186,1.184260685608186,0.0,-1.184260685608186,-1.184260685608186,1.184260685608186,1.184260685608186,-1.184260685608186,0.2153568267822301,0.1861070156097401,12.33571434020996,12.42655034065247,12.46407175064087,12.50159316062927
2011-02-23,12.0989294052124,12.30857086181641,12.09321403503418,12.23642921447754,10.5221471786499,671854400,1.184260685608186,1.976251937117858,1.551088677943452,1.369782665821684,,12.52300033569336,12.64946441650391,12.36745236714681,,,12.4190451907187,12.50943590586196,12.34136296844855,,,12.51072873408519,12.40126138389961,0.1094673501855841,0.178742920170143,-0.07587976019625031,0.07587976019625031,0.07587976019625031,0.0,-0.07587976019625031,-0.07587976019625031,0.07587976019625031,0.07587976019625031,-0.07587976019625031,0.2421426773071289,0.1908927440643301,12.30857086181641,11.92627890586853,11.96350030899048,12.00072171211243
2011-02-24,12.2864294052124,12.32678604125977,12.08464336395264,12.24571418762207,10.53012847900391,499900800,0.07587976019625031,1.809998204822465,1.504738245910824,1.360231952479214,,12.37835731506348,12.59489297866821,12.36892852783203,,,12.36126818968649,12.46148650254561,12.33519207936297,,,12.46995726539856,12.38973936936053,0.08021789603802709,0.1590379153437198,-1.539901446681213,1.539901446681213,1.539901446681213,0.0,-1.539901446681213,-1.539901446681213,1.539901446681213,1.539901446681213,-1.539901446681213,0.1296424865722585,0.194053459167479,12.32678604125977,11.88860682487488,11.92678537368775,11.96496392250062
2011-02-25,12.33071422576904,12.44392871856689,12.31428623199463,12.43428611755371,10.69228172302246,380018800,1.539901446681213,2.152480512745604,1.607066312426071,1.402257937904483,,12.30592880249023,12.57210731506348,12.37338094711304,,,12.38560749897556,12.45654097800163,12.34158524311721,,,12.46446939649935,12.39303912848595,0.07143026801339758,0.1415163858776554,-1.450481174914477,1.450481174914477,1.450481174914477,0.0,-1.450481174914477,-1.450481174914477,1.450481174914477,1.450481174914477,-1.450481174914477,0.1403570175170916,0.1816606044769276,12.44392871856689,11.89986843109132,11.93867912292481,11.97748981475831
2011-02-28,12.54428577423096,12.68035697937012,12.53999996185303,12.61464309692383,10.84737300872803,403074000,1.450481174914477,2.083381065753142,1.67101471494939,1.337344598062824,,12.32485733032227,12.55910730361938,12.38234526316325,,,12.46195269829165,12.48528681780567,12.35920187884667,,,12.4875730427185,12.40945423725913,0.07811880545937377,0.1288368697939991,1.10416156992769,-1.10416156992769,-1.10416156992769,0.0,1.10416156992769,1.10416156992769,-1.10416156992769,-1.10416156992769,1.10416156992769,0.2871427536010795,0.1857677459716791,12.68035697937012,12.04427538871765,12.08060750961303,12.11693963050842
2011-03-01,12.69535732269287,12.70428562164307,12.41714286804199,12.47535705566406,10.7275972366333,456136800,-1.10416156992769,1.131666674832586,1.676611661666752,1.359771577004794,,12.40128593444824,12.52385730743408,12.38333336512248,,,12.46642081741579,12.48348140650719,12.36669576122199,,,12.48569366009474,12.41433592751134,0.07135773258339562,0.1173410423518784,-0.8044423515597483,0.8044423515597483,0.8044423515597483,0.0,-0.8044423515597483,-0.8044423515597483,0.8044423515597483,0.8044423515597483,-0.8044423515597483,0.2125005722045898,0.1880535125732416,12.70428562164307,12.27166793823243,12.30882148742676,12.3459750366211
2011-03-02,12.49857139587402,12.65535736083984,12.44285678863525,12.57571411132812,10.8138952255249,602590800,0.8044423515597483,1.097326056460677,1.705885396591527,1.321442607951181,,12.46914291381836,12.49607162475586,12.39698813756307,,,12.50285191538657,12.50025098920191,12.38018081606755,,,12.49954296028449,12.42628986705333,0.07325309323116436,0.1085234525277356,-2.11291894069377,2.11291894069377,2.11291894069377,0.0,-2.11291894069377,2.11291894069377,2.11291894069377,2.11291894069377,-2.11291894069377,0.1382141113281214,0.1919285297393791,12.65535736083984,12.29056789398194,12.32817859649659,12.36578929901123
2011-03-03,12.75678634643555,12.84964275360107,12.71142864227295,12.84142875671387,11.04238605499268,500788400,2.11291894069377,1.244089843694569,1.831822658356728,1.392093687178035,,12.58828582763672,12.4833215713501,12.42165479660034,,,12.61571086249567,12.56228331056772,12.40993874772215,,,12.55214077511978,12.45704089591707,0.09509987920271001,0.1058387378627305,0.1223745868427807,0.1223745868427807,0.1223745868427807,0.0,-0.1223745868427807,0.1223745868427807,0.1223745868427807,0.1223745868427807,-0.1223745868427807,0.0907144546508789,0.1863035202026355,12.84964275360107,12.23311459541321,12.27150030136108,12.30988600730896
2011-03-04,12.85964298248291,12.86750030517578,12.7767858505249,12.85714340209961,11.05589866638184,453266800,0.1223745868427807,1.240617139719083,1.778815951196093,1.387769911236268,,12.6728572845459,12.48939304351807,12.45417861938477,,,12.69618837569698,12.61589423630079,12.43879066090779,,,12.5990642561936,12.48667811859726,0.1123861375963422,0.1071482178094528,-1.288888664716593,-1.288888664716593,-1.288888664716593,0.0,1.288888664716593,-1.288888664716593,-1.288888664716593,-1.288888664716593,-1.288888664716593,0.3699998855590891,0.1991070747375479,12.86750030517578,12.43977500915527,12.4770357131958,12.51429641723633
2011-03-07,12.90714263916016,12.91678619384766,12.54678630828857,12.69142913818359,10.91339874267578,546123200,-1.288888664716593,1.407417473994696,1.676272483713172,1.419598404469675,,12.68821449279785,12.50653591156006,12.48827387491862,,,12.69460196319252,12.62962785482493,12.45508991750623,,,12.61327423803821,12.50184486078884,0.111429377249376,0.1080044496974374,0.1125569660430986,0.1125569660430986,0.1125569660430986,0.0,-0.1125569660430986,0.1125569660430986,0.1125569660430986,0.1125569660430986,0.1125569660430986,0.1839294433593786,0.1982857227325433,12.91678619384766,12.42946474075317,12.46928615570068,12.50910757064819
2011-03-08,12.6753568649292,12.76428604125977,12.58035659790039,12.70571422576904,10.92568492889404,356316800,0.1125569660430986,1.235513812058238,1.125129786024232,1.37992590245853,,12.73428592681885,12.56778593063354,12.51007146835327,,,12.69830605071803,12.64346174045113,12.47125922771674,,,12.62749577461219,12.51694629523182,0.1105494793803707,0.1085134556340241,-0.9247831573094233,-0.9247831573094233,-0.9247831573094233,0.0,0.9247831573094233,-0.9247831573094233,-0.9247831573094233,-0.9247831573094233,-0.9247831573094233,0.1485710144043004,0.1996964454650878,12.76428604125977,12.48055760383606,12.52021474838257,12.55987189292908
2011-03-09,12.66749954223633,12.67000007629395,12.52142906188965,12.58821392059326,10.82464408874512,453306000,-0.9247831573094233,1.323341240473369,1.179188060277378,1.38048836014232,,12.73678588867188,12.60296440124512,12.52325003941854,,,12.66160867400977,12.63341668229516,12.47880469177329,,,12.62145241245543,12.52222537859192,0.09922703386350662,0.1066561712799206,-1.645529947311677,-1.645529947311677,-1.645529947311677,0.0,1.645529947311677,-1.645529947311677,-1.645529947311677,-1.645529947311677,1.645529947311677,0.1739292144775391,0.2010179042816163,12.67000007629395,12.32495386123658,12.36489315032959,12.40483243942261
2011-03-10,12.46857070922852,12.49178600311279,12.31785678863525,12.38107109069824,10.64652156829834,507539200,-1.645529947311677,0.8100624011944252,1.3299420375837,1.409913323766993,,12.64471435546875,12.61650009155273,12.52660716374715,,,12.56809614623926,12.58753566564117,12.47249929815554,,,12.58447067064663,12.51176950541461,0.07270116523201864,0.09986517007034024,1.534597281539265,1.534597281539265,1.534597281539265,0.0,-1.534597281539265,-1.534597281539265,1.534597281539265,1.534597281539265,-1.534597281539265,0.2614278793334996,0.1926606655120853,12.49178600311279,12.2277606868744,12.26796426773072,12.30816784858704
2011-03-11,12.33321380615234,12.58285713195801,12.32142925262451,12.57107067108154,10.80990409851074,471080400,1.534597281539265,1.285812362379269,1.329312813317308,1.442943905493289,,12.58749980926513,12.63017854690552,12.5370595296224,,,12.56908765452002,12.58454203026669,12.47885874157013,,,12.582409132252,12.5161621843529,0.06624694789909746,0.0931415256360917,-0.4460418414193513,0.4460418414193513,0.4460418414193513,0.0,-0.4460418414193513,-0.4460418414193513,0.4460418414193513,0.4460418414193513,-0.4460418414193513,0.1846427917480487,0.1942856788635263,12.58285713195801,12.0679325389862,12.10646467208862,12.14499680519104
2011-03-14,12.61357116699219,12.73142910003662,12.54678630828857,12.62714290618896,10.85812282562256,435957200,0.4460418414193513,1.233295967887812,1.253158888743613,1.438589132381073,,12.57464256286621,12.63142852783203,12.55784527460734,,,12.58843940507634,12.59228764407074,12.48842546186811,,,12.58929125131923,12.52438297856298,0.06490827275624333,0.08749487506012203,2.299464243055702,-2.299464243055702,-2.299464243055702,0.0,2.299464243055702,2.299464243055702,-2.299464243055702,-2.299464243055702,2.299464243055702,0.27642822265625,0.2031607151031503,12.73142910003662,12.15542863845825,12.19428577423096,12.23314291000366
2011-03-15,12.21785736083984,12.4228572845459,12.14642906188965,12.3367862701416,10.60844135284424,721081200,-2.299464243055702,1.560051818460961,1.418124354190988,1.513650700250262,,12.50085697174072,12.61757144927978,12.56511910756429,,,12.50455502676476,12.54583284881089,12.47864228820834,,,12.55044433113805,12.51048692608732,0.03995740505072831,0.07798738105824328,4.464010597355098,-4.464010597355098,-4.464010597355098,0.0,4.464010597355098,4.464010597355098,-4.464010597355098,-4.464010597355098,4.464010597355098,0.5978574752807599,0.2287321567535407,12.4228572845459,12.28447552680969,12.32510766983032,12.36573981285095
2011-03-16,12.2142858505249,12.25,11.65214252471924,11.78607082366943,10.13488101959229,1162011200,-4.464010597355098,2.356473018236757,1.929982363600336,1.786118763840312,,12.34042835235595,12.53860712051392,12.54723812739054,,,12.26506029239965,12.40769429878517,12.43396025823809,,,12.43284840691211,12.45682647405637,-0.02397806714425776,0.05759429141774307,-1.402999743255552,-1.402999743255552,1.402999743255552,0.0,-1.402999743255552,-1.402999743255552,-1.402999743255552,1.402999743255552,-1.402999743255552,0.319643020629881,0.2368571758270268,12.25,11.91964653968811,11.96539297103882,12.01113940238953
2011-03-17,12.02964305877686,12.12892913818359,11.80928611755371,11.95142936706543,10.27707195281982,659422400,1.402999743255552,2.619762326828296,1.828277810809014,1.809131820342096,,12.25450000762939,12.44960718154907,12.53571434020996,,,12.16051665062158,12.32473703847249,12.40282923300114,,,12.35878393924339,12.4193896513163,-0.06060571207290799,0.03395429071961286,1.186356635366986,1.186356635366986,-1.186356635366986,0.0,1.186356635366986,1.186356635366986,1.186356635366986,-1.186356635366986,1.186356635366986,0.2928571701049805,0.2448035717010503,12.12892913818359,11.72891421318054,11.77628564834595,11.82365708351135
2011-03-18,12.04035663604736,12.07857131958008,11.7857141494751,11.80964279174805,10.15515041351318,753214000,-1.186356635366986,2.310075898615937,1.80958215176783,1.805490442109463,,12.10221443176269,12.34485712051391,12.52051197687785,,,12.04355869766374,12.23108353906805,12.36455914001707,,,12.27430068578257,12.37422321727421,-0.09992253149163766,0.007178926277362756,-2.609851907099459,-2.609851907099459,2.609851907099459,0.0,-2.609851907099459,-2.609851907099459,-2.609851907099459,2.609851907099459,-2.609851907099459,0.1599998474121094,0.2349821090698248,12.07857131958008,11.59036128044128,11.63932199478149,11.6882827091217
2011-03-21,11.99964332580566,12.13357067108154,11.97357082366943,12.11785697937012,10.42018127441406,409402000,2.609851907099459,2.841748656728734,2.09717488689421,1.872435006170729,,12.00035724639893,12.28749990463256,12.51194054285685,,,12.06832479156586,12.21049689185024,12.34864287158824,,,12.25023242325758,12.35523312557761,-0.1050007023200301,-0.01525699944211582,-0.5599735064605106,-0.5599735064605106,0.5599735064605106,0.0,-0.5599735064605106,-0.5599735064605106,-0.5599735064605106,0.5599735064605106,-0.5599735064605106,0.1242866516113317,0.2274821758270273,12.13357067108154,11.56161067962647,11.60860710144043,11.6556035232544
