Date_HPE,Open_HPE,High_HPE,Low_HPE,Close_HPE,Adj Close_HPE,Volume_HPE,Daily Return(%)_HPE,Vol5_HPE,Vol10_HPE,Vol20_HPE,Vol60_HPE,SMA5_HPE,SMA10_HPE,SMA30_HPE,SMA60_HPE,SMA100_HPE,EMA5_HPE,EMA10_HPE,EMA30_HPE,EMA60_HPE,EMA100_HPE,Short12_HPE,Long26_HPE,MACD_HPE,SIGNAL9_HPE,Ret5/10_HPE,Ret10/30_HPE,Ret30/60_HPE,Ret30/100_HPE,Emaret5/10_HPE,Emaret10/30_HPE,Emaret30/60_HPE,Emaret30/100_HPE,RetMACD_HPE,DayRange_HPE,average20r_HPE,PRVHI_HPE,HitLevel_HPE,hitlevel_2_HPE,hitlevel_1.8_HPE
2015-11-02,8.71229362487793,8.816910743713379,8.055529594421387,8.421689987182617,7.085164070129395,70312635,-1.562509405354213,4.094820653261899,3.477622216835456,,,8.970350074768067,9.35104055404663,,,,8.892890723480939,9.280027536912398,,,,,,,,0.8971685633276872,-0.8971685633276872,0.0,0.0,0.8971685633276872,0.8971685633276872,-0.8971685633276872,0.0,0.0,0.6015486717224121,,,,,
2015-11-03,8.177582740783691,8.549555778503418,7.948007106781006,8.3461332321167,7.021596908569336,69176379,-0.8971685633276872,3.997037257638298,3.298958138509716,,,8.811099243164062,9.205157566070557,,,,8.710638226359526,9.110228572404088,,,,9.289626280466715,,,,4.874642277858049,-4.874642277858049,0.0,0.0,4.874642277858049,4.874642277858049,-4.874642277858049,0.0,0.0,0.5230875015258798,,,,,
2015-11-04,8.363570213317871,8.43331527709961,7.91022777557373,7.939289093017578,6.679320335388184,54241942,-4.874642277858049,2.841169987526738,3.460477595006314,,,8.506546783447266,9.041257286071778,,,,8.453521848578877,8.897330485242904,,,,9.081882097782232,,,,2.781849207947005,-2.781849207947005,0.0,0.0,2.781849207947005,2.781849207947005,-2.781849207947005,0.0,0.0,0.4475288391113281,,,,,
2015-11-05,7.927663803100586,8.072965621948242,7.625436782836914,7.718430042266846,6.493511199951172,38180025,-2.781849207947005,2.768124975399955,3.052768219454175,,,8.196182155609131,8.827954244613647,,,,8.208491246474868,8.682984950156348,,,,8.872120243087558,,,,-8.433734046568171,8.433734046568171,0.0,0.0,-8.433734046568171,-8.433734046568171,8.433734046568171,0.0,0.0,0.7730054855346671,,,,,
2015-11-06,7.660308837890625,8.415878295898438,7.64287281036377,8.36938190460205,7.041158199310303,51702744,8.433734046568171,5.131006763140147,4.556218878417198,,,8.158984851837157,8.676840448379517,,,,8.262121465850596,8.625966214601021,,,,8.794775883320558,,,,1.388889363672216,-1.388889363672216,0.0,0.0,1.388889363672216,1.388889363672216,-1.388889363672216,0.0,0.0,0.2034225463867188,,,,,
2015-11-09,8.288013458251953,8.415878295898438,8.212455749511719,8.253140449523926,6.943364143371582,30158099,-1.388889363672216,5.121213544042722,4.509229329491555,,,8.12527494430542,8.547812509536744,,,,8.259127793741706,8.558179711859731,,,,8.711447355044152,,,,-1.47886912998488,1.47886912998488,0.0,0.0,-1.47886912998488,-1.47886912998488,1.47886912998488,0.0,0.0,0.2499189376831055,,,,,
2015-11-10,8.212455749511719,8.392629623413086,8.14271068572998,8.37519359588623,7.046047687530518,25426050,1.47886912998488,5.16222686871441,4.46786286728782,,,8.131087017059325,8.471093130111694,,,,8.297816394456548,8.524909508955458,,,,8.659716007481395,,,,2.081876997189829,-2.081876997189829,0.0,0.0,2.081876997189829,2.081876997189829,-2.081876997189829,0.0,0.0,0.1278648376464844,,,,,
2015-11-11,8.253140449523926,8.317072868347168,8.189208030700684,8.20083236694336,6.899357318878174,18942302,-2.081876997189829,4.599938383440662,4.215212786077337,,,8.183395671844483,8.344971227645875,,,,8.265488385285487,8.465986392225986,,,,8.589118524321696,,,,2.905748397873475,-2.905748397873475,0.0,0.0,2.905748397873475,2.905748397873475,-2.905748397873475,0.0,0.0,0.1336779594421387,,,,,
2015-11-12,8.026470184326172,8.032281875610352,7.898603916168213,7.962536811828613,6.698878765106201,35050675,-2.905748397873475,4.623871182781667,4.240181347230242,,,8.232217025756835,8.214199590682984,,,,8.16450452746653,8.374450104881008,,,,8.4927213377843,,,,-2.262769744859614,-2.262769744859614,0.0,0.0,2.262769744859614,2.262769744859614,-2.262769744859614,0.0,0.0,0.3545360565185538,,,,,
2015-11-13,7.91022777557373,7.997408866882324,7.64287281036377,7.782362937927246,6.547299861907959,25678456,-2.262769744859614,1.714604211257053,3.652536690348124,,,8.114813232421875,8.136899042129517,,,,8.037123997620103,8.266797892707597,,,,8.383435430113984,,,,0.0746838481794824,-0.0746838481794824,0.0,0.0,0.0746838481794824,0.0746838481794824,-0.0746838481794824,0.0,0.0,0.2731666564941397,0.4373582839965818,7.997408866882324,,,
2015-11-16,7.770738124847412,7.91022777557373,7.63706111907959,7.776550769805908,6.542408466339111,23712203,-0.0746838481794824,1.820350937401596,3.652142778847047,3.481453273505701,,8.019495296478272,8.072385120391846,,,,7.950266255015372,8.177662052180017,,,,8.290068559297357,,,,1.195822402756728,-1.195822402756728,0.0,0.0,1.195822402756728,1.195822402756728,-1.195822402756728,0.0,0.0,0.2150464057922363,0.4283495664596556,7.91022777557373,7.035220642089844,7.12269229888916,7.210163955688477
2015-11-17,7.776550769805908,7.84048318862915,7.625436782836914,7.683557033538818,6.464174270629883,21370697,-1.195822402756728,1.096828301853715,3.654831824153736,3.412294603417962,,7.881167984008789,8.006127500534058,,,,7.861363181189855,8.087824776063435,,,,8.196759093796043,,,,-3.177002116288571,3.177002116288571,0.0,0.0,-3.177002116288571,-3.177002116288571,3.177002116288571,0.0,0.0,0.3144326210021982,0.4164638519287111,7.84048318862915,6.967858729362487,7.053528642654419,7.13919855594635
2015-11-18,7.834671020507812,7.979972839355469,7.665540218353271,7.927663803100586,6.669540405273438,22402515,3.177002116288571,2.396051655608999,3.533858589200034,3.53309069531576,,7.826534271240234,8.004964971542359,,,,7.883463388493432,8.058704599161098,,,,8.155359818304435,,,,-1.026398218256805,1.026398218256805,0.0,0.0,-1.026398218256805,-1.026398218256805,1.026398218256805,0.0,0.0,0.2150454521179199,0.4036772489547731,7.979972839355469,6.924262714385986,7.007555484771729,7.090848255157471
2015-11-19,7.863731861114502,8.072965621948242,7.857920169830322,8.009033203125,6.737996101379395,22662319,1.026398218256805,2.098375457218733,3.398608082859763,3.454240686825445,,7.835833549499512,8.034025287628173,,,,7.925319993370622,8.049673436245444,,,,8.132848031353753,,,,-3.12046324874257,3.12046324874257,0.0,0.0,-3.12046324874257,-3.12046324874257,3.12046324874257,0.0,0.0,0.5521464347839355,0.4196604251861572,8.072965621948242,7.091882891654968,7.172618341445922,7.253353791236878
2015-11-20,8.009033203125,8.503059387207031,7.950912952423096,8.258952140808105,6.948253631591797,31932509,3.12046324874257,1.935915063579902,2.216376368236791,3.564860880941067,,7.931151390075684,8.022982311248779,,,,8.036530709183118,8.087724109802291,,,,8.152248663577499,,,,2.533423539737642,-2.533423539737642,0.0,0.0,2.533423539737642,2.533423539737642,-2.533423539737642,0.0,0.0,0.3719720840454102,0.4150107383728027,8.503059387207031,7.149712686538696,7.233644771575928,7.317576856613159
2015-11-23,8.23570442199707,8.258952140808105,7.886980056762695,8.049717903137207,6.772224426269531,26354291,-2.533423539737642,2.556760523104708,2.316983911554984,3.536709762540819,,7.985784816741943,8.002640056610108,,,,8.04092644050115,8.08081389040864,,,,8.136474700432839,8.607006054658155,-0.4705313542253169,,1.155230328711662,-1.155230328711662,0.0,0.0,1.155230328711662,1.155230328711662,-1.155230328711662,0.0,0.0,0.3051342964172363,0.3968480348587036,8.258952140808105,7.590035762786865,7.673037910461426,7.756040058135986
2015-11-24,7.892792224884033,8.151429176330566,7.84629487991333,7.956725120544434,6.693990230560303,41484183,-1.155230328711662,2.549214028185768,2.250511094109576,3.446387772750689,,8.040418434143067,7.960793209075928,,,,8.012859333848912,8.058252295887876,,,,8.108820918911546,8.558837096575658,-0.4500161776641125,,3.140977398324462,3.140977398324462,0.0,0.0,-3.140977398324462,-3.140977398324462,3.140977398324462,0.0,0.0,0.5928306579589844,0.4118140459060669,8.151429176330566,7.385886464118958,7.465256071090698,7.544625678062439
2015-11-25,8.084589958190918,8.636736869812012,8.043906211853027,8.206644058227539,6.904246807098389,39017248,3.140977398324462,2.540594842832363,2.437903454772414,3.424799793667189,,8.096214485168456,7.961374378204345,,,,8.077454241975122,8.085232616313268,,,,8.123870632652467,8.532748723364685,-0.4088780907122178,,1.628881769237295,1.628881769237295,0.0,0.0,-1.628881769237295,-1.628881769237295,1.628881769237295,0.0,0.0,0.3429117202758789,0.408036208152771,8.636736869812012,7.245438275337219,7.327801084518432,7.410163893699646
2015-11-27,8.206644058227539,8.508871078491211,8.165959358215332,8.340320587158203,7.016708374023438,10395090,1.628881769237295,2.572852208569168,2.244454218153301,3.445151804832947,,8.162471961975097,7.999152755737304,,,,8.165076357036149,8.131612247375983,,,,8.15717062565335,8.518494787349391,-0.3613241616960412,,3.554015454876016,3.554015454876016,0.0,0.0,-3.554015454876016,3.554015454876016,3.554015454876016,0.0,0.0,0.4765901565551758,0.3917624235153198,8.508871078491211,7.739057211875916,7.82066445350647,7.902271695137024
2015-11-30,8.270577430725098,8.718106269836426,8.24151611328125,8.636736869812012,7.266083717346191,50075613,3.554015454876016,2.674217565236011,2.206000352924792,3.10297812944125,,8.23802890777588,8.08459014892578,8.564086135228475,,,8.322296527961438,8.223453087818896,8.564086135228475,,,8.230950047831605,8.5272534601244,-0.2963034122927954,,5.047108220543215,-5.047108220543215,5.047108220543215,0.0,-5.047108220543215,5.047108220543215,-5.047108220543215,5.047108220543215,0.0,0.5986423492431641,0.3836254835128784,8.718106269836426,7.646993746757508,7.725346231460572,7.803698716163636
2015-12-01,8.648361206054688,9.229567527770996,8.630925178527832,9.07264232635498,7.632808685302734,43197341,5.047108220543215,2.351220815486658,2.48760150956261,3.265195653696095,,8.442613792419433,8.214199304580688,8.545874993006388,,,8.57241179409262,8.377851131189093,8.596896212075347,,,8.360441167604431,8.56765263540074,-0.2072114677963093,,-4.22805624303939,4.22805624303939,-4.22805624303939,0.0,4.22805624303939,-4.22805624303939,4.22805624303939,-4.22805624303939,0.0,0.389409065246582,0.3730185031890869,9.229567527770996,7.874130206108093,7.950855302810669,8.027580399513244
2015-12-02,8.93315315246582,9.031957626342773,8.642548561096191,8.689045906066895,7.310091018676758,21818558,-4.22805624303939,3.597956375160476,2.996453894650084,3.417460879795196,,8.589077949523926,8.314748191833496,8.508677752812703,,,8.611289831417379,8.434431999348693,8.60284135362319,,,8.410995742752503,8.57664472952416,-0.1656489867716573,,-2.207367366818038,2.207367366818038,-2.207367366818038,0.0,2.207367366818038,-2.207367366818038,2.207367366818038,-2.207367366818038,0.0,0.4417171478271484,0.3689499855041503,9.031957626342773,8.408926820755005,8.483530521392822,8.55813422203064
2015-12-03,8.718106269836426,8.915716171264648,8.4739990234375,8.497246742248535,7.148730278015137,32527478,-2.207367366818038,3.893158842371006,3.099266036801812,3.254871008765263,,8.647198486328126,8.371706485748291,8.472642914454143,,,8.573275468361098,8.445852861694117,8.596028798050632,,,8.424265127290354,8.570763397133373,-0.1464982698430184,,4.103980141883134,-4.103980141883134,4.103980141883134,0.0,-4.103980141883134,4.103980141883134,-4.103980141883134,4.103980141883134,0.0,0.6131725311279297,0.3772321701049804,8.915716171264648,8.220267658233643,8.294057655334473,8.367847652435303
2015-12-04,8.363570213317871,8.889561653137207,8.276389122009277,8.845972061157227,7.442112922668457,20648579,4.103980141883134,4.178340955272073,3.278551064198139,3.265912480593578,,8.74832878112793,8.455400371551514,8.439126634597779,,,8.664174332626475,8.518601807051047,8.612154169863961,,,8.489143117116027,8.591149224098103,-0.1020061069820759,-0.289824225331505,1.511157032901329,1.511157032901329,1.511157032901329,0.0,-1.511157032901329,1.511157032901329,-1.511157032901329,1.511157032901329,1.511157032901329,0.3254756927490234,0.3548556804656982,8.889561653137207,8.085805397033692,8.161251831054688,8.236698265075685
2015-12-07,8.718106269836426,8.997084617614746,8.671608924865723,8.97964859008789,7.581975936889648,16424439,1.511157032901329,3.992971192549025,3.2041243056536,2.729736629528964,,8.816911125183106,8.527470016479493,8.409097592035929,,,8.769332418446947,8.602428494875927,8.635863487297764,,,8.564605497573236,8.619926954912161,-0.05532145733892513,-0.242923671732989,-1.812296380441307,-1.812296380441307,-1.812296380441307,0.0,1.812296380441307,-1.812296380441307,1.812296380441307,-1.812296380441307,-1.812296380441307,0.389409065246582,0.3641550064086914,8.997084617614746,8.108879156112671,8.17985029220581,8.25082142829895
2015-12-08,8.770415306091309,8.886655807495117,8.497246742248535,8.816910743713379,7.444567680358887,19988745,-1.812296380441307,3.308077182590676,3.125766787404852,2.745834851296976,,8.765764808654785,8.60418930053711,8.384880622227987,,,8.785191860202424,8.641425267391826,8.64754395545361,,,8.603421689287105,8.634518346675215,-0.03109665738810996,-0.2005582688640132,-2.109418713557444,-2.109418713557444,-2.109418713557444,0.0,2.109418713557444,-2.109418713557444,2.109418713557444,-2.109418713557444,-2.109418713557444,0.4126567840576172,0.372291898727417,8.886655807495117,8.195943603515625,8.268774604797363,8.341605606079101
2015-12-09,8.71229362487793,8.94477653503418,8.532119750976562,8.630925178527832,7.287530422210693,24538415,-2.109418713557444,2.814247537238484,3.210860642255255,2.786264765628593,,8.754140663146973,8.67160930633545,8.367831881841024,,,8.73376963297756,8.639516160325645,8.646471776297108,,,8.60765299532414,8.634252186071704,-0.02659919074756445,-0.1657664532407235,-0.8754189557092836,-0.8754189557092836,-0.8754189557092836,0.0,0.8754189557092836,-0.8754189557092836,0.8754189557092836,-0.8754189557092836,-0.8754189557092836,0.1627388000488281,0.3740355968475341,8.94477653503418,8.0676136302948,8.142072010040284,8.216530389785767
2015-12-10,8.596052169799805,8.607677459716797,8.444938659667969,8.555368423461914,7.223734855651855,19528668,-0.8754189557092836,2.621681072719059,3.144759163318076,2.747342379150555,,8.76576499938965,8.706481742858887,8.337609116236369,,,8.674302563139012,8.624216571804967,8.640594140630323,,,8.599609215037644,8.628408944396906,-0.02879972935926212,-0.1383731084644312,-3.668483864703799,-3.668483864703799,-3.668483864703799,0.0,3.668483864703799,-3.668483864703799,3.668483864703799,-3.668483864703799,-3.668483864703799,0.7323207855224609,0.4039677381515503,8.607677459716797,8.121898221969605,8.196705341339111,8.271512460708617
2015-12-11,8.71229362487793,8.950589179992676,8.218268394470215,8.24151611328125,6.958734035491943,18265779,-3.668483864703799,1.908460638896532,3.36469928240161,2.798239667251138,,8.644873809814452,8.696601295471192,8.303317880630493,,,8.530040413186425,8.554634670255199,8.614847171123934,,,8.544517968613583,8.599750216166116,-0.05523224755253331,-0.1217449362820516,-1.833564456524154,1.833564456524154,1.833564456524154,0.0,-1.833564456524154,-1.833564456524154,-1.833564456524154,1.833564456524154,1.833564456524154,0.3371000289916992,0.4030959367752075,8.950589179992676,7.718948435783386,7.799741983413696,7.880535531044006
2015-12-14,8.311261177062988,8.427501678466797,8.090401649475098,8.392629623413086,7.086325168609619,19834755,1.833564456524154,2.032444937498123,3.198786621153467,2.757386761934103,,8.527470016479493,8.6721905708313,8.297893253962199,,,8.484236816595313,8.525179207192997,8.60051055514259,,,8.52115053089043,8.584407950036262,-0.06325741914583105,-0.1100474328548075,-0.8310275433479049,0.8310275433479049,0.8310275433479049,0.0,-0.8310275433479049,-0.8310275433479049,-0.8310275433479049,0.8310275433479049,0.8310275433479049,0.2876977920532227,0.4038224935531616,8.427501678466797,8.06377811908722,8.144397306442261,8.225016493797302
2015-12-15,8.43331527709961,8.70648193359375,8.418784141540527,8.462374687194824,7.145216464996338,22175746,0.8310275433479049,2.210449742558473,2.65626647411672,2.756372851818323,,8.456562805175782,8.611163806915282,8.299249410629272,,,8.476949440128484,8.513760203556965,8.591598563662089,,,8.5121080933988,8.575368449085044,-0.06326035568624455,-0.1006900174210949,-0.9615433378002202,0.9615433378002202,0.9615433378002202,0.0,-0.9615433378002202,-0.9615433378002202,-0.9615433378002202,0.9615433378002202,0.9615433378002202,0.1511144638061523,0.4006258964538574,8.70648193359375,7.539092192649841,7.619856691360473,7.700621190071105
2015-12-16,8.497246742248535,8.607677459716797,8.456562995910645,8.543744087219238,7.213920116424561,13490889,0.9615433378002202,2.181330085500102,2.374144706993294,2.730275500282743,,8.439126586914062,8.596633625030517,8.30583643913269,,,8.499214322492069,8.519211818768287,8.588511178085131,,,8.516975169371175,8.573025903761652,-0.05605073439047636,-0.09176216081497124,2.653066577815134,-2.653066577815134,-2.653066577815134,0.0,2.653066577815134,2.653066577815134,2.653066577815134,-2.653066577815134,-2.653066577815134,0.2906045913696289,0.399434494972229,8.607677459716797,7.825104961395263,7.905230140686035,7.985355319976806
2015-12-17,8.491435050964355,8.555368423461914,8.264763832092285,8.317072868347168,7.022530078887939,13118732,-2.653066577815134,2.450541501328037,2.420924340296796,2.748154016622799,,8.391467475891114,8.57861623764038,8.318429231643677,,,8.43850050444377,8.482459282328083,8.570999029069778,,,8.486220969213637,8.554066419656875,-0.06784545044323842,-0.08697881874062469,1.048218438008215,-1.048218438008215,-1.048218438008215,0.0,1.048218438008215,1.048218438008215,1.048218438008215,-1.048218438008215,-1.048218438008215,0.2237653732299805,0.399870491027832,8.555368423461914,7.728921570777893,7.808808469772339,7.888695368766784
2015-12-18,8.293825149536133,8.360664367675781,8.1368989944458,8.229891777038574,6.948918342590332,33271447,-1.048218438008215,1.810630114751105,1.89780299744235,2.757469840710199,,8.389142608642578,8.517008209228516,8.335477956136067,,,8.368964261975371,8.436537917729991,8.548992109583894,,,8.446785708879013,8.53005348316663,-0.08326777428761822,-0.0862366098500234,0.9886940017500095,-0.9886940017500095,-0.9886940017500095,0.0,0.9886940017500095,0.9886940017500095,0.9886940017500095,-0.9886940017500095,-0.9886940017500095,0.308039665222168,0.3876651525497437,8.360664367675781,7.675653343200683,7.75562744140625,7.835601539611816
2015-12-21,8.206644058227539,8.36938190460205,8.061342239379883,8.148523330688477,6.880215644836426,16970372,-0.9886940017500095,1.504262076207364,1.731065979846005,2.678170911069426,,8.340321350097657,8.433895683288574,8.328116003672282,,,8.295483951546407,8.384171629176988,8.523155414171287,,,8.400899189157391,8.50179199039047,-0.1008928012330799,-0.0891678481266347,-0.2852997760156248,0.2852997760156248,0.2852997760156248,0.0,-0.2852997760156248,-0.2852997760156248,-0.2852997760156248,0.2852997760156248,-0.2852997760156248,0.1278667449951172,0.375459885597229,8.36938190460205,7.507801032066345,7.585334062576294,7.662867093086243
2015-12-22,8.160146713256836,8.218268394470215,8.090401649475098,8.171771049499512,6.899844646453857,12547163,0.2852997760156248,1.391937909131571,1.742414801678165,2.613058474058795,,8.282200622558594,8.369381713867188,8.325403690338135,,,8.254246317530775,8.345553341962901,8.500485455160204,,,8.3656487061331,8.47734599476892,-0.1116972886358187,-0.09367373622847151,-6.045521602227076,6.045521602227076,6.045521602227076,0.0,-6.045521602227076,-6.045521602227076,-6.045521602227076,6.045521602227076,-6.045521602227076,0.5347108840942383,0.3869387149810791,8.218268394470215,7.543370156288147,7.618462133407593,7.693554110527039
2015-12-23,8.24732780456543,8.70067024230957,8.165959358215332,8.665797233581543,7.316975593566895,19359710,6.045521602227076,3.361781323341539,2.685221837816571,2.909200914604356,,8.306611251831054,8.372868919372559,8.335090478261312,,,8.391429956214365,8.40377950407538,8.511150731187387,,,8.41182540266363,8.491305345792076,-0.07947994312844564,-0.09083497760846634,-0.7377557667226786,0.7377557667226786,0.7377557667226786,0.0,-0.7377557667226786,-0.7377557667226786,-0.7377557667226786,0.7377557667226786,0.7377557667226786,0.2208585739135742,0.3683401107788086,8.70067024230957,7.36700322151184,7.444390964508057,7.521778707504272
2015-12-24,8.607677459716797,8.816910743713379,8.596052169799805,8.729729652404785,7.370958805084229,3748234,0.7377557667226786,2.923472197502172,2.670375537391513,2.841819529134154,,8.389142608642578,8.390305042266846,8.352720387776692,,,8.504196521611172,8.463043167408,8.525252597072381,,,8.460733748777654,8.508966405541166,-0.04823265676351163,-0.0823145134394754,-1.398142953980239,1.398142953980239,1.398142953980239,0.0,-1.398142953980239,1.398142953980239,-1.398142953980239,1.398142953980239,1.398142953980239,0.2673549652099609,0.3645622730255127,8.816910743713379,7.890321998596192,7.963990020751953,8.037658042907715
2015-12-28,8.654172897338867,8.880844116210938,8.613489151000977,8.851783752441406,7.474013805389404,10203937,1.398142953980239,2.688966142559008,2.303155510319061,2.836807406353964,,8.513521003723145,8.45133180618286,8.382361952463786,,,8.620058931887918,8.53372327377771,8.54631912322522,,,8.520895287802846,8.534360283089331,-0.01346499528648515,-0.06854460980887736,-0.1969883323952936,-0.1969883323952936,-0.1969883323952936,0.0,0.1969883323952936,-0.1969883323952936,0.1969883323952936,-0.1969883323952936,-0.1969883323952936,0.1493692398071289,0.3482012271881104,8.880844116210938,8.014873743057251,8.087786197662354,8.160698652267456
2015-12-29,8.886655807495117,8.972092628479004,8.822723388671875,8.834346771240234,7.459290981292725,10797873,-0.1969883323952936,2.524377467874383,2.285501290458159,2.735019352297667,,8.650685691833496,8.495503520965576,8.417428080240885,,,8.691488211672024,8.588382091498168,8.564901552129417,,,8.56911859294706,8.556581504433844,0.01253708851321633,-0.05232827014445862,0.5263246527980185,0.5263246527980185,0.5263246527980185,0.0,-0.5263246527980185,0.5263246527980185,0.5263246527980185,0.5263246527980185,0.5263246527980185,0.1917972564697266,0.3278589725494385,8.972092628479004,8.114801416397095,8.184441661834716,8.254081907272338
2015-12-30,8.886655807495117,8.997084617614746,8.80528736114502,8.880844116210938,7.498548984527588,10796841,0.5263246527980185,2.493824625396092,2.283179175408615,2.48415490655008,,8.792500305175782,8.537350463867188,8.454237858454386,,,8.754606846518328,8.641557005082309,8.585284943360483,,,8.617076365756887,8.580600957158072,0.0364754085988146,-0.03456753439580398,-0.5235689801809231,-0.5235689801809231,-0.5235689801809231,0.0,0.5235689801809231,-0.5235689801809231,-0.5235689801809231,-0.5235689801809231,-0.5235689801809231,0.1220531463623047,0.3144911766052246,8.997084617614746,8.25080288887024,8.316374683380127,8.381946477890015
2015-12-31,8.851783752441406,8.898280143737793,8.776226997375488,8.834346771240234,7.459290981292725,11644903,-0.5235689801809231,0.7640386758728739,2.298559078752836,2.288835064091138,,8.826210212707519,8.566410732269286,8.492597516377767,,,8.781186821425631,8.676609689838294,8.601353448384984,,,8.650502581985094,8.599396943386381,0.0511056385987132,-0.01743289979690055,-0.4605178785865016,-0.4605178785865016,-0.4605178785865016,0.0,0.4605178785865016,-0.4605178785865016,-0.4605178785865016,-0.4605178785865016,-0.4605178785865016,0.2382955551147461,0.3043200969696045,8.898280143737793,8.305204029083251,8.368102264404296,8.431000499725341
2016-01-04,8.70067024230957,8.80528736114502,8.566991806030273,8.793663024902344,7.42494010925293,25940497,-0.4605178785865016,0.8133726851502305,2.072893500534797,2.228380026419764,,8.838996887207031,8.614069747924805,8.521464157104493,,,8.78534555591787,8.697892114395394,8.613760517837717,,,8.672527265510825,8.613787023498674,0.058740242012151,-0.002198271435090238,-0.6609387620889413,-0.6609387620889413,-0.6609387620889413,0.0,0.6609387620889413,-0.6609387620889413,-0.6609387620889413,-0.6609387620889413,-0.6609387620889413,0.1801738739013672,0.2826701641082764,8.80528736114502,8.228775930404662,8.289639949798584,8.350503969192506
2016-01-05,8.793663024902344,8.863408088684082,8.683234214782715,8.735542297363281,7.375865459442139,17770259,-0.6609387620889413,0.4724022694998303,2.042540747035809,2.034751168497424,,8.815748596191407,8.664634799957275,8.545681126912434,,,8.768744469733008,8.704737602207736,8.621617406839366,,,8.682221885795817,8.62280593267383,0.059415953121988,0.01012457347632541,-1.530271138923217,-1.530271138923217,-1.530271138923217,0.0,1.530271138923217,-1.530271138923217,-1.530271138923217,-1.530271138923217,-1.530271138923217,0.2847909927368164,0.280635929107666,8.863408088684082,8.183413000106812,8.239947032928466,8.296481065750122
