Date_TRMB,Open_TRMB,High_TRMB,Low_TRMB,Close_TRMB,Adj Close_TRMB,Volume_TRMB,Daily Return(%)_TRMB,Vol5_TRMB,Vol10_TRMB,Vol20_TRMB,Vol60_TRMB,SMA5_TRMB,SMA10_TRMB,SMA30_TRMB,SMA60_TRMB,SMA100_TRMB,EMA5_TRMB,EMA10_TRMB,EMA30_TRMB,EMA60_TRMB,EMA100_TRMB,Short12_TRMB,Long26_TRMB,MACD_TRMB,SIGNAL9_TRMB,Ret5/10_TRMB,Ret10/30_TRMB,Ret30/60_TRMB,Ret30/100_TRMB,Emaret5/10_TRMB,Emaret10/30_TRMB,Emaret30/60_TRMB,Emaret30/100_TRMB,RetMACD_TRMB,DayRange_TRMB,average20r_TRMB,PRVHI_TRMB,HitLevel_TRMB,hitlevel_2_TRMB,hitlevel_1.8_TRMB
2011-01-03,20.07500076293945,20.6200008392334,20.05500030517578,20.31999969482422,20.31999969482422,808000,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.625,,,2.2,2.0,1.8
2011-01-04,20.32500076293945,20.32500076293945,19.70000076293945,20.0049991607666,20.0049991607666,898000,-1.550199501911666,,,,,,,,,,,,,,,,,,,-0.2843179805091265,-0.06517732988032782,-0.3168697077388073,0.2970295638616914,-0.3102880955275404,0.2070870606793634,0.1592147372352832,0.1149440176603448,-0.02247111795790836,0.3649997711181605,,,,,
2011-01-05,20.03499984741211,20.23500061035156,19.8700008392334,20.1299991607666,20.1299991607666,622800,0.6248438152656735,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2799987792968679,,,,,
2011-01-06,20.08499908447266,20.30999946594238,20.03000068664551,20.08499908447266,20.08499908447266,956800,-0.2235473331844294,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4099998474121129,,,,,
2011-01-07,20.08499908447266,20.18000030517578,19.77000045776367,20.04999923706055,20.04999923706055,559200,-0.174258645792855,,,,,20.11799926757812,,,,,20.11799926757812,,,,,,,,,,,,,,,,,,0.5550003051757777,,,,,
2011-01-10,19.89500045776367,20.44499969482422,19.88999938964844,20.3700008392334,20.3700008392334,1018600,1.596018026680794,1.162569481552234,,,,20.12799949645996,,,,,20.20199979146322,,,,,,,,,,,,,,,,,,0.3649997711181676,,,,,
2011-01-11,20.41500091552734,20.56999969482422,20.20499992370605,20.52000045776367,20.52000045776367,940200,0.7363751219949137,0.7500256241801699,,,,20.23099975585938,,,,,20.30800001356337,,,,,,,,,,,,,,,,,,0.3000011444091797,,,,,
2011-01-12,20.52000045776367,20.70000076293945,20.39999961853027,20.67499923706055,20.67499923706055,761400,0.7553546580854917,0.7571764324960307,,,,20.33999977111817,,,,,20.43033308806243,,,,,,,,,,,,,,,,,,0.2049999237060582,,,,,
2011-01-13,20.625,20.7450008392334,20.54000091552734,20.70499992370605,20.70499992370605,575600,0.1451061076303383,0.6783257653887377,,,,20.46399993896484,,,,,20.52188869994364,,,,,,,,,,,,,,,,,,1.104999542236321,,,,,
2011-01-14,20.67000007629395,21.77499961853027,20.67000007629395,21.69000053405762,21.69000053405762,2138200,4.757307964168596,1.840148091905172,,,,20.79200019836426,20.45499973297119,,,,20.91125931131497,20.45499973297119,,,,,,,,4.771783411378683,4.771783411378683,0.0,0.0,-4.771783411378683,4.771783411378683,4.771783411378683,0.0,0.0,1.270000457763672,,,,,
