Date_ADI,Open_ADI,High_ADI,Low_ADI,Close_ADI,Adj Close_ADI,Volume_ADI,Daily Return(%)_ADI,Vol5_ADI,Vol10_ADI,Vol20_ADI,Vol60_ADI,SMA5_ADI,SMA10_ADI,SMA30_ADI,SMA60_ADI,SMA100_ADI,EMA5_ADI,EMA10_ADI,EMA30_ADI,EMA60_ADI,EMA100_ADI,Short12_ADI,Long26_ADI,MACD_ADI,SIGNAL9_ADI,Ret5/10_ADI,Ret10/30_ADI,Ret30/60_ADI,Ret30/100_ADI,Emaret5/10_ADI,Emaret10/30_ADI,Emaret30/60_ADI,Emaret30/100_ADI,RetMACD_ADI,DayRange_ADI,average20r_ADI,PRVHI_ADI,HitLevel_ADI,hitlevel_2_ADI,hitlevel_1.8_ADI
2011-01-03,37.68000030517578,38.43000030517578,37.13000106811523,37.95000076293945,29.20502090454102,3606200,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.7800025939941406,,,2.2,2.0,1.8
2011-01-04,38.20000076293945,38.20000076293945,37.41999816894531,37.52000045776367,28.87411117553711,2907600,-1.133070610095227,,,,,,,,,,,,,,,,,,,-0.4418310996424387,-0.2790539961627134,-0.2671574871475914,-0.3821836088151275,0.6051036654541311,-0.2745301489169459,-0.5512962214586222,-0.4510403748568337,-0.04645933186661869,0.6999969482421733,,,,,
2011-01-05,37.43000030517578,37.59999847412109,36.90000152587891,37.59999847412109,28.93567085266113,3651300,0.2132143267094804,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5699996948242045,,,,,
2011-01-06,37.75,38.13000106811523,37.56000137329102,37.81000137329102,29.0972843170166,2987200,0.558518371521942,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5999984741210866,,,,,
2011-01-07,37.93999862670898,38.09999847412109,37.5,37.59000015258789,28.92797470092773,3963300,-0.5818598590650698,,,,,37.69400024414062,,,,,37.69400024414062,,,,,,,,,,,,,,,,,,0.6300010681152344,,,,,
2011-01-10,37.45000076293945,37.88999938964844,37.2599983215332,37.70000076293945,29.01263427734375,3407400,0.292632641407397,0.7037044636709543,,,,37.64400024414063,,,,,37.69600041707357,,,,,,,,,,,,,,,,,,0.4900016784667898,,,,,
2011-01-11,37.7400016784668,38.11000061035156,37.61999893188477,38.02999877929688,29.26659202575684,2362200,0.8753262856212717,0.542920934412154,,,,37.74599990844727,,,,,37.80733320448135,,,,,,,,,,,,,,,,,,0.3699989318847727,,,,,
2011-01-12,37.7599983215332,38.11999893188477,37.75,38.04000091552734,29.27430534362793,2618600,0.02630064830793419,0.5542597600566856,,,,37.83400039672851,,,,,37.88488910816334,,,,,,,,,,,,,,,,,,0.3199996948242188,,,,,
2011-01-13,37.93999862670898,38.04999923706055,37.72999954223633,37.84999847412109,29.12807083129883,2124100,-0.4994806436208417,0.5995859735616476,,,,37.84199981689453,,,,,37.87325889681593,,,,,,,,,,,,,,,,,,0.9900016784667898,,,,,
2011-01-14,37.79999923706055,38.70000076293945,37.70999908447266,38.59999847412109,29.70523834228516,3651100,1.981506024399954,0.9481387685931004,,,,38.04399948120117,37.8689998626709,,,,38.11550542258431,37.8689998626709,,,,,,,,3.2642543679768,3.2642543679768,0.0,0.0,-3.2642543679768,3.2642543679768,3.2642543679768,0.0,0.0,1.150001525878899,,,,,
