Date_MCHP,Open_MCHP,High_MCHP,Low_MCHP,Close_MCHP,Adj Close_MCHP,Volume_MCHP,Daily Return(%)_MCHP,Vol5_MCHP,Vol10_MCHP,Vol20_MCHP,Vol60_MCHP,SMA5_MCHP,SMA10_MCHP,SMA30_MCHP,SMA60_MCHP,SMA100_MCHP,EMA5_MCHP,EMA10_MCHP,EMA30_MCHP,EMA60_MCHP,EMA100_MCHP,Short12_MCHP,Long26_MCHP,MACD_MCHP,SIGNAL9_MCHP,Ret5/10_MCHP,Ret10/30_MCHP,Ret30/60_MCHP,Ret30/100_MCHP,Emaret5/10_MCHP,Emaret10/30_MCHP,Emaret30/60_MCHP,Emaret30/100_MCHP,RetMACD_MCHP,DayRange_MCHP,average20r_MCHP,PRVHI_MCHP,HitLevel_MCHP,hitlevel_2_MCHP,hitlevel_1.8_MCHP
2011-01-03,17.19000053405762,17.47999954223633,17.18499946594238,17.39500045776367,10.16029262542725,3402800,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.2299995422363317,,,2.2,2.0,1.8
2011-01-04,17.45499992370605,17.47999954223633,17.25,17.36000061035156,10.13984966278076,3661600,-0.201206360971887,,,,,,,,,,,,,,,,,,,-0.3037450685011297,-0.4388237331598158,0.001114508223081398,-0.1860767832226427,0.223748984227104,-0.2166553868214799,-0.5400281721284993,-0.2631905344148178,0.13523035079587,0.3850002288818288,,,,,
2011-01-05,17.26000022888184,17.48500061035156,17.10000038146973,17.40999984741211,10.16905212402344,3078600,0.2880140282410847,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2100009918212891,,,,,
2011-01-06,17.38999938964844,17.60000038146973,17.38999938964844,17.51000022888184,10.22746276855469,2982000,0.574384734900469,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2899990081787109,,,,,
2011-01-07,17.54999923706055,17.57999992370605,17.29000091552734,17.48999977111816,10.21578025817871,2951800,-0.1142230582652378,,,,,17.43300018310547,,,,,17.43300018310547,,,,,,,,,,,,,,,,,,0.3349990844726598,,,,,
2011-01-10,17.55999946594238,17.75,17.41500091552734,17.69000053405762,10.33260154724121,2657600,1.143514954584095,0.548288206501738,,,,17.49200019836426,,,,,17.51866696675619,,,,,,,,,,,,,,,,,,0.3299999237060476,,,,,
2011-01-11,17.71999931335449,17.89500045776367,17.56500053405762,17.80999946594238,10.40269374847412,5134400,0.6783432914754917,0.4670861756261983,,,,17.58199996948242,,,,,17.61577779981825,,,,,,,,,,,,,,,,,,0.1949996948242188,,,,,
2011-01-12,17.8700008392334,17.90999984741211,17.71500015258789,17.875,10.4406566619873,3068800,0.3649665132327469,0.4589754679059062,,,,17.675,,,,,17.70218519987883,,,,,,,,,,,,,,,,,,0.2799987792968821,,,,,
2011-01-13,17.89999961853027,18.01499938964844,17.73500061035156,18.0049991607666,10.51658916473389,3065600,0.727268032260708,0.4677307508973888,,,,17.77399978637695,,,,,17.80312318684143,,,,,,,,,,,,,,,,,,0.5699996948242188,,,,,
2011-01-14,18.01499938964844,18.53499984741211,17.96500015258789,18.51499938964844,10.81447315216064,5734600,2.832547918097904,0.9808729833844656,,,,17.97899971008301,17.70599994659424,,,,18.04041525444377,17.70599994659424,,,,,,,,1.188232395114841,1.188232395114841,0.0,0.0,-1.188232395114841,1.188232395114841,1.188232395114841,0.0,0.0,0.2449989318847727,,,,,
