Date_GEN,Open_GEN,High_GEN,Low_GEN,Close_GEN,Adj Close_GEN,Volume_GEN,Daily Return(%)_GEN,Vol5_GEN,Vol10_GEN,Vol20_GEN,Vol60_GEN,SMA5_GEN,SMA10_GEN,SMA30_GEN,SMA60_GEN,SMA100_GEN,EMA5_GEN,EMA10_GEN,EMA30_GEN,EMA60_GEN,EMA100_GEN,Short12_GEN,Long26_GEN,MACD_GEN,SIGNAL9_GEN,Ret5/10_GEN,Ret10/30_GEN,Ret30/60_GEN,Ret30/100_GEN,Emaret5/10_GEN,Emaret10/30_GEN,Emaret30/60_GEN,Emaret30/100_GEN,RetMACD_GEN,DayRange_GEN,average20r_GEN,PRVHI_GEN,HitLevel_GEN,hitlevel_2_GEN,hitlevel_1.8_GEN
2011-01-03,16.8799991607666,17.30999946594238,16.84000015258789,17.15999984741211,17.15999984741211,8276900,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.260000228881843,,,2.2,2.0,1.8
2011-01-04,17.14999961853027,17.28000068664551,17.02000045776367,17.15999984741211,17.15999984741211,5603800,0.0,,,,,,,,,,,,,,,,,,,-0.1561359573445451,-0.3371736432331455,-0.4976788826850093,-0.406124265710585,0.6810828234232659,-0.1418482919174294,-0.4030056143567866,-0.7449087027929174,-0.2176645978538025,0.5399990081787109,,,,,
2011-01-05,17.14999961853027,17.64999961853027,17.11000061035156,17.6200008392334,17.6200008392334,8502600,2.680658484333621,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2600002288818288,,,,,
2011-01-06,17.63999938964844,17.71999931335449,17.45999908447266,17.69000053405762,17.69000053405762,7948200,0.3972740720213712,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3900012969970668,,,,,
2011-01-07,17.75,17.77000045776367,17.3799991607666,17.54999923706055,17.54999923706055,6586500,-0.7914148828177434,,,,,17.43600006103516,,,,,17.43600006103516,,,,,,,,,,,,,,,,,,0.4699993133544922,,,,,
2011-01-10,17.28000068664551,17.38999938964844,16.92000007629395,17.04999923706055,17.04999923706055,14989200,-2.849002972855656,2.001476586899419,,,,17.41399993896484,,,,,17.30733311971029,,,,,,,,,,,,,,,,,,0.3099994659423793,,,,,
2011-01-11,17.23999977111816,17.31999969482422,17.01000022888184,17.09000015258789,17.09000015258789,6780600,0.2346094857317801,2.00751420636221,,,,17.4,,,,,17.23488879733615,,,,,,,,,,,,,,,,,,0.4599990844726634,,,,,
2011-01-12,17.71999931335449,17.97999954223633,17.52000045776367,17.6299991607666,17.6299991607666,20652100,3.159736707766737,2.175740528178938,,,,17.40199966430664,,,,,17.36659225181297,,,,,,,,,,,,,,,,,,0.3299999237060582,,,,,
2011-01-13,17.56999969482422,17.67000007629395,17.34000015258789,17.38999938964844,17.38999938964844,11092300,-1.361314705290801,2.242686595874899,,,,17.3419994354248,,,,,17.37439463109146,,,,,,,,,,,,,,,,,,0.2000007629394496,,,,,
2011-01-14,17.32999992370605,17.52000045776367,17.31999969482422,17.52000045776367,17.52000045776367,8489600,0.7475622350660438,2.267536475428594,,,,17.33599967956543,17.38599987030029,,,,17.42292990664886,17.38599987030029,,,,,,,,-3.995427153545698,3.995427153545698,0.0,0.0,-3.995427153545698,3.995427153545698,3.995427153545698,0.0,0.0,0.6100006103515696,,,,,
