Date_FFIV,Open_FFIV,High_FFIV,Low_FFIV,Close_FFIV,Adj Close_FFIV,Volume_FFIV,Daily Return(%)_FFIV,Vol5_FFIV,Vol10_FFIV,Vol20_FFIV,Vol60_FFIV,SMA5_FFIV,SMA10_FFIV,SMA30_FFIV,SMA60_FFIV,SMA100_FFIV,EMA5_FFIV,EMA10_FFIV,EMA30_FFIV,EMA60_FFIV,EMA100_FFIV,Short12_FFIV,Long26_FFIV,MACD_FFIV,SIGNAL9_FFIV,Ret5/10_FFIV,Ret10/30_FFIV,Ret30/60_FFIV,Ret30/100_FFIV,Emaret5/10_FFIV,Emaret10/30_FFIV,Emaret30/60_FFIV,Emaret30/100_FFIV,RetMACD_FFIV,DayRange_FFIV,average20r_FFIV,PRVHI_FFIV,HitLevel_FFIV,hitlevel_2_FFIV,hitlevel_1.8_FFIV
2011-01-18,144.4199981689453,145.7299957275391,139.7700042724609,141.7799987792969,141.7799987792969,2875600,-1.657764736077539,0.9458833393298004,1.802013774377733,,,143.0319976806641,140.3630004882812,,,,142.3062923311043,140.011091336337,,,,,,,,-2.115954313605247,-2.115954313605247,0.0,0.0,2.115954313605247,-2.115954313605247,-2.115954313605247,0.0,0.0,8.0,,,,,
2011-01-19,141.8899993896484,143.6000061035156,135.6000061035156,138.7799987792969,138.7799987792969,7365100,-2.115954313605247,1.290776879545388,1.865922621390645,,,142.2579986572266,141.0339996337891,,,,141.1308611471685,139.7872563259661,,,,139.728333791097,,,,-21.35033687421978,-21.35033687421978,0.0,0.0,21.35033687421978,-21.35033687421978,-21.35033687421978,0.0,0.0,8.650001525878906,,,,,
2011-01-20,111.1900024414062,114.75,106.0999984741211,109.1500015258789,109.1500015258789,23329500,-21.35033687421978,9.33360873912531,6.939839629688579,,,135.565998840332,138.2200004577637,,,,130.4705746067386,134.2168463623138,,,,135.0239749810635,,,,-0.751259444215191,0.751259444215191,0.0,0.0,-0.751259444215191,-0.751259444215191,0.751259444215191,0.0,0.0,4.159996032714801,,,,,
2011-01-21,111.7300033569336,113.8199996948242,109.6600036621094,109.9700012207031,109.9700012207031,9433700,0.751259444215191,9.304954871844014,6.947658499809829,,,128.7699996948242,135.4099998474121,,,,123.6370501447268,129.8083290638392,,,,131.1695174794696,,,,3.1008489808649,-3.1008489808649,0.0,0.0,3.1008489808649,3.1008489808649,-3.1008489808649,0.0,0.0,5.659996032714901,,,,,
2011-01-24,108.8600006103516,110.4599990844727,104.8000030517578,106.5599975585938,106.5599975585938,7223700,-3.1008489808649,8.976103656324725,6.909735454426211,,,121.2479995727539,132.2309989929199,,,,117.9446992826825,125.5813596992491,,,,127.3834374916425,,,,-0.9102864516956516,0.9102864516956516,0.0,0.0,-0.9102864516956516,-0.9102864516956516,0.9102864516956516,0.0,0.0,5.289993286132798,,,,,
2011-01-25,104.75,107.9499969482422,102.6600036621094,107.5299987792969,107.5299987792969,5672800,0.9102864516956516,9.317519770071197,6.747968935568173,,,114.3979995727539,128.714998626709,,,,114.4731324482206,122.2992940774396,,,,124.3290623051278,,,,-1.190364357693405,1.190364357693405,0.0,0.0,-1.190364357693405,-1.190364357693405,1.190364357693405,0.0,0.0,2.940002441406193,,,,,
2011-01-26,108.7799987792969,110.0,107.0599975585938,108.8099975585938,108.8099975585938,3997600,1.190364357693405,9.68189531062731,6.809339367687634,,,108.4039993286133,125.3309989929199,,,,112.585420818345,119.8466947103767,,,,121.9415138825841,,,,-1.95754519860676,1.95754519860676,0.0,0.0,-1.95754519860676,-1.95754519860676,1.95754519860676,0.0,0.0,3.010002136230497,,,,,
2011-01-27,109.5899963378906,112.5,109.4899978637695,110.9400024414062,110.9400024414062,3290000,1.95754519860676,1.97947972158495,6.915314708017259,,,108.7619995117188,122.1639991760254,,,,112.0369480260321,118.2272961160184,,,,120.2489736608644,,,,1.225888390501691,-1.225888390501691,0.0,0.0,1.225888390501691,1.225888390501691,-1.225888390501691,0.0,0.0,5.379997253417997,,,,,
2011-01-28,112.8199996948242,113.1800003051758,107.8000030517578,109.5800018310547,109.5800018310547,4302900,-1.225888390501691,2.072511507092625,6.83842919622205,,,108.6839996337891,118.7269996643066,,,,111.2179659610396,116.6550607914796,,,,118.6075933793553,,,,1.095094504092832,-1.095094504092832,0.0,0.0,1.095094504092832,1.095094504092832,-1.095094504092832,0.0,0.0,2.839996337890597,,,,,
2011-01-31,110.2399978637695,110.75,107.9100036621094,108.379997253418,108.379997253418,2481400,-1.095094504092832,1.429687410885885,6.796937199377038,,,109.0479995727539,115.1479995727539,,,,110.2719763918324,115.1505037845593,,,,117.034117052288,,,,-1.45783527504645,1.45783527504645,0.0,0.0,-1.45783527504645,-1.45783527504645,1.45783527504645,0.0,0.0,2.25,4.479999923706053,110.75,,,
2011-02-01,109.5599975585938,111.0,108.75,109.9599990844727,109.9599990844727,2220300,1.45783527504645,1.502684356007599,6.91398330951244,5.125539808582132,,109.5339996337891,111.9659996032715,,,,110.1679839560459,114.2067756572708,,,,115.9457912110856,,,,-3.228449510108343,3.228449510108343,0.0,0.0,-3.228449510108343,-3.228449510108343,3.228449510108343,0.0,0.0,5.930000305175696,4.557999420166008,111.0,100.8940001678467,101.7900001525879,102.6860001373291
2011-02-02,107.8099975585938,113.7399978637695,107.8099975585938,113.5100021362305,113.5100021362305,3729700,3.228449510108343,1.958621074932191,7.12972508246177,5.200802434279264,,110.4740005493164,109.4389999389648,,,,111.2819900161074,114.0800895625362,,,,115.5710544303387,,,,4.140601585577842,4.140601585577842,0.0,0.0,-4.140601585577842,-4.140601585577842,4.140601585577842,0.0,0.0,4.800003051757812,4.522999572753899,113.7399978637695,100.9724012756348,101.884001159668,102.7956010437012
2011-02-03,113.8499984741211,118.6500015258789,113.8499984741211,118.2099990844727,118.2099990844727,5873500,4.140601585577842,2.44588581753494,2.157781665856473,5.209648416141988,,111.9279998779297,110.3449996948242,,,,113.5913263722292,114.8309822028883,,,,115.9770459155901,,,,4.593520300508103,4.593520300508103,0.0,0.0,-4.593520300508103,-4.593520300508103,4.593520300508103,0.0,0.0,4.400001525878906,4.570999526977531,118.6500015258789,103.7893988037109,104.6939987182617,105.5985986328125
2011-02-04,120.1500015258789,123.9000015258789,119.5,123.6399993896484,123.6399993896484,7081300,4.593520300508103,2.324314314992909,2.464221278900294,5.333371627600216,,114.7399993896485,111.7119995117187,,,,116.9408840447023,116.4326216913901,,,,117.155961834676,,,,0.4771950583935349,0.4771950583935349,0.0,0.0,-0.4771950583935349,0.4771950583935349,0.4771950583935349,0.0,0.0,4.549995422363295,4.623499298095695,123.9000015258789,108.5938025665283,109.5080024719238,110.4222023773194
2011-02-07,124.4300003051758,127.9599990844727,123.4100036621094,124.2300033569336,124.2300033569336,7396200,0.4771950583935349,1.760129862169753,1.982023601944068,5.335348361586262,,117.9100006103516,113.4790000915527,,,,119.3705904821127,117.8503274487616,,,,118.2442759150233,,,,-0.5715259556318447,-0.5715259556318447,0.0,0.0,0.5715259556318447,-0.5715259556318447,-0.5715259556318447,0.0,0.0,3.099998474121094,4.504499435424799,127.9599990844727,113.7283030700684,114.6530029296875,115.5777027893067
2011-02-08,124.0,125.3499984741211,122.25,123.5199966430664,123.5199966430664,3717400,-0.5715259556318447,2.294080807997667,2.088800140561162,5.270616580684136,,120.6220001220703,115.0779998779297,,,,120.7537258690973,118.8811763931807,,,,119.0559252577992,125.4126924368051,-6.356767179005971,,0.1133476545077742,0.1133476545077742,0.0,0.0,-0.1133476545077742,0.1133476545077742,0.1133476545077742,0.0,0.0,3.379997253417997,4.523499298095699,125.3499984741211,118.0501003265381,118.9510002136231,119.8519001007081
2011-02-09,123.1399993896484,124.4499969482422,121.0699996948242,123.6600036621094,123.6600036621094,3082000,0.1133476545077742,2.423258537187477,2.12906505663332,5.271474667788302,,122.6520004272461,116.5630004882812,,,,121.7224851334347,119.7500540784404,,,,119.7642450123084,125.2828636386795,-5.518618626371094,,2.700951187917523,2.700951187917523,0.0,0.0,-2.700951187917523,2.700951187917523,2.700951187917523,0.0,0.0,6.949996948242202,4.759498596191404,124.4499969482422,115.3983000183106,116.3029998779297,117.2076997375488
2011-02-10,121.4400024414062,127.9499969482422,121.0,127.0,127.0,4684500,2.700951187917523,2.136898964575045,2.166923004961538,5.321099018231831,,124.4100006103516,118.1690002441406,,,,123.4816567556231,121.0682260641785,,,,120.8774380873379,125.4100589247033,-4.532620837365357,,-0.2992104357622025,-0.2992104357622025,0.0,0.0,0.2992104357622025,-0.2992104357622025,-0.2992104357622025,0.0,0.0,2.789993286132798,4.679498291015625,127.9499969482422,113.9791000366211,114.9309997558594,115.8828994750977
2011-02-11,127.0999984741211,128.8999938964844,126.1100006103516,126.620002746582,126.620002746582,2632100,-0.2992104357622025,1.301907787920606,2.060194812506268,5.311577453473854,,125.0060012817383,119.8730003356934,,,,124.5277720859428,122.0776400064337,,,,121.7609095733755,125.4996843929906,-3.738774819615116,,1.421572724149936,1.421572724149936,0.0,0.0,-1.421572724149936,1.421572724149936,1.421572724149936,0.0,0.0,2.300003051757798,4.616998291015624,128.8999938964844,117.6551007080078,118.5910003662109,119.5269000244141
2011-02-14,126.7399978637695,129.0,126.6999969482422,128.4199981689453,128.4199981689453,2597200,1.421572724149936,1.367497337632154,1.85489471317252,5.327176278890205,,125.8440002441406,121.8770004272461,125.5476669311523,,,125.825180780277,123.2307960359813,125.5476669311523,,,122.7853847419247,125.7160039319502,-2.930619190025524,,-1.59632101821587,1.59632101821587,-1.59632101821587,0.0,1.59632101821587,-1.59632101821587,1.59632101821587,-1.59632101821587,0.0,4.199996948242216,4.528998565673826,129.0,118.74259765625,119.6659973144532,120.5893969726563
2011-02-15,129.4799957275391,129.9199981689453,125.7200012207031,126.370002746582,126.370002746582,3113400,-1.59632101821587,1.648573878378147,2.134387732182324,5.32644479368216,,126.4140014648438,123.518000793457,125.2823336283366,,,126.0067881023786,123.8015608924541,125.6007208547285,,,123.3368644349489,125.7644482885896,-2.427583853640712,,-0.5460175883590936,0.5460175883590936,-0.5460175883590936,0.0,0.5460175883590936,-0.5460175883590936,0.5460175883590936,-0.5460175883590936,0.0,2.599998474121108,4.258998489379881,129.9199981689453,119.0362031555176,119.9420028686524,120.8478025817871
2011-02-16,127.2099990844727,127.3600006103516,124.7600021362305,125.6800003051758,125.6800003051758,2900300,-0.5460175883590936,1.709296193751352,2.11284567739017,5.311693041813889,,126.818000793457,124.7350006103516,125.0693333943685,,,125.8978588366444,124.1430953311308,125.6058356579831,,,123.6973468765223,125.7581928824108,-2.060846005888536,,-2.188096748346959,2.188096748346959,-2.188096748346959,0.0,2.188096748346959,-2.188096748346959,2.188096748346959,-2.188096748346959,0.0,2.25,3.938998413085935,127.3600006103516,120.5502014923096,121.4020011901856,122.2538008880615
2011-02-17,124.9300003051758,125.0,122.75,122.9300003051758,122.9300003051758,2624500,-2.188096748346959,1.38619918437011,2.028186565462442,2.049008683899442,,126.0040008544922,125.2070007324219,124.5906669616699,,,124.9085726594882,123.9225325991389,125.4332011190923,,,123.5792935578536,125.5486971359489,-1.969403578095367,,-1.692021334003955,-1.692021334003955,-1.692021334003955,0.0,1.692021334003955,-1.692021334003955,1.692021334003955,-1.692021334003955,0.0,3.41000366210929,3.90149879455566,125.0,118.6942041015625,119.4820037841797,120.2698034667969
2011-02-18,123.6600036621094,123.6900024414062,120.2799987792969,120.8499984741211,120.8499984741211,2612800,-1.692021334003955,1.439124901930587,1.490507832386211,2.112375354983049,,124.85,124.9280006408691,124.0166666666667,,,123.5557145976992,123.3638900309539,125.1375106258684,,,123.1594020065101,125.2006453832209,-2.041243376710838,-3.508497496302057,4.749687990272218,-4.749687990272218,-4.749687990272218,0.0,4.749687990272218,-4.749687990272218,4.749687990272218,-4.749687990272218,-4.749687990272218,3.739997863769503,3.80549888610839,123.6900024414062,116.4167026519775,117.1970024108887,117.9773021697998
2011-02-22,118.5899963378906,118.7399978637695,115.0,115.1100006103516,115.1100006103516,2588800,-4.749687990272218,1.569139523900541,2.03620724288225,2.285161527328755,,122.1880004882812,124.0160003662109,123.2419998168945,,,120.7404766019167,121.8631828635716,124.490574495835,,,121.9210325609473,124.4531902148603,-2.532157653913004,-3.313229527824247,2.710453244756152,-2.710453244756152,-2.710453244756152,0.0,2.710453244756152,2.710453244756152,2.710453244756152,-2.710453244756152,-2.710453244756152,5.779998779296903,3.829999160766595,118.7399978637695,115.3179048919677,116.0790046691894,116.8401044464111
2011-02-23,114.5199966430664,116.4700012207031,110.6900024414062,111.9899978637695,111.9899978637695,3293200,-2.710453244756152,1.549049373213773,2.126788459185937,2.384807424914817,,119.3119995117188,122.8630004882812,122.2186663309733,,,117.8236503558676,120.0680583181531,123.6840856808631,,,120.3931810690737,123.5299907814461,-3.136809712372383,-3.277945564733874,-4.527189741526486,4.527189741526486,4.527189741526486,0.0,-4.527189741526486,-4.527189741526486,-4.527189741526486,4.527189741526486,4.527189741526486,6.560005187988295,4.0109992980957,116.4700012207031,110.313999710083,111.0799995422363,111.8459993743896
2011-02-24,112.0599975585938,117.3000030517578,110.7399978637695,117.0599975585938,117.0599975585938,3312700,4.527189741526486,3.491728079278826,2.74206558262486,2.565389933797322,,117.5879989624023,122.2029998779297,121.3656664530436,,,117.569099423443,119.5211381800514,123.2567251568457,,,119.880383605923,123.0507320241978,-3.170348418274827,-3.256426135442065,-2.665302248123051,2.665302248123051,2.665302248123051,0.0,-2.665302248123051,-2.665302248123051,-2.665302248123051,2.665302248123051,2.665302248123051,4.010002136230511,4.060999298095701,117.3000030517578,107.6458027648926,108.4480026245117,109.2502024841308
2011-02-25,121.0,122.6500015258789,118.6399993896484,120.1800003051758,120.1800003051758,2688500,2.665302248123051,3.860059917454733,2.737441909223293,2.592782057091084,,117.0379989624024,121.5209999084473,120.6179997762044,,,118.439399717354,119.6409312937103,123.0582267793186,,,119.9264784827311,122.8380852301962,-2.911606747465072,-3.187462257846667,1.805623367810761,-1.805623367810761,-1.805623367810761,0.0,1.805623367810761,1.805623367810761,1.805623367810761,-1.805623367810761,-1.805623367810761,4.379997253417997,4.010999298095701,122.6500015258789,108.3658045959473,109.1780044555664,109.9902043151855
2011-02-28,120.6600036621094,120.9599990844727,116.5800018310547,118.0100021362305,118.0100021362305,2072100,-1.805623367810761,3.869947018605087,2.765444781488048,2.615440912655127,,116.4699996948242,120.6599998474121,119.7533332824707,,,118.2962671903128,119.3443987196231,122.7325348668614,,,119.6316359678849,122.480449445458,-2.848813477573117,-3.119732501791957,3.923400388949771,-3.923400388949771,-3.923400388949771,0.0,3.923400388949771,3.923400388949771,3.923400388949771,-3.923400388949771,-3.923400388949771,6.139999389648395,4.175999450683591,120.9599990844727,113.8258030700684,114.6280029296875,115.4302027893066
2011-03-01,118.5800018310547,118.5999984741211,112.4599990844727,113.379997253418,113.379997253418,3649600,-3.923400388949771,3.649938076737495,2.832546045654077,2.772486524539421,,116.1239990234375,119.1559997558594,118.7269999186198,,,116.6575105446812,118.259962089404,122.1291453434134,,,118.6698453964284,121.8063418756772,-3.136496479248819,-3.12308529728333,0.1587584314131469,-0.1587584314131469,-0.1587584314131469,0.0,0.1587584314131469,0.1587584314131469,0.1587584314131469,-0.1587584314131469,0.1587584314131469,3.870002746582003,4.256999588012691,118.5999984741211,111.7728002929688,112.6080001831055,113.4432000732422
2011-03-02,112.6800003051758,116.5,112.629997253418,113.1999969482422,113.1999969482422,3002500,-0.1587584314131469,3.388856005142416,2.846748807713527,2.759327521795055,,116.3659988403321,117.8389991760254,117.774333190918,,,115.5050060125349,117.3399684273745,121.5530712534024,,,117.8283302505536,121.1688348440154,-3.340504593461773,-3.166569156519019,-1.015902435407927,1.015902435407927,1.015902435407927,0.0,-1.015902435407927,-1.015902435407927,-1.015902435407927,1.015902435407927,-1.015902435407927,2.730003356933594,4.096999740600586,116.5,109.2345993804932,110.0859992980957,110.9373992156982
2011-03-03,115.3499984741211,116.4800033569336,113.75,114.3499984741211,114.3499984741211,3044300,1.015902435407927,2.541684853264599,2.919879837937926,2.67375919261512,,115.8239990234375,116.7059989929199,116.9599998474121,,,115.1200034997303,116.796337526783,121.0883568805455,,,117.2932022849486,120.6637358536529,-3.370533568704246,-3.207362038956064,0.4634882259459189,0.4634882259459189,-0.4634882259459189,0.0,0.4634882259459189,0.4634882259459189,0.4634882259459189,-0.4634882259459189,0.4634882259459189,2.949996948242202,4.004499435424806,116.4800033569336,107.4866005706787,108.3060005187988,109.1254004669189
2011-03-04,114.6100006103516,115.5,112.5500030517578,113.8199996948242,113.8199996948242,2132300,-0.4634882259459189,1.886279366779092,2.886212107333999,2.497286600401559,,114.5519989013672,115.7949989318848,117.1156664530436,,,114.686668898095,116.2551851936996,120.619430610499,,,116.7588634249295,120.1567924344804,-3.397929009550893,-3.24547543307503,4.49833312274629,4.49833312274629,-4.49833312274629,0.0,4.49833312274629,4.49833312274629,4.49833312274629,-4.49833312274629,4.49833312274629,6.529998779296903,4.110999298095705,115.5,107.670104598999,108.471004486084,109.271904373169
2011-03-07,114.1600036621094,114.5299987792969,108.0,108.6999969482422,108.6999969482422,4258000,-4.49833312274629,2.450007571881883,3.117372086275708,2.412619130423381,,112.6899978637695,114.5799987792969,117.0733329772949,,,112.6911115814774,114.8815146036164,119.8504348903534,,,115.5190378131314,119.3081409169812,-3.789103103849811,-3.354200967229987,-1.757133133148897,-1.757133133148897,1.757133133148897,0.0,-1.757133133148897,-1.757133133148897,-1.757133133148897,1.757133133148897,-1.757133133148897,4.160003662109389,4.09149971008301,114.5299987792969,106.4558015441895,107.2780014038086,108.1002012634277
2011-03-08,108.4400024414062,112.4300003051758,108.2699966430664,110.6100006103516,110.6100006103516,2598800,1.757133133148897,2.423448385007099,2.923120919885442,2.459607723629726,,112.1359985351562,114.1299987792969,117.2083330790202,,,111.9974079244354,114.1048756957501,119.2542778400307,,,114.7638013203961,118.6638342276013,-3.900032907205187,-3.463367355225027,2.205951024267471,2.205951024267471,-2.205951024267471,0.0,2.205951024267471,2.205951024267471,2.205951024267471,-2.205951024267471,2.205951024267471,2.760002136230398,4.074499893188475,112.4300003051758,105.5286994171143,106.3469993591309,107.1652993011475
2011-03-09,109.4400024414062,109.620002746582,106.8600006103516,108.1699981689453,108.1699981689453,2649800,-2.205951024267471,2.528481482537315,2.882102313046693,2.487353535470449,,111.1299987792969,113.7479988098145,117.2296663920085,,,110.7216046726054,113.0258070545128,118.5391630225413,,,113.7493700663267,117.8865130380712,-4.137142971744467,-3.598122478528915,-1.747249164871588,-1.747249164871588,1.747249164871588,0.0,-1.747249164871588,-1.747249164871588,-1.747249164871588,1.747249164871588,-1.747249164871588,6.200004577636705,4.215500259399411,109.620002746582,103.4661005401612,104.2810005187988,105.0959004974365
2011-03-10,106.3899993896484,111.3300018310547,105.129997253418,110.0599975585938,110.0599975585938,3873300,1.747249164871588,2.681993347483133,2.468135398850522,2.539402819117984,,110.2719985961914,113.0479988098145,117.2713330586751,,,110.5010689679349,112.4865689643457,117.9921200893834,,,113.1817742959063,117.3067711507025,-4.124996854796223,-3.703497353782377,-0.8540818301451933,-0.8540818301451933,0.8540818301451933,0.0,-0.8540818301451933,-0.8540818301451933,-0.8540818301451933,0.8540818301451933,-0.8540818301451933,3.290000915527401,4.03250045776367,111.3300018310547,100.3459021759033,101.1890022277832,102.0321022796631
2011-03-11,109.3000030517578,111.4100036621094,108.120002746582,111.0,111.0,2201200,0.8540818301451933,2.778061318475336,2.260689124419422,2.446851917724865,,109.7079986572266,112.1299987792969,117.2733329772949,,,110.6673793119566,112.2162836981011,117.5410155674877,,,112.8461167119207,116.8396029173171,-3.993486205396437,-3.761495124105189,1.828827729096309,1.828827729096309,-1.828827729096309,0.0,1.828827729096309,1.828827729096309,1.828827729096309,-1.828827729096309,1.828827729096309,4.199996948242202,4.103000640869141,111.4100036621094,102.4585008239746,103.2650009155274,104.0715010070801
2011-03-14,110.0899963378906,112.1999969482422,108.0,108.9700012207031,108.9700012207031,2347200,-1.828827729096309,1.940343307519601,2.261883966844743,2.459431947235499,,109.7619995117188,111.2259986877442,117.2529996236165,,,110.1015866148721,111.6260505203923,116.9880468999533,,,112.2497912517334,116.2566694583087,-4.006878206575308,-3.810571740599213,-1.56005958447142,-1.56005958447142,1.56005958447142,0.0,-1.56005958447142,-1.56005958447142,-1.56005958447142,1.56005958447142,-1.56005958447142,6.1199951171875,4.294000244140626,112.1999969482422,102.3834022521973,103.2040023803711,104.0246025085449
2011-03-15,105.2099990844727,111.0199966430664,104.9000015258789,110.6699981689453,110.6699981689453,3377500,1.56005958447142,1.898930356615608,2.069038937020292,2.465961822973822,,109.7739990234375,110.9549987792969,117.3293329874675,,,110.2910571328965,111.4522228201292,116.5804308527915,,,112.0067461620737,115.8428419553929,-3.836095793319203,-3.815676551143211,3.632417737036187,3.632417737036187,-3.632417737036187,0.0,3.632417737036187,3.632417737036187,3.632417737036187,-3.632417737036187,3.632417737036187,6.31999969482419,4.400000381469725,111.0199966430664,102.7531964111328,103.6119964599609,104.4707965087891
2011-03-16,111.2200012207031,112.879997253418,106.5599975585938,106.6500015258789,106.6500015258789,3754700,-3.632417737036187,2.367343778246508,2.332094197073931,2.545149209757623,,109.4699996948242,110.2999992370605,117.2189997355143,,,109.0773719305573,110.5790916757201,115.9397579929907,,,111.1826316026591,115.1618908124659,-3.979259209806813,-3.848393082875932,3.084857823212476,3.084857823212476,-3.084857823212476,0.0,3.084857823212476,3.084857823212476,3.084857823212476,-3.084857823212476,3.084857823212476,5.870002746582003,4.563500595092769,112.879997253418,101.339995803833,102.219995880127,103.0999959564209
2011-03-17,108.629997253418,108.870002746582,103.0,103.3600006103516,103.3600006103516,3956100,-3.084857823212476,2.329080701776065,2.382347245852508,2.593936004491608,,108.1300003051758,109.2009994506836,116.8806663513184,,,107.1715814904887,109.2665296638349,115.1281607424978,,,109.9791499115349,114.2876767234204,-4.308526811885542,-3.940419828677854,6.230652480047799,6.230652480047799,-6.230652480047799,0.0,6.230652480047799,6.230652480047799,6.230652480047799,-6.230652480047799,6.230652480047799,8.309997558593722,4.866500473022455,108.870002746582,102.8402959442139,103.7529960632325,104.665696182251
2011-03-18,104.8499984741211,105.2200012207031,96.91000366210938,96.91999816894531,96.91999816894531,8601600,-6.230652480047799,2.844908693341751,2.887946512132637,2.841901307596272,,105.3139999389648,107.5109992980957,116.1709996541341,,,103.7543870499743,107.0217057556731,113.9534405764622,,,107.9700496434442,113.0011820156815,-5.031132372237352,-4.158562337389754,1.361947709205764,1.361947709205764,-1.361947709205764,0.0,1.361947709205764,1.361947709205764,1.361947709205764,-1.361947709205764,1.361947709205764,3.450004577636719,4.868500518798827,105.2200012207031,98.1637017059326,99.13700180053709,100.1103018951416
2011-03-21,98.66000366210938,98.66000366210938,95.20999908447266,95.5999984741211,95.5999984741211,7304600,-1.361947709205764,2.885695832645564,2.696918707000787,2.839501840424003,,102.6399993896484,106.2009994506836,115.2363329569499,,,101.0362575246899,104.9450317044818,112.7693475376015,,,106.0669648481637,111.7122054570474,-5.645240608883711,-4.455897991688546,4.110879045923449,4.110879045923449,-4.110879045923449,0.0,4.110879045923449,4.110879045923449,4.110879045923449,-4.110879045923449,4.110879045923449,5.5,4.956500625610351,98.66000366210938,94.50930007934568,95.48300018310545,96.45670028686521
2011-03-22,95.16999816894531,96.5999984741211,91.0999984741211,91.66999816894531,91.66999816894531,10290500,-4.110879045923449,1.762187800652914,2.608649080688743,2.799916405330727,,98.83999938964845,104.306999206543,114.1509994506836,,,97.91417107277505,102.5313892434752,111.4080991912366,,,103.8520468975147,110.2275975097806,-6.375550612265869,-4.839828515804011,-4.36347777887822,-4.36347777887822,4.36347777887822,0.0,-4.36347777887822,-4.36347777887822,-4.36347777887822,4.36347777887822,-4.36347777887822,4.55999755859375,4.895500564575194,96.5999984741211,87.7557022857666,88.74700241088867,89.73830253601074
