Date_ENPH,Open_ENPH,High_ENPH,Low_ENPH,Close_ENPH,Adj Close_ENPH,Volume_ENPH,Daily Return(%)_ENPH,Vol5_ENPH,Vol10_ENPH,Vol20_ENPH,Vol60_ENPH,SMA5_ENPH,SMA10_ENPH,SMA30_ENPH,SMA60_ENPH,SMA100_ENPH,EMA5_ENPH,EMA10_ENPH,EMA30_ENPH,EMA60_ENPH,EMA100_ENPH,Short12_ENPH,Long26_ENPH,MACD_ENPH,SIGNAL9_ENPH,Ret5/10_ENPH,Ret10/30_ENPH,Ret30/60_ENPH,Ret30/100_ENPH,Emaret5/10_ENPH,Emaret10/30_ENPH,Emaret30/60_ENPH,Emaret30/100_ENPH,RetMACD_ENPH,DayRange_ENPH,average20r_ENPH,PRVHI_ENPH,HitLevel_ENPH,hitlevel_2_ENPH,hitlevel_1.8_ENPH
2012-04-16,7.150000095367432,7.159999847412109,6.730000019073486,7.159999847412109,7.159999847412109,70200,0.8450696279642564,1.930474990887136,3.408857479116311,,,7.152000045776367,7.306999969482422,,,,7.183451275766632,7.294999972256747,,,,,,,,2.234634788015244,-2.234634788015244,0.0,0.0,2.234634788015244,2.234634788015244,-2.234634788015244,0.0,0.0,0.3499999046325684,,,,,
2012-04-17,7.150000095367432,7.150000095367432,6.800000190734863,7.0,7.0,108600,-2.234634788015244,2.205574507092184,2.532702651685169,,,7.138000011444092,7.225999975204468,,,,7.122300850511088,7.24136361366461,,,,7.284166653951009,,,,-4.142856597900391,4.142856597900391,0.0,0.0,-4.142856597900391,-4.142856597900391,4.142856597900391,0.0,0.0,0.4800000190734863,,,,,
2012-04-18,6.960000038146973,7.300000190734863,6.820000171661377,7.289999961853027,7.289999961853027,54300,4.142856597900391,2.954320005245204,2.973113417955834,,,7.169999980926514,7.190999984741211,,,,7.178200554291735,7.250206586062504,,,,7.285064085935935,,,,3.429355299152198,-3.429355299152198,0.0,0.0,3.429355299152198,3.429355299152198,-3.429355299152198,0.0,0.0,0.2899999618530273,,,,,
2012-04-19,7.210000038146973,7.289999961853027,7.0,7.039999961853027,7.039999961853027,23100,-3.429355299152198,3.154523113276175,3.059331511265411,,,7.117999935150147,7.15,,,,7.132133690145499,7.211987199842598,,,,7.247361913000104,,,,0.2840906397000802,-0.2840906397000802,0.0,0.0,0.2840906397000802,0.2840906397000802,-0.2840906397000802,0.0,0.0,0.1700000762939453,,,,,
2012-04-20,7.050000190734863,7.190000057220459,7.019999980926514,7.019999980926514,7.019999980926514,32500,-0.2840906397000802,2.938018125748701,3.059191623566496,,,7.101999950408936,7.109000015258789,,,,7.094755787072504,7.177080432766946,,,,7.212383154219552,,,,0.5698000279445594,-0.5698000279445594,0.0,0.0,0.5698000279445594,0.5698000279445594,-0.5698000279445594,0.0,0.0,0.3499999046325684,,,,,
2012-04-23,7.0,7.199999809265137,6.849999904632568,6.980000019073486,6.980000019073486,15600,-0.5698000279445594,2.880736138933328,2.371221225457489,,,7.065999984741211,7.109000015258789,,,,7.056503864406166,7.141247630277225,,,,7.176631902658619,,,,1.002867786104514,-1.002867786104514,0.0,0.0,1.002867786104514,1.002867786104514,-1.002867786104514,0.0,0.0,0.2799997329711914,,,,,
2012-04-24,7.090000152587891,7.119999885559082,6.840000152587891,6.909999847412109,6.909999847412109,86000,-1.002867786104514,2.741963463191791,2.34610283545824,,,7.047999954223632,7.092999982833862,,,,7.007669192074814,7.099202578847204,,,,7.135611586466847,,,,0.4341495460730976,-0.4341495460730976,0.0,0.0,0.4341495460730976,0.4341495460730976,-0.4341495460730976,0.0,0.0,0.119999885559082,,,,,
2012-04-25,6.940000057220459,6.960000038146973,6.840000152587891,6.880000114440918,6.880000114440918,21400,-0.4341495460730976,1.305354790284706,2.317043486253647,,,6.965999984741211,7.067999982833863,,,,6.965112832863515,7.059347585318788,,,,7.096286744616704,,,,0.2906973923522806,-0.2906973923522806,0.0,0.0,0.2906973923522806,0.2906973923522806,-0.2906973923522806,0.0,0.0,0.09999990463256836,,,,,
2012-04-26,6.900000095367432,6.900000095367432,6.800000190734863,6.860000133514404,6.860000133514404,15000,-0.2906973923522806,0.2963008951690663,2.114101547809065,,,6.930000019073487,7.023999977111816,,,,6.930075266413812,7.023102594081626,,,,7.059934958293273,,,,1.603500457339653,-1.603500457339653,0.0,0.0,1.603500457339653,1.603500457339653,-1.603500457339653,0.0,0.0,0.09999990463256836,,,,,
2012-04-27,6.840000152587891,6.849999904632568,6.75,6.75,6.75,24000,-1.603500457339653,0.5317509881927729,2.014494826488781,,,6.876000022888183,6.98899998664856,,,,6.870050177609209,6.973447576975876,,,,7.012252657017385,,,,-7.851854960123698,7.851854960123698,0.0,0.0,-7.851854960123698,-7.851854960123698,7.851854960123698,0.0,0.0,0.3599996566772461,0.3999999761581421,6.849999904632568,,,
2012-04-30,7.199999809265137,7.449999809265137,7.090000152587891,7.28000020980835,7.28000020980835,259800,7.851854960123698,3.91836502349012,3.322715067005422,3.283038836338868,,6.936000061035156,7.001000022888183,,,,7.006700188342257,7.029184419309052,,,,7.053444588215995,,,,-8.791206703858654,8.791206703858654,0.0,0.0,-8.791206703858654,-8.791206703858654,8.791206703858654,0.0,0.0,0.9200005531311035,0.406000018119812,7.449999809265137,5.969999957084656,6.049999952316284,6.129999947547913
2012-05-01,7.5,8.100000381469727,7.179999828338623,7.920000076293945,7.920000076293945,362400,8.791206703858654,5.019933695468794,4.146849939862387,3.559583244997855,,7.138000106811523,7.093000030517578,,,,7.311133484326154,7.191150902397215,,,,7.186760817151065,,,,1.010100037063252,1.010100037063252,0.0,0.0,-1.010100037063252,1.010100037063252,1.010100037063252,0.0,0.0,0.25,0.4035000085830688,8.100000381469727,6.55679976940155,6.637999773025513,6.719199776649475
2012-05-02,8.0,8.0,7.75,8.0,8.0,66000,1.010100037063252,4.820372757023521,4.026240298594464,3.522078012971928,,7.362000083923339,7.164000034332275,,,,7.540755656217437,7.338214374688631,,,,7.311874537589363,,,,10.24999618530273,10.24999618530273,0.0,0.0,-10.24999618530273,10.24999618530273,10.24999618530273,0.0,0.0,1.619999885559082,0.4615000009536743,8.0,7.212300362586975,7.293000364303589,7.373700366020203
2012-05-03,8.09000015258789,9.569999694824219,7.949999809265137,8.819999694824219,8.819999694824219,278900,10.24999618530273,5.2262913009234,4.63105932379969,4.098279272138993,,7.753999996185303,7.342000007629395,,,,7.967170335753031,7.607629887440556,,,,7.543893792548571,,,,-5.215420114094917,-5.215420114094917,0.0,0.0,5.215420114094917,-5.215420114094917,-5.215420114094917,0.0,0.0,1.87999963760376,0.5464999675750732,9.569999694824219,6.984699997901917,7.076999998092651,7.169299998283386
2012-05-04,8.789999961853027,9.449999809265137,7.570000171661377,8.359999656677246,8.359999656677246,171100,-5.215420114094917,6.505259092272635,5.175806951559444,4.317519882046812,,8.075999927520751,7.475999975204468,,,,8.09811344272777,7.744424390938136,,,,7.66944854087606,,,,-0.2392285276397301,-0.2392285276397301,0.0,0.0,0.2392285276397301,-0.2392285276397301,-0.2392285276397301,0.0,0.0,0.6699995994567871,0.5164999485015869,9.449999809265137,8.367699766159058,8.476999759674072,8.586299753189087
2012-05-07,8.369999885559082,8.399999618530273,7.730000019073486,8.34000015258789,8.34000015258789,87500,-0.2392285276397301,6.48099940573064,5.159461189036378,4.02608783333039,,8.28799991607666,7.611999988555908,,,,8.178742346014477,7.852710893056273,,,,7.772610327293265,7.379230756026048,0.393379571267217,,1.678649725264044,1.678649725264044,0.0,0.0,-1.678649725264044,1.678649725264044,1.678649725264044,0.0,0.0,0.6700000762939453,0.5369999408721924,8.399999618530273,8.313699922561646,8.416999912261963,8.52029990196228
2012-05-08,8.300000190734863,8.710000038146973,8.039999961853027,8.479999542236328,8.479999542236328,87300,1.678649725264044,5.589187855624582,5.059872128138914,4.028660760816655,,8.399999809265136,7.76899995803833,,,,8.27916141142176,7.966763374725373,,,,7.881439437284506,7.460769184634217,0.4206702526502886,,2.004717989042641,2.004717989042641,0.0,0.0,-2.004717989042641,2.004717989042641,2.004717989042641,0.0,0.0,0.6700000762939453,0.5439999341964722,8.710000038146973,7.21859974861145,7.325999736785889,7.433399724960327
2012-05-09,8.609999656677246,8.890000343322754,8.220000267028809,8.649999618530273,8.649999618530273,116900,2.004717989042641,5.58523266490662,4.977990131116764,4.034845651104292,,8.529999732971191,7.945999908447265,,,,8.4027741471246,8.090988146326264,,,,7.99967946516847,7.548860327885777,0.4508191372826929,,-0.5780258874628976,-0.5780258874628976,0.0,0.0,0.5780258874628976,-0.5780258874628976,-0.5780258874628976,0.0,0.0,0.6399993896484375,0.5519999027252197,8.890000343322754,7.513200182914733,7.622000169754028,7.730800156593323
2012-05-10,8.9399995803833,8.9399995803833,8.300000190734863,8.600000381469727,8.600000381469727,81000,-0.5780258874628976,2.886384494274,4.996194775008447,4.037494493988474,,8.485999870300294,8.119999933242799,,,,8.468516225239643,8.183535825443256,,,,8.092036529214816,7.626722554077181,0.4653139751376356,,-1.976744985503042,-1.976744985503042,0.0,0.0,1.976744985503042,-1.976744985503042,-1.976744985503042,0.0,0.0,0.369999885559082,0.5359998941421509,8.9399995803833,7.675600557327271,7.786000537872314,7.896400518417359
2012-05-11,8.739999771118164,8.739999771118164,8.369999885559082,8.430000305175781,8.430000305175781,40900,-1.976744985503042,1.656610158498561,5.030660475794635,4.004789136788951,,8.5,8.287999963760376,7.533999983469645,,,8.455677585218357,8.228347549030987,7.533999983469645,,,8.144030956285734,7.686224609714114,0.45780634657162,,-2.491103565180639,-2.491103565180639,-2.491103565180639,0.0,2.491103565180639,-2.491103565180639,-2.491103565180639,-2.491103565180639,0.0,0.5500001907348633,0.5419999122619629,8.739999771118164,7.760799813270569,7.867999792098999,7.975199770927429
2012-05-14,8.399999618530273,8.640000343322754,8.09000015258789,8.220000267028809,8.220000267028809,85000,-2.491103565180639,2.056253014463616,4.835006618808133,4.077585049048557,,8.476000022888183,8.381999969482422,7.563333320617676,,,8.377118479155175,8.226829861394227,7.578258066279915,,,8.155718542553899,7.72576354729298,0.4299549952609185,,2.189773061485887,2.189773061485887,2.189773061485887,0.0,-2.189773061485887,2.189773061485887,2.189773061485887,2.189773061485887,0.0,0.3099994659423828,0.5399998903274537,8.640000343322754,7.547599964141845,7.655999946594238,7.764399929046631
2012-05-15,8.270000457763672,8.529999732971191,8.220000267028809,8.399999618530273,8.399999618530273,20800,2.189773061485887,2.18610733831864,4.096344828145116,4.025742210101985,,8.460000038146973,8.429999923706054,7.582999976476033,,,8.384745525613543,8.2583152717826,7.631273650296068,,,8.193300246550264,7.775706959977224,0.4175932865730392,,-0.9523800873701953,-0.9523800873701953,-0.9523800873701953,0.0,0.9523800873701953,-0.9523800873701953,-0.9523800873701953,-0.9523800873701953,0.0,0.3000001907348633,0.5309998989105225,8.529999732971191,7.452000584602356,7.560000562667847,7.668000540733337
2012-05-16,8.329999923706055,8.470000267028809,8.170000076293945,8.319999694824219,8.319999694824219,15000,-0.9523800873701953,1.819921654632388,4.124793265241572,3.976654211069702,,8.394000053405762,8.461999893188477,7.605666637420654,,,8.363163582017101,8.26953062142653,7.675707588652724,,,8.212792469361641,7.816024940336261,0.3967675290253805,,-1.081732642897556,1.081732642897556,1.081732642897556,0.0,-1.081732642897556,1.081732642897556,1.081732642897556,1.081732642897556,0.0,0.3199996948242188,0.532499885559082,8.470000267028809,7.361799955368042,7.467999935150146,7.574199914932251
2012-05-17,8.40999984741211,8.449999809265137,8.130000114440918,8.40999984741211,8.40999984741211,43500,1.081732642897556,2.003870945406012,2.342621519386906,3.854038469469233,,8.355999946594238,8.420999908447266,7.63766663869222,,,8.378775670482105,8.295070480696634,7.723081282766233,,,8.24313206598479,7.860023081601138,0.3831089843836519,0.4239348975724938,4.994055694581088,-4.994055694581088,-4.994055694581088,0.0,4.994055694581088,-4.994055694581088,-4.994055694581088,-4.994055694581088,4.994055694581088,0.6499996185302734,0.5564998626708985,8.449999809265137,7.298500518798829,7.405000495910644,7.511500473022461
2012-05-18,8.319999694824219,8.399999618530273,7.75,7.989999771118164,7.989999771118164,41000,-4.994055694581088,2.858360016502921,2.293108179115801,4.071866877800899,,8.267999839782714,8.383999919891357,7.656333303451538,,,8.249183704027459,8.239603078955092,7.740301830401842,,,8.20418863600531,7.869650984528326,0.3345376514769836,0.4060554483533917,-1.376728579507436,1.376728579507436,1.376728579507436,0.0,-1.376728579507436,1.376728579507436,1.376728579507436,1.376728579507436,-1.376728579507436,0.4099998474121094,0.5594998598098755,8.399999618530273,7.22570011138916,7.33700008392334,7.448300056457519
2012-05-21,8.0600004196167,8.40999984741211,8.0,8.100000381469727,8.100000381469727,56600,1.376728579507436,2.888390029005595,2.363714289766211,4.0625292498954,,8.243999862670899,8.359999942779542,7.693666648864746,,,8.199455929841548,8.214220770321388,7.763508188535255,,,8.188159673769066,7.886713902820281,0.301445770948785,0.3851335128724704,1.358032162605937,-1.358032162605937,-1.358032162605937,0.0,1.358032162605937,1.358032162605937,-1.358032162605937,-1.358032162605937,1.358032162605937,0.679999828338623,0.5794998645782471,8.40999984741211,7.169099926948547,7.280999898910522,7.392899870872498
2012-05-22,8.489999771118164,8.489999771118164,7.809999942779541,7.989999771118164,7.989999771118164,33200,-1.358032162605937,2.552481259881402,2.279683337299915,4.071695715516531,,8.161999893188476,8.310999965667724,7.724333302179972,,,8.129637210267088,8.173453315920803,7.778120548701895,,,8.157673534899697,7.894364707879384,0.263308827020313,0.360768575702039,1.126403984090945,-1.126403984090945,-1.126403984090945,0.0,1.126403984090945,1.126403984090945,-1.126403984090945,-1.126403984090945,1.126403984090945,0.5900001525878906,0.6029998779296875,8.489999771118164,7.135100145339965,7.251000118255615,7.366900091171265
2012-05-23,8.34000015258789,8.34000015258789,7.75,7.900000095367432,7.900000095367432,30900,-1.126403984090945,2.553380855849953,2.094284805834508,4.085702808438348,,8.07799997329712,8.23600001335144,7.749999968210856,,,8.053091505300536,8.123734548547462,7.785983745260962,,,8.118031467279348,7.89478214398961,0.2232493232897381,0.3332647252195788,0.6329137991299956,-0.6329137991299956,-0.6329137991299956,0.0,0.6329137991299956,0.6329137991299956,-0.6329137991299956,-0.6329137991299956,0.6329137991299956,0.2800002098083496,0.6119998931884766,8.34000015258789,7.163400039672852,7.284000015258789,7.404599990844726
2012-05-24,7.800000190734863,7.880000114440918,7.599999904632568,7.849999904632568,7.849999904632568,55800,-0.6329137991299956,2.306426673799954,2.093468907381002,4.091093841734063,,7.965999984741211,8.160999965667724,7.768333292007446,,,7.985394305077881,8.073964613290208,7.790113820059131,,,8.076795842256766,7.891464941074274,0.1853309011824926,0.3036779604121616,0.7643304905536735,-0.7643304905536735,-0.7643304905536735,0.0,0.7643304905536735,0.7643304905536735,-0.7643304905536735,-0.7643304905536735,0.7643304905536735,0.1600003242492676,0.6149999141693115,7.880000114440918,6.993600387573242,7.116000366210938,7.238400344848633
2012-05-25,7.820000171661377,7.860000133514404,7.699999809265137,7.789999961853027,7.789999961853027,34500,-0.7643304905536735,1.088375289887345,2.058242687597347,4.069898042437917,,7.926000022888184,8.09699993133545,7.791333293914795,,,7.920262857336263,8.022334676665267,7.790106474368415,,,8.03267339911773,7.883949016687515,0.1487243824302151,0.2726872448157723,-0.1283726435276793,0.1283726435276793,0.1283726435276793,0.0,-0.1283726435276793,-0.1283726435276793,0.1283726435276793,0.1283726435276793,-0.1283726435276793,0.369999885559082,0.6154999256134033,7.860000133514404,6.527000303268433,6.650000286102295,6.773000268936157
2012-05-29,7.699999809265137,8.069999694824219,7.699999809265137,7.800000190734863,7.800000190734863,32400,0.1283726435276793,0.5693930812706548,1.979640159627903,3.716142877362203,,7.865999984741211,8.054999923706054,7.81266663869222,,,7.880175301802463,7.98191022467792,7.79074477865012,,,7.996877520904981,7.877730585135467,0.1191469357695141,0.2419791830065207,10.12820439147449,-10.12820439147449,-10.12820439147449,0.0,10.12820439147449,10.12820439147449,-10.12820439147449,-10.12820439147449,10.12820439147449,0.809999942779541,0.6099998950958252,8.069999694824219,6.505900297164917,6.629000282287597,6.752100267410278
2012-05-30,7.789999961853027,7.809999942779541,7.0,7.010000228881836,7.010000228881836,69700,-10.12820439147449,4.286113048890961,3.422767921925117,3.874774782026798,,7.670000076293945,7.915999984741211,7.812999979654948,,,7.590116944162254,7.805199316351358,7.740374162536038,,,7.845050245209112,7.813454262450012,0.03159598275910014,0.1999025429570366,1.569188729284113,-1.569188729284113,-1.569188729284113,0.0,1.569188729284113,1.569188729284113,-1.569188729284113,-1.569188729284113,1.569188729284113,0.5999999046325684,0.6274998903274536,7.809999942779541,6.727999925613403,6.849999904632568,6.971999883651733
2012-05-31,7.119999885559082,7.449999809265137,6.849999904632568,6.900000095367432,6.900000095367432,43000,-1.569188729284113,4.254977484487281,3.412601035828003,3.863484952051396,,7.470000076293945,7.774000024795532,7.799999984105428,,,7.36007799456398,7.640617639808825,7.686156480783224,,,7.699657914464238,7.745790990814265,-0.04613307635002695,0.1506954190956239,13.76811989814482,13.76811989814482,-13.76811989814482,0.0,13.76811989814482,13.76811989814482,13.76811989814482,-13.76811989814482,13.76811989814482,2.090000152587891,0.650999903678894,7.449999809265137,6.429500184059143,6.555000162124633,6.680500140190125
2012-06-01,7.429999828338623,7.920000076293945,5.829999923706055,5.949999809265137,5.949999809265137,175000,-13.76811989814482,6.303715716835006,4.918592996532024,4.021497108841122,,7.090000057220459,7.528000020980835,7.763666645685832,,,6.8900519327977,7.333232579709973,7.574146372943348,,,7.430479744433607,7.612769421810626,-0.1822896773770184,0.08409839980109543,16.63865214880461,16.63865214880461,-16.63865214880461,0.0,16.63865214880461,16.63865214880461,16.63865214880461,-16.63865214880461,16.63865214880461,1.079999923706055,0.6109999179840088,7.920000076293945,6.01780002117157,6.148000001907349,6.278199982643128
2012-06-04,5.980000019073486,5.980000019073486,4.900000095367432,4.960000038146973,4.960000038146973,127200,-16.63865214880461,7.400537079347793,6.494482834907311,5.169486742044477,,6.524000072479248,7.225000047683716,7.694999980926513,,,6.246701301247459,6.901735753971246,7.405491770698421,,,7.050405943466433,7.416267985983688,-0.3658620425172554,-0.005893688662574739,-7.459675054706488,-7.459675054706488,7.459675054706488,0.0,-7.459675054706488,-7.459675054706488,-7.459675054706488,7.459675054706488,-7.459675054706488,0.6499996185302734,0.6099999189376831,5.980000019073486,6.575800256729126,6.698000240325928,6.820200223922729
2012-06-05,5.190000057220459,5.699999809265137,5.050000190734863,5.329999923706055,5.329999923706055,204500,7.459675054706488,9.836759644390588,7.331596079403381,5.609728372214137,,6.030000019073486,6.948000001907348,7.639999977747599,,,5.941134175400324,6.615965603013938,7.271589070892462,,,6.785728094272528,7.26172961100016,-0.4760015167276315,-0.09991525427558609,-25.51595033736453,-25.51595033736453,25.51595033736453,0.0,-25.51595033736453,-25.51595033736453,-25.51595033736453,25.51595033736453,-25.51595033736453,1.309999942779541,0.6419999122619628,5.699999809265137,4.638000197410584,4.76000018119812,4.882000164985657
2012-06-06,5.449999809265137,6.699999809265137,5.389999866485596,6.690000057220459,6.690000057220459,107700,25.51595033736453,17.1418991931944,11.86568083994473,8.321245487528987,,5.965999984741211,6.818000030517578,7.632666651407877,,,6.190756136007036,6.62942641286967,7.234067199042656,,,6.771000703956825,7.219379273683145,-0.4483785697263203,-0.1696079173657329,1.345293749149587,1.345293749149587,-1.345293749149587,0.0,1.345293749149587,1.345293749149587,1.345293749149587,-1.345293749149587,1.345293749149587,0.820000171661377,0.6494999170303345,6.699999809265137,4.287600002288818,4.415999984741211,4.544399967193604
2012-06-07,6.760000228881836,6.980000019073486,6.159999847412109,6.599999904632568,6.599999904632568,84600,-1.345293749149587,17.13641400682912,11.86582948906803,8.294196039438127,,5.905999946594238,6.688000011444092,7.623333311080932,,,6.32717072554888,6.624076138644742,7.19315963166136,,,6.744692888676171,7.17349932042014,-0.4288064317439693,-0.2214476202413802,-5.757577574723816,-5.757577574723816,5.757577574723816,0.0,-5.757577574723816,-5.757577574723816,-5.757577574723816,5.757577574723816,-5.757577574723816,0.8199996948242188,0.6584999322891235,6.980000019073486,5.271099991798401,5.400999975204468,5.530899958610535
2012-06-08,6.539999961853027,7.159999847412109,6.340000152587891,6.980000019073486,6.980000019073486,106400,5.757577574723816,15.26768155196034,12.06857626715281,8.43214953689421,,6.111999988555908,6.601000022888184,7.627333307266236,,,6.544780490057082,6.688789571449967,7.179407398591175,,,6.780893985660374,7.159166038838906,-0.3782720531785326,-0.2528125068288107,7.593126194270426,7.593126194270426,-7.593126194270426,0.0,7.593126194270426,7.593126194270426,7.593126194270426,-7.593126194270426,7.593126194270426,1.139999866485596,0.6969999313354492,7.159999847412109,5.531300168037415,5.663000154495239,5.794700140953064
2012-06-11,7.269999980926514,7.329999923706055,6.190000057220459,6.449999809265137,6.449999809265137,124800,-7.593126194270426,12.46775575896927,12.27442273978783,8.568907578931668,,6.409999942779541,6.467000007629395,7.617333300908407,,,6.5131869297931,6.645373251052725,7.132348844441109,,,6.729987189291876,7.106635207018627,-0.376648017726751,-0.2775796090083988,-9.767443923578895,-9.767443923578895,9.767443923578895,0.0,-9.767443923578895,-9.767443923578895,-9.767443923578895,9.767443923578895,-9.767443923578895,0.5699996948242188,0.697999906539917,7.329999923706055,5.626599998474121,5.765999984741211,5.9053999710083
2012-06-12,6.539999961853027,7.079999923706055,6.510000228881836,7.079999923706055,7.079999923706055,56600,9.767443923578895,12.57941766361628,12.76075197137211,8.888540202436323,,6.759999942779541,6.394999980926514,7.610666624704996,,,6.702124594430752,6.724396282444239,7.128971494716266,,,6.783835302278673,7.104662223069547,-0.320826920790874,-0.2862290713648939,-0.8474568280522494,0.8474568280522494,-0.8474568280522494,0.0,0.8474568280522494,0.8474568280522494,0.8474568280522494,-0.8474568280522494,0.8474568280522494,0.4300003051757812,0.7039999485015869,7.079999923706055,5.794400129318237,5.93400011062622,6.073600091934204
2012-06-13,6.980000019073486,7.300000190734863,6.869999885559082,7.019999980926514,7.019999980926514,90500,-0.8474568280522494,6.748123213886005,12.29170346484867,8.868253034652993,,6.825999927520752,6.395999956130981,7.580666621526082,,,6.808083056596006,6.778142409441016,7.121941074471766,,,6.820168329762956,7.098390945873767,-0.2782226161108108,-0.2846277803140773,3.133900153695077,-3.133900153695077,3.133900153695077,0.0,-3.133900153695077,3.133900153695077,-3.133900153695077,3.133900153695077,3.133900153695077,0.3000001907348633,0.7039999485015869,7.300000190734863,5.531200037002563,5.672000026702881,5.812800016403198
2012-06-14,6.96999979019165,7.269999980926514,6.96999979019165,7.239999771118164,7.239999771118164,95500,3.133900153695077,6.630702265030772,12.28631666688257,8.905042145293045,,6.953999900817871,6.429999923706054,7.555333280563355,,,6.952055294770059,6.862116475200497,7.129557764577985,,,6.884757782279142,7.108880488484464,-0.2241227062053213,-0.2725267654923261,-3.17678935783732,3.17678935783732,-3.17678935783732,0.0,3.17678935783732,-3.17678935783732,3.17678935783732,-3.17678935783732,-3.17678935783732,0.5999999046325684,0.7179999589920044,7.269999980926514,5.751200304031372,5.892000293731689,6.032800283432007
2012-06-15,7.230000019073486,7.349999904632568,6.75,7.010000228881836,7.010000228881836,153300,-3.17678935783732,6.583318187118615,11.27267318567804,8.920478761291738,,6.959999942779541,6.535999965667725,7.494999965031941,,,6.971370272807318,6.889004430415286,7.121844375178234,,,6.904025850987249,7.101556024810195,-0.1975301738229467,-0.2575274471584503,-0.8559260721489288,0.8559260721489288,-0.8559260721489288,0.0,0.8559260721489288,-0.8559260721489288,0.8559260721489288,-0.8559260721489288,-0.8559260721489288,0.380000114440918,0.7044999837875366,7.349999904632568,5.690400071144104,5.834000062942505,5.977600054740906
2012-06-18,7.079999923706055,7.25,6.869999885559082,6.949999809265137,6.949999809265137,106000,-0.8559260721489288,5.096548700917954,9.268153260802174,8.859517880975366,,7.059999942779541,6.734999942779541,7.447999970118205,,,6.964246784959925,6.900094499297077,7.110757628990292,,,6.911098767645385,7.090329638473523,-0.1792308708281389,-0.241868131892388,0.7194272245620404,-0.7194272245620404,0.7194272245620404,0.0,-0.7194272245620404,0.7194272245620404,-0.7194272245620404,0.7194272245620404,0.7194272245620404,0.369999885559082,0.7024999856948853,7.25,5.800099940299988,5.940999937057495,6.081899933815002
