Date_MU,Open_MU,High_MU,Low_MU,Close_MU,Adj Close_MU,Volume_MU,Daily Return(%)_MU,Vol5_MU,Vol10_MU,Vol20_MU,Vol60_MU,SMA5_MU,SMA10_MU,SMA30_MU,SMA60_MU,SMA100_MU,EMA5_MU,EMA10_MU,EMA30_MU,EMA60_MU,EMA100_MU,Short12_MU,Long26_MU,MACD_MU,SIGNAL9_MU,Ret5/10_MU,Ret10/30_MU,Ret30/60_MU,Ret30/100_MU,Emaret5/10_MU,Emaret10/30_MU,Emaret30/60_MU,Emaret30/100_MU,RetMACD_MU,DayRange_MU,average20r_MU,PRVHI_MU,HitLevel_MU,hitlevel_2_MU,hitlevel_1.8_MU
2011-02-16,11.80000019073486,11.81999969482422,11.55000019073486,11.63000011444092,11.63000011444092,32016100,-0.3427588825323616,1.294519309225276,1.30211772424999,1.895584412187555,,11.51599998474121,11.35199995040893,10.22966667811076,,,11.53024436786311,11.30768063833983,10.2149951403562,,,11.20740886187079,10.42577138257004,0.7816374793007466,,1.461737528986364,1.461737528986364,1.461737528986364,0.0,-1.461737528986364,1.461737528986364,1.461737528986364,1.461737528986364,0.0,0.3199996948242205,0.3454999923706069,11.81999969482422,11.05219974517822,11.12199974060059,11.19179973602295
2011-02-17,11.57999992370605,11.86999988555908,11.55000019073486,11.80000019073486,11.80000019073486,25476300,1.461737528986364,1.332447839010614,1.306915159833403,1.871165242773594,,11.61399993896484,11.44200000762939,10.33833335240682,,,11.62016297548703,11.39719328422983,10.31725353070321,,,11.29857675861911,10.52756610910077,0.7710106495183382,,-0.8474608462145441,-0.8474608462145441,-0.8474608462145441,0.0,0.8474608462145441,-0.8474608462145441,-0.8474608462145441,-0.8474608462145441,0.0,0.2400007247924805,0.3440000057220473,11.86999988555908,11.05989971160889,11.12899971008301,11.19809970855713
2011-02-18,11.88000011444092,11.89000034332275,11.64999961853027,11.69999980926514,11.69999980926514,23580000,-0.8474608462145441,1.520232075371864,1.385579426512217,1.884614891896556,,11.68999996185303,11.50699996948242,10.44233334859212,,,11.64677525341306,11.45224901605443,10.40646296802979,,,11.36033415102619,10.61441304985368,0.7459211011725042,0.8099460316459923,-6.666664493049939,-6.666664493049939,-6.666664493049939,0.0,6.666664493049939,-6.666664493049939,-6.666664493049939,-6.666664493049939,6.666664493049939,0.5999994277954102,0.3509999752044695,11.89000034332275,11.11319987297058,11.18199987411499,11.25079987525939
2011-02-22,11.44999980926514,11.44999980926514,10.85000038146973,10.92000007629395,10.92000007629395,55901900,-6.666664493049939,3.150393853576031,2.57073313906205,2.503626603334611,,11.54400005340576,11.46999998092651,10.51800003051758,,,11.40451686104003,11.35547648155253,10.43959439436941,,,11.29259044722123,10.6370491258863,0.6555413213349333,0.7790650895837805,-3.388277316612091,-3.388277316612091,-3.388277316612091,0.0,3.388277316612091,-3.388277316612091,-3.388277316612091,-3.388277316612091,3.388277316612091,0.6099996566772496,0.3649999618530291,11.44999980926514,11.11780039787292,11.18800039291381,11.25820038795471
2011-02-23,10.84000015258789,10.88000011444092,10.27000045776367,10.55000019073486,10.55000019073486,59318200,-3.388277316612091,3.152543088864936,2.669139696282604,2.637066510868071,,11.32000007629395,11.38100004196167,10.58466669718424,,,11.11967797093831,11.2090262468584,10.44671734897363,,,11.17834579237717,10.63060105661582,0.5477447357613521,0.7328010188192948,-3.412318958945667,3.412318958945667,3.412318958945667,0.0,-3.412318958945667,-3.412318958945667,3.412318958945667,3.412318958945667,-3.412318958945667,0.5,0.3799999237060563,10.88000011444092,10.64699989318848,10.71999988555908,10.79299987792969
2011-02-24,10.60999965667725,10.94999980926514,10.44999980926514,10.90999984741211,10.90999984741211,49024300,3.412318958945667,3.973519670900736,2.95365519290061,2.721075698935124,,11.17600002288818,11.3460000038147,10.65766668319702,,,11.04978526309624,11.15465781059544,10.47660654242128,,,11.13706180084409,10.65129726334147,0.4857645375026145,0.6833937225559588,-4.857926126340957,4.857926126340957,4.857926126340957,0.0,-4.857926126340957,-4.857926126340957,4.857926126340957,4.857926126340957,-4.857926126340957,0.3400001525878906,0.3809999465942398,10.94999980926514,10.0440002822876,10.12000026702881,10.19600025177002
2011-02-25,11.14000034332275,11.44999980926514,11.10999965667725,11.4399995803833,11.4399995803833,39358300,4.857926126340957,4.756593969278616,3.373095203183981,2.558250421553204,,11.10399990081787,11.35899991989136,10.72766666412354,,,11.17985670219193,11.20653813237505,10.53876093196721,,,11.18366761308089,10.70971965719642,0.4739479558844657,0.6415045692216601,2.709785640848725,-2.709785640848725,-2.709785640848725,0.0,2.709785640848725,2.709785640848725,-2.709785640848725,-2.709785640848725,2.709785640848725,0.7399997711181587,0.3874999046325697,11.44999980926514,10.11179992675781,10.18799991607666,10.26419990539551
2011-02-28,11.61999988555908,11.65999984741211,10.92000007629395,11.13000011444092,11.13000011444092,47717800,-2.709785640848725,4.859811453050795,3.494157839037217,2.594370701215656,,10.98999996185303,11.33999996185303,10.77766666412353,,,11.16323783960826,11.1926221291143,10.57690539535262,,,11.17541107482858,10.74085154291824,0.4345595319103488,0.600115561759398,1.527404083971011,-1.527404083971011,-1.527404083971011,0.0,1.527404083971011,1.527404083971011,-1.527404083971011,-1.527404083971011,1.527404083971011,0.3600006103515589,0.3864999294281016,11.65999984741211,10.59750001907349,10.675,10.75249998092652
2011-03-01,11.19999980926514,11.30000019073486,10.9399995803833,10.96000003814697,10.96000003814697,28853400,-1.527404083971011,3.752217471401009,3.345540169006441,2.61047713347215,,10.99799995422363,11.2710000038147,10.8193333307902,,,11.09549190578783,11.15032720348387,10.6016211787587,,,11.14227091533911,10.75708476478703,0.3851861505520748,0.5571296795179334,-1.186132426901881,1.186132426901881,1.186132426901881,0.0,-1.186132426901881,-1.186132426901881,1.186132426901881,1.186132426901881,-1.186132426901881,0.3199996948242188,0.3899999141693126,11.30000019073486,10.80970000267029,10.88699998855591,10.96429997444153
2011-03-02,10.97000026702881,11.27999973297119,10.96000003814697,11.09000015258789,11.09000015258789,40712200,1.186132426901881,3.196802867077967,3.385264507390067,2.563461890689997,,11.10599994659424,11.21300001144409,10.86700000762939,,,11.09366132138785,11.13935864877551,10.63312949965091,,,11.13422925953123,10.78174516388339,0.352484095647835,0.5162005627439137,-4.328219437619397,4.328219437619397,4.328219437619397,0.0,-4.328219437619397,-4.328219437619397,4.328219437619397,4.328219437619397,-4.328219437619397,0.3699998855590803,0.3924999237060556,11.27999973297119,10.44200037956237,10.52000036239624,10.5980003452301
2011-03-03,11.27999973297119,11.63000011444092,11.26000022888184,11.56999969482422,11.56999969482422,35260500,4.328219437619397,3.387029662254797,3.709420855591969,2.726601325564263,,11.23799991607666,11.20699996948242,10.9403333346049,,,11.25244077919998,11.21765702078437,10.69357273804919,,,11.20127086496092,10.84013438839753,0.3611364765633915,0.4851877455078092,0.6050185855220398,0.6050185855220398,0.6050185855220398,0.0,-0.6050185855220398,0.6050185855220398,0.6050185855220398,0.6050185855220398,-0.6050185855220398,0.2799997329712003,0.3924998760223401,11.63000011444092,10.41649990081787,10.49499988555908,10.57349987030029
2011-03-04,11.60000038146973,11.67000007629395,11.39000034332275,11.64000034332275,11.64000034332275,32879300,0.6050185855220398,2.714489902438497,3.681975488797916,2.726568325382767,,11.27800006866455,11.19099998474121,11.00833333333333,,,11.38162730057423,11.29444671579135,10.75463258355071,,,11.26876770778582,10.89938371839199,0.3693839893938282,0.4620269942850131,-5.240554917178208,-5.240554917178208,-5.240554917178208,0.0,5.240554917178208,-5.240554917178208,-5.240554917178208,-5.240554917178208,5.240554917178208,0.8199996948242205,0.4189998626708996,11.67000007629395,10.76650038719177,10.84500036239624,10.92350033760071
2011-03-07,11.65999984741211,11.67000007629395,10.85000038146973,11.02999973297119,11.02999973297119,52679800,-5.240554917178208,3.54325721537149,4.030010285855229,2.986412664363218,,11.25799999237061,11.12399997711182,11.04799998601278,,,11.26441811137322,11.24636544618768,10.77239820609397,,,11.23203417319895,10.90905897873119,0.3229751944677623,0.434216634321563,-1.26926013633481,-1.26926013633481,-1.26926013633481,0.0,1.26926013633481,-1.26926013633481,-1.26926013633481,-1.26926013633481,1.26926013633481,0.2899999618530309,0.4194998264312756,11.67000007629395,10.74820037841797,10.83200035095215,10.91580032348633
2011-03-08,10.97999954223633,11.10000038146973,10.8100004196167,10.89000034332275,10.89000034332275,33531400,-1.26926013633481,3.51960185458296,3.431457436762865,2.95571159540603,,11.24400005340576,11.1210000038147,11.07599999109904,,,11.13961218868973,11.18157179112133,10.77998544075389,,,11.17941358398723,10.90764722796019,0.2717663560270349,0.4017265786626574,-5.234165569590896,-5.234165569590896,-5.234165569590896,0.0,5.234165569590896,5.234165569590896,-5.234165569590896,-5.234165569590896,5.234165569590896,0.5399999618530309,0.4244998455047622,11.10000038146973,10.74710045814514,10.8310004234314,10.91490038871765
2011-03-09,10.82999992370605,10.84000015258789,10.30000019073486,10.31999969482422,10.31999969482422,57899800,-5.234165569590896,4.071032251774877,3.676401186791841,3.142666740484983,,11.08999996185303,11.09799995422363,11.08733332951864,,,10.86640802406789,11.02492231906731,10.75030894101649,,,11.04719606257753,10.86411778106123,0.1830782815163001,0.357996919233386,3.779063964934372,-3.779063964934372,-3.779063964934372,0.0,3.779063964934372,3.779063964934372,-3.779063964934372,-3.779063964934372,3.779063964934372,0.4900007247924769,0.4279998779296885,10.84000015258789,10.16610072135925,10.25100069046021,10.33590065956116
2011-03-10,10.0600004196167,10.14000034332275,9.649999618530273,9.930000305175781,9.930000305175781,69326200,-3.779063964934372,2.579185836707127,3.602777325181183,3.221273853658331,,10.76200008392334,11.0,11.08666667938232,,,10.55427211777052,10.82584558926885,10.69738580322032,,,10.87531979220803,10.79492389395861,0.08039589824942617,0.3024767150365941,-3.12184749662897,-3.12184749662897,3.12184749662897,0.0,-3.12184749662897,-3.12184749662897,3.12184749662897,3.12184749662897,-3.12184749662897,0.3900003433227557,0.4294999122619638,10.14000034332275,9.898400421142576,9.984000396728513,10.06960037231445
2011-03-11,9.90999984741211,10.28999996185303,9.899999618530273,10.23999977111816,10.23999977111816,46216700,3.12184749662897,3.52633821147442,3.326919740438072,3.320070385594108,,10.48199996948242,10.88000001907349,11.075,,,10.4495146688864,10.71932816778691,10.66787702695566,,,10.7775782505019,10.75381840337784,0.0237598471240652,0.2467333414540883,-1.171873908606403,-1.171873908606403,1.171873908606403,0.0,-1.171873908606403,-1.171873908606403,1.171873908606403,1.171873908606403,-1.171873908606403,0.5100002288818395,0.4369999408721933,10.28999996185303,9.19510053634643,9.281000518798823,9.366900501251216
2011-03-14,10.65999984741211,10.85000038146973,10.34000015258789,10.35999965667725,10.35999965667725,51157100,1.171873908606403,3.436385678902154,3.338419866612206,3.337986085520535,,10.34799995422363,10.80299997329712,11.07466665903727,,,10.41967633148335,10.65399571122151,10.64801397080867,,,10.71333538991349,10.72464664436298,-0.01131125444948466,0.1951244222733737,-0.6756819577055957,-0.6756819577055957,0.6756819577055957,0.0,-0.6756819577055957,-0.6756819577055957,0.6756819577055957,0.6756819577055957,-0.6756819577055957,0.6899995803833026,0.4494999408721934,10.85000038146973,9.328600091934204,9.416000080108642,9.503400068283081
2011-03-15,10.01000022888184,10.53999996185303,9.850000381469727,10.43000030517578,10.43000030517578,56312600,0.6756819577055957,3.534935430726004,3.347771772138851,3.257924901539514,,10.25599994659424,10.75,11.0710000038147,,,10.42311765604749,10.61326927375865,10.6339485730259,,,10.66974537687692,10.70282098960837,-0.03307561273144977,0.149484415272409,3.547458051132287,3.547458051132287,-3.547458051132287,0.0,3.547458051132287,3.547458051132287,3.547458051132287,-3.547458051132287,3.547458051132287,0.6000003814697301,0.4639999866485608,10.53999996185303,9.861100511550905,9.951000499725343,10.04090048789978
2011-03-16,10.32999992370605,10.60000038146973,10.0,10.0600004196167,10.0600004196167,56646700,-3.547458051132287,3.054928303760828,3.425509512311429,3.323020574296012,,10.20400009155273,10.64700002670288,11.0460000038147,,,10.30207857723723,10.51267493664193,10.59691965990273,,,10.57593846037535,10.65520465109047,-0.07926619071512242,0.1037342940749028,-1.491049823793018,-1.491049823793018,1.491049823793018,0.0,-1.491049823793018,-1.491049823793018,-1.491049823793018,1.491049823793018,-1.491049823793018,0.2299995422363299,0.4619999885559093,10.60000038146973,9.519199991226195,9.611999988555908,9.70479998588562
2011-03-17,10.25,10.36999988555908,10.14000034332275,10.21000003814697,10.21000003814697,27585700,1.491049823793018,2.484267821080213,3.038451291023511,3.358121782408233,,10.26000003814697,10.51100006103515,11.02333332697551,,,10.27138573087381,10.45764313691557,10.57195710366042,,,10.51964024157098,10.62222653161317,-0.1025862900421917,0.06247017725148388,1.371208058762743,1.371208058762743,-1.371208058762743,0.0,1.371208058762743,1.371208058762743,1.371208058762743,-1.371208058762743,1.371208058762743,0.3899993896484393,0.4654999732971202,10.36999988555908,9.58360040664673,9.67600040435791,9.768400402069094
2011-03-18,10.39999961853027,10.40999984741211,10.02000045776367,10.06999969482422,10.06999969482422,33230700,-1.371208058762743,2.122405246506677,2.971500943874083,3.326403080607935,,10.22600002288818,10.3539999961853,10.99566666285197,,,10.20425705219061,10.38716251108078,10.53957275470325,,,10.45046477284071,10.58132083999918,-0.1308560671584669,0.02380492836949373,-2.879840820671359,-2.879840820671359,2.879840820671359,0.0,-2.879840820671359,-2.879840820671359,-2.879840820671359,2.879840820671359,-2.879840820671359,0.25,0.4659999370574962,10.40999984741211,9.345899944305415,9.43899993896484,9.532099933624263
2011-03-21,10.27999973297119,10.43000030517578,10.18000030517578,10.35999965667725,10.35999965667725,27828700,2.879840820671359,2.521639198428926,2.913779792912388,3.422876763752297,,10.22600002288818,10.28699998855591,10.97266664505005,,,10.25617125368616,10.38222381028014,10.52798739354028,,,10.43654706266171,10.56492667827163,-0.1283796156099104,-0.006631980426387095,0.09651810365722142,0.09651810365722142,-0.09651810365722142,0.0,0.09651810365722142,0.09651810365722142,0.09651810365722142,-0.09651810365722142,0.09651810365722142,0.2100000381469709,0.4464999675750742,10.43000030517578,9.384799985885618,9.477999973297116,9.571199960708617
2011-03-22,10.27000045776367,10.36999988555908,10.15999984741211,10.35000038146973,10.35000038146973,35892700,-0.09651810365722142,2.495379520138041,2.90682017918873,3.105529240618831,,10.21000003814697,10.2329999923706,10.94133332570394,,,10.28744762961402,10.37636500504188,10.51650436050347,,,10.42323218863218,10.54900621184185,-0.1257740232096776,-0.03046038898304519,-2.512070199272774,-2.512070199272774,2.512070199272774,0.0,-2.512070199272774,-2.512070199272774,-2.512070199272774,2.512070199272774,-2.512070199272774,0.5100002288818395,0.4414999961853037,10.36999988555908,9.447700376510616,9.53700037002563,9.626300363540645
