Date_JBL,Open_JBL,High_JBL,Low_JBL,Close_JBL,Adj Close_JBL,Volume_JBL,Daily Return(%)_JBL,Vol5_JBL,Vol10_JBL,Vol20_JBL,Vol60_JBL,SMA5_JBL,SMA10_JBL,SMA30_JBL,SMA60_JBL,SMA100_JBL,EMA5_JBL,EMA10_JBL,EMA30_JBL,EMA60_JBL,EMA100_JBL,Short12_JBL,Long26_JBL,MACD_JBL,SIGNAL9_JBL,Ret5/10_JBL,Ret10/30_JBL,Ret30/60_JBL,Ret30/100_JBL,Emaret5/10_JBL,Emaret10/30_JBL,Emaret30/60_JBL,Emaret30/100_JBL,RetMACD_JBL,DayRange_JBL,average20r_JBL,PRVHI_JBL,HitLevel_JBL,hitlevel_2_JBL,hitlevel_1.8_JBL
2011-01-03,20.27000045776367,21.0,20.19000053405762,20.88999938964844,18.01329612731934,5741300,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.3699989318847727,,,2.2,2.0,1.8
2011-01-04,20.84000015258789,20.88999938964844,20.52000045776367,20.79999923706055,17.93568992614746,5191800,-0.4308288904617592,,,,,,,,,,,,,,,,,,,-0.09096434316413898,-0.2279139714703122,-0.2333632720670605,-0.12982301072289,0.05860785722421412,-0.1778346193029453,-0.3313547774014505,0.0362019323676813,0.2548507606698777,0.7299995422363281,,,,,
2011-01-05,20.6200008392334,21.30999946594238,20.57999992370605,21.26000022888184,18.33234405517578,4508600,2.211543311028969,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,
2011-01-06,21.31999969482422,21.78000068664551,21.28000068664551,21.45000076293945,18.49618148803711,3992800,0.8936995861340264,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7099990844726598,,,,,
2011-01-07,21.47999954223633,21.54999923706055,20.84000015258789,21.06999969482422,18.16850852966309,3501600,-1.77156668810839,,,,,21.0939998626709,,,,,21.0939998626709,,,,,,,,,,,,,,,,,,0.8000011444091797,,,,,
2011-01-10,21.0,21.01000022888184,20.20999908447266,20.89999961853027,18.02191543579102,4987500,-0.806834735435278,1.554254116703969,,,,21.09599990844726,,,,,21.02933311462403,,,,,,,,,,,,,,,,,,0.5100002288818288,,,,,
2011-01-11,21.05999946594238,21.20000076293945,20.69000053405762,20.86000061035156,17.98743438720703,3027600,-0.1913828177453515,1.540549777555187,,,,21.10800018310547,,,,,20.97288894653321,,,,,,,,,,,,,,,,,,0.3400001525878906,,,,,
2011-01-12,21.13999938964844,21.13999938964844,20.79999923706055,20.95999908447266,18.07365226745605,2498100,0.4793790565445988,1.056456829207918,,,,21.04799995422363,,,,,20.96859232584636,,,,,,,,,,,,,,,,,,0.3199996948242223,,,,,
2011-01-13,20.98999977111816,21.13999938964844,20.81999969482422,21.01000022888184,18.11676979064941,1741800,0.2385550887080952,0.9042611971285808,,,,20.95999984741211,,,,,20.98239496019152,,,,,,,,,,,,,,,,,,0.7600002288818288,,,,,
2011-01-14,21.02000045776367,21.54000091552734,20.78000068664551,21.34000015258789,18.40132522583008,4277200,1.570680248029744,0.8815234148899583,,,,21.01399993896484,21.05399990081787,,,,21.10159669099031,21.05399990081787,,,,,,,,-1.3120931801472,1.3120931801472,0.0,0.0,-1.3120931801472,1.3120931801472,1.3120931801472,0.0,0.0,0.3299999237060511,,,,,
2011-01-18,21.56999969482422,21.68000030517578,21.35000038146973,21.6200008392334,18.64276695251465,3549100,1.3120931801472,0.7394704338453119,1.199439372862348,,,21.15800018310547,21.12700004577637,,,,21.27439807373801,21.15690916234797,,,,,,,,-3.33025528563605,-3.33025528563605,0.0,0.0,3.33025528563605,-3.33025528563605,-3.33025528563605,0.0,0.0,1.030000686645511,,,,,
2011-01-19,21.6299991607666,21.75,20.71999931335449,20.89999961853027,18.02191543579102,3085100,-3.33025528563605,1.971757410576538,1.668162868279035,,,21.16599998474121,21.13700008392334,,,,21.14959858866877,21.11019833619929,,,,21.08833328882853,,,,-1.196172270636532,-1.196172270636532,0.0,0.0,1.196172270636532,-1.196172270636532,-1.196172270636532,0.0,0.0,1.239999771118171,,,,,
2011-01-20,20.76000022888184,20.76000022888184,19.52000045776367,20.64999961853027,17.80633735656738,5845000,-1.196172270636532,2.023122660130692,1.521567626008057,,,21.10400009155273,21.07600002288818,,,,20.9830655986226,21.02652584207765,,,,21.02089733955188,,,,-3.922515646031909,-3.922515646031909,0.0,0.0,3.922515646031909,3.922515646031909,-3.922515646031909,0.0,0.0,1.539999008178711,,,,,
2011-01-21,21.02000045776367,21.23999977111816,19.70000076293945,19.84000015258789,17.10788917541504,6857000,-3.922515646031909,2.544589020154781,1.838040341005746,,,20.87000007629394,20.91499996185303,,,,20.6020437832777,20.81079389853405,,,,20.83922084924973,,,,-1.663306054274469,1.663306054274469,0.0,0.0,-1.663306054274469,-1.663306054274469,1.663306054274469,0.0,0.0,0.4599990844726634,,,,,
