Date_ACN,Open_ACN,High_ACN,Low_ACN,Close_ACN,Adj Close_ACN,Volume_ACN,Daily Return(%)_ACN,Vol5_ACN,Vol10_ACN,Vol20_ACN,Vol60_ACN,SMA5_ACN,SMA10_ACN,SMA30_ACN,SMA60_ACN,SMA100_ACN,EMA5_ACN,EMA10_ACN,EMA30_ACN,EMA60_ACN,EMA100_ACN,Short12_ACN,Long26_ACN,MACD_ACN,SIGNAL9_ACN,Ret5/10_ACN,Ret10/30_ACN,Ret30/60_ACN,Ret30/100_ACN,Emaret5/10_ACN,Emaret10/30_ACN,Emaret30/60_ACN,Emaret30/100_ACN,RetMACD_ACN,DayRange_ACN,average20r_ACN,PRVHI_ACN,HitLevel_ACN,hitlevel_2_ACN,hitlevel_1.8_ACN
2011-01-03,48.65999984741211,49.36999893188477,48.54999923706055,48.59000015258789,38.79671859741211,2508700,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.7599983215332102,,,2.2,2.0,1.8
2011-01-04,48.75,48.86999893188477,48.11000061035156,48.27000045776367,38.54120635986328,3169400,-0.658571092445604,,,,,,,,,,,,,,,,,,,0.1660159573223614,-0.3299625439703833,-0.3861397685356368,-0.3389355200791935,0.1129868269287711,-0.2916523780721201,-0.4610034731771254,-0.2430675854147969,0.2578856144386009,0.8499984741211009,,,,,
2011-01-05,48.13999938964844,48.52999877929688,47.68000030517578,48.27999877929688,38.54919052124023,3041600,0.02071332388314099,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6899986267089915,,,,,
2011-01-06,48.18000030517578,48.56999969482422,47.88000106811523,48.45999908447266,38.69291305541992,3859000,0.3728258279347095,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6599998474121165,,,,,
2011-01-07,48.36999893188477,48.70000076293945,48.04000091552734,48.54000091552734,38.75678634643555,2914600,0.165088387466163,,,,,48.42799987792969,,,,,48.42799987792969,,,,,,,,,,,,,,,,,,0.6100006103515625,,,,,
2011-01-10,48.22000122070312,48.70000076293945,48.09000015258789,48.11000061035156,38.4134521484375,3177900,-0.8858679379180284,0.5456178478305304,,,,48.33199996948242,,,,,48.32200012207031,,,,,,,,,,,,,,,,,,0.6899986267089915,,,,,
2011-01-11,48.16999816894531,48.77999877929688,48.09000015258789,48.77000045776367,38.94043350219727,3696100,1.371855828391116,0.8085772154751456,,,,48.43199996948242,,,,,48.47133356730144,,,,,,,,,,,,,,,,,,0.9799995422363281,,,,,
2011-01-12,48.97999954223633,49.93000030517578,48.95000076293945,49.88999938964844,39.83469772338867,5374300,2.296491534493053,1.214688671385955,,,,48.75400009155273,,,,,48.94422217475044,,,,,,,,,,,,,,,,,,0.6500015258788991,,,,,
2011-01-13,49.45000076293945,49.88000106811523,49.22999954223633,49.86999893188477,39.8187255859375,4260200,-0.0400891120632377,1.25287655210742,,,,49.03600006103515,,,,,49.25281442712855,,,,,,,,,,,,,,,,,,0.4500007629394531,,,,,
2011-01-14,49.56999969482422,50.0,49.54999923706055,50.0,39.92252731323242,3432500,0.2606799095640447,1.245642282646072,,,,49.32799987792968,48.87799987792969,,,,49.50187628475237,48.87799987792969,,,,,,,,0.6999969482421733,0.6999969482421733,0.0,0.0,-0.6999969482421733,0.6999969482421733,0.6999969482421733,0.0,0.0,0.9700012207031179,,,,,
2011-01-18,49.61000061035156,50.43000030517578,49.45999908447266,50.34999847412109,40.20197677612305,3670600,0.6999969482421733,0.935915804887845,0.9310883049143529,,,49.77599945068359,49.053999710083,,,,49.78458368120862,49.14563598632812,,,,,,,,-0.2979100610275677,-0.2979100610275677,0.0,0.0,0.2979100610275677,-0.2979100610275677,-0.2979100610275677,0.0,0.0,0.5399971008300639,,,,,
2011-01-19,50.22000122070312,50.34999847412109,49.81000137329102,50.20000076293945,40.08221435546875,4065700,-0.2979100610275677,1.026872784975039,0.893461092268984,,,50.06199951171875,49.24699974060059,,,,49.92305604178556,49.33733867298472,,,,49.11083316802979,,,,1.87250719606153,1.87250719606153,0.0,0.0,-1.87250719606153,1.87250719606153,1.87250719606153,0.0,0.0,1.340000152587891,,,,,
2011-01-20,49.84000015258789,51.15000152587891,49.81000137329102,51.13999938964844,40.83275985717773,5312500,1.87250719606153,0.852848310899539,0.9932758478265917,,,50.31199951171875,49.53299980163574,,,,50.32870382440653,49.66509516692357,,,,49.42301258674035,,,,-0.1955386689764845,-0.1955386689764845,0.0,0.0,0.1955386689764845,-0.1955386689764845,-0.1955386689764845,0.0,0.0,0.5300025939941335,,,,,
2011-01-21,51.20999908447266,51.4900016784668,50.95999908447266,51.04000091552734,40.75291442871094,4012400,-0.1955386689764845,0.8798219195496783,1.022381659216427,,,50.54599990844726,49.79099998474121,,,,50.56580285478014,49.91507803030607,,,,49.67178002193835,,,,0.8424770718312565,0.8424770718312565,0.0,0.0,-0.8424770718312565,0.8424770718312565,0.8424770718312565,0.0,0.0,0.8699989318847727,,,,,
2011-01-24,50.63000106811523,51.5,50.63000106811523,51.47000122070312,41.09624862670898,2437100,0.8424770718312565,0.8840194999878161,1.018338817821695,,,50.84000015258789,50.08400001525879,,,,50.8672023100878,50.19779133765098,,,,49.94842943713292,,,,0.4857198252784203,0.4857198252784203,0.0,0.0,-0.4857198252784203,0.4857198252784203,0.4857198252784203,0.0,0.0,0.9199981689453196,,,,,
2011-01-25,51.36000061035156,51.77999877929688,50.86000061035156,51.72000122070312,41.29586791992188,3370900,0.4857198252784203,0.8822009436317728,0.8800845579060416,,,51.1140007019043,50.44500007629394,,,,51.15146861362624,50.47455677093318,,,,50.22097894229757,,,,1.2180921085628,1.2180921085628,0.0,0.0,-1.2180921085628,1.2180921085628,1.2180921085628,0.0,0.0,1.090000152587891,,,,,
2011-01-26,51.63000106811523,52.72000122070312,51.63000106811523,52.34999847412109,41.79888916015625,5928800,1.2180921085628,0.7756896097894945,0.8688890085099481,,,51.54400024414063,50.80299987792969,,,,51.55097856712453,50.8155461715128,,,,50.54852040873195,,,,0.01910627797901533,0.01910627797901533,0.0,0.0,-0.01910627797901533,0.01910627797901533,0.01910627797901533,0.0,0.0,0.8100013732910227,,,,,
2011-01-27,52.31999969482422,52.5,51.68999862670898,52.36000061035156,41.8068733215332,4442800,0.01910627797901533,0.5798267190015405,0.6876504101582726,,,51.78800048828125,51.05,,,,51.82065258153354,51.09635606948348,,,,50.82720967051959,,,,-1.604278347586235,-1.604278347586235,0.0,0.0,1.604278347586235,-1.604278347586235,-1.604278347586235,0.0,0.0,1.090000152587891,,,,,
