Date_EPAM,Open_EPAM,High_EPAM,Low_EPAM,Close_EPAM,Adj Close_EPAM,Volume_EPAM,Daily Return(%)_EPAM,Vol5_EPAM,Vol10_EPAM,Vol20_EPAM,Vol60_EPAM,SMA5_EPAM,SMA10_EPAM,SMA30_EPAM,SMA60_EPAM,SMA100_EPAM,EMA5_EPAM,EMA10_EPAM,EMA30_EPAM,EMA60_EPAM,EMA100_EPAM,Short12_EPAM,Long26_EPAM,MACD_EPAM,SIGNAL9_EPAM,Ret5/10_EPAM,Ret10/30_EPAM,Ret30/60_EPAM,Ret30/100_EPAM,Emaret5/10_EPAM,Emaret10/30_EPAM,Emaret30/60_EPAM,Emaret30/100_EPAM,RetMACD_EPAM,DayRange_EPAM,average20r_EPAM,PRVHI_EPAM,HitLevel_EPAM,hitlevel_2_EPAM,hitlevel_1.8_EPAM
2012-02-08,13.75,15.05000019073486,13.25,14.0,14.0,3336200,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.4700002670288104,,,2.2,2.0,1.8
2012-02-09,14.17000007629395,14.22000026702881,13.75,13.90999984741211,13.90999984741211,580500,-0.6428582327706474,,,,,,,,,,,,,,,,,,,-0.003776032416343689,0.2186141859250309,0.1134811968180025,0.1685564675580709,-0.1752571328399966,-0.01957391862412931,-0.1703022561665598,0.1902489618690618,-0.08000061013226151,0.2599992752075195,,,,,
2012-02-10,14.0,14.02999973297119,13.77000045776367,13.96000003814697,13.96000003814697,336300,0.3594550056315335,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7899999618530309,,,,,
2012-02-13,13.90999984741211,14.42000007629395,13.63000011444092,13.64999961853027,13.64999961853027,175900,-2.220633372275048,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4899997711181694,,,,,
2012-02-14,13.60000038146973,13.78999996185303,13.30000019073486,13.4399995803833,13.4399995803833,122200,-1.538461860921138,,,,,13.79199981689453,,,,,13.79199981689453,,,,,,,,,,,,,,,,,,0.7699995040893608,,,,,
2012-02-15,13.5,14.06999969482422,13.30000019073486,13.39999961853027,13.39999961853027,175000,-0.297618773079531,1.020025182804037,,,,13.67199974060059,,,,,13.66133308410645,,,,,,,,,,,,,,,,,,0.3000001907348704,,,,,
2012-02-16,13.39999961853027,13.69999980926514,13.39999961853027,13.53999996185303,13.53999996185303,71200,1.044778711255774,1.341668226976027,,,,13.59799976348877,,,,,13.62088871002197,,,,,,,,,,,,,,,,,,0.4899997711181605,,,,,
2012-02-17,13.60999965667725,13.98999977111816,13.5,13.57999992370605,13.57999992370605,142800,0.295420693986073,1.331315142261816,,,,13.52199974060058,,,,,13.60725911458333,,,,,,,,,,,,,,,,,,0.7799997329711914,,,,,
2012-02-21,13.60999965667725,14.34000015258789,13.5600004196167,13.71000003814697,13.71000003814697,248700,0.957290980642685,1.061614808124858,,,,13.53399982452392,,,,,13.64150608910455,,,,,,,,,,,,,,,,,,0.4700002670288104,,,,,
2012-02-22,13.98999977111816,14.22000026702881,13.75,13.96000003814697,13.96000003814697,274900,1.82348650112615,0.8039447219732123,,,,13.63799991607666,13.71499986648559,,,,13.74767073878536,13.71499986648559,,,,,,,,0.1432697543625862,-0.1432697543625862,0.0,0.0,0.1432697543625862,-0.1432697543625862,-0.1432697543625862,0.0,0.0,0.1599998474121094,,,,,
2012-02-23,13.97000026702881,14.0,13.84000015258789,13.9399995803833,13.9399995803833,82500,-0.1432697543625862,0.754393862519576,1.218234884846535,,,13.74599990844727,13.70899982452393,,,,13.81178035265134,13.75590890537609,,,,,,,,-1.649925029839963,-1.649925029839963,0.0,0.0,1.649925029839963,-1.649925029839963,-1.649925029839963,0.0,0.0,0.3800001144409197,,,,,
2012-02-24,13.93000030517578,13.93000030517578,13.55000019073486,13.71000003814697,13.71000003814697,120000,-1.649925029839963,1.29830097761506,1.311972197338715,,,13.77999992370605,13.68899984359741,,,,13.77785358114988,13.74756183860716,,,,13.73333319028219,,,,-0.3646986914350109,-0.3646986914350109,0.0,0.0,0.3646986914350109,-0.3646986914350109,-0.3646986914350109,0.0,0.0,0.2100000381469709,,,,,
2012-02-27,13.64999961853027,13.84000015258789,13.63000011444092,13.65999984741211,13.65999984741211,235300,-0.3646986914350109,1.326621282293125,1.301471579249525,,,13.79599990844727,13.65899982452393,,,,13.73856900323729,13.73164147657169,,,,13.72205113753294,,,,1.244510089259968,1.244510089259968,0.0,0.0,-1.244510089259968,1.244510089259968,1.244510089259968,0.0,0.0,0.09000015258789062,,,,,
2012-02-28,13.75,13.84000015258789,13.75,13.82999992370605,13.82999992370605,68000,1.244510089259968,1.37695631814394,1.160089622256922,,,13.81999988555908,13.6769998550415,,,,13.76904597672688,13.74952483059612,,,,13.73865864309804,,,,2.169198788068242,2.169198788068242,0.0,0.0,-2.169198788068242,2.169198788068242,2.169198788068242,0.0,0.0,0.2999992370605398,,,,,
2012-02-29,13.88000011444092,14.14999961853027,13.85000038146973,14.13000011444092,14.13000011444092,68100,2.169198788068242,1.484469454211152,1.157542140524775,,,13.85399990081787,13.74599990844727,,,,13.88936402263156,13.81870215493154,,,,13.79886502330463,,,,6.157111666757431,6.157111666757431,0.0,0.0,-6.157111666757431,6.157111666757431,6.157111666757431,0.0,0.0,1.25,,,,,
2012-03-01,14.14999961853027,15.35000038146973,14.10000038146973,15.0,15.0,610100,6.157111666757431,2.983298865181088,2.085859474372131,,,14.06599998474121,13.90599994659424,,,,14.25957601508771,14.03348358130762,,,,13.98365501971931,,,,0.933335622151669,0.933335622151669,0.0,0.0,-0.933335622151669,0.933335622151669,0.933335622151669,0.0,0.0,0.7299995422363299,,,,,
2012-03-02,15.06999969482422,15.69999980926514,14.97000026702881,15.14000034332275,15.14000034332275,237700,0.933335622151669,2.480254712917298,2.086801736059013,,,14.35200004577636,14.06599998474121,,,,14.55305079116606,14.23466844712855,,,,14.16155430027368,,,,-0.3302522430715235,-0.3302522430715235,0.0,0.0,0.3302522430715235,-0.3302522430715235,-0.3302522430715235,0.0,0.0,0.3699998855590803,,,,,
2012-03-05,15.06999969482422,15.14999961853027,14.77999973297119,15.09000015258789,15.09000015258789,184900,-0.3302522430715235,2.47198152002682,2.124059655824396,,,14.63800010681152,14.21700000762939,,,,14.73203391164,14.39018330266661,,,,14.30439212370664,,,,-0.5964224763275159,-0.5964224763275159,0.0,0.0,0.5964224763275159,-0.5964224763275159,-0.5964224763275159,0.0,0.0,0.4300003051757795,,,,,
2012-03-06,14.97999954223633,15.27000045776367,14.84000015258789,15.0,15.0,130600,-0.5964224763275159,2.741517227181547,2.189814779866094,,,14.87200012207031,14.3460000038147,,,,14.82135594109334,14.50105906581814,,,,14.41140872005946,,,,1.533330281575533,1.533330281575533,0.0,0.0,-1.533330281575533,1.533330281575533,1.533330281575533,0.0,0.0,0.3000001907348615,,,,,
2012-03-07,15.03999996185303,15.34000015258789,15.03999996185303,15.22999954223633,15.22999954223633,110100,1.533330281575533,2.727084022686991,2.178469536922545,,,15.09200000762939,14.47299995422363,,,,14.95757047480767,14.63359369789417,,,,14.53734576962513,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079999923706049,0.5059998989105228,15.34000015258789,,,
2012-03-08,14.53999996185303,15.52999973297119,14.44999980926514,15.22999954223633,15.22999954223633,120600,0.0,0.8961987615387661,2.171339842001001,1.780930720680468,,15.13799991607666,14.60199995040893,,,,15.04838016395055,14.7420311241382,,,,14.64390788848839,,,,0.5909399559619111,0.5909399559619111,0.0,0.0,-0.5909399559619111,0.5909399559619111,0.5909399559619111,0.0,0.0,0.5100002288818413,0.5079998970031743,15.52999973297119,14.22680037498474,14.32800035476684,14.42920033454895
2012-03-09,15.18000030517578,15.59000015258789,15.07999992370605,15.31999969482422,15.31999969482422,166200,0.5909399559619111,0.8482704600034926,1.985519646010846,1.762845022516659,,15.17399978637695,14.76299991607666,,,,15.13892000757511,14.84711631880838,,,,14.74792201254006,,,,-1.174930516234161,-1.174930516234161,0.0,0.0,1.174930516234161,-1.174930516234161,-1.174930516234161,0.0,0.0,0.4499998092651296,0.5174999237060548,15.59000015258789,14.41239995956421,14.51399993896484,14.61559991836548
2012-03-12,14.94999980926514,15.39999961853027,14.94999980926514,15.14000034332275,15.14000034332275,91300,-1.174930516234161,1.050188454020924,2.068266360198814,1.80215917589641,,15.18399982452393,14.91099996566772,,,,15.13928011949099,14.90036795962918,,,,14.8082417557374,,,,4.227208554395447,4.227208554395447,0.0,0.0,-4.227208554395447,4.227208554395447,4.227208554395447,0.0,0.0,1.409999847412111,0.5484999179840088,15.39999961853027,14.45150032043457,14.55500030517578,14.65850028991699
2012-03-13,15.14000034332275,16.47999954223633,15.06999969482422,15.77999973297119,15.77999973297119,316600,4.227208554395447,2.036586313795292,2.300982948149387,1.87966310737684,,15.33999977111816,15.10599994659424,,,,15.35285332398439,15.06030100932772,,,,14.95774298300413,,,,2.661603530263043,2.661603530263043,0.0,0.0,-2.661603530263043,2.661603530263043,2.661603530263043,0.0,0.0,0.6800003051757795,0.5579999446868893,16.47999954223633,14.19329979896545,14.30299978256225,14.41269976615905
