Date_MSFT,Open_MSFT,High_MSFT,Low_MSFT,Close_MSFT,Adj Close_MSFT,Volume_MSFT,Daily Return(%)_MSFT,Vol5_MSFT,Vol10_MSFT,Vol20_MSFT,Vol60_MSFT,SMA5_MSFT,SMA10_MSFT,SMA30_MSFT,SMA60_MSFT,SMA100_MSFT,EMA5_MSFT,EMA10_MSFT,EMA30_MSFT,EMA60_MSFT,EMA100_MSFT,Short12_MSFT,Long26_MSFT,MACD_MSFT,SIGNAL9_MSFT,Ret5/10_MSFT,Ret10/30_MSFT,Ret30/60_MSFT,Ret30/100_MSFT,Emaret5/10_MSFT,Emaret10/30_MSFT,Emaret30/60_MSFT,Emaret30/100_MSFT,RetMACD_MSFT,DayRange_MSFT,average20r_MSFT,PRVHI_MSFT,HitLevel_MSFT,hitlevel_2_MSFT,hitlevel_1.8_MSFT
2011-02-14,27.20999908447266,27.27000045776367,26.95000076293945,27.22999954223633,21.55024337768555,56766200,-0.07339617527951678,0.7940338060513206,1.010938918220668,1.269676983329317,,27.64599990844727,27.77800006866455,28.13666667938232,,,27.51468938702718,27.72386321342854,28.13666667938232,,,27.77800118477489,28.03186807187501,-0.25386688710012,,0.9915551314823761,0.9915551314823761,-0.9915551314823761,0.0,0.9915551314823761,0.9915551314823761,0.9915551314823761,-0.9915551314823761,0.0,0.3799991607666016,0.5139997482299808,27.27000045776367,26.65499988555908,26.75999984741211,26.86499980926513
2011-02-15,27.04000091552734,27.32999992370605,26.95000076293945,26.95999908447266,21.46266555786133,44116500,-0.9915551314823761,0.5759002446178753,0.9572076954063182,1.233346174387075,,27.3819995880127,27.675,28.10266666412354,,,27.32979261950901,27.58497882634565,28.06075264100106,,,27.65215470780532,27.95247036910447,-0.3003156612991518,,-0.2225570301505155,-0.2225570301505155,0.2225570301505155,0.0,-0.2225570301505155,-0.2225570301505155,-0.2225570301505155,0.2225570301505155,0.0,0.4699993133544886,0.5169997215270996,27.32999992370605,26.13920101165771,26.24200096130371,26.3448009109497
2011-02-16,27.04999923706055,27.06999969482422,26.60000038146973,27.02000045776367,21.51043891906738,70817900,0.2225570301505155,0.763652842811973,0.9743778874681104,1.235446685657426,,27.19199981689453,27.5829999923706,28.0670000076294,,,27.2265285655939,27.48225548660347,27.99360733885671,,,27.55490020779891,27.88339852381996,-0.3284983160210544,,-0.7031777331239797,-0.7031777331239797,0.7031777331239797,0.0,-0.7031777331239797,-0.7031777331239797,-0.7031777331239797,0.7031777331239797,0.0,0.4600009918212891,0.5189997673034666,27.06999969482422,26.19260053634643,26.29600048065185,26.39940042495727
2011-02-17,26.96999931335449,27.3700008392334,26.90999984741211,27.20999908447266,21.66169357299805,57207300,0.7031777331239797,0.7313028974561399,0.989263862593752,1.252879616084887,,27.13399963378906,27.53899993896484,28.04066664377848,,,27.22101873855349,27.43275432257969,27.94305196760613,,,27.50183849651795,27.83351708386831,-0.331678587350364,,0.551266532808807,0.551266532808807,-0.551266532808807,0.0,0.551266532808807,0.551266532808807,0.551266532808807,-0.551266532808807,0.0,0.2199993133544993,0.5094997406005859,27.3700008392334,25.92820020675659,26.03200016021729,26.13580011367798
2011-02-18,27.1299991607666,27.20999908447266,26.98999977111816,27.05999946594238,21.54228210449219,68667800,-0.551266532808807,0.6597538457277531,0.972916372181304,1.235369168998514,,27.09599952697754,27.46799983978271,27.98199996948242,,,27.16734564768312,27.36498071228199,27.88608083846654,,,27.43386326104478,27.77621948254047,-0.3423562214956846,-0.246426112984154,1.736878501960165,1.736878501960165,-1.736878501960165,0.0,1.736878501960165,1.736878501960165,1.736878501960165,-1.736878501960165,1.736878501960165,0.5799999237060618,0.5099997520446781,27.20999908447266,26.24910140991211,26.35100135803223,26.45290130615235
2011-02-22,26.78000068664551,27.10000038146973,26.52000045776367,26.59000015258789,21.16812133789062,60889000,-1.736878501960165,0.9669001023740589,0.8424365040362443,1.233266574819016,,26.96799964904785,27.30699977874756,27.91499996185303,,,26.97489714931805,27.22407515597397,27.80246272970017,,,27.30403816743603,27.68835138402546,-0.3843132165894332,-0.2740035337052098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4300003051757777,0.5149997711181644,27.10000038146973,26.08799962997437,26.1899995803833,26.29199953079224
2011-02-23,26.53000068664551,26.86000061035156,26.43000030517578,26.59000015258789,21.16812133789062,60234100,0.0,0.9345319586860706,0.8143180901367706,1.228547986342689,,26.8939998626709,27.1379997253418,27.86066665649414,,,26.846598150408,27.10878879172195,27.72423933762841,,,27.1941861651517,27.6069920335486,-0.4128058683969016,-0.3017640006435481,-0.6769473642077397,-0.6769473642077397,0.6769473642077397,0.0,-0.6769473642077397,-0.6769473642077397,-0.6769473642077397,0.6769473642077397,-0.6769473642077397,0.5599994659423793,0.5184997558593754,26.86000061035156,25.96700088500977,26.0700008392334,26.17300079345704
2011-02-24,26.63999938964844,27.05999946594238,26.5,26.77000045776367,21.31141662597656,64494200,0.6769473642077397,1.013466617318857,0.886822989659442,1.202178592544642,,26.8439998626709,27.01799983978271,27.81599998474121,,,26.82106558619322,27.04719091282044,27.66267553892747,,,27.12892682555354,27.54499265756453,-0.4160658320109896,-0.3246243669170364,0.8218200109866436,0.8218200109866436,-0.8218200109866436,0.0,0.8218200109866436,0.8218200109866436,0.8218200109866436,-0.8218200109866436,0.8218200109866436,0.4500007629394496,0.4924998283386229,27.05999946594238,25.71930114746093,25.82300109863281,25.92670104980468
2011-02-25,26.90999984741211,26.95000076293945,26.5,26.54999923706055,21.13627243041992,53006300,-0.8218200109866436,0.9042085734756393,0.788904340808587,1.195794003579834,,26.71199989318848,26.92299976348877,27.74933331807454,,,26.73071013648234,26.95679242631864,27.59088997106509,,,27.03986104270847,27.4712894412309,-0.431428398522435,-0.3459851732381162,-0.1129969397649677,-0.1129969397649677,0.1129969397649677,0.0,-0.1129969397649677,-0.1129969397649677,-0.1129969397649677,0.1129969397649677,-0.1129969397649677,0.3500003814697195,0.4359998703002922,26.95000076293945,25.97649984359741,26.07499980926513,26.17349977493286
2011-02-28,26.69000053405762,26.86000061035156,26.51000022888184,26.57999992370605,21.16015434265137,51379900,0.1129969397649677,0.9404072007620963,0.7742257942506676,0.8771004168780157,,26.61599998474121,26.85599975585938,27.69566663106282,,,26.68047339889024,26.8882846985709,27.52567125833225,,,26.96911317824656,27.40526799548832,-0.4361548172417606,-0.3640191020388451,1.580135731751278,1.580135731751278,-1.580135731751278,0.0,1.580135731751278,1.580135731751278,1.580135731751278,-1.580135731751278,1.580135731751278,0.6300010681152415,0.4434999465942383,26.86000061035156,25.99080104827881,26.07800102233886,26.16520099639892
2011-03-01,26.60000038146973,26.78000068664551,26.14999961853027,26.15999984741211,20.82580184936523,60055000,-1.580135731751278,0.8836751280557393,0.8767464937142515,0.9278395946566853,,26.52999992370605,26.74899978637695,27.62433331807454,,,26.5069822150642,26.75586927108748,27.43756342536966,,,26.84463420427203,27.31302591044563,-0.4683917061736089,-0.3848936228657979,0.3058101076937593,0.3058101076937593,-0.3058101076937593,0.0,0.3058101076937593,0.3058101076937593,0.3058101076937593,-0.3058101076937593,0.3058101076937593,0.3299999237060582,0.4375000000000002,26.78000068664551,25.88430072784423,25.97300071716308,26.06170070648193
2011-03-02,26.11000061035156,26.3700008392334,26.04000091552734,26.07999992370605,20.76210784912109,48658200,-0.3058101076937593,0.8661921017699392,0.8514956204188775,0.8819976330648189,,26.42799987792969,26.66099987030029,27.53833332061767,,,26.36465478461148,26.63298393519994,27.34997868332684,,,26.72699816110803,27.22169065216863,-0.4946924910606008,-0.4068533965047584,-0.4601259186520194,-0.4601259186520194,0.4601259186520194,0.0,-0.4601259186520194,-0.4601259186520194,-0.4601259186520194,0.4601259186520194,-0.4601259186520194,0.2199993133544886,0.4369998931884768,26.3700008392334,25.81750068664551,25.90500068664551,25.99250068664551
2011-03-03,26.26000022888184,26.39999961853027,26.18000030517578,26.20000076293945,20.85763740539551,68271500,0.4601259186520194,0.802944722867494,0.8716395573479785,0.8998776992294701,,26.31399993896484,26.57899990081787,27.46266670227051,,,26.30977011072081,26.55425972206167,27.27578655943088,,,26.64592163831286,27.14600991963313,-0.5000882813202701,-0.4255003734678608,0.9541984454963497,0.9541984454963497,-0.9541984454963497,0.0,0.9541984454963497,0.9541984454963497,0.9541984454963497,-0.9541984454963497,0.9541984454963497,0.4400005340576101,0.4374999999999998,26.39999961853027,25.40860107421875,25.49600105285645,25.58340103149414
2011-03-04,26.21999931335449,26.23999977111816,25.79999923706055,25.95000076293945,20.65862083435059,70437200,-0.9541984454963497,0.8211958301556233,0.8144922357528794,0.896535818760631,,26.19400024414062,26.45300006866455,27.38266671498616,,,26.18984699479369,26.44439445676672,27.19025199191531,,,26.53885688825541,27.05741664876694,-0.518559760511522,-0.4441122508765931,0.8863254058683421,0.8863254058683421,-0.8863254058683421,0.0,0.8863254058683421,0.8863254058683421,0.8863254058683421,-0.8863254058683421,0.8863254058683421,0.7200012207031179,0.4570000648498532,26.23999977111816,25.43749961853027,25.52499961853027,25.61249961853027
2011-03-07,26.1299991607666,26.27000045776367,25.54999923706055,25.71999931335449,20.47551727294922,64980400,-0.8863254058683421,0.7688191732509052,0.8250300969317743,0.8872027322159464,,26.02200012207031,26.31900005340576,27.30600001017253,,,26.03323110098062,26.31268624887358,27.09539698039526,,,26.41287879980912,26.95834869799564,-0.5454698981865249,-0.4643837803385795,-0.7387268239893287,-0.7387268239893287,0.7387268239893287,0.0,-0.7387268239893287,-0.7387268239893287,-0.7387268239893287,0.7387268239893287,-0.7387268239893287,0.3700008392333984,0.4480001449584955,26.27000045776367,25.23459962844848,25.32599964141846,25.41739965438843
2011-03-08,25.77000045776367,26.02000045776367,25.64999961853027,25.90999984741211,20.62677192687988,50549800,0.7387268239893287,0.7693302721924894,0.7842309212262101,0.8097122682594606,,25.97200012207031,26.25100002288819,27.22366669972738,,,25.99215401645779,26.23947053951695,27.01891974600925,,,26.33551280713266,26.88069322758205,-0.5451804204493946,-0.4805431083607425,0.07719204122521818,0.07719204122521818,-0.07719204122521818,0.0,0.07719204122521818,0.07719204122521818,0.07719204122521818,-0.07719204122521818,0.07719204122521818,0.3199996948242223,0.4495000839233397,26.02000045776367,25.28440013885498,25.37400016784668,25.46360019683838
2011-03-09,25.80999946594238,25.97999954223633,25.65999984741211,25.88999938964844,20.6108512878418,39789100,-0.07719204122521818,0.7674806749244211,0.7818078406886723,0.797142203952287,,25.93400001525879,26.18099994659424,27.13833332061768,,,25.95810247418801,26.17593033044995,26.94608617463114,,,26.26697228136585,26.80730849884623,-0.5403362174803767,-0.4925017301846694,1.853995958100521,1.853995958100521,-1.853995958100521,0.0,1.853995958100521,1.853995958100521,1.853995958100521,-1.853995958100521,1.853995958100521,0.3599987030029297,0.4499999999999996,25.97999954223633,25.03110027313232,25.12100028991699,25.21090030670166
2011-03-10,25.6200008392334,25.70999908447266,25.35000038146973,25.40999984741211,20.22872924804688,66549500,-1.853995958100521,0.9804647760628195,0.8501521080535555,0.8465776734880681,,25.77599983215332,26.04499988555908,27.0259999593099,,,25.77540159859604,26.03667024262489,26.84698383093959,,,26.13513036844989,26.70380415429555,-0.568673785845661,-0.5077361413168677,-1.062575597737244,-1.062575597737244,1.062575597737244,0.0,-1.062575597737244,-1.062575597737244,-1.062575597737244,1.062575597737244,-1.062575597737244,0.4899997711181712,0.4420000076293942,25.70999908447266,24.98999954223633,25.07999954223633,25.16999954223633
2011-03-11,25.40999984741211,25.85000038146973,25.36000061035156,25.68000030517578,20.44367599487305,49905800,1.062575597737244,1.193427796074535,0.9747354433143633,0.8631117274437169,,25.72199974060059,25.95799999237061,26.91966660817464,,,25.74360116745596,25.97182116308868,26.77169457121289,,,26.06511035871542,26.62796683213853,-0.5628564734231176,-0.5187602077381177,-0.03894170079049396,-0.03894170079049396,0.03894170079049396,0.0,-0.03894170079049396,-0.03894170079049396,-0.03894170079049396,0.03894170079049396,-0.03894170079049396,0.4099998474121094,0.4255000114440916,25.85000038146973,24.73759906768799,24.82599906921387,24.91439907073975
2011-03-14,25.48999977111816,25.76000022888184,25.35000038146973,25.69000053405762,20.45163154602051,54473400,0.03894170079049396,1.131139485605584,0.971285189710311,0.8561145159777885,,25.71599998474121,25.86900005340576,26.8509999593099,,,25.72573428965651,25.9205810487194,26.70190785913836,,,26.00740115492191,26.5584878470955,-0.5510866921735946,-0.5252255046252131,1.167773990551163,1.167773990551163,-1.167773990551163,0.0,1.167773990551163,1.167773990551163,1.167773990551163,-1.167773990551163,1.167773990551163,0.4699993133544886,0.4329999923706051,25.76000022888184,24.91390035629273,24.99900035858155,25.08410036087037
2011-03-15,25.07999992370605,25.46999931335449,25.0,25.38999938964844,20.21281051635742,76067300,-1.167773990551163,1.133532312602589,0.9199819210526136,0.8762235834061047,,25.61199989318848,25.79200000762939,26.77299995422363,,,25.61382265632049,25.82411165616104,26.61726860304224,,,25.91241626795676,26.47193314654387,-0.559516878587111,-0.5320837794175928,2.363129139600222,2.363129139600222,-2.363129139600222,0.0,2.363129139600222,2.363129139600222,2.363129139600222,-2.363129139600222,2.363129139600222,0.6000003814697301,0.4440000534057615,25.46999931335449,24.80740024566651,24.89400024414063,24.98060024261475
2011-03-16,25.21999931335449,25.28000068664551,24.68000030517578,24.79000091552734,19.73515129089355,100725400,-2.363129139600222,1.400579155362839,1.129069112174966,0.9772906458946247,,25.39200019836426,25.66300010681152,26.66633332570394,,,25.33921540938944,25.63609152150037,26.49938036513805,,,25.73973698296762,26.34734557387598,-0.6076085909083595,-0.5471887417157462,0.04033976810208643,0.04033976810208643,-0.04033976810208643,0.0,0.04033976810208643,0.04033976810208643,0.04033976810208643,-0.04033976810208643,0.04033976810208643,0.4699993133544886,0.4440000534057615,25.28000068664551,24.49319919586181,24.58199920654297,24.67079921722412
2011-03-17,25.05999946594238,25.21999931335449,24.75,24.78000068664551,19.7271900177002,62497000,-0.04033976810208643,1.309616085891682,1.092263093882112,0.9700173463257976,,25.26600036621094,25.52100009918213,26.56099999745686,,,25.15281050180813,25.48043864243585,26.38845264394498,,,25.59208524507191,26.23124595259965,-0.6391607075277363,-0.5655831348781442,-0.08070439814723945,-0.08070439814723945,0.08070439814723945,0.0,-0.08070439814723945,-0.08070439814723945,-0.08070439814723945,0.08070439814723945,-0.08070439814723945,0.3800010681152308,0.4400000572204587,25.21999931335449,24.30320056915284,24.39200057983399,24.48080059051514
2011-03-18,25.05999946594238,25.18000030517578,24.79999923706055,24.79999923706055,19.74310684204102,85486700,0.08070439814723945,1.069465787584792,1.098747686547138,0.9414013433670375,,25.09000015258789,25.40599994659424,26.46599998474121,,,25.03520674689227,25.35672238691306,26.2859717789847,,,25.47022585922401,26.12522767737453,-0.6550018181505202,-0.5834668715326194,-2.137099608670471,-2.137099608670471,2.137099608670471,0.0,-2.137099608670471,-2.137099608670471,-2.137099608670471,2.137099608670471,-2.137099608670471,0.4300003051757812,0.4505001068115227,25.18000030517578,24.25199918746948,24.33999919891357,24.42799921035766
2011-03-21,25.18000030517578,25.57999992370605,25.14999961853027,25.32999992370605,20.16504287719727,46878100,2.137099608670471,1.670108626034218,1.351309932406976,1.105133488850246,,25.01800003051758,25.36700000762939,26.38466663360596,,,25.13347113916354,25.35186375723906,26.22429617541833,,,25.44865263837509,26.06632191784353,-0.6176692794684371,-0.590307353119783,0.1184393475557156,0.1184393475557156,-0.1184393475557156,0.0,0.1184393475557156,0.1184393475557156,0.1184393475557156,-0.1184393475557156,0.1184393475557156,0.2299995422363281,0.4330000877380361,25.57999992370605,24.18890007019043,24.27900009155274,24.36910011291504
