Date_CDW,Open_CDW,High_CDW,Low_CDW,Close_CDW,Adj Close_CDW,Volume_CDW,Daily Return(%)_CDW,Vol5_CDW,Vol10_CDW,Vol20_CDW,Vol60_CDW,SMA5_CDW,SMA10_CDW,SMA30_CDW,SMA60_CDW,SMA100_CDW,EMA5_CDW,EMA10_CDW,EMA30_CDW,EMA60_CDW,EMA100_CDW,Short12_CDW,Long26_CDW,MACD_CDW,SIGNAL9_CDW,Unnamed: 26,Ret5/10_CDW,Ret10/30_CDW,Ret30/60_CDW,Ret30/100_CDW,Emaret5/10_CDW,Emaret10/30_CDW,Emaret30/60_CDW,Emaret30/100_CDW,RetMACD_CDW,DayRange_CDW,average20r_CDW,PRVHI_CDW,HitLevel_CDW,hitlevel_2_CDW,hitlevel_1.8_CDW
2013-06-27,17.63999938964844,18.75,17.3799991607666,18.3700008392334,16.92408752441406,8285800,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,,-0.2400016784667969,,,2.2,2.0,1.8
2013-06-28,18.39999961853027,19.17000007629395,18.3799991607666,18.6200008392334,17.15440368652344,717400,1.360914472393855,,,,,,,,,,,,,,,,,,,,0.3190192366361882,0.01497434742543093,0.01132981820205962,-0.3045843916590937,-0.1350014207266646,0.3441827147019812,0.1089501035703637,0.2119486982839482,3.603420805860867,0.0,,,,,
2013-07-01,18.64999961853027,18.89999961853027,18.34000015258789,18.34000015258789,16.89643859863281,394200,-1.503763018396489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9599990844726491,,,,,
2013-07-02,18.34000015258789,19.63999938964844,18.26000022888184,19.21999931335449,17.7071704864502,223800,4.798250564040615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4099998474121023,,,,,
2013-07-03,18.98999977111816,19.20999908447266,18.67000007629395,19.07999992370605,17.57819366455078,103700,-0.7284047588449327,,,,,18.72600021362305,,,,,18.72600021362305,,,,,,,,,,,,,,,,,,,-0.6700000762939382,,,,,
2013-07-05,18.79999923706055,19.36000061035156,18.54999923706055,19.21999931335449,17.7071704864502,111800,0.7337494245715089,2.442388670579815,,,,18.89599990844727,,,,,18.89066658020019,,,,,,,,,,,,,,,,,,,-0.3699989318847727,,,,,
2013-07-08,19.04999923706055,19.47999954223633,18.86000061035156,19.22999954223633,17.71638679504395,110500,0.05203032902761167,2.455055195854749,,,,19.01799964904785,,,,,19.00377756754557,,,,,,,,,,,,,,,,,,,-0.4400005340576207,,,,,
2013-07-09,19.1299991607666,19.92000007629395,19.05999946594238,19.5,17.96513748168945,206400,1.404058576135925,2.134802609881175,,,,19.24999961853027,,,,,19.16918504503038,,,,,,,,,,,,,,,,,,,-0.05000114440917969,,,,,
2013-07-10,19.46999931335449,19.95000076293945,19.04999923706055,19.10000038146973,17.59661483764648,334900,-2.051280095027025,1.33988950990122,,,,19.22599983215332,,,,,19.14612349051017,,,,,,,,,,,,,,,,,,,-0.5300006866455007,,,,,
2013-07-11,19.04999923706055,19.64999961853027,19.04999923706055,19.57999992370605,18.03883361816406,108800,2.513086558375165,1.70510893455679,,,,19.32599983215332,19.02600002288818,,,,19.29074896824213,19.02600002288818,,,,,,,,,-0.3575061036617322,0.0,0.0,0.3575061036617322,-0.3575061036617322,-0.3575061036617322,0.0,0.0,0.0,-0.3000011444091797,,,,,
