Date_SWKS,Open_SWKS,High_SWKS,Low_SWKS,Close_SWKS,Adj Close_SWKS,Volume_SWKS,Daily Return(%)_SWKS,Vol5_SWKS,Vol10_SWKS,Vol20_SWKS,Vol60_SWKS,SMA5_SWKS,SMA10_SWKS,SMA30_SWKS,SMA60_SWKS,SMA100_SWKS,EMA5_SWKS,EMA10_SWKS,EMA30_SWKS,EMA60_SWKS,EMA100_SWKS,Short12_SWKS,Long26_SWKS,MACD_SWKS,SIGNAL9_SWKS,Ret5/10_SWKS,Ret10/30_SWKS,Ret30/60_SWKS,Ret30/100_SWKS,Emaret5/10_SWKS,Emaret10/30_SWKS,Emaret30/60_SWKS,Emaret30/100_SWKS,RetMACD_SWKS,DayRange_SWKS,average20r_SWKS,PRVHI_SWKS,HitLevel_SWKS,hitlevel_2_SWKS,hitlevel_1.8_SWKS
2011-01-03,29.13999938964844,30.13999938964844,29.04000091552734,29.55999946594238,26.72017669677734,3791000,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.7700004577636719,,,2.2,2.0,1.8
2011-01-04,29.79999923706055,29.93000030517578,29.15999984741211,29.6299991607666,26.783447265625,3528500,0.2368054671478347,,,,,,,,,,,,,,,,,,,-0.2310872471323592,0.3044444668134682,-0.06181693526791898,0.178971830880656,0.1358235606050345,-0.1651615058015042,0.1119865163274487,0.2313441437792643,-0.4247352266698499,0.8299999237060582,,,,,
2011-01-05,29.78000068664551,30.26000022888184,29.43000030517578,30.20000076293945,27.29869079589844,3566300,1.923731415178686,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8700008392333984,,,,,
2011-01-06,30.42000007629395,30.92000007629395,30.04999923706055,30.14999961853027,27.25349235534668,4088200,-0.1655666991589604,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.079999923706051,,,,,
2011-01-07,30.28000068664551,30.43000030517578,29.35000038146973,30.23999977111816,27.33484840393066,3367200,0.2985079725592311,,,,,29.95599975585937,,,,,29.95599975585937,,,,,,,,,,,,,,,,,,2.220001220703118,,,,,
2011-01-10,29.97999954223633,31.95000076293945,29.72999954223633,31.70000076293945,28.65458679199219,6446200,4.828045644417357,2.063985418186246,,,,30.38400001525879,,,,,30.53733342488607,,,,,,,,,,,,,,,,,,1.129999160766598,,,,,
2011-01-11,31.85000038146973,32.18999862670898,31.05999946594238,31.61000061035156,28.57323265075684,3673400,-0.28391214644105,2.150218842831942,,,,30.78000030517578,,,,,30.89488915337456,,,,,,,,,,,,,,,,,,0.6300010681152379,,,,,
2011-01-12,31.97999954223633,32.2400016784668,31.61000061035156,31.8799991607666,28.81729316711426,3081100,0.8541554735896595,2.128252226682925,,,,31.11599998474121,,,,,31.22325915583858,,,,,,,,,,,,,,,,,,0.6800022125244176,,,,,
2011-01-13,31.81999969482422,32.08000183105469,31.39999961853027,31.79999923706055,28.74498176574707,2838000,-0.2509407961481496,2.141309230383269,,,,31.44599990844727,,,,,31.41550584957923,,,,,,,,,,,,,,,,,,1.020000457763668,,,,,
2011-01-14,31.84000015258789,32.56999969482422,31.54999923706055,32.5099983215332,29.38676643371582,3469600,2.232701577065452,2.137470068218132,,,,31.89999961853027,30.92799968719482,,,,31.78033667356389,30.92799968719482,,,,,,,,0.7689941953470077,0.7689941953470077,0.0,0.0,-0.7689941953470077,0.7689941953470077,0.7689941953470077,0.0,0.0,0.7100028991699148,,,,,
