Date_ADSK,Open_ADSK,High_ADSK,Low_ADSK,Close_ADSK,Adj Close_ADSK,Volume_ADSK,Daily Return(%)_ADSK,Vol5_ADSK,Vol10_ADSK,Vol20_ADSK,Vol60_ADSK,SMA5_ADSK,SMA10_ADSK,SMA30_ADSK,SMA60_ADSK,SMA100_ADSK,EMA5_ADSK,EMA10_ADSK,EMA30_ADSK,EMA60_ADSK,EMA100_ADSK,Short12_ADSK,Long26_ADSK,MACD_ADSK,SIGNAL9_ADSK,Ret5/10_ADSK,Ret10/30_ADSK,Ret30/60_ADSK,Ret30/100_ADSK,Emaret5/10_ADSK,Emaret10/30_ADSK,Emaret30/60_ADSK,Emaret30/100_ADSK,RetMACD_ADSK,DayRange_ADSK,average20r_ADSK,PRVHI_ADSK,HitLevel_ADSK,hitlevel_2_ADSK,hitlevel_1.8_ADSK
2011-01-24,41.47000122070312,41.65000152587891,40.63000106811523,41.04999923706055,41.04999923706055,2282800,-1.084339187805911,1.127415760338721,0.9630090426620249,,,41.47600021362305,41.20999984741211,,,,41.28501001887869,41.09919409222237,,,,40.97061655290245,,,,-1.753952300578449,-1.753952300578449,0.0,0.0,1.753952300578449,-1.753952300578449,-1.753952300578449,0.0,0.0,1.30000305175782,,,,,
2011-01-25,40.79999923706055,40.81000137329102,39.5099983215332,40.33000183105469,40.33000183105469,2529400,-1.753952300578449,0.8581257911304525,1.117753023356167,,,41.13600082397461,41.1560001373291,,,,40.96667395627069,40.95934095382824,,,,40.87206044184895,,,,-1.363747116512731,1.363747116512731,0.0,0.0,-1.363747116512731,1.363747116512731,1.363747116512731,0.0,0.0,1.080001831054688,,,,,
2011-01-26,40.40999984741211,41.34000015258789,40.2599983215332,40.88000106811523,40.88000106811523,2685700,1.363747116512731,1.234109063072192,1.212434732239058,,,41.01400070190429,41.16400032043457,,,,40.9377829935522,40.94491552006223,,,,40.87328207665915,,,,0.2690817208352558,-0.2690817208352558,0.0,0.0,0.2690817208352558,0.2690817208352558,-0.2690817208352558,0.0,0.0,1.220001220703125,,,,,
2011-01-27,40.88999938964844,40.9900016784668,39.77000045776367,40.77000045776367,40.77000045776367,2787100,-0.2690817208352558,1.231494734533704,1.193894113879108,,,40.90600051879883,41.18800048828125,,,,40.88185548162269,40.91311278146249,,,,40.85739259682908,,,,1.96222523443267,-1.96222523443267,0.0,0.0,1.96222523443267,1.96222523443267,-1.96222523443267,0.0,0.0,2.029998779296875,,,,,
2011-01-28,40.84000015258789,41.38999938964844,39.36000061035156,39.97000122070312,39.97000122070312,2590200,-1.96222523443267,1.349815948201126,1.25477696819554,,,40.60000076293945,41.07700042724609,,,,40.57790406131618,40.74163795223351,,,,40.72087084665586,,,,-1.776329904400673,1.776329904400673,0.0,0.0,-1.776329904400673,-1.776329904400673,1.776329904400673,0.0,0.0,0.8699989318847727,,,,,
2011-01-31,39.9900016784668,40.75,39.88000106811523,40.68000030517578,40.68000030517578,2263800,1.776329904400673,1.722742656409546,1.372596218866986,,,40.5260009765625,41.00100059509278,,,,40.61193614260272,40.73043110731392,,,,40.71458307104353,,,,-3.638150273189712,3.638150273189712,0.0,0.0,-3.638150273189712,-3.638150273189712,3.638150273189712,0.0,0.0,1.380001068115234,1.130000305175785,40.75,,,
2011-02-01,41.0,42.29999923706055,40.91999816894531,42.15999984741211,42.15999984741211,3049100,3.638150273189712,2.123624700068532,1.778150148017849,2.118965092640358,,40.89200057983398,41.01400070190429,,,,41.12795737753918,40.99035269642268,,,,40.93695488279255,,,,-2.964895646404345,2.964895646404345,0.0,0.0,-2.964895646404345,2.964895646404345,2.964895646404345,0.0,0.0,1.729999542236314,1.152500343322756,42.29999923706055,38.26399932861327,38.48999938964843,38.71599945068359
2011-02-02,41.97000122070312,43.54000091552734,41.81000137329102,43.40999984741211,43.40999984741211,3536800,2.964895646404345,2.320833590213675,1.926651848622975,2.124082439286779,,41.39800033569336,41.20600051879883,,,,41.88863820083016,41.43028854205712,,,,41.31742333888787,,,,0.7832300248399097,0.7832300248399097,0.0,0.0,-0.7832300248399097,0.7832300248399097,0.7832300248399097,0.0,0.0,0.9700012207031321,1.102500343322757,43.54000091552734,39.76449848175048,39.99499855041503,40.22549861907959
2011-02-03,43.16999816894531,43.81000137329102,42.84000015258789,43.75,43.75,3331200,0.7832300248399097,2.195266070300469,1.901491784092216,1.498247165875253,,41.99400024414062,41.45000038146973,,,,42.50909213388677,41.85205426168309,,,,41.6916659021359,,,,-0.1371459960937662,-0.1371459960937662,0.0,0.0,0.1371459960937662,-0.1371459960937662,-0.1371459960937662,0.0,0.0,0.7799987792968821,1.117500305175784,43.81000137329102,41.11450016021727,41.33500022888182,41.55550029754637
2011-02-04,43.79999923706055,44.36999893188477,43.59000015258789,43.68999862670898,43.68999862670898,2628100,-0.1371459960937662,1.542932655611849,1.915411343433426,1.500502559847797,,42.73799972534179,41.66900024414063,,,,42.90272763149418,42.18622596441507,,,,41.99910170591637,,,,-0.3891008795806657,-0.3891008795806657,0.0,0.0,0.3891008795806657,-0.3891008795806657,-0.3891008795806657,0.0,0.0,0.5699996948242045,1.091000175476076,44.36999893188477,41.3515007019043,41.57500076293945,41.79850082397461
2011-02-07,43.61999893188477,43.88000106811523,43.31000137329102,43.52000045776367,43.52000045776367,1841500,-0.3891008795806657,1.830191358169848,1.862101524693285,1.467879460823853,,43.30599975585938,41.91600036621094,,,,43.10848524025068,42.42873041775118,,,,42.2330861292775,,,,-1.355698865767449,-1.355698865767449,0.0,0.0,1.355698865767449,-1.355698865767449,-1.355698865767449,0.0,0.0,1.090000152587891,1.083500289916994,43.88000106811523,41.96979854583741,42.18799858093262,42.40619861602784
2011-02-08,43.40999984741211,43.40999984741211,42.31999969482422,42.93000030517578,42.93000030517578,2440600,-1.355698865767449,1.636738975308591,1.809647672099113,1.516080768410842,,43.45999984741211,42.17600021362305,,,,43.04899026189238,42.51987039728292,,,,42.34030369480031,41.35576923076923,0.9845344640310785,,-1.607264434670399,-1.607264434670399,0.0,0.0,1.607264434670399,-1.607264434670399,-1.607264434670399,0.0,0.0,0.8600006103515554,1.089500427246094,43.40999984741211,41.49630043029784,41.71300048828124,41.92970054626464
2011-02-09,42.68000030517578,42.88999938964844,42.02999877929688,42.2400016784668,42.2400016784668,1596100,-1.607264434670399,0.9670070387966705,1.918474598651533,1.570459238455894,,43.22600021362305,42.3120002746582,,,,42.77932740075052,42.46898517567999,,,,42.32487261536439,41.42126793059868,0.9036046847657104,,1.207382342016315,1.207382342016315,0.0,0.0,-1.207382342016315,1.207382342016315,1.207382342016315,0.0,0.0,1.039997100830085,1.063000297546387,42.88999938964844,41.0130989074707,41.23099899291992,41.44889907836914
2011-02-10,42.0,42.86999893188477,41.83000183105469,42.75,42.75,2429400,1.207382342016315,1.118911453518138,1.922840825069416,1.573017336380975,,43.02600021362305,42.51000022888184,,,,42.76955160050035,42.52007878010181,,,,42.39027682838525,41.51969252833211,0.8705843000531459,,-0.1403540895696438,-0.1403540895696438,0.0,0.0,0.1403540895696438,-0.1403540895696438,-0.1403540895696438,0.0,0.0,0.5400009155273438,1.044500350952149,42.86999893188477,40.55139873504638,40.76399879455566,40.97659885406494
2011-02-11,42.61999893188477,42.86000061035156,42.31999969482422,42.68999862670898,42.68999862670898,1691200,-0.1403540895696438,1.118683537054029,1.742319897370673,1.554516291839705,,42.82600021362305,42.78199996948242,,,,42.74303394256989,42.55097329766674,,,,42.43638787428121,41.60638186895262,0.8300060053285918,,-0.819860588850219,-0.819860588850219,0.0,0.0,0.819860588850219,-0.819860588850219,-0.819860588850219,0.0,0.0,0.799999237060554,1.043500328063966,42.86000061035156,40.57209815979004,40.78099822998048,40.98989830017091
2011-02-14,42.54999923706055,43.09000015258789,42.29000091552734,42.34000015258789,42.34000015258789,2531000,-0.819860588850219,1.128688615695634,1.753212780206726,1.562144593719137,,42.59000015258789,42.94799995422363,41.50900001525879,,,42.60868934590923,42.51261454401604,41.50900001525879,,,42.4215589940207,41.66072396403671,0.760835029983987,,-0.8738756035695427,0.8738756035695427,0.8738756035695427,0.0,-0.8738756035695427,0.8738756035695427,0.8738756035695427,0.8738756035695427,0.0,0.770000457763679,1.036500358581544,43.09000015258789,40.56429988861084,40.77299995422363,40.98170001983642
2011-02-15,42.16999816894531,42.77999877929688,42.0099983215332,42.70999908447266,42.70999908447266,1369400,0.8738756035695427,1.167188727685681,1.362936172369702,1.542690132563562,,42.54599990844726,43.00299987792969,41.62366663614909,,,42.64245925876371,42.54850264228088,41.58648382617582,,,42.46593439255177,41.73844804703197,0.7274863455198002,,-2.64575296730934,2.64575296730934,2.64575296730934,0.0,-2.64575296730934,2.64575296730934,2.64575296730934,2.64575296730934,0.0,1.709999084472649,1.08250026702881,42.77999877929688,40.8096993637085,41.0169994354248,41.22429950714111
2011-02-16,42.77999877929688,44.43999862670898,42.72999954223633,43.84000015258789,43.84000015258789,3075900,2.64575296730934,1.329996178147728,1.291237700893078,1.607148230992135,,42.86599960327148,43.04599990844726,41.80066668192546,,,43.04163955670511,42.78332037142761,41.73187197626692,,,42.67732912486502,41.89411857336944,0.7832105514955785,,0.4105846362894134,-0.4105846362894134,-0.4105846362894134,0.0,0.4105846362894134,-0.4105846362894134,-0.4105846362894134,-0.4105846362894134,0.0,1.090000152587891,1.084000205993653,44.43999862670898,40.3984981918335,40.61499824523926,40.83149829864502
2011-02-17,43.72999954223633,43.86000061035156,42.77000045776367,43.65999984741211,43.65999984741211,2464000,-0.4105846362894134,1.387499936871331,1.276781887214889,1.606606794723041,,43.04799957275391,43.03699989318848,41.88133328755696,,,43.24775965360745,42.94271663978842,41.85626732279242,,,42.82850923602611,42.0249245936689,0.8035846423572082,,-0.5955069226794949,-0.5955069226794949,-0.5955069226794949,0.0,0.5955069226794949,-0.5955069226794949,-0.5955069226794949,-0.5955069226794949,0.0,0.9399986267089773,1.089500045776368,43.86000061035156,42.05519817352294,42.27199821472167,42.4887982559204
2011-02-18,43.68000030517578,44.25,43.31000137329102,43.40000152587891,43.40000152587891,2041200,-0.5955069226794949,1.447872490328521,1.289882234685277,1.617996621846748,,43.19000015258789,43.00800018310547,41.95266672770182,,,43.2985069443646,43.02585934635033,41.95586307783027,,,42.91643112677269,42.12678214420297,0.789648982569723,0.8281661117894248,-2.995398631455462,-2.995398631455462,-2.995398631455462,0.0,2.995398631455462,-2.995398631455462,-2.995398631455462,-2.995398631455462,2.995398631455462,1.259998321533203,1.101499938964844,44.25,41.46310050964355,41.68100051879883,41.8989005279541
2011-02-22,42.68000030517578,43.0099983215332,41.75,42.09999847412109,42.09999847412109,2601700,-2.995398631455462,2.074418617968862,1.591911795939791,1.751059211320631,,43.14199981689453,42.86599998474121,41.99733339945475,,,42.8990041209501,42.85752100594501,41.96516213565548,,,42.79082610328783,42.12479816864135,0.6660279346464861,0.795738476360837,-5.9619914786365,-5.9619914786365,-5.9619914786365,0.0,5.9619914786365,-5.9619914786365,-5.9619914786365,-5.9619914786365,5.9619914786365,2.529998779296868,1.162999725341796,43.0099983215332,41.82670013427735,42.04700012207032,42.26730010986328
2011-02-23,42.09999847412109,42.09999847412109,39.56999969482422,39.59000015258789,39.59000015258789,5509400,-5.9619914786365,3.214465028768946,2.390894981380352,2.188811950198222,,42.51800003051758,42.53199996948242,41.95466677347819,,,41.7960027981627,42.26342630533462,41.81192587868338,,,42.29839134164169,41.93703535263739,0.3613559890043021,0.7088619788895302,-2.121748293383075,2.121748293383075,2.121748293383075,0.0,-2.121748293383075,-2.121748293383075,2.121748293383075,2.121748293383075,-2.121748293383075,1.340000152587884,1.175999641418456,42.09999847412109,40.45139892578125,40.68399887084961,40.91659881591797
2011-02-24,39.90000152587891,41.04000091552734,39.70000076293945,40.43000030517578,40.43000030517578,3937100,2.121748293383075,3.051402257348487,2.534113438027768,2.221258121569875,,41.83600006103516,42.35099983215332,41.9423334757487,,,41.34066863383373,41.93007612348755,41.72276939006998,,,42.01094656680078,41.82540312689949,0.1855434399012879,0.6041982710918817,-5.738312335672221,5.738312335672221,5.738312335672221,0.0,-5.738312335672221,-5.738312335672221,5.738312335672221,5.738312335672221,-5.738312335672221,2.510002136230455,1.240499687194822,41.04000091552734,39.51279926300048,39.74799919128417,39.98319911956786
2011-02-25,42.0,43.63000106811523,41.11999893188477,42.75,42.75,4944700,5.738312335672221,4.52021263636655,3.178150281660661,2.566764567124229,,41.65400009155273,42.35099983215332,42.0163335164388,,,41.81044575588916,42.07915319194436,41.78904233264612,,,42.12464709498528,41.89389178416619,0.2307553108190845,0.5295096790373223,1.637428685238487,-1.637428685238487,-1.637428685238487,0.0,1.637428685238487,1.637428685238487,-1.637428685238487,-1.637428685238487,1.637428685238487,1.129997253417976,1.195499610900878,43.63000106811523,38.31090160369872,38.55900154113769,38.80710147857666
2011-02-28,42.61999893188477,42.7599983215332,41.63000106811523,42.04999923706055,42.04999923706055,3268900,-1.637428685238487,4.558870251731825,3.222828884565439,2.5528965315894,,41.38399963378906,42.28699989318848,42.04866676330566,,,41.89029691627962,42.07385247287457,41.80587826196319,,,42.1131628091507,41.9054552991954,0.2077075099552985,0.4651492452209176,1.997622277832418,-1.997622277832418,-1.997622277832418,0.0,1.997622277832418,1.997622277832418,-1.997622277832418,-1.997622277832418,1.997622277832418,1.189998626708991,1.211499595642088,42.7599983215332,40.9999019241333,41.23900184631347,41.47810176849364
2011-03-01,42.13000106811523,42.27999877929688,41.09000015258789,41.20999908447266,41.20999908447266,2799900,-1.997622277832418,4.445324312526973,3.273021303091065,2.576229894198164,,41.20599975585937,42.17399978637695,42.04100011189779,,,41.66353097234398,41.91678822043786,41.76743444406057,,,41.97421454381562,41.85394002403076,0.1202745197848643,0.3961743001337069,2.086873645856528,-2.086873645856528,-2.086873645856528,0.0,2.086873645856528,2.086873645856528,-2.086873645856528,-2.086873645856528,2.086873645856528,1.11000061035157,1.197999572753905,42.27999877929688,40.09469921112061,40.33699913024903,40.57929904937745
2011-03-02,41.09000015258789,41.36999893188477,40.2599983215332,40.34999847412109,40.34999847412109,4221500,-2.086873645856528,3.447550878232005,3.296713981469622,2.478164096850012,,41.35799942016602,41.9379997253418,41.98500010172526,,,41.22568680626969,41.63191735747117,41.675986962129,,,41.724335148478,41.74253694625967,-0.0182017977816713,0.3132990805506313,-2.032217412226525,-2.032217412226525,2.032217412226525,0.0,-2.032217412226525,-2.032217412226525,-2.032217412226525,2.032217412226525,-2.032217412226525,1.220001220703118,1.172499656677245,41.36999893188477,39.64439971923829,39.88399963378907,40.12359954833985
2011-03-03,40.79000091552734,41.93000030517578,40.70999908447266,41.16999816894531,41.16999816894531,1989800,2.032217412226525,3.43676768734466,3.236451951085159,2.423851566629965,,41.50599899291992,41.67099952697754,41.97433331807454,,,41.20712392716156,41.54793205046647,41.64334252385908,,,41.6390525362422,41.70012666645861,-0.0610741302164115,0.2384244383972227,1.117316261674328,1.117316261674328,-1.117316261674328,0.0,1.117316261674328,1.117316261674328,1.117316261674328,-1.117316261674328,1.117316261674328,0.8899993896484233,1.16849956512451,41.93000030517578,38.79049968719483,39.02499961853028,39.25949954986573
2011-03-04,41.15999984741211,41.34999847412109,40.45999908447266,40.70999908447266,40.70999908447266,2012700,-1.117316261674328,1.71635641776332,3.240072403584033,2.419014769460269,,41.09799880981446,41.37599945068359,41.9543332417806,,,41.04141564626526,41.39558060210395,41.58312681809222,,,41.49612123596996,41.6267838826078,-0.1306626466378376,0.1646070213902107,1.473835636488501,1.473835636488501,-1.473835636488501,0.0,1.473835636488501,1.473835636488501,1.473835636488501,-1.473835636488501,1.473835636488501,1.569999694824219,1.207999610900877,41.34999847412109,39.35930126190186,39.59300117492676,39.82670108795166
2011-03-07,41.0,41.29000091552734,39.72000122070312,40.11000061035156,40.11000061035156,2650800,-1.473835636488501,1.70174483306094,3.250320270871669,2.431790057870255,,40.70999908447266,41.04699935913086,41.90799992879231,,,40.73094396762737,41.16183878542169,41.48808641759283,,,41.28287190895174,41.51442956614437,-0.2315576571926314,0.08537408567364227,-1.42109121453644,-1.42109121453644,1.42109121453644,0.0,-1.42109121453644,-1.42109121453644,-1.42109121453644,1.42109121453644,-1.42109121453644,0.9599990844726491,1.227499580383299,41.29000091552734,38.69239933013916,38.93399925231933,39.17559917449951
2011-03-08,40.20999908447266,40.93999862670898,39.97999954223633,40.68000030517578,40.68000030517578,2420900,1.42109121453644,1.845606287298459,3.209273451479521,2.465609320369037,,40.60399932861328,40.90499954223633,41.89566663106282,,,40.71396274681018,41.07423178901334,41.43595182969496,,,41.19012243144775,41.45261999125781,-0.2624975598100647,0.01579975657690087,0.8357919125792923,0.8357919125792923,-0.8357919125792923,0.0,0.8357919125792923,0.8357919125792923,0.8357919125792923,-0.8357919125792923,0.8357919125792923,0.7900009155273438,1.212499618530272,40.93999862670898,38.58950183868408,38.83500175476074,39.0805016708374
2011-03-09,40.52999877929688,40.70000076293945,39.90999984741211,40.34000015258789,40.34000015258789,2697600,-0.8357919125792923,1.602217530721319,2.544204526562838,2.456706179956122,,40.60199966430664,40.97999954223633,41.89599990844727,,,40.58930854873608,40.94073512784507,41.3652452698816,,,41.05933438854623,41.37020370691189,-0.3108693183656612,-0.04953405841161156,1.090725396739371,1.090725396739371,-1.090725396739371,0.0,1.090725396739371,1.090725396739371,1.090725396739371,-1.090725396739371,1.090725396739371,1.659999847412109,1.252499580383299,40.70000076293945,38.27249946594238,38.51499938964844,38.75749931335449
2011-03-10,39.70000076293945,40.16999816894531,38.5099983215332,39.90000152587891,39.90000152587891,3099100,-1.090725396739371,1.163030342571176,2.478873799041412,2.444726243366688,,40.34800033569336,40.92699966430664,41.86333325703939,,,40.35953954111703,40.7515108365785,41.27071341542982,,,40.88097548659741,41.26129984165019,-0.3803243550527782,-0.1156921177398449,-0.5263134747913354,-0.5263134747913354,0.5263134747913354,0.0,-0.5263134747913354,-0.5263134747913354,-0.5263134747913354,0.5263134747913354,-0.5263134747913354,0.8900032043457102,1.244999885559081,40.16999816894531,37.9445016860962,38.19500160217285,38.44550151824951
2011-03-11,39.52999877929688,40.40000152587891,39.5099983215332,40.11000061035156,40.11000061035156,2603400,0.5263134747913354,1.218063615147723,1.446959084861673,2.42795319102345,,40.22800064086914,40.6629997253418,41.84133326212565,,,40.27635989752854,40.63487261362814,41.195828718328,,,40.76236396717498,41.17601841710955,-0.413654449934576,-0.1752845841787911,-0.673149971715491,-0.673149971715491,0.673149971715491,0.0,-0.673149971715491,-0.673149971715491,-0.673149971715491,0.673149971715491,-0.673149971715491,1.19999694824218,1.277999687194822,40.40000152587891,37.43099842071533,37.67999839782715,37.92899837493897
2011-03-14,39.58000183105469,40.68999862670898,39.4900016784668,40.38000106811523,40.38000106811523,2293000,0.673149971715491,1.065543223115278,1.451976720009691,2.437391568081176,,40.28200073242188,40.49599990844727,41.85499992370605,,,40.31090695439077,40.58853233262579,41.1431946763788,,,40.70353890578117,41.1170541690359,-0.4135152632547303,-0.222930719993979,2.79841762809535,2.79841762809535,-2.79841762809535,0.0,2.79841762809535,2.79841762809535,2.79841762809535,-2.79841762809535,2.79841762809535,0.8899993896484375,1.282499694824217,40.68999862670898,37.5884022140503,37.84400215148927,38.09960208892824
2011-03-15,38.88000106811523,39.56999969482422,38.68000030517578,39.25,39.25,3043900,-2.79841762809535,1.411003024889355,1.5676633558923,2.501078893518033,,39.99600067138672,40.3,41.80733324686686,,,39.95727130292718,40.34516281760291,41.02105308435436,,,40.47991753566099,40.97875386021842,-0.4988363245574305,-0.2781118409066693,1.987258036425177,1.987258036425177,-1.987258036425177,0.0,1.987258036425177,1.987258036425177,1.987258036425177,-1.987258036425177,1.987258036425177,1.260002136230476,1.306999778747556,39.56999969482422,37.8684992980957,38.12499923706054,38.38149917602539
2011-03-16,38.88999938964844,39.40000152587891,38.13999938964844,38.47000122070312,38.47000122070312,3819700,-1.987258036425177,1.526876327946421,1.556560122046468,2.509296562199812,,39.62200088500977,40.1120002746582,41.68433329264323,,,39.4615146088525,40.00422434543931,40.85646909315106,,,40.17069964105208,40.79292033136544,-0.6222206903133554,-0.3469336107880066,-0.233948920540897,-0.233948920540897,0.233948920540897,0.0,-0.233948920540897,-0.233948920540897,-0.233948920540897,0.233948920540897,-0.233948920540897,1.05999755859375,1.274499702453612,39.40000152587891,36.6946001815796,36.95600013732911,37.21740009307862
2011-03-17,39.06000137329102,39.41999816894531,38.36000061035156,38.56000137329102,38.56000137329102,2682400,0.233948920540897,1.606056563219705,1.322235755810942,2.406437152515062,,39.35400085449218,39.85100059509277,41.52266667683919,,,39.16101019699867,39.74163835050326,40.70830988541815,,,39.92289990755038,40.62751892706363,-0.7046190195132453,-0.4184706925330544,-2.178423554646773,-2.178423554646773,2.178423554646773,0.0,-2.178423554646773,-2.178423554646773,-2.178423554646773,2.178423554646773,-2.178423554646773,0.8100013732910156,1.260499763488768,39.41999816894531,36.59610218048097,36.85100212097169,37.10590206146242
2011-03-18,39.09999847412109,39.83000183105469,39.02000045776367,39.40000152587891,39.40000152587891,3365000,2.178423554646773,2.028276589692529,1.577496279574662,2.486162894462374,,39.21200103759766,39.7200008392334,41.37766672770182,,,39.24067397329209,39.67952256420791,40.62390289448014,,,39.84245400267785,40.53659171216106,-0.6941377094832077,-0.4736040959230851,-3.984770644724441,-3.984770644724441,3.984770644724441,0.0,-3.984770644724441,-3.984770644724441,-3.984770644724441,3.984770644724441,-3.984770644724441,1.340000152587891,1.280499839782713,39.83000183105469,36.64689868927002,36.89899864196778,37.15109859466553
2011-03-21,40.27000045776367,41.45000076293945,40.11000061035156,40.97000122070312,40.97000122070312,2886500,3.984770644724441,2.825757802100782,2.015642325671695,2.678719828882527,,39.33000106811524,39.80600090026856,41.28700014750163,,,39.81711638909577,39.91415504720704,40.64623181875259,,,40.01592280545096,40.56869612020121,-0.5527733147502474,-0.4894379396885176,-1.318030472884662,-1.318030472884662,1.318030472884662,0.0,-1.318030472884662,-1.318030472884662,-1.318030472884662,1.318030472884662,-1.318030472884662,0.7299995422363281,1.25399990081787,41.45000076293945,37.01290218353272,37.26900215148926,37.5251021194458
2011-03-22,41.11999893188477,41.65999984741211,40.93000030517578,41.5099983215332,41.5099983215332,2904600,1.318030472884662,2.225042352322987,2.009131631332479,2.619339335405801,,39.78200073242188,39.88900070190429,41.22000007629394,,,40.38141036657491,40.20430836981179,40.70195868989973,,,40.24578057715592,40.63842220918877,-0.3926416320328485,-0.4700786781573838,-0.264997867500532,-0.264997867500532,0.264997867500532,0.0,-0.264997867500532,0.264997867500532,-0.264997867500532,0.264997867500532,0.264997867500532,1.289997100830085,1.19199981689453,41.65999984741211,38.69120098114014,38.94200096130371,39.19280094146729
