Date_WDC,Open_WDC,High_WDC,Low_WDC,Close_WDC,Adj Close_WDC,Volume_WDC,Daily Return(%)_WDC,Vol5_WDC,Vol10_WDC,Vol20_WDC,Vol60_WDC,SMA5_WDC,SMA10_WDC,SMA30_WDC,SMA60_WDC,SMA100_WDC,EMA5_WDC,EMA10_WDC,EMA30_WDC,EMA60_WDC,EMA100_WDC,Short12_WDC,Long26_WDC,MACD_WDC,SIGNAL9_WDC,Ret5/10_WDC,Ret10/30_WDC,Ret30/60_WDC,Ret30/100_WDC,Emaret5/10_WDC,Emaret10/30_WDC,Emaret30/60_WDC,Emaret30/100_WDC,RetMACD_WDC,DayRange_WDC,average20r_WDC,PRVHI_WDC,HitLevel_WDC,hitlevel_2_WDC,hitlevel_1.8_WDC
2011-01-03,34.08000183105469,34.79999923706055,34.08000183105469,34.13999938964844,26.80525398254395,3063900,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,2.560001373291012,,,2.2,2.0,1.8
2011-01-04,34.27000045776367,34.36000061035156,31.79999923706055,32.9900016784668,25.90232467651367,12667000,-3.368476074227261,,,,,,,,,,,,,,,,,,,-0.1663038799921299,-0.0297602188270265,-0.06150134968576815,-0.2971620323535156,-0.16701991659853,-0.1146032106856255,0.2567354796899485,0.04697499061685866,0.156220126237986,0.8600006103515696,,,,,
2011-01-05,32.90000152587891,32.9900016784668,32.13000106811523,32.79000091552734,25.74528694152832,5814300,-0.6062465982534476,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6499977111816406,,,,,
2011-01-06,32.77000045776367,33.0099983215332,32.36000061035156,33.0099983215332,25.91801643371582,3373700,0.6709283313916871,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6699981689453125,,,,,
2011-01-07,33.0,33.2599983215332,32.59000015258789,33.02999877929688,25.93372344970703,4529700,0.06058909051998408,,,,,33.19199981689453,,,,,33.19199981689453,,,,,,,,,,,,,,,,,,0.6500015258789134,,,,,
2011-01-10,32.77000045776367,33.25,32.59999847412109,32.84000015258789,25.7845516204834,4310500,-0.5752304987309964,1.547803417480177,,,,32.93199996948242,,,,,33.07466659545899,,,,,,,,,,,,,,,,,,0.700000762939446,,,,,
2011-01-11,33.08000183105469,33.22999954223633,32.52999877929688,32.56000137329102,25.56470489501953,3778900,-0.8526150365282601,0.6204540984174098,,,,32.84599990844727,,,,,32.90311152140301,,,,,,,,,,,,,,,,,,0.8400001525878906,,,,,
2011-01-12,32.70000076293945,33.18999862670898,32.34999847412109,32.95000076293945,25.87091445922852,3758400,1.197786772725222,0.8508906196511111,,,,32.87799987792969,,,,,32.91874126858183,,,,,,,,,,,,,,,,,,0.7299995422363281,,,,,
2011-01-13,33.0099983215332,33.25,32.52000045776367,32.75,25.71388626098633,3459900,-0.6069825745327575,0.8282600656712292,,,,32.82600021362305,,,,,32.86249417905455,,,,,,,,,,,,,,,,,,0.9200019836425781,,,,,
2011-01-14,32.84999847412109,33.4900016784668,32.56999969482422,33.43999862670898,26.25564002990723,3205700,2.106866035752602,1.320734366310623,,,,32.90800018310547,33.05,,,,33.05499566160603,33.05,,,,,,,,-1.495215372409266,1.495215372409266,0.0,0.0,-1.495215372409266,1.495215372409266,1.495215372409266,0.0,0.0,0.8899993896484446,,,,,
2011-01-18,33.40999984741211,34.11999893188477,33.22999954223633,33.93999862670898,26.64821815490723,5189200,1.495215372409266,1.32033569649764,1.55208228228283,,,33.12799987792969,33.02999992370606,,,,33.34999664997368,33.2118179321289,,,,,,,,-2.857977151603427,-2.857977151603427,0.0,0.0,2.857977151603427,-2.857977151603427,-2.857977151603427,0.0,0.0,1.639999389648445,,,,,
2011-01-19,33.70000076293945,34.11999893188477,32.47999954223633,32.97000122070312,25.88662147521973,9947800,-2.857977151603427,2.018000977686392,1.434681407995198,,,33.20999984741211,33.02799987792969,,,,33.2233315068835,33.16785125732421,,,,33.11749998728434,,,,-3.639674608765024,-3.639674608765024,0.0,0.0,3.639674608765024,-3.639674608765024,-3.639674608765024,0.0,0.0,1.430002212524421,,,,,
2011-01-20,32.79999923706055,32.81000137329102,31.3799991607666,31.77000045776367,24.94443511962891,7491700,-3.639674608765024,2.549738741721261,1.841012428854001,,,32.97399978637695,32.92599983215332,,,,32.73888782384356,32.91369656649502,,,,32.91019236735809,,,,-0.8183828301402882,-0.8183828301402882,0.0,0.0,0.8183828301402882,0.8183828301402882,-0.8183828301402882,0.0,0.0,0.7399997711181605,,,,,
2011-01-21,32.0099983215332,32.09000015258789,31.35000038146973,31.51000022888184,24.74028778076172,6116000,-0.8183828301402882,2.549552851374554,1.81376922114431,,,32.72599983215331,32.77600002288818,,,,32.32925862552298,32.65847905056535,,,,32.69477819220789,,,,-2.983181616089028,2.983181616089028,0.0,0.0,-2.983181616089028,-2.983181616089028,2.983181616089028,0.0,0.0,1.009998321533214,,,,,
2011-01-24,31.47999954223633,32.45999908447266,31.45000076293945,32.45000076293945,25.47833633422852,4672800,2.983181616089028,2.8111216287203,2.115395969406098,,,32.52800025939941,32.71800022125244,,,,32.36950600466181,32.62057390736064,,,,32.6571201261666,,,,0.462254306170064,-0.462254306170064,0.0,0.0,0.462254306170064,0.462254306170064,-0.462254306170064,0.0,0.0,0.6099987030029261,,,,,
2011-01-25,32.38999938964844,32.38999938964844,31.78000068664551,32.29999923706055,25.36056137084961,4427700,-0.462254306170064,2.578733019581311,2.113213420041807,,,32.20000038146973,32.66400012969971,,,,32.34633708212806,32.56228760366971,,,,32.60217845091951,,,,-4.427245631433389,4.427245631433389,0.0,0.0,-4.427245631433389,-4.427245631433389,4.427245631433389,0.0,0.0,1.830001831054688,,,,,
2011-01-26,33.18999862670898,34.08000183105469,32.25,33.72999954223633,26.48333549499512,6932400,4.427245631433389,3.216768648443737,2.534498948214853,,,32.35200004577636,32.78099994659424,,,,32.80755790216415,32.77459886522728,,,,32.77568938804517,,,,-3.024015628836398,3.024015628836398,0.0,0.0,-3.024015628836398,3.024015628836398,3.024015628836398,0.0,0.0,1.209999084472656,,,,,
2011-01-27,33.90999984741211,34.95000076293945,33.7400016784668,34.75,27.28419303894043,5918700,3.024015628836398,2.332892226078861,2.662341422056313,,,32.94799995422363,32.96099987030029,,,,33.45503860144277,33.13376270791322,,,,33.07942948219207,,,,2.330939203715173,-2.330939203715173,0.0,0.0,2.330939203715173,-2.330939203715173,-2.330939203715173,0.0,0.0,1.969997406005859,,,,,
2011-01-28,34.72000122070312,35.11999893188477,33.15000152587891,33.93999862670898,26.64821815490723,6394300,-2.330939203715173,2.811305977563047,2.798982089939309,,,33.43399963378906,33.07999973297119,,,,33.61669194319817,33.28035105678517,,,,33.21182473519467,,,,0.2357154811188985,0.2357154811188985,0.0,0.0,-0.2357154811188985,0.2357154811188985,0.2357154811188985,0.0,0.0,0.8599967956542898,,,,,
