Date_PTC,Open_PTC,High_PTC,Low_PTC,Close_PTC,Adj Close_PTC,Volume_PTC,Daily Return(%)_PTC,Vol5_PTC,Vol10_PTC,Vol20_PTC,Vol60_PTC,SMA5_PTC,SMA10_PTC,SMA30_PTC,SMA60_PTC,SMA100_PTC,EMA5_PTC,EMA10_PTC,EMA30_PTC,EMA60_PTC,EMA100_PTC,Short12_PTC,Long26_PTC,MACD_PTC,SIGNAL9_PTC,Ret5/10_PTC,Ret10/30_PTC,Ret30/60_PTC,Ret30/100_PTC,Emaret5/10_PTC,Emaret10/30_PTC,Emaret30/60_PTC,Emaret30/100_PTC,RetMACD_PTC,DayRange_PTC,average20r_PTC,PRVHI_PTC,HitLevel_PTC,hitlevel_2_PTC,hitlevel_1.8_PTC
2011-01-03,22.81999969482422,23.21999931335449,22.77000045776367,22.97999954223633,22.97999954223633,947900,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.75,,,2.2,2.0,1.8
2011-01-04,23.1200008392334,23.1200008392334,22.3700008392334,22.6299991607666,22.6299991607666,637200,-1.523065223854523,,,,,,,,,,,,,,,,,,,-0.05644087186577519,0.0945244200005869,-0.4758560925283288,0.01921599198965536,0.0722690609448842,-0.3043892921927829,0.1136641368153149,-0.1795826293259301,0.1805577269550039,0.7900009155273509,,,,,
2011-01-05,22.55999946594238,23.19000053405762,22.39999961853027,23.10000038146973,23.10000038146973,965500,2.0768945564875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1700000762939489,,,,,
2011-01-06,23.09000015258789,23.25,23.07999992370605,23.23999977111816,23.23999977111816,706500,0.6060579538376742,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6099987030029332,,,,,
2011-01-07,23.22999954223633,23.22999954223633,22.6200008392334,22.98999977111816,22.98999977111816,1039300,-1.075731508012711,,,,,22.9879997253418,,,,,22.9879997253418,,,,,,,,,,,,,,,,,,0.6800003051757812,,,,,
2011-01-10,22.79999923706055,23.25,22.56999969482422,23.14999961853027,23.14999961853027,666500,0.6959541061549454,1.459482873065271,,,,23.02199974060058,,,,,23.04199968973796,,,,,,,,,,,,,,,,,,0.2899990081787109,,,,,
2011-01-11,23.25,23.30999946594238,23.02000045776367,23.03000068664551,23.03000068664551,631600,-0.5183539259702887,1.22003289907007,,,,23.10200004577637,,,,,23.03800002204048,,,,,,,,,,,,,,,,,,0.5300006866455114,,,,,
2011-01-12,23.28000068664551,23.60000038146973,23.06999969482422,23.40999984741211,23.40999984741211,883600,1.650018017528542,1.076023252347501,,,,23.16399993896484,,,,,23.16199996383102,,,,,,,,,,,,,,,,,,0.2600002288818288,,,,,
2011-01-13,23.36000061035156,23.52000045776367,23.26000022888184,23.47999954223633,23.47999954223633,510700,0.2990162122190723,1.060817133070082,,,,23.21199989318848,,,,,23.26799982329946,,,,,,,,,,,,,,,,,,0.5599994659423793,,,,,
2011-01-14,23.47999954223633,23.96999931335449,23.40999984741211,23.95999908447266,23.95999908447266,1014000,2.044291105597743,1.032571457211023,,,,23.40599975585938,23.19699974060059,,,,23.49866624369053,23.19699974060059,,,,,,,,0.7929905731120851,0.7929905731120851,0.0,0.0,-0.7929905731120851,0.7929905731120851,0.7929905731120851,0.0,0.0,0.4099998474121094,,,,,
2011-01-18,24.0,24.20000076293945,23.79000091552734,24.14999961853027,24.14999961853027,1470100,0.7929905731120851,1.030233131697265,1.246434625256065,,,23.60599975585938,23.31399974822998,,,,23.71577736863711,23.37027244567871,,,,,,,,0.6211164426486615,0.6211164426486615,0.0,0.0,-0.6211164426486615,0.6211164426486615,0.6211164426486615,0.0,0.0,1.04999923706055,,,,,
2011-01-19,24.6299991607666,25.29999923706055,24.25,24.29999923706055,24.29999923706055,2390400,0.6211164426486615,0.7344472472172673,1.02327922239818,,,23.85999946594238,23.48099975585938,,,,23.91051799144493,23.53931368047541,,,,23.36833302179972,,,,-1.028806616663257,-1.028806616663257,0.0,0.0,1.028806616663257,-1.028806616663257,-1.028806616663257,0.0,0.0,0.7300014495849609,,,,,
2011-01-20,24.20000076293945,24.28000068664551,23.54999923706055,24.04999923706055,24.04999923706055,1229600,-1.028806616663257,1.101424026419694,1.036646057048079,,,23.98799934387207,23.57599964141846,,,,23.95701173998347,23.63216559985452,,,,23.47320474722446,,,,-0.7900151049327583,-0.7900151049327583,0.0,0.0,0.7900151049327583,-0.7900151049327583,-0.7900151049327583,0.0,0.0,0.6499996185302699,,,,,
2011-01-21,24.18000030517578,24.48999977111816,23.84000015258789,23.86000061035156,23.86000061035156,984700,-0.7900151049327583,1.25883582876994,1.099224786593108,,,24.06399955749512,23.6379997253418,,,,23.92467469677283,23.67359014721762,,,,23.53271180309017,,,,0.9220423626437226,0.9220423626437226,0.0,0.0,-0.9220423626437226,0.9220423626437226,0.9220423626437226,0.0,0.0,0.5299987792968821,,,,,
2011-01-24,23.82999992370605,24.22999954223633,23.70000076293945,24.07999992370605,24.07999992370605,852500,0.9220423626437226,0.9345885648903225,1.005181914481601,,,24.0879997253418,23.74699974060059,,,,23.97644977241724,23.74748283385188,,,,23.61690997549261,,,,-0.2076380283179195,-0.2076380283179195,0.0,0.0,0.2076380283179195,-0.2076380283179195,-0.2076380283179195,0.0,0.0,0.5100002288818288,,,,,
2011-01-25,23.92000007629395,24.20000076293945,23.69000053405762,24.03000068664551,24.03000068664551,865400,-0.2076380283179195,0.8536557070241343,1.022952340987066,,,24.06399993896484,23.83499984741211,,,,23.99430007716,23.79884971617799,,,,23.68046239259306,,,,1.622968699560532,1.622968699560532,0.0,0.0,-1.622968699560532,1.622968699560532,1.622968699560532,0.0,0.0,0.6499996185302805,,,,,
2011-01-26,24.05999946594238,24.63999938964844,23.98999977111816,24.42000007629395,24.42000007629395,1799400,1.622968699560532,1.135351365974757,1.038367185849031,,,24.08800010681152,23.97399978637695,,,,24.13620007687132,23.91178614528999,,,,23.79423742085473,,,,-6.920559085903561,-6.920559085903561,0.0,0.0,6.920559085903561,-6.920559085903561,-6.920559085903561,0.0,0.0,1.020000457763672,,,,,
2011-01-27,23.5,23.59000015258789,22.56999969482422,22.72999954223633,22.72999954223633,6263000,-6.920559085903561,3.401150792818553,2.53174900258304,,,23.82400016784668,23.90599975585938,,,,23.66746656532633,23.69691585382569,,,,23.6305085164519,,,,4.135497781081381,-4.135497781081381,0.0,0.0,4.135497781081381,4.135497781081381,-4.135497781081381,0.0,0.0,1.159999847412109,,,,,
2011-01-28,22.68000030517578,22.94000053405762,21.78000068664551,21.79000091552734,21.79000091552734,2178300,-4.135497781081381,3.651050994972918,2.7965995135346,,,23.41000022888183,23.73699989318848,,,,23.04164468206,23.35020404686235,,,,23.34735350092505,,,,-2.019268509509115,2.019268509509115,0.0,0.0,-2.019268509509115,-2.019268509509115,2.019268509509115,0.0,0.0,0.6499996185302805,,,,,
2011-01-31,21.89999961853027,22.38999938964844,21.73999977111816,22.22999954223633,22.22999954223633,1674200,2.019268509509115,3.877297472797735,2.793873229422647,,,23.04000015258789,23.56399993896484,,,,22.77109630211878,23.14653050056671,,,,23.17545289189601,,,,-2.429153966023936,2.429153966023936,0.0,0.0,-2.429153966023936,-2.429153966023936,2.429153966023936,0.0,0.0,0.6000003814697301,0.629999923706056,22.38999938964844,,,
2011-02-01,22.32999992370605,22.81999969482422,22.21999931335449,22.77000045776367,22.77000045776367,1250600,2.429153966023936,4.261436472913968,2.935993187512184,2.260557112747468,,22.78800010681152,23.42600002288818,,,,22.77073102066708,23.07807049278434,,,,23.11307559433719,,,,-1.6688588191795,1.6688588191795,0.0,0.0,-1.6688588191795,-1.6688588191795,1.6688588191795,0.0,0.0,0.7600002288818395,0.6304999351501479,22.81999969482422,21.00399955749512,21.12999954223633,21.25599952697754
2011-02-02,22.60000038146973,23.25,22.48999977111816,23.14999961853027,23.14999961853027,1172100,1.6688588191795,4.268533213840986,3.000293240483794,2.261604240685973,,22.53400001525879,23.31100006103516,,,,22.89715388662148,23.09114851564723,,,,23.11875621344382,,,,0.9071234899915795,-0.9071234899915795,0.0,0.0,0.9071234899915795,0.9071234899915795,-0.9071234899915795,0.0,0.0,0.4000015258788991,0.6109999656677253,23.25,21.43289983749389,21.55899982452392,21.68509981155395
2011-02-03,23.19000053405762,23.20000076293945,22.79999923706055,22.94000053405762,22.94000053405762,981800,-0.9071234899915795,2.75941842390022,2.997894787180134,2.225138238973664,,22.57600021362305,23.20000019073486,,,,22.91143610243353,23.06366706444912,,,,23.0912553396921,,,,-1.133392427327202,1.133392427327202,0.0,0.0,-1.133392427327202,-1.133392427327202,1.133392427327202,0.0,0.0,0.610000610351559,0.6329999923706058,23.20000076293945,21.905800075531,22.02800006866455,22.1502000617981
