Date_ANET,Open_ANET,High_ANET,Low_ANET,Close_ANET,Adj Close_ANET,Volume_ANET,Daily Return(%)_ANET,Vol5_ANET,Vol10_ANET,Vol20_ANET,Vol60_ANET,SMA5_ANET,SMA10_ANET,SMA30_ANET,SMA60_ANET,SMA100_ANET,EMA5_ANET,EMA10_ANET,EMA30_ANET,EMA60_ANET,EMA100_ANET,Short12_ANET,Long26_ANET,MACD_ANET,SIGNAL9_ANET,Ret5/10_ANET,Ret10/30_ANET,Ret30/60_ANET,Ret30/100_ANET,Emaret5/10_ANET,Emaret10/30_ANET,Emaret30/60_ANET,Emaret30/100_ANET,RetMACD_ANET,DayRange_ANET,average20r_ANET,PRVHI_ANET,HitLevel_ANET,hitlevel_2_ANET,hitlevel_1.8_ANET,DayRange_ANET.1,average20r_ANET.1,PRVHI_ANET.1,HitLevel_ANET.1,hitlevel_2_ANET.1,hitlevel_1.8_ANET.1,Hit?_ANET.3,Hit?_ANET.4,Hit?_ANET.5,HitAt_2.2_ANET.1,HitAt_2.0_ANET.1,HitAt_1.8_ANET.1,ExitPr_2.2_ANET.1,ExitPr_2.0_ANET.1,ExitPr_1.8_ANET.1,ret_2.2_ANET.1,Ret2.0_ANET.1,Ret_1.8_ANET.1
2014-06-06,13.8125,15.0,13.75,13.75,13.75,29020400,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.5,,,2.2,2.0,1.8,0.0,,,2.2,2.0,1.8,,,,,,,,,,,,
2014-06-09,14.0625,14.25,13.75,13.80000019073486,13.80000019073486,2867600,0.3636377507989798,,,,,,,,,,,,,,,,,,,0.2763154981713092,-0.2463902108773486,-0.3917843042592932,0.3279495159597104,-0.008774486172001942,0.1918538197078409,-0.2817441711419998,-0.111480728092826,-0.1700521194895218,1.1875,,,,,,0.0,,,,,,1663.0,229.0,311.0,,,,,,,-9.801187593733646,,
2014-06-10,13.8125,15.0,13.8125,15.0,15.0,3947200,8.695650671590602,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.210000038146971,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-11,15.0,15.875,14.66499996185303,15.875,15.875,2642000,5.833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.190000534057619,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-12,15.91250038146973,16.95750045776367,15.76749992370605,16.5,16.5,2917200,3.937007874015748,,,,,14.98500003814697,,,,,14.98500003814697,,,,,,,,,,,,,,,,,,1.25,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-13,17.11750030517578,18.0,16.75,17.39500045776367,17.39500045776367,4262800,5.424245198567687,3.043301206368429,,,,15.71400012969971,,,,,15.78833351135254,,,,,,,,,,,,,,,,,,0.9662494659423793,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-16,17.80500030517578,17.875,16.90875053405762,17.875,17.875,1668000,2.759410920406732,2.243779529024241,,,,16.52900009155274,,,,,16.48388900756836,,,,,,,,,,,,,,,,,,0.9074993133544886,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-17,17.97249984741211,18.15749931335449,17.25,17.42749977111816,17.42749977111816,1114400,-2.503497783954347,3.35739881873597,,,,17.01450004577637,,,,,16.79842592875163,,,,,,,,,,,,,,,,,,0.7800006866455114,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-18,17.51749992370605,17.75,16.96999931335449,17.23999977111816,17.23999977111816,835200,-1.075885826782426,3.367905616061295,,,,17.2875,,,,,16.94561720954048,,,,,,,,,,,,,,,,,,1.07499885559082,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-19,17.00749969482422,17.20249938964844,16.12750053405762,16.41749954223633,16.41749954223633,2606400,-4.770883061493699,4.099316694265533,,,,17.27099990844727,16.12799997329712,,,,16.76957798710576,16.12799997329712,,,,,,,,-0.7918328880239065,-0.7918328880239065,0.0,0.0,0.7918328880239065,-0.7918328880239065,-0.7918328880239065,0.0,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-20,16.26250076293945,17.125,16.125,16.28750038146973,16.28750038146973,1176000,-0.7918328880239065,2.751361560598284,4.231976065794378,,,17.04949989318848,16.38175001144409,,,,16.60888545189375,16.15700004751032,,,,,,,,0.8595511058756906,0.8595511058756906,0.0,0.0,-0.8595511058756906,0.8595511058756906,0.8595511058756906,0.0,0.0,0.6175003051757777,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-23,16.2549991607666,16.87249946594238,16.2549991607666,16.42749977111816,16.42749977111816,466000,0.8595511058756906,2.111401329646105,4.216318608783365,,,16.75999984741211,16.64449996948242,,,,16.54842355830189,16.20618181543902,,,,16.16624999046326,,,,-2.176229379241732,-2.176229379241732,0.0,0.0,2.176229379241732,-2.176229379241732,-2.176229379241732,0.0,0.0,0.7200002670288104,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-24,16.58749961853027,16.6875,15.96749973297119,16.06999969482422,16.06999969482422,771200,-2.176229379241732,2.083468328427327,3.609169191033229,,,16.48849983215332,16.75149993896484,,,,16.38894893714267,16.18142142987269,,,,16.15144225267263,,,,-0.3266942882087888,0.3266942882087888,0.0,0.0,-0.3266942882087888,0.3266942882087888,0.3266942882087888,0.0,0.0,0.8395004272460902,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-25,15.95250034332275,16.33950042724609,15.5,16.12249946594238,16.12249946594238,744800,0.3266942882087888,2.257336970572926,3.13645691701165,,,16.26499977111816,16.77624988555908,,,,16.30013244674257,16.17070834552172,,,,16.1469895162526,,,,1.054421635917804,-1.054421635917804,0.0,0.0,1.054421635917804,-1.054421635917804,-1.054421635917804,0.0,0.0,0.577499389648441,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-26,16.20249938964844,16.20249938964844,15.625,15.95250034332275,15.95250034332275,388400,-1.054421635917804,1.194935783356568,2.860492709835184,,,16.17199993133545,16.72149991989136,,,,16.18425507893597,16.13103416330373,,,,16.11706810503262,,,,1.974615435062254,-1.974615435062254,0.0,0.0,1.974615435062254,-1.974615435062254,-1.974615435062254,0.0,0.0,0.4149999618530291,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-27,15.97749996185303,15.97749996185303,15.5625,15.63749980926514,15.63749980926514,978800,-1.974615435062254,1.356644447283249,2.060220884019679,,,16.04199981689453,16.5457498550415,,,,16.00200332237903,16.04130064438762,,,,16.04328836722224,,,,0.2557951228835899,-0.2557951228835899,0.0,0.0,0.2557951228835899,0.2557951228835899,-0.2557951228835899,0.0,0.0,0.7824993133545011,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-06-30,15.51749992370605,16.29999923706055,15.51749992370605,15.59749984741211,15.59749984741211,928000,-0.2557951228835899,1.077810307214183,1.614856959618751,,,15.87599983215332,16.31799983978271,,,,15.86716883072339,15.96060959039207,,,,15.97470551802068,,,,-21.81439452395586,21.81439452395586,0.0,0.0,-21.81439452395586,-21.81439452395586,21.81439452395586,0.0,0.0,2.682500839233398,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-07-01,16.74250030517578,19.20750045776367,16.52499961853027,19.0,19.0,6632800,21.81439452395586,10.12347762778765,7.447508219183721,,,16.46199989318848,16.4752498626709,,,,16.91144588714893,16.5132260285026,,,,16.44013543832519,,,,0.8552651656301585,-0.8552651656301585,0.0,0.0,0.8552651656301585,-0.8552651656301585,-0.8552651656301585,0.0,0.0,1.832500457763668,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-07-02,19.68499946594238,20.13249969482422,18.29999923706055,18.83749961853027,18.83749961853027,4506000,-0.8552651656301585,10.2371806805678,7.440702571258401,,,17.00499992370606,16.63499984741211,,,,17.55346379760937,16.93582122668945,,,,16.80896069681828,,,,1.406775327742494,1.406775327742494,0.0,0.0,-1.406775327742494,1.406775327742494,1.406775327742494,0.0,0.0,0.8817501068115305,,,,,,0.0,,,,,,,,,,,,,,,,,
2014-07-03,19.11000061035156,19.4067497253418,18.52499961853027,19.10250091552734,19.10250091552734,975600,1.406775327742494,10.01817368932117,7.148712023998991,,,17.63500003814697,16.90349998474121,,,,18.06980950358203,17.32976298829634,,,,17.16181303815814,,,,-5.549018832551885,-5.549018832551885,0.0,0.0,5.549018832551885,-5.549018832551885,-5.549018832551885,0.0,0.0,1.315000534057621,1.036500024795533,19.4067497253418,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2014-07-07,18.79000091552734,19.32250022888184,18.00749969482422,18.04249954223633,18.04249954223633,1266400,-5.549018832551885,10.66045730356275,7.485522593092695,5.924543079691945,,18.11599998474121,17.07899990081787,,,,18.06070618313346,17.45935145264906,,,,17.29730326955478,,,,-3.796588517787367,-3.796588517787367,0.0,0.0,3.796588517787367,-3.796588517787367,-3.796588517787367,0.0,0.0,2.22750091552734,1.1228750705719,19.32250022888184,17.12644967079163,17.33374967575073,17.54104968070984,0.0,0.0,0.0,0.0,17.33374967575073,17.54104968070984,,,,,,,,,,0.0,0.0,0.0
2014-07-08,17.98250007629395,18.01250076293945,15.78499984741211,17.35750007629395,17.35750007629395,4714800,-3.796588517787367,11.06659805008221,7.65567512510542,6.039227398234399,,18.46800003051758,17.17199993133545,,,,17.82630414752029,17.4408330205845,,,,17.30656431674542,,,,3.557541710854629,3.557541710854629,0.0,0.0,-3.557541710854629,3.557541710854629,3.557541710854629,0.0,0.0,1.722499847412109,1.149625062942505,18.01250076293945,16.85217507362366,17.07675008773804,17.30132510185242,0.0,0.0,0.0,0.0,17.07675008773804,17.30132510185242,,1.0,1.0,,17.07675008773804,17.30132510185242,,17.35750007629395,17.35750007629395,0.0,1.644048118719615,0.3246859654438503
2014-07-09,17.32500076293945,18.22500038146973,16.50250053405762,17.97500038146973,17.97500038146973,1488000,3.557541710854629,3.711064202982976,7.623600393687261,5.813704004026135,,18.26300010681152,17.3625,,,,17.87586955883677,17.53795435892727,,,,17.40940063439531,,,,-5.785818600590844,-5.785818600590844,0.0,0.0,5.785818600590844,-5.785818600590844,-5.785818600590844,0.0,0.0,0.7539997100830078,1.126825046539307,18.22500038146973,15.48332562446594,15.71325063705444,15.94317564964294,0.0,0.0,0.0,0.0,15.71325063705444,15.94317564964294,,,,,,,,,,0.0,0.0,0.0
2014-07-10,16.8799991607666,17.53499984741211,16.7810001373291,16.93499946594238,16.93499946594238,1187200,-5.785818600590844,4.261528199382257,7.953729752318042,5.891185933202233,,17.88250007629394,17.44375,,,,17.56224619453864,17.42832619656637,,,,17.33641583924871,,,,2.790078903529603,2.790078903529603,0.0,0.0,-2.790078903529603,2.790078903529603,2.790078903529603,0.0,0.0,0.5375003814697301,1.094200038909913,17.53499984741211,15.74598527908325,15.97135028839111,16.19671529769898,0.0,0.0,0.0,0.0,15.97135028839111,16.19671529769898,,,,,,,,,,0.0,0.0,0.0
2014-07-11,17.20000076293945,17.625,17.08749961853027,17.40749931335449,17.40749931335449,766800,2.790078903529603,4.574138917071673,7.949694555704798,5.861215952963498,,17.54349975585938,17.58924989700317,,,,17.51066390081059,17.42453949052785,,,,17.3473517583419,,,,0.9765910268542677,-0.9765910268542677,0.0,0.0,0.9765910268542677,-0.9765910268542677,-0.9765910268542677,0.0,0.0,0.8675003051757812,1.075075054168702,17.625,15.1277597618103,15.34659976959228,15.56543977737427,0.0,0.0,0.0,0.0,15.34659976959228,15.56543977737427,,,,,,,,,,0.0,0.0,0.0
2014-07-14,17.85000038146973,18.0,17.13249969482422,17.23749923706055,17.23749923706055,524000,-0.9765910268542677,4.053918303844901,7.912493341466434,5.747081231356628,,17.38249969482422,17.74924983978271,,,,17.41960901289391,17.39053217171561,,,,17.33045137045247,16.7411537537208,0.5892976167316668,,3.277729669128842,-3.277729669128842,0.0,0.0,3.277729669128842,-3.277729669128842,-3.277729669128842,0.0,0.0,1.139999389648441,1.083762550354005,18.0,15.25983488082885,15.4748498916626,15.68986490249634,0.0,0.0,0.0,0.0,15.4748498916626,15.68986490249634,,,,,,,,,,0.0,0.0,0.0
