Date_FICO,Open_FICO,High_FICO,Low_FICO,Close_FICO,Adj Close_FICO,Volume_FICO,Daily Return(%)_FICO,Vol5_FICO,Vol10_FICO,Vol20_FICO,Vol60_FICO,SMA5_FICO,SMA10_FICO,SMA30_FICO,SMA60_FICO,SMA100_FICO,EMA5_FICO,EMA10_FICO,EMA30_FICO,EMA60_FICO,EMA100_FICO,Short12_FICO,Long26_FICO,MACD_FICO,SIGNAL9_FICO,Ret5/10_FICO,Ret10/30_FICO,Ret30/60_FICO,Ret30/100_FICO,Emaret5/10_FICO,Emaret10/30_FICO,Emaret30/60_FICO,Emaret30/100_FICO,RetMACD_FICO,DayRange_FICO,average20r_FICO,PRVHI_FICO,HitLevel_FICO,hitlevel_2_FICO,hitlevel_1.8_FICO
2011-01-03,23.57999992370605,24.1299991607666,23.32999992370605,23.55999946594238,23.33787155151367,190300,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,1.020000457763668,,,2.2,2.0,1.8
2011-01-04,23.54999923706055,23.65999984741211,22.63999938964844,23.03000068664551,22.8128776550293,191400,-2.249570421523218,,,,,,,,,,,,,,,,,,,-0.1883343101103361,0.4256936705645636,-0.2498540289792681,-0.127145725903199,-0.2741554644080417,-0.03208190586332222,0.4579837072750851,0.2618561664264988,-0.1240790359114617,0.2799987792968821,,,,,
2011-01-05,23.01000022888184,23.13999938964844,22.86000061035156,23.04000091552734,22.82277679443359,177600,0.04342261651615018,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3400001525878906,,,,,
2011-01-06,23.02000045776367,23.22999954223633,22.88999938964844,23.1200008392334,22.90202331542969,177600,0.3472218772879646,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.130001068115241,,,,,
2011-01-07,23.22999954223633,23.35000038146973,22.21999931335449,22.52000045776367,22.30768013000488,245100,-2.595157265096469,,,,,23.05400047302246,,,,,23.05400047302246,,,,,,,,,,,,,,,,,,0.7399997711181605,,,,,
2011-01-10,22.42000007629395,22.89999961853027,22.15999984741211,22.70999908447266,22.49588584899902,299000,0.8436883785385995,1.582930573711076,,,,22.88400039672852,,,,,22.93933334350586,,,,,,,,,,,,,,,,,,0.2599983215332031,,,,,
2011-01-11,22.76000022888184,22.8799991607666,22.6200008392334,22.71999931335449,22.50579643249512,335000,0.04403447505493831,1.343898411700013,,,,22.82200012207031,,,,,22.86622200012207,,,,,,,,,,,,,,,,,,0.3500003814697195,,,,,
2011-01-12,22.95999908447266,23.14999961853027,22.79999923706055,23.07999992370605,22.86240196228027,225600,1.584509776547217,1.58664447491514,,,,22.82999992370605,,,,,22.9374813079834,,,,,,,,,,,,,,,,,,0.2399997711181712,,,,,
2011-01-13,23.04000091552734,23.20999908447266,22.96999931335449,23.15999984741211,22.9416446685791,151400,0.3466201211893779,1.58661582873204,,,,22.8379997253418,,,,,23.01165415445964,,,,,,,,,,,,,,,,,,0.5100002288818395,,,,,
2011-01-14,23.17000007629395,23.60000038146973,23.09000015258789,23.54000091552734,23.31806373596191,216900,1.640764553621929,0.7174672247841879,,,,23.04199981689453,23.0480001449585,,,,23.18776974148221,23.0480001449585,,,,,,,,-2.293963411966222,2.293963411966222,0.0,0.0,-2.293963411966222,2.293963411966222,2.293963411966222,0.0,0.0,0.75,,,,,
2011-01-18,23.43000030517578,24.07999992370605,23.32999992370605,24.07999992370605,23.85297203063965,231300,2.293963411966222,0.9489160580623711,1.587731795593798,,,23.31599998474121,23.10000019073486,,,,23.48517980222349,23.23563646836714,,,,,,,,-2.284049995029617,-2.284049995029617,0.0,0.0,2.284049995029617,-2.284049995029617,-2.284049995029617,0.0,0.0,0.7399997711181712,,,,,
2011-01-19,23.95999908447266,24.20999908447266,23.46999931335449,23.53000068664551,23.30815887451172,166300,-2.284049995029617,1.819079991023453,1.593740737515265,,,23.47800025939942,23.15000019073486,,,,23.50012009703083,23.28915723532685,,,,23.17416683832804,,,,0.0849917119908512,0.0849917119908512,0.0,0.0,-0.0849917119908512,0.0849917119908512,0.0849917119908512,0.0,0.0,0.479999542236321,,,,,
2011-01-20,23.35000038146973,23.64999961853027,23.17000007629395,23.54999923706055,23.32797050476074,206700,0.0849917119908512,1.76291263040928,1.593264299925903,,,23.57200012207031,23.20100002288818,,,,23.51674647704074,23.33658305382388,,,,23.23198720736382,,,,-1.019107341373007,-1.019107341373007,0.0,0.0,1.019107341373007,-1.019107341373007,-1.019107341373007,0.0,0.0,0.4099998474121094,,,,,
2011-01-21,23.69000053405762,23.69000053405762,23.28000068664551,23.30999946594238,23.09022903442383,234000,-1.019107341373007,1.878454942382551,1.640056327211832,,,23.60200004577637,23.21999988555908,,,,23.44783080667462,23.33174967420906,,,,23.24398909329898,,,,1.458602146622336,1.458602146622336,0.0,0.0,-1.458602146622336,1.458602146622336,1.458602146622336,0.0,0.0,0.6400012969970668,,,,,
2011-01-24,23.30999946594238,23.77000045776367,23.1299991607666,23.64999961853027,23.42702865600586,292300,1.458602146622336,1.843594277748202,1.382233677748743,,,23.62399978637695,23.33299980163574,,,,23.5152204106265,23.38961330044928,,,,23.30645225102687,,,,1.564485603388742,1.564485603388742,0.0,0.0,-1.564485603388742,1.564485603388742,1.564485603388742,0.0,0.0,0.7199993133544886,,,,,
2011-01-25,23.46999931335449,24.05999946594238,23.34000015258789,24.02000045776367,23.79354476928711,313300,1.564485603388742,1.645464379291457,1.420447698006831,,,23.61199989318848,23.46399993896484,,,,23.68348042633889,23.50422914723371,,,,23.41622889821715,,,,3.122397942159853,3.122397942159853,0.0,0.0,-3.122397942159853,3.122397942159853,3.122397942159853,0.0,0.0,1.0,,,,,
2011-01-26,23.98999977111816,24.86000061035156,23.86000061035156,24.77000045776367,24.53647422790527,445300,3.122397942159853,1.57627980642931,1.613842463128402,,,23.85999984741211,23.66900005340576,,,,24.04565377014715,23.73436938551188,,,,23.62450144583969,,,,4.925310015374293,4.925310015374293,0.0,0.0,-4.925310015374293,4.925310015374293,4.925310015374293,0.0,0.0,1.760000228881843,,,,,
2011-01-27,24.57999992370605,26.28000068664551,24.52000045776367,25.98999977111816,25.74497032165527,525800,4.925310015374293,2.203092999240176,2.060125405236892,,,24.34799995422363,23.96000003814697,,,,24.69376910380416,24.14448400107666,,,,23.9884242651133,,,,-1.308196058415213,-1.308196058415213,0.0,0.0,1.308196058415213,-1.308196058415213,-1.308196058415213,0.0,0.0,0.610000610351559,,,,,
2011-01-28,26.0,26.1200008392334,25.51000022888184,25.64999961853027,25.40817070007324,484700,-1.308196058415213,2.303957987220402,2.19925089790545,,,24.81599998474121,24.20900001525879,,,,25.01251260871286,24.41821411334095,,,,24.24405124256206,,,,-1.05263337925593,-1.05263337925593,0.0,0.0,1.05263337925593,-1.05263337925593,-1.05263337925593,0.0,0.0,0.5899982452392614,,,,,
2011-01-31,25.80999946594238,25.95999908447266,25.3700008392334,25.3799991607666,25.14071273803711,397300,-1.05263337925593,2.681353225926295,2.281951911175474,,,25.16199989318847,24.39299983978271,,,,25.13500812606411,24.5930841219638,,,,24.41881246074738,,,,1.930660735498608,1.930660735498608,0.0,0.0,-1.930660735498608,1.930660735498608,1.930660735498608,0.0,0.0,0.5500011444091797,0.6559999465942388,25.95999908447266,,,
2011-02-01,25.65999984741211,26.04000091552734,25.48999977111816,25.8700008392334,25.62610244750977,313600,1.930660735498608,2.690238448043605,2.257910596719943,1.917834724666709,,25.53199996948242,24.57199993133545,,,,25.38000569712054,24.825250797831,,,,24.64207221128369,,,,-0.3478938912572297,-0.3478938912572297,0.0,0.0,0.3478938912572297,-0.3478938912572297,-0.3478938912572297,0.0,0.0,0.4900016784667969,0.6295000076293953,26.04000091552734,24.51679920196533,24.64799919128418,24.77919918060303
2011-02-02,25.70999908447266,26.1200008392334,25.6299991607666,25.78000068664551,25.53694725036621,334900,-0.3478938912572297,2.621385201822129,2.042289274249507,1.819695649519272,,25.73400001525879,24.79699993133545,,,,25.51333736029554,24.99884168670636,,,,24.81713813057012,,,,-2.404968280526746,-2.404968280526746,0.0,0.0,2.404968280526746,-2.404968280526746,-2.404968280526746,0.0,0.0,0.5300006866455114,0.6420001029968267,26.1200008392334,24.65510089874267,24.78100090026855,24.90690090179443
2011-02-03,25.67000007629395,25.68000030517578,25.14999961853027,25.15999984741211,24.92279243469238,277500,-2.404968280526746,1.614421747482259,2.293848893228302,1.936392864760703,,25.56800003051758,24.9579999923706,,,,25.39555818933439,25.02814317047104,,,,24.86988608700735,,,,0.1987251087590655,0.1987251087590655,0.0,0.0,-0.1987251087590655,0.1987251087590655,0.1987251087590655,0.0,0.0,0.5699996948242188,0.6535000801086431,25.68000030517578,24.70760061264038,24.83600063323975,24.96440065383911
2011-02-04,25.18000030517578,25.30999946594238,24.73999977111816,25.20999908447266,24.97231483459473,168600,0.1987251087590655,1.598281375075352,2.224492706615281,1.937127617130412,,25.47999992370605,25.14799995422363,,,,25.33370515438048,25.0612078821077,,,,24.92221116354048,,,,1.58667806586819,1.58667806586819,0.0,0.0,-1.58667806586819,1.58667806586819,1.58667806586819,0.0,0.0,0.6399993896484304,0.6289999961853026,25.30999946594238,24.24230012893677,24.3730001449585,24.50370016098022
2011-02-07,25.23999977111816,25.64999961853027,25.01000022888184,25.61000061035156,25.36855125427246,206900,1.58667806586819,1.732327978568107,2.229014730223009,1.8126788280357,,25.52600021362305,25.34400005340576,,,,25.42580363970418,25.16098837815204,,,,25.02802492458834,,,,0.7809404561668805,0.7809404561668805,0.0,0.0,-0.7809404561668805,0.7809404561668805,0.7809404561668805,0.0,0.0,0.4099998474121094,0.6125,25.64999961853027,23.92619947433471,24.05199947357178,24.17779947280884
