Date_APH,Open_APH,High_APH,Low_APH,Close_APH,Adj Close_APH,Volume_APH,Daily Return(%)_APH,Vol5_APH,Vol10_APH,Vol20_APH,Vol60_APH,SMA5_APH,SMA10_APH,SMA30_APH,SMA60_APH,SMA100_APH,EMA5_APH,EMA10_APH,EMA30_APH,EMA60_APH,EMA100_APH,Short12_APH,Long26_APH,MACD_APH,SIGNAL9_APH,Ret5/10_APH,Ret10/30_APH,Ret30/60_APH,Ret30/100_APH,Emaret5/10_APH,Emaret10/30_APH,Emaret30/60_APH,Emaret30/100_APH,RetMACD_APH,DayRange_APH,average20r_APH,PRVHI_APH,HitLevel_APH,hitlevel_2_APH,hitlevel_1.8_APH
2011-01-03,13.3100004196167,13.47000026702881,13.30249977111816,13.35249996185303,12.12670612335205,2449600,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.3374996185302699,,,2.2,2.0,1.8
2011-01-04,13.35499954223633,13.39999961853027,13.0625,13.08749961853027,11.88603496551514,3532400,-1.984649646731645,,,,,,,,,,,,,,,,,,,-0.5609304060002989,0.3753694787017559,-0.1037596921044093,0.2315286879476078,-0.07364176845581513,-0.2564943787146659,0.2461022569548223,0.05273728540014933,-0.05878775341418441,0.1775007247924805,,,,,
2011-01-05,13.05749988555908,13.10000038146973,12.92249965667725,12.98250007629395,11.79067516326904,4894800,-0.8022887892783812,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2250003814697301,,,,,
2011-01-06,12.90999984741211,13.09000015258789,12.86499977111816,12.92000007629395,11.73391246795654,3582400,-0.4814172896800133,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1199998855590803,,,,,
2011-01-07,12.93249988555908,13.03499984741211,12.91499996185303,12.96000003814697,11.77023887634277,3086400,0.3095972261363489,,,,,13.06049995422364,,,,,13.06049995422364,,,,,,,,,,,,,,,,,,0.1900005340576101,,,,,
2011-01-10,12.91499996185303,13.01500034332275,12.82499980926514,12.97749996185303,11.7861328125,4077200,0.1350302751122552,0.9129155942642564,,,,12.98549995422364,,,,,13.0328332901001,,,,,,,,,,,,,,,,,,0.1399993896484393,,,,,
2011-01-11,13.01249980926514,13.10999965667725,12.97000026702881,13.09749984741211,11.89511585235596,2829200,0.9246764470184266,0.6787994288553539,,,,12.9875,,,,,13.0543888092041,,,,,,,,,,,,,,,,,,0.09749984741210938,,,,,
2011-01-12,13.19999980926514,13.22999954223633,13.13249969482422,13.20499992370605,11.9927453994751,2825600,0.8207679140777434,0.568030068557901,,,,13.03199996948242,,,,,13.10459251403809,,,,,,,,,,,,,,,,,,0.1424999237060511,,,,,
2011-01-13,13.19750022888184,13.23999977111816,13.09749984741211,13.14999961853027,11.94279766082764,4182000,-0.4165112116134217,0.5447816606479887,,,,13.07799987792968,,,,,13.11972821553548,,,,,,,,,,,,,,,,,,0.2125005722045898,,,,,
2011-01-14,13.13749980926514,13.19250011444092,12.97999954223633,13.0649995803833,11.86559963226318,8748000,-0.646388141541781,0.7079076609771661,,,,13.09899978637695,13.07974987030029,,,,13.10148533715142,13.07974987030029,,,,,,,,1.205512989570168,1.205512989570168,0.0,0.0,-1.205512989570168,1.205512989570168,1.205512989570168,0.0,0.0,0.3399991989135795,,,,,
