Date_TYL,Open_TYL,High_TYL,Low_TYL,Close_TYL,Adj Close_TYL,Volume_TYL,Daily Return(%)_TYL,Vol5_TYL,Vol10_TYL,Vol20_TYL,Vol60_TYL,SMA5_TYL,SMA10_TYL,SMA30_TYL,SMA60_TYL,SMA100_TYL,EMA5_TYL,EMA10_TYL,EMA30_TYL,EMA60_TYL,EMA100_TYL,Short12_TYL,Long26_TYL,MACD_TYL,SIGNAL9_TYL,Ret5/10_TYL,Ret10/30_TYL,Ret30/60_TYL,Ret30/100_TYL,Emaret5/10_TYL,Emaret10/30_TYL,Emaret30/60_TYL,Emaret30/100_TYL,RetMACD_TYL,DayRange_TYL,average20r_TYL,PRVHI_TYL,HitLevel_TYL,hitlevel_2_TYL,hitlevel_1.8_TYL
2011-01-03,20.94000053405762,21.02000045776367,20.6200008392334,20.71999931335449,20.71999931335449,235800,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.5100002288818288,,,2.2,2.0,1.8
2011-01-04,20.70000076293945,20.79000091552734,20.28000068664551,20.45999908447266,20.45999908447266,242800,-1.25482740105234,,,,,,,,,,,,,,,,,,,-0.5470947193968865,0.3395272739872994,0.3246646949604221,0.3838459803045481,-0.5419973302731302,-0.2474889197392265,0.2722317264756701,0.6000109750556757,-0.4511403539520824,0.3199996948242188,,,,,
2011-01-05,20.42000007629395,20.60000038146973,20.28000068664551,20.44000053405762,20.44000053405762,222200,-0.09774463005824963,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2600002288818288,,,,,
2011-01-06,20.3799991607666,20.45000076293945,20.19000053405762,20.35000038146973,20.35000038146973,203500,-0.440313846557539,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4500007629394602,,,,,
2011-01-07,20.35000038146973,20.44000053405762,19.98999977111816,20.36000061035156,20.36000061035156,216600,0.04914117294530778,,,,,20.46599998474121,,,,,20.46599998474121,,,,,,,,,,,,,,,,,,0.3200016021728516,,,,,
2011-01-10,20.27000045776367,20.53000068664551,20.20999908447266,20.45000076293945,20.45000076293945,266800,0.4420439582017113,0.639717682218032,,,,20.4120002746582,,,,,20.46066691080729,,,,,,,,,,,,,,,,,,0.3600006103515589,,,,,
2011-01-11,20.52000045776367,20.84000015258789,20.47999954223633,20.61000061035156,20.61000061035156,130900,0.7823953126792512,0.4757078737232612,,,,20.44200057983398,,,,,20.51044481065538,,,,,,,,,,,,,,,,,,0.3400001525878906,,,,,
2011-01-12,20.75,20.93000030517578,20.59000015258789,20.79999923706055,20.79999923706055,115900,0.9218758907438507,0.5562343372903198,,,,20.51400032043457,,,,,20.60696295279044,,,,,,,,,,,,,,,,,,0.1800003051757777,,,,,
2011-01-13,20.76000022888184,20.86000061035156,20.68000030517578,20.79999923706055,20.79999923706055,89900,0.0,0.4170760109672739,,,,20.60400009155273,,,,,20.67130838088048,,,,,,,,,,,,,,,,,,0.610000610351559,,,,,
2011-01-14,20.80999946594238,21.27000045776367,20.65999984741211,21.21999931335449,21.21999931335449,233700,2.019231210093508,0.7523861722959203,,,,20.77599983215332,20.62099990844727,,,,20.85420535837182,20.62099990844727,,,,,,,,-1.366630619993474,-1.366630619993474,0.0,0.0,1.366630619993474,-1.366630619993474,-1.366630619993474,0.0,0.0,0.4200000762939489,,,,,
