time,negative,neutral,positive,negative_max,negative_avg,positive_max,positive_avg
2018-02-12,0,0,1,0.0090809669345617,0.0090809669345617,0.7812420129776001,0.7812420129776001
2018-02-13,0,0,1,0.029785580933094,0.029785580933094,0.9622209668159484,0.9622209668159484
2018-02-19,0,0,1,0.0017449798760935,0.0017449798760935,0.9927451014518738,0.9927451014518738
2018-02-23,1,6,1,0.8281006217002869,0.1915777018875815,0.7197285890579224,0.2194070278201252
2018-02-26,0,0,1,0.0117334742099046,0.0117334742099046,0.8158685564994812,0.8158685564994812
2018-02-27,0,0,1,0.0018916261615231,0.0018916261615231,0.9941412806510924,0.9941412806510924
2018-03-01,0,0,1,0.0138201499357819,0.0138201499357819,0.9581546783447266,0.9581546783447266
2018-03-05,1,0,1,0.3613388538360595,0.1844085310585796,0.9665696620941162,0.6492592990398407
2018-03-12,1,0,1,0.6781906485557556,0.34924058895558113,0.9699143767356871,0.6312472820281981
2018-03-14,0,0,1,0.0080585815012454,0.0080585815012454,0.9192904233932496,0.9192904233932496
2018-03-23,0,0,3,0.0225331783294677,0.014533455173174467,0.982776403427124,0.8042471408843994
2018-03-26,0,1,0,0.0810338482260704,0.0810338482260704,0.0541570819914341,0.0541570819914341
2018-03-27,0,0,2,0.0123212207108736,0.00876459153369065,0.971301019191742,0.9677639603614808
2018-04-02,6,1,3,0.9953022003173828,0.6057764248573221,0.9971544742584229,0.2969927226891741
2018-04-03,6,0,0,0.9948452711105348,0.9181351661682129,0.3149598836898803,0.06152238735618685
2018-04-09,0,0,2,0.0064496211707592,0.0048980651190504,0.9928077459335328,0.9140198230743408
2018-04-10,0,1,4,0.2889722287654876,0.06390126494225108,0.9962604641914368,0.7518363624811173
2018-04-11,3,0,4,0.95449036359787,0.40989628740187195,0.9857748746871948,0.5740274254764829
2018-04-17,1,0,0,0.558442234992981,0.558442234992981,0.3471617698669433,0.3471617698669433
2018-04-19,0,1,0,0.0482866540551185,0.0482866540551185,0.4461424052715301,0.4461424052715301
2018-04-23,1,0,1,0.5669026970863342,0.2867814118508249,0.8864807486534119,0.6515367776155472
2018-04-26,0,2,0,0.0142650995403528,0.01132342731580135,0.166724756360054,0.0882109957747161
2018-04-27,2,2,11,0.9454488158226012,0.13318263432399055,0.9982492923736572,0.7286102142767049
2018-04-30,3,2,5,0.907296657562256,0.23876154653262346,0.9979395270347596,0.5958778135478496
2018-05-01,0,0,1,0.0026898419018834,0.0026898419018834,0.9963010549545288,0.9963010549545288
2018-05-02,0,0,1,0.0048171449452638,0.0048171449452638,0.9859521389007568,0.9859521389007568
2018-05-04,1,0,0,0.922837257385254,0.922837257385254,0.0218014530837535,0.0218014530837535
2018-05-07,0,0,1,0.092242918908596,0.092242918908596,0.9057359099388124,0.9057359099388124
2018-05-08,0,0,2,0.4194462299346924,0.36453962326049805,0.5436403155326843,0.47145862877368927
2018-05-10,0,0,1,0.2434695959091186,0.2434695959091186,0.7132528424263,0.7132528424263
2018-05-14,0,3,0,0.2039790004491806,0.13238070408503214,0.0356204695999622,0.028551302850246364
2018-05-15,0,1,0,0.0060359574854373,0.0060359574854373,0.0405998043715953,0.0405998043715953
2018-05-17,0,0,1,0.0028615198098123,0.0028615198098123,0.9907296299934388,0.9907296299934388
2018-05-21,0,3,1,0.2153471410274505,0.0946660209447145,0.9747092723846436,0.3229378936812281
2018-05-22,1,0,0,0.6842522025108337,0.6842522025108337,0.0962190479040145,0.0962190479040145
2018-05-23,0,1,1,0.0473197437822818,0.02717153355479235,0.9300719499588012,0.5572533085942268
2018-05-31,0,0,1,0.0095853013917803,0.0095853013917803,0.985675811767578,0.985675811767578
2018-06-07,0,0,1,0.002180382842198,0.002180382842198,0.9884090423583984,0.9884090423583984
2018-06-11,0,0,1,0.0607360526919364,0.0607360526919364,0.5184003710746765,0.5184003710746765
