Date_MPWR,Open_MPWR,High_MPWR,Low_MPWR,Close_MPWR,Adj Close_MPWR,Volume_MPWR,Daily Return(%)_MPWR,Vol5_MPWR,Vol10_MPWR,Vol20_MPWR,Vol60_MPWR,SMA5_MPWR,SMA10_MPWR,SMA30_MPWR,SMA60_MPWR,SMA100_MPWR,EMA5_MPWR,EMA10_MPWR,EMA30_MPWR,EMA60_MPWR,EMA100_MPWR,Short12_MPWR,Long26_MPWR,MACD_MPWR,SIGNAL9_MPWR,Ret5/10_MPWR,Ret10/30_MPWR,Ret30/60_MPWR,Ret30/100_MPWR,Emaret5/10_MPWR,Emaret10/30_MPWR,Emaret30/60_MPWR,Emaret30/100_MPWR,RetMACD_MPWR,DayRange_MPWR,average20r_MPWR,PRVHI_MPWR,HitLevel_MPWR,hitlevel_2_MPWR,hitlevel_1.8_MPWR
2011-01-03,16.60000038146973,17.1200008392334,16.59000015258789,16.88999938964844,14.94301891326904,419300,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,1.28000068664551,,,2.2,2.0,1.8
2011-01-04,16.60000038146973,16.60000038146973,15.31999969482422,15.77000045776367,13.95212364196777,1229700,-6.631136603659068,,,,,,,,,,,,,,,,,,,0.03421762373761217,-0.07987047802918487,-0.1427173372925251,-0.31337474874389,0.1381759284968769,0.0504983704026941,-0.0590054946709944,-0.1270872184824145,-0.1189461305936675,0.6999998092651403,,,,,
2011-01-05,16.47999954223633,16.5,15.80000019073486,15.86999988555908,14.04060077667236,1178600,0.6341117621602845,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4400005340576207,,,,,
2011-01-06,15.94999980926514,16.34000015258789,15.89999961853027,16.11000061035156,14.25293731689453,496900,1.512291912559291,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2700004577636719,,,,,
2011-01-07,16.20999908447266,16.28000068664551,16.01000022888184,16.05999946594238,14.20869541168213,219200,-0.3103733241142847,,,,,16.13999996185303,,,,,16.13999996185303,,,,,,,,,,,,,,,,,,0.3199996948242116,,,,,
2011-01-10,16.01000022888184,16.07999992370605,15.76000022888184,15.97000026702881,14.12907314300537,340000,-0.560393536154379,3.21462261118366,,,,15.9560001373291,,,,,16.08333339691162,,,,,,,,,,,,,,,,,,0.2800006866455078,,,,,
2011-01-11,16.07999992370605,16.1200008392334,15.84000015258789,15.96000003814697,14.12022495269775,441700,-0.06261883979104037,0.8380238166536211,,,,15.99400005340576,,,,,16.0422222773234,,,,,,,,,,,,,,,,,,0.189999580383299,,,,,
2011-01-12,16.01000022888184,16.06999969482422,15.88000011444092,16.03000068664551,14.18215274810791,508400,0.4386005534538074,0.8195466590304932,,,,16.02600021362304,,,,,16.03814841376411,,,,,,,,,,,,,,,,,,0.1300001144409197,,,,,
2011-01-13,15.96000003814697,16.01000022888184,15.88000011444092,15.92000007629395,14.08483791351318,430400,-0.6862171281327611,0.4468234418165971,,,,15.98800010681152,,,,,15.99876563460739,,,,,,,,,,,,,,,,,,0.2600002288818395,,,,,
2011-01-14,15.9399995803833,16.10000038146973,15.84000015258789,15.97999954223633,14.13792037963867,530400,0.3768810656711168,0.5182924777033185,,,,15.97200012207032,16.05600004196167,,,,15.9925102704837,16.05600004196167,,,,,,,,0.8135116676505673,-0.8135116676505673,0.0,0.0,0.8135116676505673,0.8135116676505673,-0.8135116676505673,0.0,0.0,0.2099990844726491,,,,,
2011-01-18,16.01000022888184,16.05999946594238,15.85000038146973,15.85000038146973,14.02290534973145,242400,-0.8135116676505673,0.5829803412828617,2.231556730370661,,,15.9480001449585,15.9520001411438,,,,15.94500697414571,16.01854555823586,,,,,,,,1.703472878646356,-1.703472878646356,0.0,0.0,1.703472878646356,1.703472878646356,-1.703472878646356,0.0,0.0,0.310000419616701,,,,,
2011-01-19,15.84000015258789,15.84000015258789,15.52999973297119,15.57999992370605,13.78402709960938,452000,-1.703472878646356,0.8984268750544687,0.9027335342317379,,,15.87200012207031,15.93300008773804,,,,15.82333795733249,15.93880998832135,,,,15.99916672706604,,,,1.732987839611778,-1.732987839611778,0.0,0.0,1.732987839611778,1.732987839611778,-1.732987839611778,0.0,0.0,0.2600002288818395,,,,,
2011-01-20,15.5,15.51000022888184,15.25,15.3100004196167,13.54515266418457,377900,-1.732987839611778,0.8692442857243206,0.9898965272436296,,,15.72800006866455,15.8770001411438,,,,15.65222544476056,15.8244809758296,,,,15.8931411413046,,,,1.371652726265743,-1.371652726265743,0.0,0.0,1.371652726265743,1.371652726265743,-1.371652726265743,0.0,0.0,0.3599996566772408,,,,,
2011-01-21,15.34000015258789,15.36999988555908,15.01000022888184,15.10000038146973,13.35935974121094,318300,-1.371652726265743,0.8787591322991795,0.784493815695662,,,15.56400012969971,15.77600011825561,,,,15.46815042366362,15.69275723140053,,,,15.77111948594539,,,,-1.258275334989136,1.258275334989136,0.0,0.0,-1.258275334989136,-1.258275334989136,1.258275334989136,0.0,0.0,0.5300006866455096,,,,,
