Date_HPQ,Open_HPQ,High_HPQ,Low_HPQ,Close_HPQ,Adj Close_HPQ,Volume_HPQ,Daily Return(%)_HPQ,Vol5_HPQ,Vol10_HPQ,Vol20_HPQ,Vol60_HPQ,SMA5_HPQ,SMA10_HPQ,SMA30_HPQ,SMA60_HPQ,SMA100_HPQ,EMA5_HPQ,EMA10_HPQ,EMA30_HPQ,EMA60_HPQ,EMA100_HPQ,Short12_HPQ,Long26_HPQ,MACD_HPQ,SIGNAL9_HPQ,Ret5/10_HPQ,Ret10/30_HPQ,Ret30/60_HPQ,Ret30/100_HPQ,Emaret5/10_HPQ,Emaret10/30_HPQ,Emaret30/60_HPQ,Emaret30/100_HPQ,RetMACD_HPQ,DayRange_HPQ,average20r_HPQ,PRVHI_HPQ,HitLevel_HPQ,hitlevel_2_HPQ,hitlevel_1.8_HPQ
2011-01-03,19.1734790802002,19.7502269744873,19.1734790802002,19.40962791442871,14.27017116546631,42656924,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.3451404571533203,,,2.2,2.0,1.8
2011-01-04,19.65031814575195,19.87738418579102,19.5322437286377,19.81380653381348,14.56732940673828,42763501,2.082361502068318,,,,,,,,,,,,,,,,,,,-0.4992757956806623,0.1007637008375517,-0.04647291962970054,0.04633733015533589,0.07447852400369862,-0.07762680050470709,0.0305832513061597,0.02588586115912212,-0.2372872729404004,0.3723888397216797,,,,,
2011-01-05,19.76839256286621,20.08174324035645,19.70935440063477,20.07266044616699,14.75763607025146,43477609,1.306432017047095,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3542232513427805,,,,,
2011-01-06,20.08174324035645,20.41780281066895,20.06357955932617,20.38147163391113,14.98467636108398,42272675,1.538466655042283,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3088092803955078,,,,,
2011-01-07,20.30426979064941,20.61307907104492,20.30426979064941,20.47683906555176,15.05479717254639,49035677,0.4679123929498679,,,,,20.03088111877441,,,,,20.03088111877441,,,,,,,,,,,,,,,,,,0.2179832458496129,,,,,
2011-01-10,20.37238883972168,20.45867347717285,20.24069023132324,20.37238883972168,14.97800254821777,28563023,-0.5100895968157437,1.014421013197632,,,,20.22343330383301,,,,,20.14471702575684,,,,,,,,,,,,,,,,,,0.3905544281005895,,,,,
2011-01-11,20.53587532043457,20.91734886169434,20.52679443359375,20.63124465942383,15.16831111907959,55004859,1.270620847357086,0.8439240904632662,,,,20.38692092895508,,,,,20.30689290364584,,,,,,,,,,,,,,,,,,0.1998195648193395,,,,,
2011-01-12,20.65849113464355,20.75840187072754,20.5585823059082,20.72661209106445,15.23843193054199,31664320,0.4622475920135845,0.8044673844502672,,,,20.51771125793457,,,,,20.44679929945205,,,,,,,,,,,,,,,,,,0.2406902313232422,,,,,
2011-01-13,20.64941024780273,20.81743812561035,20.57674789428711,20.73115348815918,15.24176788330078,28887157,0.02191094750447893,0.6559653993328143,,,,20.58764762878418,,,,,20.54158402902109,,,,,,,,,,,,,,,,,,0.3587646484375,,,,,
2011-01-14,20.76294326782227,21.07175254821777,20.71298789978027,21.00363349914551,15.44209671020508,33773175,1.314350458800865,0.7916124983149371,,,,20.69300651550293,20.36194381713867,,,,20.69560051906257,20.36194381713867,,,,,,,,0.1945885530023264,0.1945885530023264,0.0,0.0,-0.1945885530023264,0.1945885530023264,0.1945885530023264,0.0,0.0,0.1544036865234411,,,,,
2011-01-18,20.95367813110352,21.08083534240723,20.92643165588379,21.04450416564941,15.47214889526367,32492492,0.1945885530023264,0.6049050628025486,0.8057241612013518,,,20.82742958068848,20.52543144226074,,,,20.81190173459152,20.48604569868608,,,,,,,,-0.04315993438455663,-0.04315993438455663,0.0,0.0,0.04315993438455663,-0.04315993438455663,-0.04315993438455663,0.0,0.0,0.1816520690918004,,,,,
2011-01-19,20.99455070495605,21.10808372497559,20.92643165588379,21.03542137145996,15.4654655456543,36369994,-0.04315993438455663,0.552482171069712,0.7087283158100782,,,20.9082649230957,20.64759292602539,,,,20.88640828021433,20.58593218464496,,,,20.47494697570801,,,,0.9930980479060887,0.9930980479060887,0.0,0.0,-0.9930980479060887,0.9930980479060887,0.9930980479060887,0.0,0.0,0.4677562713623118,,,,,
2011-01-20,20.92643165588379,21.24886512756348,20.78110885620117,21.24432373046875,15.61905193328857,47405757,0.9930980479060887,0.6170710136124458,0.6805049899683887,,,21.01180725097656,20.76475925445557,,,,21.00571343029914,20.70563973843111,,,,20.59331263028658,,,,0.9619466223456978,0.9619466223456978,0.0,0.0,-0.9619466223456978,0.9619466223456978,0.9619466223456978,0.0,0.0,0.3678455352783203,,,,,
