Date_CDW,Open_CDW,High_CDW,Low_CDW,Close_CDW,Adj Close_CDW,Volume_CDW,Daily Return(%)_CDW,Vol5_CDW,Vol10_CDW,Vol20_CDW,Vol60_CDW,SMA5_CDW,SMA10_CDW,SMA30_CDW,SMA60_CDW,SMA100_CDW,EMA5_CDW,EMA10_CDW,EMA30_CDW,EMA60_CDW,EMA100_CDW,Short12_CDW,Long26_CDW,MACD_CDW,SIGNAL9_CDW,Ret5/10_CDW,Ret10/30_CDW,Ret30/60_CDW,Ret30/100_CDW,Emaret5/10_CDW,Emaret10/30_CDW,Emaret30/60_CDW,Emaret30/100_CDW,RetMACD_CDW,DayRange_CDW,average20r_CDW,PRVHI_CDW,HitLevel_CDW,hitlevel_2_CDW,hitlevel_1.8_CDW,Hit?_CDW,Hit?_CDW.1,Hit?_CDW.2,HitAt_2.2_CDW,HitAt_2.0_CDW,HitAt_1.8_CDW,ExitPr_2.2_CDW,ExitPr_2.0_CDW,ExitPr_1.8_CDW,ret_2.2_CDW,Ret2.0_CDW,Ret_1.8_CDW
07-08-2013,22.79999924,22.98999977,22.63999939,22.95000076,21.14358521,82800,0.613771593,1.362437179,2.455549692,2.043878748,,22.52800026,22.10100021,,,,22.56124686,22.07325188,,,,21.89777701,20.74292373,1.154853286,,0.522871146,0,0,-0.522871146,0.522871146,0.522871146,0,0,-0.522871146,-0.270000458,-0.570500374,22.63999939,22.59000015,0.098502636,0.036502361,,,,,,,,,,0,0,0
08-08-2013,23,23.10000038,22.79999924,23.06999969,21.25412941,74100,0.522871146,1.389199052,1.407107666,2.011542774,,22.81000023,22.21000023,20.55600007,,,22.73083114,22.25447875,20.55600007,,,22.07811897,20.91529973,1.162819239,,-0.08669466,-0.08669466,0,0.08669466,-0.08669466,-0.08669466,-0.08669466,0,0.08669466,-0.199998856,-0.565500259,22.79999924,22.63999939,0.023500633,-0.030499458,,,,,,,,,,0,0,0
09-08-2013,22.85000038,23.12000084,22.85000038,23.04999924,21.23570633,67400,-0.08669466,0.658950404,1.189147443,2.003938631,,22.93400002,22.35600014,20.71200002,,,22.8372205,22.39911884,20.71690325,,,22.22763901,21.07342562,1.154213391,,0.477226091,0.477226091,0,-0.477226091,0.477226091,0.477226091,0.477226091,0,-0.477226091,-0.309999466,-0.564000225,22.85000038,22.79999924,-0.125502777,-0.165502548,,,,,,,,,,0,0,0
12-08-2013,22.85000038,23.20000076,22.85000038,23.15999985,21.3370533,116200,0.477226091,0.304743288,1.189653251,2.001066493,,23.0079998,22.50200005,20.86333332,,,22.94481362,22.53746084,20.87452238,,,22.37107914,21.22798667,1.143092466,,1.036268449,1.036268449,0,-1.036268449,1.036268449,1.036268449,1.036268449,0,-1.036268449,-0.549999237,-0.538500214,22.85000038,22.85000038,0.1179986,0.055998707,,,,,,,,,,0,0,0
13-08-2013,23.13999939,23.54999924,22.85000038,23.39999962,21.55815887,102400,1.036268449,0.401551739,1.125466796,1.951710121,,23.12599983,22.68199997,21.03199997,,,23.09654228,22.69428607,21.0374564,,,22.5293746,21.38887652,1.140498077,,-0.170935935,-0.170935935,0,0.170935935,-0.170935935,-0.170935935,-0.170935935,0,0.170935935,-0.210000992,-0.516500187,22.85000038,22.85000038,0.671498108,0.56149826,,,,,,,,,,0,0,0
14-08-2013,23.29999924,23.39999962,23.14999962,23.36000061,21.52131271,72100,-0.170935935,0.494708659,1.092082326,1.958094226,,23.2079998,22.86800003,21.17000001,,,23.18436173,22.81532508,21.18729796,,,22.65716321,21.53488571,1.122277503,1.134948054,-1.541098463,-1.541098463,0,1.541098463,-1.541098463,-1.541098463,-1.541098463,0,0.961385046,-0.200000763,-0.488000202,23.14999962,22.85000038,-0.054498005,-0.096498203,,,,,,,,,,0,0,0
15-08-2013,23.39999962,23.39999962,22.79999924,23,21.18964386,280100,-1.541098463,0.961385046,1.327690266,1.983599047,,23.19399986,23.00200005,21.30066668,,,23.12290782,22.84890234,21.30424648,,,22.70990733,21.64341269,1.06649464,1.121257371,0.217387987,0.217387987,0,-0.217387987,0.217387987,0.217387987,0.217387987,0,0.968631392,-0.25,-0.497000217,22.79999924,23.14999962,-0.047998524,-0.087998676,1,,,23.14999962,,,23,,,-0.647946527,0,0
16-08-2013,22.97999954,23.09000015,22.79999924,23.04999924,21.23570633,82200,0.217387987,0.968631392,0.832118053,1.981861328,,23.19399986,23.06399994,21.42833335,,,23.09860496,22.88546541,21.41687569,,,22.76222917,21.74760429,1.014624875,1.099930872,0.173539769,0.173539769,0,-0.173539769,0.173539769,0.173539769,0.173539769,0,0.940638466,-0.38999939,-0.510500145,22.79999924,22.79999924,0.052999783,0.002999783,,,,,,,,,,0,0,0
19-08-2013,23,23.13999939,22.70000076,23.09000015,21.27256203,196100,0.173539769,0.940638466,0.688927268,1.862048479,,23.17999992,23.09399986,21.55700003,,,23.09573669,22.92265355,21.5248192,,,22.81265547,21.84704102,0.96561445,1.073067588,0.086619565,0.086619565,0,-0.086619565,0.086619565,0.086619565,0.086619565,0,0.73896692,-0.239999771,-0.511500168,22.70000076,22.79999924,0.347498512,0.269498634,1,,,22.79999924,,,23.09000015,,,1.271933883,0,0
20-08-2013,23.06999969,23.75,22.87000084,23.11000061,21.2909832,138000,0.086619565,0.73896692,0.688935622,1.844357681,,23.12200012,23.12399998,21.67733339,,,23.10049133,22.95671665,21.62708897,,,22.85840088,21.94059358,0.917807294,1.042015529,-0.34617015,-0.34617015,0,0.34617015,-0.34617015,-0.34617015,-0.34617015,0,0.738618975,-0.23000145,-0.497000217,22.87000084,22.70000076,0.016499329,-0.031500626,,,,,,,,,,0,0,0
21-08-2013,23.06999969,23.29999924,22.79999924,23.03000069,21.21728325,89000,-0.34617015,0.738618975,0.68132257,1.840890797,,23.05600014,23.13199997,21.8083334,,,23.07699445,22.97004102,21.7175994,,,22.88480085,22.02129041,0.863510442,1.006314512,-0.086845233,-0.086845233,0,0.086845233,-0.086845233,-0.086845233,-0.086845233,0,0.230138972,-0.159999847,-0.406000233,22.79999924,22.87000084,0.009002972,-0.036997318,1,,,22.87000084,,,23.03000069,,,0.699605778,0,0
22-08-2013,23.04999924,23.29999924,22.85000038,23.01000023,21.19886017,52600,-0.086845233,0.230138972,0.659947405,1.102181233,,23.05800018,23.12600002,21.92266674,,,23.05466304,22.97730633,21.8009801,,,22.90406229,22.09452817,0.809534121,0.966958433,1.129944486,1.129944486,0,-1.129944486,1.129944486,1.129944486,1.129944486,0,0.560929085,-0.399999619,-0.399000168,22.85000038,22.79999924,-0.054000568,-0.086000538,,,,,,,,,,0,0,0
23-08-2013,22.95999908,23.30999947,22.87000084,23.27000046,21.43839455,38900,1.129944486,0.560929085,0.752741828,1.011076802,,23.10200043,23.14800014,22.04800008,,,23.12644218,23.03052344,21.89575561,,,22.96036047,22.18160019,0.778760279,0.929318803,-1.246243704,-1.246243704,0,1.246243704,-1.246243704,-1.246243704,-1.246243704,0,0.854686988,-0.029998779,-0.368500042,22.87000084,22.85000038,0.480998993,0.400999069,,,,,,,,,,0,0,0
26-08-2013,23.27000046,23.27000046,22.95000076,22.97999954,21.17121887,126500,-1.246243704,0.854686988,0.847501268,1.073548588,,23.08000031,23.13000011,22.16200008,,,23.07762797,23.02133728,21.96570683,,,22.96338187,22.24074088,0.722640982,0.887983239,-3.307224735,-3.307224735,0,3.307224735,-3.307224735,-3.307224735,-3.307224735,0,1.652303702,-0.219999313,-0.33949995,22.95000076,22.87000084,-0.302502728,-0.308502483,,,,,,,,,,0,0,0
27-08-2013,22.87000084,22.90999985,22,22.21999931,20.47103691,280700,-3.307224735,1.652303702,1.237929918,1.335396418,,22.90200005,23.01200008,22.23266671,,,22.79175175,22.87563947,21.9821128,,,22.84901532,22.23920447,0.609810848,0.83234876,-1.080107014,-1.080107014,0,1.080107014,1.080107014,-1.080107014,-1.080107014,0,1.637628794,-0.079999924,-0.327999973,22,22.95000076,0.144498539,0.100498676,1,,,22.90999985,,,22.21999931,,,-3.011787598,0,0
28-08-2013,22.20999908,22.44000053,21.89999962,21.97999954,20.24993134,78300,-1.080107014,1.637628794,1.243707022,1.357258545,,22.69199982,22.87399998,22.28633334,,,22.52116768,22.71279585,21.98197646,,,22.71532058,22.22000411,0.495316478,0.764942304,0.454960799,0.454960799,0,-0.454960799,-0.454960799,0.454960799,0.454960799,0,1.722128612,-0.809999466,-0.343499947,21.89999962,22,-0.152000141,-0.168000126,1,,,22,,,21.97999954,,,-0.090911172,0,0
29-08-2013,21.86000061,22.13999939,21.27000046,22.07999992,20.342062,171500,0.454960799,1.722128612,1.236041799,1.351778864,,22.50599976,22.78199997,22.32800001,,,22.37411176,22.59774204,21.98830055,,,22.61757894,22.20963343,0.407945518,0.693542947,-0.679346101,-0.679346101,0,0.679346101,0.679346101,-0.679346101,-0.679346101,0,1.365910831,-0.079999924,-0.284499931,21.27000046,21.89999962,1.438498878,1.276498985,1,,,21.89999962,,,22.07999992,,,0.821919216,0,0
30-08-2013,22.01000023,22.15999985,21.85000038,21.93000031,20.20386887,110900,-0.679346101,1.365910831,1.218647014,1.089019837,,22.23799973,22.67000008,22.36433334,,,22.22607461,22.47633445,21.98453925,,,22.51179762,22.18891986,0.322877754,0.619409908,2.735979814,2.735979814,0,-2.735979814,-2.735979814,2.735979814,2.735979814,0,2.211039041,-0.75,-0.295499897,21.85000038,21.27000046,-0.108500099,-0.124500084,,,,,,,,,,0,0,0
03-09-2013,22.15999985,23.17000008,21.78000069,22.53000069,20.75663757,94000,2.735979814,2.211039041,1.587324891,1.205707733,,22.14799995,22.61400013,22.43733336,,,22.3273833,22.48609195,22.01973031,,,22.51459809,22.21418511,0.30041298,0.555610523,2.13049058,2.13049058,0,-2.13049058,-2.13049058,2.13049058,2.13049058,0,1.682421596,-0.989999771,-0.33399992,21.78000069,21.85000038,1.354500103,1.204500103,1,,,21.85000038,,,22.53000069,,,3.112129489,0,0
04-09-2013,22.45999908,23.01000023,22.02000046,23.01000023,21.19886017,117900,2.13049058,1.682421596,1.755816994,1.300799771,,22.30600014,22.60400009,22.53033339,,,22.55492228,22.581348,22.08361869,,,22.5908138,22.27313438,0.317679426,0.508024303,1.347237996,1.347237996,0,-1.347237996,-1.347237996,1.347237996,1.347237996,0,1.354042846,-0.520000458,-0.344499874,22.02000046,21.78000069,1.843999577,1.645999622,,,,,,,,,,0,0,0
05-09-2013,22.90999985,23.75,22.79999924,23.31999969,21.48445129,84400,1.347237996,1.354042846,1.802906779,1.327543982,,22.57400017,22.63299999,22.62200006,,,22.80994808,22.71564831,22.16338521,,,22.70299625,22.35067996,0.352316292,0.476882701,-0.343052851,-0.343052851,0,0.343052851,-0.343052851,-0.343052851,-0.343052851,0,1.502405032,-0.25,-0.343499851,22.79999924,22.02000046,0.799501133,0.695501041,,,,,,,,,,0,0,0
06-09-2013,23.30999947,23.75,22.98999977,23.23999977,21.41076088,103000,-0.343052851,1.502405032,1.80829919,1.32674851,,22.80600014,22.65599995,22.66400007,,,22.95329865,22.81098494,22.23284421,,,22.78561217,22.4165555,0.369056677,0.455317496,1.204822244,-1.204822244,0,1.204822244,-1.204822244,-1.204822244,-1.204822244,0,1.662446067,-0.299999237,-0.34849987,22.98999977,22.79999924,0.206500149,0.156500149,,,,,,,,,,0,0,0
09-09-2013,23.27000046,23.52000046,22.65999985,22.95999908,21.15279388,123700,-1.204822244,1.662446067,1.813308254,1.355833184,,23.01199989,22.62499981,22.7096667,,,22.95553213,22.83807842,22.27975743,,,22.81244093,22.45681058,0.355630352,0.435380067,-0.304885039,0.304885039,0,-0.304885039,0.304885039,0.304885039,0.304885039,0,1.324524996,-0.440000534,-0.354999924,22.65999985,22.98999977,0.311498451,0.251498604,1,,,22.98999977,,,22.95999908,,,-0.130494506,0,0
10-09-2013,23,23.23999977,22.59000015,23.03000069,21.21728325,125600,0.304885039,1.324524996,1.772062249,1.353113136,,23.11199989,22.62999992,22.75400003,,,22.98035498,22.87297338,22.32816022,,,22.84591166,22.4992691,0.346642557,0.417632565,-1.693440634,1.693440634,0,-1.693440634,1.693440634,1.693440634,1.693440634,0,1.193596596,-0.909999847,-0.372999954,22.59000015,22.65999985,0.613001251,0.525001144,1,,,22.65999985,,,23.03000069,,,1.632836901,0,0
11-09-2013,22.89999962,23.52000046,22.51000023,23.42000008,21.57658577,124700,1.693440634,1.193596596,1.387729272,1.387637454,,23.19399986,22.75,22.81466668,,,23.12690334,22.97243278,22.3986015,,,22.93423296,22.5674714,0.366761557,0.407458364,1.409051762,-1.409051762,0,1.409051762,-1.409051762,-1.409051762,-1.409051762,0,1.258135683,-0.069999695,-0.365999889,22.51000023,22.59000015,1.62899971,1.446999741,1,,,22.59000015,,,23.42000008,,,3.674191758,0,0
12-09-2013,23.39999962,23.54000092,23.02000046,23.09000015,21.27256203,672200,-1.409051762,1.258135683,1.433438557,1.423450929,,23.14799995,22.86100006,22.86766669,,,23.11460228,22.99380866,22.44320786,,,22.95819714,22.60617723,0.352019908,0.396370672,-1.775659786,1.775659786,0,-1.775659786,1.775659786,1.775659786,1.775659786,0,1.523278991,-0.600000381,-0.38599987,23.02000046,22.51000023,-0.212000561,-0.2260005,,,,,,,,,,0,0,0
13-09-2013,23.02000046,23.52000046,22.89999962,23.5,21.65028763,213800,1.775659786,1.523278991,1.488304582,1.433573543,,23.2,23.00300007,22.92900003,,,23.24306819,23.08584345,22.511388,,,23.04155143,22.67238633,0.3691651,0.390929558,1.574471656,1.574471656,0,-1.574471656,1.574471656,1.574471656,1.574471656,0,1.36695544,-0.620000839,-0.404499912,22.89999962,23.02000046,0.934000969,0.814000893,1,,,23.02000046,,,23.5,,,2.085141324,0,0
16-09-2013,23.64999962,23.96999931,23.25,23.87000084,21.99116516,187000,1.574471656,1.36695544,1.436892718,1.470205906,,23.38200035,23.19700012,22.97700005,,,23.45204574,23.22841752,22.59904044,,,23.16900518,22.76109851,0.40790667,0.39432498,-2.681195117,-2.681195117,0,2.681195117,-2.681195117,-2.681195117,-2.681195117,0,2.091180181,-0.13999939,-0.391999912,23.25,22.89999962,0.959501934,0.835501766,,,,,,,,,,0,0,0
17-09-2013,23.81999969,23.97999954,23.09000015,23.22999954,21.40154648,315500,-2.681195117,2.091180181,1.655757835,1.603898486,,23.42200012,23.26700001,22.99166667,,,23.37803034,23.22870516,22.63974748,,,23.17838893,22.79583192,0.382557008,0.391971386,2.410681809,2.410681809,0,-2.410681809,2.410681809,2.410681809,2.410681809,0,2.239385584,-0.830001831,-0.421500015,23.09000015,23.25,-0.084001255,-0.112001133,1,,,23.25,,,23.22999954,,,-0.086023474,0,0
18-09-2013,23.07999992,23.98999977,22.95999908,23.79000092,21.91746712,273600,2.410681809,2.239385584,1.691800439,1.689186626,,23.49600029,23.34500008,23.02433338,,,23.51535386,23.33075894,22.71395738,,,23.27248308,22.86947407,0.403009012,0.394178911,-1.387145096,-1.387145096,0,1.387145096,-1.387145096,-1.387145096,-1.387145096,0,2.235139886,-0.299999237,-0.424999905,22.95999908,23.09000015,1.404504013,1.238503647,1,,,23.09000015,,,23.79000092,,,3.031618702,0,0
19-09-2013,23.60000038,23.89999962,23.15999985,23.45999908,21.61343575,336900,-1.387145096,2.235139886,1.732623004,1.721293998,,23.57000008,23.35900002,23.04133333,,,23.49690227,23.35425714,22.7620891,,,23.3013317,22.91321666,0.388115034,0.392966136,-2.429666313,-2.429666313,0,2.429666313,-2.429666313,-2.429666313,-2.429666313,0,2.347536946,-0.209999084,-0.427499866,23.15999985,22.95999908,0.234998417,0.174998569,,,,,,,,,,0,0,0
20-09-2013,23.36000061,23.53000069,22.68000031,22.88999939,21.08830261,1170900,-2.429666313,2.347536946,1.905381304,1.812459236,,23.44799995,23.32399998,23.03533332,21.79566669,,23.29460131,23.26984664,22.77034138,21.79566669,,23.2380498,22.91149687,0.326552939,0.379683496,4.237663812,4.237663812,4.237663812,-4.237663812,4.237663812,4.237663812,4.237663812,4.237663812,3.113716355,-1.120000839,-0.463499928,22.68000031,23.15999985,0.034498119,-0.007501698,1,,,23.15999985,,,22.88999939,,,-1.165805093,0,0
23-09-2013,22.89999962,23.95000076,22.73999977,23.86000061,21.98195457,442400,4.237663812,3.113716355,2.301953016,2.034939274,1.858244404,23.44599991,23.41400013,23.06233336,21.88716669,,23.48306774,23.37714736,22.84064198,21.86334977,,23.33373454,22.9817564,0.351978141,0.374142425,1.844084725,1.844084725,1.844084725,-1.844084725,1.844084725,1.844084725,1.844084725,1.844084725,2.766992829,-0.449998856,-0.484499931,22.73999977,22.68000031,2.000501919,1.776501751,,,,,,,,,,0,0,0
24-09-2013,23.87000084,24.38999939,23.85000038,24.29999924,22.38731956,393900,1.844084725,2.766992829,2.345271425,2.041067045,1.863283436,23.65999985,23.54099998,23.10033334,21.98183333,,23.75537824,23.54493861,22.93479406,21.94323992,,23.48239065,23.07940402,0.402986631,0.379911266,-0.699588813,-0.699588813,-0.699588813,0.699588813,-0.699588813,-0.699588813,-0.699588813,-0.699588813,2.701168932,-0.129999161,-0.479999924,23.85000038,22.73999977,0.505497551,0.41549778,,,,,,,,,,0,0,0
25-09-2013,24.29999924,24.43000031,24,24.12999916,22.23069954,263200,-0.699588813,2.701168932,2.339177269,1.875091599,1.851763559,23.7279995,23.61199989,23.12466666,22.07833331,,23.88025188,23.65131326,23.01190406,22.01493694,,23.58202273,23.15722588,0.424796847,0.388888382,-0.580188125,-0.580188125,-0.580188125,0.580188125,-0.580188125,-0.580188125,-0.580188125,-0.580188125,2.596256812,-0.159999847,-0.48399992,24,23.85000038,-0.19400177,-0.220001602,,,,,,,,,,0,0,0
