Date_ZBRA,Open_ZBRA,High_ZBRA,Low_ZBRA,Close_ZBRA,Adj Close_ZBRA,Volume_ZBRA,Daily Return(%)_ZBRA,Vol5_ZBRA,Vol10_ZBRA,Vol20_ZBRA,Vol60_ZBRA,SMA5_ZBRA,SMA10_ZBRA,SMA30_ZBRA,SMA60_ZBRA,SMA100_ZBRA,EMA5_ZBRA,EMA10_ZBRA,EMA30_ZBRA,EMA60_ZBRA,EMA100_ZBRA,Short12_ZBRA,Long26_ZBRA,MACD_ZBRA,SIGNAL9_ZBRA,Ret5/10_ZBRA,Ret10/30_ZBRA,Ret30/60_ZBRA,Ret30/100_ZBRA,Emaret5/10_ZBRA,Emaret10/30_ZBRA,Emaret30/60_ZBRA,Emaret30/100_ZBRA,RetMACD_ZBRA,DayRange_ZBRA,average20r_ZBRA,PRVHI_ZBRA,HitLevel_ZBRA,hitlevel_2_ZBRA,hitlevel_1.8_ZBRA,Hit?_ZBRA,Hit?_ZBRA.1,Hit?_ZBRA.2,HitAt_2.2_ZBRA,HitAt_2.0_ZBRA,HitAt_1.8_ZBRA,ExitPr_2.2_ZBRA,ExitPr_2.0_ZBRA,ExitPr_1.8_ZBRA,ret_2.2_ZBRA,Ret2.0_ZBRA,Ret_1.8_ZBRA
2011-01-03,38.27000045776367,38.81000137329102,38.04000091552734,38.20000076293945,38.20000076293945,231700,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.8299980163574148,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,38.47999954223633,38.47999954223633,37.65000152587891,37.84000015258789,37.84000015258789,192300,-0.9424099559202752,,,,,,,,,,,,,,,,,,,-0.10542524018760688,0.03710053646197046,0.27151052946831505,-0.08251973438730895,-0.18307795334912155,0.3296762725482207,0.17735523550789054,0.11907131223783485,0.22052760766314547,0.4499969482421946,,,,,,200.0,287.0,390.0,,,,,,,-0.09498644191255157,-0.17673637259100008,-0.27408871662480944
2011-01-05,37.63999938964844,37.91999816894531,37.47000122070312,37.79999923706055,37.79999923706055,186100,-0.10571066428658055,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200027465820241,,,,,,,,,,,,,,,,,
2011-01-06,37.88000106811523,37.88000106811523,37.2599983215332,37.47999954223633,37.47999954223633,287400,-0.8465600563041255,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94000244140625,,,,,,,,,,,,,,,,,
2011-01-07,37.47000122070312,38.13000106811523,37.18999862670898,37.59999847412109,37.59999847412109,247200,0.32016791182062676,,,,,37.783999633789065,,,,,37.783999633789065,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,
2011-01-10,37.54999923706055,38.0099983215332,37.2599983215332,37.70999908447266,37.70999908447266,303800,0.2925548266372583,0.6073277092830683,,,,37.6859992980957,,,,,37.759332784016934,,,,,,,,,,,,,,,,,,0.9699974060058594,,,,,,,,,,,,,,,,,
2011-01-11,37.81999969482422,38.66999816894531,37.70000076293945,38.5099983215332,38.5099983215332,209100,2.121451223768246,1.093326798599064,,,,37.81999893188477,,,,,38.00955462985569,,,,,,,,,,,,,,,,,,0.5900001525878906,,,,,,,,,,,,,,,,,
2011-01-12,38.86999893188477,38.86999893188477,38.27999877929688,38.54999923706055,38.54999923706055,122100,0.1038715068054856,1.0750466852898222,,,,37.96999893188477,,,,,38.18970283225731,,,,,,,,,,,,,,,,,,0.3699989318847656,,,,,,,,,,,,,,,,,
2011-01-13,38.61000061035156,38.95000076293945,38.58000183105469,38.79000091552734,38.79000091552734,141200,0.6225724597059421,0.8203446807511019,,,,38.231999206542966,,,,,38.38980219334732,,,,,,,,,,,,,,,,,,0.2999992370605469,,,,,,,,,,,,,,,,,
2011-01-14,38.68000030517578,38.81999969482422,38.52000045776367,38.66999816894531,38.66999816894531,133000,-0.30936515532276765,0.9323663281598662,,,,38.44599914550781,38.11499938964844,,,,38.483200851879985,38.11499938964844,,,,,,,,0.7758031186014605,0.7758031186014605,0.0,0.0,-0.7758031186014605,0.7758031186014605,0.7758031186014605,0.0,0.0,0.6500015258789062,,,,,,,,,,,,,,,,,
