Date_STX,Open_STX,High_STX,Low_STX,Close_STX,Adj Close_STX,Volume_STX,Daily Return(%)_STX,Vol5_STX,Vol10_STX,Vol20_STX,Vol60_STX,SMA5_STX,SMA10_STX,SMA30_STX,SMA60_STX,SMA100_STX,EMA5_STX,EMA10_STX,EMA30_STX,EMA60_STX,EMA100_STX,Short12_STX,Long26_STX,MACD_STX,SIGNAL9_STX,Ret5/10_STX,Ret10/30_STX,Ret30/60_STX,Ret30/100_STX,Emaret5/10_STX,Emaret10/30_STX,Emaret30/60_STX,Emaret30/100_STX,RetMACD_STX,DayRange_STX,average20r_STX,PRVHI_STX,HitLevel_STX,hitlevel_2_STX,hitlevel_1.8_STX,Hit?_STX,Hit?_STX.1,Hit?_STX.2,HitAt_2.2_STX,HitAt_2.0_STX,HitAt_1.8_STX,ExitPr_2.2_STX,ExitPr_2.0_STX,ExitPr_1.8_STX,ret_2.2_STX,Ret2.0_STX,Ret_1.8_STX
2011-01-31,13.82999992370605,14.01000022888184,13.5,14.0,8.324029922485352,11289200,1.449273960151229,1.4797528997342275,2.6372767169031905,,,13.797999954223632,13.78100004196167,,,,13.847707215014143,13.881161011097289,,,,13.917360965589971,,,,-0.35714421953471237,-0.35714421953471237,0.0,0.0,0.35714421953471237,0.35714421953471237,-0.35714421953471237,0.0,0.0,0.2899999618530309,0.42500000000000054,14.01000022888184,,,,,,,,,,,,,,,
2011-02-01,14.06999969482422,14.17000007629395,13.88000011444092,13.94999980926514,8.294301986694336,13071100,-0.35714421953471237,1.5126316512488651,2.4993766215021163,1.9472410769701494,,13.88799991607666,13.718000030517578,,,,13.881804746431143,13.893677156218715,,,,13.922382326155383,,,,2.2222252606111645,2.2222252606111645,0.0,0.0,-2.2222252606111645,-2.2222252606111645,2.2222252606111645,0.0,0.0,0.5399999618530309,0.4260000228881841,14.17000007629395,13.075000228881839,13.160000228881838,13.245000228881839,,,,,,,,,,0.0,0.0,0.0
2011-02-02,13.89999961853027,14.4399995803833,13.89999961853027,14.26000022888184,8.478617668151855,10753800,2.2222252606111645,1.6499871346217494,2.4310676450244046,2.01432761418118,,14.002000045776366,13.73100004196167,,,,14.007869907248043,13.960281351248373,,,,13.974323541959453,,,,-0.21038349343604473,-0.21038349343604473,0.0,0.0,0.21038349343604473,-0.21038349343604473,-0.21038349343604473,0.0,0.0,0.30000019073485973,0.42400002479553256,14.4399995803833,13.232800025939946,13.318000030517583,13.40320003509522,,,,,,,,,,0.0,0.0,0.0
2011-02-03,14.14999961853027,14.30000019073486,14.0,14.22999954223633,8.46078109741211,5254500,-0.21038349343604473,1.473932814293222,1.295296475696332,2.0123835339533316,,14.047999954223632,13.822999954223633,,,,14.081913118910807,14.00932102233709,,,,14.013658311232819,,,,0.7027433920353015,0.7027433920353015,0.0,0.0,-0.7027433920353015,0.7027433920353015,0.7027433920353015,0.0,0.0,0.3199996948242205,0.4144999980926521,14.30000019073486,13.50719952583313,13.591999530792236,13.676799535751343,,,,,,,,,,0.0,0.0,0.0
2011-02-04,14.21000003814697,14.44999980926514,14.13000011444092,14.32999992370605,8.520238876342773,8457500,0.7027433920353015,1.09614391592352,1.256019368400699,2.0185873675046184,,14.15399990081787,13.92799997329712,,,,14.164608720509221,14.067626277131446,,,,14.062326251613316,,,,0.34891968598098394,0.34891968598098394,0.0,0.0,-0.34891968598098394,0.34891968598098394,0.34891968598098394,0.0,0.0,0.21000003814697088,0.40850000381469764,14.44999980926514,13.388100194931026,13.471000194549555,13.553900194168087,,,,,,,,,,0.0,0.0,0.0
2011-02-07,14.32999992370605,14.48999977111816,14.27999973297119,14.38000011444092,8.549965858459473,5090600,0.34891968598098394,1.0320869599807403,1.2059921688906456,1.9767759598720194,,14.229999923706055,14.013999938964844,,,,14.23640585181979,14.124421520278622,,,,14.111199153586794,,,,0.41724245803118865,0.41724245803118865,0.0,0.0,-0.41724245803118865,0.41724245803118865,0.41724245803118865,0.0,0.0,0.2799997329711914,0.4105000019073487,14.48999977111816,13.551299800872805,13.632999801635744,13.714699802398684,,,,,,,,,,0.0,0.0,0.0
2011-02-08,14.39999961853027,14.59000015258789,14.3100004196167,14.4399995803833,8.58564281463623,7553500,0.41724245803118865,0.9150287504402113,1.1786735139816333,1.9638149491090202,,14.327999877929688,14.107999897003173,,,,14.304270428007626,14.181799349388562,,,,14.161783834632411,14.155769201425406,0.00601463320700546,,-0.13850072486511295,-0.13850072486511295,0.0,0.0,0.13850072486511295,-0.13850072486511295,-0.13850072486511295,0.0,0.0,0.3100004196166992,0.4070000171661376,14.59000015258789,13.586899766921993,13.668999767303463,13.751099767684932,,,,,,,,,,0.0,0.0,0.0
2011-02-09,14.40999984741211,14.53999996185303,14.22999954223633,14.42000007629395,8.573752403259277,5978800,-0.13850072486511295,0.3880201688558003,1.1742740524143402,1.9346192946707172,,14.359999847412109,14.180999946594238,,,,14.342846977436402,14.225108572462268,,,,14.201509410272648,14.175341858823076,0.02616755144957139,,-0.20804252990621652,-0.20804252990621652,0.0,0.0,0.20804252990621652,-0.20804252990621652,-0.20804252990621652,0.0,0.0,0.17999935150147017,0.3999999523162846,14.53999996185303,13.694600114822387,13.776000118255615,13.857400121688842,,,,,,,,,,0.0,0.0,0.0
2011-02-10,14.32999992370605,14.44999980926514,14.27000045776367,14.39000034332275,8.555914878845215,5040000,-0.20804252990621652,0.3873658535706007,1.0176610554238672,1.9330309901270282,,14.392000007629395,14.219999980926513,,,,14.358564766065186,14.2550888944369,,,,14.230508015357278,14.191242487304534,0.03926552805274497,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18000030517577947,0.3964999675750736,14.44999980926514,13.660000066757203,13.74000005722046,13.820000047683717,,,,,,,,,,0.0,0.0,0.0
2011-02-11,14.26000022888184,14.40999984741211,14.22999954223633,14.39000034332275,8.555914878845215,5345500,0.0,0.2842025504131576,0.8350949536697936,1.9208386158517583,,14.404000091552735,14.278999996185302,,,,14.369043291817707,14.279618248779782,,,,14.255045296582736,14.20596529145403,0.04908000512870636,,-0.6949296670178567,-0.6949296670178567,0.0,0.0,0.6949296670178567,-0.6949296670178567,-0.6949296670178567,0.0,0.0,0.3899993896484393,0.3979999542236331,14.40999984741211,13.577699880599978,13.656999874114993,13.736299867630008,,,,,,,,,,0.0,0.0,0.0
2011-02-14,14.35000038146973,14.65999984741211,14.27000045776367,14.28999996185303,8.49645709991455,6053100,-0.6949296670178567,0.4004840575936492,0.8172887150603302,1.9092183688100735,,14.386000061035157,14.307999992370606,14.1846666653951,,,14.342695515162815,14.281505832974917,14.1846666653951,,,14.26042293739355,14.212190081853956,0.048232855539593444,,-0.48985090980463286,-0.48985090980463286,-0.48985090980463286,0.0,0.48985090980463286,-0.48985090980463286,-0.48985090980463286,-0.48985090980463286,0.0,0.35000038146972123,0.39800000190734863,14.65999984741211,13.534399948120116,13.613999938964843,13.69359992980957,,,,,,,,,,0.0,0.0,0.0
2011-02-15,14.27000045776367,14.46000003814697,14.10999965667725,14.22000026702881,8.454835891723633,6632400,-0.48985090980463286,0.2812271170844312,0.8284893165078747,1.8387871493433026,,14.342000198364257,14.335000038146973,14.1596666653951,,,14.301797099118147,14.270323002802897,14.186946252597277,,,14.254204065029743,14.21276861408913,0.04143545094061274,,-2.390999621682368,-2.390999621682368,-2.390999621682368,0.0,2.390999621682368,-2.390999621682368,-2.390999621682368,-2.390999621682368,0.0,0.5500001907348597,0.3855000019073486,14.46000003814697,13.784399843215942,13.863999843597412,13.943599843978882,,,,,,,,,,0.0,0.0,0.0
2011-02-16,14.25,14.27999973297119,13.72999954223633,13.88000011444092,8.252685546875,12388000,-2.390999621682368,0.9512595798551698,0.8580718955712926,1.785310196226074,,14.234000205993652,14.29700002670288,14.129666678110759,,,14.16119810422574,14.199355204918902,14.167143275942028,,,14.196634226477617,14.18811909559667,0.008515130880946131,,0.14409551584125263,-0.14409551584125263,-0.14409551584125263,0.0,0.14409551584125263,0.14409551584125263,-0.14409551584125263,-0.14409551584125263,0.0,0.34000015258788885,0.3699999809265136,14.27999973297119,13.611900033950803,13.689000034332274,13.766100034713743,,,1.0,,,13.766100034713743,,,13.88000011444092,0.0,0.0,0.8273954093022502
2011-02-17,13.85999965667725,13.93000030517578,13.59000015258789,13.85999965667725,8.240789413452148,7833800,-0.14409551584125263,0.960862737136835,0.8588082761819212,1.1728520475752606,,14.128000068664551,14.260000038146973,14.101666673024495,,,14.060798621709576,14.137654196147691,14.147327558570106,,,14.144844292662176,14.16381395197301,-0.01896965931083372,,1.0100966314309583,-1.0100966314309583,-1.0100966314309583,0.0,1.0100966314309583,1.0100966314309583,1.0100966314309583,-1.0100966314309583,0.0,0.3899993896484393,0.37449994087219257,13.93000030517578,13.46599977493286,13.539999771118163,13.613999767303465,,,1.0,,,13.613999767303465,,,13.85999965667725,0.0,0.0,1.80696263830266
2011-02-18,13.8100004196167,13.85999965667725,13.47000026702881,13.72000026702881,8.157551765441895,8299000,-1.0100966314309583,0.8669330122584102,0.8152167222685476,1.2009436446513386,,13.994000053405765,14.199000072479247,14.067333348592122,,,13.947199170149322,14.061717118126076,14.119758055890024,,,14.079483673333966,14.130938864199365,-0.05145519086539885,0.01647625611366088,3.4256578562778204,-3.4256578562778204,-3.4256578562778204,0.0,3.4256578562778204,3.4256578562778204,3.4256578562778204,-3.4256578562778204,3.4256578562778204,0.5299997329711896,0.3809999465942385,13.85999965667725,13.106100435256955,13.181000423431394,13.255900411605833,,,,,,,,,,0.0,0.0,0.0
2011-02-22,13.51000022888184,13.61999988555908,13.09000015258789,13.25,7.878101825714111,9425700,-3.4256578562778204,1.3784604710339867,1.1979563758477763,1.381866523495143,,13.786000061035157,14.086000061035156,14.026666673024495,,,13.714799446766214,13.914132187557698,14.063644632929378,,,13.951870800513356,14.06568413351793,-0.11381333300457364,-0.009581661709986023,3.9999979846882234,-3.9999979846882234,-3.9999979846882234,0.0,3.9999979846882234,3.9999979846882234,3.9999979846882234,-3.9999979846882234,3.9999979846882234,0.7700004577636701,0.40699996948242206,13.61999988555908,13.021799774169924,13.097999763488772,13.17419975280762,,1.0,1.0,,13.097999763488772,13.17419975280762,,13.25,13.25,0.0,1.160484343074541,0.5753688923399342
2011-02-23,13.19999980926514,13.25,12.47999954223633,12.72000026702881,7.562976837158203,19631800,-3.9999979846882234,1.6140906172800942,1.4775343487212718,1.6353218066932524,,13.48600006103516,13.914000129699707,13.973333358764648,,,13.383199720187081,13.69701729291608,13.97695789964547,,,13.76235225690035,13.966003847111327,-0.20365159021097767,-0.04839564741018436,-0.15722880243320705,-0.15722880243320705,0.15722880243320705,0.0,-0.15722880243320705,-0.15722880243320705,-0.15722880243320705,0.15722880243320705,-0.15722880243320705,0.2100000381469691,0.393499994277954,13.25,12.724599952697751,12.805999946594236,12.88739994049072,1.0,1.0,1.0,12.724599952697751,12.805999946594236,12.88739994049072,12.72000026702881,12.72000026702881,12.72000026702881,-0.036147978608677564,-0.6715577067318128,-1.2989406259982625
2011-02-24,12.69999980926514,12.8100004196167,12.60000038146973,12.73999977111816,7.574869155883789,11382500,0.15722880243320705,1.9113341188027444,1.504962711430858,1.5905345728436397,,13.257999992370605,13.74600009918213,13.927333354949951,,,13.168799737164107,13.523014107134639,13.897154149417903,,,13.605067259087704,13.875188730371093,-0.2701214712833888,-0.09274081218482524,-0.70643763112085,-0.70643763112085,0.70643763112085,0.0,-0.70643763112085,-0.70643763112085,-0.70643763112085,0.70643763112085,-0.70643763112085,0.28999996185302024,0.38399996757507254,12.8100004196167,12.3843000125885,12.463000011444091,12.541700010299683,,,,,,,,,,0.0,0.0,0.0
