Date_MSI,Open_MSI,High_MSI,Low_MSI,Close_MSI,Adj Close_MSI,Volume_MSI,Daily Return(%)_MSI,Vol5_MSI,Vol10_MSI,Vol20_MSI,Vol60_MSI,SMA5_MSI,SMA10_MSI,SMA30_MSI,SMA60_MSI,SMA100_MSI,EMA5_MSI,EMA10_MSI,EMA30_MSI,EMA60_MSI,EMA100_MSI,Short12_MSI,Long26_MSI,MACD_MSI,SIGNAL9_MSI,Ret5/10_MSI,Ret10/30_MSI,Ret30/60_MSI,Ret30/100_MSI,Emaret5/10_MSI,Emaret10/30_MSI,Emaret30/60_MSI,Emaret30/100_MSI,RetMACD_MSI,DayRange_MSI,average20r_MSI,PRVHI_MSI,HitLevel_MSI,hitlevel_2_MSI,hitlevel_1.8_MSI,Hit?_MSI,Hit?_MSI.1,Hit?_MSI.2,HitAt_2.2_MSI,HitAt_2.0_MSI,HitAt_1.8_MSI,ExitPr_2.2_MSI,ExitPr_2.0_MSI,ExitPr_1.8_MSI,ret_2.2_MSI,Ret2.0_MSI,Ret_1.8_MSI
2011-01-03,36.78675079345703,37.31227493286133,36.70589828491211,36.82717514038086,30.19083404541016,1119035,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,2.870002746582024,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,37.29999923706055,39.9900016784668,37.11999893188477,39.77000045776367,32.60337066650391,12818600,7.9909070032254945,,,,,,,,,,,,,,,,,,,-0.39156473254777036,-0.22070451618035314,-0.20812139821784806,-0.29105723290771374,-0.013131225892082857,-0.11002694057648371,-0.11154147809233586,-0.12654828794312878,-0.4017249303975614,1.3699989318847727,,,,,,200.0,270.0,372.0,,,,,,,0.2927283063288536,0.25453568941988824,0.1584995918582747
2011-01-05,39.09000015258789,40.36999893188477,39.0,39.83000183105469,32.65254974365234,7825500,0.1508709394025227,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0699996948242188,,,,,,,,,,,,,,,,,
2011-01-06,39.91999816894531,40.09000015258789,39.02000045776367,39.68000030517578,32.52958679199219,6588800,-0.37660436601324215,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1200027465820312,,,,,,,,,,,,,,,,,
2011-01-07,39.54000091552734,39.65000152587891,38.52999877929688,38.90000152587891,31.8901481628418,5385000,-1.9657227149646124,,,,,39.00143585205078,,,,,39.00143585205078,,,,,,,,,,,,,,,,,,0.9600028991699361,,,,,,,,,,,,,,,,,
2011-01-10,38.63000106811523,39.31000137329102,38.34999847412109,38.52999877929688,31.58681678771973,5551900,-0.9511638356514727,4.002711226160973,,,,39.342000579833986,,,,,38.84429016113282,,,,,,,,,,,,,,,,,,0.7800025939941406,,,,,,,,,,,,,,,,,
2011-01-11,38.61000061035156,38.95000076293945,38.16999816894531,38.38000106811523,31.46383666992188,4992700,-0.3893011054603311,0.8046790302788693,,,,39.0640007019043,,,,,38.68952713012696,,,,,,,,,,,,,,,,,,0.759998321533196,,,,,,,,,,,,,,,,,
2011-01-12,38.31999969482422,38.59999847412109,37.84000015258789,37.95999908447266,31.11952018737793,5618700,-1.0943250962842912,0.6510649847398643,,,,38.69000015258789,,,,,38.446351114908865,,,,,,,,,,,,,,,,,,0.3999977111816406,,,,,,,,,,,,,,,,,
2011-01-13,37.77000045776367,38.16999816894531,37.77000045776367,37.84999847412109,31.02934455871582,4711100,-0.2897803293060981,0.6712086118182217,,,,38.32399978637695,,,,,38.24756690131294,,,,,,,,,,,,,,,,,,0.7299995422363139,,,,,,,,,,,,,,,,,
2011-01-14,37.68000030517578,38.29000091552734,37.56000137329102,38.27999877929688,31.38186264038086,4145000,1.1360642602662099,0.8837080572779056,,,,38.199999237060545,38.600717544555664,,,,38.25837752730759,38.600717544555664,,,,,,,,1.4890274634295284,-1.4890274634295284,0.0,0.0,1.4890274634295284,1.4890274634295284,-1.4890274634295284,0.0,0.0,0.5900001525878906,,,,,,,,,,,,,,,,,
2011-01-18,37.93000030517578,38.18999862670898,37.59999847412109,37.70999908447266,30.91457939147949,2717200,-1.4890274634295284,1.0045683833503198,2.847767212703211,,,38.0359992980957,38.68899993896484,,,,38.07558471302928,38.43876873363148,,,,,,,,0.9811692942658335,-0.9811692942658335,0.0,0.0,0.9811692942658335,0.9811692942658335,-0.9811692942658335,0.0,0.0,0.5,,,,,,,,,,,,,,,,,
2011-01-19,37.54999923706055,37.61999893188477,37.11999893188477,37.34000015258789,30.61125373840332,3626900,-0.9811692942658335,1.0337183548595037,0.877530369478179,,,37.827999114990234,38.44599990844726,,,,37.830389859548816,38.23899262798719,,,,38.42143122355143,,,,0.8034259127868864,-0.8034259127868864,0.0,0.0,0.8034259127868864,0.8034259127868864,-0.8034259127868864,0.0,0.0,0.8199996948242188,,,,,,,,,,,,,,,,,
2011-01-20,37.18999862670898,37.34000015258789,36.52000045776367,37.04000091552734,30.36531066894531,3609700,-0.8034259127868864,1.0026975041886896,0.8346188378212025,,,37.64399948120117,38.16699981689453,,,,37.56692687820832,38.02099413481267,,,,38.208903483855416,,,,-0.2969778823775999,0.2969778823775999,0.0,0.0,-0.2969778823775999,-0.2969778823775999,0.2969778823775999,0.0,0.0,0.5900001525878906,,,,,,,,,,,,,,,,,
2011-01-21,37.2599983215332,37.65999984741211,37.06999969482422,37.15000152587891,30.45549392700195,3233400,0.2969778823775999,1.0637997577527243,0.8907456217898136,,,37.50400009155273,37.91399993896484,,,,37.42795176076518,37.86263184227926,,,,38.045995490320564,,,,-4.064598275941718,4.064598275941718,0.0,0.0,-4.064598275941718,-4.064598275941718,4.064598275941718,0.0,0.0,1.549999237060554,,,,,,,,,,,,,,,,,
2011-01-24,37.13000106811523,38.68000030517578,37.13000106811523,38.65999984741211,31.69339179992676,7372400,4.064598275941718,2.2470989974445623,1.634282681084498,,,37.58000030517578,37.88999977111816,,,,37.83863445631416,38.0076078432125,,,,38.14045769910388,,,,-0.10346848340720158,0.10346848340720158,0.0,0.0,-0.10346848340720158,-0.10346848340720158,0.10346848340720158,0.0,0.0,1.0100021362304688,,,,,,,,,,,,,,,,,
2011-01-25,37.95000076293945,38.7400016784668,37.72999954223633,38.70000076293945,31.72618103027344,5569600,0.10346848340720158,2.0488463388848484,1.6034084140769362,,,37.77800064086914,37.90699996948242,,,,38.125756558522596,38.13349746498103,,,,38.22654124738628,,,,-1.395351175404804,1.395351175404804,0.0,0.0,-1.395351175404804,-1.395351175404804,1.395351175404804,0.0,0.0,0.8000030517578267,,,,,,,,,,,,,,,,,
2011-01-26,38.61999893188477,39.40000152587891,38.59999847412109,39.2400016784668,32.16886901855469,5959000,1.395351175404804,1.8773498549697913,1.6471338789405725,,,38.15800094604492,37.99300003051758,,,,38.497171598503996,38.33468004925117,,,,38.38245823678328,,,,-1.681956725741652,-1.681956725741652,0.0,0.0,1.681956725741652,-1.681956725741652,-1.681956725741652,0.0,0.0,0.920001983642571,,,,,,,,,,,,,,,,,
2011-01-27,38.38999938964844,39.22000122070312,38.29999923706055,38.58000183105469,31.6278018951416,4044100,-1.681956725741652,2.1156543560060164,1.7091002386281902,,,38.46600112915039,38.05500030517578,,,,38.52478167602089,38.37928400957908,,,,38.41284955897888,,,,-1.6070573280350589,-1.6070573280350589,0.0,0.0,1.6070573280350589,-1.6070573280350589,-1.6070573280350589,0.0,0.0,1.170001983642564,,,,,,,,,,,,,,,,,
2011-01-28,38.79000091552734,39.04000091552734,37.86999893188477,37.95999908447266,31.11952018737793,2917500,-1.6070573280350589,2.3903817087783614,1.7973959009110647,,,38.62800064086914,38.066000366210936,,,,38.336520812171486,38.30305038683246,,,,38.34318025520869,,,,2.1338287482265383,2.1338287482265383,0.0,0.0,-2.1338287482265383,2.1338287482265383,2.1338287482265383,0.0,0.0,1.05999755859375,,,,,,,,,,,,,,,,,
