Date_FTNT,Open_FTNT,High_FTNT,Low_FTNT,Close_FTNT,Adj Close_FTNT,Volume_FTNT,Daily Return(%)_FTNT,Vol5_FTNT,Vol10_FTNT,Vol20_FTNT,Vol60_FTNT,SMA5_FTNT,SMA10_FTNT,SMA30_FTNT,SMA60_FTNT,SMA100_FTNT,EMA5_FTNT,EMA10_FTNT,EMA30_FTNT,EMA60_FTNT,EMA100_FTNT,Short12_FTNT,Long26_FTNT,MACD_FTNT,SIGNAL9_FTNT,Ret5/10_FTNT,Ret10/30_FTNT,Ret30/60_FTNT,Ret30/100_FTNT,Emaret5/10_FTNT,Emaret10/30_FTNT,Emaret30/60_FTNT,Emaret30/100_FTNT,RetMACD_FTNT,DayRange_FTNT,average20r_FTNT,PRVHI_FTNT,HitLevel_FTNT,hitlevel_2_FTNT,hitlevel_1.8_FTNT,Hit?_FTNT,Hit?_FTNT.1,Hit?_FTNT.2,HitAt_2.2_FTNT,HitAt_2.0_FTNT,HitAt_1.8_FTNT,ExitPr_2.2_FTNT,ExitPr_2.0_FTNT,ExitPr_1.8_FTNT,ret_2.2_FTNT,Ret2.0_FTNT,Ret_1.8_FTNT
2011-01-19,3.582000017166138,3.635999917984009,3.549999952316284,3.559000015258789,3.559000015258789,10968000,-2.945187849065881,2.04797754819308,2.376650388725771,,,3.6599999904632567,3.6318000078201296,,,,3.6289610479866803,3.5957512459479086,,,,3.59375,,,,-1.7982615741869652,-1.7982615741869652,0.0,0.0,1.7982615741869652,-1.7982615741869652,-1.7982615741869652,0.0,0.0,0.19899988174438388,,,,,,,,,,,,,,,,,
2011-01-20,3.450000047683716,3.542999982833862,3.344000101089478,3.494999885559082,3.494999885559082,8739000,-1.7982615741869652,1.8869638827895003,1.9322238813561239,,,3.627399969100952,3.6162999868392944,,,,3.584307327177481,3.577432816786304,,,,3.578557674701397,,,,0.400577334530679,0.400577334530679,0.0,0.0,-0.400577334530679,0.400577334530679,0.400577334530679,0.0,0.0,0.093999862670898,,,,,,,,,,,,,,,,,
2011-01-21,3.523999929428101,3.530999898910522,3.437000036239624,3.509000062942505,3.509000062942505,6885000,0.400577334530679,1.8545520788334515,1.9495735803608738,,,3.593400001525879,3.6033999919891357,,,,3.5592049057658226,3.564990497905613,,,,3.5678565036615675,,,,1.7098939903639092,-1.7098939903639092,0.0,0.0,1.7098939903639092,1.7098939903639092,-1.7098939903639092,0.0,0.0,0.15300011634826705,,,,,,,,,,,,,,,,,
2011-01-24,3.490000009536743,3.529000043869019,3.375999927520752,3.448999881744385,3.448999881744385,6869000,-1.7098939903639092,1.218271572655927,1.7614464021216927,,,3.535799980163574,3.5959999799728393,,,,3.5224698977586772,3.543901294967208,,,,3.5495708695204624,,,,1.652650732184933,-1.652650732184933,0.0,0.0,1.652650732184933,1.652650732184933,-1.652650732184933,0.0,0.0,0.12899994850158691,,,,,,,,,,,,,,,,,
2011-01-25,3.401000022888184,3.411999940872192,3.282999992370605,3.391999959945679,3.391999959945679,15244000,-1.652650732184933,1.209198144454914,1.5890931556369972,,,3.4807999610900877,3.575099968910217,,,,3.4789799184876777,3.516282870417839,,,,3.5253291911243423,,,,-16.892687529182904,16.892687529182904,0.0,0.0,-16.892687529182904,-16.892687529182904,16.892687529182904,0.0,0.0,0.43599987030029297,,,,,,,,,,,,,,,,,
2011-01-26,3.556999921798706,3.974999904632568,3.539000034332275,3.964999914169312,3.964999914169312,41092000,16.892687529182904,8.138992268299194,5.769591559674803,,,3.5619999408721923,3.6109999656677245,,,,3.6409865837148896,3.597867787463561,,,,3.5929708408235683,,,,4.665824635163944,-4.665824635163944,0.0,0.0,4.665824635163944,-4.665824635163944,-4.665824635163944,0.0,0.0,0.2089998722076407,,,,,,,,,,,,,,,,,
2011-01-27,3.973999977111816,3.977999925613403,3.769000053405762,3.779999971389771,3.779999971389771,9572000,-4.665824635163944,8.599136698516679,6.044987923545018,,,3.61899995803833,3.623199963569641,,,,3.6873243796065167,3.6309827299955986,,,,3.621744553218369,,,,2.2486782748763257,-2.2486782748763257,0.0,0.0,2.2486782748763257,-2.2486782748763257,-2.2486782748763257,0.0,0.0,0.24900007247924894,,,,,,,,,,,,,,,,,
2011-01-28,3.805000066757202,3.844000101089478,3.595000028610229,3.694999933242798,3.694999933242798,10793000,-2.2486782748763257,8.790492294536302,6.105701516012139,,,3.6561999320983887,3.624799966812134,,,,3.689882897485277,3.642622221495089,,,,3.6330146116836657,,,,4.0595425731385175,4.0595425731385175,0.0,0.0,-4.0595425731385175,4.0595425731385175,4.0595425731385175,0.0,0.0,0.2539999485015869,,,,,,,,,,,,,,,,,
2011-01-31,3.641000032424927,3.884000062942505,3.630000114440918,3.845000028610229,3.845000028610229,12926000,4.0595425731385175,8.670675896806499,6.217474486246274,,,3.7353999614715576,3.635599970817566,,,,3.7415886078602614,3.6794181864251145,,,,3.665627752749291,,,,2.6267898522852864,2.6267898522852864,0.0,0.0,-2.6267898522852864,2.6267898522852864,2.6267898522852864,0.0,0.0,0.15300011634826616,0.16834998130798334,3.884000062942505,,,,,,,,,,,,,,,
2011-02-01,3.851999998092651,3.973000049591064,3.819999933242798,3.946000099182129,3.946000099182129,11144000,2.6267898522852864,8.367019341349689,6.193778768141116,4.63757541979318,,3.8461999893188477,3.6634999752044677,,,,3.8097257716342177,3.727887625108208,,,,3.7087619598928043,,,,-1.14039724183666,-1.14039724183666,0.0,0.0,1.14039724183666,-1.14039724183666,-1.14039724183666,0.0,0.0,0.056999921798706055,0.16199997663497917,3.973000049591064,3.5136301040649416,3.547300100326538,3.580970096588135,,,,,,,,,,0.0,0.0,0.0
2011-02-02,3.926000118255615,3.948999881744385,3.891999959945679,3.901000022888184,3.901000022888184,8052000,-1.14039724183666,3.5753424551365507,6.094923628701501,4.524776184748245,,3.833400011062622,3.6976999759674074,,,,3.8401505220522067,3.759362606522749,,,,3.7383370465074783,,,,-0.33324817656543926,-0.33324817656543926,0.0,0.0,0.33324817656543926,-0.33324817656543926,-0.33324817656543926,0.0,0.0,0.09699988365173295,0.15679997205734245,3.948999881744385,3.61660010099411,3.649000096321106,3.6814000916481016,,,,,,,,,,0.0,0.0,0.0
2011-02-03,3.900000095367432,3.914999961853027,3.818000078201294,3.888000011444092,3.888000011444092,5220000,-0.33324817656543926,2.6500450693629656,6.035466296368673,4.441872746439908,,3.8550000190734863,3.736999988555908,,,,3.856100351849502,3.7827512255993563,,,,3.761362118036188,,,,5.118309700582323,5.118309700582323,0.0,0.0,-5.118309700582323,5.118309700582323,5.118309700582323,0.0,0.0,0.21700000762939453,0.16304997205734242,3.914999961853027,3.6040399432182317,3.6353999376297,3.6667599320411686,,,,,,,,,,0.0,0.0,0.0
2011-02-04,3.900000095367432,4.099999904632568,3.882999897003174,4.086999893188477,4.086999893188477,18077000,5.118309700582323,2.722253967034301,6.147393968076196,4.560039387280828,,3.933400011062622,3.794799971580505,,,,3.9330668656291605,3.8380691651610146,,,,3.811460237290386,,,,-2.715924284744255,-2.715924284744255,0.0,0.0,2.715924284744255,-2.715924284744255,-2.715924284744255,0.0,0.0,0.25800013542175293,0.16764998435974113,4.099999904632568,3.5562900233268735,3.588900017738342,3.6215100121498107,,,,,,,,,,0.0,0.0,0.0
2011-02-07,4.087999820709229,4.196000099182129,3.937999963760376,3.976000070571899,3.976000070571899,11234000,-2.715924284744255,3.1367405675927653,6.217137041345673,4.5413742546096,,3.959600019454956,3.8474999904632567,,,,3.9473779339434065,3.8631475115993568,,,,3.836774057795234,,,,1.785710752096083,1.785710752096083,0.0,0.0,-1.785710752096083,1.785710752096083,1.785710752096083,0.0,0.0,0.0960001945495601,0.16584999561309802,4.196000099182129,3.7311699390411377,3.764699935913086,3.798229932785034,,,,,,,,,,0.0,0.0,0.0
2011-02-08,3.961999893188477,4.058000087738037,3.961999893188477,4.046999931335449,4.046999931335449,6687000,1.785710752096083,3.0290268009600085,6.11181459725888,4.534854164937906,,3.97979998588562,3.912999987602234,,,,3.980585266407421,3.8965752242786458,,,,3.869116499878344,3.6961538333159227,0.17296266656242132,,-0.7412832587148561,-0.7412832587148561,0.0,0.0,0.7412832587148561,-0.7412832587148561,-0.7412832587148561,0.0,0.0,0.11800003051757812,0.16749999523162826,4.058000087738037,3.8311301088333134,3.8643001079559327,3.8974701070785525,,,,,,,,,,0.0,0.0,0.0
2011-02-09,4.098999977111816,4.120999813079834,4.002999782562256,4.017000198364258,4.017000198364258,5759000,-0.7412832587148561,2.9784140053743444,3.13802920767063,4.544607077259024,,4.003000020980835,3.9182000160217285,,,,3.9927235770597003,3.918470674112393,,,,3.891867838106946,3.7199202307269106,0.17194760738003545,,1.2198104047121052,1.2198104047121052,0.0,0.0,-1.2198104047121052,1.2198104047121052,1.2198104047121052,0.0,0.0,0.20600008964538574,0.17289999723434435,4.120999813079834,3.689500098228455,3.7230000972747805,3.756500096321106,,,,,,,,,,0.0,0.0,0.0
2011-02-10,3.970999956130981,4.083000183105469,3.877000093460083,4.065999984741211,4.065999984741211,7372000,1.2198104047121052,2.934453333414908,2.6420722208984704,4.542795108338365,,4.038600015640259,3.9468000173568725,,,,4.017149046286871,3.9452941851358143,,,,3.918657399127602,3.745555768061303,0.17310163106629917,,-0.07377723987981734,-0.07377723987981734,0.0,0.0,0.07377723987981734,-0.07377723987981734,-0.07377723987981734,0.0,0.0,0.09300017356872559,0.17030000686645497,4.083000183105469,3.7406198191642765,3.7751998186111453,3.809779818058014,,,,,,,,,,0.0,0.0,0.0
2011-02-11,4.032999992370605,4.078000068664551,3.984999895095825,4.063000202178955,4.063000202178955,3755000,-0.07377723987981734,1.7714871281124862,2.449072530187545,4.545459882123529,,4.033800077438355,3.983600044250488,,,,4.032432764917566,3.966695279143658,,,,3.940863984212426,3.7690701705885363,0.17179381362388968,,0.9106497812569793,0.9106497812569793,0.0,0.0,-0.9106497812569793,0.9106497812569793,0.9106497812569793,0.0,0.0,0.14300012588500888,0.16935001611709583,4.078000068664551,3.7083401679992676,3.7424001693725586,3.7764601707458496,,,,,,,,,,0.0,0.0,0.0
2011-02-14,4.063000202178955,4.175000190734863,4.032000064849854,4.099999904632568,4.099999904632568,6689000,0.9106497812569793,1.0170484375037745,2.198857414165757,4.540282358490819,,4.058600044250488,4.009100031852722,3.744866665204366,,,4.054955144822567,3.990932483778005,3.744866665204366,,,3.9653464335078326,3.7935834842214273,0.17176294928640523,,-1.317070782290919,-1.317070782290919,-1.317070782290919,0.0,1.317070782290919,-1.317070782290919,-1.317070782290919,-1.317070782290919,0.0,0.15100002288818315,0.1699000120162962,4.175000190734863,3.70543003320694,3.7393000364303592,3.7731700396537784,,,,,,,,,,0.0,0.0,0.0
2011-02-15,4.072999954223633,4.11299991607666,3.961999893188477,4.046000003814697,4.046000003814697,8649000,-1.317070782290919,1.0731774416860502,2.1613931853860784,4.5263059727097055,,4.058400058746338,4.019100022315979,3.7694000005722046,,,4.051970097819944,4.000944760148313,3.7642946225340648,,,3.9777546750935038,3.812281004191299,0.16547367090220488,,1.9772596053047016,1.9772596053047016,1.9772596053047016,0.0,-1.9772596053047016,1.9772596053047016,1.9772596053047016,1.9772596053047016,0.0,0.1230001449584961,0.17175002098083478,4.11299991607666,3.8012201642990116,3.835200166702271,3.86918016910553,,,,,,,,,,0.0,0.0,0.0
2011-02-16,4.052999973297119,4.142000198364258,4.019000053405762,4.125999927520752,4.125999927520752,6090000,1.9772596053047016,1.2738343768967642,2.1599936357784104,4.457636543366659,,4.0802000045776365,4.041600012779236,3.7903666655222574,,,4.076646707720213,4.023682063306938,3.787630448662238,,,4.000561637005388,3.8355194429564436,0.1650421940489446,,0.12118551935899956,0.12118551935899956,0.12118551935899956,0.0,-0.12118551935899956,0.12118551935899956,0.12118551935899956,0.12118551935899956,0.0,0.14400005340576172,0.16900002956390367,4.142000198364258,3.7351498699188235,3.7694998741149908,3.8038498783111576,,,,,,,,,,0.0,0.0,0.0
2011-02-17,4.057000160217285,4.169000148773193,4.025000095367432,4.13100004196167,4.13100004196167,10896000,0.12118551935899956,1.2216687800208794,2.143289885051557,4.418570151837099,,4.093200016021728,4.0659000158309935,3.8063999970753986,,,4.094764485800699,4.043194423062344,3.8097833256492986,,,4.020629083921739,3.8574068947346087,0.1632221891871306,,0.9440821577371763,0.9440821577371763,0.9440821577371763,0.0,-0.9440821577371763,0.9440821577371763,0.9440821577371763,0.9440821577371763,0.0,0.08099985122680664,0.1683500289916991,4.169000148773193,3.77020013332367,3.8040001392364506,3.837800145149231,,,,,,,,,,0.0,0.0,0.0
2011-02-18,4.14799976348877,4.198999881744385,4.118000030517578,4.170000076293945,4.170000076293945,6633000,0.9440821577371763,1.2236911172519243,1.4735406645329683,4.416841619970812,,4.114599990844726,4.0742000341415405,3.8241333325703937,,,4.119843015965115,4.066249996377181,3.83302311601347,,,4.043609236594387,3.8805619452204856,0.16304729137390117,0.16870600149235912,-5.011992968881848,-5.011992968881848,-5.011992968881848,0.0,5.011992968881848,-5.011992968881848,-5.011992968881848,-5.011992968881848,5.011992968881848,0.1770000457763672,0.1695500254631041,4.198999881744385,3.7986300849914554,3.8323000907897953,3.8659700965881347,,,,,,,,,,0.0,0.0,0.0
2011-02-22,4.111000061035156,4.11899995803833,3.941999912261963,3.960999965667725,3.960999965667725,9537000,-5.011992968881848,2.716156161333589,2.0474311973341672,4.580308846391556,,4.086800003051758,4.072700023651123,3.8387333313624064,,,4.066895332532652,4.047113627157279,3.841279686958906,,,4.030900117990285,3.8865203171054663,0.14437980088481872,0.16384076137085105,0.6816448029022789,0.6816448029022789,0.6816448029022789,0.0,-0.6816448029022789,0.6816448029022789,0.6816448029022789,0.6816448029022789,-0.6816448029022789,0.22100019454956055,0.1741500377655028,4.11899995803833,3.825989825725556,3.8598998308181764,3.8938098359107975,,,,,,,,,,0.0,0.0,0.0
2011-02-23,3.950000047683716,4.025000095367432,3.803999900817871,3.98799991607666,3.98799991607666,11266000,0.6816448029022789,2.7417398321703583,1.967536718350046,4.544450445337684,,4.075199985504151,4.0668000221252445,3.851633326212565,,,4.040596860380655,4.036365679688076,3.8507455081923094,,,4.02430008692665,3.894037324436666,0.13026276248998414,0.15712516159467765,2.2567741846000726,2.2567741846000726,2.2567741846000726,0.0,-2.2567741846000726,2.2567741846000726,2.2567741846000726,2.2567741846000726,-2.2567741846000726,0.1470003128051749,0.1597000598907469,4.025000095367432,3.735869874954224,3.7706998825073246,3.805529890060425,,,1.0,,,3.805529890060425,,,3.98799991607666,0.0,0.0,4.794865138040946
2011-02-24,4.045000076293945,4.175000190734863,4.027999877929688,4.078000068664551,4.078000068664551,9244000,2.2567741846000726,2.8009098346667005,2.0885586431963152,2.594364408434035,,4.06560001373291,4.072900009155274,3.867366663614909,,,4.053064596475287,4.0439355685928895,3.8654070927389057,,,4.032561622578635,3.907664194379472,0.12489742819916305,0.15067961491557474,-1.7655719835840804,1.7655719835840804,1.7655719835840804,0.0,-1.7655719835840804,1.7655719835840804,1.7655719835840804,1.7655719835840804,-1.7655719835840804,0.12400007247924805,0.15545006990432725,4.175000190734863,3.6736599636077885,3.7055999755859377,3.7375399875640873,,,,,,,,,,0.0,0.0,0.0
2011-02-25,4.078000068664551,4.202000141143799,4.078000068664551,4.150000095367432,4.150000095367432,12636000,1.7655719835840804,2.9413159824100203,2.1258128488015777,2.3501608653910084,,4.069400024414063,4.0813000202178955,3.8837666670481363,,,4.085376429439336,4.063220028006443,3.8837679316181655,,,4.050629079930758,3.9256150018600615,0.1250140780706963,0.14554650754659906,1.5903610415548064,-1.5903610415548064,-1.5903610415548064,0.0,1.5903610415548064,-1.5903610415548064,-1.5903610415548064,-1.5903610415548064,1.5903610415548064,0.1730003356933585,0.15165008306503275,4.202000141143799,3.8330100369453435,3.8641000509262087,3.8951900649070743,,,,,,,,,,0.0,0.0,0.0
2011-02-28,4.196000099182129,4.196000099182129,4.02299976348877,4.084000110626221,4.084000110626221,6251000,-1.5903610415548064,2.983432549245927,2.2022538986587192,2.314054849219799,,4.052200031280518,4.083400011062622,3.897266674041748,,,4.084917656501631,4.066998224846402,3.8966861367154597,,,4.055763084653137,3.937347232139036,0.1184158525141008,0.1401203765400994,2.8648408380891426,-2.8648408380891426,-2.8648408380891426,0.0,2.8648408380891426,-2.8648408380891426,-2.8648408380891426,-2.8648408380891426,2.8648408380891426,0.15699982643127397,0.1468000769615171,4.196000099182129,3.8683699584007267,3.8986999750137334,3.9290299916267397,,,,,,,,,,0.0,0.0,0.0
2011-03-01,4.099999904632568,4.119999885559082,3.963000059127808,3.967000007629395,3.967000007629395,7425000,-2.8648408380891426,2.202220235040791,2.360766488220972,2.2754153891344764,,4.053400039672852,4.070100021362305,3.9049333413441976,,,4.045611773544219,4.048816730806946,3.901222515484101,,,4.042107226649485,3.9395437340272106,0.10256349262227404,0.13260899975653434,-1.7645619240421029,1.7645619240421029,1.7645619240421029,0.0,-1.7645619240421029,-1.7645619240421029,1.7645619240421029,1.7645619240421029,-1.7645619240421029,0.17100024223327637,0.1477000832557676,4.119999885559082,3.8730399298667915,3.902399945259095,3.931759960651398,,,,,,,,,,0.0,0.0,0.0
2011-03-02,3.960000038146973,4.043000221252441,3.871999979019165,4.037000179290771,4.037000179290771,6684000,1.7645619240421029,2.3294755802554596,2.414322250561713,2.2344350719987247,,4.0632000923156735,4.069200038909912,3.91726667881012,,,4.042741242126404,4.046668266894914,3.9099823647619507,,,4.041321527055836,3.9467627299726598,0.0945587970831765,0.12499895922186277,-4.607378301701484,4.607378301701484,4.607378301701484,0.0,-4.607378301701484,-4.607378301701484,4.607378301701484,4.607378301701484,-4.607378301701484,0.18699979782104492,0.15420007705688454,4.043000221252441,3.7950597023963932,3.824599719047547,3.8541397356987,,,,,,,,,,0.0,0.0,0.0
2011-03-03,4.072000026702881,4.25,4.063000202178955,4.223000049591064,4.223000049591064,10792000,4.607378301701484,2.97840298756084,2.770160634605485,2.4230517440440114,,4.092200088500976,4.0789000511169435,3.939400013287862,,,4.102827511281291,4.078728591021486,3.9301770541057643,,,4.069272068984333,3.967224753648097,0.10204731533623557,0.12040863044473733,2.4153388225498684,2.4153388225498684,2.4153388225498684,0.0,-2.4153388225498684,2.4153388225498684,2.4153388225498684,2.4153388225498684,-2.4153388225498684,0.11299991607666016,0.1550000786781309,4.25,3.7037600517272953,3.7346000671386723,3.7654400825500494,,,,,,,,,,0.0,0.0,0.0
2011-03-04,4.239999771118164,4.341000080108643,4.228000164031982,4.324999809265137,4.324999809265137,7801000,2.4153388225498684,3.047895092417763,2.8505371072814656,2.4554983053199897,,4.127200031280518,4.09830002784729,3.967066677411397,,,4.176884943942573,4.123505176156694,3.9556494899224983,,,4.108614798258302,3.9937266096197295,0.11488818863857286,0.11930454208350445,-0.32369802502309214,-0.32369802502309214,-0.32369802502309214,0.0,0.32369802502309214,-0.32369802502309214,-0.32369802502309214,-0.32369802502309214,0.32369802502309214,0.20100021362304688,0.1542000889778135,4.341000080108643,3.908999826908112,3.939999842643738,3.9709998583793644,,,,,,,,,,0.0,0.0,0.0
2011-03-07,4.336999893188477,4.361999988555908,4.160999774932861,4.310999870300293,4.310999870300293,6980000,-0.32369802502309214,2.8380622937684064,2.856620480232778,2.213722593644748,,4.172599983215332,4.112400007247925,3.9938000043233237,,,4.2215899193951465,4.157595120546439,3.978575320914614,,,4.139750963187839,4.017228332633104,0.12252263055473467,0.1199481597777505,0.39434467352636743,0.39434467352636743,0.39434467352636743,0.0,-0.39434467352636743,0.39434467352636743,0.39434467352636743,0.39434467352636743,0.39434467352636743,0.10800027847290039,0.14670009613037088,4.361999988555908,4.001759884357453,4.032599902153016,4.0634399199485784,,,,,,,,,,0.0,0.0,0.0
2011-03-08,4.389999866485596,4.39900016784668,4.290999889373779,4.328000068664551,4.328000068664551,5257000,0.39434467352636743,1.9198433418793246,2.14874674048983,2.0976048698693948,,4.244799995422364,4.149100017547608,4.023100010553995,,,4.257059969151615,4.188577838386095,4.0011188530275135,,,4.1687123640304105,4.0402484612280265,0.12846390280238396,0.1216513083826772,-0.1617368154197324,-0.1617368154197324,-0.1617368154197324,0.0,0.1617368154197324,-0.1617368154197324,-0.1617368154197324,-0.1617368154197324,-0.1617368154197324,0.125,0.1481500864028929,4.39900016784668,4.039259777069092,4.0685997962951665,4.097939815521241,,,,,,,,,,0.0,0.0,0.0
2011-03-09,4.324999809265137,4.394999980926514,4.269999980926514,4.321000099182129,4.321000099182129,4670000,-0.1617368154197324,2.1058699460069024,2.1751242638514428,2.077246661063194,,4.301599979400635,4.182400035858154,4.054066681861878,,,4.278373345828453,4.212654613076283,4.021756352779424,,,4.1921412463614445,4.061044878854256,0.13109636750718856,0.12354032020757948,-2.4531345559168525,-2.4531345559168525,-2.4531345559168525,0.0,2.4531345559168525,-2.4531345559168525,-2.4531345559168525,-2.4531345559168525,-2.4531345559168525,0.1440000534057626,0.1494500875473021,4.394999980926514,4.073069977760316,4.1026999950408936,4.132330012321472,,,,,,,,,,0.0,0.0,0.0
2011-03-10,4.298999786376953,4.346000194549561,4.202000141143799,4.215000152587891,4.215000152587891,6669000,-2.4531345559168525,1.7417559668690796,2.3350211630749995,2.1582130104698227,,4.3,4.196100044250488,4.062400023142497,,,4.2572489480816,4.2130810748056655,4.034223694702551,,,4.195658001165513,4.072448973204896,0.12320902796061706,0.123474061758187,2.0166081867110974,2.0166081867110974,2.0166081867110974,0.0,-2.0166081867110974,2.0166081867110974,2.0166081867110974,2.0166081867110974,-2.0166081867110974,0.15199995040893555,0.14675008058547961,4.346000194549561,4.066209788322449,4.096099805831909,4.12598982334137,,,,,,,,,,0.0,0.0,0.0
2011-03-11,4.198999881744385,4.321000099182129,4.169000148773193,4.300000190734863,4.300000190734863,6257000,2.0166081867110974,1.6058758370987354,2.35314609936634,2.1840032919412953,,4.295000076293945,4.211100053787232,4.079733363787333,,,4.2714993622993545,4.2288845504291555,4.051370565414314,,,4.211710645714644,4.089304618947856,0.12240602676678769,0.12326045475990714,1.4418556993238008,1.4418556993238008,1.4418556993238008,0.0,-1.4418556993238008,1.4418556993238008,1.4418556993238008,1.4418556993238008,-1.4418556993238008,0.08999967575073242,0.14660005569457996,4.321000099182129,4.023150017261506,4.052500033378602,4.081850049495698,,,,,,,,,,0.0,0.0,0.0
2011-03-14,4.281000137329102,4.364999771118164,4.275000095367432,4.361999988555908,4.361999988555908,4586000,1.4418556993238008,1.7348410884299266,2.264674247349823,2.1965031420042265,,4.305200099945068,4.2389000415802,4.1019666989644366,,,4.301666237718206,4.253087357361292,4.071411173358933,,,4.234832083074838,4.10950427595586,0.1253278071189774,0.1236739252317212,-3.1636866530524297,-3.1636866530524297,-3.1636866530524297,0.0,3.1636866530524297,-3.1636866530524297,-3.1636866530524297,-3.1636866530524297,-3.1636866530524297,0.2220001220703125,0.15055005550384512,4.364999771118164,3.998479976654053,4.027799987792969,4.057119998931885,,,,,,,,,,0.0,0.0,0.0
