Date_APH,Open_APH,High_APH,Low_APH,Close_APH,Adj Close_APH,Volume_APH,Daily Return(%)_APH,Vol5_APH,Vol10_APH,Vol20_APH,Vol60_APH,SMA5_APH,SMA10_APH,SMA30_APH,SMA60_APH,SMA100_APH,EMA5_APH,EMA10_APH,EMA30_APH,EMA60_APH,EMA100_APH,Short12_APH,Long26_APH,MACD_APH,SIGNAL9_APH,Ret5/10_APH,Ret10/30_APH,Ret30/60_APH,Ret30/100_APH,Emaret5/10_APH,Emaret10/30_APH,Emaret30/60_APH,Emaret30/100_APH,RetMACD_APH,DayRange_APH,average20r_APH,PRVHI_APH,HitLevel_APH,hitlevel_2_APH,hitlevel_1.8_APH,Hit?_APH,Hit?_APH.1,Hit?_APH.2,HitAt_2.2_APH,HitAt_2.0_APH,HitAt_1.8_APH,ExitPr_2.2_APH,ExitPr_2.0_APH,ExitPr_1.8_APH,ret_2.2_APH,Ret2.0_APH,Ret_1.8_APH
2011-01-18,13.08250045776367,13.42249965667725,13.08250045776367,13.22249984741211,12.00864219665527,5682800,1.2055129895701677,0.8456202881620274,0.9668992338712086,,,13.147999763488766,13.066749858856202,,,,13.14182350723832,13.10570441159335,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6174993515014613,,,,,,,,,,,,,,,,,
2011-01-19,13.17000007629395,13.2524995803833,12.63500022888184,13.22249984741211,12.00864219665527,10165600,0.0,0.7957072252659115,0.7033827021310209,,,13.17299976348877,13.080249881744384,,,,13.168715620629584,13.126939945378579,,,,13.103541533152262,,,,-0.9264470966611862,-0.9264470966611862,0.0,0.0,0.9264470966611862,-0.9264470966611862,-0.9264470966611862,0.0,0.0,0.3450002670288086,,,,,,,,,,,,,,,,,
2011-01-20,13.28499984741211,13.36750030517578,13.02250003814697,13.10000038146973,11.89738655090332,7226800,-0.9264470966611862,0.8336645055385815,0.7220240320518402,,,13.151999855041504,13.091999912261963,,,,13.145810540909633,13.122041842849697,,,,13.102996740585718,,,,1.6984720681904775,1.6984720681904775,0.0,0.0,-1.6984720681904775,1.6984720681904775,1.6984720681904775,0.0,0.0,0.22250080108642045,,,,,,,,,,,,,,,,,
2011-01-21,13.22000026702881,13.39000034332275,13.16749954223633,13.32250022888184,12.09946346282959,9710400,1.6984720681904775,1.146712564078476,0.8476450897718686,,,13.186499977111817,13.132249927520752,,,,13.204707103567035,13.158488822128268,,,,13.136766508015892,,,,2.702192910432816,2.702192910432816,0.0,0.0,-2.702192910432816,2.702192910432816,2.702192910432816,0.0,0.0,0.4899997711181605,,,,,,,,,,,,,,,,,
2011-01-24,13.33500003814697,13.73999977111816,13.25,13.68249988555908,12.42641353607178,8060000,2.702192910432816,1.424626571821236,1.1359969229907054,,,13.310000038146972,13.20449991226196,,,,13.36397136423105,13.25376356093387,,,,13.220725489176383,,,,0.6577756502149105,0.6577756502149105,0.0,0.0,-0.6577756502149105,0.6577756502149105,0.6577756502149105,0.0,0.0,0.25,,,,,,,,,,,,,,,,,
2011-01-25,13.65999984741211,13.77250003814697,13.52250003814697,13.77250003814697,12.50815200805664,7196800,0.6577756502149105,1.4197669536365518,1.1267836313020547,,,13.420000076293945,13.283999919891354,,,,13.500147588869691,13.348079284063523,,,,13.305613881325703,,,,0.4356537988782755,0.4356537988782755,0.0,0.0,-0.4356537988782755,0.4356537988782755,0.4356537988782755,0.0,0.0,0.26249980926514027,,,,,,,,,,,,,,,,,
2011-01-26,13.78750038146973,13.875,13.61250019073486,13.83250045776367,12.56264019012451,6689200,0.4356537988782755,1.3688262056267373,1.12182459808895,,,13.542000198364258,13.357499980926514,,,,13.610931878501018,13.436155861099913,,,,13.386673354623852,,,,2.602563851535571,2.602563851535571,0.0,0.0,-2.602563851535571,2.602563851535571,2.602563851535571,0.0,0.0,0.28500080108642045,,,,,,,,,,,,,,,,,
2011-01-27,13.92500019073486,14.20750045776367,13.92249965667725,14.19250011444092,12.88959312438965,7454400,2.602563851535571,1.057270125515807,1.2969014293881866,,,13.760500144958495,13.45625,,,,13.804787957147653,13.573672998071004,,,,13.510646702288017,,,,-3.0826140318635065,-3.0826140318635065,0.0,0.0,3.0826140318635065,-3.0826140318635065,-3.0826140318635065,0.0,0.0,0.47500038146972834,,,,,,,,,,,,,,,,,
2011-01-28,14.17749977111816,14.1850004196167,13.71000003814697,13.75500011444092,12.4922571182251,5982000,-3.0826140318635065,2.3452906887714953,1.7529386655923724,,,13.847000122070312,13.516750049591064,,,,13.788192009578742,13.606641564683715,,,,13.548239534926925,,,,0.5816061289745964,0.5816061289745964,0.0,0.0,-0.5816061289745964,0.5816061289745964,0.5816061289745964,0.0,0.0,0.1875,,,,,,,,,,,,,,,,,
2011-01-31,13.82999992370605,13.88749980926514,13.69999980926514,13.83500003814697,12.56491279602051,5738000,0.5816061289745964,2.0585783066447028,1.7089167184902996,,,13.87750015258789,13.593750095367431,,,,13.803794685768153,13.648161287131579,,,,13.592356535422317,,,,2.800865979014767,2.800865979014767,0.0,0.0,-2.800865979014767,2.800865979014767,2.800865979014767,0.0,0.0,0.38000011444091975,0.27487506866454997,13.88749980926514,,,,,,,,,,,,,,,
2011-02-01,13.91749954223633,14.27999973297119,13.89999961853027,14.22249984741211,12.91683673858643,6558800,2.800865979014767,2.367499108430612,1.8422869686115506,1.4954855124959159,,13.967500114440918,13.693750095367431,,,,13.943363072982807,13.752586479909857,,,,13.689301660343823,,,,0.45702608370530634,0.45702608370530634,0.0,0.0,-0.45702608370530634,0.45702608370530634,0.45702608370530634,0.0,0.0,0.30000019073485973,0.2730000972747795,14.27999973297119,13.282774658203131,13.33774967193604,13.39272468566895,,,,,,,,,,0.0,0.0,0.0
2011-02-02,14.14000034332275,14.36999988555908,14.06999969482422,14.28750038146973,12.97587203979492,4429200,0.45702608370530634,2.366994848188122,1.8273044424886256,1.3930187343927167,,14.05850009918213,13.800250148773193,,,,14.058075509145116,13.849843552920742,,,,13.781332232824731,,,,-0.6649187366043511,-0.6649187366043511,0.0,0.0,0.6649187366043511,-0.6649187366043511,-0.6649187366043511,0.0,0.0,0.15499973297118963,0.27187504768371495,14.36999988555908,13.679399518966674,13.733999538421632,13.788599557876587,,,,,,,,,,0.0,0.0,0.0
2011-02-03,14.22500038146973,14.27999973297119,14.125,14.19250011444092,12.88959312438965,3738400,-0.6649187366043511,2.140964936119087,1.8016570975980424,1.3868503582055152,,14.05850009918213,13.909500122070312,,,,14.102883710910385,13.912144745924408,,,,13.844588829996454,,,,1.3211202993700741,1.3211202993700741,0.0,0.0,-1.3211202993700741,1.3211202993700741,1.3211202993700741,0.0,0.0,0.2624998092651296,0.2737500190734849,14.27999973297119,13.771874780654908,13.82624979019165,13.880624799728393,,,,,,,,,,0.0,0.0,0.0
2011-02-04,14.13000011444092,14.39249992370605,14.13000011444092,14.38000011444092,13.05988025665283,3009600,1.3211202993700741,1.278397559260648,1.7850622474934368,1.3813062252655488,,14.18350009918213,14.015250110626221,,,,14.195255845420565,13.997209358381955,,,,13.926959796834064,,,,0.10431393048242373,0.10431393048242373,0.0,0.0,-0.10431393048242373,0.10431393048242373,0.10431393048242373,0.0,0.0,0.32750034332275035,0.28412504196166843,14.39249992370605,13.677749691009522,13.73249969482422,13.787249698638917,,,,,,,,,,0.0,0.0,0.0
2011-02-07,14.45750045776367,14.70250034332275,14.375,14.39500045776367,13.07350254058838,4355600,0.10431393048242373,1.3250056966108443,1.6590060689365564,1.3839140079688501,,14.295500183105469,14.08650016784668,,,,14.261837382868267,14.069535012814992,,,,13.998966052361695,,,,-0.9725622707239571,-0.9725622707239571,0.0,0.0,0.9725622707239571,-0.9725622707239571,-0.9725622707239571,0.0,0.0,0.20749950408935014,0.2849999904632554,14.70250034332275,13.767424831390379,13.824249839782713,13.881074848175047,,,,,,,,,,0.0,0.0,0.0
2011-02-08,14.41250038146973,14.43249988555908,14.22500038146973,14.25500011444092,12.94635486602783,10769200,-0.9725622707239571,0.9139344078371413,1.7229831064989536,1.4224100532058261,,14.302000236511233,14.134750175476075,,,,14.259558293392484,14.103255940383342,,,,14.03835590806619,13.55644233410175,0.4819135739644409,,0.6664346984646536,0.6664346984646536,0.0,0.0,-0.6664346984646536,0.6664346984646536,0.6664346984646536,0.0,0.0,0.2175006866455096,0.2888750553131089,14.43249988555908,14.075500364303588,14.13250036239624,14.189500360488891,,,,,,,,,,0.0,0.0,0.0
2011-02-09,14.21000003814697,14.40750026702881,14.1899995803833,14.35000038146973,13.03263473510742,2427600,0.6664346984646536,0.9416841387898058,1.725677706720859,1.4193312615156215,,14.31450023651123,14.18650016784668,,,,14.2897056560849,14.14811856603541,,,,14.086301211666735,13.615224411684563,0.4710767999821712,,1.0627121593006652,1.0627121593006652,0.0,0.0,-1.0627121593006652,1.0627121593006652,1.0627121593006652,0.0,0.0,0.3324995040893608,0.3006250381469715,14.40750026702881,13.79697476387024,13.854749774932863,13.912524785995483,,,,,,,,,,0.0,0.0,0.0
2011-02-10,14.24250030517578,14.56999969482422,14.23750019073486,14.5024995803833,13.17113494873047,3156800,1.0627121593006652,0.911505448327585,1.5668483752398927,1.4235278648085261,,14.376500129699707,14.217500114440918,,,,14.360636964184367,14.212551477735026,,,,14.150331729930821,13.680948498254839,0.46938323167598206,,0.8791624736888918,0.8791624736888918,0.0,0.0,-0.8791624736888918,0.8791624736888918,0.8791624736888918,0.0,0.0,0.28499984741211115,0.3077500343322745,14.56999969482422,13.746125183105473,13.806250190734868,13.866375198364262,,,,,,,,,,0.0,0.0,0.0
2011-02-11,14.39999961853027,14.65250015258789,14.36750030517578,14.63000011444092,13.2869291305542,2098800,0.8791624736888918,0.8212209373680066,1.0537852980423594,1.4100311490447208,,14.426500129699708,14.305000114440919,,,,14.450424680936553,14.28845122986337,,,,14.224126866009298,13.751248617972326,0.472878248036972,,-0.6835296014182676,-0.6835296014182676,0.0,0.0,0.6835296014182676,-0.6835296014182676,-0.6835296014182676,0.0,0.0,0.1950006484985387,0.3068750381469719,14.65250015258789,13.892949619293217,13.954499626159672,14.016049633026126,,,,,,,,,,0.0,0.0,0.0
2011-02-14,14.63500022888184,14.63500022888184,14.4399995803833,14.52999973297119,13.1961088180542,2944800,-0.6835296014182676,0.9458019698215064,1.1323955933997722,1.4117050949297023,,14.45349998474121,14.37450008392334,13.682666683197022,,,14.476949698281434,14.332369139519336,13.682666683197022,,,14.271184230157282,13.808933885750019,0.46225034440726276,,-1.0495537191362674,-1.0495537191362674,-1.0495537191362674,0.0,1.0495537191362674,-1.0495537191362674,-1.0495537191362674,-1.0495537191362674,0.0,0.1999998092651296,0.29987506866454944,14.63500022888184,13.977375068664552,14.038750076293947,14.100125083923341,,,,,,,,,,0.0,0.0,0.0
2011-02-15,14.46500015258789,14.49499988555908,14.29500007629395,14.3774995803833,13.05760765075684,3518400,-1.0495537191362674,0.9697925818599875,0.8908682472429735,1.4455930522542428,,14.477999877929687,14.390000057220458,13.71683333714803,,,14.443799658982059,14.340574674221873,13.72749461204775,,,14.287540437884363,13.851049863130262,0.43649057475410125,,-0.06954808206820848,-0.06954808206820848,-0.06954808206820848,0.0,0.06954808206820848,-0.06954808206820848,-0.06954808206820848,-0.06954808206820848,0.0,0.18249988555907848,0.2781250953674303,14.49499988555908,13.97527507781983,14.03525009155274,14.09522510528565,,,,,,,,,,0.0,0.0,0.0
2011-02-16,14.44750022888184,14.47749996185303,14.29500007629395,14.36750030517578,13.0485315322876,4884000,-0.06954808206820848,0.931667686773939,0.8837437034765936,1.446763811205099,,14.481499862670898,14.398000049591065,13.75950002670288,,,14.418366541046632,14.345470243486218,13.768785301926977,,,14.299841955929198,13.88930545142993,0.4105365044992677,,-0.01740409956155119,-0.01740409956155119,-0.01740409956155119,0.0,0.01740409956155119,-0.01740409956155119,-0.01740409956155119,-0.01740409956155119,0.0,0.1350002288818395,0.26762509346008184,14.47749996185303,13.883124675750734,13.938749694824219,13.994374713897706,,,,,,,,,,0.0,0.0,0.0
2011-02-17,14.33749961853027,14.38749980926514,14.2524995803833,14.36499977111816,13.04625511169434,4001200,-0.01740409956155119,0.7365109991984929,0.847768828873428,1.4159894258664276,,14.453999900817871,14.415250015258788,13.805583349863689,,,14.400577617737143,14.349021066692025,13.807250751552214,,,14.309866235189038,13.924542067703133,0.3853241674859049,,-0.12182334831105225,-0.12182334831105225,-0.12182334831105225,0.0,0.12182334831105225,-0.12182334831105225,-0.12182334831105225,-0.12182334831105225,0.0,0.24249935150145951,0.2686250209808338,14.38749980926514,13.88872475624085,13.942249774932865,13.995774793624882,,,,,,,,,,0.0,0.0,0.0
2011-02-18,14.51249980926514,14.52999973297119,14.28750038146973,14.34749984741211,13.03036499023438,4733200,-0.12182334831105225,0.4567803993477049,0.7369503237348174,1.3912575046194684,,14.39749984741211,14.411999988555909,13.853166675567627,,,14.382885027628799,14.348744481368403,13.842105531930272,,,14.315656021684894,13.955872273607502,0.3597837480773922,0.438848576987055,1.4288198354156896,-1.4288198354156896,-1.4288198354156896,0.0,1.4288198354156896,-1.4288198354156896,-1.4288198354156896,-1.4288198354156896,1.4288198354156896,0.24250030517577947,0.25625004768371473,14.52999973297119,13.796524763107305,13.850249767303472,13.90397477149964,,,,,,,,,,0.0,0.0,0.0
2011-02-22,14.16749954223633,14.25500011444092,14.01249980926514,14.14249992370605,12.84418678283691,6582400,-1.4288198354156896,0.6555371571403589,0.8577477099976659,1.3338951895946392,,14.319999885559081,14.386749935150146,13.892583338419596,,,14.30275665965455,14.311245470884337,13.861485815270646,,,14.289016621995842,13.969696543985172,0.3193200780106693,0.4149428771917779,0.22980567229363646,-0.22980567229363646,-0.22980567229363646,0.0,0.22980567229363646,0.22980567229363646,-0.22980567229363646,-0.22980567229363646,0.22980567229363646,0.2175006866455096,0.2546250820159902,14.25500011444092,13.966249628067017,14.01749963760376,14.068749647140503,,1.0,1.0,,14.01749963760376,14.068749647140503,,14.14249992370605,14.14249992370605,0.0,0.8917445288670388,0.5242134405351073
2011-02-23,14.15499973297119,14.20750045776367,13.98999977111816,14.10999965667725,12.81466388702393,6404800,-0.22980567229363646,0.5951638868007108,0.8117930174532905,1.3317132752304839,,14.266499900817868,14.37224988937378,13.930333328247068,,,14.238504325328783,14.274655322846684,13.877518966329136,,,14.261475550408365,13.98008936714755,0.28138618326081577,0.3882315384055855,-0.47838494743667764,0.47838494743667764,0.47838494743667764,0.0,-0.47838494743667764,-0.47838494743667764,0.47838494743667764,0.47838494743667764,-0.47838494743667764,0.2299995422363299,0.2530000686645497,14.20750045776367,13.69482493400574,13.745749950408939,13.796674966812137,,,,,,,,,,0.0,0.0,0.0
2011-02-24,14.09500026702881,14.27999973297119,14.05000019073486,14.17749977111816,12.8759708404541,6490400,0.47838494743667764,0.7053604739778707,0.7940708165349329,1.332264400049337,,14.228499794006348,14.354999828338624,13.966333325703939,,,14.218169473925244,14.25699067707786,13.896872566638105,,,14.248556199748334,13.994712360034262,0.2538438397140723,0.3613539986672829,-0.24686896827471422,0.24686896827471422,0.24686896827471422,0.0,-0.24686896827471422,-0.24686896827471422,0.24686896827471422,0.24686896827471422,-0.24686896827471422,0.19499969482422053,0.24850001335143973,14.27999973297119,13.650900306701661,13.70150032043457,13.75210033416748,,,,,,,,,,0.0,0.0,0.0
2011-02-25,14.26249980926514,14.35999965667725,14.16499996185303,14.21249961853027,12.90775585174561,4639200,0.24686896827471422,0.7376121728777328,0.695012999720402,1.1998723484801355,,14.19799976348877,14.32599983215332,13.999916648864746,,,14.216279522126921,14.24890139370557,13.917235602244052,,,14.243009033407093,14.010844749552485,0.2321642838546083,0.335516055704748,-1.1081813280998185,1.1081813280998185,1.1081813280998185,0.0,-1.1081813280998185,-1.1081813280998185,1.1081813280998185,1.1081813280998185,-1.1081813280998185,0.18000030517577947,0.23375000953674227,14.35999965667725,13.733299703598021,13.78299970626831,13.832699708938598,,,,,,,,,,0.0,0.0,0.0
2011-02-28,14.28999996185303,14.39249992370605,14.21249961853027,14.36999988555908,13.05079364776611,3245200,1.1081813280998185,0.9494850422345444,0.7370141944336611,0.9756274277375292,,14.202499771118164,14.299999809265136,14.040583324432372,,,14.267519643270976,14.270919301315299,13.946446201167603,,,14.26254608758432,14.03744883370112,0.22509725388320057,0.31343229534043854,2.1050784518248546,-2.1050784518248546,-2.1050784518248546,0.0,2.1050784518248546,2.1050784518248546,-2.1050784518248546,-2.1050784518248546,2.1050784518248546,0.4375,0.24625000953674228,14.39249992370605,13.845749635696416,13.892499637603764,13.939249639511113,,,,,,,,,,0.0,0.0,0.0
2011-03-01,14.35249996185303,14.44999980926514,14.01249980926514,14.06750011444092,12.77606964111328,5043600,-2.1050784518248546,1.219809210575927,0.9515123889336368,1.1006674156629803,,14.187499809265137,14.25374984741211,14.07400000890096,,,14.200846466994292,14.233933994610865,13.954256131056205,,,14.232539014793028,14.039674854496662,0.19286416029636655,0.2893186683316242,-1.2440034783096547,1.2440034783096547,1.2440034783096547,0.0,-1.2440034783096547,-1.2440034783096547,1.2440034783096547,1.2440034783096547,-1.2440034783096547,0.2725000381469691,0.24087500572204473,14.44999980926514,13.850749902725216,13.899999904632566,13.949249906539913,,,,,,,,,,0.0,0.0,0.0
2011-03-02,14.08500003814697,14.34749984741211,14.07499980926514,14.24250030517578,12.93500232696533,3274400,1.2440034783096547,1.3516346903577454,1.0290756360244229,0.9424728650706413,,14.213999938964841,14.240249919891358,14.108000024159749,,,14.214731079721457,14.235491505622669,13.9728525293865,,,14.23407152100576,14.054698961954374,0.1793725590513855,0.26732944647557644,-2.8611501114478024,2.8611501114478024,2.8611501114478024,0.0,-2.8611501114478024,-2.8611501114478024,2.8611501114478024,2.8611501114478024,-2.8611501114478024,0.3274993896484304,0.24224996566772328,14.34749984741211,13.920074796676642,13.96824979782105,14.01642479896546,,,,,,,,,,0.0,0.0,0.0
2011-03-03,14.36499977111816,14.67749977111816,14.35000038146973,14.64999961853027,13.30509376525879,6132800,2.8611501114478024,1.8167771403009776,1.3895655871252164,1.135805558741092,,14.308499908447263,14.268499851226807,14.155583349863688,,,14.359820592657728,14.310856617060413,14.01653943836352,,,14.298060459086454,14.098795306885922,0.19926515220053176,0.2537165876205675,-0.22183832218932736,-0.22183832218932736,-0.22183832218932736,0.0,0.22183832218932736,-0.22183832218932736,-0.22183832218932736,-0.22183832218932736,0.22183832218932736,0.27250003814697976,0.24812498092651278,14.67749977111816,13.814549922943119,13.862999916076664,13.911449909210207,,,,,,,,,,0.0,0.0,0.0
2011-03-04,14.60750007629395,14.72749996185303,14.45499992370605,14.61750030517578,13.27557754516602,2739200,-0.22183832218932736,1.8558068366307112,1.3946721757526104,1.1237112326441987,,14.389500045776368,14.293749904632568,14.20616668065389,,,14.445713830163747,14.366610014899571,14.055311107190118,,,14.347205050792503,14.137217899351837,0.20998715144066615,0.24497070038458724,-1.111683790505493,-1.111683790505493,-1.111683790505493,0.0,1.111683790505493,-1.111683790505493,-1.111683790505493,-1.111683790505493,1.111683790505493,0.497500419616701,0.25987501144409136,14.72749996185303,14.131624813079831,14.181249809265134,14.230874805450437,,,,,,,,,,0.0,0.0,0.0
2011-03-07,14.65999984741211,14.77750015258789,14.27999973297119,14.45499992370605,13.12799453735352,6847200,-1.111683790505493,1.959673085414716,1.452642914550536,1.1223521859221752,,14.406500053405761,14.304499912261964,14.243916670481363,,,14.448809194677848,14.38268090740984,14.081097482449211,,,14.363788877394589,14.16075730856326,0.203031568831328,0.2365828740739354,0.43237634264875124,0.43237634264875124,0.43237634264875124,0.0,-0.43237634264875124,0.43237634264875124,0.43237634264875124,0.43237634264875124,-0.43237634264875124,0.29250049591064986,0.25812501907348634,14.77750015258789,14.155774936676028,14.207749938964847,14.259724941253666,,,,,,,,,,0.0,0.0,0.0
2011-03-08,14.44750022888184,14.60000038146973,14.30749988555908,14.51749992370605,13.18475818634033,3125600,0.43237634264875124,1.5126627007926037,1.3530776754360774,1.1258568454729245,,14.496500015258786,14.341999912261963,14.271750005086263,,,14.471706104353917,14.407193455827333,14.10925247865933,,,14.387436730673276,14.187182687462727,0.20025404321054907,0.22931710790125814,-0.5855005241513387,-0.5855005241513387,-0.5855005241513387,0.0,0.5855005241513387,-0.5855005241513387,-0.5855005241513387,-0.5855005241513387,0.5855005241513387,0.2575006484985387,0.26062507629394577,14.60000038146973,14.20962511062622,14.261250114440918,14.312875118255615,,,1.0,,,14.312875118255615,,,14.51749992370605,0.0,0.0,1.4296554938108965
2011-03-09,14.44750022888184,14.44750022888184,14.1899995803833,14.43249988555908,13.10755825042725,3966800,-0.5855005241513387,1.5510594015251988,1.3722235951666368,1.1106069605400921,,14.534499931335443,14.374249935150143,14.29375,,,14.458637364755639,14.411794624869467,14.130107150072218,,,14.39436952373263,14.20535433176616,0.18901519196647065,0.22125672471430066,-2.2345417040641657,-2.2345417040641657,-2.2345417040641657,0.0,2.2345417040641657,-2.2345417040641657,-2.2345417040641657,-2.2345417040641657,2.2345417040641657,0.24499988555908025,0.2620000362396243,14.44750022888184,14.02662521362305,14.07875022888184,14.130875244140627,,,,,,,,,,0.0,0.0,0.0
2011-03-10,14.22249984741211,14.27250003814697,14.02750015258789,14.10999965667725,12.81466388702393,4260000,-2.2345417040641657,1.00480618283441,1.572283539241396,1.2130162256583485,,14.426499938964842,14.367499923706053,14.30299997329712,,,14.342424795396177,14.35692281247088,14.128809892433834,,,14.350620313416417,14.198291022500314,0.1523292909161036,0.20747123795466127,-0.28348662527500496,-0.28348662527500496,-0.28348662527500496,0.0,0.28348662527500496,0.28348662527500496,-0.28348662527500496,-0.28348662527500496,0.28348662527500496,0.3524999618530291,0.2630000591278077,14.27250003814697,13.871100149154666,13.923500156402591,13.975900163650516,,,,,,,,,,0.0,0.0,0.0
2011-03-11,13.97749996185303,14.125,13.77250003814697,14.06999969482422,12.77833557128906,5202800,-0.28348662527500496,0.9971424437975437,1.5706029895800608,1.1834159492822867,,14.316999816894528,14.35324993133545,14.298916625976563,,,14.25161642853886,14.30475497289876,14.12501568613644,,,14.307447910556078,14.188787961190974,0.11865994936510482,0.18970898023675,-0.07107483367968735,0.07107483367968735,0.07107483367968735,0.0,-0.07107483367968735,-0.07107483367968735,0.07107483367968735,0.07107483367968735,-0.07107483367968735,0.2100000381469691,0.2592500686645506,14.125,13.693899908065793,13.746499919891356,13.799099931716917,,,1.0,,,13.799099931716917,,,14.06999969482422,0.0,0.0,1.9631698041743044
2011-03-14,14.0024995803833,14.11750030517578,13.90750026702881,14.07999992370605,12.79083061218262,3224400,0.07107483367968735,1.0315367547866259,1.516012105173173,1.1601889441784554,,14.24199981689453,14.324249935150146,14.309749952952068,,,14.194410926927924,14.263890418500084,14.122111443398996,,,14.27245591257915,14.180729588043942,0.0917263245352089,0.1701124490964418,0.9943206255778058,-0.9943206255778058,-0.9943206255778058,0.0,0.9943206255778058,0.9943206255778058,-0.9943206255778058,-0.9943206255778058,0.9943206255778058,0.48500061035155895,0.2737500667572016,14.11750030517578,13.554649848937988,13.6064998626709,13.65834987640381,,,,,,,,,,0.0,0.0,0.0
2011-03-15,13.63249969482422,14.05500030517578,13.56999969482422,13.9399995803833,12.663649559021,4361200,-0.9943206255778058,0.8898166225656248,1.3963488014744765,1.1692631522279497,,14.12649974822998,14.311499881744382,14.313249937693278,,,14.109607144746384,14.205001175206123,14.110362290946371,,,14.22130878454902,14.162897735624636,0.05841104892438409,0.14777216906203028,2.2776124126531103,2.2776124126531103,-2.2776124126531103,0.0,2.2776124126531103,2.2776124126531103,-2.2776124126531103,-2.2776124126531103,2.2776124126531103,0.44999980926514027,0.28625006675720216,14.05500030517578,13.515250158309936,13.570000171661377,13.624750185012816,,1.0,1.0,,13.570000171661377,13.624750185012816,,13.9399995803833,13.9399995803833,0.0,2.72659840855864,2.3137994538590356
