Date_ANET,Open_ANET,High_ANET,Low_ANET,Close_ANET,Adj Close_ANET,Volume_ANET,Daily Return(%)_ANET,Vol5_ANET,Vol10_ANET,Vol20_ANET,Vol60_ANET,SMA5_ANET,SMA10_ANET,SMA30_ANET,SMA60_ANET,SMA100_ANET,EMA5_ANET,EMA10_ANET,EMA30_ANET,EMA60_ANET,EMA100_ANET,Short12_ANET,Long26_ANET,MACD_ANET,SIGNAL9_ANET,Ret5/10_ANET,Ret10/30_ANET,Ret30/60_ANET,Ret30/100_ANET,Emaret5/10_ANET,Emaret10/30_ANET,Emaret30/60_ANET,Emaret30/100_ANET,RetMACD_ANET,DayRange_ANET,average20r_ANET,PRVHI_ANET,HitLevel_ANET,hitlevel_2_ANET,hitlevel_1.8_ANET,Hit?_ANET,Hit?_ANET.1,Hit?_ANET.2,HitAt_2.2_ANET,HitAt_2.0_ANET,HitAt_1.8_ANET,ExitPr_2.2_ANET,ExitPr_2.0_ANET,ExitPr_1.8_ANET,ret_2.2_ANET,Ret2.0_ANET,Ret_1.8_ANET
25-07-2014,16.03750038,16.19499969,15.62749958,15.90999985,15.90999985,462400,-0.949417292,2.072923617,1.922435985,5.723100154,,16.07250004,16.23449993,16.84841658,,,16.08537135,16.29545822,16.49795384,,,16.36283477,16.42295669,-0.060121919,0.165206507,0.361407204,0.361407204,-0.361407204,0.0,0.361407204,0.361407204,0.361407204,-0.361407204,0.361407204,0.378499985,1.01371274,16.19499969,14.30581789,14.50892544,14.71203299,,,,,,,,,,,,
28-07-2014,16.12999916,16.13599968,15.75749969,15.85249996,15.85249996,269600,-0.361407204,1.993164965,1.928796107,5.703238483,,16.08150005,16.096,16.7969999,,,16.00774755,16.21492036,16.45631166,,,16.28432172,16.38070063,-0.096378912,0.112889423,-0.693894698,-0.693894698,0.693894698,0.0,-0.693894698,-0.693894698,-0.693894698,0.693894698,-0.693894698,0.225000381,0.985837793,16.13599968,13.96483167,14.16757421,14.37031676,,,,,,,,,,,,
29-07-2014,15.89750004,16.01250076,15.78750038,15.96249962,15.96249962,425600,0.693894698,0.723896733,1.768106415,5.703120415,,15.99849987,16.0249999,16.73324989,,,15.99266491,16.16902568,16.42445282,,,16.23481063,16.34972278,-0.114912152,0.067329108,-6.170716579,-6.170716579,6.170716579,0.0,-6.170716579,-6.170716579,-6.170716579,6.170716579,-6.170716579,0.982500076,0.900837755,16.01250076,13.96715653,14.16432409,14.36149165,,,,,,,,,,,,
30-07-2014,16.12000084,16.97500038,15.99250031,16.94750023,16.94750023,2432400,6.170716579,2.999768909,2.467071807,3.043349788,,16.14699993,16.10649996,16.7172499,,,16.31094335,16.31056651,16.45819781,,,16.34445518,16.39400259,-0.049547409,0.043953805,-2.463487456,2.463487456,-2.463487456,0.0,2.463487456,-2.463487456,2.463487456,-2.463487456,2.463487456,0.472499847,0.832837725,16.97500038,14.0306577,14.21082525,14.3909928,,,,,,,,,,,,
31-07-2014,16.58499908,16.75,16.27750015,16.53000069,16.53000069,1030800,-2.463487456,3.307189962,2.594533335,3.073605464,,16.24050007,16.16550007,16.69358327,,,16.38396246,16.35046363,16.46283025,,,16.37300064,16.40407652,-0.03107588,0.028947868,-0.771328063,0.771328063,-0.771328063,0.0,0.771328063,-0.771328063,0.771328063,-0.771328063,0.771328063,0.5625,0.816875219,16.75,15.14275739,15.30932493,15.47589248,,,,,,,,,,,,
01-08-2014,16.45499992,16.875,16.3125,16.40250015,16.40250015,774800,-0.771328063,3.286985427,2.620637169,3.036890541,,16.33900013,16.20575008,16.69308329,,,16.39014169,16.35992482,16.45893799,,,16.37753903,16.40395976,-0.026420726,0.017874149,5.517455743,-5.517455743,5.517455743,0.0,-5.517455743,5.517455743,-5.517455743,5.517455743,-5.517455743,0.954999924,0.798875189,16.875,14.95287452,15.11624956,15.27962461,,,,,,,,,,,,
04-08-2014,16.49749947,17.375,16.42000008,17.30750084,17.30750084,1022400,5.517455743,3.8383208,3.02836528,3.116923565,,16.63000031,16.35575018,16.7270833,,,16.69592807,16.53221137,16.51368398,,,16.52061008,16.47088873,0.049721353,0.02424359,4.131146674,-4.131146674,4.131146674,0.0,-4.131146674,4.131146674,4.131146674,4.131146674,4.131146674,1.245000839,0.749750185,17.375,15.11747458,15.27724962,15.43702466,,,,,,,,,,,,
05-08-2014,17.20750046,18.25,17.00499916,18.02249908,18.02249908,1609600,4.131146674,3.891535869,3.083582263,3.134410719,,17.0420002,16.52025003,16.78024995,,,17.13811841,16.80317277,16.61102689,,,16.75166993,16.58582283,0.165847099,0.052564292,-1.761682213,1.761682213,-1.761682213,0.0,1.761682213,-1.761682213,-1.761682213,-1.761682213,-1.761682213,0.742500305,0.700750208,18.25,15.72554959,15.87549963,16.02544967,,,,,,,,,,,,
06-08-2014,17.84499931,18.125,17.38249969,17.70499992,17.70499992,902400,-1.761682213,3.638252216,3.14363591,3.062448569,,17.19350014,16.67025003,16.83474995,,,17.32707892,16.96714134,16.6816058,,,16.89833608,16.66872483,0.229611245,0.087973682,1.976844863,-1.976844863,1.976844863,0.0,-1.976844863,1.976844863,1.976844863,1.976844863,1.976844863,0.369001389,0.681500292,18.125,16.70834954,16.84849958,16.98864963,,,,,,,,,,,,
07-08-2014,17.94249916,18.16500092,17.79599953,18.05500031,18.05500031,1650400,1.976844863,3.105663995,3.090005085,2.773002882,,17.49850006,16.86950006,16.89916665,,,17.56971938,17.16493388,16.77021189,,,17.07628442,16.77141191,0.304872516,0.131353449,-0.263088394,0.263088394,-0.263088394,0.0,0.263088394,-0.263088394,-0.263088394,-0.263088394,-0.263088394,2.094999313,0.759375238,18.16500092,16.62569936,16.76199942,16.89829947,,,,,,,,,,,,
08-08-2014,19.8125,19.96999931,17.875,18.00749969,18.00749969,5705600,-0.263088394,3.0064409,3.043784698,2.715430932,,17.81949997,17.07925005,16.96766663,,,17.71564615,17.31812767,16.85003691,,,17.21954831,16.86297396,0.356574346,0.176397628,-3.012631134,-3.012631134,-3.012631134,0.0,3.012631134,-3.012631134,-3.012631134,-3.012631134,-3.012631134,1.522500992,0.792125273,19.96999931,16.49437539,16.64625044,16.79812549,,,,,,,,,,,,
11-08-2014,18.17250061,18.35000038,16.82749939,17.46500015,17.46500015,2960400,-3.012631134,2.872008967,3.307362405,2.798903309,,17.85099983,17.24050007,17.0285833,,,17.63209748,17.34483175,16.88971196,,,17.25731013,16.9075685,0.349741635,0.21106643,1.789292856,1.789292856,1.789292856,0.0,-1.789292856,1.789292856,1.789292856,1.789292856,1.789292856,0.551498413,0.762700224,18.35000038,18.22732371,18.38574877,18.54417382,1.0,1.0,1.0,18.17250061,18.17250061,18.17250061,17.46500015,17.46500015,17.46500015,-3.893247676,-3.893247676,-3.893247676
12-08-2014,17.37000084,17.92149925,17.37000084,17.77750015,17.77750015,892000,1.789292856,2.181452966,3.3134303,2.70459748,,17.80200005,17.42200012,17.10124998,,,17.68056504,17.42349874,16.94698862,,,17.33733937,16.97200788,0.365331487,0.241919441,-1.785971399,-1.785971399,-1.785971399,0.0,1.785971399,-1.785971399,-1.785971399,-1.785971399,-1.785971399,0.658000946,0.740725279,17.92149925,16.67205989,16.82459993,16.97713998,,,,,,,,,,,,
13-08-2014,17.78499985,17.99250031,17.33449936,17.45999908,17.45999908,1094000,-1.785971399,2.185672013,2.89815322,2.621197414,,17.75299988,17.47325001,17.04991662,,,17.60704306,17.43013516,16.98008607,,,17.35621009,17.00815538,0.348054716,0.263146496,1.38889071,1.38889071,1.38889071,0.0,-1.38889071,1.38889071,1.38889071,1.38889071,1.38889071,0.724998474,0.745600176,17.99250031,16.29190364,16.44004869,16.58819375,,,,,,,,,,,,
14-08-2014,17.43250084,17.92499924,17.20000076,17.70249939,17.70249939,1066400,1.38889071,2.046699906,2.73625155,2.600641729,,17.68249969,17.59049988,17.01208328,,,17.63886183,17.47965593,17.02669338,,,17.40948537,17.05958827,0.349897103,0.280496618,-1.398104643,-1.398104643,-1.398104643,0.0,1.398104643,-1.398104643,-1.398104643,-1.398104643,-1.398104643,0.510000229,0.751725149,17.92499924,16.35217992,16.50129995,16.65041999,,,,,,,,,,,,
15-08-2014,17.85499954,17.85499954,17.34499931,17.45499992,17.45499992,566400,-1.398104643,2.093360107,2.781042875,2.637151688,,17.57199974,17.69574986,16.95716658,,,17.57757453,17.47517302,17.05432606,,,17.41648761,17.08887802,0.32760959,0.289919212,-0.988259015,0.988259015,0.988259015,0.0,-0.988259015,0.988259015,0.988259015,0.988259015,0.988259015,0.530000687,0.756725121,17.85499954,16.27120391,16.42154894,16.57189397,,,,,,,,,,,,
18-08-2014,17.71249962,17.84250069,17.3125,17.62750053,17.62750053,703600,0.988259015,1.662725461,2.212418089,2.609418629,,17.60449982,17.72774982,16.94333328,,,17.59421653,17.50286893,17.09130506,,,17.44895113,17.12877598,0.320175153,0.2959704,-6.367887857,6.367887857,6.367887857,0.0,-6.367887857,6.367887857,6.367887857,6.367887857,6.367887857,1.253749847,0.775662613,17.84250069,16.19020428,16.3415493,16.49289433,,,,,,,,,,,,
19-08-2014,17.68499947,18.79500008,17.54125023,18.75,18.75,1912400,6.367887857,3.256347679,2.710434151,2.840911502,,17.79899979,17.80049992,16.98974994,,,17.97947769,17.72962004,17.19831763,,,17.6491125,17.24886665,0.400245849,0.31682549,-1.866668701,1.866668701,1.866668701,0.0,-1.866668701,1.866668701,1.866668701,1.866668701,1.866668701,1.091999054,0.801762581,18.79500008,16.13604294,16.29117546,16.44630798,,,,,,,,,,,,
20-08-2014,18.58250046,19.3172493,18.22525024,19.10000038,19.10000038,1583600,1.866668701,2.82474453,2.626142266,2.820142036,,18.12700005,17.93999996,17.02724994,,,18.35298525,17.9787801,17.32100684,,,17.87232602,17.38598767,0.486338352,0.350728062,1.243451478,1.243451478,1.243451478,0.0,-1.243451478,1.243451478,1.243451478,1.243451478,1.243451478,0.76499939,0.81013751,19.3172493,17.0311224,17.19147491,17.35182743,,,,,,,,,,,,
21-08-2014,18.96999931,19.59749985,18.83250046,19.33749962,19.33749962,1741200,1.243451478,2.831327337,2.599476166,2.790941274,,18.45400009,18.06824989,17.10733328,,,18.68115671,18.22582001,17.45110315,,,18.09773734,17.53054411,0.567193234,0.394021097,-2.236581463,-2.236581463,-2.236581463,0.0,2.236581463,-2.236581463,-2.236581463,-2.236581463,-2.236581463,0.427499771,0.803137493,19.59749985,17.53494678,17.69697428,17.85900178,,,,,,,,,,,,
22-08-2014,19.12249947,19.23999977,18.8125,18.90500069,18.90500069,710400,-2.236581463,3.082775816,2.752672925,2.851672416,,18.74400024,18.15799999,17.15724999,,,18.75577137,18.34930741,17.54490299,,,18.2219317,17.63235571,0.589575997,0.433132077,-0.052897268,-0.052897268,-0.052897268,0.0,0.052897268,-0.052897268,-0.052897268,-0.052897268,-0.052897268,0.657501221,0.817087555,19.23999977,17.83059736,17.99122486,18.15185236,,,,,,,,,,,,
25-08-2014,19.01250076,19.36000061,18.70249939,18.89500046,18.89500046,709600,-0.052897268,3.172172892,2.475681565,2.845294424,,18.99750023,18.30100002,17.21250003,,,18.80218106,18.44852433,17.63200605,,,18.32548074,17.72588495,0.599595795,0.46642482,0.780624932,0.780624932,0.780624932,0.0,-0.780624932,0.780624932,0.780624932,0.780624932,0.780624932,0.526248932,0.832149982,19.36000061,17.44240715,17.60582466,17.76924217,,,,,,,,,,,,
26-08-2014,18.86000061,19.19249916,18.66625023,19.04249954,19.04249954,650800,0.780624932,1.59156235,2.452105722,2.844998661,,19.05600014,18.42749996,17.2915,,,18.88228722,18.55651982,17.72300563,,,18.43579133,17.82341195,0.612379372,0.495615731,9.176848708,9.176848708,9.176848708,0.0,-9.176848708,9.176848708,9.176848708,9.176848708,9.176848708,1.875,0.876774979,19.19249916,17.52927065,17.69570065,17.86213064,,,,,,,,,,,,
27-08-2014,18.99749947,20.86750031,18.99250031,20.79000092,20.79000092,2896800,9.176848708,4.344318661,3.454759598,3.194710499,,19.39400024,18.76050014,17.44675004,,,19.51819179,18.96260729,17.9208763,,,18.79797742,18.04315928,0.754818133,0.547456211,0.34871726,0.34871726,0.34871726,0.0,-0.34871726,0.34871726,0.34871726,0.34871726,0.34871726,0.579999924,0.882149982,20.86750031,17.26359421,17.4389492,17.6143042,,,,,,,,,,,,
28-08-2014,20.73999977,20.97249985,20.39249992,20.86249924,20.86249924,1373200,0.34871726,4.390247464,3.484462399,3.091019856,,19.69900017,19.07650013,17.61083336,,,19.96629427,19.30804219,18.11065842,,,19.11559616,18.25199928,0.863596878,0.610684344,0.479330786,0.479330786,0.479330786,0.0,-0.479330786,0.479330786,0.479330786,0.479330786,0.479330786,0.7622509,0.892137527,20.97249985,18.92677034,19.10320034,19.27963034,,,,,,,,,,,,
29-08-2014,21.22249985,21.44725037,20.68499947,20.96249962,20.96249962,1322000,0.479330786,3.941454109,3.346320353,3.06123426,,20.11049995,19.4272501,17.77625001,17.2217083,,20.29836272,19.60885263,18.29464818,17.2217083,,19.39973515,18.45277708,0.946958069,0.677939089,2.683363197,2.683363197,2.683363197,2.683363197,-2.683363197,2.683363197,2.683363197,2.683363197,2.683363197,0.612499237,0.875012493,21.44725037,19.00979729,19.18822479,19.3666523,,,,,,,,,,,,
02-09-2014,21.28499985,21.67000008,21.05750084,21.52499962,21.52499962,1318400,2.683363197,3.744781545,3.338139291,2.916811544,4.206987479,20.63649979,19.81700001,17.96683334,17.35129162,,20.70724169,19.95724299,18.50305795,17.36279982,,19.72669892,18.68034912,1.046349793,0.75162123,-0.56910322,-0.56910322,-0.56910322,-0.56910322,0.56910322,-0.56910322,-0.56910322,-0.56910322,-0.56910322,0.662498474,0.845887375,21.67000008,19.52222288,19.69722538,19.87222788,,,,,,,,,,,,
