Date_TYL,Open_TYL,High_TYL,Low_TYL,Close_TYL,Adj Close_TYL,Volume_TYL,Daily Return(%)_TYL,Vol5_TYL,Vol10_TYL,Vol20_TYL,Vol60_TYL,SMA5_TYL,SMA10_TYL,SMA30_TYL,SMA60_TYL,SMA100_TYL,EMA5_TYL,EMA10_TYL,EMA30_TYL,EMA60_TYL,EMA100_TYL,Short12_TYL,Long26_TYL,MACD_TYL,SIGNAL9_TYL,Ret5/10_TYL,Ret10/30_TYL,Ret30/60_TYL,Ret30/100_TYL,Emaret5/10_TYL,Emaret10/30_TYL,Emaret30/60_TYL,Emaret30/100_TYL,RetMACD_TYL,DayRange_TYL,average20r_TYL,PRVHI_TYL,HitLevel_TYL,hitlevel_2_TYL,hitlevel_1.8_TYL,Hit?_TYL,Hit?_TYL.1,Hit?_TYL.2,HitAt_2.2_TYL,HitAt_2.0_TYL,HitAt_1.8_TYL,ExitPr_2.2_TYL,ExitPr_2.0_TYL,ExitPr_1.8_TYL,ret_2.2_TYL,Ret2.0_TYL,Ret_1.8_TYL
2012-06-25,39.40000152587891,39.59000015258789,39.08000183105469,39.09000015258789,39.09000015258789,67000,-2.15269235025738,2.741979318175244,2.1828075978191603,1.7678606884214416,1.5022452253673075,39.896000671386716,39.500000381469725,38.083333587646486,38.57066694895426,38.14580013275147,39.541978908616954,39.35449506747328,38.66722363831526,38.21200727916423,37.26884396486766,39.24671862256604,38.74226421067013,0.5044544118959138,0.3892342654204501,-0.4093114525135576,-0.4093114525135576,0.4093114525135576,-0.4093114525135576,0.4093114525135576,-0.4093114525135576,-0.4093114525135576,-0.4093114525135576,-0.4093114525135576,0.6800003051757812,0.8630002975463867,39.59000015258789,38.51279815673827,38.68799819946288,38.863198242187494,,,,,,,,,,0.0,0.0,0.0
2012-06-26,39.04999923706055,39.18000030517578,38.5,38.93000030517578,38.93000030517578,125200,-0.4093114525135576,1.9152046514024834,1.9049909294433585,1.7704367619777033,1.5005463713942058,39.53800048828125,39.48300056457519,38.15933354695638,38.57933362325033,38.17500015258789,39.33798604080323,39.277314201601,38.684176971661095,38.23554803411543,37.30173814982426,39.19799272758293,38.756170588040916,0.4418221395420119,0.39975184024476246,0.07705825600236058,0.07705825600236058,-0.07705825600236058,0.07705825600236058,-0.07705825600236058,0.07705825600236058,0.07705825600236058,0.07705825600236058,0.07705825600236058,0.4799995422363281,0.859000205993652,39.18000030517578,37.69139949798584,37.86399955749512,38.03659961700439,,,,,,,,,,0.0,0.0,0.0
2012-06-27,38.86999893188477,39.15999984741211,38.68000030517578,38.95999908447266,38.95999908447266,106300,0.07705825600236058,1.96193330790511,1.875854825413845,1.750486785193166,1.480421643464545,39.23000030517578,39.50700035095215,38.22266680399577,38.576333618164064,38.19760013580322,39.21199038869304,39.2196205439413,38.7019719466812,38.25930052756977,37.33457500001532,39.16137832095058,38.77126899518401,0.39010932576657353,0.39782333734912473,0.35934135764454045,-0.35934135764454045,0.35934135764454045,-0.35934135764454045,0.35934135764454045,0.35934135764454045,-0.35934135764454045,-0.35934135764454045,0.35934135764454045,0.8899993896484446,0.8655000686645508,39.15999984741211,37.29019985198975,37.46199989318848,37.633799934387206,,,,,,,,,,0.0,0.0,0.0
2012-06-28,38.72000122070312,38.86000061035156,37.97000122070312,38.81999969482422,38.81999969482422,96100,-0.35934135764454045,1.43246683068015,1.8689506400268472,1.754868145335536,1.4734133091415569,39.15,39.49200019836426,38.28433341979981,38.563500277201335,38.21970012664795,39.0813268240701,39.14696220773819,38.709586640109784,38.27768410682401,37.36398935040757,39.10885853231576,38.774878676638835,0.33397985567692245,0.3850546410146843,-3.941264274406625,3.941264274406625,-3.941264274406625,3.941264274406625,-3.941264274406625,-3.941264274406625,3.941264274406625,3.941264274406625,-3.941264274406625,0.9900016784667898,0.8750001907348632,38.86000061035156,37.2558996963501,37.428999710083005,37.60209972381592,,,,,,,,,,0.0,0.0,0.0
2012-06-29,39.45999908447266,40.45000076293945,39.45999908447266,40.34999847412109,40.34999847412109,208000,3.941264274406625,2.248865081369142,2.2419879724955036,1.9301150510109952,1.5544630970379418,39.22999954223633,39.59099998474121,38.39500007629395,38.5823335647583,38.25940010070801,39.504217374087105,39.36569607435327,38.8154196616589,38.34562884017801,37.423118243946455,39.29980313874734,38.891554217193075,0.40824892155426795,0.38969349712260104,-1.239157419846448,1.239157419846448,-1.239157419846448,1.239157419846448,-1.239157419846448,1.239157419846448,1.239157419846448,1.239157419846448,1.239157419846448,0.9300003051757955,0.8715002059936531,40.45000076293945,36.93500019073486,37.11000022888184,37.285000267028806,,,,,,,,,,0.0,0.0,0.0
2012-07-02,40.56999969482422,41.06000137329102,40.13000106811523,40.84999847412109,40.84999847412109,154700,1.239157419846448,1.8263187991442174,2.259985631584829,1.917972283149306,1.5584791720310243,39.58199920654297,39.738999938964845,38.53233337402344,38.603833516438804,38.29550006866455,39.952811074098435,39.63556923794741,38.946682810850014,38.427739319979416,37.49097725840536,39.53829472880484,39.03662416215071,0.5016705666541341,0.41208891102890766,-1.7135882229785595,1.7135882229785595,-1.7135882229785595,1.7135882229785595,-1.7135882229785595,1.7135882229785595,1.7135882229785595,1.7135882229785595,1.7135882229785595,0.8600006103515554,0.8900003433227542,41.06000137329102,38.532700309753416,38.70700035095215,38.88130039215088,,,,,,,,,,0.0,0.0,0.0
2012-07-03,40.86000061035156,41.72000122070312,40.86000061035156,41.54999923706055,41.54999923706055,110900,1.7135882229785595,1.688011972642694,2.060168345060664,1.9357311087180251,1.5363468581217696,40.10599899291992,39.82199974060059,38.677666727701826,38.653333473205564,38.33250007629395,40.48520712841914,39.98364741960434,39.114638709315216,38.53010849758863,37.571353931250016,39.847787730074955,39.22280009362551,0.6249876364494469,0.45466865611301555,0.36101450934591667,0.36101450934591667,0.36101450934591667,0.36101450934591667,-0.36101450934591667,0.36101450934591667,0.36101450934591667,0.36101450934591667,0.36101450934591667,0.6699981689453054,0.889000129699707,41.72000122070312,39.10200061798096,39.280000686645515,39.45800075531007,,,,,,,,,,0.0,0.0,0.0
2012-07-05,41.47999954223633,41.84999847412109,41.18000030517578,41.70000076293945,41.70000076293945,183800,0.36101450934591667,1.63972775786436,2.0428037581277,1.912545554811791,1.5363600306857774,40.65399932861328,39.94199981689453,38.83466669718425,38.705833498636885,38.38270008087158,40.89013833992591,40.29571166384709,39.28143626116194,38.63403939153456,37.65310931405574,40.13274358128488,39.406296439500615,0.7264471417842628,0.509024353247265,-2.2542024561344127,-2.2542024561344127,-2.2542024561344127,-2.2542024561344127,2.2542024561344127,-2.2542024561344127,-2.2542024561344127,-2.2542024561344127,-2.2542024561344127,0.7900009155273438,0.890000152587891,41.84999847412109,39.76420093536376,39.942000961303705,40.11980098724364,,,,,,,,,,0.0,0.0,0.0
2012-07-06,41.43000030517578,41.43000030517578,40.63999938964844,40.7599983215332,40.7599983215332,127200,-2.2542024561344127,2.2480867367048276,1.885736661061518,1.9923949613215721,1.5669162784592707,41.04199905395508,40.095999526977536,38.954999923706055,38.740500132242836,38.418000068664554,40.84675833379501,40.380127419790014,39.37682736183106,38.70374296300992,37.714631868659254,40.22924431055385,39.50657065298451,0.7226736575693451,0.5517542141116811,0.07360793726599191,0.07360793726599191,0.07360793726599191,0.07360793726599191,-0.07360793726599191,0.07360793726599191,0.07360793726599191,0.07360793726599191,0.07360793726599191,0.5,0.856500244140625,41.43000030517578,39.891998138427724,40.069998168945304,40.247998199462884,,,,,,,,,,0.0,0.0,0.0
2012-07-09,40.7599983215332,40.93000030517578,40.43000030517578,40.79000091552734,40.79000091552734,141000,0.07360793726599191,1.535599325688589,1.815426755218449,1.9703788558104873,1.5633444551705773,41.12999954223633,40.17999954223633,39.07666664123535,38.76983350118001,38.45650009155273,40.82783919437246,40.45464987356043,39.46799984916631,38.77214486309246,37.775530265626934,40.31551455747285,39.601639561321015,0.7138749961518371,0.5841783705197123,-0.024521049291389138,-0.024521049291389138,-0.024521049291389138,-0.024521049291389138,0.024521049291389138,-0.024521049291389138,-0.024521049291389138,-0.024521049291389138,-0.024521049291389138,0.6599998474121094,0.8275001525878907,40.93000030517578,39.545699768066406,39.71699981689453,39.88829986572266,,,,,,,,,,0.0,0.0,0.0
2012-07-10,41.13000106811523,41.29000091552734,40.63000106811523,40.77999877929688,40.77999877929688,155600,-0.024521049291389138,1.4274765740069832,1.620231433506753,1.8714049268653505,1.5531103758891391,41.11599960327148,40.348999404907225,39.19599990844726,38.80733350118001,38.500700073242186,40.811892389347264,40.51380422005796,39.5526449414328,38.83797613903358,37.8350246916402,40.38697366852271,39.68892542931923,0.6980482392034801,0.6069523442564659,-0.3433040555153701,-0.3433040555153701,-0.3433040555153701,-0.3433040555153701,0.3433040555153701,-0.3433040555153701,-0.3433040555153701,-0.3433040555153701,-0.3433040555153701,0.5499992370605469,0.7875000000000008,41.29000091552734,39.10949996948242,39.275,39.440500030517576,,,,,,,,,,0.0,0.0,0.0
2012-07-11,40.91999816894531,41.0,40.45000076293945,40.63999938964844,40.63999938964844,110500,-0.3433040555153701,1.0462658657318098,1.6165360427756204,1.73633941901881,1.5520104122901144,40.933999633789064,40.51999931335449,39.301666514078775,38.83783346811931,38.54120006561279,40.75459472278099,40.53674879634714,39.62279684131768,38.897058868561935,37.890568745066105,40.42590070254205,39.75937535230658,0.6665253502354744,0.6188669454522676,0.24606862775650365,0.24606862775650365,0.24606862775650365,0.24606862775650365,-0.24606862775650365,0.24606862775650365,0.24606862775650365,0.24606862775650365,0.24606862775650365,0.94000244140625,0.7955001831054691,41.0,39.557500915527335,39.715000915527334,39.87250091552733,,,,,,,,,,0.0,0.0,0.0
2012-07-12,40.29000091552734,41.04000091552734,40.09999847412109,40.7400016784668,40.7400016784668,87900,0.24606862775650365,1.0253891390524683,1.6131715859486166,1.714010753275918,1.5315745302738286,40.741999816894534,40.69799957275391,39.422333272298175,38.85700016021728,38.58250007629395,40.74973037467626,40.57370386582344,39.694874572746656,38.95748322298504,37.94699315958889,40.4742239296074,39.83201433942956,0.6422095901778349,0.6235354743973811,1.7182054968155904,1.7182054968155904,1.7182054968155904,1.7182054968155904,-1.7182054968155904,1.7182054968155904,1.7182054968155904,1.7182054968155904,1.7182054968155904,0.8300018310546875,0.8100002288818366,41.04000091552734,39.24989959716797,39.408999633789065,39.568099670410156,,,,,,,,,,0.0,0.0,0.0
2012-07-13,40.79999923706055,41.58000183105469,40.75,41.43999862670898,41.43999862670898,78100,1.7182054968155904,0.8029381881140878,1.6297175759477536,1.7429667460703515,1.532117023118012,40.87799987792969,40.95999946594238,39.560333251953125,38.89783344268799,38.631200065612795,40.9798197920205,40.73121200416627,39.80746322138938,39.03887717064812,38.016161584680376,40.622804652238415,39.95112428663545,0.6716803656029668,0.6331644526384983,0.8928545949475157,-0.8928545949475157,-0.8928545949475157,-0.8928545949475157,0.8928545949475157,-0.8928545949475157,-0.8928545949475157,-0.8928545949475157,-0.8928545949475157,0.7099990844726634,0.8220003128051768,41.58000183105469,39.2580004119873,39.42000045776366,39.58200050354003,,,,,,,,,,0.0,0.0,0.0
2012-07-16,41.31000137329102,41.61999893188477,40.90999984741211,41.06999969482422,41.06999969482422,109700,-0.8928545949475157,0.9784450878864994,1.2147305809462339,1.7555478843516854,1.5335369837161843,40.933999633789064,41.031999588012695,39.692999903361006,38.9263334274292,38.67610004425049,41.00987975962174,40.79280976610407,39.888917187417434,39.10547135176865,38.0766336264654,40.69160388955931,40.03400394650129,0.6575999430580239,0.6380515507224034,0.41392298565497465,-0.41392298565497465,-0.41392298565497465,-0.41392298565497465,0.41392298565497465,-0.41392298565497465,-0.41392298565497465,-0.41392298565497465,-0.41392298565497465,0.7000007629394602,0.8125001907348643,41.61999893188477,39.7716011428833,39.936001205444335,40.10040126800537,,,,,,,,,,0.0,0.0,0.0
2012-07-17,41.20999908447266,41.33000183105469,40.63000106811523,40.90000152587891,40.90000152587891,89000,-0.41392298565497465,1.0098781801780334,1.1666642626212753,1.7609490656475582,1.5071520572474837,40.95800018310547,41.03699989318848,39.799333318074545,38.93700014750163,38.69520004272461,40.97325368170746,40.81229917697222,39.95414843506011,39.16430840665751,38.132541901701316,40.72366506437771,40.098151915344076,0.6255131490336368,0.6355438703846501,-1.662592371165349,1.662592371165349,1.662592371165349,1.662592371165349,-1.662592371165349,1.662592371165349,1.662592371165349,1.662592371165349,-1.662592371165349,1.4199981689453125,0.8155000686645518,41.33000183105469,39.832498512268074,39.99499855041505,40.157498588562014,,,,,,,,,,0.0,0.0,0.0
2012-07-18,40.86999893188477,42.0,40.58000183105469,41.58000183105469,41.58000183105469,114500,1.662592371165349,1.1904780911945103,1.1585139730708756,1.6302057960827503,1.4994048544035787,41.146000671386716,41.04000015258789,39.92900009155274,38.97183348337809,38.72410007476807,41.175503064823204,40.95188147771448,40.05904220254364,39.2435114697525,38.20080843495584,40.85540918232802,40.20791857576709,0.6474906065609289,0.637933217619906,-0.5531586022245415,-0.5531586022245415,-0.5531586022245415,-0.5531586022245415,0.5531586022245415,-0.5531586022245415,-0.5531586022245415,-0.5531586022245415,-0.5531586022245415,0.8899993896484446,0.8295000076293956,42.0,39.535901679992676,39.699001693725585,39.86210170745849,,,,,,,,,,0.0,0.0,0.0
2012-07-19,41.84999847412109,42.20999908447266,41.31999969482422,41.34999847412109,41.34999847412109,67000,-0.5531586022245415,1.2775313571355227,1.164079633600754,1.6304817085701822,1.501675486238739,41.26800003051758,41.00499992370605,40.02866668701172,39.00150012969971,38.74880004882812,41.23366820125584,41.02426638615204,40.14232970393573,39.31257661743671,38.263168633751185,40.93149984260387,40.29251708675628,0.6389827558475929,0.6381431252654434,-1.8379645697177989,-1.8379645697177989,-1.8379645697177989,-1.8379645697177989,1.8379645697177989,-1.8379645697177989,-1.8379645697177989,-1.8379645697177989,-1.8379645697177989,0.5699996948242259,0.7834999084472667,42.20999908447266,40.17509998321533,40.34099998474121,40.506899986267086,,,,,,,,,,0.0,0.0,0.0
2012-07-20,40.97000122070312,41.06000137329102,40.4900016784668,40.59000015258789,40.59000015258789,84700,-1.8379645697177989,1.2833878131453356,1.082186535602662,1.5131831874677688,1.4673402741784638,41.09800033569336,40.988000106811526,40.1113333384196,38.99783344268799,38.772200050354,41.019112185033194,40.94530888914037,40.171211668364904,39.35445935629413,38.30924450541132,40.87896142875526,40.31455286941047,0.5644085593447912,0.6233962120813129,-1.724564573313566,-1.724564573313566,-1.724564573313566,-1.724564573313566,1.724564573313566,-1.724564573313566,-1.724564573313566,-1.724564573313566,1.724564573313566,0.75,0.7659999847412123,41.06000137329102,40.48629928588868,40.64299926757813,40.79969924926758,,1.0,1.0,,40.64299926757813,40.79969924926758,,40.59000015258789,40.59000015258789,0.0,-0.13040158439419486,-0.5139721628792564
2012-07-23,40.0099983215332,40.15999984741211,39.40999984741211,39.88999938964844,39.88999938964844,77700,-1.724564573313566,1.4097701888932375,1.2043511239452602,1.5162504813525233,1.4829227286046125,40.8620002746582,40.897999954223636,40.15,38.985833422342935,38.79340003967285,40.64274125323828,40.75343443468729,40.15306894070578,39.3720180459123,38.34054658232691,40.72681342273882,40.28310446350217,0.4437089592366519,0.5874587615123807,1.8550962022866202,-1.8550962022866202,-1.8550962022866202,-1.8550962022866202,1.8550962022866202,1.8550962022866202,-1.8550962022866202,-1.8550962022866202,1.8550962022866202,0.9700012207031179,0.7890001296997081,40.15999984741211,39.37480140686036,39.528001403808595,39.68120140075684,,1.0,1.0,,39.528001403808595,39.68120140075684,,39.88999938964844,39.88999938964844,0.0,0.9158013888477629,0.526188677562606
2012-07-24,40.04000091552734,40.04000091552734,39.06999969482422,39.15000152587891,39.15000152587891,147500,-1.8550962022866202,1.512589959880333,1.3067250304313651,1.4952939999523487,1.4940498490298737,40.512000274658206,40.73500022888184,40.19466667175293,38.954000091552736,38.80550006866455,40.14516134411849,40.461901178540316,40.08835491394276,39.364738815747266,38.35657539309031,40.48422697706806,40.19917091256712,0.28505606450094234,0.5269782221100932,-1.3793028857817933,1.3793028857817933,1.3793028857817933,1.3793028857817933,-1.3793028857817933,-1.3793028857817933,1.3793028857817933,1.3793028857817933,-1.3793028857817933,1.1399993896484233,0.8120000839233402,40.04000091552734,38.42419956207275,38.58199958801269,38.739799613952634,,,,,,,,,,0.0,0.0,0.0
2012-07-25,38.93999862670898,40.04000091552734,38.90000152587891,39.68999862670898,39.68999862670898,164400,1.3793028857817933,1.3951469338965585,1.4232854076885695,1.5216334775605203,1.4646920254414744,40.13399963378906,40.64000015258789,40.21433334350586,38.94966672261556,38.829800071716306,39.99344043831532,40.32155526002553,40.06265450831478,39.375403071844374,38.38297981355801,40.36203800008974,40.161454446948,0.20058355314174037,0.46169928831642265,4.887877787437048,-4.887877787437048,-4.887877787437048,-4.887877787437048,4.887877787437048,4.887877787437048,-4.887877787437048,-4.887877787437048,4.887877787437048,3.1199989318847656,0.9440000534057621,40.04000091552734,38.25360073089599,38.416000747680656,38.57840076446532,,,,,,,,,,0.0,0.0,0.0
2012-07-26,39.06000137329102,40.11000061035156,36.9900016784668,37.75,37.75,438800,-4.887877787437048,2.2165307460442447,2.030174868436104,1.8878252303898697,1.58835263468226,39.41399993896484,40.34099998474121,40.18199996948242,38.92083339691162,38.83200008392334,39.24562695887688,39.853999758202704,39.91345099164931,39.32211116784948,38.37044555982419,39.96018600007593,39.982828191618516,-0.022642191542587398,0.3648309923446207,-5.562909865221421,5.562909865221421,5.562909865221421,5.562909865221421,-5.562909865221421,-5.562909865221421,-5.562909865221421,5.562909865221421,-5.562909865221421,2.2900009155273366,1.0140001296997068,40.11000061035156,37.96320079803466,38.15200080871581,38.34080081939697,1.0,1.0,1.0,37.96320079803466,38.15200080871581,38.34080081939697,37.75,37.75,37.75,-0.5615985837677316,-1.0536821141605104,-1.5409193516325204
2012-07-27,38.13000106811523,40.04000091552734,37.75,39.84999847412109,39.84999847412109,189400,5.562909865221421,3.9588499909986257,2.7749738405722506,2.276219462364192,1.7412530241248605,39.26599960327148,40.18199996948242,40.21133321126302,38.920000012715654,38.85760005950928,39.44708413062495,39.85327225200604,39.90935728084104,39.33941894838297,38.399743637335014,39.943234073005954,39.97298895328537,-0.029754880279419638,0.2859138178198127,1.1041371231035704,1.1041371231035704,-1.1041371231035704,-1.1041371231035704,1.1041371231035704,1.1041371231035704,1.1041371231035704,-1.1041371231035704,1.1041371231035704,0.9000015258789062,1.0095001220703126,40.04000091552734,37.87920032501221,38.08200035095215,38.28480037689209,1.0,1.0,1.0,37.87920032501221,38.08200035095215,38.13000106811523,39.84999847412109,39.84999847412109,39.84999847412109,5.202850461992283,4.642608336945546,4.510876889127974
2012-07-30,39.9900016784668,39.9900016784668,39.09000015258789,39.40999984741211,39.40999984741211,233700,-1.1041371231035704,3.912688474103567,2.780314207106101,2.107933885306573,1.7215000870157948,39.16999969482422,40.015999984741214,40.21299985249837,38.926999982198076,38.878500061035155,39.43472270288734,39.7726772693526,39.87714067223273,39.34173307621999,38.41974871080188,39.86119803829921,39.93128605655402,-0.0700880182548147,0.21471345060488722,0.9895950042081696,0.9895950042081696,-0.9895950042081696,-0.9895950042081696,0.9895950042081696,0.9895950042081696,0.9895950042081696,-0.9895950042081696,0.9895950042081696,0.6100006103515625,0.9935001373291008,39.9900016784668,37.81910064697265,38.02100067138671,38.222900695800774,,,,,,,,,,0.0,0.0,0.0
2012-07-31,39.15999984741211,39.5,38.88999938964844,39.02000045776367,39.02000045776367,242500,-0.9895950042081696,3.838551110637034,2.7871106631250036,2.0924480980043403,1.7028890579081115,39.14399948120117,39.827999877929685,40.20133323669434,38.94149996439616,38.895900077819825,39.296481954512785,39.63582693997279,39.821841303557306,39.3311844657788,38.43163488400904,39.731783025909124,39.86378341960659,-0.1320003936974672,0.14537068174441636,2.6140452224436763,2.6140452224436763,-2.6140452224436763,-2.6140452224436763,2.6140452224436763,2.6140452224436763,2.6140452224436763,-2.6140452224436763,2.6140452224436763,1.4099998474121094,1.0210000991821286,39.5,37.80430137634278,38.0030014038086,38.201701431274415,,,,,,,,,,0.0,0.0,0.0
2012-08-01,39.20000076293945,39.31000137329102,37.90000152587891,38.0,38.0,179900,-2.6140452224436763,3.892825388831586,2.7574810660909392,2.1069669127378923,1.7320547853521175,38.805999755859375,39.46999969482422,40.110666529337564,38.94549999237061,38.896700096130374,38.86432130300852,39.33840385997773,39.70430315494071,39.28753907345818,38.423087658583114,39.46535486807695,39.72572538852462,-0.2603705204476725,0.06422244130599859,-0.6315833643863076,-0.6315833643863076,0.6315833643863076,0.6315833643863076,0.6315833643863076,-0.6315833643863076,-0.6315833643863076,0.6315833643863076,-0.6315833643863076,0.5499992370605398,1.0150001525878902,39.31000137329102,37.253799781799316,37.457999801635744,37.66219982147217,,,,,,,,,,0.0,0.0,0.0
2012-08-02,37.97999954223633,38.45000076293945,37.90000152587891,38.2400016784668,38.2400016784668,198200,0.6315833643863076,3.1596854423034,2.797406830864064,2.1131361358626743,1.7297111387663209,38.90400009155273,39.15900001525879,40.035333251953126,38.95900001525879,38.9009001159668,38.65621476149462,39.13869437243029,39.609832091942394,39.253193585097804,38.41946219363032,39.27683899275231,39.61567178037219,-0.3388327876198787,-0.016388604479176866,-2.484301533849383,-2.484301533849383,2.484301533849383,2.484301533849383,2.484301533849383,-2.484301533849383,-2.484301533849383,2.484301533849383,-2.484301533849383,0.6100006103515625,1.0060001373291012,38.45000076293945,37.07700103759766,37.28000106811524,37.48300109863282,,,,,,,,,,0.0,0.0,0.0
2012-08-03,38.70000076293945,39.25,38.63999938964844,39.18999862670898,39.18999862670898,118700,2.484301533849383,1.942644899728501,2.939877037157113,2.1607102669601703,1.757953683013049,38.77200012207031,39.018999862670896,40.03433316548665,38.98700002034505,38.9159001159668,38.83414271656607,39.14802241866277,39.58274606192734,39.25112161924899,38.43472034081999,39.263478936437956,39.584140435656394,-0.32066149921843845,-0.07724318342702918,-0.5358583988997994,-0.5358583988997994,0.5358583988997994,0.5358583988997994,0.5358583988997994,-0.5358583988997994,-0.5358583988997994,0.5358583988997994,-0.5358583988997994,0.43000030517578125,1.0025001525878903,39.25,36.23680046081543,36.43800048828125,36.63920051574707,,,,,,,,,,0.0,0.0,0.0
2012-08-06,39.15999984741211,39.59000015258789,39.15999984741211,39.40000152587891,39.40000152587891,149400,0.5358583988997994,1.9150629100099927,2.9058792769852984,2.1659655430517217,1.7585137303674094,38.77000045776367,38.97000007629394,40.01599985758464,39.01966673533122,38.93610012054443,39.02276231967035,39.19383680179297,39.5709560918597,39.25600292766309,38.45383481973205,39.28448241173656,39.57050051641362,-0.2860181046770549,-0.11899816767703433,-0.2538032239806009,-0.2538032239806009,0.2538032239806009,0.2538032239806009,-0.2538032239806009,-0.2538032239806009,-0.2538032239806009,0.2538032239806009,-0.2538032239806009,0.3500022888183665,0.9870002746582032,39.59000015258789,37.04449966430664,37.244999694824216,37.4454997253418,,,,,,,,,,0.0,0.0,0.0
2012-08-07,39.52000045776367,39.70000076293945,39.34999847412109,39.5,39.5,157500,0.2538032239806009,1.8317921048468104,2.838952796937129,2.167714410530093,1.7573836749392935,38.86600036621094,39.00499992370605,40.02966651916504,39.05650005340576,38.95430011749268,39.181841546446904,39.249502837830605,39.566378279481654,39.264002831674134,38.474550961915575,39.31763896377709,39.56527825593853,-0.24763929216143765,-0.144726392573915,-0.32911662813981585,-0.32911662813981585,0.32911662813981585,0.32911662813981585,-0.32911662813981585,-0.32911662813981585,-0.32911662813981585,0.32911662813981585,-0.32911662813981585,0.6300010681152415,0.9910003662109379,39.70000076293945,37.41859954833984,37.61599960327148,37.813399658203124,,,,,,,,,,0.0,0.0,0.0
2012-08-08,39.25,39.81999969482422,39.18999862670898,39.63000106811523,39.63000106811523,132000,0.32911662813981585,0.9279083083493834,2.806647219783773,2.169561595737133,1.741097461507999,39.19200057983399,38.99900016784668,40.052999877929686,39.106166712443034,38.97680011749267,39.33122805366968,39.31868433424599,39.57048297552253,39.276002773852525,38.49743116203834,39.365694672136804,39.570072538321995,-0.20437786618519027,-0.15665668729617005,0.5298992652352476,-0.5298992652352476,0.5298992652352476,0.5298992652352476,-0.5298992652352476,0.5298992652352476,-0.5298992652352476,0.5298992652352476,-0.5298992652352476,0.9300003051757741,0.9905002593994141,39.81999969482422,37.51979995727539,37.71800003051758,37.91620010375976,,,,,,,,,,0.0,0.0,0.0
2012-08-09,39.54000091552734,40.2400016784668,39.31000137329102,39.84000015258789,39.84000015258789,211600,0.5298992652352476,0.9348960145057129,2.2143682692209756,2.172894096367612,1.7371726715272,39.512000274658206,39.20800018310547,40.08233324686686,39.152500025431316,38.99790012359619,39.50081875330909,39.41346902848997,39.58787118049449,39.29449449118811,38.52401668660367,39.43866474605235,39.590067176415765,-0.1514024303634116,-0.15560583590961838,-0.8283178458603784,0.8283178458603784,-0.8283178458603784,-0.8283178458603784,0.8283178458603784,-0.8283178458603784,0.8283178458603784,-0.8283178458603784,-0.8283178458603784,0.45000076293946023,0.9715002059936527,40.2400016784668,37.640899124145506,37.83899917602539,38.03709922790527,,,,,,,,,,0.0,0.0,0.0
2012-08-10,39.86999893188477,39.86999893188477,39.41999816894531,39.5099983215332,39.5099983215332,115200,-0.8283178458603784,0.5683713008232407,1.3731373888585259,2.135696968393213,1.7409735479667197,39.57600021362305,39.17400016784668,40.105333201090495,39.19483331044515,39.01950012207031,39.5038786093838,39.431019809043285,39.582847125077635,39.30156019054368,38.543541075414154,39.449639142280176,39.58413615012817,-0.13449700784799035,-0.15138407029729278,-0.4049604004283532,0.4049604004283532,-0.4049604004283532,-0.4049604004283532,0.4049604004283532,-0.4049604004283532,0.4049604004283532,-0.4049604004283532,-0.4049604004283532,0.45000076293946023,0.9585002899169925,39.86999893188477,38.10270122528076,38.29700126647949,38.49130130767822,,,,,,,,,,0.0,0.0,0.0
2012-08-13,39.34999847412109,39.58000183105469,39.13000106811523,39.34999847412109,39.34999847412109,109600,-0.4049604004283532,0.5702473941315145,1.3322259351570678,2.1303458422948442,1.7423109131205345,39.565999603271486,39.168000030517575,40.071999867757164,39.233499972025555,39.03600009918213,39.452585230962896,39.41628865723924,39.56782463146754,39.30314833098885,38.5595105288539,39.43430980871724,39.56679261857209,-0.1324828098548494,-0.1476038182088041,-0.838622691623333,0.838622691623333,-0.838622691623333,-0.838622691623333,0.838622691623333,-0.838622691623333,0.838622691623333,-0.838622691623333,-0.838622691623333,0.6500015258789134,0.9560003280639652,39.58000183105469,37.76129829406739,37.952998352050784,38.14469841003419,,,,,,,,,,0.0,0.0,0.0
2012-08-14,39.45000076293945,39.59000015258789,38.93999862670898,39.02000045776367,39.02000045776367,164300,-0.838622691623333,0.6419276358270661,1.320661817073206,2.134784173545439,1.742571335937932,39.46999969482422,39.168000030517575,40.01099993387858,39.27166665395101,39.04990009307861,39.308390306563155,39.344236257334586,39.53248113638987,39.29386479416179,38.568629141307554,39.37056990857054,39.52628949554924,-0.15571958697870514,-0.14922697196278434,0.3844123767861108,-0.3844123767861108,0.3844123767861108,0.3844123767861108,-0.3844123767861108,-0.3844123767861108,-0.3844123767861108,0.3844123767861108,-0.3844123767861108,0.7099990844726491,0.920500373840332,39.59000015258789,37.47680110931397,37.66800117492676,37.85920124053955,,,,,,,,,,0.0,0.0,0.0
