Date_KEYS,Open_KEYS,High_KEYS,Low_KEYS,Close_KEYS,Adj Close_KEYS,Volume_KEYS,Daily Return(%)_KEYS,Vol5_KEYS,Vol10_KEYS,Vol20_KEYS,Vol60_KEYS,SMA5_KEYS,SMA10_KEYS,SMA30_KEYS,SMA60_KEYS,SMA100_KEYS,EMA5_KEYS,EMA10_KEYS,EMA30_KEYS,EMA60_KEYS,EMA100_KEYS,Short12_KEYS,Long26_KEYS,MACD_KEYS,SIGNAL9_KEYS,Ret5/10_KEYS,Ret10/30_KEYS,Ret30/60_KEYS,Ret30/100_KEYS,Emaret5/10_KEYS,Emaret10/30_KEYS,Emaret30/60_KEYS,Emaret30/100_KEYS,RetMACD_KEYS,DayRange_KEYS,average20r_KEYS,PRVHI_KEYS,HitLevel_KEYS,hitlevel_2_KEYS,hitlevel_1.8_KEYS,Hit?_KEYS,Hit?_KEYS.1,Hit?_KEYS.2,HitAt_2.2_KEYS,HitAt_2.0_KEYS,HitAt_1.8_KEYS,ExitPr_2.2_KEYS,ExitPr_2.0_KEYS,ExitPr_1.8_KEYS,ret_2.2_KEYS,Ret2.0_KEYS,Ret_1.8_KEYS
2014-11-03,30.61000061035156,31.88999938964844,30.3799991607666,30.61000061035156,30.61000061035156,9243900,-2.8253948877728288,2.868223602857766,2.0164143874648124,,,30.602000045776368,29.917000007629394,,,,30.520985096537693,29.849909158186477,,,,,,,,-1.4701102710441314,-1.4701102710441314,0.0,0.0,1.4701102710441314,-1.4701102710441314,-1.4701102710441314,0.0,0.0,0.7199993133544993,,,,,,,,,,,,,,,,,
2014-11-04,30.75,30.79999923706055,30.07999992370605,30.15999984741211,30.15999984741211,6483800,-1.4701102710441314,2.82800366486638,2.139536959624917,,,30.504000091552733,30.102000045776368,,,,30.400656680162502,29.90628928350023,,,,29.798333326975506,,,,0.06631451546704176,0.06631451546704176,0.0,0.0,-0.06631451546704176,0.06631451546704176,0.06631451546704176,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
2014-11-05,30.67000007629395,31.0,30.0,30.18000030517578,30.18000030517578,3958300,0.06631451546704176,2.636750346680302,2.121761739776479,,,30.54000015258789,30.245000076293945,,,,30.327104555166933,29.956054923804874,,,,29.8570513236217,,,,-0.4307523750850858,-0.4307523750850858,0.0,0.0,0.4307523750850858,-0.4307523750850858,-0.4307523750850858,0.0,0.0,0.5699996948242188,,,,,,,,,,,,,,,,,
2014-11-06,30.20000076293945,30.45999908447266,29.88999938964844,30.04999923706055,30.04999923706055,2991600,-0.4307523750850858,2.615036623988877,2.092482316326656,,,30.5,30.325,,,,30.23473611579814,29.97313570803318,,,,29.886735617996905,,,,-0.9650549602046454,-0.9650549602046454,0.0,0.0,0.9650549602046454,-0.9650549602046454,-0.9650549602046454,0.0,0.0,1.3799991607666016,,,,,,,,,,,,,,,,,
2014-11-07,29.48999977111816,30.38999938964844,29.01000022888184,29.76000022888184,29.76000022888184,9563300,-0.9650549602046454,1.1109946364363013,2.061565486919486,,,30.15200004577637,30.326000022888184,,,,30.076490820159375,29.93438380273293,,,,29.867237865825356,,,,-0.06720583874277525,0.06720583874277525,0.0,0.0,-0.06720583874277525,0.06720583874277525,0.06720583874277525,0.0,0.0,1.6700000762939524,,,,,,,,,,,,,,,,,
2014-11-10,29.03000068664551,30.22999954223633,28.55999946594238,29.78000068664551,29.78000068664551,5114200,0.06720583874277525,0.6696674893046217,2.022030105160543,,,29.986000061035156,30.29400005340576,,,,29.977660775654755,29.90631414526249,,,,29.853816761336148,,,,-0.8730699223872848,0.8730699223872848,0.0,0.0,-0.8730699223872848,0.8730699223872848,0.8730699223872848,0.0,0.0,1.6700000762939524,,,,,,,,,,,,,,,,,
2014-11-11,29.39999961853027,30.72999954223633,29.05999946594238,30.04000091552734,30.04000091552734,4349600,0.8730699223872848,0.6814957868911685,1.9425307209250162,,,29.9620002746582,30.233000183105467,,,,29.99844082227895,29.93062083076519,,,,29.882460477365562,,,,-2.6298235156523226,2.6298235156523226,0.0,0.0,-2.6298235156523226,2.6298235156523226,2.6298235156523226,0.0,0.0,1.2299995422363317,,,,,,,,,,,,,,,,,
2014-11-12,30.39999961853027,31.22999954223633,30.0,30.82999992370605,30.82999992370605,4852100,2.6298235156523226,1.4012591688464928,1.996404528404977,,,30.092000198364257,30.316000175476074,,,,30.27562718942132,30.09414430220898,,,,30.02823577680256,,,,1.3623096896960805,-1.3623096896960805,0.0,0.0,1.3623096896960805,-1.3623096896960805,-1.3623096896960805,0.0,0.0,1.269998550415039,,,,,,,,,,,,,,,,,
2014-11-13,30.73999977111816,31.29999923706055,30.03000068664551,30.40999984741211,30.40999984741211,2432700,-1.3623096896960805,1.5938224755208534,2.0501543167423066,,,30.16400032043457,30.332000160217284,,,,30.320418075418253,30.151572583155,,,,30.08696871074249,,,,-0.9536366885316484,0.9536366885316484,0.0,0.0,-0.9536366885316484,0.9536366885316484,0.9536366885316484,0.0,0.0,0.6900005340576207,,,,,,,,,,,,,,,,,
2014-11-14,30.29000091552734,30.90999984741211,30.21999931335449,30.70000076293945,30.70000076293945,1481300,0.9536366885316484,1.453369089627298,1.531393275893915,,,30.352000427246093,30.25200023651123,,,,30.446945637925317,30.251286797661262,,,,30.181281334157404,,,,1.1400601479580854,1.1400601479580854,0.0,0.0,-1.1400601479580854,1.1400601479580854,1.1400601479580854,0.0,0.0,0.8700008392333984,1.1474998474121105,30.90999984741211,,,,,,,,,,,,,,,
2014-11-17,30.70000076293945,31.42000007629395,30.54999923706055,31.04999923706055,31.04999923706055,2389000,1.1400601479580854,1.4280619877960263,1.2825635075145916,1.6806489336281962,,30.6060001373291,30.29600009918213,,,,30.647963504303732,30.396507241188402,,,,30.31493024229635,,,,-0.16102814263799567,-0.16102814263799567,0.0,0.0,0.16102814263799567,-0.16102814263799567,-0.16102814263799567,0.0,0.0,0.9250011444091797,1.134249877929689,31.42000007629395,28.385500183105467,28.61500015258789,28.84450012207031,,,,,,,,,,0.0,0.0,0.0
2014-11-18,30.59000015258789,31.13500022888184,30.20999908447266,31.0,31.0,3007700,-0.16102814263799567,1.4965557055701373,1.1597337282091864,1.6859262570879296,,30.797999954223634,30.380000114440918,,,,30.765309002869156,30.506233197335963,,,,30.42032558963537,,,,-0.09677640853390762,-0.09677640853390762,0.0,0.0,0.09677640853390762,-0.09677640853390762,-0.09677640853390762,0.0,0.0,0.5499992370605504,1.116249847412111,31.13500022888184,28.924650344848633,29.15150032043457,29.378350296020507,,,,,,,,,,0.0,0.0,0.0
2014-11-19,30.71999931335449,31.13999938964844,30.59000015258789,30.96999931335449,30.96999931335449,3013000,-0.09677640853390762,1.0069120376565484,1.1642278159711874,1.6703059933825384,,30.82599983215332,30.459000015258788,,,,30.83353910636427,30.59055430933933,,,,30.504890777899853,,,,1.420731494391378,1.420731494391378,0.0,0.0,-1.420731494391378,1.420731494391378,1.420731494391378,0.0,0.0,0.8500003814697301,1.0942499160766619,31.13999938964844,28.679250564575195,28.902500534057616,29.12575050354004,,,,,,,,,,0.0,0.0,0.0
2014-11-20,30.77000045776367,31.5,30.64999961853027,31.40999984741211,31.40999984741211,2157600,1.420731494391378,0.7317468997693198,1.1882980072906038,1.6582016896348593,,31.02599983215332,30.595000076293946,,,,31.025692686713555,30.73954440717074,,,,30.644138327055586,,,,2.8334905888952595,2.8334905888952595,0.0,0.0,-2.8334905888952595,2.8334905888952595,2.8334905888952595,0.0,0.0,1.0499992370605504,1.0977499008178728,31.5,28.732649574279783,28.95149955749512,29.17034954071045,,,,,,,,,,0.0,0.0,0.0
2014-11-21,31.64999961853027,32.5,31.45000076293945,32.29999923706055,32.29999923706055,4703600,2.8334905888952595,1.2354654165403303,1.28861289893129,1.7237494172320882,,31.34599952697754,30.848999977111816,,,,31.45046153682922,31.023263467150702,,,,30.898886159364043,,,,2.1671850757701643,2.1671850757701643,0.0,0.0,-2.1671850757701643,2.1671850757701643,2.1671850757701643,0.0,0.0,0.700000762939446,1.0867499351501482,32.5,29.084950218200678,29.304500198364256,29.52405017852783,,,,,,,,,,0.0,0.0,0.0
2014-11-24,32.88000106811523,33.04000091552734,32.34000015258789,33.0,33.0,2402600,2.1671850757701643,1.3398819316958075,1.3212286737206445,1.760296410209791,,31.73599967956543,31.170999908447264,,,,31.966974357886148,31.382670109486938,,,,31.222134442538806,30.34846151792086,0.8736729246179458,,-0.4545500784209496,-0.4545500784209496,0.0,0.0,0.4545500784209496,-0.4545500784209496,-0.4545500784209496,0.0,0.0,0.529998779296875,1.0457498550415059,33.04000091552734,30.109150142669673,30.326500129699703,30.543850116729732,,,,,,,,,,0.0,0.0,0.0
2014-11-25,32.97000122070312,33.11000061035156,32.58000183105469,32.84999847412109,32.84999847412109,1798700,-0.4545500784209496,1.4202332622494398,1.4039547955155167,1.7419315768465495,,32.10599937438965,31.45199966430664,,,,32.261315729964466,31.649457084874964,,,,31.472575062782234,30.53376055171347,0.9388145110687631,,4.109596199469797,4.109596199469797,0.0,0.0,-4.109596199469797,4.109596199469797,4.109596199469797,0.0,0.0,1.9799995422363281,1.0917498588562033,33.11000061035156,30.739351234436022,30.948501205444323,31.157651176452624,,,,,,,,,,0.0,0.0,0.0
2014-11-26,33.0,34.97999954223633,33.0,34.20000076293945,34.20000076293945,1583400,4.109596199469797,1.6979585245533242,1.6602962436135666,1.8295517209848469,,32.75199966430664,31.78899974822998,,,,32.90754407428946,32.11319229906851,,,,31.892179016652573,30.805333900693174,1.0868451159593988,,2.9239765429585654,2.9239765429585654,0.0,0.0,-2.9239765429585654,2.9239765429585654,2.9239765429585654,0.0,0.0,1.5,1.1197498321533224,34.97999954223633,30.708150920867915,30.926500892639154,31.144850864410397,,,,,,,,,,0.0,0.0,0.0
2014-11-28,33.93999862670898,35.38000106811523,33.88000106811523,35.20000076293945,35.20000076293945,425300,2.9239765429585654,1.699449389776455,1.5137034793180049,1.8976499721372615,,33.50999984741211,32.26799983978272,,,,33.67169630383946,32.674430201590496,,,,32.401074669927475,31.130864779378083,1.270209890549392,,-0.8522705413586124,-0.8522705413586124,0.0,0.0,0.8522705413586124,-0.8522705413586124,-0.8522705413586124,0.0,0.0,0.4200019836425781,1.0542499542236345,35.38000106811523,32.51654991149902,32.740499877929686,32.964449844360345,,,,,,,,,,0.0,0.0,0.0
2014-12-01,35.0099983215332,35.18000030517578,34.7599983215332,34.90000152587891,34.90000152587891,1484300,-0.8522705413586124,2.156689758058233,1.6822967214645574,1.7559038702547631,,34.03000030517578,32.68799991607666,30.873666699727377,,,34.081131377852614,33.0790795332793,30.873666699727377,,,32.78552495545846,31.4100600939337,1.3754648615247618,,-0.34384739637632183,-0.34384739637632183,-0.34384739637632183,0.0,0.34384739637632183,-0.34384739637632183,-0.34384739637632183,-0.34384739637632183,0.0,0.6350021362304759,1.0105000495910663,35.18000030517578,33.06065116882323,33.271501159667956,33.482351150512685,,,,,,,,,,0.0,0.0,0.0
2014-12-02,34.72999954223633,34.93500137329102,34.29999923706055,34.77999877929688,34.77999877929688,1789000,-0.34384739637632183,2.2745603404558308,1.7618356037343283,1.5858922140162472,,34.386000061035155,33.06099987030029,31.09133332570394,,,34.314087178334034,33.38833757800977,31.12568812421573,,,33.092367082202834,31.65968518173838,1.4326819004644555,,-1.3513439404880878,-1.3513439404880878,-1.3513439404880878,0.0,1.3513439404880878,-1.3513439404880878,-1.3513439404880878,-1.3513439404880878,0.0,0.40000152587891336,0.9945001602172872,34.93500137329102,32.95690019607544,33.15900020599365,33.36110021591186,,,,,,,,,,0.0,0.0,0.0
2014-12-03,34.5099983215332,34.65000152587891,34.25,34.31000137329102,34.31000137329102,1150900,-1.3513439404880878,2.4537781156023786,1.8957231244787809,1.577727516190595,,34.67800064086914,33.39200000762939,31.291333389282226,,,34.3127252433197,33.55591281351545,31.331127688672204,,,33.27969543467794,31.856004899631166,1.4236905350467737,,-0.49548812835351574,-0.49548812835351574,-0.49548812835351574,0.0,0.49548812835351574,-0.49548812835351574,-0.49548812835351574,-0.49548812835351574,0.0,0.5900001525878835,0.9740001678466813,34.65000152587891,32.74710102081299,32.946001052856445,33.14490108489991,,,,,,,,,,0.0,0.0,0.0
2014-12-04,33.88999938964844,34.29999923706055,33.70999908447266,34.13999938964844,34.13999938964844,1339000,-0.49548812835351574,1.692855791647541,1.9261351105930924,1.5937430670673005,,34.66600036621094,33.70900001525879,31.47100003560384,,,34.255149958762615,33.66211037281236,31.512345217767447,,,33.41204988928879,32.025189676669484,1.386860212619304,,-0.11716730006585618,-0.11716730006585618,-0.11716730006585618,0.0,0.11716730006585618,-0.11716730006585618,-0.11716730006585618,-0.11716730006585618,0.0,0.4799995422363281,0.9695001602172868,34.29999923706055,32.50720115661621,32.70200119018555,32.896801223754885,,,,,,,,,,0.0,0.0,0.0
2014-12-05,34.2400016784668,34.47999954223633,34.0,34.09999847412109,34.09999847412109,761900,-0.11716730006585618,0.4828806623670561,1.9496844287760684,1.5842697305103324,,34.44599990844727,33.97799987792969,31.632666651407877,,,34.20343279721544,33.74172639123213,31.679290589145104,,,33.51788813310914,32.17887921722146,1.339008915887682,1.2363609853042752,0.2639300780502758,0.2639300780502758,0.2639300780502758,0.0,-0.2639300780502758,0.2639300780502758,0.2639300780502758,0.2639300780502758,0.2639300780502758,0.3400001525878906,0.9175002098083512,34.47999954223633,32.167098884582515,32.360998916625974,32.55489894866943,,,,,,,,,,0.0,0.0,0.0
2014-12-08,34.09999847412109,34.34000015258789,34.0,34.18999862670898,34.18999862670898,956900,0.2639300780502758,0.599528594034919,1.8232777254034944,1.5417589147514523,,34.30399932861328,34.16699981689453,31.78066660563151,,,34.19895474037996,33.823230434046096,31.841271752858905,,,33.62128974750912,32.32785102533165,1.29343872217747,1.247776532678914,-1.286922036800708,-1.286922036800708,-1.286922036800708,0.0,1.286922036800708,-1.286922036800708,-1.286922036800708,-1.286922036800708,-1.286922036800708,1.0400009155273438,0.8860002517700207,34.34000015258789,32.46149908065796,32.64499912261962,32.828499164581295,,,,,,,,,,0.0,0.0,0.0
2014-12-09,33.20000076293945,34.2400016784668,33.20000076293945,33.75,33.75,988200,-1.286922036800708,0.7118235532138707,1.817409207528923,1.5999863313912863,,34.097999572753906,34.241999816894534,31.90233325958252,,,34.04930316025331,33.80991580967408,31.964415510738977,,,33.641091324815406,32.4331953938256,1.2078959309898067,1.2398004123410926,0.8296260127315025,-0.8296260127315025,-0.8296260127315025,0.0,0.8296260127315025,-0.8296260127315025,-0.8296260127315025,-0.8296260127315025,0.8296260127315025,0.5799980163574148,0.8315001487731939,34.2400016784668,32.390799598693846,32.56799964904785,32.74519969940185,,,,,,,,,,0.0,0.0,0.0
2014-12-10,33.86999893188477,33.97999954223633,33.40000152587891,33.47000122070312,33.47000122070312,1442600,-0.8296260127315025,0.6037029091770807,1.8370904317957382,1.631896427577595,,33.92999954223633,34.30400009155274,31.99633331298828,,,33.856202513736584,33.74811315713391,32.06155007267215,,,33.61476977033659,32.509995825446154,1.1047739448904395,1.212795118850962,-0.05975636998575175,0.05975636998575175,0.05975636998575175,0.0,-0.05975636998575175,0.05975636998575175,0.05975636998575175,0.05975636998575175,-0.05975636998575175,0.4399986267089844,0.7920001029968265,33.97999954223633,32.41070135116577,32.57700138092041,32.743301410675045,,,,,,,,,,0.0,0.0,0.0
2014-12-11,33.5,33.88999938964844,33.45000076293945,33.4900016784668,33.4900016784668,599000,0.05975636998575175,0.6522583182493377,1.2240912519697218,1.5594610614376676,,33.8,34.23300018310547,32.11266670227051,,,33.73413556864666,33.701183797376245,32.153708240787935,,,33.5955746792797,32.58258885159583,1.0129858276838704,1.1728332606175438,1.8811616498673058,-1.8811616498673058,-1.8811616498673058,0.0,1.8811616498673058,-1.8811616498673058,-1.8811616498673058,-1.8811616498673058,1.8811616498673058,1.0199966430663991,0.7795000076293945,33.88999938964844,32.23759931564331,32.395999336242674,32.55439935684204,,,,,,,,,,0.0,0.0,0.0
2014-12-12,33.47999954223633,33.59999847412109,32.58000183105469,32.86000061035156,32.86000061035156,1175400,-1.8811616498673058,0.9023244070561773,0.6844188297487052,1.594695051348159,,33.55200042724609,33.99900016784668,32.19966672261556,,,33.442757249214964,33.548241399735396,32.1992754904372,,,33.48240943790614,32.60313787076292,0.8792715671432205,1.1141209219226793,-0.06086566461402993,0.06086566461402993,0.06086566461402993,0.0,-0.06086566461402993,-0.06086566461402993,0.06086566461402993,0.06086566461402993,-0.06086566461402993,0.6299972534179759,0.7764998435974123,33.59999847412109,32.17509937286377,32.33099937438965,32.48689937591553,,,,,,,,,,0.0,0.0,0.0
2014-12-15,32.90999984741211,33.36999893188477,32.7400016784668,32.88000106811523,32.88000106811523,969200,0.06086566461402993,0.8491364000426946,0.7194071808765671,1.5908758776069205,,33.290000915527344,33.797000122070315,32.2456667582194,,,33.25517185551505,33.42674315762264,32.24319326964224,,,33.38973122716908,32.62364625575198,0.7660849714171007,1.0445137318215636,-0.030408519490304754,0.030408519490304754,0.030408519490304754,0.0,-0.030408519490304754,-0.030408519490304754,0.030408519490304754,0.030408519490304754,-0.030408519490304754,0.8300018310546875,0.7744998931884768,33.36999893188477,31.89169881820678,32.04699878692626,32.20229875564574,,,,,,,,,,0.0,0.0,0.0
2014-12-16,32.52000045776367,33.33000183105469,32.5,32.88999938964844,32.88999938964844,1880900,0.030408519490304754,0.8550990167753152,0.7431017057204458,1.5813943414155383,,33.11800079345703,33.60800018310547,32.3216667175293,,,33.133447700226185,33.32915338162733,32.284922696739415,,,33.312849406012056,32.64337611752209,0.6694732884899679,0.9695056431552445,-2.858019029644919,2.858019029644919,2.858019029644919,0.0,-2.858019029644919,-2.858019029644919,2.858019029644919,2.858019029644919,-2.858019029644919,1.8199996948242259,0.819249820709229,33.33000183105469,31.666099166870122,31.82099914550782,31.975899124145513,,,,,,,,,,0.0,0.0,0.0
2014-12-17,32.81999969482422,34.20999908447266,32.38999938964844,33.83000183105469,33.83000183105469,1025700,2.858019029644919,1.6926913347840085,1.2565263169484453,1.6763150078338707,,33.19000091552734,33.56000022888183,32.44400011698405,,,33.36563241050236,33.42021673606867,32.38460522153395,,,33.39241131755708,32.731274318524505,0.6611369990325713,0.9078319143307099,-0.8276640973747939,0.8276640973747939,0.8276640973747939,0.0,-0.8276640973747939,-0.8276640973747939,0.8276640973747939,0.8276640973747939,-0.8276640973747939,1.0500030517578054,0.8442500114440918,34.20999908447266,31.527652225494382,31.69150218963623,31.855352153778075,,,,,,,,,,0.0,0.0,0.0
2014-12-18,34.0,34.47000122070312,33.41999816894531,34.11000061035156,34.11000061035156,880600,0.8276640973747939,1.7086464565677217,1.2835750668159016,1.6731597245308205,,33.3140007019043,33.55700035095215,32.57500012715658,,,33.613755143785426,33.545631985938286,32.495921053070575,,,33.50280967029469,32.83340219199317,0.6694074783015154,0.860147027124871,0.3811230307506421,-0.3811230307506421,-0.3811230307506421,0.0,0.3811230307506421,-0.3811230307506421,-0.3811230307506421,-0.3811230307506421,0.3811230307506421,0.9899978637695312,0.8512498855590819,34.47000122070312,32.35264905929566,32.52149906158448,32.6903490638733,,,,,,,,,,0.0,0.0,0.0
2014-12-19,34.11000061035156,34.56999969482422,33.58000183105469,33.97999954223633,33.97999954223633,1860000,-0.3811230307506421,1.2939133096636477,1.2889225692579123,1.6693187547582167,,33.53800048828125,33.54500045776367,32.7060001373291,,,33.73583660993573,33.6246079052652,32.591668052371595,,,33.57622349674725,32.91833532904822,0.6578881676990278,0.8196952552397024,0.1177189996063145,-0.1177189996063145,-0.1177189996063145,0.0,0.1177189996063145,-0.1177189996063145,-0.1177189996063145,-0.1177189996063145,0.1177189996063145,0.36499786376952414,0.8169998168945305,34.56999969482422,32.59725147247314,32.767501449584955,32.93775142669677,,,,,,,,,,0.0,0.0,0.0
2014-12-22,33.90000152587891,34.18999862670898,33.82500076293945,33.93999862670898,33.93999862670898,735000,-0.1177189996063145,1.3174975160187943,1.2849682861613663,1.5710921338353703,,33.75,33.52000045776367,32.845333417256676,,,33.80389061552682,33.68195167280043,32.678657121683685,,,33.63218890135674,32.994014091837904,0.6381748095188371,0.7833911660955294,-0.9133693905037414,-0.9133693905037414,-0.9133693905037414,0.0,0.9133693905037414,-0.9133693905037414,-0.9133693905037414,-0.9133693905037414,0.9133693905037414,0.6599998474121165,0.814999771118164,34.18999862670898,32.77260009765625,32.93600006103516,33.09940002441407,,,,,,,,,,0.0,0.0,0.0
2014-12-23,33.93000030517578,34.20000076293945,33.54000091552734,33.63000106811523,33.63000106811523,734800,-0.9133693905037414,1.4843283062635304,1.2504980996277948,1.5245397069529478,,33.89800033569336,33.5080005645752,32.973666763305665,,,33.74592743305629,33.67250610831221,32.74003415048572,,,33.63185231162728,33.04112423822882,0.5907280733984592,0.7448585475561155,0.5054955799763436,0.5054955799763436,0.5054955799763436,0.0,-0.5054955799763436,0.5054955799763436,0.5054955799763436,0.5054955799763436,-0.5054955799763436,0.8700027465820241,0.8319999694824215,34.20000076293945,32.396999130249014,32.55999908447265,32.72299903869628,,,,,,,,,,0.0,0.0,0.0
2014-12-24,33.65000152587891,34.38000106811523,33.5099983215332,33.79999923706055,33.79999923706055,1505700,0.5054955799763436,0.6951007075910861,1.2265192906336724,1.5210885428370977,,33.89199981689453,33.54100036621094,33.09900004069011,,,33.763951367724374,33.695686677175544,32.80841899478087,,,33.65772106938624,33.09733720110524,0.5603838682810007,0.7079636117010926,-0.20709969350373972,-0.20709969350373972,-0.20709969350373972,0.0,0.20709969350373972,-0.20709969350373972,-0.20709969350373972,-0.20709969350373972,0.20709969350373972,0.4500007629394531,0.7555000305175777,34.38000106811523,32.36960083007813,32.53600082397461,32.702400817871094,,,,,,,,,,0.0,0.0,0.0
2014-12-26,33.93999862670898,34.0,33.54999923706055,33.72999954223633,33.72999954223633,460300,-0.20709969350373972,0.5107972265102264,1.2305067626119175,1.20324118644453,,33.815999603271486,33.56500015258789,33.19566669464111,,,33.75263409256169,33.70192537991387,32.86787580429413,,,33.668840834440104,33.14420107822606,0.524639756214043,0.6712988406036827,0.5336504821187052,0.5336504821187052,0.5336504821187052,0.0,-0.5336504821187052,0.5336504821187052,0.5336504821187052,0.5336504821187052,-0.5336504821187052,1.30999755859375,0.7459999084472653,34.0,32.71790100097655,32.86900100708007,33.020101013183584,,,,,,,,,,0.0,0.0,0.0
2014-12-29,33.56999969482422,34.04999923706055,32.7400016784668,33.90999984741211,33.90999984741211,474300,0.5336504821187052,0.5965267727860006,1.02266193702141,0.9909957726379965,,33.80199966430664,33.670000076293945,33.31233336130778,,,33.8050893441785,33.73975710127718,32.93510961352755,,,33.70594222105118,33.200926912980584,0.5050153080705968,0.6380421340970657,-0.08846587859590187,-0.08846587859590187,-0.08846587859590187,0.0,0.08846587859590187,-0.08846587859590187,-0.08846587859590187,-0.08846587859590187,0.08846587859590187,0.6080017089843679,0.7553998947143548,34.04999923706055,32.35880020141602,32.508000183105466,32.65720016479492,,,,,,,,,,0.0,0.0,0.0
2014-12-30,33.79999923706055,34.29000091552734,33.68199920654297,33.88000106811523,33.88000106811523,383900,-0.08846587859590187,0.5957145084955219,1.027937790634228,0.978438428886203,,33.79000015258789,33.77000007629395,33.41833337148031,,,33.83005991882408,33.76525600433864,32.99607035253321,,,33.73272050521488,33.25122870224982,0.4814918029650599,0.6067320678706646,-0.3246771159493202,-0.3246771159493202,-0.3246771159493202,0.0,0.3246771159493202,-0.3246771159493202,-0.3246771159493202,-0.3246771159493202,0.3246771159493202,0.529998779296875,0.7501497268676747,34.29000091552734,32.38811946868896,32.53919944763184,32.690279426574705,,,,,,,,,,0.0,0.0,0.0
