Date_AVGO,Open_AVGO,High_AVGO,Low_AVGO,Close_AVGO,Adj Close_AVGO,Volume_AVGO,Daily Return(%)_AVGO,Vol5_AVGO,Vol10_AVGO,Vol20_AVGO,Vol60_AVGO,SMA5_AVGO,SMA10_AVGO,SMA30_AVGO,SMA60_AVGO,SMA100_AVGO,EMA5_AVGO,EMA10_AVGO,EMA30_AVGO,EMA60_AVGO,EMA100_AVGO,Short12_AVGO,Long26_AVGO,MACD_AVGO,SIGNAL9_AVGO,Ret5/10_AVGO,Ret10/30_AVGO,Ret30/60_AVGO,Ret30/100_AVGO,Emaret5/10_AVGO,Emaret10/30_AVGO,Emaret30/60_AVGO,Emaret30/100_AVGO,RetMACD_AVGO,DayRange_AVGO,average20r_AVGO,PRVHI_AVGO,HitLevel_AVGO,hitlevel_2_AVGO,hitlevel_1.8_AVGO,Hit?_AVGO,Hit?_AVGO.1,Hit?_AVGO.2,HitAt_2.2_AVGO,HitAt_2.0_AVGO,HitAt_1.8_AVGO,ExitPr_2.2_AVGO,ExitPr_2.0_AVGO,ExitPr_1.8_AVGO,ret_2.2_AVGO,Ret2.0_AVGO,Ret_1.8_AVGO
2011-01-03,28.70000076293945,28.70000076293945,27.68000030517578,27.79999923706055,21.48905372619629,1443600,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,1.3299999237060618,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,27.79999923706055,28.29999923706055,26.96999931335449,28.0,21.64365577697754,1626200,0.7194272245620277,,,,,,,,,,,,,,,,,,,-0.1495948291805769,0.3399755843898568,0.011866012611439835,0.3164167980954546,0.04564321051336125,-0.06173356217198198,-0.18163659116285874,0.1290238502229247,-0.10009529023797038,0.42000007629394887,,,,,,225.0,310.0,423.0,,,,,,,0.857763320507859,0.7808850916110935,0.5283482434961358
2011-01-05,27.85000038146973,28.17000007629395,27.75,27.98999977111816,21.63592529296875,953700,-0.035715103149426754,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.760000228881843,,,,,,,,,,,,,,,,,
2011-01-06,28.04000091552734,28.53000068664551,27.77000045776367,28.52000045776367,22.04560470581055,959800,1.893535873452903,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7299995422363281,,,,,,,,,,,,,,,,,
2011-01-07,28.46999931335449,28.51000022888184,27.78000068664551,28.28000068664551,21.86009407043457,877400,-0.8415139104698879,,,,,28.118000030517578,,,,,28.118000030517578,,,,,,,,,,,,,,,,,,1.1700000762939489,,,,,,,,,,,,,,,,,
2011-01-10,28.26000022888184,29.10000038146973,27.93000030517578,28.89999961853027,22.33934211730957,1538500,2.1923582631931717,1.2779796283152982,,,,28.338000106811524,,,,,28.37866655985514,,,,,,,,,,,,,,,,,,0.42000007629394887,,,,,,,,,,,,,,,,,
2011-01-11,29.13999938964844,29.26000022888184,28.84000015258789,29.23999977111816,22.60215759277344,1354900,1.1764711317500758,1.2883647016277442,,,,28.586000061035158,,,,,28.66577763027615,,,,,,,,,,,,,,,,,,1.3099994659423828,,,,,,,,,,,,,,,,,
2011-01-12,29.28000068664551,29.32999992370605,28.02000045776367,28.17000007629395,21.77506256103516,1559900,-3.6593697099857883,2.4371683701547733,,,,28.62200012207031,,,,,28.50051844561542,,,,,,,,,,,,,,,,,,0.639999389648441,,,,,,,,,,,,,,,,,
2011-01-13,28.39999961853027,28.65999984741211,28.02000045776367,28.35000038146973,21.91419982910156,964500,0.6389787173882824,2.272076171909806,,,,28.588000106811524,,,,,28.450345757566858,,,,,,,,,,,,,,,,,,1.0599994659423793,,,,,,,,,,,,,,,,,
2011-01-14,28.34000015258789,29.05999946594238,28.0,29.01000022888184,22.42437553405762,977600,2.328041758487953,2.448309047723844,,,,28.73400001525879,28.426000022888182,,,,28.636897248005187,28.426000022888182,,,,,,,,-4.343330640953962,-4.343330640953962,0.0,0.0,4.343330640953962,-4.343330640953962,-4.343330640953962,0.0,0.0,0.6599998474121094,,,,,,,,,,,,,,,,,
