Date_SNPS,Open_SNPS,High_SNPS,Low_SNPS,Close_SNPS,Adj Close_SNPS,Volume_SNPS,Daily Return(%)_SNPS,Vol5_SNPS,Vol10_SNPS,Vol20_SNPS,Vol60_SNPS,SMA5_SNPS,SMA10_SNPS,SMA30_SNPS,SMA60_SNPS,SMA100_SNPS,EMA5_SNPS,EMA10_SNPS,EMA30_SNPS,EMA60_SNPS,EMA100_SNPS,Short12_SNPS,Long26_SNPS,MACD_SNPS,SIGNAL9_SNPS,Ret5/10_SNPS,Ret10/30_SNPS,Ret30/60_SNPS,Ret30/100_SNPS,Emaret5/10_SNPS,Emaret10/30_SNPS,Emaret30/60_SNPS,Emaret30/100_SNPS,RetMACD_SNPS,DayRange_SNPS,average20r_SNPS,PRVHI_SNPS,HitLevel_SNPS,hitlevel_2_SNPS,hitlevel_1.8_SNPS,Hit?_SNPS,Hit?_SNPS.1,Hit?_SNPS.2,HitAt_2.2_SNPS,HitAt_2.0_SNPS,HitAt_1.8_SNPS,ExitPr_2.2_SNPS,ExitPr_2.0_SNPS,ExitPr_1.8_SNPS,ret_2.2_SNPS,Ret2.0_SNPS,Ret_1.8_SNPS
2011-01-03,27.04999923706055,27.27000045776367,26.97999954223633,26.98999977111816,26.98999977111816,606500,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.4099998474121094,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,27.0,27.04999923706055,26.63999938964844,26.84000015258789,26.84000015258789,645400,-0.5557599844472159,,,,,,,,,,,,,,,,,,,-0.003073716878208726,-0.08922978825082922,0.021319403352259337,0.18352645949453383,-0.2419989515888,-0.09430374287296972,0.10620447967660065,0.2091244671958632,-0.08330603287241972,0.2099990844726598,,,,,,196.0,268.0,371.0,,,,,,,0.3192084489607309,0.3869596702016497,0.47706265443225937
2011-01-05,26.70999908447266,26.79999923706055,26.59000015258789,26.78000068664551,26.78000068664551,1251700,-0.2235449538050549,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900009155273402,,,,,,,,,,,,,,,,,
2011-01-06,26.75,26.95000076293945,26.65999984741211,26.68000030517578,26.68000030517578,1019500,-0.37341440965532796,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6300010681152273,,,,,,,,,,,,,,,,,
2011-01-07,26.63999938964844,26.86000061035156,26.22999954223633,26.73999977111816,26.73999977111816,1345500,0.22488555193434417,,,,,26.8060001373291,,,,,26.8060001373291,,,,,,,,,,,,,,,,,,0.3199996948242223,,,,,,,,,,,,,,,,,
2011-01-10,26.63999938964844,26.84000015258789,26.52000045776367,26.79000091552734,26.79000091552734,842200,0.18699007044564697,0.34425598789493417,,,,26.76600036621094,,,,,26.80066706339518,,,,,,,,,,,,,,,,,,0.40000152587889914,,,,,,,,,,,,,,,,,
2011-01-11,26.82999992370605,26.95000076293945,26.54999923706055,26.54999923706055,26.54999923706055,1306300,-0.8958628975920866,0.45930128177881435,,,,26.70800018310547,,,,,26.717111121283637,,,,,,,,,,,,,,,,,,0.46000099182128906,,,,,,,,,,,,,,,,,
2011-01-12,26.73999977111816,26.95000076293945,26.48999977111816,26.64999961853027,26.64999961853027,1541700,0.3766492818957643,0.5299027168958466,,,,26.681999969482423,,,,,26.69474062036585,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,
2011-01-13,26.54999923706055,26.60000038146973,26.35000038146973,26.44000053405762,26.44000053405762,948800,-0.7879890712142174,0.6104462459147476,,,,26.63400001525879,,,,,26.609827258263106,,,,,,,,,,,,,,,,,,0.5799999237060511,,,,,,,,,,,,,,,,,
2011-01-14,26.44000053405762,26.84000015258789,26.26000022888184,26.80999946594238,26.80999946594238,766600,1.399390788242078,0.9411473800009236,,,,26.647999954223632,26.727000045776368,,,,26.676551327489534,26.727000045776368,,,,,,,,-0.8578942714159293,0.8578942714159293,0.0,0.0,-0.8578942714159293,-0.8578942714159293,0.8578942714159293,0.0,0.0,0.4500007629394496,,,,,,,,,,,,,,,,,
