Date_AAPL,Open_AAPL,High_AAPL,Low_AAPL,Close_AAPL,Adj Close_AAPL,Volume_AAPL,Daily Return(%)_AAPL,Vol5_AAPL,Vol10_AAPL,Vol20_AAPL,Vol60_AAPL,SMA5_AAPL,SMA10_AAPL,SMA30_AAPL,SMA60_AAPL,SMA100_AAPL,EMA5_AAPL,EMA10_AAPL,EMA30_AAPL,EMA60_AAPL,EMA100_AAPL,Short12_AAPL,Long26_AAPL,MACD_AAPL,SIGNAL9_AAPL,Ret5/10_AAPL,Ret10/30_AAPL,Ret30/60_AAPL,Ret30/100_AAPL,Emaret5/10_AAPL,Emaret10/30_AAPL,Emaret30/60_AAPL,Emaret30/100_AAPL,RetMACD_AAPL,DayRange_AAPL,average20r_AAPL,PRVHI_AAPL,HitLevel_AAPL,hitlevel_2_AAPL,hitlevel_1.8_AAPL,Hit?_AAPL,Hit?_AAPL.1,Hit?_AAPL.2,HitAt_2.2_AAPL,HitAt_2.0_AAPL,HitAt_1.8_AAPL,ExitPr_2.2_AAPL,ExitPr_2.0_AAPL,ExitPr_1.8_AAPL,ret_2.2_AAPL,Ret2.0_AAPL,Ret_1.8_AAPL
1/18/2011,11.76857089996338,12.31285667419434,11.64285659790039,12.16607093811035,10.46164417266846,1880998000,-2.246902499,1.2755183783905515,1.0766244159790646,,,12.291928291320804,12.137357044219971,,,,12.249107929119852,12.110201168060302,,,,,,,,-0.531329735,-0.531329735,0,0,0.5313297353228362,-0.531329735,-0.531329735,0,0,0.41857051849365945,,,,,,,,,,,,,,,,,
1/19/2011,12.44107055664062,12.44999980926514,12.03142929077148,12.10142899,10.40605449676514,1135612800,-0.531329735,1.290206778248008,1.1075409606668984,,,12.271928215026858,12.164321327209473,,,,12.199881614611801,12.10860622579401,,,,12.103779713312784,,,,-1.817969327,-1.817969327,0,0,1.8179693265206625,-1.817969327,-1.817969327,0,0,0.2921428680419904,,,,,,,,,,,,,,,,,
1/20/2011,12.01535701751709,12.08214282989502,11.78999996185303,11.88142871856689,10.21688079833984,764789200,-1.817969327,1.3309814735539496,1.2560699604849672,,,12.188071250915526,12.159607124328613,,,,12.093730649263499,12.067301224479987,,,,12.069571867967262,,,,-1.791512212,-1.791512212,0,0,1.7915122115431337,-1.791512212,-1.791512212,0,0,0.29464340209961115,,,,,,,,,,,,,,,,,
1/21/2011,11.92035675048828,11.96000003814697,11.66535663604736,11.66857147216797,10.03383922576904,754401200,-1.791512212,1.2529301231754686,1.374315302661709,,,12.052642822265623,12.134571361541749,,,,11.952010923564991,11.994804905877801,,,,12.007879499382756,,,,-3.284163374,3.2841633740305674,0,0,-3.284163374,-3.284163374,3.2841633740305674,0,0,0.3832149505615199,,,,,,,,,,,,,,,,,
1/24/2011,11.67392921447754,12.05178642272949,11.66857147216797,12.05178642272949,10.36336994171143,574683200,3.2841633740305674,2.2751227799419484,1.7530105210252251,,,11.973857307434079,12.139321422576906,,,,11.985269423286493,12.005165181669017,,,,12.014634410666869,,,,-1.170534898,1.170534897960881,0,0,-1.170534898,-1.170534898,1.170534897960881,0,0,0.2453575134277397,,,,,,,,,,,,,,,,,
1/25/2011,12.01178646087646,12.19428634643555,11.94892883300781,12.19285678863525,10.48467445373535,546868000,1.170534897960881,2.175604270599659,1.6834506124312325,,,11.97921447753906,12.135571384429934,,,,12.05446521173608,12.03929092839015,,,,12.04205323804662,,,,-0.717637989,0.7176379885487346,0,0,-0.717637989,0.7176379885487346,0.7176379885487346,0,0,0.14642810821533025,,,,,,,,,,,,,,,,,
1/26/2011,12.24857139587402,12.34285736083984,12.19642925262451,12.28035736083984,10.55991840362549,506875600,0.7176379885487346,2.1619962301563582,1.6966771679198622,,,12.015000152587888,12.143464183807374,,,,12.129762594770668,12.083121188835548,,,,12.078715410784039,,,,0.18613192877032417,-0.186131929,0,0,0.18613192877032417,-0.186131929,-0.186131929,0,0,0.066428185,,,,,,,,,,,,,,,,,
1/27/2011,12.27785682678223,12.31035709381104,12.24392890930176,12.25749969482422,10.54026317596436,285026000,-0.186131929,1.862379851673967,1.6778221068989334,,,12.090214347839355,12.139142799377442,,,,12.172341628121853,12.11482637174258,,,,12.106220685251758,,,,2.071622635167786,-2.071622635,0,0,2.071622635167786,-2.071622635,-2.071622635,0,0,0.38821411132811967,,,,,,,,,,,,,,,,,
1/28/2011,12.29178619384766,12.30000019073486,11.91178607940674,12.00357055664062,10.32190799713135,592057200,-2.071622635,1.9556452542249403,1.7885262665865822,,,12.157214164733883,12.104928493499754,,,,12.116084604294777,12.094598041724042,,,,12.09042835777312,,,,0.9580543076732314,0.9580543076732314,0,0,-0.958054308,0.9580543076732314,0.9580543076732314,0,0,0.20499992370604936,,,,,,,,,,,,,,,,,
1/31/2011,11.99285697937012,12.14428615570068,11.93928623199463,12.11857128143311,10.42079925537109,377246800,0.9580543076732314,1.3285358215476963,1.7990079913334214,,,12.170571136474608,12.072214221954344,,,,12.116913496674222,12.098956812580237,,,,12.094758038336195,,,,1.6827804426184187,1.6827804426184187,0,0,-1.682780443,1.6827804426184187,1.6827804426184187,0,0,0.16678524017333984,0.22955341339111407,12.14428615570068,,,,,,,,,,,,,,,
2/1/2011,12.18928623199463,12.34464263916016,12.17785739898682,12.32250022888184,10.59615612030029,426633200,1.6827804426184187,1.4446947510160923,1.7430336834081694,1.4135751747023468,,12.196499824523926,12.087857151031493,,,,12.185442407410097,12.139601070089618,,,,12.12979529842014,,,,-0.205780044,-0.205780044,0,0,0.20578004404898506,-0.205780044,-0.205780044,0,0,0.060713768005371094,0.22482123374939061,12.34464263916016,11.639268646240229,11.685179328918451,11.731090011596674,,,,,,,,,,0,0,0
2/2/2011,12.30178642272949,12.33035659790039,12.26964282989502,12.29714298248291,10.57435226,258955200,-0.205780044,1.4240735471170476,1.7320773916728767,1.4152731845023707,,12.199856948852538,12.107428550720213,,,,12.222675932434369,12.168245054161124,,,,12.155541095968259,,,,-0.255582055,-0.255582055,0,0,0.25558205524853506,-0.255582055,-0.255582055,0,0,0.20321464538575107,0.22633910179138317,12.33035659790039,11.85003592,11.895000171661378,11.939964418411257,,,,,,,,,,0,0,0
2/3/2011,12.27857112884521,12.29428577423096,12.09107112884521,12.26571369171143,10.54732894897461,393797600,-0.255582055,1.4271106916915133,1.5976814440792146,1.4110558176960724,,12.201499748229981,12.145857048034667,,,,12.23702185219339,12.185966624624816,,,,12.172490726082593,,,,0.8909902108869623,0.8909902108869623,0,0,-0.890990211,0.8909902108869623,0.8909902108869623,0,0,0.11392879486083984,0.22783913612365864,12.29428577423096,11.832410573959347,11.877678394317623,11.922946214675902,,,,,,,,,,0,0,0
2/4/2011,12.27285671234131,12.38214302062988,12.26821422576904,12.375,10.64130401611328,321840400,0.8909902108869623,0.831504782,1.4168127039207612,1.4194365067065717,,12.275785636901858,12.216499900817869,,,,12.283014568128928,12.220336329238485,,,,12.203645998992963,,,,1.5526742646188303,1.5526742646188303,0,0,-1.552674265,1.5526742646188303,1.5526742646188303,0,0,0.20035648345947088,0.22991051673889268,12.38214302062988,11.793039674758912,11.838607501983644,11.884175329208375,,,,,,,,,,0,0,0
2/7/2011,12.42464256286621,12.61607074737549,12.41571426391602,12.56714344024658,10.80652523040771,485021600,1.5526742646188303,0.9297193320684481,1.1286223109751252,1.4475703300438454,,12.365500068664552,12.26803560256958,,,,12.377724192168145,12.283392167603592,,,,12.259568682262751,,,,0.943494664,0.943494664,0,0,-0.943494664,0.943494664,0.943494664,0,0,0.12035655975341086,0.22510695457458568,12.61607074737549,11.876339883804315,11.922321987152094,11.968304090499872,,,,,,,,,,0,0,0
2/8/2011,12.63142871856689,12.69714260101318,12.57678604125977,12.68571376800537,10.90848731994629,381040800,0.943494664,0.7890584671303172,1.1141571821617147,1.4060565780814427,,12.438142776489258,12.317321300506592,,,,12.480387384113888,12.356541549494825,,,,12.325129464684691,12.162046652573805,0.16308281211088627,,0.8333374054225807,0.8333374054225807,0,0,-0.833337405,0.8333374054225807,0.8333374054225807,0,0,0.1475000381469691,0.22267842292785706,12.69714260101318,12.120835447311402,12.165856838226318,12.210878229141235,,,,,,,,,,0,0,0
2/9/2011,12.68535709381104,12.82142925262451,12.67392921447754,12.79142857,10.99939155578613,482745200,0.8333374054225807,0.6539317902136771,1.1183843137780516,1.4092300929611603,,12.536999893188476,12.368428421020507,,,,12.584067778068926,12.43561191612831,,,,12.396867787960739,12.208667535048264,0.1882002529124751,,-1.010722233,-1.010722233,0,0,1.0107222325564753,-1.010722233,-1.010722233,0,0,0.4285726547241193,0.2397677898406986,12.82142925262451,12.207250070571895,12.251785755157465,12.296321439743037,,,,,,,,,,0,0,0
2/10/2011,12.76392936706543,12.85714340209961,12.42857074737549,12.66214275360107,10.88821506500244,928550000,-1.010722233,0.9682876050285905,1.195319421913572,1.4294391353476585,,12.616285705566407,12.408892726898193,,,,12.610092769912974,12.476799341123357,,,,12.437679321136175,12.242258291978102,0.1954210291580729,,0.6515521059041617,0.6515521059041617,0,0,-0.651552106,0.6515521059041617,0.6515521059041617,0,0,0.1521425247192294,0.24239277839660608,12.85714340209961,12.293940114974973,12.341893672943113,12.389847230911252,,,,,,,,,,0,0,0
2/11/2011,12.66964340209961,12.77857112884521,12.62642860412598,12.74464321136475,10.9591589,367572800,0.6515521059041617,0.958766255,0.8461372535530639,1.4330844592259786,,12.690214347839353,12.482999992370607,,,,12.654942917063567,12.525498226621792,,,,12.484904535017494,12.279471989710446,0.20543254530704758,,0.6529316260351341,0.6529316260351341,0,0,-0.652931626,0.6529316260351341,0.6529316260351341,0,0,0.098927498,0.24012489318847602,12.77857112884521,12.323879289627076,12.372357845306396,12.420836400985719,,,,,,,,,,0,0,0
2/14/2011,12.74250030517578,12.83857059,12.73964309692383,12.82785701751709,11.03071403503418,310416400,0.6529316260351341,0.8061577316291202,0.837410884,1.4298127937478082,,12.742357063293454,12.553928565979003,12.24130948384603,,,12.712580950548075,12.580472552239119,12.24130948384603,,,12.537666455402046,12.320093102881309,0.21757335252073773,,0.20045375122396733,0.20045375122396733,0.20045375122396733,0,-0.200453751,0.20045375122396733,0.20045375122396733,0.20045375122396733,0,0.086428642,0.21094632148742615,12.83857059,12.250296363830563,12.298321342468258,12.346346321105953,,,,,,,,,,0,0,0
2/15/2011,12.82821369171143,12.85607147216797,12.76964282989502,12.85357093811035,11.05282402038574,284174800,0.20045375122396733,0.7507584520201972,0.7453891289813008,1.3128287237291614,,12.775928497314453,12.607035636901855,12.277416610717774,,,12.759577613068835,12.630126804215706,12.280810222830825,,,12.586267145049478,12.35960997956494,0.22665716548453751,,0.8974809663133995,0.8974809663133995,0.8974809663133995,0,-0.897480966,0.8974809663133995,0.8974809663133995,0.8974809663133995,0,0.1571426391601598,0.19787492752075114,12.85607147216797,12.374488687515262,12.416677951812748,12.458867216110232,,,,,,,,,,0,0,0
2/16/2011,12.88571357727051,13.03214263916016,12.875,12.96892929077148,11.15202427,481157600,0.8974809663133995,0.7633297789300473,0.7229063085498061,1.305012769405378,,12.811428642272949,12.674214267730713,12.31532138,,,12.829361505636385,12.691727256316755,12.32520500140764,,,12.645138244391324,12.404744743358018,0.24039350103330648,,-1.3301068,-1.3301068,-1.3301068,0,1.3301067997518492,-1.3301068,-1.3301068,-1.3301068,0,0.13392925262450994,0.18996424674987714,13.03214263916016,12.420746631622318,12.460321617126468,12.499896602630619,,,,,,,,,,0,0,0
2/17/2011,12.75892925262451,12.86678600311279,12.73285675048828,12.79642868041992,11.00368881225586,530583200,-1.3301068,0.8994035926905425,0.9093896303290032,1.266245065951593,,12.838285827636719,12.727285766601563,12.344249979654949,,,12.818383897230898,12.710763878880964,12.355606529085854,,,12.668413696088031,12.433758368325567,0.23465532776246434,,-2.160198205,-2.160198205,-2.160198205,0,2.1601982049821333,-2.160198205,-2.160198205,-2.160198205,0,0.3564291000366211,0.19305353164672762,12.86678600311279,12.61422129631043,12.652214145660405,12.690206995010382,,,,,,,,,,0,0,0
2/18/2011,12.81107139587402,12.83928585,12.48285675048828,12.52000045776367,10.76598739624023,816057200,-2.160198205,1.3325243442351218,1.2017400980025794,1.3016979438009826,,12.793357276916504,12.741785812377929,12.364285691579182,,,12.718922750741823,12.676079620496001,12.366212589000552,,,12.645580890191976,12.440146671246907,0.20543421894506864,0.20853891169273295,-3.408837118,-3.408837118,-3.408837118,0,3.4088371176124004,-3.408837118,-3.408837118,-3.408837118,3.4088371176124004,0.2742853164672798,0.18760704994201563,12.83928585,12.442068233489989,12.480678939819335,12.51928964614868,,,1,,,12.51928964614868,,,12.52000045776367,0,0,0.005677731
2/22/2011,12.21964263916016,12.33571434020996,12.06142902374268,12.09321403503418,10.39899444580078,872555600,-3.408837118,1.7443238803701677,1.5263154402454466,1.3691755539741537,,12.64642868041992,12.694392871856689,12.367249965667725,,,12.510353178839276,12.570104059502942,12.348599779067237,,,12.560601374013853,12.41444795745337,0.14615341656048209,0.19606181266628278,-1.184260686,1.184260685608186,1.184260685608186,0,-1.184260686,-1.184260686,1.184260685608186,1.184260685608186,-1.184260686,0.21535682678223012,0.18610701560974013,12.33571434020996,12.426550340652467,12.46407175064087,12.501593160629273,1,1,1,12.21964263916016,12.21964263916016,12.21964263916016,12.09321403503418,12.09321403503418,12.09321403503418,-1.034634219,-1.034634219,-1.034634219
2/23/2011,12.09892941,12.30857086181641,12.09321403503418,12.23642921447754,10.52214718,671854400,1.184260685608186,1.9762519371178582,1.5510886779434516,1.369782665821684,,12.523000335693357,12.649464416503907,12.367452367146809,,,12.419045190718698,12.50943590586196,12.341362968448548,,,12.51072873408519,12.401261383899605,0.10946735018558407,0.17874292017014304,-0.07587976,0.07587976,0.07587976,0,-0.07587976,-0.07587976,0.07587976,0.07587976,-0.07587976,0.2421426773071289,0.19089274406433007,12.30857086181641,11.92627890586853,11.96350030899048,12.000721712112426,,,,,,,,,,0,0,0
2/24/2011,12.28642941,12.32678604125977,12.08464336395264,12.24571418762207,10.53012847900391,499900800,0.07587976,1.8099982048224654,1.5047382459108243,1.360231952479214,,12.378357315063477,12.594892978668213,12.368928527832031,,,12.361268189686491,12.461486502545615,12.33519207936297,,,12.469957265398556,12.389739369360528,0.080217896,0.15903791534371983,-1.539901447,1.5399014466812133,1.5399014466812133,0,-1.539901447,-1.539901447,1.5399014466812133,1.5399014466812133,-1.539901447,0.12964248657225852,0.19405345916747896,12.32678604125977,11.888606824874884,11.92678537368775,11.964963922500615,,,,,,,,,,0,0,0
2/25/2011,12.33071422576904,12.44392871856689,12.31428623199463,12.43428611755371,10.69228172302246,380018800,1.5399014466812133,2.1524805127456044,1.6070663124260707,1.4022579379044833,,12.305928802490234,12.572107315063477,12.373380947113038,,,12.385607498975563,12.45654097800163,12.341585243117212,,,12.464469396499348,12.39303912848595,0.071430268,0.1415163858776554,-1.450481175,1.450481174914477,1.450481174914477,0,-1.450481175,-1.450481175,1.450481174914477,1.450481174914477,-1.450481175,0.14035701751709162,0.18166060447692756,12.44392871856689,11.899868431091315,11.93867912292481,11.977489814758307,,,,,,,,,,0,0,0
2/28/2011,12.54428577423096,12.68035697937012,12.53999996185303,12.61464309692383,10.84737300872803,403074000,1.450481174914477,2.083381065753142,1.6710147149493901,1.3373445980628242,,12.324857330322265,12.559107303619385,12.382345263163248,,,12.461952698291654,12.485286817805665,12.359201878846672,,,12.48757304,12.409454237259126,0.078118805,0.12883686979399905,1.1041615699276903,-1.10416157,-1.10416157,0,1.1041615699276903,1.1041615699276903,-1.10416157,-1.10416157,1.1041615699276903,0.28714275360107955,0.18576774597167905,12.68035697937012,12.044275388717649,12.080607509613035,12.11693963050842,,,,,,,,,,0,0,0
3/1/2011,12.69535732269287,12.70428562164307,12.41714286804199,12.47535705566406,10.72759724,456136800,-1.10416157,1.1316666748325863,1.6766116616667524,1.3597715770047945,,12.401285934448243,12.523857307434081,12.383333365122477,,,12.46642081741579,12.483481406507192,12.366695761221989,,,12.48569366009474,12.414335927511344,0.071357733,0.11734104235187838,-0.804442352,0.8044423515597483,0.8044423515597483,0,-0.804442352,-0.804442352,0.8044423515597483,0.8044423515597483,-0.804442352,0.21250057220458984,0.18805351257324157,12.70428562164307,12.271667938232428,12.308821487426762,12.345975036621098,,,,,,,,,,0,0,0
3/2/2011,12.49857139587402,12.65535736083984,12.44285678863525,12.57571411132812,10.81389523,602590800,0.8044423515597483,1.0973260564606768,1.7058853965915268,1.3214426079511805,,12.469142913818358,12.49607162475586,12.396988137563069,,,12.502851915386566,12.500250989201906,12.380180816067547,,,12.49954296028449,12.426289867053326,0.073253093,0.10852345252773558,-2.112918941,2.112918941,2.112918941,0,-2.112918941,2.112918941,2.112918941,2.112918941,-2.112918941,0.13821411132812145,0.19192852973937907,12.65535736083984,12.290567893981938,12.328178596496587,12.365789299011235,,,,,,,,,,0,0,0
3/3/2011,12.75678634643555,12.84964275360107,12.71142864227295,12.84142875671387,11.04238605499268,500788400,2.112918941,1.244089843694569,1.831822658356728,1.3920936871780352,,12.588285827636719,12.483321571350098,12.421654796600341,,,12.61571086249567,12.562283310567716,12.40993874772215,,,12.55214077511978,12.45704089591707,0.095099879,0.10583873786273047,0.12237458684278074,0.12237458684278074,0.12237458684278074,0,-0.122374587,0.12237458684278074,0.12237458684278074,0.12237458684278074,-0.122374587,0.090714455,0.18630352020263546,12.84964275360107,12.233114595413205,12.271500301361081,12.309886007308958,,,,,,,,,,0,0,0
3/4/2011,12.85964298248291,12.86750030517578,12.77678585,12.85714340209961,11.05589866638184,453266800,0.12237458684278074,1.2406171397190833,1.7788159511960926,1.3877699112362676,,12.672857284545898,12.489393043518067,12.454178619384766,,,12.696188375696984,12.615894236300786,12.438790660907792,,,12.59906426,12.486678118597258,0.1123861375963422,0.10714821780945281,-1.288888665,-1.288888665,-1.288888665,0,1.288888664716593,-1.288888665,-1.288888665,-1.288888665,-1.288888665,0.36999988555908914,0.19910707473754793,12.86750030517578,12.439775009155273,12.47703571,12.514296417236327,,,,,,,,,,0,0,0
3/7/2011,12.90714263916016,12.91678619384766,12.54678630828857,12.69142913818359,10.91339874267578,546123200,-1.288888665,1.4074174739946959,1.6762724837131722,1.4195984044696748,,12.68821449279785,12.506535911560059,12.48827387491862,,,12.69460196319252,12.62962785482493,12.455089917506232,,,12.613274238038214,12.501844860788838,0.11142937724937596,0.10800444969743744,0.11255696604309856,0.11255696604309856,0.11255696604309856,0,-0.112556966,0.11255696604309856,0.11255696604309856,0.11255696604309856,0.11255696604309856,0.18392944335937855,0.19828572273254333,12.91678619384766,12.429464740753174,12.469286155700683,12.509107570648194,,,,,,,,,,0,0,0
3/8/2011,12.67535686,12.76428604125977,12.58035659790039,12.70571422576904,10.92568492889404,356316800,0.11255696604309856,1.2355138120582378,1.125129786024232,1.379925902,,12.734285926818847,12.567785930633544,12.51007146835327,,,12.698306050718028,12.643461740451132,12.471259227716736,,,12.627495774612187,12.516946295231817,0.11054947938037074,0.1085134556340241,-0.924783157,-0.924783157,-0.924783157,0,0.9247831573094233,-0.924783157,-0.924783157,-0.924783157,-0.924783157,0.14857101440430043,0.1996964454650878,12.76428604125977,12.480557603836065,12.520214748382573,12.559871892929081,,,,,,,,,,0,0,0
3/9/2011,12.66749954223633,12.67000007629395,12.52142906188965,12.58821392059326,10.82464408874512,453306000,-0.924783157,1.323341240473369,1.1791880602773783,1.3804883601423203,,12.736785888671875,12.602964401245117,12.523250039418539,,,12.661608674009774,12.633416682295156,12.478804691773288,,,12.62145241245543,12.522225378591923,0.099227034,0.10665617127992062,-1.645529947,-1.645529947,-1.645529947,0,1.6455299473116773,-1.645529947,-1.645529947,-1.645529947,1.6455299473116773,0.17392921447753906,0.2010179042816163,12.67000007629395,12.324953861236576,12.364893150329593,12.404832439422611,,,,,,,,,,0,0,0
3/10/2011,12.46857070922852,12.49178600311279,12.31785678863525,12.38107109069824,10.64652156829834,507539200,-1.645529947,0.8100624011944252,1.329942038,1.4099133237669934,,12.644714355468748,12.616500091552734,12.526607163747151,,,12.568096146239263,12.58753566564117,12.472499298155544,,,12.584470670646631,12.511769505414613,0.072701165,0.09986517,1.5345972815392648,1.5345972815392648,1.5345972815392648,0,-1.534597282,-1.534597282,1.5345972815392648,1.5345972815392648,-1.534597282,0.26142787933349965,0.19266066551208533,12.49178600311279,12.227760686874396,12.267964267730719,12.308167848587042,,,,,,,,,,0,0,0
3/11/2011,12.33321380615234,12.58285713195801,12.32142925262451,12.57107067108154,10.80990409851074,471080400,1.5345972815392648,1.2858123623792692,1.329312813317308,1.4429439054932889,,12.587499809265134,12.630178546905517,12.537059529622395,,,12.569087654520022,12.584542030266691,12.478858741570125,,,12.582409132252002,12.516162184352904,0.066246948,0.093141526,-0.446041841,0.44604184141935127,0.44604184141935127,0,-0.446041841,-0.446041841,0.44604184141935127,0.44604184141935127,-0.446041841,0.18464279174804865,0.19428567886352627,12.58285713195801,12.067932538986202,12.106464672088618,12.144996805191036,,,,,,,,,,0,0,0
3/14/2011,12.61357116699219,12.73142910003662,12.54678630828857,12.62714290618896,10.85812282562256,435957200,0.44604184141935127,1.2332959678878122,1.253158888743613,1.4385891323810733,,12.574642562866206,12.631428527832032,12.55784527460734,,,12.588439405076336,12.592287644070739,12.488425461868115,,,12.589291251319226,12.524382978562983,0.064908273,0.087494875,2.299464243055702,-2.299464243,-2.299464243,0,2.299464243055702,2.299464243055702,-2.299464243,-2.299464243,2.299464243055702,0.276428223,0.2031607151031503,12.73142910003662,12.155428638458252,12.194285774230957,12.233142910003663,,,,,,,,,,0,0,0
3/15/2011,12.21785736083984,12.42285728,12.14642906188965,12.33678627,10.60844135284424,721081200,-2.299464243,1.560051818460961,1.4181243541909876,1.5136507002502622,,12.50085697174072,12.617571449279785,12.565119107564291,,,12.504555026764757,12.545832848810894,12.47864228820834,,,12.550444331138053,12.510486926087324,0.039957405,0.077987381,4.464010597355098,-4.464010597,-4.464010597,0,4.464010597355098,4.464010597355098,-4.464010597,-4.464010597,4.464010597355098,0.5978574752807599,0.22873215675354075,12.42285728,12.284475526809688,12.325107669830318,12.365739812850949,1,1,1,12.21785736083984,12.21785736083984,12.21785736083984,12.33678627,12.33678627,12.33678627,0.9734023388007909,0.9734023388007909,0.9734023388007909
3/16/2011,12.21428585,12.25,11.65214252471924,11.78607082366943,10.13488101959229,1162011200,-4.464010597,2.3564730182367573,1.9299823636003361,1.7861187638403122,,12.340428352355953,12.538607120513916,12.547238127390544,,,12.26506029239965,12.407694298785174,12.433960258238088,,,12.432848406912111,12.456826474056369,-0.023978067,0.057594291,-1.402999743,-1.402999743,1.402999743255552,0,-1.402999743,-1.402999743,-1.402999743,1.402999743255552,-1.402999743,0.31964302062988104,0.2368571758270268,12.25,11.919646539688111,11.965392971038819,12.011139402389526,1,1,1,11.919646539688111,11.965392971038819,12.011139402389526,11.78607082366943,11.78607082366943,11.78607082366943,-1.120634874,-1.498673281,-1.873832042
3/17/2011,12.02964305877686,12.12892913818359,11.80928611755371,11.95142936706543,10.27707195281982,659422400,1.402999743255552,2.6197623268282957,1.8282778108090143,1.8091318203420956,,12.254500007629392,12.449607181549071,12.53571434020996,,,12.160516650621577,12.324737038472492,12.402829233001142,,,12.358783939243391,12.41938965,-0.060605712,0.033954291,1.1863566353669857,1.1863566353669857,-1.186356635,0,1.1863566353669857,1.1863566353669857,1.1863566353669857,-1.186356635,1.1863566353669857,0.29285717010498047,0.24480357170105033,12.12892913818359,11.728914213180541,11.776285648345947,11.823657083511351,,,1,,,11.823657083511351,,,11.95142936706543,0,0,1.0806494357169973
