Date_NTAP,Open_NTAP,High_NTAP,Low_NTAP,Close_NTAP,Adj Close_NTAP,Volume_NTAP,Daily Return(%)_NTAP,Vol5_NTAP,Vol10_NTAP,Vol20_NTAP,Vol60_NTAP,SMA5_NTAP,SMA10_NTAP,SMA30_NTAP,SMA60_NTAP,SMA100_NTAP,EMA5_NTAP,EMA10_NTAP,EMA30_NTAP,EMA60_NTAP,EMA100_NTAP,Short12_NTAP,Long26_NTAP,MACD_NTAP,SIGNAL9_NTAP,Ret5/10_NTAP,Ret10/30_NTAP,Ret30/60_NTAP,Ret30/100_NTAP,Emaret5/10_NTAP,Emaret10/30_NTAP,Emaret30/60_NTAP,Emaret30/100_NTAP,RetMACD_NTAP,DayRange_NTAP,average20r_NTAP,PRVHI_NTAP,HitLevel_NTAP,hitlevel_2_NTAP,hitlevel_1.8_NTAP,Hit?_NTAP,Hit?_NTAP.1,Hit?_NTAP.2,HitAt_2.2_NTAP,HitAt_2.0_NTAP,HitAt_1.8_NTAP,ExitPr_2.2_NTAP,ExitPr_2.0_NTAP,ExitPr_1.8_NTAP,ret_2.2_NTAP,Ret2.0_NTAP,Ret_1.8_NTAP
2011-01-03,55.52000045776367,57.5099983215332,55.27000045776367,57.40999984741211,47.0803337097168,7446100,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,1.2099990844726634,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,57.33000183105469,57.77999877929688,56.56999969482422,57.38000106811523,47.05574035644531,5877300,-0.05225357842991593,,,,,,,,,,,,,,,,,,,0.03762752891169728,-0.07142002107842904,0.059682407048500426,-0.17125255889286042,0.0838745723250338,0.09551011729446664,0.08926154523124574,0.17064729718058724,0.41615881796567455,1.5099983215332102,,,,,,193.0,288.0,396.0,,,,,,,0.7638250398040722,0.9106274841029887,0.8105383119208335
2011-01-05,57.02999877929688,58.11999893188477,56.61000061035156,57.86999893188477,47.45758056640625,3911700,0.853952343409464,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3899993896484375,,,,,,,,,,,,,,,,,
2011-01-06,57.97999954223633,58.63999938964844,57.25,57.4900016784668,47.14596557617188,4680900,-0.656639468518476,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4099998474121094,,,,,,,,,,,,,,,,,
2011-01-07,57.27000045776367,57.75,56.34000015258789,57.20000076293945,46.90812683105469,4176200,-0.5044371317803688,,,,,57.470000457763675,,,,,57.470000457763675,,,,,,,,,,,,,,,,,,2.0999984741210938,,,,,,,,,,,,,,,,,
2011-01-10,57.0,58.43000030517578,56.33000183105469,58.22000122070312,47.74460601806641,4508900,1.7832175597181723,1.0237184923039462,,,,57.63200073242187,,,,,57.720000712076825,,,,,,,,,,,,,,,,,,1.30999755859375,,,,,,,,,,,,,,,,,
2011-01-11,58.77999877929688,58.79999923706055,57.4900016784668,58.27999877929688,47.79380035400391,4180100,0.10305317302609227,1.0132387329334764,,,,57.8120002746582,,,,,57.906666734483515,,,,,,,,,,,,,,,,,,1.4799995422363352,,,,,,,,,,,,,,,,,
2011-01-12,59.04000091552734,59.70999908447266,58.22999954223633,58.93000030517578,48.32685470581055,4553000,1.1153080636470478,1.0538666238387213,,,,58.024000549316405,,,,,58.24777792471428,,,,,,,,,,,,,,,,,,0.6499977111816548,,,,,,,,,,,,,,,,,
2011-01-13,58.79000091552734,59.02999877929688,58.38000106811523,58.61999893188477,48.07262802124023,3413400,-0.5260501810378937,1.0232964116227603,,,,58.25,,,,,58.37185159377111,,,,,,,,,,,,,,,,,,1.1300010681152415,,,,,,,,,,,,,,,,,
2011-01-14,58.56999969482422,59.65000152587891,58.52000045776367,59.47999954223633,48.77789688110352,2862300,1.467077151179853,0.9688411909360867,,,,58.705999755859374,58.08800010681152,,,,58.74123424325952,58.08800010681152,,,,,,,,-0.8238027362821131,-0.8238027362821131,0.0,0.0,0.8238027362821131,-0.8238027362821131,-0.8238027362821131,0.0,0.0,1.1399993896484233,,,,,,,,,,,,,,,,,
2011-01-18,59.38000106811523,59.79000091552734,58.65000152587891,58.9900016784668,48.37605667114258,2592700,-0.8238027362821131,1.000683445485759,0.9544193417727754,,,58.85999984741211,58.24600028991699,,,,58.82415672166195,58.25200039256703,,,,,,,,-2.3054764733936475,-2.3054764733936475,0.0,0.0,2.3054764733936475,-2.3054764733936475,-2.3054764733936475,0.0,0.0,1.970001220703118,,,,,,,,,,,,,,,,,
2011-01-19,58.7400016784668,59.04000091552734,57.06999969482422,57.63000106811523,47.26074981689453,3854000,-2.3054764733936475,1.5359514245316945,1.2581536965046949,,,58.73000030517578,58.27100028991699,,,,58.426104837146376,58.13890960630306,,,,58.12500031789144,,,,-2.446642063645936,-2.446642063645936,0.0,0.0,2.446642063645936,-2.446642063645936,-2.446642063645936,0.0,0.0,1.5499992370605469,,,,,,,,,,,,,,,,,
