Date_JNPR,Open_JNPR,High_JNPR,Low_JNPR,Close_JNPR,Adj Close_JNPR,Volume_JNPR,Daily Return(%)_JNPR,Vol5_JNPR,Vol10_JNPR,Vol20_JNPR,Vol60_JNPR,SMA5_JNPR,SMA10_JNPR,SMA30_JNPR,SMA60_JNPR,SMA100_JNPR,EMA5_JNPR,EMA10_JNPR,EMA30_JNPR,EMA60_JNPR,EMA100_JNPR,Short12_JNPR,Long26_JNPR,MACD_JNPR,SIGNAL9_JNPR,Ret5/10_JNPR,Ret10/30_JNPR,Ret30/60_JNPR,Ret30/100_JNPR,Emaret5/10_JNPR,Emaret10/30_JNPR,Emaret30/60_JNPR,Emaret30/100_JNPR,RetMACD_JNPR,DayRange_JNPR,average20r_JNPR,PRVHI_JNPR,HitLevel_JNPR,hitlevel_2_JNPR,hitlevel_1.8_JNPR,Hit?_JNPR,Hit?_JNPR.1,Hit?_JNPR.2,HitAt_2.2_JNPR,HitAt_2.0_JNPR,HitAt_1.8_JNPR,ExitPr_2.2_JNPR,ExitPr_2.0_JNPR,ExitPr_1.8_JNPR,ret_2.2_JNPR,Ret2.0_JNPR,Ret_1.8_JNPR
2011-01-18,38.47000122070312,38.70000076293945,37.90000152587891,37.95000076293945,31.66802597045898,4754200,-2.0139395520680576,1.385394277116689,1.2764109830074999,,,38.21399993896485,37.952000045776366,,,,38.14904552925435,37.89354570562189,,,,,,,,-2.7667963529685347,-2.7667963529685347,0.0,0.0,2.7667963529685347,-2.7667963529685347,-2.7667963529685347,0.0,0.0,1.3699989318847656,,,,,,,,,,,,,,,,,
2011-01-19,37.88999938964844,37.95000076293945,36.58000183105469,36.90000152587891,30.79183959960938,5748300,-2.7667963529685347,1.8631894317300697,1.585458985644185,,,38.024000549316405,37.92600021362305,,,,37.73269752812921,37.71290130930498,,,,37.80500030517578,,,,-5.176151133957501,-5.176151133957501,0.0,0.0,5.176151133957501,-5.176151133957501,-5.176151133957501,0.0,0.0,1.6899986267089844,,,,,,,,,,,,,,,,,
2011-01-20,35.22999954223633,35.88999938964844,34.20000076293945,34.9900016784668,29.19800567626953,15186300,-5.176151133957501,2.4783618982625195,2.1019632546507503,,,37.358000946044925,37.637000274658206,,,,36.81846557824174,37.21782864915258,,,,37.3719235933744,,,,0.34296296320521485,-0.34296296320521485,0.0,0.0,0.34296296320521485,0.34296296320521485,-0.34296296320521485,0.0,0.0,1.0399971008300852,,,,,,,,,,,,,,,,,
2011-01-21,35.41999816894531,35.66999816894531,34.63000106811523,34.86999893188477,29.09786987304688,7822500,-0.34296296320521485,2.46606416792575,2.030471243805918,,,36.68800048828125,37.30300025939941,,,,36.168976696122755,36.79095051874025,,,,36.98701210699138,,,,-0.028684073807953826,0.028684073807953826,0.0,0.0,-0.028684073807953826,-0.028684073807953826,0.028684073807953826,0.0,0.0,0.7300033569336009,,,,,,,,,,,,,,,,,
2011-01-24,34.95000076293945,35.08000183105469,34.34999847412109,34.88000106811523,29.10622024536133,7405300,0.028684073807953826,2.093008098662355,2.031561544080074,,,35.91800079345703,37.032000350952146,,,,35.73931815345358,36.44350516408116,,,,36.662856562548896,,,,0.17202228054361338,-0.17202228054361338,0.0,0.0,0.17202228054361338,0.17202228054361338,-0.17202228054361338,0.0,0.0,0.9599990844726562,,,,,,,,,,,,,,,,,
2011-01-25,34.7599983215332,35.29999923706055,34.34000015258789,34.81999969482422,29.0561408996582,10606000,-0.17202228054361338,2.2575038245668115,2.0231885052832035,,,35.29200057983398,36.753000259399414,,,,35.4328786672438,36.148322351488986,,,,36.379340121360485,,,,-6.4043640487676505,6.4043640487676505,0.0,0.0,-6.4043640487676505,-6.4043640487676505,6.4043640487676505,0.0,0.0,1.5600013732910085,,,,,,,,,,,,,,,,,
2011-01-26,36.31000137329102,37.59000015258789,36.02999877929688,37.04999923706055,30.91700744628906,19120600,6.4043640487676505,4.1184454245050475,3.032436938437682,,,35.322000122070314,36.67300033569336,,,,35.971918857182715,36.31226360341109,,,,36.4825184468528,,,,-0.40486242636372854,0.40486242636372854,0.0,0.0,-0.40486242636372854,-0.40486242636372854,0.40486242636372854,0.0,0.0,0.5699996948242188,,,,,,,,,,,,,,,,,
2011-01-27,36.86000061035156,37.40999984741211,36.84000015258789,37.20000076293945,31.04217910766602,6704100,0.40486242636372854,2.8866916013686477,3.000453741563476,,,35.763999938964844,36.561000442504884,,,,36.38127949243496,36.473670359688974,,,,36.592900341635364,,,,2.473123561220795,-2.473123561220795,0.0,0.0,2.473123561220795,2.473123561220795,-2.473123561220795,0.0,0.0,1.1100006103515625,,,,,,,,,,,,,,,,,
2011-01-28,37.09999847412109,37.25,36.13999938964844,36.27999877929688,30.27447319030762,7280000,-2.473123561220795,3.309482280721618,3.081314794600373,,,36.045999908447264,36.36700019836426,,,,36.34751925472227,36.43845734507223,,,,36.54476163973713,,,,-2.315325746557729,2.315325746557729,0.0,0.0,-2.315325746557729,-2.315325746557729,2.315325746557729,0.0,0.0,1.1000022888183665,,,,,,,,,,,,,,,,,
2011-01-31,36.20000076293945,37.20000076293945,36.09999847412109,37.11999893188477,30.97541618347168,5105300,2.315325746557729,3.327533477402176,3.1600072968060293,,,36.49399948120117,36.2060001373291,,,,36.60501248044311,36.562373997219964,,,,36.633259684682926,,,,0.6734913986898281,0.6734913986898281,0.0,0.0,-0.6734913986898281,0.6734913986898281,0.6734913986898281,0.0,0.0,0.7799987792968821,0.9090002059936524,37.20000076293945,,,,,,,,,,,,,,,
2011-02-01,37.31999969482422,37.81999969482422,37.04000091552734,37.36999893188477,31.18404388427734,4991100,0.6734913986898281,3.2549794855215657,3.1195484550331662,2.3251254187182115,,37.00399932861328,36.147999954223636,,,,36.860007964256994,36.709214894431746,,,,36.74660418425244,,,,1.632327074623199,1.632327074623199,0.0,0.0,-1.632327074623199,1.632327074623199,1.632327074623199,0.0,0.0,1.1300010681152415,0.9300003051757816,37.81999969482422,35.20020030975342,35.38200035095215,35.56380039215088,,,,,,,,,,0.0,0.0,0.0
2011-02-02,37.09999847412109,38.22999954223633,37.09999847412109,37.97999954223633,31.69305419921875,4835800,1.632327074623199,1.8340956204303365,3.0116433232357758,2.350889301468562,,37.189999389648435,36.25599975585938,,,,37.233338490250105,36.94026664857803,,,,36.93635731624996,,,,1.3164823750036283,1.3164823750036283,0.0,0.0,-1.3164823750036283,1.3164823750036283,1.3164823750036283,0.0,0.0,0.6299972534179688,0.9105001449584968,38.22999954223633,35.7739990234375,35.959999084472656,36.145999145507815,,,,,,,,,,0.0,0.0,0.0
2011-02-03,38.16999816894531,38.59999847412109,37.97000122070312,38.47999954223633,32.11029815673828,5454900,1.3164823750036283,1.8659933945523395,2.3112463397709813,2.329837323405869,,37.44599914550782,36.60499954223633,,,,37.64889217424552,37.22021808378863,,,,37.17384073563248,,,,4.106033913333229,4.106033913333229,0.0,0.0,-4.106033913333229,4.106033913333229,4.106033913333229,0.0,0.0,1.5699996948242259,0.9585000991821303,38.59999847412109,36.226899223327635,36.40899925231933,36.59109928131103,,,,,,,,,,0.0,0.0,0.0
2011-02-04,38.54000091552734,40.11000061035156,38.54000091552734,40.06000137329102,33.42876815795898,8914400,4.106033913333229,1.3130529992770816,2.4524460068524285,2.4924876559483558,,38.20199966430664,37.123999786376956,,,,38.45259524059402,37.73654231824361,,,,37.61786544911841,,,,0.09984298417106632,0.09984298417106632,0.0,0.0,-0.09984298417106632,0.09984298417106632,0.09984298417106632,0.0,0.0,0.5499992370605398,0.9389999389648448,40.11000061035156,36.4912982559204,36.68299827575682,36.874698295593255,,,,,,,,,,0.0,0.0,0.0
2011-02-07,39.97000122070312,40.45000076293945,39.90000152587891,40.09999847412109,33.4621467590332,8141400,0.09984298417106632,1.5382309596781787,2.4480480327060765,2.453244272519225,,38.79799957275391,37.64599952697754,,,,39.001729651769715,38.16626161931224,,,,37.999732068349594,,,,0.47382156767130523,0.47382156767130523,0.0,0.0,-0.47382156767130523,0.47382156767130523,0.47382156767130523,0.0,0.0,0.6399993896484446,0.9324998855590835,40.45000076293945,38.0442007446289,38.232000732421874,38.419800720214845,,,,,,,,,,0.0,0.0,0.0
2011-02-08,40.16999816894531,40.70999908447266,40.06999969482422,40.29000091552734,33.62068557739258,7296400,0.47382156767130523,1.5694569855465723,2.409277514599626,2.4523494268481456,,39.38199996948242,38.19299964904785,,,,39.43115340635559,38.55239603680589,,,,38.35208112176155,37.50576928945688,0.8463118323046714,,0.09928248850432499,0.09928248850432499,0.0,0.0,-0.09928248850432499,0.09928248850432499,0.09928248850432499,0.0,0.0,0.720001220703125,0.9489999771118175,40.70999908447266,38.39850101470947,38.58500099182129,38.771500968933104,,,,,,,,,,0.0,0.0,0.0
2011-02-09,40.06000137329102,40.70000076293945,39.97999954223633,40.33000183105469,33.6540641784668,6621000,0.09928248850432499,1.6886413336522113,1.703481815859827,2.4522453788625427,,39.8520004272461,38.520999908447266,,,,39.73076954792196,38.87559709030567,,,,38.65637661549896,37.71497169994561,0.941404915553349,,7.612198253014412,7.612198253014412,0.0,0.0,-7.612198253014412,7.612198253014412,7.612198253014412,0.0,0.0,3.779998779296882,1.1144998550415057,40.70000076293945,38.622199134826666,38.81199913024903,39.00179912567139,,,,,,,,,,0.0,0.0,0.0
2011-02-10,39.90000152587891,43.52999877929688,39.75,43.40000152587891,36.21588897705078,19904600,7.612198253014412,3.3294573441537634,2.7128792611467842,2.9399229829338673,,40.83600082397461,39.140999984741214,,,,40.953846873907615,39.69821607859171,,,,39.38616506324972,38.13608502038511,1.2500800428646102,,0.023037606409377975,0.023037606409377975,0.0,0.0,-0.023037606409377975,0.023037606409377975,0.023037606409377975,0.0,0.0,0.8500022888183665,1.1184999465942407,43.52999877929688,38.24810108184814,38.471001052856444,38.69390102386474,,,,,,,,,,0.0,0.0,0.0
2011-02-11,43.04999923706055,43.70000076293945,42.84999847412109,43.40999984741211,36.22422409057617,10230500,0.023037606409377975,3.331112609448204,2.394040420987084,2.93589959058811,,41.50600051879883,39.854000091552734,,,,41.77256453174245,40.37308585474088,,,,40.005216568505475,38.52674537794267,1.4784711905628072,,0.4837573950951821,0.4837573950951821,0.0,0.0,-0.4837573950951821,0.4837573950951821,0.4837573950951821,0.0,0.0,0.6100006103515696,1.1094999313354517,43.70000076293945,41.069298896789554,41.2929988861084,41.51669887542725,,,,,,,,,,0.0,0.0,0.0
2011-02-14,43.61999893188477,43.79999923706055,43.18999862670898,43.61999893188477,36.39946365356445,6632900,0.4837573950951821,3.2902874855630495,2.423111420222589,2.9320638781530137,,42.210000610351564,40.50400009155273,38.197000122070314,,,42.38837599845655,40.963433686948854,38.197000122070314,,,40.561336932102286,38.90402341897542,1.6573135131268657,,1.7652463929814999,1.7652463929814999,1.7652463929814999,0.0,-1.7652463929814999,1.7652463929814999,1.7652463929814999,1.7652463929814999,0.0,1.3199996948242259,1.135499954223636,43.79999923706055,41.25910091400146,41.48100090026855,41.70290088653564,,,,,,,,,,0.0,0.0,0.0
2011-02-15,43.40999984741211,44.61999893188477,43.29999923706055,44.38999938964844,37.04199981689453,8250300,1.7652463929814999,3.2160504965039136,2.3985948039166263,2.8734598659480985,,43.03000030517578,41.2060001373291,38.4353333791097,,,43.05558379552052,41.586445632894225,38.59654846191406,,,41.15036192557093,39.31039200939564,1.839969916175285,,-1.239016095118047,-1.239016095118047,-1.239016095118047,0.0,1.239016095118047,-1.239016095118047,-1.239016095118047,-1.239016095118047,0.0,1.1800003051757955,1.1260000228881875,44.61999893188477,41.301899337768546,41.528999328613274,41.756099319458,,,,,,,,,,0.0,0.0,0.0
2011-02-16,44.56000137329102,44.61999893188477,43.43999862670898,43.84000015258789,36.58305358886719,8826700,-1.239016095118047,3.459891322338616,2.5806880603669935,2.792093532441856,,43.73199996948242,41.792000198364256,38.6580000559489,,,43.317055914542976,41.99618281829307,38.934835667763984,,,41.56415242203508,39.64591853852099,1.918233883514091,,0.8895971448244069,0.8895971448244069,0.8895971448244069,0.0,-0.8895971448244069,0.8895971448244069,0.8895971448244069,0.8895971448244069,0.0,0.7099990844726634,1.0770000457763715,44.61999893188477,42.14279888153076,42.367998886108396,42.59319889068603,,,,,,,,,,0.0,0.0,0.0
2011-02-17,43.77000045776367,44.45999908447266,43.75,44.22999954223633,36.90848541259766,4548900,0.8895971448244069,1.1110687791504368,2.587107097880684,2.3988950063582783,,43.8979995727539,42.36700019836426,38.86966667175293,,,43.62137045710743,42.40233131355548,39.27645914353639,,,41.97428274821989,39.98548009435175,1.9888026538681416,,-0.5200080140554735,-0.5200080140554735,-0.5200080140554735,0.0,0.5200080140554735,-0.5200080140554735,-0.5200080140554735,-0.5200080140554735,0.0,0.8100013732910085,1.0655002593994176,44.45999908447266,42.25059883117675,42.46599884033203,42.6813988494873,,,,,,,,,,0.0,0.0,0.0
2011-02-18,44.38000106811523,44.52000045776367,43.70999908447266,44.0,36.71656036376953,5000900,-0.5200080140554735,1.179663288978411,2.466491547487615,2.4052263885245426,,44.01599960327148,42.761000061035155,39.062666702270505,,,43.74758030473829,42.69281652927266,39.58120371492114,,,42.28593155618606,40.28285193921458,2.003079616971476,1.5470741738823663,-3.52272553877397,-3.52272553877397,-3.52272553877397,0.0,3.52272553877397,-3.52272553877397,-3.52272553877397,-3.52272553877397,-3.52272553877397,1.3800010681152344,1.0980001449584993,44.52000045776367,42.115898513793944,42.32899856567383,42.54209861755371,,,,,,,,,,0.0,0.0,0.0
2011-02-22,43.20999908447266,43.68000030517578,42.29999923706055,42.45000076293945,35.42313003540039,6633600,-3.52272553877397,2.0458809353117267,2.8452390253152005,2.617670424665266,,43.78199996948242,42.99600028991699,39.22466672261556,,,43.31505379080535,42.64866820812117,39.76628739543845,,,42.311172972609654,40.44338148171272,1.8677914908969342,1.61121763728528,-2.379274718676208,-2.379274718676208,-2.379274718676208,0.0,2.379274718676208,-2.379274718676208,-2.379274718676208,-2.379274718676208,-2.379274718676208,2.5400009155273366,1.1770002365112333,43.68000030517578,42.10440013885497,42.32400016784668,42.543600196838376,,1.0,1.0,,42.32400016784668,42.543600196838376,,42.45000076293945,42.45000076293945,0.0,0.29770483553796573,-0.22000825850624428
2011-02-23,42.43999862670898,43.0,40.45999908447266,41.43999862670898,34.58032989501953,12073200,-2.379274718676208,1.695365033197898,2.9989221464769766,2.715223309105375,,43.19199981689453,43.111000061035156,39.352333323160806,,,42.690035402773226,42.428910102409866,39.87426876519783,,,42.177146150163395,40.51720497393467,1.6599411762287275,1.6209623450739696,4.174709458415168,4.174709458415168,4.174709458415168,0.0,-4.174709458415168,4.174709458415168,4.174709458415168,4.174709458415168,4.174709458415168,2.2099990844726562,1.2095001220703157,43.0,41.090599784851065,41.325999832153315,41.561399879455564,1.0,1.0,1.0,41.090599784851065,41.325999832153315,41.561399879455564,41.43999862670898,41.43999862670898,41.43999862670898,0.8503133166401858,0.2758524779041569,-0.2921009713308462
2011-02-24,41.2599983215332,43.38999938964844,41.18000030517578,43.16999816894531,36.02395248413086,8032100,4.174709458415168,3.0079836735512018,3.233180516456876,2.5161619802961437,,43.05799942016601,43.39499969482422,39.529666646321616,,,42.850022991497255,42.56365338723449,40.086896468665415,,,42.32989261459138,40.71370817356509,1.6161844410262916,1.620006764264434,-1.6909969606131108,1.6909969606131108,1.6909969606131108,0.0,-1.6909969606131108,1.6909969606131108,1.6909969606131108,1.6909969606131108,-1.6909969606131108,0.7400016784667898,1.2180002212524443,43.38999938964844,40.3390997314453,40.58099975585937,40.82289978027343,,,,,,,,,,0.0,0.0,0.0
2011-02-25,43.47999954223633,44.11000061035156,43.36999893188477,43.90000152587891,36.63311386108398,6440400,1.6909969606131108,3.1051057621244524,2.214074400807185,2.5220463087913547,,42.991999816894534,43.44499969482422,39.71566670735677,,,43.20001583629114,42.806625776078924,40.33290324655016,,,42.57144783171254,40.94972990336611,1.6217179283464276,1.620348997080833,-0.22778694907820868,0.22778694907820868,0.22778694907820868,0.0,-0.22778694907820868,0.22778694907820868,0.22778694907820868,0.22778694907820868,0.22778694907820868,0.8400001525878906,1.2045001983642607,44.11000061035156,40.71039890289306,40.953998947143546,41.19759899139404,,,,,,,,,,0.0,0.0,0.0
2011-02-28,43.91999816894531,44.45999908447266,43.61999893188477,44.0,36.71656036376953,5718400,0.22778694907820868,3.0984982718782716,2.213853913571196,2.403647733519277,,42.991999816894534,43.50399971008301,39.90833333333333,,,43.4666772241941,43.02360290770093,40.56949013386951,,,42.791225088372144,41.175675836450104,1.6155492519220402,1.6193890480490745,2.0000024275346076,-2.0000024275346076,-2.0000024275346076,0.0,2.0000024275346076,-2.0000024275346076,-2.0000024275346076,-2.0000024275346076,2.0000024275346076,1.4600028991699148,1.222500228881838,44.45999908447266,41.46010017395019,41.70100021362304,41.94190025329589,,,,,,,,,,0.0,0.0,0.0
2011-03-01,44.27000045776367,44.47000122070312,43.0099983215332,43.11999893188477,35.98222732543945,7454300,-2.0000024275346076,2.711678775369062,2.310359679530619,2.471718883806951,,43.125999450683594,43.45399971008301,40.054666646321614,,,43.35111779342433,43.04112945755254,40.734039088580175,,,42.841805679681784,41.319699769445265,1.5221059102365189,1.5999324204865635,-0.20872021061517387,0.20872021061517387,0.20872021061517387,0.0,-0.20872021061517387,0.20872021061517387,0.20872021061517387,0.20872021061517387,-0.20872021061517387,0.8800010681152273,1.2275003433227554,44.47000122070312,41.77049858093262,42.01499862670899,42.25949867248536,,,,,,,,,,0.0,0.0,0.0
2011-03-02,43.11999893188477,44.0,43.11999893188477,43.20999908447266,36.05733108520508,5682400,0.20872021061517387,2.2738363153346217,2.222134194879281,2.4749594256142533,,43.47999954223633,43.33599967956543,40.22999992370605,,,43.30407822377378,43.07183302608347,40.893778443153884,,,42.898450818880384,41.45972194092877,1.4387288779516112,1.5676917119795732,1.272851767446993,1.272851767446993,1.272851767446993,0.0,-1.272851767446993,1.272851767446993,1.272851767446993,1.272851767446993,-1.272851767446993,0.8699989318847585,1.2145002365112312,44.0,41.76950046539306,42.015000534057606,42.26050060272216,,,,,,,,,,0.0,0.0,0.0
2011-03-03,43.75,44.27000045776367,43.40000152587891,43.7599983215332,36.51628494262695,5339000,1.272851767446993,1.4302871311925658,2.2394303601387064,2.469568517602403,,43.597999572753906,43.32799949645996,40.458666483561196,,,43.45605158969359,43.1969539888925,41.07869585466223,,,43.03099658851928,41.630112783936504,1.4008838045827758,1.534330130500214,0.7998224457109543,0.7998224457109543,0.7998224457109543,0.0,-0.7998224457109543,0.7998224457109543,0.7998224457109543,0.7998224457109543,-0.7998224457109543,1.779998779296875,1.2720003128051764,44.27000045776367,41.32809947967529,41.57099952697754,41.81389957427979,,,,,,,,,,0.0,0.0,0.0
2011-03-04,44.31999969482422,44.97999954223633,43.20000076293945,44.11000061035156,36.80835342407227,10291100,0.7998224457109543,1.2553361758428636,2.2356636540529338,2.465911208732701,,43.63999938964844,43.315999603271486,40.76266644795736,,,43.67403459657958,43.36296246552142,41.27426390341638,,,43.196997207262704,41.813808178485765,1.3831890287769397,1.5041019101555593,0.476080438827685,0.476080438827685,0.476080438827685,0.0,-0.476080438827685,0.476080438827685,0.476080438827685,0.476080438827685,-0.476080438827685,1.220001220703125,1.2545003890991215,44.97999954223633,41.47159976959228,41.72599983215332,41.98039989471435,,,,,,,,,,0.0,0.0,0.0
2011-03-07,44.59000015258789,44.63999938964844,43.41999816894531,44.31999969482422,36.98358535766602,9440500,0.476080438827685,1.2664261811567314,2.2323415835837137,2.3330654296406306,,43.70399932861328,43.347999572753906,41.077666473388675,,,43.88935629599446,43.53696923448556,41.470762986733014,,,43.36976682073371,41.999451994510835,1.3703148262228737,1.4773444933690223,0.31588310156237215,0.31588310156237215,0.31588310156237215,0.0,-0.31588310156237215,0.31588310156237215,0.31588310156237215,0.31588310156237215,-0.31588310156237215,1.0900001525878906,1.281500434875489,44.63999938964844,42.22009868621826,42.470998764038086,42.72189884185791,,,,,,,,,,0.0,0.0,0.0
2011-03-08,44.36000061035156,45.0099983215332,43.91999816894531,44.45999908447266,37.10041046142578,7629600,0.31588310156237215,0.43033724443313254,1.8360069694400163,2.3314596240041108,,43.97199935913086,43.54899940490723,41.396999740600585,,,44.07957055882053,43.704792843574126,41.66361692852267,,,43.537494861308936,42.181714741915414,1.355780119393522,1.4530316185739225,-2.541604311037018,-2.541604311037018,-2.541604311037018,0.0,2.541604311037018,-2.541604311037018,-2.541604311037018,-2.541604311037018,2.541604311037018,1.2099990844726634,1.3100004196166999,45.0099983215332,41.82069843292236,42.07699851989746,42.33329860687256,,,,,,,,,,0.0,0.0,0.0
2011-03-09,43.68000030517578,43.77999877929688,42.56999969482422,43.33000183105469,36.157470703125,8403600,-2.541604311037018,1.5020972536364667,1.864579086162446,2.4314989148291635,,43.99599990844727,43.737999725341794,41.68066647847493,,,43.829714316231914,43.63664902311604,41.771125631911836,,,43.50557285665444,42.26677304481462,1.2387998118398187,1.4101852572271019,-4.569589829822092,-4.569589829822092,-4.569589829822092,0.0,4.569589829822092,-4.569589829822092,-4.569589829822092,-4.569589829822092,4.569589829822092,1.4500007629394531,1.3465003967285163,43.77999877929688,42.127997398376465,42.389997482299805,42.651997566223145,,,1.0,,,42.651997566223145,,,43.33000183105469,0.0,0.0,1.5896190179108194
2011-03-10,42.68000030517578,42.77000045776367,41.31999969482422,41.34999847412109,34.50521469116211,9156000,-4.569589829822092,2.356601423325733,1.9772448919621746,2.6731814477107947,,43.513999938964844,43.555999755859375,41.82399978637695,,,43.003142368861646,43.22089437784423,41.74395613786082,,,43.17394602857238,42.19886381735584,0.975082211216538,1.3231646480249892,-3.724307067365821,3.724307067365821,3.724307067365821,0.0,-3.724307067365821,-3.724307067365821,3.724307067365821,3.724307067365821,-3.724307067365821,1.9300003051757812,1.2540004730224612,42.77000045776367,40.817697906494146,41.08699798583985,41.356298065185555,,,1.0,,,41.356298065185555,,,41.34999847412109,0.0,0.0,-0.015232482981284684
2011-03-11,41.13000106811523,42.95999908447266,41.02999877929688,42.88999938964844,35.79030227661133,6416300,3.724307067365821,3.1698216001962507,2.2963279088689816,2.20254713261498,,43.26999969482422,43.45499954223633,42.01366640726725,,,42.96542804245725,43.16073165271772,41.8178944121697,,,43.13026193027639,42.25005904493307,0.8802028853433228,1.234572295488656,-0.37304697992307634,0.37304697992307634,0.37304697992307634,0.0,-0.37304697992307634,-0.37304697992307634,0.37304697992307634,0.37304697992307634,-0.37304697992307634,1.1099967956542898,1.2670001983642574,42.95999908447266,40.011199417114256,40.26199951171875,40.51279960632324,,,,,,,,,,0.0,0.0,0.0
2011-03-14,42.5,43.59999847412109,42.4900016784668,43.04999923706055,35.92381286621094,8014400,0.37304697992307634,3.1620609820046184,2.2998516608562642,2.20443037230504,,43.01599960327148,43.35999946594238,42.239333089192705,,,42.99361844065835,43.140598486234595,41.89738504603363,,,43.117913823627795,42.30931387397955,0.8085999496482472,1.1493778263205743,1.8815274632953898,-1.8815274632953898,-1.8815274632953898,0.0,1.8815274632953898,1.8815274632953898,-1.8815274632953898,-1.8815274632953898,1.8815274632953898,0.9599990844726491,1.2845001220703114,43.59999847412109,40.1725986480713,40.42599868774415,40.679398727417,,,,,,,,,,0.0,0.0,0.0
