Date_AMD,Open_AMD,High_AMD,Low_AMD,Close_AMD,Adj Close_AMD,Volume_AMD,Daily Return(%)_AMD,Vol5_AMD,Vol10_AMD,Vol20_AMD,Vol60_AMD,SMA5_AMD,SMA10_AMD,SMA30_AMD,SMA60_AMD,SMA100_AMD,EMA5_AMD,EMA10_AMD,EMA30_AMD,EMA60_AMD,EMA100_AMD,Short12_AMD,Long26_AMD,MACD_AMD,SIGNAL9_AMD,Ret5/10_AMD,Ret10/30_AMD,Ret30/60_AMD,Ret30/100_AMD,Emaret5/10_AMD,Emaret10/30_AMD,Emaret30/60_AMD,Emaret30/100_AMD,RetMACD_AMD,DayRange_AMD,average20r_AMD,PRVHI_AMD,HitLevel_AMD,hitlevel_2_AMD,hitlevel_1.8_AMD,Hit?_AMD,Hit?_AMD.1,Hit?_AMD.2,HitAt_2.2_AMD,HitAt_2.0_AMD,HitAt_1.8_AMD,ExitPr_2.2_AMD,ExitPr_2.0_AMD,ExitPr_1.8_AMD,ret_2.2_AMD,Ret2.0_AMD,Ret_1.8_AMD
2011-01-18,8.199999809265137,8.239999771118164,8.069999694824219,8.100000381469727,8.100000381469727,22013300,-1.2195052453833148,3.758361098007881,3.7278049607370702,,,8.26200008392334,8.569999980926514,,,,8.295193528540342,8.514818226207385,,,,,,,,2.0987721620360875,-2.0987721620360875,0.0,0.0,2.0987721620360875,2.0987721620360875,-2.0987721620360875,0.0,0.0,0.26999998092651367,,,,,,,,,,,,,,,,,
2011-01-19,8.130000114440918,8.170000076293945,7.900000095367432,7.929999828338623,7.929999828338623,22737700,-2.0987721620360875,0.9310856430460729,3.487238884463285,,,8.176000118255615,8.485999917984008,,,,8.17346229513977,8.408487608413065,,,,8.508333325386047,,,,-1.1349386049596477,1.1349386049596477,0.0,0.0,-1.1349386049596477,-1.1349386049596477,1.1349386049596477,0.0,0.0,0.17000055313110352,,,,,,,,,,,,,,,,,
2011-01-20,7.880000114440918,8.020000457763672,7.849999904632568,8.020000457763672,8.020000457763672,25167900,1.1349386049596477,1.238115819034542,3.4527572750346516,,,8.1020001411438,8.396999979019165,,,,8.122308349347737,8.337853581022266,,,,8.433205191905682,,,,5.985043248295396,-5.985043248295396,0.0,0.0,5.985043248295396,5.985043248295396,-5.985043248295396,0.0,0.0,0.6399993896484375,,,,,,,,,,,,,,,,,
2011-01-21,8.140000343322754,8.149999618530273,7.510000228881836,7.539999961853027,7.539999961853027,64327200,-5.985043248295396,2.6317816695893748,3.783166167074527,,,7.9580000877380375,8.282000017166137,,,,7.928205553516167,8.192789286627859,,,,8.295789002666812,,,,-1.8567621643752554,1.8567621643752554,0.0,0.0,-1.8567621643752554,-1.8567621643752554,1.8567621643752554,0.0,0.0,0.23000001907348633,,,,,,,,,,,,,,,,,
2011-01-24,7.53000020980835,7.730000019073486,7.5,7.679999828338623,7.679999828338623,28030200,1.8567621643752554,3.1016577248979034,3.8052169347752325,,,7.854000091552734,8.167000007629394,,,,7.8454703117903195,8.09955483966618,,,,8.201052206616321,,,,2.6041642413474078,-2.6041642413474078,0.0,0.0,2.6041642413474078,2.6041642413474078,-2.6041642413474078,0.0,0.0,0.3399996757507324,,,,,,,,,,,,,,,,,
2011-01-25,7.659999847412109,7.679999828338623,7.340000152587891,7.480000019073486,7.480000019073486,36805900,-2.6041642413474078,3.158178601391033,3.306511528696194,,,7.730000019073486,7.996000051498413,,,,7.723646880884709,7.986908508649327,,,,8.0901211008405,,,,-0.1336865243205756,0.1336865243205756,0.0,0.0,-0.1336865243205756,-0.1336865243205756,0.1336865243205756,0.0,0.0,0.19000005722045898,,,,,,,,,,,,,,,,,
2011-01-26,7.489999771118164,7.539999961853027,7.349999904632568,7.489999771118164,7.489999771118164,25064300,0.1336865243205756,3.2165692636694136,2.2325415582438843,,,7.642000007629394,7.909000062942505,,,,7.645764510962527,7.896561465461843,,,,7.9977947424216795,,,,-3.4712982219894135,3.4712982219894135,0.0,0.0,-3.4712982219894135,-3.4712982219894135,3.4712982219894135,0.0,0.0,0.25,,,,,,,,,,,,,,,,,
2011-01-27,7.610000133514404,7.78000020980835,7.53000020980835,7.75,7.75,29756900,3.4712982219894135,3.747050884132726,2.634612299327883,,,7.58799991607666,7.8450000286102295,,,,7.680509673975019,7.869913926286961,,,,7.959672474356806,,,,3.354841662991431,-3.354841662991431,0.0,0.0,3.354841662991431,3.354841662991431,-3.354841662991431,0.0,0.0,0.42999982833862305,,,,,,,,,,,,,,,,,
2011-01-28,7.760000228881836,7.829999923706055,7.400000095367432,7.489999771118164,7.489999771118164,33405600,-3.354841662991431,2.8940684963442473,2.753976190211681,,,7.577999877929687,7.767999982833862,,,,7.617006373022734,7.80083862534718,,,,7.887415135397014,,,,-4.5393880237346504,4.5393880237346504,0.0,0.0,-4.5393880237346504,-4.5393880237346504,4.5393880237346504,0.0,0.0,0.5399999618530273,,,,,,,,,,,,,,,,,
2011-01-31,7.550000190734863,8.039999961853027,7.5,7.829999923706055,7.829999923706055,42749900,4.5393880237346504,3.5268716795096196,3.256724604245727,,,7.6079998970031735,7.730999994277954,,,,7.688004223250508,7.806140679594248,,,,7.8785820259060975,,,,-4.98084734511927,4.98084734511927,0.0,0.0,-4.98084734511927,-4.98084734511927,4.98084734511927,0.0,0.0,0.18999958038330078,0.29449992179870604,8.039999961853027,,,,,,,,,,,,,,,
2011-02-01,8.100000381469727,8.25,8.0600004196167,8.220000267028809,8.220000267028809,40250200,4.98084734511927,3.5229806592637893,3.652249703333026,3.604461942495481,,7.755999946594239,7.7429999828338625,,,,7.865336237843275,7.881387877309622,,,,7.931107909155745,,,,0.8515777682513477,0.8515777682513477,0.0,0.0,-0.8515777682513477,-0.8515777682513477,0.8515777682513477,0.0,0.0,0.4400005340576172,0.30149993896484373,8.25,7.392100133895874,7.451000118255616,7.509900102615356,,,,,,,,,,0.0,0.0,0.0
2011-02-02,8.15999984741211,8.600000381469727,8.15999984741211,8.289999961853027,8.289999961853027,36239600,0.8515777682513477,3.4439868715951003,3.5633375552102002,3.510897672055908,,7.915999984741211,7.778999996185303,,,,8.006890812513193,7.955680983590241,,,,7.986322071109173,,,,0.4825085891084411,0.4825085891084411,0.0,0.0,-0.4825085891084411,0.4825085891084411,0.4825085891084411,0.0,0.0,0.3299999237060547,0.3064999580383301,8.600000381469727,7.5867001342773435,7.647000122070312,7.707300109863281,,,,,,,,,,0.0,0.0,0.0
2011-02-03,8.359999656677246,8.430000305175781,8.100000381469727,8.329999923706055,8.329999923706055,22946500,0.4825085891084411,3.4051213443635175,3.556436317653464,3.4893145647040376,,8.031999969482422,7.809999942779541,,,,8.114593849577481,8.023738972702207,,,,8.039195586893308,,,,0.840332478575529,0.840332478575529,0.0,0.0,-0.840332478575529,0.840332478575529,0.840332478575529,0.0,0.0,0.23999977111816406,0.30499997138977053,8.430000305175781,7.9257004737854,7.987000465393066,8.048300457000732,,,,,,,,,,0.0,0.0,0.0
2011-02-04,8.319999694824219,8.489999771118164,8.25,8.399999618530273,8.399999618530273,21103900,0.840332478575529,2.2207011516624977,2.7506132449559937,3.4582217280391077,,8.213999938964843,7.895999908447266,,,,8.209729105895079,8.0921499992164,,,,8.094703899452842,,,,-0.8333297381323742,-0.8333297381323742,0.0,0.0,0.8333297381323742,-0.8333297381323742,-0.8333297381323742,0.0,0.0,0.23999977111816406,0.3054999828338623,8.489999771118164,7.759000368118286,7.82000036239624,7.881000356674194,,,,,,,,,,0.0,0.0,0.0
2011-02-07,8.470000267028809,8.489999771118164,8.25,8.329999923706055,8.329999923706055,18586100,-0.8333297381323742,2.189409769701649,2.8015963052890513,3.4372678480978753,,8.313999938964844,7.960999917984009,,,,8.249819378498739,8.135395440032699,,,,8.13090328779949,,,,-1.0804340145521774,-1.0804340145521774,0.0,0.0,1.0804340145521774,-1.0804340145521774,-1.0804340145521774,0.0,0.0,0.21000003814697266,0.2994999885559082,8.489999771118164,7.817899808883666,7.878999805450439,7.940099802017212,,,,,,,,,,0.0,0.0,0.0
2011-02-08,8.279999732971191,8.300000190734863,8.09000015258789,8.239999771118164,8.239999771118164,18819100,-1.0804340145521774,0.9370626721655907,2.6289288178477417,3.28701785501908,,8.317999839782715,8.036999893188476,,,,8.246546176038548,8.154414409320966,,,,8.147687362156208,8.19961535013639,-0.051927987980182166,,-0.12136200436421749,-0.12136200436421749,0.0,0.0,0.12136200436421749,-0.12136200436421749,-0.12136200436421749,0.0,0.0,0.28999996185302734,0.29049997329711913,8.300000190734863,7.831099796295166,7.890999794006348,7.9508997917175295,,,,,,,,,,0.0,0.0,0.0
2011-02-09,8.180000305175781,8.319999694824219,8.029999732971191,8.229999542236328,8.229999542236328,18426800,-0.12136200436421749,0.8237123535755694,2.6395166288712866,2.6008405909433137,,8.305999755859375,8.110999870300294,,,,8.241030631437809,8.168157160760122,,,,8.160350774476226,8.201866031032683,-0.04151525655645649,,-0.12149788291242651,-0.12149788291242651,0.0,0.0,0.12149788291242651,-0.12149788291242651,-0.12149788291242651,0.0,0.0,0.1700000762939453,0.29199995994567873,8.319999694824219,7.660900249481201,7.719000244140625,7.777100238800049,,,,,,,,,,0.0,0.0,0.0
2011-02-10,8.100000381469727,8.25,8.079999923706055,8.220000267028809,8.220000267028809,14926600,-0.12149788291242651,0.7501501140027065,2.50337746259319,2.5991209585928363,,8.283999824523926,8.157999897003174,,,,8.234020509968143,8.177583180081701,,,,8.169527619484317,8.203209307773136,-0.033681688288819345,,0.7299204865363118,0.7299204865363118,0.0,0.0,-0.7299204865363118,0.7299204865363118,0.7299204865363118,0.0,0.0,0.1700000762939453,0.28949995040893556,8.25,7.677599782943726,7.7359997749328615,7.794399766921997,,,,,,,,,,0.0,0.0,0.0
2011-02-11,8.15999984741211,8.289999961853027,8.119999885559082,8.279999732971191,8.279999732971191,11337700,0.7299204865363118,0.7100975501611578,2.080598483213586,2.5807509445356605,,8.259999847412109,8.236999893188477,,,,8.249346917635826,8.196204371516153,,,,8.186523329251528,8.208897487417437,-0.022374158165908042,,4.227057883540929,4.227057883540929,0.0,0.0,-4.227057883540929,4.227057883540929,4.227057883540929,0.0,0.0,0.48999977111816406,0.2999999523162842,8.289999961853027,7.613100109100341,7.6710000991821286,7.728900089263916,,,,,,,,,,0.0,0.0,0.0
2011-02-14,8.260000228881836,8.739999771118164,8.25,8.630000114440918,8.630000114440918,37759600,4.227057883540929,2.058937701581194,2.0235729748959623,2.735967867475184,,8.319999885559081,8.316999912261963,8.218333292007447,,,8.376231316570857,8.2750763247752,8.218333292007447,,,8.254750526972973,8.240090274604361,0.014660252368612348,,-0.3476214666670939,-0.3476214666670939,-0.3476214666670939,0.0,0.3476214666670939,-0.3476214666670939,-0.3476214666670939,-0.3476214666670939,0.0,0.32000064849853516,0.30749998092651365,8.739999771118164,7.630000066757202,7.690000057220459,7.750000047683716,,,,,,,,,,0.0,0.0,0.0
2011-02-15,8.600000381469727,8.760000228881836,8.4399995803833,8.600000381469727,8.600000381469727,30341600,-0.3476214666670939,1.9194969513412654,1.4883254493587357,2.71750919922211,,8.392000007629395,8.354999923706055,8.222666629155476,,,8.45082100487048,8.334153425992387,8.242956975198561,,,8.307865889203244,8.266750282520313,0.041115606682931016,,4.534876422665777,4.534876422665777,4.534876422665777,0.0,-4.534876422665777,4.534876422665777,4.534876422665777,4.534876422665777,0.0,0.5100002288818359,0.3194999933242798,8.760000228881836,8.063499813079835,8.124999809265137,8.18649980545044,,,,,,,,,,0.0,0.0,0.0
2011-02-16,8.649999618530273,9.119999885559082,8.609999656677246,8.989999771118164,8.989999771118164,47680900,4.534876422665777,2.3884910445978806,1.9723259744187611,2.8081356312610977,,8.544000053405762,8.424999904632568,8.229999939600626,,,8.630547260286376,8.453398216015255,8.29115328461273,,,8.412809563344,8.320324318712746,0.09248524463125385,,5.005559741067338,5.005559741067338,5.005559741067338,0.0,-5.005559741067338,5.005559741067338,5.005559741067338,5.005559741067338,0.0,0.5700006484985352,0.33949999809265136,9.119999885559082,8.05710024356842,8.121000242233276,8.184900240898132,,,,,,,,,,0.0,0.0,0.0
2011-02-17,8.960000038146973,9.510000228881836,8.9399995803833,9.4399995803833,9.4399995803833,53360500,5.005559741067338,2.454538993029429,2.3633762004517536,2.970769095492545,,8.78799991607666,8.535999870300293,8.247666597366333,,,8.900364700318685,8.63278028226399,8.365272400468896,,,8.570838796734662,8.40326322698464,0.16757556975002252,,-2.7542297326771976,-2.7542297326771976,-2.7542297326771976,0.0,2.7542297326771976,-2.7542297326771976,-2.7542297326771976,-2.7542297326771976,0.0,0.43000030517578125,0.32900004386901854,9.510000228881836,8.373099889755249,8.44099988937378,8.50889988899231,,,,,,,,,,0.0,0.0,0.0
2011-02-18,9.520000457763672,9.579999923706055,9.149999618530273,9.180000305175781,9.180000305175781,30992800,-2.7542297326771976,3.4800928677831813,2.6891473819824734,2.6494116446038376,,8.968000030517578,8.613999938964843,8.263999954859417,,,8.993576568604384,8.732274831884315,8.417835491095147,,,8.66455595187945,8.460799306850651,0.20375664502879864,0.04112158083002804,-3.594770291238414,-3.594770291238414,-3.594770291238414,0.0,3.594770291238414,-3.594770291238414,-3.594770291238414,-3.594770291238414,-3.594770291238414,0.35000038146972656,0.3350000619888306,9.579999923706055,8.786200132369995,8.8520001411438,8.917800149917603,,,,,,,,,,0.0,0.0,0.0
2011-02-22,8.880000114440918,9.170000076293945,8.819999694824219,8.850000381469727,8.850000381469727,32256700,-3.594770291238414,4.019709929286569,3.0120417388230707,2.8330571259205897,,9.01200008392334,8.66599998474121,8.264666636784872,,,8.9457178395595,8.75367947726348,8.445717096925765,,,8.693085864124107,8.489629016081695,0.20345684804241237,0.07358863427250491,-3.3898325175556887,-3.3898325175556887,-3.3898325175556887,0.0,3.3898325175556887,-3.3898325175556887,-3.3898325175556887,-3.3898325175556887,-3.3898325175556887,0.5799999237060547,0.3470000743865967,9.170000076293945,8.842999787330628,8.909999799728393,8.97699981212616,1.0,1.0,1.0,8.842999787330628,8.880000114440918,8.880000114440918,8.850000381469727,8.850000381469727,8.850000381469727,0.07916537721880575,-0.33783482640281676,-0.33783482640281676
2011-02-23,8.779999732971191,8.949999809265137,8.369999885559082,8.550000190734863,8.550000190734863,32335800,-3.3898325175556887,4.4048830753470485,3.2392330879818947,2.8869377206564857,,9.002000045776366,8.69700002670288,8.24333332379659,,,8.813811956617954,8.716646879712822,8.452445038461835,,,8.671072683602686,8.494100954944892,0.17697172865779365,0.09426525314956266,6.432750625325909,6.432750625325909,6.432750625325909,0.0,-6.432750625325909,6.432750625325909,6.432750625325909,6.432750625325909,6.432750625325909,0.6100006103515625,0.36800010204315187,8.949999809265137,8.406599912643433,8.475999927520752,8.54539994239807,1.0,1.0,1.0,8.406599912643433,8.475999927520752,8.54539994239807,8.550000190734863,8.550000190734863,8.550000190734863,1.70580590942312,0.8730564399114727,0.053833037280896306
2011-02-24,8.59000015258789,9.180000305175781,8.569999694824219,9.100000381469727,9.100000381469727,40939000,6.432750625325909,4.946144541907263,3.7422505322119624,3.152176784344827,,9.02400016784668,8.78400011062622,8.268000014623006,,,8.909208098235212,8.786347516395896,8.494222802526862,,,8.737061560197615,8.538982393946732,0.19807916625088318,0.11502803576982679,2.087907389215013,2.087907389215013,2.087907389215013,0.0,-2.087907389215013,2.087907389215013,2.087907389215013,2.087907389215013,2.087907389215013,0.2200002670288086,0.36650011539459226,9.180000305175781,8.140399584770202,8.213999605178833,8.287599625587463,,,,,,,,,,0.0,0.0,0.0
2011-02-25,9.25,9.449999809265137,9.229999542236328,9.289999961853027,9.289999961853027,29307900,2.087907389215013,4.400055891752071,3.729141349971806,3.1105728909115875,,8.994000244140626,8.891000080108643,8.298000001907349,,,9.036138719441151,8.877920688297193,8.545563264418874,,,8.82212900660614,8.594613324902754,0.22751568170338565,0.13752556495653856,-0.8611401941286716,-0.8611401941286716,-0.8611401941286716,0.0,0.8611401941286716,-0.8611401941286716,-0.8611401941286716,-0.8611401941286716,-0.8611401941286716,0.3400001525878906,0.3620001316070557,9.449999809265137,8.373700051307678,8.447000074386597,8.520300097465515,,,,,,,,,,0.0,0.0,0.0
2011-02-28,9.34000015258789,9.390000343322754,9.050000190734863,9.210000038146973,9.210000038146973,21558600,-0.8611401941286716,4.2072388866327834,3.7892990547987284,2.975749535333303,,9.000000190734863,8.984000110626221,8.329666662216187,,,9.094092492343092,8.938298751906244,8.588430153046493,,,8.881801472997036,8.640197525883808,0.2416039471132283,0.15834124138787653,-1.9544006995682577,-1.9544006995682577,-1.9544006995682577,0.0,1.9544006995682577,-1.9544006995682577,-1.9544006995682577,-1.9544006995682577,-1.9544006995682577,0.31999969482421875,0.3510001182556152,9.390000343322754,8.653599519729614,8.725999546051025,8.798399572372436,,,,,,,,,,0.0,0.0,0.0
2011-03-01,9.270000457763672,9.319999694824219,9.0,9.029999732971191,9.029999732971191,19415000,-1.9544006995682577,3.8961435529321666,3.732439541909919,2.932431213877163,,9.036000061035157,9.024000072479248,8.357333326339722,,,9.072728239219126,8.954971657554415,8.616918513041636,,,8.904601205300754,8.669071763445837,0.23552944185491675,0.17377888148128456,1.550391444770163,1.550391444770163,1.550391444770163,0.0,-1.550391444770163,1.550391444770163,1.550391444770163,1.550391444770163,1.550391444770163,0.28999996185302734,0.3560001373291016,9.319999694824219,8.6178000831604,8.688000106811524,8.758200130462647,,,,,,,,,,0.0,0.0,0.0
2011-03-02,9.050000190734863,9.34000015258789,9.050000190734863,9.170000076293945,9.170000076293945,21253600,1.550391444770163,3.2471570305754702,3.7319069394916227,2.7680072038970622,,9.160000038146972,9.08100004196167,8.392999982833862,,,9.105152184910732,8.994067733688874,8.652601194541786,,,8.945431800838168,8.706177564397548,0.23925423644062072,0.1868739524731518,1.199560041025675,1.199560041025675,1.199560041025675,0.0,-1.199560041025675,1.199560041025675,1.199560041025675,1.199560041025675,1.199560041025675,0.18999958038330078,0.34350008964538575,9.34000015258789,8.536799392700196,8.607999420166015,8.679199447631836,,,,,,,,,,0.0,0.0,0.0
2011-03-03,9.3100004196167,9.369999885559082,9.180000305175781,9.279999732971191,9.279999732971191,18762800,1.199560041025675,1.7280990795443718,3.493058379912658,2.77086844703771,,9.195999908447266,9.110000038146973,8.437999979654949,,,9.163434700930885,9.046055369922023,8.693078519601748,,,8.996903790397095,8.748682910217816,0.24822088017927868,0.1991433380143772,-0.5387951742845002,-0.5387951742845002,-0.5387951742845002,0.0,0.5387951742845002,-0.5387951742845002,-0.5387951742845002,-0.5387951742845002,-0.5387951742845002,0.24000072479248047,0.33900012969970705,9.369999885559082,8.584299955368042,8.652999973297119,8.721699991226195,,,,,,,,,,0.0,0.0,0.0
2011-03-04,9.329999923706055,9.390000343322754,9.149999618530273,9.229999542236328,9.229999542236328,23059400,-0.5387951742845002,1.4680894512643319,3.0930170053678063,2.7825652455280467,,9.183999824523926,9.089000034332276,8.478333282470704,,,9.185622981366034,9.07949976488826,8.727718585578174,,,9.03276467529544,8.78433599407104,0.2484286812244001,0.20900040665638178,-4.225345709539926,-4.225345709539926,-4.225345709539926,0.0,4.225345709539926,-4.225345709539926,-4.225345709539926,-4.225345709539926,-4.225345709539926,0.48000049591064453,0.35100016593933103,9.390000343322754,8.624199600219727,8.691999626159667,8.759799652099609,,,,,,,,,,0.0,0.0,0.0
2011-03-07,9.1899995803833,9.220000267028809,8.739999771118164,8.84000015258789,8.84000015258789,29786000,-4.225345709539926,2.3799288408966093,3.259446021738403,2.9784563271110156,,9.109999847412109,9.055000019073486,8.521666622161865,,,9.07041537177332,9.035954380833646,8.734962557643318,,,9.003108594878894,8.788459265072289,0.21464932980660478,0.21013019128642638,1.6968282346280432,1.6968282346280432,1.6968282346280432,0.0,-1.6968282346280432,1.6968282346280432,1.6968282346280432,1.6968282346280432,1.6968282346280432,0.35000038146972656,0.35650019645690917,9.220000267028809,8.617799978256226,8.688000011444093,8.758200044631957,,,1.0,,,8.758200044631957,,,8.84000015258789,0.0,0.0,0.9339830962878042
2011-03-08,8.880000114440918,9.100000381469727,8.75,8.989999771118164,8.989999771118164,20298300,1.6968282346280432,2.4922673896085916,3.0958468178931398,2.9816393983116503,,9.101999855041504,9.06899995803833,8.565333286921183,,,9.043610171554935,9.027598997249013,8.75141657141589,,,9.001091852761858,8.803388191446057,0.19770366131580097,0.2076448852923013,-3.559507263306833,-3.559507263306833,-3.559507263306833,0.0,3.559507263306833,-3.559507263306833,-3.559507263306833,-3.559507263306833,3.559507263306833,0.3099994659423828,0.3615001678466797,9.100000381469727,8.435699834823609,8.50699987411499,8.578299913406372,,,,,,,,,,0.0,0.0,0.0
2011-03-09,8.9399995803833,8.9399995803833,8.630000114440918,8.670000076293945,8.670000076293945,23332100,-3.559507263306833,2.7037510503853803,3.118091574765136,3.09677149334708,,9.001999855041504,9.080999946594238,8.604999955495199,,,8.919073473134606,8.962581011620818,8.746163894311248,,,8.950154656382178,8.79350759032368,0.15664706605849865,0.19744532144554078,2.883506318339784,-2.883506318339784,-2.883506318339784,0.0,2.883506318339784,2.883506318339784,-2.883506318339784,-2.883506318339784,2.883506318339784,0.1900005340576172,0.35650019645690917,8.9399995803833,8.30470001220703,8.377000045776366,8.449300079345702,,,,,,,,,,0.0,0.0,0.0
2011-03-10,8.529999732971191,8.550000190734863,8.359999656677246,8.420000076293945,8.420000076293945,26255500,-2.883506318339784,2.44532780546996,2.337234982531619,3.177093723835986,,8.829999923706055,9.01299991607666,8.635999965667725,,,8.75271567418772,8.863929932470477,8.725121067342391,,,8.868592413291681,8.765840367062218,0.10275204622946355,0.17850666640232535,-2.731585987556929,2.731585987556929,2.731585987556929,0.0,-2.731585987556929,-2.731585987556929,2.731585987556929,2.731585987556929,-2.731585987556929,0.4099998474121094,0.3685001850128174,8.550000190734863,8.155699148178101,8.226999187469483,8.298299226760864,,,,,,,,,,0.0,0.0,0.0
2011-03-11,8.260000228881836,8.670000076293945,8.260000228881836,8.649999618530273,8.649999618530273,21127900,2.731585987556929,3.216817222931072,2.431020657407878,3.2273634028476534,,8.713999938964843,8.948999881744385,8.665999952952067,,,8.718476988968572,8.825033511754075,8.72027452225774,,,8.834962752559157,8.757259570874668,0.07770318168448931,0.15834596945875815,2.543344775220607,-2.543344775220607,-2.543344775220607,0.0,2.543344775220607,2.543344775220607,-2.543344775220607,-2.543344775220607,2.543344775220607,0.39999961853027344,0.3800001621246338,8.670000076293945,7.739299783706665,7.812999820709228,7.8866998577117915,,,,,,,,,,0.0,0.0,0.0
2011-03-14,8.5600004196167,8.75,8.350000381469727,8.430000305175781,8.430000305175781,17092200,-2.543344775220607,2.8999620863622053,2.5017793529668646,3.2870900002724,,8.631999969482422,8.870999908447265,8.697333304087321,,,8.622318094370975,8.753209292376203,8.701547153413742,,,8.7726608375771,8.733018143785861,0.039642693791238415,0.1346053143252542,1.7793661539074173,-1.7793661539074173,-1.7793661539074173,0.0,1.7793661539074173,1.7793661539074173,-1.7793661539074173,-1.7793661539074173,1.7793661539074173,0.4100003242492676,0.376000189781189,8.75,7.833999719619751,7.909999752044678,7.9859997844696045,,,,,,,,,,0.0,0.0,0.0
